YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
2022,0,45526,Abraham Ancer,10.2,5,49
2022,0,47983,Chad Ramey,10.13,8,79
2022,0,10381,Curtis Thompson,9.9,10,101
2022,0,33486,Roger Sloan,9.89,9,91
2022,0,29478,Kevin Kisner,9.88,8,81
2022,0,25493,Nick Taylor,9.63,13,135
2022,0,27649,Brandt Snedeker,9.59,7,73
2022,0,34360,Patrick Reed,9.57,9,94
2022,0,34431,Robert Streb,9.49,15,158
2022,0,30926,Chris Kirk,9.01,10,111
2022,0,35879,Kelly Kraft,8.89,8,90
2022,0,56278,Matthew Wolff,8.77,5,57
2022,0,55708,Hayden Buckley,8.57,9,105
2022,0,32150,Michael Thompson,8.33,8,96
2022,0,23621,Rory Sabbatini,7.69,5,65
2022,0,28089,Jason Day,7.61,7,92
2022,0,19803,Ryan Armour,5.71,2,35
2021,0,32070,Rafael Campos,26.15,17,65
2021,0,34098,Russell Henley,25.86,30,116
2021,0,12716,Charley Hoffman,24.37,29,119
2021,0,31420,Anirban Lahiri,24.1,20,83
2021,0,28252,Seamus Power,23.4,11,47
2021,0,33410,Andrew Landry,23.17,19,82
2021,0,33490,Bo Hoag,23.0,23,100
2021,0,37455,Si Woo Kim,22.81,26,114
2021,0,33448,Justin Thomas,21.93,25,114
2021,0,40026,Daniel Berger,21.74,20,92
2021,0,23108,Matt Kuchar,21.52,17,79
2021,0,25364,Paul Casey,21.25,17,80
2021,0,27349,Alex Noren,21.0,21,100
2021,0,29926,Danny Lee,20.65,19,92
2021,0,56762,Will Gordon,20.15,27,134
2021,0,24924,Bill Haas,20.0,8,40
2021,0,33413,Ben Martin,20.0,10,50
2021,0,51766,Wyndham Clark,19.86,28,141
2021,0,23320,Ryan Palmer,19.81,21,106
2021,0,32150,Michael Thompson,19.78,18,91
2021,0,40098,Matt Fitzpatrick,19.7,13,66
2021,0,32791,K.H. Lee,19.48,30,154
2021,0,46046,Scottie Scheffler,19.41,33,170
2021,0,52375,Doug Ghim,19.35,18,93
2021,0,49298,Kramer Hickok,19.23,10,52
2021,0,29974,Branden Grace,19.19,19,99
2021,0,31646,Emiliano Grillo,19.01,23,121
2021,0,39953,Chase Seiffert,18.75,15,80
2021,0,33419,Cameron Tringale,18.71,29,155
2021,0,1810,Phil Mickelson,18.49,27,146
2021,0,47483,Will Zalatoris,18.49,22,119
2021,0,31323,Gary Woodland,18.48,17,92
2021,0,23325,Vaughn Taylor,18.39,16,87
2021,0,28420,Ryan Brehm,18.37,18,98
2021,0,35891,Cameron Smith,18.37,18,98
2021,0,34466,Peter Malnati,18.25,25,137
2021,0,46550,Brandon Hagy,18.1,21,116
2021,0,40042,Tyler McCumber,17.86,20,112
2021,0,26851,Marc Leishman,17.81,13,73
2021,0,27141,J.B. Holmes,17.7,20,113
2021,0,48081,Xander Schauffele,17.65,18,102
2021,0,24502,Adam Scott,17.65,18,102
2021,0,32839,Hideki Matsuyama,17.56,23,131
2021,0,56278,Matthew Wolff,17.53,17,97
2021,0,32757,Patton Kizzire,17.5,28,160
2021,0,27942,Rob Oppenheim,17.5,14,80
2021,0,47959,Bryson DeChambeau,17.42,23,132
2021,0,36699,Patrick Rodgers,17.37,29,167
2021,0,47347,Adam Schenk,17.36,25,144
2021,0,29725,Tony Finau,17.32,22,127
2021,0,45157,Cam Davis,17.31,27,156
2021,0,22056,Cameron Percy,17.27,19,110
2021,0,52372,Cameron Champ,17.24,15,87
2021,0,34076,Joel Dahmen,17.07,14,82
2021,0,48045,Michael Gellerman,17.02,8,47
2021,0,35450,Patrick Cantlay,16.83,17,101
2021,0,27649,Brandt Snedeker,16.83,17,101
2021,0,33141,Keegan Bradley,16.82,18,107
2021,0,27064,Jhonattan Vegas,16.79,22,131
2021,0,37189,Harold Varner III,16.67,21,126
2021,0,46402,Talor Gooch,16.54,21,127
2021,0,34256,Andrew Putnam,16.52,19,115
2021,0,24140,Sean O'Hair,16.47,14,85
2021,0,45486,Joaquin Niemann,16.46,27,164
2021,0,25804,Bubba Watson,16.35,17,104
2021,0,22371,Aaron Baddeley,16.33,8,49
2021,0,39997,Corey Conners,16.22,18,111
2021,0,27554,Scott Harrington,16.22,18,111
2021,0,34264,Hudson Swafford,16.19,17,105
2021,0,37275,Sam Ryder,16.16,16,99
2021,0,46441,Robby Shelton,16.15,21,130
2021,0,53165,Doc Redman,16.13,15,93
2021,0,49766,Hank Lebioda,16.09,14,87
2021,0,51894,Vince Whaley,16.0,20,125
2021,0,34255,Joseph Bramlett,15.96,15,94
2021,0,23621,Rory Sabbatini,15.96,15,94
2021,0,39975,Michael Kim,15.79,18,114
2021,0,34046,Jordan Spieth,15.75,23,146
2021,0,26300,Matt Jones,15.65,23,147
2021,0,35230,Nelson Ledesma,15.49,11,71
2021,0,28775,Nate Lashley,15.44,21,136
2021,0,19803,Ryan Armour,15.38,12,78
2021,0,29908,C.T. Pan,15.38,16,104
2021,0,29221,Webb Simpson,15.32,17,111
2021,0,32618,Rhein Gibson,15.28,11,72
2021,0,25900,Lucas Glover,15.25,18,118
2021,0,24781,Hunter Mahan,15.22,14,92
2021,0,39971,Sungjae Im,15.15,20,132
2021,0,33404,Chris Baker,15.09,8,53
2021,0,29518,Brendan Steele,14.95,16,107
2021,0,27936,Martin Laird,14.93,10,67
2021,0,48887,Matt Wallace,14.93,10,67
2021,0,45609,Tyler Duncan,14.85,15,101
2021,0,23623,Bo Van Pelt,14.85,15,101
2021,0,36871,Matthew NeSmith,14.81,12,81
2021,0,22405,Justin Rose,14.77,13,88
2021,0,25686,Jason Dufner,14.75,18,122
2021,0,26758,David Hearn,14.75,9,61
2021,0,30944,Jason Kokrak,14.75,18,122
2021,0,30911,Tommy Fleetwood,14.61,13,89
2021,0,35506,Mackenzie Hughes,14.57,22,151
2021,0,49964,Aaron Wise,14.55,16,110
2021,0,33597,Harry Higgs,14.52,18,124
2021,0,24024,Zach Johnson,14.5,19,131
2021,0,45526,Abraham Ancer,14.47,11,76
2021,0,30926,Chris Kirk,14.39,20,139
2021,0,33948,Byeong Hun An,14.29,20,140
2021,0,39324,J.J. Spaun,14.29,7,49
2021,0,29268,Bronson Burgoon,14.13,13,92
2021,0,39546,Keith Mitchell,13.97,19,136
2021,0,21209,Sergio Garcia,13.89,15,108
2021,0,47504,Sam Burns,13.86,14,101
2021,0,49960,Sepp Straka,13.75,22,160
2021,0,36689,Brooks Koepka,13.68,13,95
2021,0,26499,Rafa Cabrera Bello,13.64,12,88
2021,0,29478,Kevin Kisner,13.64,12,88
2021,0,25396,Kevin Na,13.6,17,125
2021,0,24361,Pat Perez,13.6,17,125
2021,0,27129,Luke List,13.57,19,140
2021,0,33486,Roger Sloan,13.54,13,96
2021,0,35449,Adam Long,13.48,12,89
2021,0,25493,Nick Taylor,13.42,20,149
2021,0,46717,Viktor Hovland,13.4,13,97
2021,0,30925,Dustin Johnson,13.39,15,112
2021,0,27556,Ted Potter Jr.,13.39,15,112
2021,0,30692,Scott Stallings,13.33,14,105
2021,0,27330,Josh Teater,13.33,8,60
2021,0,32333,Kevin Tway,13.33,12,90
2021,0,27095,Nick Watney,13.33,12,90
2021,0,32102,Rickie Fowler,13.27,15,113
2021,0,27974,Sung Kang,13.01,19,146
2021,0,26331,Charl Schwartzel,12.98,17,131
2021,0,36801,Mark Hubbard,12.9,12,93
2021,0,28089,Jason Day,12.87,13,101
2021,0,31560,Brian Stuard,12.87,13,101
2021,0,26476,Chez Reavie,12.82,10,78
2021,0,32448,James Hahn,12.79,11,86
2021,0,30110,Kyle Stanley,12.79,11,86
2021,0,32139,Danny Willett,12.77,6,47
2021,0,35532,Tom Hoge,12.7,16,126
2021,0,21961,Charles Howell III,12.66,10,79
2021,0,23788,D.J. Trahan,12.64,11,87
2021,0,19846,Brian Gay,12.5,14,112
2021,0,33204,Shane Lowry,12.5,13,104
2021,0,46970,Jon Rahm,12.5,11,88
2021,0,48119,Ben Taylor,12.5,7,56
2021,0,35461,Beau Hossler,12.41,17,137
2021,0,32254,Xinjun Zhang,12.35,10,81
2021,0,20396,Lee Westwood,12.33,9,73
2021,0,34563,Chesson Hadley,12.28,14,114
2021,0,28237,Rory McIlroy,12.28,14,114
2021,0,33667,Carlos Ortiz,12.23,17,139
2021,0,34360,Patrick Reed,12.17,14,115
2021,0,27770,Camilo Villegas,11.95,19,159
2021,0,48822,Sebastián Muñoz,11.86,14,118
2021,0,23983,Luke Donald,11.84,9,76
2021,0,46442,Maverick McNealy,11.84,9,76
2021,0,33120,Mark Anderson,11.76,6,51
2021,0,32640,Troy Merritt,11.71,13,111
2021,0,47993,Denny McCarthy,11.67,14,120
2021,0,24138,Ian Poulter,11.67,7,60
2021,0,35658,Kris Ventura,11.58,11,95
2021,0,29420,Billy Horschel,11.5,13,113
2021,0,49771,J.T. Poston,11.5,13,113
2021,0,32816,Satoshi Kodaira,11.39,9,79
2021,0,27214,Kevin Streelman,11.38,14,123
2021,0,31557,Jim Herman,11.24,10,89
2021,0,39977,Max Homa,11.21,13,116
2021,0,28679,Fabián Gómez,11.11,7,63
2021,0,35104,Tom Lewis,11.11,12,108
2021,0,50525,Collin Morikawa,11.11,9,81
2021,0,26329,Louis Oosthuizen,10.99,10,91
2021,0,30927,Brendon Todd,10.99,10,91
2021,0,34099,Harris English,10.91,12,110
2021,0,27644,Brian Harman,10.89,11,101
2021,0,25632,Jimmy Walker,10.79,15,139
2021,0,24357,K.J. Choi,10.77,7,65
2021,0,29479,Scott Brown,10.53,10,95
2021,0,30163,Henrik Norlander,10.48,11,105
2021,0,34213,Grayson Murray,10.45,7,67
2021,0,29970,Dylan Frittelli,10.26,12,117
2021,0,20229,Stewart Cink,10.14,15,148
2021,0,33122,Russell Knox,10.0,11,110
2021,0,47128,Richy Werenski,9.68,15,155
2021,0,35617,Martin Trainer,9.48,11,116
2021,0,32662,Michael Gligic,9.4,11,117
2021,0,35310,Lanto Griffin,9.35,13,139
2021,0,34431,Robert Streb,9.27,14,151
2021,0,46435,Austin Cook,9.17,10,109
2021,0,40006,Erik van Rooyen,9.0,9,100
2021,0,34363,Tyrrell Hatton,8.82,6,68
2021,0,29535,Brice Garnett,8.79,8,91
2021,0,34314,Sebastian Cappelen,8.45,6,71
2021,0,34174,John Huh,7.69,5,65
2021,0,33399,Adam Hadwin,7.38,9,122
2021,0,25818,Scott Piercy,7.06,6,85
2020,0,46046,Scottie Scheffler,25.93,35,135
2020,1,30110,Kyle Stanley,25.0,10,40
2020,2,48887,Matt Wallace,24.39,20,82
2020,-1,34363,Tyrrell Hatton,24.07,13,54
2020,1,27330,Josh Teater,23.68,9,38
2020,1,23788,D.J. Trahan,23.44,15,64
2020,1,33448,Justin Thomas,23.33,28,120
2020,1,40098,Matt Fitzpatrick,22.86,16,70
2020,2,21407,Arjun Atwal,21.74,10,46
2020,2,33419,Cameron Tringale,21.71,28,129
2020,2,30911,Tommy Fleetwood,21.57,11,51
2020,2,39971,Sungjae Im,21.5,23,107
2020,2,46442,Maverick McNealy,21.15,22,104
2020,2,30163,Henrik Norlander,21.11,19,90
2020,2,35658,Kris Ventura,20.75,11,53
2020,29,23320,Ryan Palmer,20.62,20,97
2020,1,32791,K.H. Lee,20.43,19,93
2020,1,27942,Rob Oppenheim,20.25,16,79
2020,1,36871,Matthew NeSmith,20.22,18,89
2020,1,46441,Robby Shelton,20.18,23,114
2020,1,26758,David Hearn,20.0,10,50
2020,8,48081,Xander Schauffele,19.67,24,122
2020,1,29535,Brice Garnett,19.51,16,82
2020,1,32139,Danny Willett,19.44,14,72
2020,1,27349,Alex Noren,19.35,12,62
2020,1,31323,Gary Woodland,19.35,18,93
2020,1,19846,Brian Gay,19.32,17,88
2020,1,27214,Kevin Streelman,19.32,17,88
2020,2,51894,Vince Whaley,19.23,10,52
2020,2,33948,Byeong Hun An,19.2,24,125
2020,2,27095,Nick Watney,19.18,14,73
2020,2,32366,Kevin Chappell,19.05,12,63
2020,2,27556,Ted Potter Jr.,19.05,16,84
2020,2,47128,Richy Werenski,19.05,20,105
2020,3,46550,Brandon Hagy,18.95,18,95
2020,-14,29725,Tony Finau,18.8,22,117
2020,3,33449,Zack Sucher,18.75,12,64
2020,3,27064,Jhonattan Vegas,18.75,15,80
2020,4,25632,Jimmy Walker,18.68,17,91
2020,4,22371,Aaron Baddeley,18.57,13,70
2020,-4,48822,Sebastián Muñoz,18.44,26,141
2020,18,35310,Lanto Griffin,18.31,26,142
2020,-3,47959,Bryson DeChambeau,18.12,25,138
2020,2,23108,Matt Kuchar,18.09,17,94
2020,2,35532,Tom Hoge,17.82,18,101
2020,2,40058,Zac Blair,17.81,13,73
2020,37,30925,Dustin Johnson,17.76,19,107
2020,1,34563,Chesson Hadley,17.65,15,85
2020,1,21961,Charles Howell III,17.65,18,102
2020,1,24502,Adam Scott,17.65,12,68
2020,1,27963,Chris Stroud,17.65,9,51
2020,1,27649,Brandt Snedeker,17.58,16,91
2020,1,37189,Harold Varner III,17.58,16,91
2020,1,47347,Adam Schenk,17.53,17,97
2020,1,30692,Scott Stallings,17.53,17,97
2020,10,34360,Patrick Reed,17.52,24,137
2020,1,22405,Justin Rose,17.46,11,63
2020,1,33667,Carlos Ortiz,17.45,26,149
2020,2,21209,Sergio Garcia,17.33,13,75
2020,2,40009,Dominic Bozzelli,17.31,9,52
2020,2,45157,Cam Davis,17.28,14,81
2020,2,34021,Bud Cauley,17.14,18,105
2020,2,34046,Jordan Spieth,17.14,18,105
2020,-25,32839,Hideki Matsuyama,16.96,19,112
2020,2,46402,Talor Gooch,16.79,23,137
2020,2,56762,Will Gordon,16.67,8,48
2020,2,24361,Pat Perez,16.67,12,72
2020,2,12716,Charley Hoffman,16.44,12,73
2020,2,33141,Keegan Bradley,16.35,17,104
2020,21,28237,Rory McIlroy,16.35,17,104
2020,1,32448,James Hahn,16.22,6,37
2020,1,47993,Denny McCarthy,16.16,16,99
2020,1,32640,Troy Merritt,16.13,10,62
2020,2,25364,Paul Casey,16.0,12,75
2020,2,33597,Harry Higgs,16.0,16,100
2020,-1,52372,Cameron Champ,15.94,22,138
2020,2,33410,Andrew Landry,15.94,11,69
2020,1,31420,Anirban Lahiri,15.91,7,44
2020,1,36699,Patrick Rodgers,15.88,27,170
2020,1,28307,Matt Every,15.85,13,82
2020,3,32757,Patton Kizzire,15.79,15,95
2020,3,35230,Nelson Ledesma,15.79,9,57
2020,3,29926,Danny Lee,15.79,18,114
2020,4,34466,Peter Malnati,15.73,14,89
2020,4,32662,Michael Gligic,15.69,8,51
2020,5,34255,Joseph Bramlett,15.58,12,77
2020,5,34098,Russell Henley,15.46,15,97
2020,5,35732,Wes Roach,15.38,6,39
2020,5,23325,Vaughn Taylor,15.38,10,65
2020,6,31646,Emiliano Grillo,15.28,11,72
2020,6,39953,Chase Seiffert,15.25,9,59
2020,8,25572,Graeme McDowell,15.15,10,66
2020,9,33404,Chris Baker,15.0,6,40
2020,6,46717,Viktor Hovland,15.0,15,100
2020,9,32150,Michael Thompson,15.0,15,100
2020,9,27129,Luke List,14.85,15,101
2020,-1,30927,Brendon Todd,14.85,15,101
2020,6,29221,Webb Simpson,14.81,12,81
2020,8,34076,Joel Dahmen,14.58,14,96
2020,8,26596,Ryan Moore,14.58,7,48
2020,8,49960,Sepp Straka,14.58,14,96
2020,8,19803,Ryan Armour,14.55,8,55
2020,-19,29478,Kevin Kisner,14.55,16,110
2020,8,33399,Adam Hadwin,14.46,12,83
2020,8,25686,Jason Dufner,14.43,14,97
2020,8,51766,Wyndham Clark,14.42,15,104
2020,8,53165,Doc Redman,14.42,15,104
2020,8,45609,Tyler Duncan,14.29,13,91
2020,8,33490,Bo Hoag,14.29,12,84
2020,8,49766,Hank Lebioda,14.29,11,77
2020,-27,46970,Jon Rahm,14.29,13,91
2020,8,29518,Brendan Steele,14.29,13,91
2020,8,25804,Bubba Watson,14.29,16,112
2020,-17,45486,Joaquin Niemann,14.17,18,127
2020,6,25900,Lucas Glover,14.08,10,71
2020,-6,40026,Daniel Berger,14.06,9,64
2020,5,23621,Rory Sabbatini,13.92,11,79
2020,12,29420,Billy Horschel,13.91,16,115
2020,4,28252,Seamus Power,13.89,5,36
2020,26,35891,Cameron Smith,13.85,18,130
2020,3,1810,Phil Mickelson,13.76,15,109
2020,3,27554,Scott Harrington,13.75,11,80
2020,3,28775,Nate Lashley,13.64,12,88
2020,3,32254,Xinjun Zhang,13.59,14,103
2020,3,47504,Sam Burns,13.58,11,81
2020,-20,45526,Abraham Ancer,13.51,10,74
2020,3,10809,Jim Furyk,13.51,5,37
2020,2,28679,Fabián Gómez,13.46,7,52
2020,4,34431,Robert Streb,13.33,12,90
2020,4,23623,Bo Van Pelt,13.33,8,60
2020,4,49771,J.T. Poston,13.27,13,98
2020,4,32333,Kevin Tway,13.24,9,68
2020,5,29970,Dylan Frittelli,13.11,16,122
2020,5,29974,Branden Grace,13.11,8,61
2020,5,35449,Adam Long,12.93,15,116
2020,5,28089,Jason Day,12.79,11,86
2020,5,37455,Si Woo Kim,12.73,14,110
2020,5,36689,Brooks Koepka,12.68,9,71
2020,5,29908,C.T. Pan,12.64,11,87
2020,5,36801,Mark Hubbard,12.62,13,103
2020,5,32618,Rhein Gibson,12.5,9,72
2020,5,49298,Kramer Hickok,12.5,6,48
2020,6,26300,Matt Jones,12.38,13,105
2020,-11,26851,Marc Leishman,12.38,13,105
2020,5,30944,Jason Kokrak,12.37,12,97
2020,5,40042,Tyler McCumber,12.35,10,81
2020,5,27644,Brian Harman,12.26,13,106
2020,-11,25396,Kevin Na,12.24,12,98
2020,5,39546,Keith Mitchell,12.17,14,115
2020,5,31557,Jim Herman,12.12,8,66
2020,5,32102,Rickie Fowler,12.07,7,58
2020,5,46435,Austin Cook,12.0,9,75
2020,6,34099,Harris English,11.94,16,134
2020,4,22056,Cameron Percy,11.9,10,84
2020,5,35450,Patrick Cantlay,11.76,10,85
2020,5,33122,Russell Knox,11.76,8,68
2020,5,33413,Ben Martin,11.76,4,34
2020,5,31560,Brian Stuard,11.76,10,85
2020,6,33120,Mark Anderson,11.59,8,69
2020,6,27974,Sung Kang,11.5,13,113
2020,6,33204,Shane Lowry,11.49,10,87
2020,6,29484,Peter Uihlein,11.49,10,87
2020,7,26476,Chez Reavie,11.39,9,79
2020,7,24138,Ian Poulter,11.29,7,62
2020,7,28420,Ryan Brehm,11.24,10,89
2020,8,37275,Sam Ryder,10.99,10,91
2020,8,48119,Ben Taylor,10.94,7,64
2020,8,48045,Michael Gellerman,10.91,6,55
2020,8,52375,Doug Ghim,10.91,6,55
2020,-6,50525,Collin Morikawa,10.89,11,101
2020,8,20229,Stewart Cink,10.53,8,76
2020,8,29268,Bronson Burgoon,10.34,6,58
2020,8,34213,Grayson Murray,10.34,6,58
2020,4,35506,Mackenzie Hughes,10.0,12,120
2020,7,24024,Zach Johnson,9.91,11,111
2020,7,39977,Max Homa,9.6,12,125
2020,7,39324,J.J. Spaun,9.52,8,84
2020,7,35461,Beau Hossler,9.38,9,96
2020,7,25493,Nick Taylor,9.33,7,75
2020,7,56278,Matthew Wolff,9.02,11,122
2020,7,29479,Scott Brown,8.99,8,89
2020,7,33486,Roger Sloan,8.97,7,78
2020,7,35617,Martin Trainer,8.77,10,114
2020,7,49964,Aaron Wise,8.33,4,48
2020,7,24924,Bill Haas,8.16,4,49
2020,7,26499,Rafa Cabrera Bello,8.06,5,62
2020,7,34314,Sebastian Cappelen,7.94,5,63
2020,7,39997,Corey Conners,7.35,5,68
2020,7,25349,Tim Wilkinson,6.98,3,43
2020,7,26329,Louis Oosthuizen,6.58,5,76
2020,7,25818,Scott Piercy,5.71,4,70
2020,7,34256,Andrew Putnam,4.0,2,50
2020,8,27936,Martin Laird,2.38,1,42
2019,0,45157,Cam Davis,29.41,35,119
2019,0,49964,Aaron Wise,28.41,25,88
2019,0,23320,Ryan Palmer,26.32,20,76
2019,0,47959,Bryson DeChambeau,24.77,27,109
2019,0,35450,Patrick Cantlay,24.74,24,97
2019,0,27064,Jhonattan Vegas,23.85,26,109
2019,0,27214,Kevin Streelman,22.77,23,101
2019,0,33948,Byeong Hun An,22.68,22,97
2019,0,29535,Brice Garnett,22.22,20,90
2019,0,33419,Cameron Tringale,22.0,22,100
2019,0,47993,Denny McCarthy,21.74,20,92
2019,0,27963,Chris Stroud,21.33,16,75
2019,0,49771,J.T. Poston,21.31,26,122
2019,0,45526,Abraham Ancer,21.13,15,71
2019,0,37275,Sam Ryder,20.99,17,81
2019,0,32058,José de Jesús Rodríguez,20.93,18,86
2019,0,39977,Max Homa,20.91,23,110
2019,0,26596,Ryan Moore,20.75,11,53
2019,0,26851,Marc Leishman,20.59,14,68
2019,0,45486,Joaquin Niemann,20.33,25,123
2019,0,51766,Wyndham Clark,20.31,26,128
2019,0,24781,Hunter Mahan,20.0,14,70
2019,0,29478,Kevin Kisner,19.83,23,116
2019,0,24138,Ian Poulter,19.67,12,61
2019,0,31557,Jim Herman,19.23,10,52
2019,0,26300,Matt Jones,19.13,22,115
2019,0,24925,Jonathan Byrd,18.99,15,79
2019,0,28775,Nate Lashley,18.75,15,80
2019,0,34046,Jordan Spieth,18.66,25,134
2019,0,46970,Jon Rahm,18.18,16,88
2019,0,29725,Tony Finau,18.1,19,105
2019,0,27141,J.B. Holmes,18.0,18,100
2019,0,23108,Matt Kuchar,17.82,18,101
2019,0,27330,Josh Teater,17.81,13,73
2019,0,32839,Hideki Matsuyama,17.78,16,90
2019,0,23621,Rory Sabbatini,17.71,17,96
2019,0,40115,Adam Svensson,17.65,15,85
2019,0,33667,Carlos Ortiz,17.42,27,155
2019,0,39954,Cody Gribble,17.29,23,133
2019,0,25818,Scott Piercy,17.28,14,81
2019,0,29970,Dylan Frittelli,17.27,19,110
2019,0,39327,Ben Silverman,17.24,15,87
2019,0,22405,Justin Rose,17.19,11,64
2019,0,47504,Sam Burns,17.17,17,99
2019,0,40009,Dominic Bozzelli,17.07,14,82
2019,0,25364,Paul Casey,17.07,14,82
2019,0,37455,Si Woo Kim,17.05,15,88
2019,0,34360,Patrick Reed,17.05,22,129
2019,0,34363,Tyrrell Hatton,17.02,8,47
2019,0,35532,Tom Hoge,16.82,18,107
2019,0,35506,Mackenzie Hughes,16.79,22,131
2019,0,29479,Scott Brown,16.67,17,102
2019,0,26758,David Hearn,16.67,8,48
2019,0,46501,Ollie Schniederjans,16.67,21,126
2019,0,33486,Roger Sloan,16.5,17,103
2019,0,28089,Jason Day,16.47,14,85
2019,0,24924,Bill Haas,16.47,14,85
2019,0,34099,Harris English,16.44,24,146
2019,0,33399,Adam Hadwin,16.42,11,67
2019,0,29926,Danny Lee,16.3,22,135
2019,0,27974,Sung Kang,16.26,20,123
2019,0,39971,Sungjae Im,16.22,24,148
2019,0,35421,Brandon Harkins,16.18,22,136
2019,0,25804,Bubba Watson,16.16,16,99
2019,0,37340,Chase Wright,16.16,16,99
2019,0,1810,Phil Mickelson,16.15,21,130
2019,0,36699,Patrick Rodgers,16.13,15,93
2019,0,49960,Sepp Straka,16.13,15,93
2019,0,34264,Hudson Swafford,16.09,14,87
2019,0,47347,Adam Schenk,15.87,20,126
2019,0,28237,Rory McIlroy,15.79,12,76
2019,0,47856,Seth Reeves,15.79,15,95
2019,0,30944,Jason Kokrak,15.67,21,134
2019,0,27095,Nick Watney,15.65,18,115
2019,0,31646,Emiliano Grillo,15.52,9,58
2019,0,22371,Aaron Baddeley,15.46,15,97
2019,0,33448,Justin Thomas,15.45,17,110
2019,0,32333,Kevin Tway,15.45,19,123
2019,0,46402,Talor Gooch,15.38,12,78
2019,0,48822,Sebastián Muñoz,15.38,18,117
2019,0,24361,Pat Perez,15.38,8,52
2019,0,25493,Nick Taylor,15.38,22,143
2019,0,35891,Cameron Smith,15.31,15,98
2019,0,46601,Trey Mullinax,15.2,19,125
2019,0,25686,Jason Dufner,15.19,12,79
2019,0,49303,Anders Albertson,15.15,15,99
2019,0,23325,Vaughn Taylor,15.08,19,126
2019,0,26476,Chez Reavie,15.07,11,73
2019,0,30978,Kiradech Aphibarnrat,15.0,9,60
2019,0,29221,Webb Simpson,15.0,18,120
2019,0,37380,Curtis Luck,14.86,11,74
2019,0,19846,Brian Gay,14.85,15,101
2019,0,34256,Andrew Putnam,14.77,13,88
2019,0,25396,Kevin Na,14.75,9,61
2019,0,27644,Brian Harman,14.74,14,95
2019,0,34466,Peter Malnati,14.74,23,156
2019,0,49298,Kramer Hickok,14.71,10,68
2019,0,30925,Dustin Johnson,14.68,16,109
2019,0,32102,Rickie Fowler,14.42,15,104
2019,0,47128,Richy Werenski,14.39,19,132
2019,0,27649,Brandt Snedeker,14.38,21,146
2019,0,48081,Xander Schauffele,14.29,13,91
2019,0,25632,Jimmy Walker,14.02,15,107
2019,0,52372,Cameron Champ,14.01,22,157
2019,0,34021,Bud Cauley,13.93,17,122
2019,0,31323,Gary Woodland,13.89,15,108
2019,0,36852,Jim Knous,13.79,12,87
2019,0,27129,Luke List,13.79,16,116
2019,0,25900,Lucas Glover,13.76,15,109
2019,0,30692,Scott Stallings,13.76,15,109
2019,0,34098,Russell Henley,13.75,11,80
2019,0,24502,Adam Scott,13.75,11,80
2019,0,39324,J.J. Spaun,13.75,11,80
2019,0,25198,Francesco Molinari,13.73,7,51
2019,0,26951,Johnson Wagner,13.7,10,73
2019,0,33418,Shawn Stefani,13.59,14,103
2019,0,39546,Keith Mitchell,13.56,16,118
2019,0,39997,Corey Conners,13.54,13,96
2019,0,29268,Bronson Burgoon,13.24,9,68
2019,0,21209,Sergio Garcia,13.24,9,68
2019,0,45609,Tyler Duncan,13.19,12,91
2019,0,34306,John Chin,13.16,10,76
2019,0,37189,Harold Varner III,13.08,17,130
2019,0,40026,Daniel Berger,13.04,9,69
2019,0,46435,Austin Cook,13.04,9,69
2019,0,34563,Chesson Hadley,13.01,16,123
2019,0,36689,Brooks Koepka,12.94,11,85
2019,0,35617,Martin Trainer,12.93,15,116
2019,0,35376,Roberto Díaz,12.82,10,78
2019,0,24024,Zach Johnson,12.77,12,94
2019,0,29908,C.T. Pan,12.62,13,103
2019,0,31560,Brian Stuard,12.61,15,119
2019,0,32139,Danny Willett,12.36,11,89
2019,0,47990,Kyle Jones,12.33,9,73
2019,0,32816,Satoshi Kodaira,12.31,8,65
2019,0,34076,Joel Dahmen,12.15,13,107
2019,0,30946,Alex Prugh,11.96,11,92
2019,0,26329,Louis Oosthuizen,11.94,8,67
2019,0,6522,Ernie Els,11.9,5,42
2019,0,32791,K.H. Lee,11.88,12,101
2019,0,19803,Ryan Armour,11.84,9,76
2019,0,32757,Patton Kizzire,11.83,11,93
2019,0,21961,Charles Howell III,11.76,12,102
2019,0,35461,Beau Hossler,11.57,14,121
2019,0,40098,Matt Fitzpatrick,11.54,6,52
2019,0,37454,Whee Kim,11.54,9,78
2019,0,35732,Wes Roach,11.29,7,62
2019,0,33122,Russell Knox,11.24,10,89
2019,0,29223,Sam Saunders,11.24,10,89
2019,0,26499,Rafa Cabrera Bello,11.11,7,63
2019,0,32200,Roberto Castro,10.99,10,91
2019,0,31420,Anirban Lahiri,10.99,10,91
2019,0,30191,Julián Etulain,10.91,12,110
2019,0,36799,Stephan Jaeger,10.81,12,111
2019,0,29974,Branden Grace,10.77,7,65
2019,0,32640,Troy Merritt,10.77,7,65
2019,0,35879,Kelly Kraft,10.61,14,132
2019,0,33410,Andrew Landry,10.53,8,76
2019,0,30911,Tommy Fleetwood,10.45,7,67
2019,0,28259,Sangmoon Bae,10.0,7,70
2019,0,10809,Jim Furyk,10.0,5,50
2019,0,21528,Henrik Stenson,10.0,6,60
2019,0,27556,Ted Potter Jr.,9.91,11,111
