YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
2024,1,0,54783,Dylan Wu,-.250
2024,2,0,34046,Jordan Spieth,-.238
2024,3,0,55182,Tom Kim,-.235
2024,4,0,34563,Chesson Hadley,-.229
2024,5,0,32102,Rickie Fowler,-.208
2024,6,0,29420,Billy Horschel,-.200
2024,6,0,34256,Andrew Putnam,-.200
2024,8,0,28089,Jason Day,-.192
2024,9,0,25493,Nick Taylor,-.190
2024,10,0,26596,Ryan Moore,-.167
2024,11,0,47806,Raul Pereda,-.154
2024,12,0,47679,Victor Perez,-.143
2024,13,0,47504,Sam Burns,-.138
2024,14,0,58168,Davis Thompson,-.125
2024,14,0,27770,Camilo Villegas,-.125
2024,16,0,33448,Justin Thomas,-.120
2024,17,0,54591,Ben Griffin,-.114
2024,17,0,32757,Patton Kizzire,-.114
2024,19,0,52215,Robert MacIntyre,-.111
2024,20,0,40058,Zac Blair,-.107
2024,21,0,27349,Alex Noren,-.105
2024,21,0,40115,Adam Svensson,-.105
2024,23,0,39327,Ben Silverman,-.103
2024,24,0,47995,Davis Riley,-.098
2024,25,0,27064,Jhonattan Vegas,-.097
2024,26,0,31646,Emiliano Grillo,-.095
2024,26,0,34098,Russell Henley,-.095
2024,28,0,47983,Chad Ramey,-.094
2024,29,0,28775,Nate Lashley,-.085
2024,30,0,49771,J.T. Poston,-.080
2024,31,0,60004,Jacob Bridgeman,-.079
2024,32,0,33486,Roger Sloan,-.074
2024,33,0,40162,Justin Lower,-.071
2024,33,0,49947,Taylor Moore,-.071
2024,35,0,32367,Jorge Campillo,-.056
2024,36,0,54576,Patrick Fishburn,-.054
2024,37,0,34587,Chan Kim,-.045
2024,38,0,35461,Beau Hossler,-.042
2024,39,0,35617,Martin Trainer,-.037
2024,40,0,33653,Thomas Detry,-.036
2024,40,0,28252,Seamus Power,-.036
2024,40,0,52666,Sami Valimaki,-.036
2024,43,0,51349,Nico Echavarria,-.032
2024,43,0,57366,Cameron Young,-.032
2024,45,0,55708,Hayden Buckley,-.029
2024,46,0,33408,Tyson Alexander,-.026
2024,46,0,27214,Kevin Streelman,-.026
2024,48,0,54421,Garrick Higgo,-.025
2024,49,0,47347,Adam Schenk,-.024
2024,50,0,51634,Sahith Theegala,-.022
2024,51,0,59095,Chris Gotterup,-.019
2024,52,0,39546,Keith Mitchell,-.018
2024,53,0,22371,Aaron Baddeley,E
2024,53,0,28420,Ryan Brehm,E
2024,53,0,52372,Cameron Champ,E
2024,53,0,34099,Harris English,E
2024,53,0,29535,Brice Garnett,E
2024,53,0,25900,Lucas Glover,E
2024,53,0,35310,Lanto Griffin,E
2024,53,0,24024,Zach Johnson,E
2024,53,0,29478,Kevin Kisner,E
2024,53,0,32640,Troy Merritt,E
2024,53,0,36871,Matt NeSmith,E
2024,53,0,23320,Ryan Palmer,E
2024,53,0,29908,C.T. Pan,E
2024,53,0,37275,Sam Ryder,E
2024,53,0,46340,Alex Smalley,E
2024,53,0,50095,Austin Smotherman,E
2024,53,0,27649,Brandt Snedeker,E
2024,53,0,32333,Kevin Tway,E
2024,71,0,47988,Nick Hardy,+.020
2024,71,0,35506,Mackenzie Hughes,+.020
2024,73,0,36699,Patrick Rodgers,+.022
2024,74,0,34255,Joseph Bramlett,+.023
2024,74,0,50497,Adrien Dumont de Chassart,+.023
2024,74,0,59143,Mac Meissner,+.023
2024,77,0,33948,Byeong Hun An,+.029
2024,77,0,51766,Wyndham Clark,+.029
2024,79,0,24502,Adam Scott,+.033
2024,80,0,32070,Rafael Campos,+.036
2024,80,0,39997,Corey Conners,+.036
2024,80,0,52514,Trace Crowe,+.036
2024,80,0,47420,Jake Knapp,+.036
2024,84,0,27644,Brian Harman,+.037
2024,85,0,48084,Wesley Bryan,+.038
2024,85,0,28237,Rory McIlroy,+.038
2024,85,0,27330,Josh Teater,+.038
2024,88,0,46046,Scottie Scheffler,+.040
2024,89,0,37455,Si Woo Kim,+.042
2024,90,0,45609,Tyler Duncan,+.043
2024,90,0,27936,Martin Laird,+.043
2024,92,0,39977,Max Homa,+.045
2024,92,0,36326,David Lipsky,+.045
2024,94,0,40250,Taylor Pendrith,+.048
2024,95,0,46414,Aaron Rai,+.053
2024,95,0,55893,Sam Stevens,+.053
2024,97,0,52375,Doug Ghim,+.054
2024,97,0,31323,Gary Woodland,+.054
2024,99,0,57975,Harry Hall,+.063
2024,99,0,52453,Nicolai Højgaard,+.063
2024,101,0,59442,Parker Coody,+.065
2024,101,0,51997,Andrew Novak,+.065
2024,103,0,30163,Henrik Norlander,+.067
2024,104,0,56149,Wilson Furr,+.069
2024,104,0,23108,Matt Kuchar,+.069
2024,106,0,45157,Cam Davis,+.071
2024,106,0,29221,Webb Simpson,+.071
2024,108,0,50493,Justin Suh,+.073
2024,109,0,34076,Joel Dahmen,+.074
2024,110,0,36884,Ben Kohles,+.077
2024,111,0,47591,Eric Cole,+.080
2024,111,0,59836,Pierceson Coody,+.080
2024,111,0,30926,Chris Kirk,+.080
2024,114,0,47663,Kevin Dougherty,+.083
2024,114,0,57900,Chandler Phillips,+.083
2024,114,0,46441,Robby Shelton,+.083
2024,117,0,49960,Sepp Straka,+.087
