YEAR,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
2021,0,28114,Dawie van der Walt,5,0
2021,0,48640,Johannes Veerman,5,1
2021,0,52411,Kyle Westmoreland,5,5
2021,0,54328,Norman Xiong,5,1
2021,0,10885,Robert Allenby,4,0
2021,0,59868,Pete Ballo,4,2
2021,0,34374,Erik Barnes,4,2
2021,0,23614,Rich Beem,4,0
2021,0,49117,Isidro Benitez,4,0
2021,0,59652,Sam Bennett,4,2
2021,0,23305,Frank Bensel Jr.,4,0
2021,0,12510,Chad Campbell,4,0
2021,0,28937,George Coetzee,4,4
2021,0,56284,Patrick Cover,4,3
2021,0,6522,Ernie Els,4,0
2021,0,54687,Broc Everett,4,0
2021,0,58166,Abel Gallegos,4,0
2021,0,20433,Mark Hensby,4,1
2021,0,60067,Joe Highsmith,4,0
2021,0,59870,Derek Holmes,4,0
2021,0,54525,Ian Holt,4,0
2021,0,26735,Marty Jertson,4,1
2021,0,54869,Chase Johnson,4,0
2021,0,27899,Rikard Karlberg,4,0
2021,0,50188,S.H. Kim,4,0
2021,0,59871,Greg Koch,4,1
2021,0,47461,Andrew Kozan,4,0
2021,0,25431,Rob Labritz,4,0
2021,0,35930,Deyen Lawson,4,0
2021,0,46930,Jaekyeong Lee,4,3
2021,0,11032,Frank Lickliter II,4,0
2021,0,29772,Michael Lorenzo-Vera,4,0
2021,0,28300,Joost Luiten,4,3
2021,0,51379,John Lyras,4,2
2021,0,31132,Justin McCarraher,4,1
2021,0,27171,Jay McLuen,4,0
2021,0,51616,Lukas Michel,4,2
2021,0,46045,Michael Miller,4,0
2021,0,23814,Edoardo Molinari,4,1
2021,0,23091,Alan Morin,4,3
2021,0,28521,Ryutaro Nagano,4,2
2021,0,35947,John Oda,4,0
2021,0,45924,Brant Peaper,4,1
2021,0,59025,David Perkins,4,0
2021,0,51316,Kenny Pigman,4,0
2021,0,47567,Ben Polland,4,0
2021,0,37076,Marcelo Rozo,4,0
2021,0,46501,Ollie Schniederjans,4,2
2021,0,52576,Sandy Scott,4,4
2021,0,58601,Davis Shore,4,0
2021,0,26490,Michael Sims,4,4
2021,0,46464,Jordan L Smith,4,0
2021,0,58418,Zach Smith,4,4
2021,0,48929,Santiago Tarrio,4,0
2021,0,51860,Brett Walker,4,4
2021,0,54607,Danny Walker,4,0
2021,0,50474,Tim Widing,4,1
2021,0,55537,Connor Worsdall,4,0
2021,0,54783,Dylan Wu,4,1
2021,0,24663,Y.E. Yang,4,0
2021,0,45242,Kevin Yu,4,1
2021,0,51522,Zach Zaback,4,0
2021,0,21633,Steve Allan,3,0
2021,0,46908,Mark Anguiano,3,1
2021,0,34387,Daniel Balin,3,1
2021,0,55410,Shintaro Ban,3,3
2021,0,36637,Luis Fernando Barco,3,0
2021,0,52095,Christoffer Bring,3,0
2021,0,56365,Mario Carmona,3,0
2021,0,36391,Ricardo Celia,3,1
2021,0,19825,Darren Clarke,3,0
2021,0,31111,David Coupland,3,1
2021,0,50527,Jared du Toit,3,0
2021,0,57725,Angus Flanagan,3,0
2021,0,29936,Ryan Fox,3,0
2021,0,12823,Carlos Franco,3,1
2021,0,55413,Luis Gagne,3,3
2021,0,1388,Robert Gamez,3,3
2021,0,51989,Jordan Gumberg,3,0
2021,0,58187,Jordan Hahn,3,3
2021,0,34432,Gavin Hall,3,0
2021,0,12782,Tim Herron,3,0
2021,0,56926,Keenan Huskey,3,0
2021,0,58461,Ben Hutchinson,3,1
2021,0,34643,Michael Johnson,3,2
2021,0,46440,Smylie Kaufman,3,0
2021,0,59942,Brian Keiser,3,2
2021,0,33689,Jinichiro Kozuma,3,0
2021,0,37250,Romain Langasque,3,1
2021,0,39048,Rodrigo Lee,3,0
2021,0,31997,Steve Lewton,3,0
2021,0,37380,Curtis Luck,3,0
2021,0,29675,Dan McCarthy,3,3
2021,0,59143,Mac Meissner,3,0
2021,0,19795,Kelly Mitchum,3,1
2021,0,45569,Marcos Montenegro,3,0
2021,0,58188,James Nicholas,3,0
2021,0,57633,Ollie Osborne,3,1
2021,0,34575,Adrian Otaegui,3,0
2021,0,20572,Rod Pampling,3,0
2021,0,37157,Renato Paratore,3,1
2021,0,54916,Rhadames Pena,3,3
2021,0,34709,Eddie Pepperell,3,3
2021,0,55939,Nicholas Poppleton,3,2
2021,0,32508,Chad Proehl,3,0
2021,0,59874,Patrick Rada,3,1
2021,0,58594,Spencer Ralston,3,1
2021,0,51962,Kyle Ramey,3,2
2021,0,34087,Carlos Sainz Jr,3,0
2021,0,33568,Kalle Samooja,3,0
2021,0,55670,Alex Schaake,3,0
2021,0,30683,Cory Schneider,3,0
2021,0,59020,Luke Schniederjans,3,0
2021,0,59548,Matt Sharpstene,3,3
2021,0,35174,Matthew Southgate,3,1
2021,0,50484,Hayden Springer,3,0
2021,0,60730,Matt Vick,3,0
2021,0,55751,Michael Visacki,3,0
2021,0,31113,Paul Waring,3,1
2021,0,57366,Cameron Young,3,0
2021,0,52513,Carson Young,3,2
2021,0,36698,Andy Zhang,3,0
2021,0,55411,Jacob Bergeron,2,1
2021,0,59440,Ricky Castillo,2,0
2021,0,59442,Parker Coody,2,0
2021,0,50488,Chris Crawford,2,0
2021,0,39412,Zack Fischer,2,0
2021,0,51830,Taylor Funk,2,2
2021,0,49934,Patrick Grimes,2,1
2021,0,23063,Scott Hend,2,0
2021,0,58952,Kyle Hogan,2,0
2021,0,27980,In-hoi Hur,2,0
2021,0,59554,Evan Kawai,2,2
2021,0,31558,J.J. Killeen,2,0
2021,0,58696,Peter Kuest,2,0
2021,0,31109,Richard Lee,2,0
2021,0,28757,Aaron Pike,2,0
2021,0,59395,Eduard Rousaud,2,0
2021,0,48102,Carson Schaake,2,0
2021,0,8375,Paul Stankowski,2,0
2021,0,60167,Andrew Stephens,2,1
2021,0,58192,Daniel Wetterich,2,1
2021,0,27114,Ben Willman,2,0
2021,0,56734,Matt Wilson,2,2
2021,0,39262,Alvaro Ortiz,1,0
2021,0,24964,Ryan Vermeer,1,0
2020,0,19803,Ryan Armour,37,0
2020,0,26476,Chez Reavie,37,3
2020,0,23108,Matt Kuchar,33,2
2020,0,30927,Brendon Todd,33,1
2020,0,36871,Matthew NeSmith,32,1
2020,0,10809,Jim Furyk,30,1
2020,0,29478,Kevin Kisner,29,0
2020,0,31560,Brian Stuard,29,3
2020,0,35449,Adam Long,27,2
2020,0,26596,Ryan Moore,25,0
2020,0,50525,Collin Morikawa,25,1
2020,0,26758,David Hearn,24,3
2020,0,39977,Max Homa,23,0
2020,0,37189,Harold Varner III,23,1
2020,0,35658,Kris Ventura,23,0
2020,0,24357,K.J. Choi,22,0
2020,0,31557,Jim Herman,22,2
2020,0,46441,Robby Shelton,22,0
2020,0,35891,Cameron Smith,22,0
2020,0,32254,Xinjun Zhang,22,2
2020,0,33404,Chris Baker,21,3
2020,0,29479,Scott Brown,21,1
2020,0,25900,Lucas Glover,21,2
2020,0,49766,Hank Lebioda,21,1
2020,0,33597,Harry Higgs,20,2
2020,0,46717,Viktor Hovland,20,0
2020,0,27129,Luke List,20,0
2020,0,47993,Denny McCarthy,20,4
2020,0,24138,Ian Poulter,20,11
2020,0,53165,Doc Redman,20,0
2020,0,30110,Kyle Stanley,20,0
2020,0,27214,Kevin Streelman,20,2
2020,0,23788,D.J. Trahan,20,0
2020,0,40026,Daniel Berger,19,1
2020,0,35310,Lanto Griffin,19,2
2020,0,31646,Emiliano Grillo,19,3
2020,0,49298,Kramer Hickok,19,6
2020,0,29420,Billy Horschel,19,3
2020,0,47238,Jazz Janewattananond,19,1
2020,0,32816,Satoshi Kodaira,19,0
2020,0,25349,Tim Wilkinson,19,0
2020,0,27933,John Merrick,18,4
2020,0,48822,Sebastián Muñoz,18,6
2020,0,25396,Kevin Na,18,3
2020,0,22056,Cameron Percy,18,3
2020,0,24361,Pat Perez,18,1
2020,0,49771,J.T. Poston,18,0
2020,0,39953,Chase Seiffert,18,0
2020,0,25493,Nick Taylor,18,0
2020,0,23325,Vaughn Taylor,18,4
2020,0,26951,Johnson Wagner,18,0
2020,0,34076,Joel Dahmen,17,1
2020,0,33399,Adam Hadwin,17,0
2020,0,28775,Nate Lashley,17,1
2020,0,22405,Justin Rose,17,2
2020,0,6527,Steve Stricker,17,1
2020,0,25804,Bubba Watson,17,2
2020,0,31323,Gary Woodland,17,2
2020,0,26499,Rafa Cabrera Bello,16,0
2020,0,45157,Cam Davis,16,3
2020,0,8931,Glen Day,16,1
2020,0,45609,Tyler Duncan,16,2
2020,0,34098,Russell Henley,16,0
2020,0,21961,Charles Howell III,16,0
2020,0,39971,Sungjae Im,16,8
2020,0,8075,Jerry Kelly,16,15
2020,0,33122,Russell Knox,16,1
2020,0,32791,K.H. Lee,16,0
2020,0,25572,Graeme McDowell,16,2
2020,0,30163,Henrik Norlander,16,0
2020,0,27556,Ted Potter Jr.,16,8
2020,0,34256,Andrew Putnam,16,1
2020,0,34360,Patrick Reed,16,1
2020,0,23621,Rory Sabbatini,16,0
2020,0,47347,Adam Schenk,16,3
2020,0,27330,Josh Teater,16,0
2020,0,56278,Matthew Wolff,16,2
2020,0,21407,Arjun Atwal,15,0
2020,0,29268,Bronson Burgoon,15,0
2020,0,51766,Wyndham Clark,15,1
2020,0,23541,Ben Crane,15,3
2020,0,37273,Derek Ernst,15,1
2020,0,30911,Tommy Fleetwood,15,5
2020,0,48045,Michael Gellerman,15,0
2020,0,52375,Doug Ghim,15,0
2020,0,27644,Brian Harman,15,0
2020,0,30925,Dustin Johnson,15,2
2020,0,39975,Michael Kim,15,0
2020,0,1677,Tom Lehman,15,1
2020,0,32640,Troy Merritt,15,9
2020,0,33131,Kyongjun Moon,15,2
2020,0,35947,John Oda,15,15
2020,0,27942,Rob Oppenheim,15,0
2020,0,25818,Scott Piercy,15,2
2020,0,22371,Aaron Baddeley,14,0
2020,0,56003,Yongjun Bae,14,2
2020,0,45522,Christiaan Bezuidenhout,14,0
2020,0,48084,Wesley Bryan,14,6
2020,0,35450,Patrick Cantlay,14,0
2020,0,32200,Roberto Castro,14,0
2020,0,39997,Corey Conners,14,3
2020,0,28089,Jason Day,14,1
2020,0,29970,Dylan Frittelli,14,6
2020,0,34563,Chesson Hadley,14,2
2020,0,23353,J.J. Henry,14,1
2020,0,33490,Bo Hoag,14,2
2020,0,35461,Beau Hossler,14,2
2020,0,37455,Si Woo Kim,14,1
2020,0,30926,Chris Kirk,14,2
2020,0,27936,Martin Laird,14,0
2020,0,33410,Andrew Landry,14,0
2020,0,45486,Joaquin Niemann,14,0
2020,0,23320,Ryan Palmer,14,0
2020,0,37275,Sam Ryder,14,0
2020,0,29221,Webb Simpson,14,0
2020,0,21528,Henrik Stenson,14,6
2020,0,23623,Bo Van Pelt,14,3
2020,0,26289,Boo Weekley,14,1
2020,0,33948,Byeong Hun An,13,0
2020,0,45526,Abraham Ancer,13,3
2020,0,33120,Mark Anderson,13,0
2020,0,40058,Zac Blair,13,0
2020,0,24925,Jonathan Byrd,13,2
2020,0,12510,Chad Campbell,13,1
2020,0,25364,Paul Casey,13,1
2020,0,34021,Bud Cauley,13,3
2020,0,20472,Alex Cejka,13,1
2020,0,20593,Greg Chalmers,13,0
2020,0,52372,Cameron Champ,13,3
2020,0,46154,Yi Keun Chang,13,3
2020,0,32366,Kevin Chappell,13,1
2020,0,20229,Stewart Cink,13,2
2020,0,46435,Austin Cook,13,6
2020,0,47959,Bryson DeChambeau,13,0
2020,0,25686,Jason Dufner,13,0
2020,0,32102,Rickie Fowler,13,3
2020,0,29535,Brice Garnett,13,6
2020,0,35532,Tom Hoge,13,0
2020,0,36801,Mark Hubbard,13,2
2020,0,27974,Sung Kang,13,0
2020,0,31420,Anirban Lahiri,13,3
2020,0,29926,Danny Lee,13,0
2020,0,49481,Tae Hee Lee,13,0
2020,0,33204,Shane Lowry,13,3
2020,0,46442,Maverick McNealy,13,0
2020,0,24140,Sean O'Hair,13,2
2020,0,32797,Sanghyun Park,13,0
2020,0,48081,Xander Schauffele,13,0
2020,0,34046,Jordan Spieth,13,0
2020,0,33418,Shawn Stefani,13,0
2020,0,49960,Sepp Straka,13,0
2020,0,51634,Sahith Theegala,13,0
2020,0,32150,Michael Thompson,13,2
2020,0,40006,Erik van Rooyen,13,1
2020,0,30978,Kiradech Aphibarnrat,12,0
2020,0,33141,Keegan Bradley,12,5
2020,0,32070,Rafael Campos,12,0
2020,0,34099,Harris English,12,0
2020,0,19846,Brian Gay,12,0
2020,0,28679,Fabián Gómez,12,7
2020,0,46402,Talor Gooch,12,0
2020,0,24924,Bill Haas,12,5
2020,0,27554,Scott Harrington,12,2
2020,0,12782,Tim Herron,12,1
2020,0,32757,Patton Kizzire,12,2
2020,0,30944,Jason Kokrak,12,1
2020,0,28670,Wonjoon Lee,12,2
2020,0,34409,David Lingmerth,12,1
2020,0,24781,Hunter Mahan,12,3
2020,0,33413,Ben Martin,12,1
2020,0,40042,Tyler McCumber,12,0
2020,0,54596,Cole Miller,12,1
2020,0,27349,Alex Noren,12,2
2020,0,33667,Carlos Ortiz,12,0
2020,0,47995,Davis Riley,12,3
2020,0,35732,Wes Roach,12,1
2020,0,56781,Isaiah Salinda,12,2
2020,0,46046,Scottie Scheffler,12,0
2020,0,39328,Conrad Shindler,12,3
2020,0,26679,Kevin Stadler,12,1
2020,0,34431,Robert Streb,12,0
2020,0,27963,Chris Stroud,12,0
2020,0,33448,Justin Thomas,12,1
2020,0,35617,Martin Trainer,12,0
2020,0,20396,Lee Westwood,12,1
2020,0,24846,Ricky Barnes,11,1
2020,0,52633,Alex Beach,11,0
2020,0,34314,Sebastian Cappelen,11,0
2020,0,32982,Vince Covello,11,0
2020,0,36299,Edward Figueroa,11,0
2020,0,40098,Matt Fitzpatrick,11,0
2020,0,56762,Will Gordon,11,0
2020,0,46550,Brandon Hagy,11,0
2020,0,35506,Mackenzie Hughes,11,0
2020,0,34174,John Huh,11,1
2020,0,48117,Kurt Kitayama,11,3
2020,0,30008,Jbe' Kruger,11,3
2020,0,34466,Peter Malnati,11,5
2020,0,32839,Hideki Matsuyama,11,0
2020,0,28237,Rory McIlroy,11,0
2020,0,1810,Phil Mickelson,11,0
2020,0,51997,Andrew Novak,11,1
2020,0,46970,Jon Rahm,11,1
2020,0,29476,Kyle Reifers,11,1
2020,0,36699,Patrick Rodgers,11,0
2020,0,6567,Vijay Singh,11,1
2020,0,27649,Brandt Snedeker,11,0
2020,0,39324,J.J. Spaun,11,3
2020,0,24459,Richard Sterne,11,0
2020,0,33449,Zack Sucher,11,0
2020,0,48119,Ben Taylor,11,2
2020,0,57883,Jack Trent,11,0
2020,0,33419,Cameron Tringale,11,7
2020,0,32333,Kevin Tway,11,0
2020,0,27064,Jhonattan Vegas,11,0
2020,0,27095,Nick Watney,11,5
2020,0,47128,Richy Werenski,11,0
2020,0,51894,Vince Whaley,11,1
2020,0,49964,Aaron Wise,11,0
2020,0,24507,Jason Bohn,10,0
2020,0,28420,Ryan Brehm,10,4
2020,0,27436,Graham DeLaet,10,0
2020,0,30191,Julián Etulain,10,3
2020,0,21209,Sergio Garcia,10,2
2020,0,34363,Tyrrell Hatton,10,0
2020,0,12716,Charley Hoffman,10,3
2020,0,34656,Mikumu Horikawa,10,7
2020,0,24024,Zach Johnson,10,7
2020,0,26300,Matt Jones,10,1
2020,0,1666,Bernhard Langer,10,1
2020,0,35230,Nelson Ledesma,10,1
2020,0,34168,Soomin Lee,10,0
2020,0,35296,Haotong Li,10,0
2020,0,37447,Zander Lombard,10,2
2020,0,29772,Michael Lorenzo-Vera,10,0
2020,0,1706,Davis Love III,10,1
2020,0,24490,George McNeill,10,1
2020,0,39546,Keith Mitchell,10,2
2020,0,29908,C.T. Pan,10,2
2020,0,34610,Matthias Schwab,10,0
2020,0,20645,John Senden,10,3
2020,0,33486,Roger Sloan,10,0
2020,0,29518,Brendan Steele,10,3
2020,0,58168,Davis Thompson,10,2
2020,0,31113,Paul Waring,10,0
2020,0,33870,Ashun Wu,10,0
2020,0,23614,Rich Beem,9,2
2020,0,27958,Ryan Blaum,9,1
2020,0,40009,Dominic Bozzelli,9,0
2020,0,34255,Joseph Bramlett,9,1
2020,0,47504,Sam Burns,9,5
2020,0,57492,Eugenio Chacarra,9,2
2020,0,9011,David Duval,9,0
2020,0,28307,Matt Every,9,1
2020,0,29725,Tony Finau,9,0
2020,0,32662,Michael Gligic,9,1
2020,0,32448,James Hahn,9,0
2020,0,57975,Harry Hall,9,0
2020,0,46724,Jeongwoo Ham,9,0
2020,0,30812,Benjamin Hebert,9,2
2020,0,47056,Rikuya Hoshino,9,0
2020,0,30711,Colt Knost,9,2
2020,0,35104,Tom Lewis,9,0
2020,0,24449,Parker McLachlin,9,9
2020,0,24077,Matthew Millar,9,1
2020,0,34213,Grayson Murray,9,1
2020,0,26329,Louis Oosthuizen,9,0
2020,0,31559,Garrett Osborn,9,1
2020,0,25863,Rod Perry,9,1
2020,0,25240,D.A. Points,9,2
2020,0,28252,Seamus Power,9,0
2020,0,26331,Charl Schwartzel,9,0
2020,0,30692,Scott Stallings,9,0
2020,0,50493,Justin Suh,9,3
2020,0,34264,Hudson Swafford,9,0
2020,0,48887,Matt Wallace,9,0
2020,0,12794,Tim Weinhart,9,1
2020,0,29454,Bernd Wiesberger,9,1
2020,0,57711,Mason Williams,9,2
2020,0,8793,Tiger Woods,9,1
2020,0,52374,Brandon Wu,9,0
2020,0,31395,Yosuke Asaji,8,5
2020,0,28259,Sangmoon Bae,8,1
2020,0,33803,Lucas Bjerregaard,8,0
2020,0,24358,Robert Garrigus,8,3
2020,0,32618,Rhein Gibson,8,1
2020,0,29974,Branden Grace,8,0
2020,0,20766,Padraig Harrington,8,0
2020,0,55707,Calum Hill,8,0
2020,0,32815,Masahiro Kawamura,8,0
2020,0,36689,Brooks Koepka,8,1
2020,0,49773,Chase Koepka,8,3
2020,0,35834,Hyungjoon Lee,8,0
2020,0,26851,Marc Leishman,8,0
2020,0,28300,Joost Luiten,8,1
2020,0,39262,Alvaro Ortiz,8,0
2020,0,31016,Tomoharu Otsuki,8,3
2020,0,57900,Chandler Phillips,8,0
2020,0,24502,Adam Scott,8,0
2020,0,29484,Peter Uihlein,8,0
2020,0,25632,Jimmy Walker,8,3
2020,0,32139,Danny Willett,8,2
2020,0,21878,Mark Wilson,8,0
2020,0,56630,Akshay Bhatia,7,2
2020,0,54530,Henry Chung,7,3
2020,0,54587,Justin Doeden,7,7
2020,0,23983,Luke Donald,7,2
2020,0,35133,Bryce Easton,7,0
2020,0,30750,Tommy Gainey,7,0
2020,0,23063,Scott Hend,7,2
2020,0,39058,Lucas Herbert,7,2
2020,0,33461,Morgan Hoffmann,7,0
2020,0,27141,J.B. Holmes,7,1
2020,0,34554,Jung-gon Hwang,7,2
2020,0,30852,Ryo Ishikawa,7,0
2020,0,21731,Freddie Jacobson,7,0
2020,0,37454,Whee Kim,7,5
2020,0,56488,Jake Kneen,7,0
2020,0,39004,Dru Love,7,2
2020,0,55421,Chip McDaniel,7,0
2020,0,31202,William McGirt,7,0
2020,0,25198,Francesco Molinari,7,1
2020,0,29289,S.Y. Noh,7,2
2020,0,57944,Andy Ogletree,7,0
2020,0,40101,Brinson Paolini,7,2
2020,0,6731,Jeff Roth,7,2
2020,0,29223,Sam Saunders,7,7
2020,0,30005,Neil Schietekat,7,2
2020,0,51890,Greyson Sigg,7,3
2020,0,10423,Mike Weir,7,2
2020,0,55454,Carl Yuan,7,3
2020,0,56741,Braden Bailey,6,0
2020,0,22764,Michael Block,6,1
2020,0,32367,Jorge Campillo,6,0
2020,0,20850,Daniel Chopra,6,0
2020,0,11123,Chris Couch,6,0
2020,0,39067,MJ Daffue,6,1
2020,0,23638,Brendon de Jonge,6,0
2020,0,54655,Patrick Flavin,6,0
2020,0,12823,Carlos Franco,6,0
2020,0,1378,David Frost,6,0
2020,0,25052,Derek Gillespie,6,0
2020,0,27324,Seungsu Han,6,0
2020,0,26735,Marty Jertson,6,1
2020,0,46404,Marcus Kinhult,6,1
2020,0,33689,Jinichiro Kozuma,6,0
2020,0,58696,Peter Kuest,6,0
2020,0,29670,Pablo Larrazabal,6,0
2020,0,29461,Jamie Lovemark,6,4
2020,0,10585,Scott McCarron,6,0
2020,0,47737,Logan McCracken,6,0
2020,0,27171,Jay McLuen,6,0
2020,0,45798,Zach Murray,6,2
2020,0,58188,James Nicholas,6,0
2020,0,26328,Shaun Norris,6,1
2020,0,47679,Victor Perez,6,2
2020,0,56674,Michael Perras,6,0
2020,0,21959,Ted Purdy,6,1
2020,0,58594,Spencer Ralston,6,6
2020,0,22913,John Rollins,6,0
2020,0,45582,Jared Sawada,6,3
2020,0,8375,Paul Stankowski,6,0
2020,0,37249,Ryuko Tokimatsu,6,0
2020,0,54783,Dylan Wu,6,3
2020,0,21633,Steve Allan,5,4
2020,0,10885,Robert Allenby,5,0
2020,0,23048,Eric Axley,5,0
2020,0,39831,Bobby Bai,5,2
2020,0,47986,Rich Berberian Jr.,5,0
2020,0,7003,David Berganio Jr.,5,0
2020,0,55411,Jacob Bergeron,5,2
2020,0,56848,Justin Bertsch,5,0
2020,0,6214,Guy Boros,5,1
2020,0,55708,Hayden Buckley,5,1
2020,0,23656,Jason Caron,5,1
2020,0,54926,George Cunningham,5,0
2020,0,1249,John Daly,5,0
2020,0,21753,Brian Davis,5,2
2020,0,58380,Scott de Borba,5,1
2020,0,35376,Roberto Díaz,5,0
2020,0,37338,Zecheng Dou,5,5
2020,0,32582,Eric Dugas,5,0
2020,0,6522,Ernie Els,5,1
2020,0,1381,Fred Funk,5,0
2020,0,46823,Jeremy Gandon,5,0
2020,0,34185,Domenico Geminiani,5,0
2020,0,28938,Justin Harding,5,3
2020,0,1487,Jeff Hart,5,0
2020,0,46673,Tomoyo Ikemura,5,0
2020,0,20094,Jonathan Kaye,5,5
2020,0,34587,Chan Kim,5,0
2020,0,55182,Tom Kim,5,1
2020,0,37250,Romain Langasque,5,0
2020,0,24748,WC Liang,5,0
2020,0,35300,Andrew Loupe,5,0
2020,0,52215,Robert MacIntyre,5,1
2020,0,56726,Patrick Martin,5,4
2020,0,39185,Jake McLeod,5,2
2020,0,35890,Byron Meth,5,0
2020,0,6515,Shaun Micheel,5,5
2020,0,26799,Toru Nakajima,5,0
2020,0,51635,Chris Nido,5,2
2020,0,31672,Daniel Nisbet,5,0
2020,0,34702,Edward Olson,5,0
2020,0,54309,Tyler Ota,5,3
2020,0,20572,Rod Pampling,5,0
2020,0,47127,David Pastore,5,0
2020,0,7755,Dwayne Pearman,5,2
2020,0,25345,Carl Pettersson,5,0
2020,0,32058,José de Jesús Rodríguez,5,0
2020,0,31569,Jason Scrivener,5,0
2020,0,54759,Jake Shuman,5,5
2020,0,39327,Ben Silverman,5,2
2020,0,46340,Alex Smalley,5,1
2020,0,51600,Jimmy Stanger,5,0
2020,0,8385,Omar Uresti,5,1
2020,0,28114,Dawie van der Walt,5,0
2020,0,24964,Ryan Vermeer,5,3
2020,0,36698,Andy Zhang,5,1
2020,0,47125,Matt Atkins,4,3
2020,0,59320,Mike Auterson,4,0
2020,0,32334,Charlie Beljan,4,2
2020,0,39437,Aaron Crawford,4,2
2020,0,58121,Jarryd Dillas,4,1
2020,0,29936,Ryan Fox,4,1
2020,0,1388,Robert Gamez,4,0
2020,0,23979,Judd Gibb,4,2
2020,0,47987,Cole Hammer,4,0
2020,0,35778,Kazuki Higa,4,1
2020,0,51696,Rico Hoey,4,1
2020,0,47336,Michael Hopper,4,1
2020,0,32775,Shugo Imahira,4,1
2020,0,36799,Stephan Jaeger,4,3
2020,0,46440,Smylie Kaufman,4,2
2020,0,27408,Martin Kaymer,4,0
2020,0,46601,Trey Mullinax,4,0
2020,0,56320,Bryson Nimmer,4,2
2020,0,30756,Andrea Pavan,4,0
2020,0,7749,Brett Quigley,4,1
2020,0,54303,Charlie Reiter,4,0
2020,0,25562,Andres Romero,4,0
2020,0,33173,Efren Serna Jr.,4,0
2020,0,22294,Brian Smock,4,0
2020,0,50484,Hayden Springer,4,3
2020,0,25834,Daniel Summerhays,4,0
2020,0,58191,Donnie Trosper,4,0
2020,0,35469,Sebastián Vázquez,4,0
2020,0,58192,Daniel Wetterich,4,0
2020,0,58407,Sean Yu,4,0
2020,0,49746,Daniel Augustus,3,1
2020,0,34387,Daniel Balin,3,0
2020,0,55410,Shintaro Ban,3,0
2020,0,37064,Joe Boros,3,0
2020,0,1139,Olin Browne,3,1
2020,0,1200,Keith Clearwater,3,3
2020,0,54334,Ben Cook,3,3
2020,0,32800,Franklin Corpening,3,0
2020,0,1226,Fred Couples,3,0
2020,0,54576,Patrick Fishburn,3,0
2020,0,57725,Angus Flanagan,3,1
2020,0,55371,Parker Gillam,3,0
2020,0,29222,Billy Hurley III,3,1
2020,0,29747,Zach Johnson,3,1
2020,0,25431,Rob Labritz,3,2
2020,0,11032,Frank Lickliter II,3,0
2020,0,51441,KK Limbhasut,3,0
2020,0,24912,Will MacKenzie,3,0
2020,0,51491,Brandon Matthews,3,1
2020,0,52341,Andrew McCain,3,0
2020,0,8339,Spike McRoy,3,0
2020,0,8535,Gary Nicklaus,3,0
2020,0,30826,John O'Leary,3,3
2020,0,54636,Tony Romo,3,0
2020,0,37410,Hiram Silfa,3,2
2020,0,26490,Michael Sims,3,1
2020,0,22293,Heath Slocum,3,0
2020,0,28103,Stuart Smith,3,0
2020,0,46405,Sebastian Soderberg,3,0
2020,0,26757,Greg Sonnier,3,0
2020,0,40115,Adam Svensson,3,0
2020,0,6693,Ken Tanigawa,3,1
2020,0,52144,Braden Thornberry,3,1
2020,0,27770,Camilo Villegas,3,1
2020,0,52411,Kyle Westmoreland,3,1
2020,0,45242,Kevin Yu,3,1
2020,0,12652,Cameron Beckman,2,1
2020,0,51830,Taylor Funk,2,0
2020,0,29720,Andres Gonzales,2,0
2020,0,51833,Davey Jude,2,0
2020,0,31005,Alex Knoll,2,1
2020,0,58122,Kenny Leseur,2,0
2020,0,40189,David Muttitt,2,1
2020,0,46501,Ollie Schniederjans,2,2
2020,0,12309,Bob Sowards,2,1
2020,0,33624,Shawn Warren,2,0
2019,0,19803,Ryan Armour,53,12
2019,0,27936,Martin Laird,40,1
2019,0,29535,Brice Garnett,34,3
2019,0,39113,Shubhankar Sharma,33,0
2019,0,45609,Tyler Duncan,32,1
2019,0,34031,Dong Seop Maeng,32,4
2019,0,32839,Hideki Matsuyama,32,1
2019,0,30110,Kyle Stanley,32,2
2019,0,23325,Vaughn Taylor,32,0
2019,0,34076,Joel Dahmen,30,2
2019,0,10809,Jim Furyk,30,1
2019,0,23320,Ryan Palmer,29,0
2019,0,40098,Matt Fitzpatrick,28,2
2019,0,32797,Sanghyun Park,28,0
2019,0,25818,Scott Piercy,28,2
2019,0,33122,Russell Knox,27,0
2019,0,49481,Tae Hee Lee,27,1
2019,0,37455,Si Woo Kim,26,2
2019,0,32816,Satoshi Kodaira,26,3
2019,0,28775,Nate Lashley,26,4
2019,0,49771,J.T. Poston,26,0
2019,0,35891,Cameron Smith,26,1
2019,0,24924,Bill Haas,25,0
2019,0,23353,J.J. Henry,25,1
2019,0,27214,Kevin Streelman,25,9
2019,0,27895,Jonas Blixt,24,3
2019,0,32448,James Hahn,24,0
2019,0,35461,Beau Hossler,24,0
2019,0,29478,Kevin Kisner,24,0
2019,0,33448,Justin Thomas,24,0
2019,0,26951,Johnson Wagner,24,0
2019,0,49964,Aaron Wise,24,1
2019,0,45734,John Catlin,23,3
2019,0,27644,Brian Harman,23,6
2019,0,35879,Kelly Kraft,23,0
2019,0,34261,Scott Langley,23,4
2019,0,34409,David Lingmerth,23,3
2019,0,1706,Davis Love III,23,2
2019,0,27556,Ted Potter Jr.,23,1
