YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2021,0,27649,Brandt Snedeker,4.03,706,175
2021,0,27330,Josh Teater,4.03,472,117
2021,0,47128,Richy Werenski,4.03,560,139
2021,0,33120,Mark Anderson,4.04,561,139
2021,0,34099,Harris English,4.04,740,183
2021,0,56762,Will Gordon,4.04,787,195
2021,0,39977,Max Homa,4.04,667,165
2021,0,34174,John Huh,4.04,638,158
2021,0,23108,Matt Kuchar,4.04,659,163
2021,0,35449,Adam Long,4.04,634,157
2021,0,50525,Collin Morikawa,4.04,675,167
2021,0,46046,Scottie Scheffler,4.04,824,204
2021,0,33486,Roger Sloan,4.04,618,153
2021,0,23788,D.J. Trahan,4.04,643,159
2021,0,29974,Branden Grace,4.05,741,183
2021,0,35310,Lanto Griffin,4.05,304,75
2021,0,31557,Jim Herman,4.05,356,88
2021,0,24024,Zach Johnson,4.05,708,175
2021,0,35230,Nelson Ledesma,4.05,296,73
2021,0,33204,Shane Lowry,4.05,607,150
2021,0,29908,C.T. Pan,4.05,742,183
2021,0,24138,Ian Poulter,4.05,482,119
2021,0,30927,Brendon Todd,4.05,628,155
2021,0,40006,Erik van Rooyen,4.05,648,160
2021,0,48887,Matt Wallace,4.05,340,84
2021,0,31323,Gary Woodland,4.05,765,189
2021,0,26499,Rafa Cabrera Bello,4.06,515,127
2021,0,52372,Cameron Champ,4.06,719,177
2021,0,48045,Michael Gellerman,4.06,552,136
2021,0,32618,Rhein Gibson,4.06,516,127
2021,0,26758,David Hearn,4.06,508,125
2021,0,33597,Harry Higgs,4.06,901,222
2021,0,37455,Si Woo Kim,4.06,983,242
2021,0,26851,Marc Leishman,4.06,601,148
2021,0,33413,Ben Martin,4.06,260,64
2021,0,47993,Denny McCarthy,4.06,829,204
2021,0,27556,Ted Potter Jr.,4.06,256,63
2021,0,48119,Ben Taylor,4.06,333,82
2021,0,35658,Kris Ventura,4.06,597,147
2021,0,25632,Jimmy Walker,4.06,730,180
2021,0,24357,K.J. Choi,4.07,472,116
2021,0,24924,Bill Haas,4.07,391,96
2021,0,24502,Adam Scott,4.07,801,197
2021,0,30692,Scott Stallings,4.07,484,119
2021,0,29479,Scott Brown,4.08,739,181
2021,0,45609,Tyler Duncan,4.08,706,173
2021,0,30911,Tommy Fleetwood,4.08,526,129
2021,0,33410,Andrew Landry,4.08,469,115
2021,0,27349,Alex Noren,4.08,461,113
2021,0,23623,Bo Van Pelt,4.08,535,131
2021,0,33141,Keegan Bradley,4.09,523,128
2021,0,32070,Rafael Campos,4.09,609,149
2021,0,51766,Wyndham Clark,4.09,658,161
2021,0,32102,Rickie Fowler,4.09,1076,263
2021,0,29970,Dylan Frittelli,4.09,577,141
2021,0,35532,Tom Hoge,4.09,756,185
2021,0,35461,Beau Hossler,4.09,814,199
2021,0,35506,Mackenzie Hughes,4.09,577,141
2021,0,1810,Phil Mickelson,4.09,728,178
2021,0,36699,Patrick Rodgers,4.09,765,187
2021,0,22405,Justin Rose,4.09,650,159
2021,0,35891,Cameron Smith,4.09,479,117
2021,0,25493,Nick Taylor,4.09,719,176
2021,0,32139,Danny Willett,4.09,274,67
2021,0,49964,Aaron Wise,4.09,679,166
2021,0,32254,Xinjun Zhang,4.09,805,197
2021,0,34255,Joseph Bramlett,4.1,799,195
2021,0,28420,Ryan Brehm,4.1,521,127
2021,0,24361,Pat Perez,4.1,787,192
2021,0,37275,Sam Ryder,4.1,795,194
2021,0,26331,Charl Schwartzel,4.1,632,154
2021,0,39324,J.J. Spaun,4.1,439,107
2021,0,29518,Brendan Steele,4.1,730,178
2021,0,27095,Nick Watney,4.1,480,117
2021,0,33399,Adam Hadwin,4.11,444,108
2021,0,46550,Brandon Hagy,4.11,756,184
2021,0,29926,Danny Lee,4.11,571,139
2021,0,34466,Peter Malnati,4.11,703,171
2021,0,24140,Sean O'Hair,4.11,526,128
2021,0,25818,Scott Piercy,4.11,662,161
2021,0,34431,Robert Streb,4.11,539,131
2021,0,34264,Hudson Swafford,4.11,609,148
2021,0,23983,Luke Donald,4.12,391,95
2021,0,49766,Hank Lebioda,4.12,527,128
