YEAR,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
2024,0,54783,Dylan Wu,29,37
2024,0,50497,Adrien Dumont de Chassart,28,31
2024,0,34099,Harris English,28,32
2024,0,52375,Doug Ghim,28,32
2024,0,39977,Max Homa,28,34
2024,0,32757,Patton Kizzire,28,32
2024,0,32791,K.H. Lee,28,35
2024,0,46441,Robby Shelton,28,34
2024,0,30927,Brendon Todd,28,41
2024,0,40006,Erik van Rooyen,28,34
2024,0,48319,Tom Whitney,28,38
2024,0,55454,Carl Yuan,28,39
2024,0,51349,Nico Echavarria,27,34
2024,0,57362,Austin Eckroat,27,28
2024,0,56149,Wilson Furr,27,33
2024,0,33399,Adam Hadwin,27,30
2024,0,29420,Billy Horschel,27,30
2024,0,46414,Aaron Rai,27,29
2024,0,27064,Jhonattan Vegas,27,33
2024,0,47591,Eric Cole,26,32
2024,0,59866,Nick Dunlap,26,34
2024,0,29725,Tony Finau,26,33
2024,0,32102,Rickie Fowler,26,32
2024,0,29535,Brice Garnett,26,30
2024,0,12716,Charley Hoffman,26,32
2024,0,39971,Sungjae Im,26,34
2024,0,28775,Nate Lashley,26,36
2024,0,46442,Maverick McNealy,26,29
2024,0,33408,Tyson Alexander,25,31
2024,0,39997,Corey Conners,25,35
2024,0,47663,Kevin Dougherty,25,32
2024,0,54576,Patrick Fishburn,25,27
2024,0,60067,Joe Highsmith,25,32
2024,0,35532,Tom Hoge,25,34
2024,0,52453,Nicolai Højgaard,25,26
2024,0,35461,Beau Hossler,25,31
2024,0,36799,Stephan Jaeger,25,31
2024,0,32839,Hideki Matsuyama,25,31
2024,0,50484,Hayden Springer,25,34
2024,0,27330,Josh Teater,25,31
2024,0,52955,Ludvig Åberg,24,29
2024,0,33948,Byeong Hun An,24,33
2024,0,33141,Keegan Bradley,24,27
2024,0,40098,Matt Fitzpatrick,24,27
2024,0,29936,Ryan Fox,24,31
2024,0,30926,Chris Kirk,24,31
2024,0,29478,Kevin Kisner,24,34
2024,0,32640,Troy Merritt,24,29
2024,0,27349,Alex Noren,24,25
2024,0,40250,Taylor Pendrith,24,28
2024,0,49771,J.T. Poston,24,30
2024,0,52666,Sami Valimaki,24,29
2024,0,40026,Daniel Berger,23,27
2024,0,56630,Akshay Bhatia,23,26
2024,0,60004,Jacob Bridgeman,23,27
2024,0,45157,Cam Davis,23,31
2024,0,55182,Tom Kim,23,31
2024,0,57900,Chandler Phillips,23,33
2024,0,39327,Ben Silverman,23,26
2024,0,46340,Alex Smalley,23,33
2024,0,39324,J.J. Spaun,23,28
2024,0,35617,Martin Trainer,23,25
2024,0,27770,Camilo Villegas,23,29
2024,0,28420,Ryan Brehm,22,29
2024,0,30911,Tommy Fleetwood,22,24
2024,0,57975,Harry Hall,22,27
2024,0,35506,Mackenzie Hughes,22,22
2024,0,33204,Shane Lowry,22,26
2024,0,46113,Ryan McCormick,22,27
2024,0,32367,Jorge Campillo,21,26
2024,0,32366,Kevin Chappell,21,23
2024,0,33653,Thomas Detry,21,25
2024,0,51977,Max Greyserman,21,27
2024,0,34563,Chesson Hadley,21,28
2024,0,47993,Denny McCarthy,21,25
2024,0,59143,Mac Meissner,21,26
2024,0,34256,Andrew Putnam,21,28
2024,0,26476,Chez Reavie,21,27
2024,0,47995,Davis Riley,21,30
2024,0,22405,Justin Rose,21,27
2024,0,27139,David Skinns,21,28
2024,0,33486,Roger Sloan,21,28
2024,0,25900,Lucas Glover,20,27
2024,0,23320,Ryan Palmer,20,22
2024,0,34046,Jordan Spieth,20,22
2024,0,49960,Sepp Straka,20,23
2024,0,37212,Paul Barjon,19,29
2024,0,34021,Bud Cauley,19,24
2024,0,52372,Cameron Champ,19,24
2024,0,60767,Blaine Hale Jr.,19,26
2024,0,27644,Brian Harman,19,24
2024,0,54421,Garrick Higgo,19,21
2024,0,28237,Rory McIlroy,19,25
2024,0,30163,Henrik Norlander,19,22
2024,0,48153,Matthieu Pavon,19,27
2024,0,47806,Raul Pereda,19,21
2024,0,34374,Erik Barnes,18,23
2024,0,45609,Tyler Duncan,18,18
2024,0,39975,Michael Kim,18,27
2024,0,37455,Si Woo Kim,18,24
2024,0,52215,Robert MacIntyre,18,21
2024,0,50525,Collin Morikawa,18,19
2024,0,51997,Andrew Novak,18,23
2024,0,24502,Adam Scott,18,19
2024,0,22371,Aaron Baddeley,17,21
2024,0,59442,Parker Coody,17,20
2024,0,59836,Pierceson Coody,17,20
2024,0,28089,Jason Day,17,20
2024,0,24024,Zach Johnson,17,22
2024,0,23108,Matt Kuchar,17,23
2024,0,37378,Min Woo Lee,17,23
2024,0,34466,Peter Malnati,17,29
2024,0,29908,C.T. Pan,17,23
2024,0,32333,Kevin Tway,17,19
2024,0,45522,Christiaan Bezuidenhout,16,17
2024,0,47504,Sam Burns,16,19
2024,0,35450,Patrick Cantlay,16,18
2024,0,31646,Emiliano Grillo,16,21
2024,0,46046,Scottie Scheffler,16,19
2024,0,48119,Ben Taylor,16,19
2024,0,51894,Vince Whaley,16,18
2024,0,51766,Wyndham Clark,15,21
2024,0,52514,Trace Crowe,15,23
2024,0,29221,Webb Simpson,15,27
2024,0,46717,Viktor Hovland,14,21
2024,0,47679,Victor Perez,14,14
2024,0,33448,Justin Thomas,13,20
2024,0,55789,Taylor Montgomery,12,16
2024,0,27214,Kevin Streelman,12,20
2024,0,48084,Wesley Bryan,11,17
2024,0,33968,Thorbjørn Olesen,10,16
2024,0,48081,Xander Schauffele,10,12
2024,0,50095,Austin Smotherman,10,16
2024,0,34098,Russell Henley,7,10
2023,0,31323,Gary Woodland,46,54
2023,0,36799,Stephan Jaeger,43,52
2023,0,36871,Matt NeSmith,43,49
2023,0,45609,Tyler Duncan,42,45
2023,0,49298,Kramer Hickok,42,53
2023,0,46340,Alex Smalley,42,52
2023,0,56762,Will Gordon,41,49
2023,0,31577,Tano Goya,41,50
2023,0,34610,Matthias Schwab,41,44
2023,0,50095,Austin Smotherman,41,49
2023,0,35901,Paul Haley II,40,49
2023,0,46414,Aaron Rai,40,47
2023,0,25686,Jason Dufner,39,55
2023,0,30692,Scott Stallings,39,49
2023,0,32333,Kevin Tway,39,41
2023,0,45157,Cam Davis,38,49
2023,0,47079,Harrison Endycott,38,44
2023,0,31557,Jim Herman,38,46
2023,0,47347,Adam Schenk,38,43
2023,0,39324,J.J. Spaun,38,44
2023,0,52375,Doug Ghim,37,46
2023,0,54421,Garrick Higgo,37,44
2023,0,51070,Vincent Norrman,37,45
2023,0,25818,Scott Piercy,37,43
2023,0,26476,Chez Reavie,37,45
2023,0,52411,Kyle Westmoreland,37,41
2023,0,55454,Carl Yuan,37,43
2023,0,34076,Joel Dahmen,36,43
2023,0,54591,Ben Griffin,36,37
2023,0,47988,Nick Hardy,36,44
2023,0,54628,Lee Hodges,36,43
2023,0,36326,David Lipsky,36,47
2023,0,27129,Luke List,36,47
2023,0,47983,Chad Ramey,36,44
2023,0,53165,Doc Redman,36,46
2023,0,40115,Adam Svensson,36,45
2023,0,58168,Davis Thompson,36,40
2023,0,54783,Dylan Wu,36,42
2023,0,34255,Joseph Bramlett,35,37
2023,0,29725,Tony Finau,35,41
2023,0,31646,Emiliano Grillo,35,38
2023,0,37455,Si Woo Kim,35,41
2023,0,33122,Russell Knox,35,41
2023,0,32816,Satoshi Kodaira,35,42
2023,0,27936,Martin Laird,35,44
2023,0,32640,Troy Merritt,35,52
2023,0,27214,Kevin Streelman,35,48
2023,0,25632,Jimmy Walker,35,40
2023,0,51766,Wyndham Clark,34,39
2023,0,49453,Trevor Cone,34,43
2023,0,32791,K.H. Lee,34,39
2023,0,47995,Davis Riley,34,45
2023,0,57366,Cameron Young,34,37
2023,0,39067,MJ Daffue,33,42
2023,0,37338,Zecheng Dou,33,44
2023,0,51414,Brent Grant,33,48
2023,0,46601,Trey Mullinax,33,37
2023,0,50493,Justin Suh,33,37
2023,0,28420,Ryan Brehm,32,34
2023,0,55708,Hayden Buckley,32,36
2023,0,25900,Lucas Glover,32,47
2023,0,34256,Andrew Putnam,32,36
2023,0,33448,Justin Thomas,32,44
2023,0,48887,Matt Wallace,32,41
2023,0,46435,Austin Cook,31,36
2023,0,39954,Cody Gribble,31,34
2023,0,32448,James Hahn,31,33
2023,0,39971,Sungjae Im,31,35
2023,0,50188,S.H. Kim,31,41
2023,0,51890,Greyson Sigg,31,34
2023,0,48119,Ben Taylor,31,37
2023,0,52374,Brandon Wu,31,36
2023,0,23108,Matt Kuchar,30,32
2023,0,35449,Adam Long,30,33
2023,0,40162,Justin Lower,30,39
2023,0,47993,Denny McCarthy,30,35
2023,0,30163,Henrik Norlander,30,36
2023,0,36724,Augusto Núñez,30,41
2023,0,55893,Sam Stevens,30,36
2023,0,33948,Byeong Hun An,29,37
2023,0,12716,Charley Hoffman,29,33
2023,0,32839,Hideki Matsuyama,29,34
2023,0,45242,Kevin Yu,29,35
2023,0,57362,Austin Eckroat,28,34
2023,0,32102,Rickie Fowler,28,33
2023,0,32757,Patton Kizzire,28,38
2023,0,34466,Peter Malnati,28,36
2023,0,33413,Ben Martin,28,36
2023,0,49947,Taylor Moore,28,33
2023,0,23320,Ryan Palmer,28,35
2023,0,49771,J.T. Poston,28,32
2023,0,40006,Erik van Rooyen,28,33
2023,0,56630,Akshay Bhatia,27,34
2023,0,39997,Corey Conners,27,31
2023,0,35532,Tom Hoge,27,33
2023,0,46717,Viktor Hovland,27,28
2023,0,48117,Kurt Kitayama,27,33
2023,0,51491,Brandon Matthews,27,34
2023,0,39546,Keith Mitchell,27,37
2023,0,55789,Taylor Montgomery,27,34
2023,0,39335,Kevin Roy,27,35
2023,0,34431,Robert Streb,27,34
2023,0,48699,Callum Tarren,27,37
2023,0,52372,Cameron Champ,26,33
2023,0,46970,Jon Rahm,26,29
2023,0,33408,Tyson Alexander,25,31
2023,0,19803,Ryan Armour,25,29
2023,0,59018,Ryan Gerard,25,30
2023,0,34563,Chesson Hadley,25,36
2023,0,33410,Andrew Landry,25,31
2023,0,40250,Taylor Pendrith,25,31
2023,0,25493,Nick Taylor,25,29
2023,0,35617,Martin Trainer,25,31
2023,0,27095,Nick Watney,25,30
2023,0,58967,Trevor Werbylo,25,30
2023,0,52513,Carson Young,25,31
2023,0,34099,Harris English,24,32
2023,0,27554,Scott Harrington,24,33
2023,0,34098,Russell Henley,24,34
2023,0,35461,Beau Hossler,24,27
2023,0,55182,Tom Kim,24,31
2023,0,35879,Kelly Kraft,24,28
2023,0,51950,Max McGreevy,24,37
2023,0,50525,Collin Morikawa,24,29
2023,0,51997,Andrew Novak,24,27
2023,0,37275,Sam Ryder,24,28
2023,0,46441,Robby Shelton,24,29
2023,0,49960,Sepp Straka,24,29
2023,0,33653,Thomas Detry,23,26
2023,0,33399,Adam Hadwin,23,28
2023,0,36801,Mark Hubbard,23,32
2023,0,27349,Alex Noren,23,25
2023,0,36699,Patrick Rodgers,23,34
2023,0,40058,Zac Blair,22,31
2023,0,20229,Stewart Cink,22,28
2023,0,35310,Lanto Griffin,22,26
2023,0,57975,Harry Hall,22,26
2023,0,39975,Michael Kim,22,30
2023,0,35450,Patrick Cantlay,21,22
2023,0,32662,Michael Gligic,21,27
2023,0,27644,Brian Harman,21,24
2023,0,39977,Max Homa,21,28
2023,0,29420,Billy Horschel,21,26
2023,0,28775,Nate Lashley,21,26
2023,0,29908,C.T. Pan,21,22
2023,0,22405,Justin Rose,21,27
2023,0,48081,Xander Schauffele,21,24
2023,0,34046,Jordan Spieth,21,28
2023,0,30927,Brendon Todd,21,30
2023,0,47591,Eric Cole,20,27
2023,0,30911,Tommy Fleetwood,20,21
2023,0,26596,Ryan Moore,20,24
2023,0,24140,Sean O'Hair,20,24
2023,0,46046,Scottie Scheffler,20,28
2023,0,32139,Danny Willett,20,24
2023,0,34363,Tyrrell Hatton,19,24
2023,0,28252,Seamus Power,19,23
2023,0,48867,Matti Schmid,19,26
2023,0,29970,Dylan Frittelli,18,25
2023,0,29535,Brice Garnett,18,25
2023,0,24024,Zach Johnson,18,24
2023,0,30926,Chris Kirk,18,23
2023,0,29221,Webb Simpson,18,26
2023,0,33141,Keegan Bradley,17,20
2023,0,48084,Wesley Bryan,17,23
2023,0,24925,Jonathan Byrd,17,20
2023,0,33597,Harry Higgs,17,20
2023,0,35506,Mackenzie Hughes,17,23
2023,0,34409,David Lingmerth,17,26
2023,0,33204,Shane Lowry,17,22
2023,0,51634,Sahith Theegala,17,28
2023,0,47128,Richy Werenski,17,25
2023,0,28089,Jason Day,16,18
2023,0,49766,Hank Lebioda,16,23
2023,0,22056,Cameron Percy,16,21
2023,0,52955,Ludvig Åberg,15,16
2023,0,45522,Christiaan Bezuidenhout,15,23
2023,0,47504,Sam Burns,15,19
2023,0,51349,Nico Echavarria,15,20
2023,0,29289,S.Y. Noh,15,21
2023,0,40098,Matt Fitzpatrick,14,18
2023,0,39058,Lucas Herbert,14,17
2023,0,52453,Nicolai Hojgaard,14,15
2023,0,32366,Kevin Chappell,13,19
2023,0,58696,Peter Kuest,13,19
2023,0,28237,Rory McIlroy,13,16
2023,0,24502,Adam Scott,13,19
2023,0,22371,Aaron Baddeley,12,13
2023,0,27963,Chris Stroud,12,16
2023,0,31202,William McGirt,9,10
2023,0,46442,Maverick McNealy,9,10
2023,0,27974,Sung Kang,8,13
2023,0,31560,Brian Stuard,8,13
2022,0,39546,Keith Mitchell,46,53
2022,0,54628,Lee Hodges,42,52
2022,0,27095,Nick Watney,42,48
2022,0,32757,Patton Kizzire,40,50
2022,0,49298,Kramer Hickok,39,47
2022,0,27129,Luke List,39,57
2022,0,49947,Taylor Moore,39,42
2022,0,36799,Stephan Jaeger,38,47
2022,0,32791,K.H. Lee,38,39
2022,0,29518,Brendan Steele,38,39
2022,0,25900,Lucas Glover,37,58
2022,0,24924,Bill Haas,36,41
2022,0,35532,Tom Hoge,36,38
2022,0,48822,Sebastián Muñoz,36,45
2022,0,34255,Joseph Bramlett,35,45
2022,0,46550,Brandon Hagy,35,44
2022,0,30692,Scott Stallings,35,43
2022,0,32333,Kevin Tway,35,37
2022,0,55708,Hayden Buckley,34,42
2022,0,34076,Joel Dahmen,34,40
2022,0,29908,C.T. Pan,34,37
2022,0,40250,Taylor Pendrith,34,39
2022,0,37275,Sam Ryder,34,44
2022,0,31560,Brian Stuard,34,39
2022,0,25493,Nick Taylor,34,43
2022,0,49766,Hank Lebioda,33,38
2022,0,51997,Andrew Novak,33,38
2022,0,47529,Mito Pereira,33,36
2022,0,34256,Andrew Putnam,33,41
2022,0,57366,Cameron Young,33,39
2022,0,52375,Doug Ghim,32,38
2022,0,33122,Russell Knox,32,37
2022,0,27936,Martin Laird,32,39
2022,0,26476,Chez Reavie,32,42
2022,0,39971,Sungjae Im,31,33
2022,0,27974,Sung Kang,31,40
2022,0,37455,Si Woo Kim,31,42
2022,0,49771,J.T. Poston,31,36
2022,0,36699,Patrick Rodgers,31,33
2022,0,49964,Aaron Wise,31,40
2022,0,29535,Brice Garnett,30,36
2022,0,47993,Denny McCarthy,30,35
2022,0,36871,Matthew NeSmith,30,39
2022,0,30163,Henrik Norlander,30,33
2022,0,33486,Roger Sloan,30,37
2022,0,46340,Alex Smalley,30,37
2022,0,34431,Robert Streb,30,30
2022,0,40115,Adam Svensson,30,42
2022,0,37212,Paul Barjon,29,35
2022,0,29970,Dylan Frittelli,29,35
2022,0,35449,Adam Long,29,39
2022,0,34466,Peter Malnati,29,36
2022,0,46442,Maverick McNealy,29,30
2022,0,50095,Austin Smotherman,29,32
2022,0,39324,J.J. Spaun,29,36
2022,0,36326,David Lipsky,28,40
2022,0,47983,Chad Ramey,28,31
2022,0,47347,Adam Schenk,28,34
2022,0,49960,Sepp Straka,28,34
2022,0,29725,Tony Finau,27,30
2022,0,21961,Charles Howell III,27,32
2022,0,32640,Troy Merritt,27,35
2022,0,25818,Scott Piercy,27,35
2022,0,53165,Doc Redman,27,27
2022,0,47856,Seth Reeves,27,29
2022,0,48699,Callum Tarren,27,30
2022,0,32150,Michael Thompson,27,35
2022,0,30927,Brendon Todd,27,29
2022,0,20229,Stewart Cink,26,36
2022,0,46717,Viktor Hovland,26,30
2022,0,35506,Mackenzie Hughes,26,28
2022,0,46414,Aaron Rai,26,31
2022,0,51634,Sahith Theegala,26,41
2022,0,27064,Jhonattan Vegas,26,30
2022,0,45609,Tyler Duncan,25,28
2022,0,32662,Michael Gligic,25,30
2022,0,34563,Chesson Hadley,25,28
2022,0,33399,Adam Hadwin,25,31
2022,0,39977,Max Homa,25,26
2022,0,46601,Trey Mullinax,25,27
2022,0,47995,Davis Riley,25,37
2022,0,51890,Greyson Sigg,25,28
2022,0,28114,Dawie van der Walt,25,34
2022,0,52372,Cameron Champ,24,28
2022,0,39997,Corey Conners,24,33
2022,0,31646,Emiliano Grillo,24,31
2022,0,34098,Russell Henley,24,31
2022,0,33597,Harry Higgs,24,29
2022,0,46046,Scottie Scheffler,24,30
2022,0,27214,Kevin Streelman,24,33
2022,0,34264,Hudson Swafford,24,31
2022,0,33419,Cameron Tringale,24,31
2022,0,45540,Jared Wolfe,24,29
2022,0,27644,Brian Harman,23,28
2022,0,28237,Rory McIlroy,23,28
2022,0,45486,Joaquin Niemann,23,28
2022,0,34046,Jordan Spieth,23,31
2022,0,10381,Curtis Thompson,23,24
2022,0,47128,Richy Werenski,23,29
2022,0,34174,John Huh,22,30
2022,0,36852,Jim Knous,22,23
2022,0,26851,Marc Leishman,22,24
2022,0,46970,Jon Rahm,22,25
2022,0,37189,Harold Varner III,22,27
2022,0,25686,Jason Dufner,21,31
2022,0,29974,Branden Grace,21,24
2022,0,35310,Lanto Griffin,21,26
2022,0,32448,James Hahn,21,22
2022,0,31557,Jim Herman,21,24
2022,0,29478,Kevin Kisner,21,27
2022,0,48117,Kurt Kitayama,21,26
2022,0,23108,Matt Kuchar,21,24
2022,0,31420,Anirban Lahiri,21,24
2022,0,23320,Ryan Palmer,21,28
2022,0,39953,Chase Seiffert,21,28
2022,0,35617,Martin Trainer,21,30
2022,0,33141,Keegan Bradley,20,22
2022,0,51766,Wyndham Clark,20,27
2022,0,45157,Cam Davis,20,28
2022,0,40098,Matt Fitzpatrick,20,23
2022,0,24980,Scott Gutschewski,20,21
2022,0,54421,Garrick Higgo,20,22
2022,0,26300,Matt Jones,20,28
2022,0,30926,Chris Kirk,20,23
2022,0,29289,S.Y. Noh,20,23
2022,0,33667,Carlos Ortiz,20,23
2022,0,24361,Pat Perez,20,24
2022,0,28252,Seamus Power,20,26
2022,0,23621,Rory Sabbatini,20,27
2022,0,27649,Brandt Snedeker,20,24
2022,0,52374,Brandon Wu,20,25
2022,0,54783,Dylan Wu,20,25
2022,0,47504,Sam Burns,19,24
2022,0,46435,Austin Cook,19,22
2022,0,23983,Luke Donald,19,25
2022,0,12716,Charley Hoffman,19,27
2022,0,29420,Billy Horschel,19,21
2022,0,36689,Brooks Koepka,19,20
2022,0,33204,Shane Lowry,19,22
2022,0,34610,Matthias Schwab,19,26
2022,0,24502,Adam Scott,19,25
2022,0,23325,Vaughn Taylor,19,22
2022,0,32366,Kevin Chappell,18,23
2022,0,47988,Nick Hardy,18,19
2022,0,35461,Beau Hossler,18,21
2022,0,36801,Mark Hubbard,18,21
2022,0,36884,Ben Kohles,18,22
2022,0,40162,Justin Lower,18,26
2022,0,51950,Max McGreevy,18,21
2022,0,25198,Francesco Molinari,18,20
2022,0,40006,Erik van Rooyen,18,22
2022,0,47483,Will Zalatoris,18,24
2022,0,35879,Kelly Kraft,17,18
2022,0,28775,Nate Lashley,17,24
2022,0,32839,Hideki Matsuyama,17,24
2022,0,34360,Patrick Reed,17,19
2022,0,48081,Xander Schauffele,17,18
2022,0,28089,Jason Day,16,20
2022,0,32102,Rickie Fowler,16,21
2022,0,27139,David Skinns,16,21
2022,0,33448,Justin Thomas,16,23
2022,0,48887,Matt Wallace,16,23
2022,0,51894,Vince Whaley,16,18
2022,0,31323,Gary Woodland,16,26
2022,0,45522,Christiaan Bezuidenhout,15,19
2022,0,27895,Jonas Blixt,15,19
2022,0,35450,Patrick Cantlay,15,18
2022,0,35110,Brett Drewitt,15,23
2022,0,30911,Tommy Fleetwood,15,17
2022,0,24024,Zach Johnson,15,20
2022,0,30944,Jason Kokrak,15,17
2022,0,29926,Danny Lee,15,21
2022,0,27770,Camilo Villegas,15,20
2022,0,32139,Danny Willett,15,20
2022,0,50525,Collin Morikawa,14,19
2022,0,27349,Alex Noren,14,15
2022,0,29221,Webb Simpson,14,26
2022,0,24925,Jonathan Byrd,13,17
2022,0,33490,Bo Hoag,13,17
2022,0,24138,Ian Poulter,13,18
2022,0,45526,Abraham Ancer,12,13
2022,0,48084,Wesley Bryan,12,22
2022,0,39436,Joshua Creel,12,19
2022,0,56278,Matthew Wolff,12,18
2022,0,46402,Talor Gooch,11,14
2022,0,30978,Kiradech Aphibarnrat,10,13
2022,0,34363,Tyrrell Hatton,10,12
2022,0,32816,Satoshi Kodaira,10,17
2022,0,22056,Cameron Percy,10,11
2022,0,22405,Justin Rose,10,15
2022,0,19803,Ryan Armour,9,13
2022,0,35891,Cameron Smith,9,11
2022,0,39058,Lucas Herbert,8,11
2021,0,36871,Matthew NeSmith,46,55
2021,0,32640,Troy Merritt,44,49
2021,0,27556,Ted Potter Jr.,44,50
2021,0,49964,Aaron Wise,44,64
2021,0,33141,Keegan Bradley,43,46
2021,0,45609,Tyler Duncan,43,53
2021,0,21209,Sergio Garcia,43,47
2021,0,56762,Will Gordon,43,51
2021,0,27936,Martin Laird,41,53
2021,0,25818,Scott Piercy,40,46
2021,0,39971,Sungjae Im,39,46
2021,0,33122,Russell Knox,39,45
2021,0,47347,Adam Schenk,39,45
2021,0,25686,Jason Dufner,37,49
2021,0,35532,Tom Hoge,37,44
2021,0,33204,Shane Lowry,37,41
2021,0,30692,Scott Stallings,37,42
2021,0,33948,Byeong Hun An,36,42
2021,0,45157,Cam Davis,36,51
2021,0,52375,Doug Ghim,36,49
2021,0,39975,Michael Kim,36,41
2021,0,37455,Si Woo Kim,36,43
2021,0,32791,K.H. Lee,36,47
2021,0,26331,Charl Schwartzel,36,45
2021,0,25804,Bubba Watson,36,42
2021,0,52372,Cameron Champ,35,41
2021,0,39997,Corey Conners,35,43
2021,0,32662,Michael Gligic,35,38
2021,0,12716,Charley Hoffman,35,44
2021,0,48822,Sebastián Muñoz,35,52
2021,0,30163,Henrik Norlander,35,49
2021,0,29518,Brendan Steele,35,40
2021,0,49960,Sepp Straka,35,42
2021,0,34264,Hudson Swafford,35,39
2021,0,45526,Abraham Ancer,34,36
2021,0,25900,Lucas Glover,34,52
2021,0,31646,Emiliano Grillo,34,41
2021,0,34174,John Huh,34,38
2021,0,32839,Hideki Matsuyama,34,41
2021,0,31557,Jim Herman,33,37
2021,0,35104,Tom Lewis,33,40
2021,0,23320,Ryan Palmer,33,38
2021,0,36699,Patrick Rodgers,33,43
2021,0,27064,Jhonattan Vegas,33,39
2021,0,47483,Will Zalatoris,33,37
2021,0,29479,Scott Brown,32,35
2021,0,46402,Talor Gooch,32,41
2021,0,33399,Adam Hadwin,32,38
2021,0,33490,Bo Hoag,32,40
2021,0,32757,Patton Kizzire,32,37
2021,0,40042,Tyler McCumber,32,38
2021,0,46442,Maverick McNealy,32,36
2021,0,49771,J.T. Poston,32,37
2021,0,49298,Kramer Hickok,31,36
2021,0,33667,Carlos Ortiz,31,34
2021,0,47128,Richy Werenski,31,38
2021,0,34255,Joseph Bramlett,30,35
2021,0,24024,Zach Johnson,30,32
2021,0,26300,Matt Jones,30,36
2021,0,32816,Satoshi Kodaira,30,43
2021,0,36689,Brooks Koepka,30,34
2021,0,29926,Danny Lee,30,42
2021,0,28237,Rory McIlroy,30,33
2021,0,45486,Joaquin Niemann,30,33
2021,0,24361,Pat Perez,30,36
2021,0,46046,Scottie Scheffler,30,33
2021,0,30110,Kyle Stanley,30,39
2021,0,27214,Kevin Streelman,30,39
2021,0,32070,Rafael Campos,29,36
2021,0,35450,Patrick Cantlay,29,34
2021,0,47993,Denny McCarthy,29,34
2021,0,39546,Keith Mitchell,29,39
2021,0,29908,C.T. Pan,29,35
2021,0,39953,Chase Seiffert,29,32
2021,0,25493,Nick Taylor,29,39
2021,0,27770,Camilo Villegas,29,36
2021,0,34076,Joel Dahmen,28,32
2021,0,29970,Dylan Frittelli,28,33
2021,0,29535,Brice Garnett,28,31
2021,0,19846,Brian Gay,28,33
2021,0,32448,James Hahn,28,31
2021,0,46717,Viktor Hovland,28,36
2021,0,27974,Sung Kang,28,45
2021,0,49766,Hank Lebioda,28,32
2021,0,27129,Luke List,28,45
2021,0,24781,Hunter Mahan,28,29
2021,0,22056,Cameron Percy,28,35
2021,0,34256,Andrew Putnam,28,33
2021,0,53165,Doc Redman,28,35
2021,0,23621,Rory Sabbatini,28,37
2021,0,46441,Robby Shelton,28,42
2021,0,33486,Roger Sloan,28,37
2021,0,31560,Brian Stuard,28,34
2021,0,23623,Bo Van Pelt,28,35
2021,0,25364,Paul Casey,27,31
2021,0,27554,Scott Harrington,27,36
2021,0,27649,Brandt Snedeker,27,34
2021,0,39324,J.J. Spaun,27,31
2021,0,32150,Michael Thompson,27,37
2021,0,23788,D.J. Trahan,27,33
2021,0,29268,Bronson Burgoon,26,33
2021,0,34099,Harris English,26,35
2021,0,46550,Brandon Hagy,26,31
2021,0,34098,Russell Henley,26,36
2021,0,33410,Andrew Landry,26,33
2021,0,1810,Phil Mickelson,26,37
2021,0,34046,Jordan Spieth,26,33
2021,0,31323,Gary Woodland,26,31
