YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
2021,0,33399,Adam Hadwin,2.911,326,112
2021,0,12716,Charley Hoffman,2.917,353,121
2021,0,50525,Collin Morikawa,2.918,283,97
2021,0,25396,Kevin Na,2.927,319,109
2021,0,46970,Jon Rahm,2.936,229,78
2021,0,32333,Kevin Tway,2.938,238,81
2021,0,29518,Brendan Steele,2.939,288,98
2021,0,48119,Ben Taylor,2.94,147,50
2021,0,35891,Cameron Smith,2.944,265,90
2021,0,30110,Kyle Stanley,2.945,321,109
2021,0,31420,Anirban Lahiri,2.947,224,76
2021,0,34360,Patrick Reed,2.951,242,82
2021,0,30911,Tommy Fleetwood,2.952,186,63
2021,0,26329,Louis Oosthuizen,2.953,254,86
2021,0,29221,Webb Simpson,2.953,251,85
2021,0,23325,Vaughn Taylor,2.953,313,106
2021,0,33141,Keegan Bradley,2.954,319,108
2021,0,46442,Maverick McNealy,2.957,275,93
2021,0,40042,Tyler McCumber,2.959,216,73
2021,0,30944,Jason Kokrak,2.96,299,101
2021,0,40026,Daniel Berger,2.961,305,103
2021,0,39997,Corey Conners,2.961,376,127
2021,0,22056,Cameron Percy,2.964,249,84
2021,0,20229,Stewart Cink,2.965,335,113
2021,0,27644,Brian Harman,2.965,341,115
2021,0,45486,Joaquin Niemann,2.966,350,118
2021,0,24024,Zach Johnson,2.971,303,102
2021,0,37189,Harold Varner III,2.973,330,111
2021,0,24924,Bill Haas,2.978,137,46
2021,0,34256,Andrew Putnam,2.978,271,91
2021,0,46717,Viktor Hovland,2.979,280,94
2021,0,27330,Josh Teater,2.98,152,51
2021,0,33120,Mark Anderson,2.981,158,53
2021,0,36689,Brooks Koepka,2.985,194,65
2021,0,31560,Brian Stuard,2.985,400,134
2021,0,49766,Hank Lebioda,2.986,215,72
2021,0,35450,Patrick Cantlay,2.988,257,86
2021,0,28237,Rory McIlroy,2.988,239,80
2021,0,25804,Bubba Watson,2.988,239,80
2021,0,34076,Joel Dahmen,2.989,281,94
2021,0,34046,Jordan Spieth,2.99,308,103
2021,0,52372,Cameron Champ,3.0,276,92
2021,0,51766,Wyndham Clark,3.0,327,109
2021,0,23983,Luke Donald,3.0,210,70
2021,0,35310,Lanto Griffin,3.0,291,97
2021,0,48822,Sebastián Muñoz,3.0,342,114
2021,0,24140,Sean O'Hair,3.0,171,57
2021,0,22405,Justin Rose,3.0,165,55
2021,0,48081,Xander Schauffele,3.0,246,82
2021,0,49960,Sepp Straka,3.0,333,111
2021,0,49964,Aaron Wise,3.0,279,93
