YEAR,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
2017,0,25198,Francesco Molinari,4
2017,0,46601,Trey Mullinax,4
2017,0,27349,Alex Noren,4
2017,0,26329,Louis Oosthuizen,4
2017,0,29908,C.T. Pan,4
2017,0,33293,Thomas Pieters,4
2017,0,24138,Ian Poulter,4
2017,0,28252,Seamus Power,4
2017,0,34358,Jonathan Randolph,4
2017,0,23621,Rory Sabbatini,4
2017,0,26331,Charl Schwartzel,4
2017,0,39324,J.J. Spaun,4
2017,0,29485,Brett Stegmaier,4
2017,0,34264,Hudson Swafford,4
2017,0,25493,Nick Taylor,4
2017,0,32150,Michael Thompson,4
2017,0,32333,Kevin Tway,4
2017,0,29484,Peter Uihlein,4
2017,0,28132,Tyrone Van Aswegen,4
2017,0,29745,Tyler Aldridge,3
2017,0,19803,Ryan Armour,3
2017,0,22371,Aaron Baddeley,3
2017,0,28420,Ryan Brehm,3
2017,0,26499,Rafa Cabrera Bello,3
2017,0,32070,Rafael Campos,3
2017,0,35450,Patrick Cantlay,3
2017,0,28093,Miguel Angel Carballo,3
2017,0,20472,Alex Cejka,3
2017,0,23541,Ben Crane,3
2017,0,23638,Brendon de Jonge,3
2017,0,47959,Bryson DeChambeau,3
2017,0,23983,Luke Donald,3
2017,0,20104,Ken Duke,3
2017,0,6522,Ernie Els,3
2017,0,28307,Matt Every,3
2017,0,25191,Gonzalo Fernandez-Castaño,3
2017,0,40098,Matt Fitzpatrick,3
2017,0,30736,Oscar Fraustro,3
2017,0,28679,Fabián Gómez,3
2017,0,39954,Cody Gribble,3
2017,0,34363,Tyrrell Hatton,3
2017,0,23063,Scott Hend,3
2017,0,12782,Tim Herron,3
2017,0,35532,Tom Hoge,3
2017,0,30852,Ryo Ishikawa,3
2017,0,27408,Martin Kaymer,3
2017,0,48117,Kurt Kitayama,3
2017,0,22986,Søren Kjeldsen,3
2017,0,31420,Anirban Lahiri,3
2017,0,34261,Scott Langley,3
2017,0,27466,Spencer Levin,3
2017,0,37278,Nicholas Lindheim,3
2017,0,34409,David Lingmerth,3
2017,0,27933,John Merrick,3
2017,0,23800,Bryce Molder,3
2017,0,48822,Sebastián Muñoz,3
2017,0,29289,S.Y. Noh,3
2017,0,33968,Thorbjørn Olesen,3
2017,0,27942,Rob Oppenheim,3
2017,0,20572,Rod Pampling,3
2017,0,35541,John Peterson,3
2017,0,25818,Scott Piercy,3
2017,0,49771,J.T. Poston,3
2017,0,34360,Patrick Reed,3
2017,0,29476,Kyle Reifers,3
2017,0,36699,Patrick Rodgers,3
2017,0,25562,Andres Romero,3
2017,0,39251,Ryan Ruffels,3
2017,0,46441,Robby Shelton,3
2017,0,27649,Brandt Snedeker,3
2017,0,30692,Scott Stallings,3
2017,0,6527,Steve Stricker,3
2017,0,31560,Brian Stuard,3
2017,0,25834,Daniel Summerhays,3
2017,0,21498,Hideto Tanihara,3
2017,0,23325,Vaughn Taylor,3
2017,0,27330,Josh Teater,3
2017,0,52144,Braden Thornberry,3
2017,0,23788,D.J. Trahan,3
2017,0,26951,Johnson Wagner,3
2017,0,27095,Nick Watney,3
2017,0,25804,Bubba Watson,3
2017,0,26289,Boo Weekley,3
2017,0,34265,Will Wilcox,3
2017,0,24663,Y.E. Yang,3
2017,0,49303,Anders Albertson,2
2017,0,20771,Steven Alker,2
2017,0,10885,Robert Allenby,2
2017,0,45526,Abraham Ancer,2
2017,0,20098,Stuart Appleby,2
2017,0,21407,Arjun Atwal,2
2017,0,23048,Eric Axley,2
2017,0,10505,Shane Bertsch,2
2017,0,45836,Richard Bland,2
2017,0,27895,Jonas Blixt,2
2017,0,25274,Steven Bowditch,2
2017,0,20848,Ángel Cabrera,2
2017,0,34076,Joel Dahmen,2
2017,0,35110,Brett Drewitt,2
2017,0,1320,Bob Estes,2
2017,0,30911,Tommy Fleetwood,2
2017,0,29740,Brad Fritsch,2
2017,0,30750,Tommy Gainey,2
2017,0,50666,Matt Gilchrest,2
2017,0,22892,Jason Gore,2
2017,0,47988,Nick Hardy,2
2017,0,20766,Padraig Harrington,2
2017,0,26758,David Hearn,2
2017,0,49298,Kramer Hickok,2
2017,0,39977,Max Homa,2
2017,0,35461,Beau Hossler,2
2017,0,27747,Hiroshi Iwata,2
2017,0,34643,Michael Johnson,2
2017,0,34242,Andrew Johnston,2
2017,0,34587,Chan Kim,2
2017,0,37092,Hyung-Sung Kim,2
2017,0,37455,Si Woo Kim,2
2017,0,32816,Satoshi Kodaira,2
2017,0,33904,Grant Leaver,2
2017,0,35296,Haotong Li,2
2017,0,35300,Andrew Loupe,2
2017,0,39004,Dru Love,2
2017,0,24912,Will MacKenzie,2
2017,0,28158,Steve Marino,2
2017,0,24490,George McNeill,2
2017,0,45486,Joaquin Niemann,2
2017,0,33667,Carlos Ortiz,2
2017,0,20691,Greg Owen,2
2017,0,23320,Ryan Palmer,2
2017,0,25345,Carl Pettersson,2
2017,0,27556,Ted Potter Jr.,2
2017,0,28486,Michael Putnam,2
2017,0,45582,Jared Sawada,2
2017,0,39953,Chase Seiffert,2
2017,0,20645,John Senden,2
2017,0,6567,Vijay Singh,2
2017,0,35174,Matthew Southgate,2
2017,0,35261,Miguel Tabuena,2
2017,0,25632,Jimmy Walker,2
2017,0,20396,Lee Westwood,2
2017,0,21878,Mark Wilson,2
2017,0,49964,Aaron Wise,2
2017,0,22000,Chris Wood,2
2017,0,46507,Bobby Wyatt,2
2017,0,29939,Fabrizio Zanotti,2
2017,0,32254,Xinjun Zhang,2
2016,0,29461,Jamie Lovemark,11
2016,0,21961,Charles Howell III,10
2016,0,26596,Ryan Moore,10
2016,0,25686,Jason Dufner,9
2016,0,34021,Bud Cauley,8
2016,0,34099,Harris English,8
2016,0,29535,Brice Garnett,8
2016,0,30925,Dustin Johnson,8
2016,0,32839,Hideki Matsuyama,8
2016,0,25396,Kevin Na,8
2016,0,23320,Ryan Palmer,8
2016,0,24502,Adam Scott,8
2016,0,21528,Henrik Stenson,8
2016,0,33419,Cameron Tringale,8
2016,0,25364,Paul Casey,7
2016,0,20472,Alex Cejka,7
2016,0,28089,Jason Day,7
2016,0,32102,Rickie Fowler,7
2016,0,33399,Adam Hadwin,7
2016,0,37455,Si Woo Kim,7
2016,0,33122,Russell Knox,7
2016,0,31202,William McGirt,7
2016,0,29289,S.Y. Noh,7
2016,0,24140,Sean O'Hair,7
2016,0,25818,Scott Piercy,7
2016,0,34360,Patrick Reed,7
2016,0,25834,Daniel Summerhays,7
2016,0,26951,Johnson Wagner,7
2016,0,31323,Gary Woodland,7
2016,0,40026,Daniel Berger,6
2016,0,33141,Keegan Bradley,6
2016,0,12510,Chad Campbell,6
2016,0,27436,Graham DeLaet,6
2016,0,29725,Tony Finau,6
2016,0,29720,Andres Gonzales,6
2016,0,27644,Brian Harman,6
2016,0,34174,John Huh,6
2016,0,46440,Smylie Kaufman,6
2016,0,8075,Jerry Kelly,6
2016,0,29478,Kevin Kisner,6
2016,0,27936,Martin Laird,6
2016,0,33410,Andrew Landry,6
2016,0,26851,Marc Leishman,6
2016,0,34409,David Lingmerth,6
2016,0,46970,Jon Rahm,6
2016,0,36699,Patrick Rodgers,6
2016,0,27649,Brandt Snedeker,6
2016,0,29485,Brett Stegmaier,6
2016,0,27214,Kevin Streelman,6
2016,0,33448,Justin Thomas,6
2016,0,37189,Harold Varner III,6
2016,0,25804,Bubba Watson,6
2016,0,29745,Tyler Aldridge,5
2016,0,24846,Ricky Barnes,5
2016,0,40058,Zac Blair,5
2016,0,27895,Jonas Blixt,5
2016,0,24507,Jason Bohn,5
2016,0,29479,Scott Brown,5
2016,0,20593,Greg Chalmers,5
2016,0,32366,Kevin Chappell,5
2016,0,20229,Stewart Cink,5
2016,0,34262,Jon Curran,5
2016,0,23638,Brendon de Jonge,5
2016,0,23983,Luke Donald,5
2016,0,21209,Sergio Garcia,5
2016,0,24358,Robert Garrigus,5
2016,0,31646,Emiliano Grillo,5
2016,0,35539,Luke Guthrie,5
2016,0,34563,Chesson Hadley,5
2016,0,26758,David Hearn,5
2016,0,34098,Russell Henley,5
2016,0,31557,Jim Herman,5
2016,0,29420,Billy Horschel,5
2016,0,29222,Billy Hurley III,5
2016,0,27974,Sung Kang,5
2016,0,30926,Chris Kirk,5
2016,0,35879,Kelly Kraft,5
2016,0,23108,Matt Kuchar,5
2016,0,27466,Spencer Levin,5
2016,0,27129,Luke List,5
2016,0,35300,Andrew Loupe,5
2016,0,34466,Peter Malnati,5
2016,0,25572,Graeme McDowell,5
2016,0,28237,Rory McIlroy,5
2016,0,1810,Phil Mickelson,5
2016,0,20691,Greg Owen,5
2016,0,35451,Scott Pinckney,5
2016,0,26476,Chez Reavie,5
2016,0,29221,Webb Simpson,5
2016,0,46037,Hunter Stewart,5
2016,0,28132,Tyrone Van Aswegen,5
2016,0,25632,Jimmy Walker,5
2016,0,25892,Steve Wheatcroft,5
2016,0,24461,Thomas Aiken,4
2016,0,45526,Abraham Ancer,4
2016,0,20098,Stuart Appleby,4
2016,0,10505,Shane Bertsch,4
2016,0,26525,Grégory Bourdy,4
2016,0,29268,Bronson Burgoon,4
2016,0,26499,Rafa Cabrera Bello,4
2016,0,32200,Roberto Castro,4
2016,0,24357,K.J. Choi,4
2016,0,23135,Tim Clark,4
2016,0,27896,Ross Fisher,4
2016,0,40098,Matt Fitzpatrick,4
2016,0,28500,Martin Flores,4
2016,0,10809,Jim Furyk,4
2016,0,8725,Tom Gillis,4
2016,0,28679,Fabián Gómez,4
2016,0,20157,Retief Goosen,4
2016,0,24924,Bill Haas,4
2016,0,20766,Padraig Harrington,4
2016,0,23063,Scott Hend,4
2016,0,25444,Justin Hicks,4
2016,0,12716,Charley Hoffman,4
2016,0,35532,Tom Hoge,4
2016,0,27141,J.B. Holmes,4
2016,0,36801,Mark Hubbard,4
2016,0,26300,Matt Jones,4
2016,0,39975,Michael Kim,4
2016,0,37454,Whee Kim,4
2016,0,32757,Patton Kizzire,4
2016,0,22986,Søren Kjeldsen,4
2016,0,30711,Colt Knost,4
2016,0,36689,Brooks Koepka,4
2016,0,30944,Jason Kokrak,4
2016,0,34261,Scott Langley,4
2016,0,29926,Danny Lee,4
2016,0,32888,Lucas Lee,4
2016,0,35139,Richard Lee,4
2016,0,33413,Ben Martin,4
2016,0,33941,Nick Mason,4
2016,0,22056,Cameron Percy,4
2016,0,30946,Alex Prugh,4
2016,0,21959,Ted Purdy,4
2016,0,29476,Kyle Reifers,4
2016,0,22405,Justin Rose,4
2016,0,29223,Sam Saunders,4
2016,0,26331,Charl Schwartzel,4
2016,0,20645,John Senden,4
2016,0,35891,Cameron Smith,4
2016,0,34046,Jordan Spieth,4
2016,0,30692,Scott Stallings,4
2016,0,30110,Kyle Stanley,4
2016,0,29518,Brendan Steele,4
2016,0,34431,Robert Streb,4
2016,0,34264,Hudson Swafford,4
2016,0,25493,Nick Taylor,4
2016,0,32150,Michael Thompson,4
2016,0,2206,David Toms,4
2016,0,26289,Boo Weekley,4
2016,0,34265,Will Wilcox,4
2016,0,25349,Tim Wilkinson,4
2016,0,21878,Mark Wilson,4
2016,0,33948,Byeong Hun An,3
2016,0,22371,Aaron Baddeley,3
2016,0,35545,Blayne Barber,3
2016,0,27958,Ryan Blaum,3
2016,0,25274,Steven Bowditch,3
2016,0,28093,Miguel Angel Carballo,3
2016,0,25720,Chad Collins,3
2016,0,23541,Ben Crane,3
2016,0,6522,Ernie Els,3
2016,0,37273,Derek Ernst,3
2016,0,31416,Derek Fathauer,3
2016,0,25900,Lucas Glover,3
2016,0,22892,Jason Gore,3
2016,0,29974,Branden Grace,3
2016,0,32448,James Hahn,3
2016,0,34363,Tyrrell Hatton,3
2016,0,23353,J.J. Henry,3
2016,0,33461,Morgan Hoffmann,3
2016,0,27747,Hiroshi Iwata,3
2016,0,21731,Freddie Jacobson,3
2016,0,24511,Thongchai Jaidee,3
2016,0,24024,Zach Johnson,3
2016,0,34242,Andrew Johnston,3
2016,0,10733,Kent Jones,3
2016,0,29378,Daisuke Kataoka,3
2016,0,32816,Satoshi Kodaira,3
2016,0,10860,Justin Leonard,3
2016,0,35296,Haotong Li,3
2016,0,28158,Steve Marino,3
2016,0,27933,John Merrick,3
2016,0,32640,Troy Merritt,3
2016,0,6515,Shaun Micheel,3
2016,0,23800,Bryce Molder,3
2016,0,25198,Francesco Molinari,3
2016,0,30163,Henrik Norlander,3
2016,0,22046,Geoff Ogilvy,3
2016,0,33667,Carlos Ortiz,3
2016,0,20572,Rod Pampling,3
2016,0,32876,Martin Piller,3
2016,0,25240,D.A. Points,3
2016,0,10213,Dicky Pride,3
2016,0,25562,Andres Romero,3
2016,0,23621,Rory Sabbatini,3
2016,0,6567,Vijay Singh,3
2016,0,33418,Shawn Stefani,3
2016,0,22295,Darron Stiles,3
2016,0,6527,Steve Stricker,3
2016,0,27963,Chris Stroud,3
2016,0,31560,Brian Stuard,3
2016,0,23325,Vaughn Taylor,3
2016,0,30927,Brendon Todd,3
2016,0,23788,D.J. Trahan,3
2016,0,26668,Marc Turnesa,3
2016,0,28114,Dawie van der Walt,3
2016,0,27064,Jhonattan Vegas,3
2016,0,27770,Camilo Villegas,3
2016,0,32139,Danny Willett,3
2016,0,29910,Blake Adams,2
2016,0,30978,Kiradech Aphibarnrat,2
2016,0,19803,Ryan Armour,2
2016,0,47125,Matt Atkins,2
2016,0,23048,Eric Axley,2
2016,0,12652,Cameron Beckman,2
2016,0,48084,Wesley Bryan,2
2016,0,24925,Jonathan Byrd,2
2016,0,20848,Ángel Cabrera,2
2016,0,45702,Rodolfo Cazaubòn,2
2016,0,24494,Erik Compton,2
2016,0,22621,Ben Curtis,2
2016,0,49633,Charlie Danielson,2
2016,0,21753,Brian Davis,2
2016,0,47959,Bryson DeChambeau,2
2016,0,25369,Jamie Donaldson,2
2016,0,23409,James Driscoll,2
2016,0,20104,Ken Duke,2
2016,0,28307,Matt Every,2
2016,0,36735,Jorge Fernández Valdés,2
2016,0,25191,Gonzalo Fernandez-Castaño,2
2016,0,19846,Brian Gay,2
2016,0,32618,Rhein Gibson,2
2016,0,20433,Mark Hensby,2
2016,0,12782,Tim Herron,2
2016,0,20608,David Howell,2
2016,0,30852,Ryo Ishikawa,2
2016,0,34643,Michael Johnson,2
2016,0,27408,Martin Kaymer,2
2016,0,28258,K.T. Kim,2
2016,0,31420,Anirban Lahiri,2
2016,0,28092,D.H. Lee,2
2016,0,47643,Lance Lopez,2
2016,0,1706,Davis Love III,2
2016,0,33204,Shane Lowry,2
2016,0,24912,Will MacKenzie,2
2016,0,24781,Hunter Mahan,2
2016,0,22080,Prayad Marksaeng,2
2016,0,1766,Billy Mayfair,2
2016,0,47994,Lee McCoy,2
2016,0,23821,Yusaku Miyazato,2
2016,0,26329,Louis Oosthuizen,2
2016,0,27942,Rob Oppenheim,2
2016,0,28475,Jeff Overton,2
2016,0,36824,Paul Peterson,2
2016,0,25345,Carl Pettersson,2
2016,0,24138,Ian Poulter,2
2016,0,35732,Wes Roach,2
2016,0,22913,John Rollins,2
2016,0,46501,Ollie Schniederjans,2
2016,0,46441,Robby Shelton,2
2016,0,39328,Conrad Shindler,2
2016,0,35314,Andy Sullivan,2
2016,0,8385,Omar Uresti,2
2016,0,23623,Bo Van Pelt,2
2016,0,27095,Nick Watney,2
2016,0,20396,Lee Westwood,2
2016,0,29454,Bernd Wiesberger,2
2016,0,22000,Chris Wood,2
2015,0,26951,Johnson Wagner,14
2015,0,28089,Jason Day,11
2015,0,25274,Steven Bowditch,9
2015,0,32102,Rickie Fowler,9
2015,0,25818,Scott Piercy,9
2015,0,27936,Martin Laird,8
2015,0,29926,Danny Lee,8
2015,0,33418,Shawn Stefani,8
2015,0,34431,Robert Streb,8
2015,0,25632,Jimmy Walker,8
2015,0,25804,Bubba Watson,8
2015,0,20098,Stuart Appleby,7
2015,0,24507,Jason Bohn,7
2015,0,25720,Chad Collins,7
2015,0,23638,Brendon de Jonge,7
2015,0,34099,Harris English,7
2015,0,10809,Jim Furyk,7
2015,0,33399,Adam Hadwin,7
2015,0,33461,Morgan Hoffmann,7
2015,0,24024,Zach Johnson,7
2015,0,29478,Kevin Kisner,7
2015,0,36689,Brooks Koepka,7
2015,0,34046,Jordan Spieth,7
2015,0,21528,Henrik Stenson,7
2015,0,33448,Justin Thomas,7
2015,0,19803,Ryan Armour,6
2015,0,28259,Sangmoon Bae,6
2015,0,35545,Blayne Barber,6
2015,0,20593,Greg Chalmers,6
2015,0,24494,Erik Compton,6
2015,0,34262,Jon Curran,6
2015,0,21753,Brian Davis,6
2015,0,27436,Graham DeLaet,6
2015,0,29725,Tony Finau,6
2015,0,32448,James Hahn,6
2015,0,27644,Brian Harman,6
2015,0,39977,Max Homa,6
2015,0,21961,Charles Howell III,6
2015,0,30711,Colt Knost,6
2015,0,31202,William McGirt,6
2015,0,27933,John Merrick,6
2015,0,28475,Jeff Overton,6
2015,0,22056,Cameron Percy,6
2015,0,24361,Pat Perez,6
2015,0,46970,Jon Rahm,6
2015,0,23621,Rory Sabbatini,6
2015,0,30110,Kyle Stanley,6
2015,0,30927,Brendon Todd,6
2015,0,40026,Daniel Berger,5
2015,0,27895,Jonas Blixt,5
2015,0,29479,Scott Brown,5
2015,0,24925,Jonathan Byrd,5
2015,0,25364,Paul Casey,5
2015,0,28937,George Coetzee,5
2015,0,23983,Luke Donald,5
2015,0,25686,Jason Dufner,5
2015,0,20104,Ken Duke,5
2015,0,30736,Oscar Fraustro,5
2015,0,28679,Fabián Gómez,5
2015,0,29720,Andres Gonzales,5
2015,0,35539,Luke Guthrie,5
2015,0,26758,David Hearn,5
2015,0,34098,Russell Henley,5
2015,0,8075,Jerry Kelly,5
2015,0,30926,Chris Kirk,5
2015,0,33122,Russell Knox,5
2015,0,27466,Spencer Levin,5
2015,0,24912,Will MacKenzie,5
2015,0,33413,Ben Martin,5
2015,0,23800,Bryce Molder,5
2015,0,25198,Francesco Molinari,5
2015,0,26596,Ryan Moore,5
2015,0,24140,Sean O'Hair,5
2015,0,23320,Ryan Palmer,5
2015,0,25345,Carl Pettersson,5
2015,0,34256,Andrew Putnam,5
2015,0,28486,Michael Putnam,5
2015,0,34360,Patrick Reed,5
2015,0,29476,Kyle Reifers,5
2015,0,29221,Webb Simpson,5
2015,0,27649,Brandt Snedeker,5
2015,0,27214,Kevin Streelman,5
2015,0,27963,Chris Stroud,5
2015,0,34264,Hudson Swafford,5
2015,0,2206,David Toms,5
2015,0,33419,Cameron Tringale,5
2015,0,27770,Camilo Villegas,5
2015,0,27095,Nick Watney,5
2015,0,34265,Will Wilcox,5
2015,0,27796,Joe Affrunti,4
2015,0,33948,Byeong Hun An,4
2015,0,33120,Mark Anderson,4
2015,0,40058,Zac Blair,4
2015,0,12510,Chad Campbell,4
2015,0,32200,Roberto Castro,4
2015,0,20472,Alex Cejka,4
2015,0,32366,Kevin Chappell,4
2015,0,37273,Derek Ernst,4
2015,0,28307,Matt Every,4
2015,0,25191,Gonzalo Fernandez-Castaño,4
2015,0,21209,Sergio Garcia,4
2015,0,29535,Brice Garnett,4
2015,0,8725,Tom Gillis,4
2015,0,25900,Lucas Glover,4
2015,0,22892,Jason Gore,4
2015,0,29974,Branden Grace,4
2015,0,24924,Bill Haas,4
2015,0,23353,J.J. Henry,4
2015,0,31557,Jim Herman,4
2015,0,12716,Charley Hoffman,4
2015,0,35532,Tom Hoge,4
2015,0,27141,J.B. Holmes,4
2015,0,29420,Billy Horschel,4
2015,0,36801,Mark Hubbard,4
2015,0,34174,John Huh,4
2015,0,29222,Billy Hurley III,4
2015,0,30852,Ryo Ishikawa,4
2015,0,30925,Dustin Johnson,4
2015,0,26300,Matt Jones,4
2015,0,37454,Whee Kim,4
2015,0,30944,Jason Kokrak,4
2015,0,23108,Matt Kuchar,4
2015,0,34261,Scott Langley,4
2015,0,10860,Justin Leonard,4
2015,0,34409,David Lingmerth,4
2015,0,1706,Davis Love III,4
2015,0,33204,Shane Lowry,4
2015,0,32839,Hideki Matsuyama,4
2015,0,28237,Rory McIlroy,4
2015,0,24490,George McNeill,4
2015,0,32640,Troy Merritt,4
2015,0,1810,Phil Mickelson,4
2015,0,29289,S.Y. Noh,4
2015,0,26329,Louis Oosthuizen,4
2015,0,33667,Carlos Ortiz,4
2015,0,20691,Greg Owen,4
2015,0,20572,Rod Pampling,4
2015,0,34130,Sung Joon Park,4
2015,0,1945,Kenny Perry,4
2015,0,35451,Scott Pinckney,4
2015,0,30946,Alex Prugh,4
2015,0,26476,Chez Reavie,4
2015,0,36699,Patrick Rodgers,4
2015,0,25562,Andres Romero,4
2015,0,22405,Justin Rose,4
2015,0,29223,Sam Saunders,4
2015,0,26331,Charl Schwartzel,4
2015,0,46441,Robby Shelton,4
2015,0,28023,Byron Smith,4
2015,0,35891,Cameron Smith,4
2015,0,29518,Brendan Steele,4
2015,0,31560,Brian Stuard,4
2015,0,25834,Daniel Summerhays,4
2015,0,23325,Vaughn Taylor,4
2015,0,32150,Michael Thompson,4
2015,0,28780,Nicholas Thompson,4
2015,0,28132,Tyrone Van Aswegen,4
2015,0,23623,Bo Van Pelt,4
2015,0,26289,Boo Weekley,4
2015,0,25892,Steve Wheatcroft,4
2015,0,29454,Bernd Wiesberger,4
2015,0,21878,Mark Wilson,4
2015,0,31323,Gary Woodland,4
2015,0,20771,Steven Alker,3
2015,0,22371,Aaron Baddeley,3
2015,0,24846,Ricky Barnes,3
2015,0,33141,Keegan Bradley,3
2015,0,20848,Ángel Cabrera,3
2015,0,24357,K.J. Choi,3
2015,0,20229,Stewart Cink,3
2015,0,23135,Tim Clark,3
2015,0,46435,Austin Cook,3
2015,0,35260,Kelvin Day,3
2015,0,46567,Paul Dunne,3
2015,0,28500,Martin Flores,3
2015,0,1381,Fred Funk,3
2015,0,24358,Robert Garrigus,3
2015,0,31646,Emiliano Grillo,3
2015,0,34563,Chesson Hadley,3
2015,0,20433,Mark Hensby,3
2015,0,21731,Freddie Jacobson,3
2015,0,28308,Troy Kelly,3
2015,0,37092,Hyung-Sung Kim,3
2015,0,26851,Marc Leishman,3
2015,0,35300,Andrew Loupe,3
2015,0,23548,Bill Lunde,3
2015,0,24781,Hunter Mahan,3
2015,0,46442,Maverick McNealy,3
2015,0,25396,Kevin Na,3
2015,0,35541,John Peterson,3
2015,0,25240,D.A. Points,3
2015,0,24138,Ian Poulter,3
2015,0,34358,Jonathan Randolph,3
2015,0,31193,Jim Renner,3
2015,0,22913,John Rollins,3
2015,0,46501,Ollie Schniederjans,3
2015,0,20645,John Senden,3
2015,0,6567,Vijay Singh,3
2015,0,33486,Roger Sloan,3
2015,0,2106,Chris Smith,3
2015,0,30692,Scott Stallings,3
2015,0,29425,Andrew Svoboda,3
2015,0,25493,Nick Taylor,3
2015,0,27330,Josh Teater,3
2015,0,27064,Jhonattan Vegas,3
2015,0,2246,Duffy Waldorf,3
2015,0,20396,Lee Westwood,3
2015,0,8793,Tiger Woods,3
2015,0,24461,Thomas Aiken,2
2015,0,10885,Robert Allenby,2
2015,0,31289,Benjamín Alvarado,2
2015,0,30978,Kiradech Aphibarnrat,2
2015,0,21407,Arjun Atwal,2
2015,0,23048,Eric Axley,2
2015,0,32334,Charlie Beljan,2
2015,0,20070,Matt Bettencourt,2
2015,0,46504,Ashley Chesters,2
2015,0,47906,Austin Connelly,2
2015,0,23541,Ben Crane,2
2015,0,8931,Glen Day,2
2015,0,28339,Victor Dubuisson,2
2015,0,6522,Ernie Els,2
2015,0,31416,Derek Fathauer,2
2015,0,30911,Tommy Fleetwood,2
2015,0,7457,Steve Flesch,2
2015,0,24083,Marcus Fraser,2
2015,0,30750,Tommy Gainey,2
2015,0,20157,Retief Goosen,2
2015,0,39954,Cody Gribble,2
2015,0,46550,Brandon Hagy,2
2015,0,20766,Padraig Harrington,2
2015,0,6575,Dudley Hart,2
2015,0,25444,Justin Hicks,2
2015,0,22378,Trevor Immelman,2
2015,0,27747,Hiroshi Iwata,2
2015,0,12195,Tom Johnson,2
2015,0,46440,Smylie Kaufman,2
2015,0,27408,Martin Kaymer,2
2015,0,22986,Søren Kjeldsen,2
2015,0,31420,Anirban Lahiri,2
2015,0,29670,Pablo Larrazabal,2
2015,0,34579,Alexander Levy,2
2015,0,24748,WC Liang,2
2015,0,28300,Joost Luiten,2
2015,0,26881,Jarrod Lyle,2
2015,0,27120,Troy Matteson,2
2015,0,10585,Scott McCarron,2
2015,0,47994,Lee McCoy,2
2015,0,25572,Graeme McDowell,2
2015,0,6515,Shaun Micheel,2
2015,0,29256,James Morrison,2
2015,0,22046,Geoff Ogilvy,2
2015,0,33968,Thorbjørn Olesen,2
2015,0,29908,C.T. Pan,2
2015,0,1948,Tim Petrovic,2
2015,0,32876,Martin Piller,2
2015,0,35732,Wes Roach,2
2015,0,34087,Carlos Sainz Jr,2
2015,0,24502,Adam Scott,2
2015,0,22293,Heath Slocum,2
2015,0,33110,Michael Smith,2
2015,0,6527,Steve Stricker,2
2015,0,33449,Zack Sucher,2
2015,0,47234,Kyle Suppa,2
2015,0,32333,Kevin Tway,2
2015,0,29484,Peter Uihlein,2
2015,0,25841,Marc Warren,2
2015,0,25349,Tim Wilkinson,2
2015,0,32139,Danny Willett,2
2015,0,20436,Garrett Willis,2
2014,0,29420,Billy Horschel,12
2014,0,10809,Jim Furyk,11
2014,0,20157,Retief Goosen,10
2014,0,24024,Zach Johnson,10
2014,0,30927,Brendon Todd,9
2014,0,33141,Keegan Bradley,8
2014,0,28307,Matt Every,8
2014,0,8075,Jerry Kelly,8
2014,0,26851,Marc Leishman,8
2014,0,28237,Rory McIlroy,8
2014,0,25345,Carl Pettersson,8
2014,0,24507,Jason Bohn,7
2014,0,29479,Scott Brown,7
2014,0,23135,Tim Clark,7
2014,0,25720,Chad Collins,7
2014,0,34099,Harris English,7
2014,0,34563,Chesson Hadley,7
2014,0,29478,Kevin Kisner,7
2014,0,27466,Spencer Levin,7
2014,0,27649,Brandt Snedeker,7
2014,0,2206,David Toms,7
2014,0,34265,Will Wilcox,7
2014,0,32334,Charlie Beljan,6
2014,0,20593,Greg Chalmers,6
2014,0,24357,K.J. Choi,6
2014,0,28089,Jason Day,6
2014,0,23638,Brendon de Jonge,6
2014,0,32102,Rickie Fowler,6
2014,0,29740,Brad Fritsch,6
2014,0,32448,James Hahn,6
2014,0,27644,Brian Harman,6
2014,0,25444,Justin Hicks,6
2014,0,12716,Charley Hoffman,6
2014,0,33122,Russell Knox,6
2014,0,30944,Jason Kokrak,6
2014,0,23108,Matt Kuchar,6
2014,0,10860,Justin Leonard,6
2014,0,1810,Phil Mickelson,6
2014,0,25396,Kevin Na,6
2014,0,24361,Pat Perez,6
2014,0,35541,John Peterson,6
2014,0,29221,Webb Simpson,6
2014,0,6567,Vijay Singh,6
2014,0,27963,Chris Stroud,6
2014,0,25834,Daniel Summerhays,6
2014,0,25804,Bubba Watson,6
2014,0,20160,Charlie Wi,6
2014,0,20098,Stuart Appleby,5
2014,0,24846,Ricky Barnes,5
2014,0,10944,Thomas Bjørn,5
2014,0,35450,Patrick Cantlay,5
2014,0,25364,Paul Casey,5
2014,0,25686,Jason Dufner,5
2014,0,21209,Sergio Garcia,5
2014,0,29535,Brice Garnett,5
2014,0,35539,Luke Guthrie,5
2014,0,39977,Max Homa,5
2014,0,21961,Charles Howell III,5
2014,0,29222,Billy Hurley III,5
2014,0,21731,Freddie Jacobson,5
2014,0,30925,Dustin Johnson,5
2014,0,30926,Chris Kirk,5
2014,0,27936,Martin Laird,5
2014,0,29926,Danny Lee,5
2014,0,35139,Richard Lee,5
2014,0,33413,Ben Martin,5
2014,0,32839,Hideki Matsuyama,5
2014,0,25572,Graeme McDowell,5
2014,0,26596,Ryan Moore,5
