YEAR,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
2024,0,40058,Zac Blair,6
2024,0,33141,Keegan Bradley,6
2024,0,60004,Jacob Bridgeman,6
2024,0,20229,Stewart Cink,6
2024,0,52514,Trace Crowe,6
2024,0,33653,Thomas Detry,6
2024,0,50497,Adrien Dumont de Chassart,6
2024,0,45609,Tyler Duncan,6
2024,0,59866,Nick Dunlap,6
2024,0,40098,Matt Fitzpatrick,6
2024,0,35310,Lanto Griffin,6
2024,0,57975,Harry Hall,6
2024,0,47988,Nick Hardy,6
2024,0,54421,Garrick Higgo,6
2024,0,60067,Joe Highsmith,6
2024,0,36801,Mark Hubbard,6
2024,0,39971,Sungjae Im,6
2024,0,34587,Chan Kim,6
2024,0,39975,Michael Kim,6
2024,0,37455,Si Woo Kim,6
2024,0,36326,David Lipsky,6
2024,0,40162,Justin Lower,6
2024,0,28237,Rory McIlroy,6
2024,0,36871,Matt NeSmith,6
2024,0,28252,Seamus Power,6
2024,0,34256,Andrew Putnam,6
2024,0,46414,Aaron Rai,6
2024,0,46441,Robby Shelton,6
2024,0,50493,Justin Suh,6
2024,0,48119,Ben Taylor,6
2024,0,25493,Nick Taylor,6
2024,0,30927,Brendon Todd,6
2024,0,31323,Gary Woodland,6
2024,0,57366,Cameron Young,6
2024,0,40026,Daniel Berger,5
2024,0,34255,Joseph Bramlett,5
2024,0,29268,Bronson Burgoon,5
2024,0,32070,Rafael Campos,5
2024,0,47591,Eric Cole,5
2024,0,59442,Parker Coody,5
2024,0,59836,Pierceson Coody,5
2024,0,57362,Austin Eckroat,5
2024,0,34099,Harris English,5
2024,0,29936,Ryan Fox,5
2024,0,52375,Doug Ghim,5
2024,0,31646,Emiliano Grillo,5
2024,0,34098,Russell Henley,5
2024,0,12716,Charley Hoffman,5
2024,0,35532,Tom Hoge,5
2024,0,29420,Billy Horschel,5
2024,0,35506,Mackenzie Hughes,5
2024,0,24024,Zach Johnson,5
2024,0,55182,Tom Kim,5
2024,0,32757,Patton Kizzire,5
2024,0,37378,Min Woo Lee,5
2024,0,27129,Luke List,5
2024,0,52215,Robert MacIntyre,5
2024,0,32839,Hideki Matsuyama,5
2024,0,51950,Max McGreevy,5
2024,0,46442,Maverick McNealy,5
2024,0,39546,Keith Mitchell,5
2024,0,49947,Taylor Moore,5
2024,0,46601,Trey Mullinax,5
2024,0,27349,Alex Noren,5
2024,0,30163,Henrik Norlander,5
2024,0,33968,Thorbjørn Olesen,5
2024,0,29908,C.T. Pan,5
2024,0,47679,Victor Perez,5
2024,0,57900,Chandler Phillips,5
2024,0,25818,Scott Piercy,5
2024,0,48867,Matti Schmid,5
2024,0,51600,Jimmy Stanger,5
2024,0,27214,Kevin Streelman,5
2024,0,52666,Sami Valimaki,5
2024,0,48887,Matt Wallace,5
2024,0,52374,Brandon Wu,5
2024,0,47483,Will Zalatoris,5
2024,0,52955,Ludvig Åberg,4
2024,0,51661,Nick Bachem,4
2024,0,22371,Aaron Baddeley,4
2024,0,60369,Sam Bairstow,4
2024,0,34374,Erik Barnes,4
2024,0,45522,Christiaan Bezuidenhout,4
2024,0,34310,Alexander Björk,4
2024,0,48084,Wesley Bryan,4
2024,0,55708,Hayden Buckley,4
2024,0,34021,Bud Cauley,4
2024,0,52372,Cameron Champ,4
2024,0,32366,Kevin Chappell,4
2024,0,66743,Luke Clanton,4
2024,0,34076,Joel Dahmen,4
2024,0,47663,Kevin Dougherty,4
2024,0,37066,Grant Forrest,4
2024,0,29535,Brice Garnett,4
2024,0,34563,Chesson Hadley,4
2024,0,60767,Blaine Hale Jr.,4
2024,0,60065,Ryan Hall,4
2024,0,39977,Max Homa,4
2024,0,34500,Ryosuke Kinoshita,4
2024,0,47420,Jake Knapp,4
2024,0,36884,Ben Kohles,4
2024,0,35879,Kelly Kraft,4
2024,0,37250,Romain Langasque,4
2024,0,47443,Junghwan Lee,4
2024,0,34466,Peter Malnati,4
2024,0,33413,Ben Martin,4
2024,0,59141,Matt McCarty,4
2024,0,34213,Grayson Murray,4
2024,0,29289,S.Y. Noh,4
2024,0,23320,Ryan Palmer,4
2024,0,40250,Taylor Pendrith,4
2024,0,47983,Chad Ramey,4
2024,0,47995,Davis Riley,4
2024,0,34371,Adrien Saddier,4
2024,0,47347,Adam Schenk,4
2024,0,66583,Taisei Shimizu,4
2024,0,63807,Neal Shipley,4
2024,0,27139,David Skinns,4
2024,0,54218,Yuta Sugiura,4
2024,0,40115,Adam Svensson,4
2024,0,50584,Connor Syme,4
2024,0,48699,Callum Tarren,4
2024,0,38991,Alejandro Tosti,4
2024,0,48319,Tom Whitney,4
2024,0,55454,Carl Yuan,4
2024,0,66417,Blades Brown,3
2024,0,57259,Daniel Brown,3
2024,0,33974,Dean Burmester,3
2024,0,48936,Ugo Coussaud,3
2024,0,59077,Spencer Cross,3
2024,0,45157,Cam Davis,3
2024,0,47079,Harrison Endycott,3
2024,0,56149,Wilson Furr,3
2024,0,59018,Ryan Gerard,3
2024,0,57593,Ian Gilligan,3
2024,0,46594,Ricardo Gouveia,3
2024,0,39954,Cody Gribble,3
2024,0,28340,Julien Guerrier,3
2024,0,24980,Scott Gutschewski,3
2024,0,24924,Bill Haas,3
2024,0,32448,James Hahn,3
2024,0,37428,Evan Harmeling,3
2024,0,34363,Tyrrell Hatton,3
2024,0,39058,Lucas Herbert,3
2024,0,49120,Kensei Hirata,3
2024,0,52686,Rasmus Hojgaard,3
2024,0,52453,Nicolai Højgaard,3
2024,0,30852,Ryo Ishikawa,3
2024,0,55955,Matthew Jordan,3
2024,0,27974,Sung Kang,3
2024,0,29478,Kevin Kisner,3
2024,0,54813,Philip Knowles,3
2024,0,33122,Russell Knox,3
2024,0,37446,Jacques Kruyswijk,3
2024,0,54422,Christo Lamprecht,3
2024,0,34607,Francesco Laporta,3
2024,0,28775,Nate Lashley,3
2024,0,33199,Matteo Manassero,3
2024,0,31202,William McGirt,3
2024,0,32640,Troy Merritt,3
2024,0,26596,Ryan Moore,3
2024,0,45486,Joaquin Niemann,3
2024,0,48051,Yannik Paul,3
2024,0,36824,Paul Peterson,3
2024,0,26476,Chez Reavie,3
2024,0,22405,Justin Rose,3
2024,0,46646,Antoine Rozner,3
2024,0,47888,Taiga Semikawa,3
2024,0,23481,Marcel Siem,3
2024,0,33486,Roger Sloan,3
2024,0,50095,Austin Smotherman,3
2024,0,27649,Brandt Snedeker,3
2024,0,30692,Scott Stallings,3
2024,0,49960,Sepp Straka,3
2024,0,35314,Andy Sullivan,3
2024,0,57586,Jesper Svensson,3
2024,0,48640,Johannes Veerman,3
2024,0,27770,Camilo Villegas,3
2024,0,27095,Nick Watney,3
2024,0,54328,Norman Xiong,3
2024,0,56100,Ren Yonezawa,3
2024,0,67118,Kihei Akina,2
2024,0,33408,Tyson Alexander,2
2024,0,47125,Matt Atkins,2
2024,0,37212,Paul Barjon,2
2024,0,59652,Sam Bennett,2
2024,0,57330,Matthis Besard,2
2024,0,22764,Michael Block,2
2024,0,28420,Ryan Brehm,2
2024,0,24925,Jonathan Byrd,2
2024,0,26499,Rafa Cabrera Bello,2
2024,0,59570,Tyler Collet,2
2024,0,46435,Austin Cook,2
2024,0,39436,Joshua Creel,2
2024,0,58605,Quade Cummins,2
2024,0,39067,MJ Daffue,2
2024,0,33459,Jens Dantorp,2
2024,0,61520,Santiago de la Fuente,2
2024,0,50762,Alejandro Del Rey,2
2024,0,51680,Alistair Docherty,2
2024,0,37338,Zecheng Dou,2
2024,0,57123,Steven Fisk,2
2024,0,55721,Alex Fitzpatrick,2
2024,0,29970,Dylan Frittelli,2
2024,0,30750,Tommy Gainey,2
2024,0,35901,Paul Haley II,2
2024,0,64594,Angel Hidalgo Portillo,2
2024,0,33597,Harry Higgs,2
2024,0,55707,Calum Hill,2
2024,0,32775,Shugo Imahira,2
2024,0,54869,Chase Johnson,2
2024,0,47917,Takumi Kanaya,2
2024,0,46879,Naoyuki Kataoka,2
2024,0,48632,Yuto Katsuragawa,2
2024,0,63454,Johnny Keefer,2
2024,0,30957,Max Kieffer,2
2024,0,60895,Kris Kim,2
2024,0,36689,Brooks Koepka,2
2024,0,58696,Peter Kuest,2
2024,0,45523,Thriston Lawrence,2
2024,0,35296,Haotong Li,2
2024,0,46837,Yuxin Lin,2
2024,0,37278,Nicholas Lindheim,2
2024,0,46368,Stuart Macdonald,2
2024,0,54190,Richard Mansell,2
2024,0,50823,Tom McKibbin,2
2024,0,25198,Francesco Molinari,2
2024,0,32344,Lukas Nemecz,2
2024,0,51635,Chris Nido,2
2024,0,35706,Niklas Norgaard,2
2024,0,51070,Vincent Norrman,2
2024,0,24140,Sean O'Hair,2
2024,0,39262,Alvaro Ortiz,2
2024,0,59160,John Pak,2
2024,0,47806,Raul Pereda,2
2024,0,61193,David Puig,2
2024,0,48052,Max Rottluff,2
2024,0,34610,Matthias Schwab,2
2024,0,39113,Shubhankar Sharma,2
2024,0,29221,Webb Simpson,2
2024,0,34431,Robert Streb,2
2024,0,27963,Chris Stroud,2
2024,0,27330,Josh Teater,2
2024,0,35617,Martin Trainer,2
2024,0,59827,Tom Vaillant,2
2024,0,57864,Jackson Van Paris,2
2024,0,47128,Richy Werenski,2
2024,0,25349,Tim Wilkinson,2
2024,0,32139,Danny Willett,2
2024,0,55940,Andrew Wilson,2
2024,0,33870,Ashun Wu,2
2023,0,29725,Tony Finau,12
2023,0,25900,Lucas Glover,12
2023,0,39971,Sungjae Im,12
2023,0,39324,J.J. Spaun,12
2023,0,52955,Ludvig Åberg,11
2023,0,55708,Hayden Buckley,11
2023,0,27644,Brian Harman,11
2023,0,46717,Viktor Hovland,11
2023,0,29926,Danny Lee,11
2023,0,26596,Ryan Moore,11
2023,0,46414,Aaron Rai,11
2023,0,32102,Rickie Fowler,10
2023,0,34098,Russell Henley,10
2023,0,27129,Luke List,10
2023,0,35449,Adam Long,10
2023,0,40162,Justin Lower,10
2023,0,55789,Taylor Montgomery,10
2023,0,49771,J.T. Poston,10
2023,0,28252,Seamus Power,10
2023,0,34256,Andrew Putnam,10
2023,0,30927,Brendon Todd,10
2023,0,27770,Camilo Villegas,10
2023,0,45157,Cam Davis,9
2023,0,31646,Emiliano Grillo,9
2023,0,30926,Chris Kirk,9
2023,0,32791,K.H. Lee,9
2023,0,32640,Troy Merritt,9
2023,0,36871,Matt NeSmith,9
2023,0,27349,Alex Noren,9
2023,0,46970,Jon Rahm,9
2023,0,48081,Xander Schauffele,9
2023,0,51890,Greyson Sigg,9
2023,0,48119,Ben Taylor,9
2023,0,58168,Davis Thompson,9
2023,0,47483,Will Zalatoris,9
2023,0,33141,Keegan Bradley,8
2023,0,20229,Stewart Cink,8
2023,0,33653,Thomas Detry,8
2023,0,57362,Austin Eckroat,8
2023,0,52375,Doug Ghim,8
2023,0,56762,Will Gordon,8
2023,0,39977,Max Homa,8
2023,0,36799,Stephan Jaeger,8
2023,0,27936,Martin Laird,8
2023,0,37378,Min Woo Lee,8
2023,0,28237,Rory McIlroy,8
2023,0,51070,Vincent Norrman,8
2023,0,40250,Taylor Pendrith,8
2023,0,37275,Sam Ryder,8
2023,0,46046,Scottie Scheffler,8
2023,0,47347,Adam Schenk,8
2023,0,33948,Byeong Hun An,7
2023,0,48084,Wesley Bryan,7
2023,0,51766,Wyndham Clark,7
2023,0,46435,Austin Cook,7
2023,0,34076,Joel Dahmen,7
2023,0,28089,Jason Day,7
2023,0,54591,Ben Griffin,7
2023,0,49298,Kramer Hickok,7
2023,0,35461,Beau Hossler,7
2023,0,35506,Mackenzie Hughes,7
2023,0,37455,Si Woo Kim,7
2023,0,32757,Patton Kizzire,7
2023,0,23108,Matt Kuchar,7
2023,0,23320,Ryan Palmer,7
2023,0,25818,Scott Piercy,7
2023,0,40115,Adam Svensson,7
2023,0,51634,Sahith Theegala,7
2023,0,40006,Erik van Rooyen,7
2023,0,45242,Kevin Yu,7
2023,0,22371,Aaron Baddeley,6
2023,0,40058,Zac Blair,6
2023,0,34255,Joseph Bramlett,6
2023,0,28420,Ryan Brehm,6
2023,0,35450,Patrick Cantlay,6
2023,0,47591,Eric Cole,6
2023,0,40098,Matt Fitzpatrick,6
2023,0,54421,Garrick Higgo,6
2023,0,54628,Lee Hodges,6
2023,0,35532,Tom Hoge,6
2023,0,55182,Tom Kim,6
2023,0,34409,David Lingmerth,6
2023,0,34466,Peter Malnati,6
2023,0,51950,Max McGreevy,6
2023,0,50525,Collin Morikawa,6
2023,0,47983,Chad Ramey,6
2023,0,22405,Justin Rose,6
2023,0,24502,Adam Scott,6
2023,0,49960,Sepp Straka,6
2023,0,50493,Justin Suh,6
2023,0,25493,Nick Taylor,6
2023,0,33448,Justin Thomas,6
2023,0,51894,Vince Whaley,6
2023,0,52374,Brandon Wu,6
2023,0,52513,Carson Young,6
2023,0,45522,Christiaan Bezuidenhout,5
2023,0,56630,Akshay Bhatia,5
2023,0,24925,Jonathan Byrd,5
2023,0,39997,Corey Conners,5
2023,0,37338,Zecheng Dou,5
2023,0,51349,Nico Echavarria,5
2023,0,34099,Harris English,5
2023,0,31577,Tano Goya,5
2023,0,34563,Chesson Hadley,5
2023,0,33399,Adam Hadwin,5
2023,0,47988,Nick Hardy,5
2023,0,12716,Charley Hoffman,5
2023,0,52453,Nicolai Hojgaard,5
2023,0,36801,Mark Hubbard,5
2023,0,39975,Michael Kim,5
2023,0,50188,S.H. Kim,5
2023,0,33122,Russell Knox,5
2023,0,35879,Kelly Kraft,5
2023,0,58696,Peter Kuest,5
2023,0,28775,Nate Lashley,5
2023,0,47993,Denny McCarthy,5
2023,0,31202,William McGirt,5
2023,0,46442,Maverick McNealy,5
2023,0,39546,Keith Mitchell,5
2023,0,51997,Andrew Novak,5
2023,0,47529,Mito Pereira,5
2023,0,26476,Chez Reavie,5
2023,0,53165,Doc Redman,5
2023,0,47995,Davis Riley,5
2023,0,36699,Patrick Rodgers,5
2023,0,48867,Matti Schmid,5
2023,0,46441,Robby Shelton,5
2023,0,46340,Alex Smalley,5
2023,0,46464,Jordan Smith,5
2023,0,34046,Jordan Spieth,5
2023,0,55893,Sam Stevens,5
2023,0,27214,Kevin Streelman,5
2023,0,48699,Callum Tarren,5
2023,0,25632,Jimmy Walker,5
2023,0,48887,Matt Wallace,5
2023,0,54783,Dylan Wu,5
2023,0,57366,Cameron Young,5
2023,0,33408,Tyson Alexander,4
2023,0,19803,Ryan Armour,4
2023,0,24846,Ricky Barnes,4
2023,0,33974,Dean Burmester,4
2023,0,47504,Sam Burns,4
2023,0,52372,Cameron Champ,4
2023,0,32366,Kevin Chappell,4
2023,0,49453,Trevor Cone,4
2023,0,39067,MJ Daffue,4
2023,0,25686,Jason Dufner,4
2023,0,45609,Tyler Duncan,4
2023,0,30911,Tommy Fleetwood,4
2023,0,30750,Tommy Gainey,4
2023,0,29535,Brice Garnett,4
2023,0,51414,Brent Grant,4
2023,0,35901,Paul Haley II,4
2023,0,57975,Harry Hall,4
2023,0,34363,Tyrrell Hatton,4
2023,0,39058,Lucas Herbert,4
2023,0,35778,Kazuki Higa,4
2023,0,49120,Kensei Hirata,4
2023,0,34656,Mikumu Horikawa,4
2023,0,30852,Ryo Ishikawa,4
2023,0,24024,Zach Johnson,4
2023,0,27974,Sung Kang,4
2023,0,32815,Masahiro Kawamura,4
2023,0,45426,Nathan Kimsey,4
2023,0,36884,Ben Kohles,4
2023,0,34579,Alexander Levy,4
2023,0,37278,Nicholas Lindheim,4
2023,0,36326,David Lipsky,4
2023,0,33204,Shane Lowry,4
2023,0,52215,Robert MacIntyre,4
2023,0,33413,Ben Martin,4
2023,0,32839,Hideki Matsuyama,4
2023,0,49947,Taylor Moore,4
2023,0,63121,William Mouw,4
2023,0,48822,Sebastián Muñoz,4
2023,0,34213,Grayson Murray,4
2023,0,30163,Henrik Norlander,4
2023,0,36724,Augusto Núñez,4
2023,0,29908,C.T. Pan,4
2023,0,25240,D.A. Points,4
2023,0,29476,Kyle Reifers,4
2023,0,39335,Kevin Roy,4
2023,0,34371,Adrien Saddier,4
2023,0,56781,Isaiah Salinda,4
2023,0,29221,Webb Simpson,4
2023,0,50095,Austin Smotherman,4
2023,0,30110,Kyle Stanley,4
2023,0,34431,Robert Streb,4
2023,0,31560,Brian Stuard,4
2023,0,32150,Michael Thompson,4
2023,0,32333,Kevin Tway,4
2023,0,58967,Trevor Werbylo,4
2023,0,47128,Richy Werenski,4
2023,0,52411,Kyle Westmoreland,4
2023,0,31323,Gary Woodland,4
2023,0,55454,Carl Yuan,4
2023,0,52096,Adri Arnaus,3
2023,0,47125,Matt Atkins,3
2023,0,28259,Sangmoon Bae,3
2023,0,34374,Erik Barnes,3
2023,0,59652,Sam Bennett,3
2023,0,55930,Fred Biondi,3
2023,0,52095,Christoffer Bring,3
2023,0,29479,Scott Brown,3
2023,0,51363,George Bryan IV,3
2023,0,23541,Ben Crane,3
2023,0,39524,Sean Crocker,3
2023,0,31681,Louis de Jager,3
2023,0,35376,Roberto Díaz,3
2023,0,23983,Luke Donald,3
2023,0,47079,Harrison Endycott,3
2023,0,29936,Ryan Fox,3
2023,0,29970,Dylan Frittelli,3
2023,0,19846,Brian Gay,3
2023,0,59018,Ryan Gerard,3
2023,0,39954,Cody Gribble,3
2023,0,35310,Lanto Griffin,3
2023,0,24924,Bill Haas,3
2023,0,32448,James Hahn,3
2023,0,47987,Cole Hammer,3
2023,0,27554,Scott Harrington,3
2023,0,33597,Harry Higgs,3
2023,0,51287,Ryo Hisatsune,3
2023,0,29420,Billy Horschel,3
2023,0,55955,Matthew Jordan,3
2023,0,47393,Jeffrey Kang,3
2023,0,48632,Yuto Katsuragawa,3
2023,0,30957,Maximilian Kieffer,3
2023,0,29478,Kevin Kisner,3
2023,0,48117,Kurt Kitayama,3
2023,0,32816,Satoshi Kodaira,3
2023,0,36689,Brooks Koepka,3
2023,0,34317,Joakim Lagergren,3
2023,0,33410,Andrew Landry,3
2023,0,27466,Spencer Levin,3
2023,0,46837,Yuxin Lin,3
2023,0,49228,Keita Nakajima,3
2023,0,29289,S.Y. Noh,3
2023,0,24140,Sean O'Hair,3
2023,0,22046,Geoff Ogilvy,3
2023,0,33968,Thorbjørn Olesen,3
2023,0,22056,Cameron Percy,3
2023,0,47679,Victor Perez,3
2023,0,52287,David Ravetto,3
2023,0,57737,Jayden Schaper,3
2023,0,34610,Matthias Schwab,3
2023,0,35891,Cameron Smith,3
2023,0,27649,Brandt Snedeker,3
2023,0,46405,Sebastian Soderberg,3
2023,0,58669,Jacob Solomon,3
2023,0,30692,Scott Stallings,3
2023,0,29518,Brendan Steele,3
2023,0,27963,Chris Stroud,3
2023,0,57364,Michael Thorbjornsen,3
2023,0,55573,John VanDerLaan,3
2023,0,27064,Jhonattan Vegas,3
2023,0,60021,Patrick Welch,3
2023,0,32139,Danny Willett,3
2023,0,49964,Aaron Wise,3
2023,0,33870,Ashun Wu,3
2023,0,29939,Fabrizio Zanotti,3
2023,0,49303,Anders Albertson,2
2023,0,34310,Alexander Björk,2
2023,0,27895,Jonas Blixt,2
2023,0,63459,Dan Bradbury,2
2023,0,60004,Jacob Bridgeman,2
2023,0,57259,Daniel Brown,2
2023,0,32367,Jorge Campillo,2
2023,0,49590,Frankie Capan III,2
2023,0,60006,Ben Carr,2
2023,0,20593,Greg Chalmers,2
2023,0,59442,Parker Coody,2
2023,0,35110,Brett Drewitt,2
2023,0,37273,Derek Ernst,2
2023,0,50223,Ewen Ferguson,2
2023,0,37066,Grant Forrest,2
2023,0,24358,Robert Garrigus,2
2023,0,32662,Michael Gligic,2
2023,0,28679,Fabián Gómez,2
2023,0,59095,Chris Gotterup,2
2023,0,31273,Gavin Green,2
2023,0,20766,Padraig Harrington,2
2023,0,31557,Jim Herman,2
2023,0,64594,Angel Hidalgo Portillo,2
2023,0,55707,Calum Hill,2
2023,0,49813,Daniel Hillier,2
2023,0,47056,Rikuya Hoshino,2
2023,0,34174,John Huh,2
2023,0,36514,Yuki Inamori,2
2023,0,59743,Aguri Iwasaki,2
2023,0,54869,Chase Johnson,2
2023,0,12195,Tom Johnson,2
2023,0,35087,Bio Kim,2
2023,0,46404,Marcus Kinhult,2
2023,0,54813,Philip Knowles,2
2023,0,27797,Derek Lamely,2
2023,0,49766,Hank Lebioda,2
2023,0,28300,Joost Luiten,2
2023,0,51491,Brandon Matthews,2
2023,0,50823,Tom McKibbin,2
2023,0,33674,Adrian Meronk,2
2023,0,39834,Guido Migliozzi,2
2023,0,25198,Francesco Molinari,2
2023,0,46601,Trey Mullinax,2
2023,0,28521,Ryutaro Nagano,2
2023,0,51635,Chris Nido,2
2023,0,65280,Niklas Norgaard,2
2023,0,27556,Ted Potter Jr.,2
2023,0,32394,Tapio Pulkkanen,2
2023,0,29531,Richie Ramsay,2
2023,0,45847,JC Ritchie,2
2023,0,23621,Rory Sabbatini,2
2023,0,64442,Gordon Sargent,2
2023,0,31242,Marcel Schneider,2
2023,0,47888,Taiga Semikawa,2
2023,0,23481,Marcel Siem,2
2023,0,33486,Roger Sloan,2
2023,0,29485,Brett Stegmaier,2
2023,0,64054,Caleb Surratt,2
2023,0,29425,Andrew Svoboda,2
2023,0,50584,Connor Syme,2
2023,0,23325,Vaughn Taylor,2
2023,0,27330,Josh Teater,2
2023,0,38991,Alejandro Tosti,2
2023,0,23788,D.J. Trahan,2
2023,0,35617,Martin Trainer,2
2023,0,23623,Bo Van Pelt,2
2023,0,63123,Travis Vick,2
2023,0,27095,Nick Watney,2
2023,0,50992,Brett White,2
2023,0,33117,Dale Whitnell,2
2023,0,50154,Joseph Winslow,2
2022,0,29725,Tony Finau,13
2022,0,32839,Hideki Matsuyama,13
2022,0,29221,Webb Simpson,11
2022,0,28252,Seamus Power,10
2022,0,32662,Michael Gligic,9
2022,0,36801,Mark Hubbard,9
2022,0,29478,Kevin Kisner,9
2022,0,25900,Lucas Glover,8
2022,0,34563,Chesson Hadley,8
2022,0,34098,Russell Henley,8
2022,0,30926,Chris Kirk,8
2022,0,26851,Marc Leishman,8
2022,0,24502,Adam Scott,8
2022,0,34046,Jordan Spieth,8
2022,0,40115,Adam Svensson,8
2022,0,56278,Matthew Wolff,8
2022,0,47504,Sam Burns,7
2022,0,51766,Wyndham Clark,7
2022,0,45157,Cam Davis,7
2022,0,12716,Charley Hoffman,7
2022,0,35532,Tom Hoge,7
2022,0,46717,Viktor Hovland,7
2022,0,55182,Tom Kim,7
2022,0,23108,Matt Kuchar,7
2022,0,32791,K.H. Lee,7
2022,0,49947,Taylor Moore,7
2022,0,23320,Ryan Palmer,7
2022,0,29908,C.T. Pan,7
2022,0,34256,Andrew Putnam,7
2022,0,47995,Davis Riley,7
2022,0,48081,Xander Schauffele,7
2022,0,35891,Cameron Smith,7
2022,0,33448,Justin Thomas,7
2022,0,34255,Joseph Bramlett,6
2022,0,35450,Patrick Cantlay,6
2022,0,45609,Tyler Duncan,6
2022,0,21209,Sergio Garcia,6
2022,0,46402,Talor Gooch,6
2022,0,33399,Adam Hadwin,6
2022,0,33597,Harry Higgs,6
2022,0,39977,Max Homa,6
2022,0,29420,Billy Horschel,6
2022,0,39971,Sungjae Im,6
2022,0,30925,Dustin Johnson,6
2022,0,27936,Martin Laird,6
2022,0,36326,David Lipsky,6
2022,0,35449,Adam Long,6
2022,0,34466,Peter Malnati,6
2022,0,47993,Denny McCarthy,6
2022,0,28237,Rory McIlroy,6
2022,0,50525,Collin Morikawa,6
2022,0,25396,Kevin Na,6
2022,0,45486,Joaquin Niemann,6
2022,0,40250,Taylor Pendrith,6
2022,0,49771,J.T. Poston,6
2022,0,46414,Aaron Rai,6
2022,0,51890,Greyson Sigg,6
2022,0,50095,Austin Smotherman,6
2022,0,39324,J.J. Spaun,6
2022,0,30692,Scott Stallings,6
2022,0,49960,Sepp Straka,6
2022,0,34264,Hudson Swafford,6
2022,0,30927,Brendon Todd,6
2022,0,33419,Cameron Tringale,6
2022,0,48887,Matt Wallace,6
2022,0,49964,Aaron Wise,6
2022,0,40026,Daniel Berger,5
2022,0,45522,Christiaan Bezuidenhout,5
2022,0,48084,Wesley Bryan,5
2022,0,39997,Corey Conners,5
2022,0,35110,Brett Drewitt,5
2022,0,34099,Harris English,5
2022,0,40098,Matt Fitzpatrick,5
2022,0,59095,Chris Gotterup,5
2022,0,35310,Lanto Griffin,5
2022,0,27644,Brian Harman,5
2022,0,34174,John Huh,5
2022,0,36799,Stephan Jaeger,5
2022,0,26300,Matt Jones,5
2022,0,33122,Russell Knox,5
2022,0,32816,Satoshi Kodaira,5
2022,0,30944,Jason Kokrak,5
2022,0,28775,Nate Lashley,5
2022,0,29926,Danny Lee,5
2022,0,31202,William McGirt,5
2022,0,51950,Max McGreevy,5
2022,0,46442,Maverick McNealy,5
2022,0,39546,Keith Mitchell,5
2022,0,25198,Francesco Molinari,5
2022,0,26596,Ryan Moore,5
2022,0,46601,Trey Mullinax,5
2022,0,24361,Pat Perez,5
2022,0,46970,Jon Rahm,5
2022,0,26476,Chez Reavie,5
2022,0,30110,Kyle Stanley,5
2022,0,34431,Robert Streb,5
2022,0,27214,Kevin Streelman,5
2022,0,31560,Brian Stuard,5
2022,0,51634,Sahith Theegala,5
2022,0,32150,Michael Thompson,5
2022,0,57364,Michael Thorbjornsen,5
