YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2024,1,0,47504,Sam Burns,100.00%,696,696
2024,1,0,47420,Jake Knapp,100.00%,768,768
2024,1,0,50525,Collin Morikawa,100.00%,717,717
2024,1,0,30163,Henrik Norlander,100.00%,551,551
2024,1,0,32333,Kevin Tway,100.00%,524,524
2024,1,0,52666,Sami Valimaki,100.00%,605,605
2024,7,0,52375,Doug Ghim,99.89%,888,887
2024,8,0,39327,Ben Silverman,99.87%,765,764
2024,8,0,52513,Carson Young,99.87%,770,769
2024,10,0,50497,Adrien Dumont de Chassart,99.86%,705,704
2024,10,0,32102,Rickie Fowler,99.86%,737,736
2024,10,0,29420,Billy Horschel,99.86%,728,727
2024,10,0,36871,Matt NeSmith,99.86%,706,705
2024,10,0,48081,Xander Schauffele,99.86%,735,734
2024,10,0,49960,Sepp Straka,99.86%,739,738
2024,16,0,51977,Max Greyserman,99.85%,668,667
2024,16,0,34098,Russell Henley,99.85%,688,687
2024,16,0,28775,Nate Lashley,99.85%,675,674
2024,19,0,28089,Jason Day,99.84%,620,619
2024,19,0,45609,Tyler Duncan,99.84%,642,641
2024,19,0,34563,Chesson Hadley,99.84%,641,640
2024,19,0,32640,Troy Merritt,99.84%,644,643
2024,23,0,52453,Nicolai Højgaard,99.80%,509,508
2024,23,0,36699,Patrick Rodgers,99.80%,1003,1001
2024,25,0,32070,Rafael Campos,99.79%,483,482
2024,25,0,55789,Taylor Montgomery,99.79%,475,474
2024,27,0,32366,Kevin Chappell,99.78%,455,454
2024,28,0,35506,Mackenzie Hughes,99.77%,866,864
2024,28,0,37455,Si Woo Kim,99.77%,865,863
2024,28,0,47993,Denny McCarthy,99.77%,857,855
2024,28,0,46414,Aaron Rai,99.77%,857,855
2024,32,0,40162,Justin Lower,99.76%,850,848
2024,32,0,25493,Nick Taylor,99.76%,823,821
2024,32,0,35617,Martin Trainer,99.76%,418,417
2024,35,0,39546,Keith Mitchell,99.75%,806,804
2024,36,0,30926,Chris Kirk,99.73%,753,751
2024,37,0,59143,Mac Meissner,99.72%,706,704
2024,38,0,55708,Hayden Buckley,99.71%,682,680
2024,38,0,52215,Robert MacIntyre,99.71%,692,690
2024,38,0,28237,Rory McIlroy,99.71%,691,689
2024,38,0,27349,Alex Noren,99.71%,700,698
2024,38,0,47679,Victor Perez,99.71%,693,691
2024,38,0,24502,Adam Scott,99.71%,678,676
2024,38,0,52374,Brandon Wu,99.71%,700,698
2024,45,0,47591,Eric Cole,99.70%,1005,1002
2024,45,0,40098,Matt Fitzpatrick,99.70%,656,654
2024,47,0,48699,Callum Tarren,99.69%,653,651
