YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
2023,14,0,46970,Jon Rahm,22.45%,44,196
2023,15,0,34363,Tyrrell Hatton,22.40%,41,183
2023,16,0,52453,Nicolai Hojgaard,22.34%,21,94
2023,17,0,47504,Sam Burns,22.32%,52,233
2023,18,0,22371,Aaron Baddeley,22.29%,39,175
2023,19,0,36326,David Lipsky,22.27%,57,256
2023,20,0,45522,Christiaan Bezuidenhout,22.22%,54,243
2023,20,0,48081,Xander Schauffele,22.22%,46,207
2023,20,0,24502,Adam Scott,22.22%,34,153
2023,23,0,29221,Webb Simpson,22.16%,37,167
2023,24,0,27349,Alex Noren,21.83%,43,197
2023,25,0,30927,Brendon Todd,21.72%,58,267
2023,26,0,57975,Harry Hall,21.56%,47,218
2023,27,0,30926,Chris Kirk,21.51%,54,251
2023,28,0,55182,Tom Kim,21.46%,44,205
2023,29,0,35532,Tom Hoge,21.45%,59,275
2023,30,0,39058,Lucas Herbert,21.37%,28,131
2023,31,0,51070,Vincent Norrman,21.35%,41,192
2023,32,0,39971,Sungjae Im,21.32%,55,258
2023,33,0,51634,Sahith Theegala,21.20%,53,250
2023,34,0,55708,Hayden Buckley,21.16%,40,189
2023,35,0,40098,Matt Fitzpatrick,21.13%,41,194
2023,36,0,59018,Ryan Gerard,21.05%,28,133
2023,36,0,29289,S.Y. Noh,21.05%,32,152
2023,38,0,47988,Nick Hardy,20.98%,60,286
2023,39,0,54783,Dylan Wu,20.97%,56,267
2023,40,0,36801,Mark Hubbard,20.93%,54,258
2023,41,0,56630,Akshay Bhatia,20.90%,37,177
2023,42,0,52374,Brandon Wu,20.82%,51,245
2023,43,0,26596,Ryan Moore,20.60%,41,199
2023,44,0,27936,Martin Laird,20.59%,42,204
2023,45,0,31646,Emiliano Grillo,20.51%,56,273
2023,46,0,30911,Tommy Fleetwood,20.43%,38,186
2023,47,0,33410,Andrew Landry,20.40%,41,201
2023,48,0,54591,Ben Griffin,20.38%,54,265
2023,49,0,39997,Corey Conners,20.37%,44,216
2023,49,0,31577,Tano Goya,20.37%,44,216
2023,51,0,47591,Eric Cole,20.31%,66,325
2023,52,0,31560,Brian Stuard,20.26%,31,153
2023,53,0,34256,Andrew Putnam,20.22%,54,267
2023,54,0,45242,Kevin Yu,20.16%,25,124
2023,55,0,33653,Thomas Detry,20.10%,40,199
2023,56,0,45157,Cam Davis,20.09%,46,229
2023,56,0,28252,Seamus Power,20.09%,43,214
2023,58,0,31202,William McGirt,20.00%,25,125
2023,59,0,36871,Matt NeSmith,19.84%,51,257
2023,60,0,52513,Carson Young,19.75%,48,243
2023,61,0,55454,Carl Yuan,19.73%,44,223
2023,62,0,32839,Hideki Matsuyama,19.70%,39,198
2023,63,0,49947,Taylor Moore,19.57%,46,235
2023,64,0,46046,Scottie Scheffler,19.51%,48,246
2023,65,0,25900,Lucas Glover,19.44%,49,252
2023,66,0,33122,Russell Knox,19.37%,55,284
2023,66,0,35449,Adam Long,19.37%,49,253
2023,68,0,27644,Brian Harman,19.35%,42,217
2023,69,0,35450,Patrick Cantlay,19.32%,40,207
2023,69,0,30163,Henrik Norlander,19.32%,40,207
2023,69,0,48887,Matt Wallace,19.32%,34,176
2023,72,0,40115,Adam Svensson,19.29%,60,311
2023,73,0,40162,Justin Lower,19.26%,52,270
2023,74,0,47993,Denny McCarthy,19.18%,56,292
2023,75,0,52955,Ludvig Åberg,19.17%,23,120
2023,75,0,47995,Davis Riley,19.17%,46,240
2023,77,0,33204,Shane Lowry,19.13%,35,183
2023,78,0,33948,Byeong Hun An,19.08%,50,262
2023,79,0,25493,Nick Taylor,19.07%,49,257
2023,80,0,27129,Luke List,19.05%,44,231
2023,81,0,46441,Robby Shelton,19.01%,54,284
2023,82,0,28237,Rory McIlroy,18.97%,37,195
2023,83,0,29908,C.T. Pan,18.90%,24,127
2023,84,0,48117,Kurt Kitayama,18.82%,35,186
2023,85,0,46414,Aaron Rai,18.80%,50,266
2023,86,0,57366,Cameron Young,18.78%,43,229
2023,87,0,37338,Zecheng Dou,18.75%,42,224
2023,87,0,48699,Callum Tarren,18.75%,42,224
2023,89,0,46340,Alex Smalley,18.73%,59,315
2023,90,0,51890,Greyson Sigg,18.53%,58,313
2023,91,0,40058,Zac Blair,18.50%,32,173
2023,91,0,33413,Ben Martin,18.50%,47,254
2023,93,0,36799,Stephan Jaeger,18.44%,64,347
2023,94,0,50095,Austin Smotherman,18.39%,48,261
2023,95,0,56762,Will Gordon,18.37%,54,294
2023,95,0,58168,Davis Thompson,18.37%,52,283
2023,97,0,48867,Matti Schmid,18.33%,33,180
2023,98,0,46717,Viktor Hovland,18.23%,37,203
2023,99,0,50188,S.H. Kim,18.21%,57,313
2023,100,0,27974,Sung Kang,18.18%,18,99
2023,101,0,39975,Michael Kim,18.06%,39,216
2023,102,0,34046,Jordan Spieth,18.03%,33,183
2023,103,0,35879,Kelly Kraft,18.02%,40,222
2023,104,0,51950,Max McGreevy,18.00%,36,200
2023,105,0,24024,Zach Johnson,17.98%,32,178
2023,106,0,31557,Jim Herman,17.96%,37,206
2023,107,0,25818,Scott Piercy,17.82%,36,202
2023,108,0,47079,Harrison Endycott,17.78%,32,180
2023,109,0,32448,James Hahn,17.75%,41,231
2023,110,0,32102,Rickie Fowler,17.74%,47,265
2023,110,0,26476,Chez Reavie,17.74%,47,265
2023,112,0,39067,MJ Daffue,17.70%,37,209
2023,113,0,25686,Jason Dufner,17.60%,41,233
2023,114,0,47983,Chad Ramey,17.56%,49,279
2023,115,0,30692,Scott Stallings,17.55%,33,188
2023,116,0,48084,Wesley Bryan,17.54%,20,114
2023,116,0,35461,Beau Hossler,17.54%,47,268
2023,118,0,57362,Austin Eckroat,17.53%,34,194
2023,119,0,52375,Doug Ghim,17.51%,38,217
2023,120,0,33408,Tyson Alexander,17.47%,40,229
2023,121,0,47347,Adam Schenk,17.39%,60,345
2023,122,0,49766,Hank Lebioda,17.36%,21,121
2023,123,0,32757,Patton Kizzire,17.32%,44,254
2023,124,0,39954,Cody Gribble,17.22%,31,180
2023,125,0,55893,Sam Stevens,17.17%,40,233
2023,126,0,33448,Justin Thomas,17.11%,32,187
2023,127,0,32640,Troy Merritt,17.09%,34,199
2023,128,0,45609,Tyler Duncan,17.05%,44,258
2023,129,0,46442,Maverick McNealy,17.04%,23,135
2023,130,0,50525,Collin Morikawa,17.00%,34,200
2023,131,0,34099,Harris English,16.92%,45,266
2023,132,0,19803,Ryan Armour,16.84%,33,196
2023,133,0,24140,Sean O'Hair,16.82%,18,107
2023,134,0,50493,Justin Suh,16.77%,53,316
2023,134,0,27095,Nick Watney,16.77%,27,161
2023,136,0,54421,Garrick Higgo,16.73%,45,269
2023,137,0,29970,Dylan Frittelli,16.67%,26,156
2023,137,0,51491,Brandon Matthews,16.67%,22,132
2023,137,0,47128,Richy Werenski,16.67%,38,228
2023,140,0,34255,Joseph Bramlett,16.59%,34,205
2023,141,0,27214,Kevin Streelman,16.54%,42,254
2023,142,0,35901,Paul Haley II,16.50%,34,206
2023,143,0,34610,Matthias Schwab,16.42%,44,268
2023,144,0,54628,Lee Hodges,16.37%,46,281
2023,145,0,51766,Wyndham Clark,16.33%,41,251
2023,146,0,39546,Keith Mitchell,16.18%,33,204
2023,147,0,34409,David Lingmerth,16.15%,26,161
2023,148,0,36724,Augusto Núñez,16.03%,25,156
2023,149,0,51997,Andrew Novak,15.89%,34,214
2023,150,0,37455,Si Woo Kim,15.88%,37,233
2023,151,0,33597,Harry Higgs,15.87%,30,189
2023,152,0,28420,Ryan Brehm,15.79%,30,190
2023,153,0,34466,Peter Malnati,15.77%,35,222
2023,154,0,35310,Lanto Griffin,15.75%,20,127
2023,155,0,39335,Kevin Roy,15.66%,26,166
2023,156,0,28775,Nate Lashley,15.58%,43,276
2023,157,0,48119,Ben Taylor,15.50%,42,271
2023,158,0,29535,Brice Garnett,15.49%,33,213
2023,159,0,49453,Trevor Cone,15.38%,26,169
2023,159,0,23320,Ryan Palmer,15.38%,30,195
2023,161,0,27554,Scott Harrington,15.29%,26,170
2023,162,0,36699,Patrick Rodgers,15.27%,40,262
2023,163,0,39324,J.J. Spaun,15.26%,38,249
2023,164,0,52372,Cameron Champ,15.23%,30,197
2023,165,0,46601,Trey Mullinax,15.18%,29,191
2023,166,0,35506,Mackenzie Hughes,15.17%,32,211
2023,167,0,12716,Charley Hoffman,15.03%,23,153
2023,168,0,32333,Kevin Tway,14.98%,34,227
2023,169,0,29420,Billy Horschel,14.97%,22,147
2023,170,0,22056,Cameron Percy,14.77%,22,149
2023,171,0,34076,Joel Dahmen,14.55%,32,220
2023,172,0,31323,Gary Woodland,14.08%,30,213
2023,173,0,32139,Danny Willett,14.00%,21,150
2023,174,0,35617,Martin Trainer,13.91%,16,115
2023,175,0,52411,Kyle Westmoreland,13.89%,20,144
2023,176,0,40006,Erik van Rooyen,13.84%,22,159
2023,177,0,32791,K.H. Lee,13.41%,33,246
2023,178,0,58696,Peter Kuest,13.39%,15,112
2023,179,0,23108,Matt Kuchar,13.25%,31,234
2023,180,0,27963,Chris Stroud,13.04%,18,138
2023,181,0,46435,Austin Cook,12.96%,21,162
2023,182,0,40250,Taylor Pendrith,12.94%,33,255
2023,183,0,24925,Jonathan Byrd,12.87%,13,101
2023,184,0,51414,Brent Grant,12.74%,20,157
2023,185,0,34431,Robert Streb,12.71%,23,181
2023,186,0,20229,Stewart Cink,12.62%,26,206
2023,187,0,32662,Michael Gligic,12.50%,19,152
2023,188,0,49298,Kramer Hickok,12.10%,30,248
2023,189,0,51349,Nico Echavarria,11.98%,20,167
2023,190,0,53165,Doc Redman,11.82%,24,203
2023,191,0,58967,Trevor Werbylo,11.64%,17,146
2023,192,0,32366,Kevin Chappell,11.40%,13,114
2023,193,0,25632,Jimmy Walker,9.66%,23,238
2022,1,0,40006,Erik van Rooyen,31.09,37,119
2022,2,0,24138,Ian Poulter,29.79,28,94
2022,3,0,29478,Kevin Kisner,29.22,45,154
2022,4,0,46046,Scottie Scheffler,27.94,57,204
2022,5,0,23983,Luke Donald,27.67,44,159
2022,6,0,45486,Joaquin Niemann,26.23,48,183
2022,7,0,28237,Rory McIlroy,25.95,41,158
2022,8,0,34098,Russell Henley,25.12,51,203
2022,9,0,34174,John Huh,24.77,53,214
2022,10,0,50525,Collin Morikawa,24.65,35,142
2022,11,0,48081,Xander Schauffele,24.6,46,187
2022,12,0,47993,Denny McCarthy,24.33,64,263
2022,13,0,25900,Lucas Glover,24.01,67,279
2022,14,0,28775,Nate Lashley,23.43,41,175
2022,15,0,22405,Justin Rose,23.28,27,116
2022,15,0,34610,Matthias Schwab,23.28,44,189
2022,17,0,26851,Marc Leishman,23.12,40,173
2022,18,0,47483,Will Zalatoris,22.96,45,196
2022,19,0,20229,Stewart Cink,22.82,47,206
2022,20,0,36884,Ben Kohles,22.66,29,128
2022,21,0,39997,Corey Conners,22.56,44,195
2022,22,0,40115,Adam Svensson,22.49,56,249
2022,23,0,34264,Hudson Swafford,22.46,31,138
2022,24,0,35879,Kelly Kraft,22.36,36,161
2022,25,0,48699,Callum Tarren,22.22,36,162
2022,26,0,47995,Davis Riley,21.99,53,241
2022,27,0,30927,Brendon Todd,21.63,45,208
2022,28,0,29725,Tony Finau,21.56,47,218
2022,29,0,35891,Cameron Smith,21.53,31,144
2022,30,0,33448,Justin Thomas,21.51,40,186
2022,31,0,33597,Harry Higgs,21.46,44,205
2022,32,0,47529,Mito Pereira,21.43,51,238
2022,33,0,23621,Rory Sabbatini,21.21,35,165
2022,33,0,30692,Scott Stallings,21.21,56,264
2022,35,0,31646,Emiliano Grillo,21.18,54,255
2022,36,0,46414,Aaron Rai,21.13,41,194
2022,37,0,46717,Viktor Hovland,21.12,34,161
2022,38,0,39971,Sungjae Im,21.1,46,218
2022,39,0,46970,Jon Rahm,21.02,37,176
2022,40,0,30911,Tommy Fleetwood,21.01,25,119
2022,40,0,24980,Scott Gutschewski,21.01,25,119
2022,42,0,27974,Sung Kang,20.92,41,196
2022,43,0,24502,Adam Scott,20.91,46,220
2022,44,0,51997,Andrew Novak,20.79,37,178
2022,45,0,39058,Lucas Herbert,20.75,22,106
2022,46,0,26300,Matt Jones,20.63,33,160
2022,47,0,47983,Chad Ramey,20.61,34,165
2022,48,0,32640,Troy Merritt,20.53,39,190
2022,49,0,57366,Cameron Young,20.52,47,229
2022,50,0,45157,Cam Davis,20.43,48,235
2022,51,0,27349,Alex Noren,20.42,29,142
2022,52,0,33141,Keegan Bradley,20.36,45,221
2022,53,0,36852,Jim Knous,20.33,25,123
2022,54,0,39324,J.J. Spaun,20.27,45,222
2022,55,0,28252,Seamus Power,20.21,39,193
2022,56,0,50095,Austin Smotherman,20.19,42,208
2022,57,0,51890,Greyson Sigg,20.18,46,228
2022,58,0,47988,Nick Hardy,20.13,30,149
2022,59,0,19803,Ryan Armour,20.0,24,120
2022,59,0,35310,Lanto Griffin,20.0,37,185
2022,59,0,21961,Charles Howell III,20.0,32,160
2022,59,0,34466,Peter Malnati,20.0,49,245
2022,63,0,36801,Mark Hubbard,19.88,34,171
2022,64,0,33204,Shane Lowry,19.87,30,151
2022,65,0,34363,Tyrrell Hatton,19.86,29,146
2022,66,0,51634,Sahith Theegala,19.78,53,268
2022,67,0,24361,Pat Perez,19.73,29,147
2022,68,0,35506,Mackenzie Hughes,19.7,40,203
2022,69,0,29926,Danny Lee,19.67,24,122
2022,69,0,32150,Michael Thompson,19.67,47,239
2022,71,0,23320,Ryan Palmer,19.63,32,163
2022,72,0,36799,Stephan Jaeger,19.53,42,215
2022,73,0,54421,Garrick Higgo,19.47,22,113
2022,74,0,35449,Adam Long,19.4,45,232
2022,75,0,32757,Patton Kizzire,19.39,51,263
2022,75,0,32839,Hideki Matsuyama,19.39,32,165
2022,77,0,32662,Michael Gligic,19.37,37,191
2022,78,0,55708,Hayden Buckley,19.34,41,212
2022,78,0,29221,Webb Simpson,19.34,35,181
2022,80,0,34256,Andrew Putnam,19.31,45,233
2022,81,0,27139,David Skinns,19.25,31,161
2022,82,0,49947,Taylor Moore,19.18,47,245
2022,83,0,45609,Tyler Duncan,19.17,37,193
2022,84,0,47504,Sam Burns,19.14,40,209
2022,85,0,27129,Luke List,19.02,35,184
2022,85,0,29908,C.T. Pan,19.02,39,205
2022,87,0,29974,Branden Grace,18.75,24,128
2022,87,0,23325,Vaughn Taylor,18.75,21,112
2022,89,0,29289,S.Y. Noh,18.67,28,150
2022,90,0,29535,Brice Garnett,18.65,36,193
2022,91,0,25686,Jason Dufner,18.64,22,118
2022,92,0,53165,Doc Redman,18.57,39,210
2022,93,0,35450,Patrick Cantlay,18.54,28,151
2022,94,0,46550,Brandon Hagy,18.52,35,189
2022,95,0,33122,Russell Knox,18.49,44,238
2022,96,0,27214,Kevin Streelman,18.41,44,239
2022,97,0,46340,Alex Smalley,18.4,46,250
2022,98,0,46435,Austin Cook,18.38,34,185
2022,99,0,30163,Henrik Norlander,18.37,36,196
2022,100,0,34046,Jordan Spieth,18.33,33,180
2022,101,0,26476,Chez Reavie,18.3,41,224
2022,102,0,28089,Jason Day,18.24,29,159
2022,102,0,52374,Brandon Wu,18.24,27,148
2022,104,0,48822,Sebastián Muñoz,18.23,33,181
2022,105,0,24924,Bill Haas,18.22,41,225
2022,106,0,45522,Christiaan Bezuidenhout,18.18,32,176
2022,106,0,25198,Francesco Molinari,18.18,20,110
2022,106,0,33667,Carlos Ortiz,18.18,30,165
2022,109,0,54628,Lee Hodges,18.15,49,270
2022,110,0,32139,Danny Willett,18.11,23,127
2022,111,0,22056,Cameron Percy,18.1,19,105
2022,112,0,40162,Justin Lower,18.02,31,172
2022,113,0,29420,Billy Horschel,17.96,30,167
2022,114,0,51950,Max McGreevy,17.9,29,162
2022,115,0,27644,Brian Harman,17.84,38,213
2022,116,0,36699,Patrick Rodgers,17.7,37,209
2022,117,0,33399,Adam Hadwin,17.69,46,260
2022,118,0,30944,Jason Kokrak,17.52,24,137
2022,119,0,56278,Matthew Wolff,17.5,21,120
2022,120,0,51766,Wyndham Clark,17.49,39,223
2022,121,0,52372,Cameron Champ,17.47,29,166
2022,122,0,46601,Trey Mullinax,17.44,34,195
2022,123,0,37212,Paul Barjon,17.39,40,230
2022,123,0,49771,J.T. Poston,17.39,44,253
2022,125,0,35532,Tom Hoge,17.37,41,236
2022,126,0,45526,Abraham Ancer,17.36,21,121
2022,127,0,39546,Keith Mitchell,17.35,38,219
2022,128,0,31560,Brian Stuard,17.34,30,173
2022,129,0,47347,Adam Schenk,17.33,39,225
2022,130,0,29518,Brendan Steele,17.21,37,215
2022,131,0,30978,Kiradech Aphibarnrat,17.14,18,105
2022,131,0,34076,Joel Dahmen,17.14,36,210
2022,133,0,36871,Matthew NeSmith,17.09,34,199
2022,134,0,49298,Kramer Hickok,17.05,37,217
