YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2006,0,1619,Skip Kendall,36.76,50,136,-0.14
2006,0,21350,Ryuji Imada,36.73,72,196,-0.29
2006,0,12660,Jesper Parnevik,36.59,60,164,-0.27
2006,0,25935,John Engler Jr.,36.57,49,134,+0.10
2006,0,1941,Tom Pernice Jr.,36.46,70,192,-0.37
2006,0,1577,Lee Janzen,36.36,56,154,-0.18
2006,0,25842,Jon Mills,36.36,48,132,+0.02
2006,0,20105,Jeff Gove,36.21,63,174,-0.22
2006,0,11011,Mike Sposa,36.15,47,130,+0.04
2006,0,19913,Ron Whittaker,36.08,57,158,-0.04
2006,0,20378,Mathias Grönberg,35.96,64,178,-0.23
2006,0,26360,Bubba Dickerson,35.94,69,192,+0.04
2006,0,1599,Steve Jones,35.9,56,156,-0.13
2006,0,20628,Arron Oberholser,35.82,48,134,-0.33
2006,0,24912,Will MacKenzie,35.8,63,176,-0.10
2006,0,27095,Nick Watney,35.79,68,190,-0.21
2006,0,25900,Lucas Glover,35.71,65,182,-0.23
2006,0,12662,Thomas Levet,35.71,35,98,-0.11
2006,0,28780,Nicholas Thompson,35.71,65,182,+0.11
2006,0,12510,Chad Campbell,35.62,52,146,-0.19
2006,0,1666,Bernhard Langer,35.61,47,132,-0.26
2006,0,7457,Steve Flesch,35.59,79,222,-0.08
2006,0,1677,Tom Lehman,35.58,37,104,-0.08
2006,0,7867,Woody Austin,35.35,70,198,-0.14
2006,0,25936,Alex Aragon,35.25,43,122,+0.09
2006,0,23307,Roger Tambellini,35.25,43,122,-0.33
2006,0,10860,Justin Leonard,35.21,50,142,-0.24
2006,0,2104,Jeff Sluman,35.16,64,182,-0.16
2006,0,12645,Brent Geiberger,35.05,68,194,-0.16
2006,0,21753,Brian Davis,35.0,63,180,-0.13
2006,0,22548,Patrick Sheehan,35.0,70,200,-0.21
2006,0,20094,Jonathan Kaye,34.78,64,184,-0.17
2006,0,1553,John Huston,34.72,50,144,-0.10
2006,0,6350,Bob May,34.68,43,124,-0.30
2006,0,27120,Troy Matteson,34.65,70,202,-0.13
2006,0,6575,Dudley Hart,34.15,56,164,-0.30
2006,0,19881,Robert Damron,34.07,62,182,-0.15
2006,0,10423,Mike Weir,34.06,47,138,-0.09
2006,0,21805,Harrison Frazar,33.91,59,174,-0.05
2006,0,1761,Len Mattiace,33.9,40,118,-0.03
2006,0,24924,Bill Haas,33.85,65,192,-0.32
2006,0,24502,Adam Scott,33.65,35,104,-0.11
2006,0,22371,Aaron Baddeley,33.57,47,140,-0.28
2006,0,20382,Stephen Leaney,33.33,56,168,-0.29
2006,0,2214,Kirk Triplett,33.33,36,108,-0.06
2006,0,20631,David McKenzie,33.13,53,160,-0.11
2006,0,23135,Tim Clark,33.08,43,130,-0.28
2006,0,24925,Jonathan Byrd,33.06,41,124,-0.20
2006,0,10565,Ian Leggatt,32.89,50,152,-0.10
2006,0,8793,Tiger Woods,32.89,25,76,-0.20
2006,0,20127,Chris Riley,32.69,51,156,-0.12
2006,0,1724,Jeff Maggert,32.67,49,150,-0.12
2006,0,21660,Jason Schultz,32.67,49,150,+0.02
2006,0,20812,Tjaart van der Walt,32.46,37,114,-0.22
2006,0,12716,Charley Hoffman,32.45,61,188,-0.08
2006,0,8835,Kris Cox,32.1,52,162,-0.10
2006,0,12823,Carlos Franco,31.98,55,172,-0.02
2006,0,1823,Larry Mize,31.91,30,94,-0.13
2006,0,6251,Chris DiMarco,31.82,42,132,-0.12
2006,0,1142,Bart Bryant,31.76,47,148,-0.40
2006,0,2223,Bob Tway,31.76,47,148,-0.19
2006,0,1226,Fred Couples,31.58,24,76,-0.33
2006,0,26420,Richard Johnson,31.52,58,184,-0.24
2006,0,20099,Doug Barron,31.51,46,146,-0.15
2006,0,21949,Joe Ogilvie,31.46,56,178,-0.25
2006,0,12755,Vance Veazey,31.36,37,118,-0.19
2006,0,20498,Briny Baird,31.17,48,154,-0.15
2006,0,6573,Brandt Jobe,30.92,47,152,-0.06
2006,0,8537,J.P. Hayes,30.91,34,110,-0.21
2006,0,2110,Jerry Smith,30.43,56,184,-0.21
2006,0,1388,Robert Gamez,29.89,55,184,-0.24
2006,0,22621,Ben Curtis,29.86,43,144,-0.05
2006,0,2206,David Toms,29.84,37,124,+0.03
2006,0,1766,Billy Mayfair,29.76,50,168,-0.24
2006,0,8385,Omar Uresti,29.66,35,118,-0.14
2006,0,1219,John Cook,29.37,37,126,-0.08
2006,0,22046,Geoff Ogilvy,28.7,31,108,-0.23
2006,0,20157,Retief Goosen,28.26,26,92,-0.31
2006,0,23673,Michael Connell,28.13,27,96,-0.07
2006,0,6643,Paul Goydos,27.78,40,144,-0.28
2006,0,1313,Steve Elkington,27.55,27,98,-0.19
2006,0,10505,Shane Bertsch,27.45,56,204,-0.38
2006,0,1887,Mark O'Meara,27.27,24,88,E
2006,0,8075,Jerry Kelly,27.17,50,184,-0.46
2006,0,10809,Jim Furyk,27.08,39,144,-0.41
2006,0,19846,Brian Gay,26.17,56,214,-0.25
2006,0,2239,Scott Verplank,25.68,38,148,-0.16
2006,0,23322,Brett Wetterich,25.64,40,156,-0.05
2006,0,23983,Luke Donald,25.53,24,94,-0.13
2006,0,24358,Robert Garrigus,25.3,42,166,-0.05
2006,0,1132,Mark Brooks,25.29,43,170,-0.12
2006,0,20121,Todd Fischer,25.25,50,198,-0.20
2006,0,1685,J.L. Lewis,24.56,28,114,-0.14
2006,0,23497,Tag Ridings,24.49,48,196,-0.04
2006,0,20634,Peter Lonard,23.53,32,136,-0.22
2006,0,6012,Greg Kraft,23.29,34,146,-0.09
2006,0,1329,Brad Faxon,23.03,35,152,-0.03
2006,0,23616,Ryan Hietala,22.88,27,118,-0.04
2006,0,1381,Fred Funk,20.33,37,182,-0.08
2006,0,1139,Olin Browne,20.21,38,188,-0.08
2006,0,1249,John Daly,18.6,16,86,+0.19
2006,0,25804,Bubba Watson,13.92,22,158,+0.14
2006,0,27141,J.B. Holmes,12.69,17,134,E
2006,0,1928,Corey Pavin,9.38,12,128,-0.17
2005,0,10912,Craig Perks,49.23,64,130,-0.03
2005,0,24361,Pat Perez,47.53,77,162,-0.26
2005,0,1810,Phil Mickelson,47.41,55,116,-0.13
2005,0,23983,Luke Donald,46.59,41,88,-0.32
2005,0,1941,Tom Pernice Jr.,46.39,90,194,-0.28
2005,0,20691,Greg Owen,45.39,69,152,-0.07
2005,0,1766,Billy Mayfair,44.91,97,216,-0.24
2005,0,8545,Glen Hnatiuk,44.55,49,110,-0.27
2005,0,2101,Joey Sindelar,43.75,91,208,-0.08
2005,0,20812,Tjaart van der Walt,43.75,49,112,-0.02
2005,0,23623,Bo Van Pelt,43.63,89,204,-0.24
2005,0,23614,Rich Beem,43.52,47,108,-0.26
2005,0,1707,Steve Lowery,43.09,81,188,-0.25
2005,0,1685,J.L. Lewis,42.78,77,180,-0.19
2005,0,1161,Mark Calcavecchia,42.68,70,164,-0.13
2005,0,6575,Dudley Hart,42.5,68,160,-0.29
2005,0,24138,Ian Poulter,42.5,34,80,-0.35
2005,0,1948,Tim Petrovic,42.13,75,178,-0.21
2005,0,6034,Marco Dawson,42.07,69,164,-0.20
2005,0,22371,Aaron Baddeley,41.46,68,164,-0.16
2005,0,10962,Bradley Hughes,41.35,43,104,-0.09
2005,0,23325,Vaughn Taylor,41.05,78,190,-0.23
2005,0,21731,Freddie Jacobson,40.98,50,122,-0.04
2005,0,20098,Stuart Appleby,40.91,54,132,-0.22
2005,0,12454,Mario Tiziani,40.77,53,130,-0.21
2005,0,1724,Jeff Maggert,40.63,52,128,-0.33
2005,0,12782,Tim Herron,40.59,69,170,-0.30
2005,0,22548,Patrick Sheehan,40.57,86,212,-0.16
2005,0,20474,Phillip Price,40.41,59,146,-0.29
2005,0,24357,K.J. Choi,40.35,46,114,-0.24
2005,0,25345,Carl Pettersson,40.29,83,206,-0.18
2005,0,10733,Kent Jones,40.21,78,194,-0.18
2005,0,22913,John Rollins,39.89,71,178,-0.14
2005,0,6197,Michael Allen,39.88,67,168,-0.04
2005,0,12680,Shigeki Maruyama,39.77,70,176,-0.21
2005,0,12510,Chad Campbell,39.74,62,156,-0.15
2005,0,24507,Jason Bohn,39.66,69,174,-0.23
2005,0,20472,Alex Cejka,39.61,61,154,-0.20
2005,0,10117,Bob Heintz,39.55,53,134,-0.11
2005,0,22046,Geoff Ogilvy,39.51,64,162,-0.22
2005,0,20229,Stewart Cink,39.47,60,152,-0.13
2005,0,6332,Neal Lancaster,39.47,75,190,-0.11
2005,0,20645,John Senden,39.39,78,198,-0.32
2005,0,20502,Michael Long,39.29,55,140,-0.22
2005,0,1473,Todd Hamilton,39.24,62,158,-0.18
2005,0,22405,Justin Rose,38.95,74,190,-0.18
2005,0,20572,Rod Pampling,38.89,56,144,-0.20
2005,0,1577,Lee Janzen,38.81,52,134,-0.25
2005,0,21951,Joey Snyder III,38.78,76,196,-0.24
2005,0,26420,Richard Johnson,38.54,37,96,-0.30
2005,0,24781,Hunter Mahan,38.38,76,198,-0.11
2005,0,8993,Franklin Langham,38.24,65,170,-0.12
2005,0,20634,Peter Lonard,38.19,55,144,-0.31
2005,0,10201,Matt Gogel,38.16,58,152,-0.16
2005,0,12652,Cameron Beckman,38.04,70,184,-0.20
2005,0,21753,Brian Davis,38.03,54,142,-0.43
2005,0,6621,Joe Durant,38.0,57,150,-0.32
2005,0,1361,Dan Forsman,38.0,38,100,-0.34
2005,0,24604,Hunter Haas,37.97,60,158,-0.25
2005,0,1553,John Huston,37.79,65,172,-0.18
2005,0,7749,Brett Quigley,37.78,68,180,-0.26
2005,0,2223,Bob Tway,37.67,55,146,-0.15
2005,0,20396,Lee Westwood,37.5,27,72,+0.11
2005,0,1142,Bart Bryant,37.35,62,166,-0.31
2005,0,10885,Robert Allenby,37.34,59,158,-0.14
2005,0,8725,Tom Gillis,37.33,56,150,-0.04
2005,0,20548,Hidemichi Tanaka,37.25,76,204,-0.21
2005,0,26758,David Hearn,37.12,49,132,-0.08
2005,0,23108,Matt Kuchar,37.07,43,116,-0.23
2005,0,24024,Zach Johnson,37.06,63,170,-0.06
2005,0,28088,Matt Davidson,36.79,39,106,-0.26
2005,0,6595,Kevin Sutherland,36.75,61,166,-0.13
2005,0,20157,Retief Goosen,36.67,33,90,-0.09
2005,0,2106,Chris Smith,36.56,68,186,-0.13
2005,0,8931,Glen Day,36.54,57,156,-0.19
2005,0,21961,Charles Howell III,36.54,57,156,-0.12
2005,0,1723,Andrew Magee,36.54,57,156,-0.28
2005,0,27095,Nick Watney,36.52,65,178,-0.12
2005,0,1418,Bill Glasson,36.46,35,96,-0.11
2005,0,1313,Steve Elkington,36.44,43,118,-0.19
2005,0,19824,Craig Barlow,36.3,53,146,-0.15
2005,0,26287,Roland Thatcher,36.3,53,146,+0.04
2005,0,23349,Charles Warren,36.21,63,174,-0.14
2005,0,21209,Sergio Garcia,36.11,39,108,-0.31
2005,0,10585,Scott McCarron,36.03,49,136,-0.35
2005,0,6515,Shaun Micheel,35.92,51,142,-0.18
2005,0,24227,Justin Bolli,35.71,45,126,-0.18
2005,0,23541,Ben Crane,35.71,50,140,-0.36
2005,0,1927,Dennis Paulson,35.71,45,126,-0.18
2005,0,21959,Ted Purdy,35.65,77,216,-0.21
2005,0,20433,Mark Hensby,35.58,37,104,+0.08
2005,0,1797,Rocco Mediate,35.51,49,138,-0.12
2005,0,22621,Ben Curtis,35.45,39,110,-0.05
2005,0,7867,Woody Austin,35.42,68,192,-0.26
2005,0,2239,Scott Verplank,35.42,51,144,-0.14
2005,0,24925,Jonathan Byrd,35.35,70,198,-0.23
2005,0,11032,Frank Lickliter II,35.33,65,184,-0.15
2005,0,21949,Joe Ogilvie,35.29,60,170,-0.27
2005,0,23135,Tim Clark,35.21,50,142,-0.34
2005,0,25240,D.A. Points,35.0,63,180,-0.27
2005,0,1457,Jay Haas,34.88,30,86,-0.20
2005,0,23621,Rory Sabbatini,34.85,46,132,-0.26
2005,0,23409,James Driscoll,34.78,48,138,-0.25
2005,0,22293,Heath Slocum,34.74,66,190,-0.29
2005,0,24140,Sean O'Hair,34.62,63,182,-0.16
2005,0,7223,Brian Bateman,34.57,65,188,-0.09
2005,0,12823,Carlos Franco,34.56,47,136,-0.30
2005,0,6567,Vijay Singh,34.41,64,186,-0.14
2005,0,1042,Paul Azinger,34.38,44,128,-0.05
2005,0,1945,Kenny Perry,34.38,44,128,-0.09
2005,0,8123,Jeff Brehaut,34.33,46,134,-0.35
2005,0,19972,José Coceres,34.26,37,108,-0.03
2005,0,12645,Brent Geiberger,34.21,39,114,-0.21
2005,0,21805,Harrison Frazar,34.16,69,202,-0.19
2005,0,1139,Olin Browne,34.07,62,182,-0.29
2005,0,7457,Steve Flesch,34.06,47,138,-0.13
2005,0,6527,Steve Stricker,33.87,42,124,-0.29
2005,0,21806,Paul Gow,33.78,50,148,-0.30
2005,0,6373,José María Olazábal,33.72,29,86,-0.28
2005,0,1226,Fred Couples,33.65,35,104,-0.20
2005,0,24502,Adam Scott,33.65,35,104,-0.17
2005,0,1677,Tom Lehman,33.64,37,110,-0.03
2005,0,20628,Arron Oberholser,33.64,37,110,-0.14
2005,0,10860,Justin Leonard,33.61,41,122,-0.20
2005,0,2206,David Toms,33.58,45,134,-0.29
2005,0,24912,Will MacKenzie,33.56,49,146,E
2005,0,20498,Briny Baird,33.33,64,192,-0.20
2005,0,20850,Daniel Chopra,33.33,68,204,-0.12
2005,0,12826,Paul Claxton,33.33,50,150,-0.44
2005,0,20766,Padraig Harrington,33.33,28,84,-0.50
2005,0,23353,J.J. Henry,33.33,64,192,-0.20
2005,0,1388,Robert Gamez,33.15,59,178,-0.12
2005,0,8537,J.P. Hayes,33.05,39,118,-0.23
2005,0,20378,Mathias Grönberg,32.76,38,116,-0.16
2005,0,1320,Bob Estes,32.74,55,168,-0.09
2005,0,2246,Duffy Waldorf,32.69,51,156,-0.02
2005,0,2104,Jeff Sluman,32.61,60,184,-0.23
2005,0,12602,Dean Wilson,32.56,56,172,-0.32
2005,0,6251,Chris DiMarco,32.54,41,126,-0.29
2005,0,24290,D.J. Brigman,32.35,44,136,-0.18
2005,0,8075,Jerry Kelly,32.35,55,170,-0.15
2005,0,1666,Bernhard Langer,32.35,33,102,-0.36
2005,0,6004,Stephen Ames,32.31,42,130,-0.10
2005,0,10809,Jim Furyk,32.28,51,158,-0.31
2005,0,22295,Darron Stiles,32.24,49,152,-0.22
2005,0,10425,Jay Williamson,32.08,34,106,-0.21
2005,0,21350,Ryuji Imada,31.76,47,148,-0.15
2005,0,1761,Len Mattiace,31.71,52,164,-0.19
2005,0,20094,Jonathan Kaye,31.62,43,136,-0.19
2005,0,23320,Ryan Palmer,31.46,56,178,-0.14
2005,0,1035,Tommy Armour III,31.31,62,198,-0.08
2005,0,6573,Brandt Jobe,31.25,55,176,-0.18
2005,0,21498,Hideto Tanihara,31.25,30,96,-0.10
2005,0,12660,Jesper Parnevik,30.92,47,152,-0.04
2005,0,21633,Steve Allan,30.85,58,188,-0.07
2005,0,10423,Mike Weir,30.77,32,104,-0.03
2005,0,26679,Kevin Stadler,30.43,56,184,-0.02
2005,0,25900,Lucas Glover,30.36,51,168,-0.37
2005,0,1599,Steve Jones,30.0,30,100,-0.20
2005,0,1887,Mark O'Meara,30.0,36,120,-0.19
2005,0,20160,Charlie Wi,30.0,39,130,-0.28
2005,0,23788,D.J. Trahan,29.87,46,154,-0.13
2005,0,25396,Kevin Na,29.76,50,168,-0.24
2005,0,23725,Brendan Jones,29.75,47,158,+0.04
2005,0,6599,John Elliott,29.46,33,112,+0.09
2005,0,21407,Arjun Atwal,29.37,37,126,-0.41
2005,0,1329,Brad Faxon,29.23,38,130,-0.13
2005,0,20099,Doug Barron,28.57,40,140,-0.10
2005,0,1024,Billy Andrade,28.4,46,162,-0.20
2005,0,1175,Jim Carter,28.33,34,120,+0.03
2005,0,12662,Thomas Levet,28.21,22,78,-0.09
2005,0,1127,Danny Briggs,27.94,38,136,-0.16
2005,0,20127,Chris Riley,27.88,29,104,-0.24
2005,0,25847,Rob Rashell,27.87,34,122,-0.21
2005,0,1619,Skip Kendall,27.56,43,156,-0.21
2005,0,8385,Omar Uresti,27.5,44,160,-0.36
2005,0,21878,Mark Wilson,27.14,38,140,-0.08
2005,0,2214,Kirk Triplett,27.08,26,96,-0.12
2005,0,23540,Jason Allred,26.76,38,142,-0.05
2005,0,23036,Chris Anderson,26.61,33,124,-0.15
2005,0,1249,John Daly,26.61,33,124,-0.15
2005,0,19881,Robert Damron,26.4,47,178,-0.21
2005,0,1823,Larry Mize,26.04,25,96,-0.12
2005,0,24980,Scott Gutschewski,25.64,40,156,+0.03
2005,0,23497,Tag Ridings,25.27,46,182,E
2005,0,20121,Todd Fischer,25.26,49,194,-0.24
2005,0,23552,Hank Kuehne,24.38,39,160,+0.08
2005,0,23322,Brett Wetterich,24.32,36,148,-0.03
2005,0,2010,Loren Roberts,23.53,24,102,-0.17
2005,0,20382,Stephen Leaney,23.21,39,168,+0.05
2005,0,1157,Tom Byrum,22.22,36,162,-0.14
2005,0,19846,Brian Gay,22.22,44,198,-0.30
2005,0,1706,Davis Love III,21.43,27,126,-0.59
2005,0,20663,Brenden Pappas,20.59,21,102,-0.19
2005,0,1219,John Cook,20.45,27,132,-0.30
2005,0,1132,Mark Brooks,20.0,28,140,-0.25
2005,0,20623,Gavin Coles,20.0,28,140,-0.32
2005,0,8793,Tiger Woods,19.83,23,116,-0.09
2005,0,1381,Fred Funk,17.98,32,178,-0.19
2005,0,23063,Scott Hend,15.49,22,142,+0.05
2005,0,1487,Jeff Hart,12.3,15,122,-0.27
2005,0,1928,Corey Pavin,7.97,11,138,-0.27
2004,0,20585,Niclas Fasth,48.21,54,112,-0.07
2004,0,6595,Kevin Sutherland,47.4,73,154,-0.22
2004,0,2002,John Riegger,46.23,49,106,-0.33
2004,0,19825,Darren Clarke,45.83,33,72,+0.09
2004,0,20098,Stuart Appleby,45.31,58,128,-0.19
2004,0,10912,Craig Perks,44.85,61,136,-0.07
2004,0,22621,Ben Curtis,44.05,37,84,-0.38
2004,0,20029,Notah Begay III,44.03,59,134,-0.37
2004,0,6575,Dudley Hart,43.52,47,108,-0.13
2004,0,24925,Jonathan Byrd,43.51,67,154,-0.01
2004,0,12510,Chad Campbell,42.77,71,166,-0.11
2004,0,2246,Duffy Waldorf,42.54,57,134,-0.14
2004,0,23623,Bo Van Pelt,42.39,78,184,E
2004,0,8931,Glen Day,42.27,82,194,-0.21
2004,0,6527,Steve Stricker,42.11,64,152,+0.06
2004,0,20094,Jonathan Kaye,41.91,57,136,-0.30
2004,0,7867,Woody Austin,41.67,75,180,-0.08
2004,0,24781,Hunter Mahan,41.67,75,180,-0.11
2004,0,24361,Pat Perez,41.67,80,192,-0.20
2004,0,6621,Joe Durant,41.57,69,166,-0.12
2004,0,22405,Justin Rose,41.41,53,128,-0.21
2004,0,6613,Tommy Tolles,41.04,55,134,-0.16
2004,0,1035,Tommy Armour III,40.96,68,166,-0.07
2004,0,6004,Stephen Ames,40.59,69,170,-0.22
2004,0,23338,David Gossett,40.35,46,114,-0.15
2004,0,1226,Fred Couples,40.22,37,92,-0.05
2004,0,25237,Kevin Muncrief,40.0,40,100,+0.13
2004,0,21959,Ted Purdy,40.0,88,220,-0.20
2004,0,6332,Neal Lancaster,39.81,82,206,-0.05
2004,0,12645,Brent Geiberger,39.56,72,182,-0.17
2004,0,20157,Retief Goosen,39.53,34,86,-0.29
2004,0,1127,Danny Briggs,39.51,64,162,-0.31
2004,0,6515,Shaun Micheel,39.33,59,150,-0.20
2004,0,10585,Scott McCarron,39.29,66,168,-0.05
2004,0,20850,Daniel Chopra,39.22,80,204,-0.26
2004,0,22293,Heath Slocum,39.2,69,176,-0.16
2004,0,20378,Mathias Grönberg,39.16,65,166,-0.11
2004,0,19824,Craig Barlow,39.1,61,156,-0.18
2004,0,21893,Brian Kortan,38.71,48,124,+0.06
2004,0,21646,David Branshaw,38.41,63,164,-0.22
2004,0,20472,Alex Cejka,38.33,46,120,-0.13
2004,0,2101,Joey Sindelar,38.3,72,188,-0.04
2004,0,21407,Arjun Atwal,38.27,62,162,-0.23
2004,0,2104,Jeff Sluman,38.2,68,178,-0.26
2004,0,10885,Robert Allenby,38.16,58,152,-0.03
2004,0,6522,Ernie Els,38.1,32,84,-0.22
2004,0,12660,Jesper Parnevik,38.1,64,168,-0.22
2004,0,23541,Ben Crane,38.07,67,176,-0.25
2004,0,1527,Scott Hoch,38.04,35,92,-0.26
2004,0,20229,Stewart Cink,37.95,63,166,-0.21
2004,0,23108,Matt Kuchar,37.95,63,166,-0.10
2004,0,1945,Kenny Perry,37.88,50,132,-0.12
2004,0,22548,Patrick Sheehan,37.85,81,214,-0.09
2004,0,23621,Rory Sabbatini,37.82,59,156,-0.08
2004,0,1685,J.L. Lewis,37.76,74,196,-0.24
2004,0,12394,Tom Carter,37.74,80,212,-0.11
2004,0,10423,Mike Weir,37.7,46,122,-0.11
2004,0,1926,Steve Pate,37.68,52,138,-0.17
2004,0,2245,Grant Waite,37.66,58,154,-0.17
2004,0,11032,Frank Lickliter II,37.35,62,166,-0.15
2004,0,20572,Rod Pampling,37.21,64,172,-0.27
2004,0,12760,Danny Ellis,37.01,57,154,-0.28
2004,0,1766,Billy Mayfair,36.63,74,202,-0.23
2004,0,1042,Paul Azinger,36.62,52,142,-0.31
2004,0,20634,Peter Lonard,36.61,41,112,-0.24
2004,0,1797,Rocco Mediate,36.36,32,88,-0.25
2004,0,20663,Brenden Pappas,36.32,77,212,-0.08
2004,0,21878,Mark Wilson,36.29,45,124,-0.20
2004,0,8881,Tripp Isenhour,36.27,37,102,-0.24
2004,0,26420,Richard Johnson,36.27,74,204,-0.28
2004,0,1938,David Peoples,36.25,58,160,-0.14
2004,0,24024,Zach Johnson,36.08,70,194,-0.14
2004,0,7457,Steve Flesch,35.96,64,178,-0.22
2004,0,1577,Lee Janzen,35.9,56,156,-0.13
2004,0,2206,David Toms,35.83,43,120,-0.05
2004,0,20382,Stephen Leaney,35.71,45,126,-0.13
2004,0,1810,Phil Mickelson,35.71,45,126,-0.18
2004,0,10107,Deane Pappas,35.71,50,140,-0.14
2004,0,10213,Dicky Pride,35.71,45,126,-0.09
2004,0,12652,Cameron Beckman,35.64,67,188,-0.34
2004,0,26287,Roland Thatcher,35.61,47,132,-0.02
2004,0,22913,John Rollins,35.44,56,158,-0.16
2004,0,25396,Kevin Na,35.42,68,192,-0.28
2004,0,1457,Jay Haas,35.38,46,130,-0.39
2004,0,1388,Robert Gamez,35.35,70,198,+0.01
2004,0,21731,Freddie Jacobson,35.29,48,136,-0.40
2004,0,1771,Blaine McCallister,35.29,48,136,-0.13
2004,0,2049,Gene Sauers,35.19,57,162,-0.26
2004,0,6567,Vijay Singh,35.11,66,188,-0.18
2004,0,25345,Carl Pettersson,34.83,62,178,-0.11
2004,0,20121,Todd Fischer,34.8,71,204,+0.06
2004,0,8123,Jeff Brehaut,34.62,72,208,-0.15
2004,0,21209,Sergio Garcia,34.62,36,104,E
2004,0,10201,Matt Gogel,34.62,54,156,-0.11
2004,0,1948,Tim Petrovic,34.54,67,194,-0.25
2004,0,1203,Russ Cochran,34.43,42,122,-0.26
2004,0,6214,Guy Boros,34.38,44,128,+0.02
2004,0,1707,Steve Lowery,34.34,57,166,E
2004,0,1724,Jeff Maggert,34.26,37,108,-0.49
2004,0,19881,Robert Damron,34.24,63,184,-0.22
2004,0,20127,Chris Riley,34.17,41,120,-0.34
2004,0,1161,Mark Calcavecchia,34.06,47,138,-0.11
2004,0,20580,Andre Stolz,33.96,36,106,+0.19
2004,0,22371,Aaron Baddeley,33.95,55,162,-0.18
2004,0,1024,Billy Andrade,33.82,69,204,-0.07
2004,0,12705,Cliff Kresge,33.73,56,166,-0.13
2004,0,20433,Mark Hensby,33.71,60,178,-0.22
2004,0,1553,John Huston,33.65,35,104,E
2004,0,11123,Chris Couch,33.64,37,110,+0.16
2004,0,1761,Len Mattiace,33.56,49,146,-0.10
2004,0,23325,Vaughn Taylor,33.54,55,164,-0.11
2004,0,8339,Spike McRoy,33.53,57,170,-0.12
2004,0,7223,Brian Bateman,33.33,52,156,-0.17
2004,0,1706,Davis Love III,33.33,42,126,-0.14
2004,0,12682,Hirofumi Miyase,33.33,42,126,-0.12
2004,0,12680,Shigeki Maruyama,33.13,53,160,-0.23
2004,0,8793,Tiger Woods,33.04,37,112,-0.05
2004,0,23320,Ryan Palmer,33.0,66,200,-0.26
2004,0,7721,Pat Bates,32.99,64,194,-0.19
2004,0,7749,Brett Quigley,32.98,62,188,-0.16
2004,0,20645,John Senden,32.98,62,188,-0.18
2004,0,1139,Olin Browne,32.95,58,176,-0.19
2004,0,1619,Skip Kendall,32.76,57,174,-0.32
2004,0,1361,Dan Forsman,32.67,49,150,-0.24
2004,0,10425,Jay Williamson,32.65,64,196,-0.16
2004,0,20628,Arron Oberholser,32.61,45,138,+0.02
2004,0,20498,Briny Baird,32.58,58,178,-0.12
2004,0,23983,Luke Donald,32.58,43,132,-0.12
2004,0,1666,Bernhard Langer,31.91,30,94,-0.03
2004,0,12602,Dean Wilson,31.82,63,198,-0.24
2004,0,21961,Charles Howell III,31.76,54,170,-0.26
2004,0,20104,Ken Duke,31.61,55,174,-0.22
2004,0,24290,D.J. Brigman,31.58,48,152,-0.02
2004,0,23613,Rich Barcelo,31.54,41,130,-0.02
2004,0,23614,Rich Beem,31.34,42,134,-0.02
2004,0,6197,Michael Allen,31.18,53,170,-0.19
2004,0,1313,Steve Elkington,31.15,38,122,-0.18
2004,0,2214,Kirk Triplett,31.08,46,148,-0.20
2004,0,24507,Jason Bohn,31.05,59,190,-0.02
2004,0,10860,Justin Leonard,30.99,44,142,-0.16
2004,0,7939,Dan Olsen,30.99,44,142,-0.14
2004,0,20548,Hidemichi Tanaka,30.86,50,162,-0.14
2004,0,1249,John Daly,30.82,45,146,-0.16
2004,0,23353,J.J. Henry,30.81,61,198,-0.26
2004,0,20593,Greg Chalmers,30.71,43,140,-0.33
2004,0,21805,Harrison Frazar,30.63,49,160,-0.18
2004,0,1941,Tom Pernice Jr.,30.53,58,190,-0.10
2004,0,1320,Bob Estes,30.51,36,118,-0.19
2004,0,6251,Chris DiMarco,30.49,50,164,-0.20
2004,0,1142,Bart Bryant,30.43,42,138,-0.19
2004,0,1473,Todd Hamilton,30.41,45,148,-0.22
2004,0,10733,Kent Jones,30.41,59,194,-0.17
2004,0,8337,Mike Heinen,30.19,32,106,-0.09
2004,0,8537,J.P. Hayes,30.14,44,146,+0.05
2004,0,12782,Tim Herron,30.14,44,146,-0.25
2004,0,6078,Esteban Toledo,30.0,54,180,-0.11
2004,0,8835,Kris Cox,29.85,40,134,+0.25
2004,0,21949,Joe Ogilvie,29.79,56,188,-0.05
2004,0,25686,Jason Dufner,29.75,47,158,-0.17
2004,0,22046,Geoff Ogilvy,29.52,49,166,-0.08
2004,0,2239,Scott Verplank,29.33,44,150,-0.18
2004,0,23497,Tag Ridings,29.0,29,100,+0.31
2004,0,2223,Bob Tway,28.87,41,142,-0.22
2004,0,1157,Tom Byrum,28.57,44,154,-0.23
2004,0,6809,Bob Burns,28.49,49,172,-0.29
2004,0,12823,Carlos Franco,28.42,54,190,-0.20
2004,0,1927,Dennis Paulson,28.26,39,138,-0.28
2004,0,19972,José Coceres,28.13,36,128,-0.08
2004,0,8075,Jerry Kelly,27.89,53,190,-0.28
2004,0,21633,Steve Allan,27.84,54,194,-0.15
2004,0,1381,Fred Funk,27.84,49,176,-0.24
