YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
2021,0,35230,Nelson Ledesma,2.818,31,11
2021,0,34363,Tyrrell Hatton,2.905,61,21
2021,0,20229,Stewart Cink,2.917,70,24
2021,0,46442,Maverick McNealy,2.92,73,25
2021,0,32839,Hideki Matsuyama,2.951,121,41
2021,0,25364,Paul Casey,3.0,84,28
2021,0,21209,Sergio Garcia,3.0,81,27
2021,0,35506,Mackenzie Hughes,3.0,111,37
2021,0,33413,Ben Martin,3.0,33,11
2021,0,32150,Michael Thompson,3.0,78,26
2021,0,27095,Nick Watney,3.0,42,14
2021,0,32139,Danny Willett,3.0,30,10
2021,0,27349,Alex Noren,3.03,100,33
2021,0,29221,Webb Simpson,3.037,82,27
2021,0,22405,Justin Rose,3.042,73,24
2021,0,22056,Cameron Percy,3.043,70,23
2021,0,27942,Rob Oppenheim,3.056,55,18
2021,0,34099,Harris English,3.057,107,35
2021,0,24024,Zach Johnson,3.057,107,35
2021,0,46970,Jon Rahm,3.057,107,35
2021,0,47993,Denny McCarthy,3.059,104,34
2021,0,47959,Bryson DeChambeau,3.061,101,33
2021,0,36801,Mark Hubbard,3.063,98,32
2021,0,39975,Michael Kim,3.063,49,16
2021,0,32640,Troy Merritt,3.065,95,31
2021,0,46046,Scottie Scheffler,3.07,132,43
2021,0,26329,Louis Oosthuizen,3.071,86,28
2021,0,49298,Kramer Hickok,3.077,80,26
2021,0,35461,Beau Hossler,3.083,74,24
2021,0,32757,Patton Kizzire,3.086,108,35
2021,0,29479,Scott Brown,3.091,68,22
2021,0,30925,Dustin Johnson,3.091,102,33
2021,0,36871,Matthew NeSmith,3.094,99,32
2021,0,39971,Sungjae Im,3.098,158,51
2021,0,34174,John Huh,3.1,62,20
2021,0,26851,Marc Leishman,3.1,93,30
2021,0,24502,Adam Scott,3.1,93,30
2021,0,37189,Harold Varner III,3.103,121,39
2021,0,27644,Brian Harman,3.105,118,38
2021,0,46402,Talor Gooch,3.111,112,36
2021,0,34431,Robert Streb,3.115,81,26
2021,0,34098,Russell Henley,3.118,106,34
2021,0,28252,Seamus Power,3.118,53,17
2021,0,34466,Peter Malnati,3.12,78,25
2021,0,30692,Scott Stallings,3.12,78,25
2021,0,45526,Abraham Ancer,3.122,128,41
2021,0,30944,Jason Kokrak,3.122,128,41
2021,0,24140,Sean O'Hair,3.125,50,16
2021,0,47504,Sam Burns,3.129,97,31
2021,0,30110,Kyle Stanley,3.129,97,31
2021,0,33490,Bo Hoag,3.13,72,23
2021,0,32070,Rafael Campos,3.133,47,15
2021,0,33122,Russell Knox,3.133,94,30
2021,0,53165,Doc Redman,3.133,94,30
2021,0,32333,Kevin Tway,3.133,47,15
2021,0,29725,Tony Finau,3.135,116,37
2021,0,32662,Michael Gligic,3.143,66,21
2021,0,12716,Charley Hoffman,3.143,110,35
2021,0,30926,Chris Kirk,3.143,88,28
2021,0,28775,Nate Lashley,3.143,88,28
2021,0,33486,Roger Sloan,3.143,66,21
2021,0,35891,Cameron Smith,3.143,110,35
2021,0,34264,Hudson Swafford,3.143,66,21
2021,0,35310,Lanto Griffin,3.146,129,41
2021,0,33667,Carlos Ortiz,3.147,107,34
2021,0,33419,Cameron Tringale,3.147,107,34
2021,0,33399,Adam Hadwin,3.154,123,39
2021,0,35532,Tom Hoge,3.158,120,38
2021,0,27556,Ted Potter Jr.,3.158,60,19
2021,0,45486,Joaquin Niemann,3.159,139,44
2021,0,27936,Martin Laird,3.16,79,25
2021,0,45157,Cam Davis,3.161,98,31
2021,0,33597,Harry Higgs,3.161,98,31
2021,0,34360,Patrick Reed,3.161,98,31
2021,0,19846,Brian Gay,3.167,76,24
2021,0,27554,Scott Harrington,3.167,76,24
2021,0,24138,Ian Poulter,3.167,76,24
2021,0,27770,Camilo Villegas,3.167,76,24
2021,0,30927,Brendon Todd,3.171,111,35
2021,0,27129,Luke List,3.174,73,23
2021,0,33141,Keegan Bradley,3.176,108,34
2021,0,29926,Danny Lee,3.179,89,28
2021,0,29478,Kevin Kisner,3.182,105,33
2021,0,32816,Satoshi Kodaira,3.182,70,22
2021,0,27974,Sung Kang,3.185,86,27
2021,0,36689,Brooks Koepka,3.188,102,32
2021,0,49960,Sepp Straka,3.194,99,31
2021,0,26499,Rafa Cabrera Bello,3.2,80,25
2021,0,39546,Keith Mitchell,3.2,80,25
2021,0,26476,Chez Reavie,3.2,80,25
2021,0,34046,Jordan Spieth,3.2,112,35
2021,0,25493,Nick Taylor,3.2,96,30
2021,0,23788,D.J. Trahan,3.2,48,15
2021,0,46717,Viktor Hovland,3.206,109,34
2021,0,31646,Emiliano Grillo,3.208,77,24
2021,0,34314,Sebastian Cappelen,3.214,45,14
2021,0,23983,Luke Donald,3.214,45,14
2021,0,27064,Jhonattan Vegas,3.214,90,28
2021,0,25900,Lucas Glover,3.216,119,37
2021,0,31560,Brian Stuard,3.219,103,32
2021,0,25396,Kevin Na,3.22,132,41
2021,0,27214,Kevin Streelman,3.222,116,36
2021,0,28237,Rory McIlroy,3.226,100,31
2021,0,49771,J.T. Poston,3.226,100,31
2021,0,33404,Chris Baker,3.231,42,13
2021,0,28420,Ryan Brehm,3.231,42,13
2021,0,25818,Scott Piercy,3.231,84,26
2021,0,32102,Rickie Fowler,3.233,97,30
2021,0,48822,Sebastián Muñoz,3.233,139,43
2021,0,48081,Xander Schauffele,3.233,97,30
2021,0,23325,Vaughn Taylor,3.235,55,17
2021,0,32254,Xinjun Zhang,3.235,55,17
2021,0,39997,Corey Conners,3.237,123,38
2021,0,34255,Joseph Bramlett,3.238,68,21
2021,0,26331,Charl Schwartzel,3.24,81,25
2021,0,30163,Henrik Norlander,3.241,94,29
2021,0,32448,James Hahn,3.25,78,24
2021,0,23320,Ryan Palmer,3.25,104,32
2021,0,29908,C.T. Pan,3.25,78,24
2021,0,40006,Erik van Rooyen,3.25,104,32
2021,0,31323,Gary Woodland,3.25,91,28
2021,0,29974,Branden Grace,3.259,88,27
2021,0,35104,Tom Lewis,3.259,88,27
2021,0,29268,Bronson Burgoon,3.263,62,19
2021,0,39953,Chase Seiffert,3.263,62,19
2021,0,32791,K.H. Lee,3.265,111,34
2021,0,50525,Collin Morikawa,3.267,98,30
2021,0,49964,Aaron Wise,3.267,98,30
2021,0,29518,Brendan Steele,3.269,85,26
2021,0,33120,Mark Anderson,3.273,36,11
2021,0,28679,Fabián Gómez,3.273,36,11
2021,0,48119,Ben Taylor,3.273,36,11
2021,0,51894,Vince Whaley,3.273,72,22
2021,0,46435,Austin Cook,3.286,69,21
2021,0,32618,Rhein Gibson,3.286,46,14
2021,0,26758,David Hearn,3.286,46,14
2021,0,49766,Hank Lebioda,3.286,69,21
2021,0,23621,Rory Sabbatini,3.286,92,28
2021,0,26300,Matt Jones,3.289,125,38
2021,0,39977,Max Homa,3.29,102,31
2021,0,34256,Andrew Putnam,3.29,102,31
2021,0,33410,Andrew Landry,3.292,79,24
2021,0,45609,Tyler Duncan,3.294,112,34
2021,0,47128,Richy Werenski,3.294,112,34
2021,0,47347,Adam Schenk,3.296,89,27
2021,0,56278,Matthew Wolff,3.296,89,27
2021,0,19803,Ryan Armour,3.3,66,20
2021,0,24924,Bill Haas,3.3,33,10
2021,0,31557,Jim Herman,3.3,66,20
2021,0,27141,J.B. Holmes,3.3,66,20
2021,0,25686,Jason Dufner,3.304,76,23
2021,0,31420,Anirban Lahiri,3.304,76,23
