YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2021,1,0,28252,Seamus Power,3.92,1207,308
2021,2,0,33419,Cameron Tringale,3.93,1929,491
2021,3,0,35450,Patrick Cantlay,3.94,1661,422
2021,3,0,29221,Webb Simpson,3.94,1586,403
2021,3,0,33448,Justin Thomas,3.94,1788,454
2021,6,0,31646,Emiliano Grillo,3.95,2016,511
2021,6,0,30926,Chris Kirk,3.95,1790,453
2021,6,0,28237,Rory McIlroy,3.95,1579,400
2021,9,0,47504,Sam Burns,3.96,1767,446
2021,9,0,34098,Russell Henley,3.96,1825,461
2021,9,0,26329,Louis Oosthuizen,3.96,1595,403
2021,9,0,46970,Jon Rahm,3.96,1627,411
2021,13,0,45526,Abraham Ancer,3.97,2097,528
2021,13,0,19803,Ryan Armour,3.97,1657,417
2021,13,0,39997,Corey Conners,3.97,2177,549
2021,13,0,52375,Doug Ghim,3.97,1806,455
2021,13,0,46717,Viktor Hovland,3.97,1731,436
2021,13,0,50525,Collin Morikawa,3.97,1675,422
2021,13,0,33486,Roger Sloan,3.97,1736,437
2021,13,0,34046,Jordan Spieth,3.97,1857,468
2021,13,0,30692,Scott Stallings,3.97,1623,409
2021,13,0,27064,Jhonattan Vegas,3.97,1845,465
2021,23,0,26758,David Hearn,3.98,1341,337
2021,23,0,25493,Nick Taylor,3.98,1924,483
2021,23,0,27330,Josh Teater,3.98,998,251
2021,26,0,46435,Austin Cook,3.99,1527,383
2021,26,0,46402,Talor Gooch,3.99,1913,479
2021,26,0,33490,Bo Hoag,3.99,1852,464
2021,26,0,35532,Tom Hoge,3.99,2030,509
2021,26,0,32757,Patton Kizzire,3.99,2165,543
2021,26,0,36689,Brooks Koepka,3.99,1404,352
2021,26,0,33413,Ben Martin,3.99,1046,262
2021,26,0,25396,Kevin Na,3.99,1896,475
2021,26,0,34360,Patrick Reed,3.99,1683,422
2021,26,0,30110,Kyle Stanley,3.99,1935,485
2021,26,0,47483,Will Zalatoris,3.99,1868,468
2021,37,0,22371,Aaron Baddeley,4.0,1141,285
2021,37,0,40026,Daniel Berger,4.0,1818,454
2021,37,0,20229,Stewart Cink,4.0,1965,491
2021,37,0,47959,Bryson DeChambeau,4.0,1738,434
2021,37,0,32662,Michael Gligic,4.0,1709,427
2021,37,0,32448,James Hahn,4.0,1492,373
2021,37,0,12716,Charley Hoffman,4.0,2080,520
2021,37,0,29420,Billy Horschel,4.0,1839,460
2021,37,0,21961,Charles Howell III,4.0,1500,375
2021,37,0,39971,Sungjae Im,4.0,2601,651
2021,37,0,37455,Si Woo Kim,4.0,1997,499
2021,37,0,33122,Russell Knox,4.0,1933,483
2021,37,0,32816,Satoshi Kodaira,4.0,1622,405
2021,37,0,30944,Jason Kokrak,4.0,1902,475
2021,37,0,36871,Matthew NeSmith,4.0,1900,475
2021,37,0,29908,C.T. Pan,4.0,1726,431
2021,37,0,46046,Scottie Scheffler,4.0,2072,518
2021,37,0,39953,Chase Seiffert,4.0,1658,415
2021,37,0,35891,Cameron Smith,4.0,1778,444
2021,37,0,31560,Brian Stuard,4.0,2235,559
2021,37,0,37189,Harold Varner III,4.0,1932,483
2021,37,0,27770,Camilo Villegas,4.0,1646,412
2021,59,0,25364,Paul Casey,4.01,1533,382
2021,59,0,34076,Joel Dahmen,4.01,1762,439
2021,59,0,29725,Tony Finau,4.01,1927,480
2021,59,0,25900,Lucas Glover,4.01,2058,513
2021,59,0,34563,Chesson Hadley,4.01,1551,387
2021,59,0,27644,Brian Harman,4.01,2185,545
2021,59,0,49298,Kramer Hickok,4.01,1443,360
2021,59,0,26300,Matt Jones,4.01,2224,555
2021,59,0,29478,Kevin Kisner,4.01,1696,423
2021,59,0,31420,Anirban Lahiri,4.01,1426,356
2021,59,0,28775,Nate Lashley,4.01,1657,413
2021,59,0,46442,Maverick McNealy,4.01,1648,411
2021,59,0,45486,Joaquin Niemann,4.01,2247,561
2021,59,0,30163,Henrik Norlander,4.01,1789,446
2021,59,0,33667,Carlos Ortiz,4.01,1957,488
2021,59,0,22056,Cameron Percy,4.01,1637,408
2021,59,0,23621,Rory Sabbatini,4.01,1624,405
2021,59,0,47347,Adam Schenk,4.01,2168,541
2021,59,0,49960,Sepp Straka,4.01,2065,515
2021,59,0,48119,Ben Taylor,4.01,1043,260
2021,59,0,23325,Vaughn Taylor,4.01,1653,412
2021,59,0,32150,Michael Thompson,4.01,1597,398
2021,59,0,30927,Brendon Todd,4.01,1863,465
2021,59,0,25804,Bubba Watson,4.01,1502,375
2021,59,0,49964,Aaron Wise,4.01,1696,423
2021,84,0,33404,Chris Baker,4.02,1161,289
2021,84,0,34255,Joseph Bramlett,4.02,1651,411
2021,84,0,45157,Cam Davis,4.02,2022,503
2021,84,0,34099,Harris English,4.02,2005,499
2021,84,0,32102,Rickie Fowler,4.02,1689,420
2021,84,0,29970,Dylan Frittelli,4.02,1557,387
2021,84,0,29535,Brice Garnett,4.02,1972,491
2021,84,0,48045,Michael Gellerman,4.02,992,247
2021,84,0,34363,Tyrrell Hatton,4.02,1163,289
2021,84,0,30925,Dustin Johnson,4.02,1550,386
2021,84,0,35230,Nelson Ledesma,4.02,1014,252
2021,84,0,26851,Marc Leishman,4.02,1623,404
2021,84,0,35104,Tom Lewis,4.02,1719,428
2021,84,0,33204,Shane Lowry,4.02,1620,403
2021,84,0,34466,Peter Malnati,4.02,1750,435
2021,84,0,48822,Sebastián Muñoz,4.02,2209,549
2021,84,0,24138,Ian Poulter,4.02,1565,389
2021,84,0,26476,Chez Reavie,4.02,1853,461
2021,84,0,48081,Xander Schauffele,4.02,1656,412
2021,84,0,26331,Charl Schwartzel,4.02,1829,455
2021,84,0,27214,Kevin Streelman,4.02,2095,521
2021,84,0,34264,Hudson Swafford,4.02,1734,431
2021,84,0,40006,Erik van Rooyen,4.02,1573,391
2021,84,0,47128,Richy Werenski,4.02,1871,465
2021,108,0,33120,Mark Anderson,4.03,1173,291
2021,108,0,33141,Keegan Bradley,4.03,1856,461
2021,108,0,21209,Sergio Garcia,4.03,1630,404
2021,108,0,29974,Branden Grace,4.03,1714,425
2021,108,0,46550,Brandon Hagy,4.03,1584,393
2021,108,0,39977,Max Homa,4.03,1821,452
2021,108,0,35506,Mackenzie Hughes,4.03,1937,481
2021,108,0,27936,Martin Laird,4.03,1690,419
2021,108,0,49766,Hank Lebioda,4.03,1534,381
2021,108,0,27942,Rob Oppenheim,4.03,1591,395
2021,108,0,23320,Ryan Palmer,4.03,1595,396
2021,108,0,24361,Pat Perez,4.03,2052,509
2021,108,0,25818,Scott Piercy,4.03,1704,423
2021,108,0,34256,Andrew Putnam,4.03,1922,477
2021,108,0,37275,Sam Ryder,4.03,1866,463
2021,108,0,29518,Brendan Steele,4.03,1658,411
2021,124,0,29479,Scott Brown,4.04,1711,423
2021,124,0,34314,Sebastian Cappelen,4.04,1152,285
2021,124,0,35461,Beau Hossler,4.04,1887,467
2021,124,0,33410,Andrew Landry,4.04,1443,357
2021,124,0,27129,Luke List,4.04,1907,472
2021,124,0,32839,Hideki Matsuyama,4.04,1983,491
2021,124,0,47993,Denny McCarthy,4.04,2006,497
2021,124,0,40042,Tyler McCumber,4.04,1484,367
2021,124,0,24502,Adam Scott,4.04,1585,392
2021,124,0,27649,Brandt Snedeker,4.04,1788,443
2021,124,0,39324,J.J. Spaun,4.04,1554,385
2021,124,0,34431,Robert Streb,4.04,1797,445
2021,124,0,51894,Vince Whaley,4.04,1708,423
2021,124,0,56278,Matthew Wolff,4.04,1239,307
2021,138,0,29268,Bronson Burgoon,4.05,1550,383
2021,138,0,32070,Rafael Campos,4.05,1280,316
2021,138,0,25686,Jason Dufner,4.05,1859,459
2021,138,0,40098,Matt Fitzpatrick,4.05,1412,349
2021,138,0,28679,Fabián Gómez,4.05,1133,280
2021,138,0,24924,Bill Haas,4.05,932,230
2021,138,0,27554,Scott Harrington,4.05,1686,416
2021,138,0,33597,Harry Higgs,4.05,1738,429
2021,138,0,27141,J.B. Holmes,4.05,1048,259
