YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
2024,0,39546,Keith Mitchell,-.195
2024,0,45242,Kevin Yu,-.189
2024,0,47988,Nick Hardy,-.186
2024,0,46046,Scottie Scheffler,-.159
2024,0,52955,Ludvig Åberg,-.158
2024,0,28237,Rory McIlroy,-.153
2024,0,59143,Mac Meissner,-.153
2024,0,39975,Michael Kim,-.151
2024,0,40250,Taylor Pendrith,-.150
2024,0,47504,Sam Burns,-.147
2024,0,27064,Jhonattan Vegas,-.143
2024,0,38991,Alejandro Tosti,-.141
2024,0,33948,Byeong Hun An,-.133
2024,0,46717,Viktor Hovland,-.133
2024,0,40006,Erik van Rooyen,-.130
2024,0,28420,Ryan Brehm,-.127
2024,0,48084,Wesley Bryan,-.127
2024,0,48117,Kurt Kitayama,-.126
2024,0,46442,Maverick McNealy,-.114
2024,0,48887,Matt Wallace,-.113
2024,0,31323,Gary Woodland,-.113
2024,0,32367,Jorge Campillo,-.111
2024,0,45522,Christiaan Bezuidenhout,-.110
2024,0,57975,Harry Hall,-.110
2024,0,57366,Cameron Young,-.110
2024,0,27139,David Skinns,-.109
2024,0,51696,Rico Hoey,-.103
2024,0,40098,Matt Fitzpatrick,-.102
2024,0,39971,Sungjae Im,-.097
2024,0,54576,Patrick Fishburn,-.094
2024,0,48081,Xander Schauffele,-.094
2024,0,36699,Patrick Rodgers,-.093
2024,0,37378,Min Woo Lee,-.092
2024,0,32333,Kevin Tway,-.089
2024,0,47663,Kevin Dougherty,-.088
2024,0,51766,Wyndham Clark,-.087
2024,0,59866,Nick Dunlap,-.087
2024,0,54421,Garrick Higgo,-.087
2024,0,39324,J.J. Spaun,-.087
2024,0,33141,Keegan Bradley,-.085
2024,0,33448,Justin Thomas,-.084
2024,0,51349,Nico Echavarria,-.083
2024,0,52666,Sami Valimaki,-.081
2024,0,55182,Tom Kim,-.080
2024,0,52215,Robert MacIntyre,-.078
2024,0,34098,Russell Henley,-.077
2024,0,60067,Joe Highsmith,-.077
2024,0,49960,Sepp Straka,-.076
2024,0,35310,Lanto Griffin,-.073
2024,0,47483,Will Zalatoris,-.070
2024,0,52372,Cameron Champ,-.068
2024,0,33653,Thomas Detry,-.061
2024,0,51634,Sahith Theegala,-.061
2024,0,40026,Daniel Berger,-.060
2024,0,34099,Harris English,-.059
2024,0,48153,Matthieu Pavon,-.058
2024,0,51997,Andrew Novak,-.056
2024,0,34255,Joseph Bramlett,-.055
2024,0,56149,Wilson Furr,-.054
2024,0,47591,Eric Cole,-.053
2024,0,51977,Max Greyserman,-.052
2024,0,47983,Chad Ramey,-.050
2024,0,29535,Brice Garnett,-.049
2024,0,54591,Ben Griffin,-.048
2024,0,28252,Seamus Power,-.048
2024,0,56630,Akshay Bhatia,-.047
2024,0,29725,Tony Finau,-.046
2024,0,47347,Adam Schenk,-.043
2024,0,27129,Luke List,-.038
2024,0,52513,Carson Young,-.037
2024,0,31646,Emiliano Grillo,-.036
2024,0,55454,Carl Yuan,-.036
2024,0,35532,Tom Hoge,-.034
2024,0,36326,David Lipsky,-.032
2024,0,50525,Collin Morikawa,-.032
2024,0,45609,Tyler Duncan,-.031
2024,0,37275,Sam Ryder,-.031
2024,0,24502,Adam Scott,-.031
2024,0,35450,Patrick Cantlay,-.030
2024,0,59095,Chris Gotterup,-.030
2024,0,27644,Brian Harman,-.028
