YEAR,MOVEMENT,PLAYER_ID,PLAYER,POINTS
2013,0,35541,John Peterson,128.0
2013,0,24503,Jeff Klauk,115.0
2013,0,19904,Paul Lawrie,107.0
2013,0,19958,Miguel Angel Jiménez,107.0
2013,0,33204,Shane Lowry,99.0
2013,0,28937,George Coetzee,97.0
2013,0,35450,Patrick Cantlay,96.0
2013,0,24459,Richard Sterne,90.0
2013,0,26499,Rafa Cabrera Bello,89.0
2013,0,32139,Danny Willett,84.0
2013,0,25369,Jamie Donaldson,80.0
2013,0,29974,Branden Grace,79.0
2013,0,29476,Kyle Reifers,76.0
2013,0,39531,Ken Looper,65.0
2013,0,25841,Marc Warren,62.0
2013,0,10505,Shane Bertsch,59.0
2013,0,29926,Danny Lee,59.0
2013,0,29484,Peter Uihlein,58.0
2013,0,23790,Eduardo De La Riva,56.0
2013,0,20376,Stephen Gallacher,56.0
2013,0,32800,Franklin Corpening,56.0
2013,0,24511,Thongchai Jaidee,54.0
2013,0,35545,Blayne Barber,52.0
2013,0,19825,Darren Clarke,49.0
2013,0,20574,Mathew Goggin,47.0
2013,0,35879,Kelly Kraft,47.0
2013,0,25892,Steve Wheatcroft,47.0
2013,0,30978,Kiradech Aphibarnrat,45.0
2013,0,35459,Chris Williams,44.0
2013,0,27821,Steven Tiley,43.0
2013,0,32694,Morten Orum Madsen,42.0
2013,0,28723,John Parry,42.0
2013,0,33199,Matteo Manassero,41.0
2013,0,31138,Scott Jamieson,41.0
2013,0,31627,Todd Baek,38.0
2013,0,24083,Marcus Fraser,36.0
2013,0,24940,Edward Loar,35.0
2013,0,28923,Oliver Fisher,34.0
2013,0,34358,Jonathan Randolph,31.0
2013,0,24604,Hunter Haas,28.0
2013,0,37460,Jeremiah Wooding,28.0
2013,0,10944,Thomas Bjørn,25.0
2013,0,34262,Jon Curran,25.0
2013,0,27958,Ryan Blaum,23.0
2013,0,27554,Scott Harrington,23.0
2013,0,20771,Steven Alker,23.0
2013,0,32262,Mark Brown,23.0
2013,0,20218,Shingo Katayama,23.0
2013,0,35087,Bio Kim,23.0
2013,0,26733,John Kimbell,21.0
2013,0,33911,Nate Smith,18.0
2013,0,29223,Sam Saunders,17.0
2013,0,33120,Mark Anderson,16.0
2013,0,21498,Hideto Tanihara,16.0
2013,0,33486,Roger Sloan,15.0
2013,0,24461,Thomas Aiken,12.0
2013,0,29531,Richie Ramsay,11.0
2013,0,26498,Matt Weibring,9.0
2013,0,35469,Sebastián Vázquez,8.0
2013,0,19991,Peter Hedblom,6.0
2013,0,20608,David Howell,6.0
2013,0,26525,Grégory Bourdy,4.0
2013,0,29454,Bernd Wiesberger,4.0
2013,0,22000,Chris Wood,4.0
2013,0,29478,Kevin Kisner,4.0
2013,0,39412,Zack Fischer,3.0
2013,0,21646,David Branshaw,2.0
2013,0,36689,Brooks Koepka,1.0
2013,0,28928,Gareth Wright,1.0
2013,0,24957,Simon Khan,1.0
2013,0,23290,Andrew Johnson,1.0
2013,0,27929,Shiv Kapur,1.0
2013,0,28258,K.T. Kim,1.0
2013,0,32070,Rafael Campos,1.0
2013,0,25863,Rod Perry,1.0
2013,0,22764,Michael Block,1.0
2013,0,24956,Mikko Ilonen,1.0
2013,0,2076,Peter Senior,1.0
2013,0,23778,Brad Adamonis,1.0
2012,0,22792,Peter Hanson,367.0
2012,0,30852,Ryo Ishikawa,365.0
2012,0,21099,David Lynn,330.0
2012,0,23452,Nicolas Colsaerts,266.0
2012,0,35539,Luke Guthrie,181.0
2012,0,34360,Patrick Reed,154.0
2012,0,35541,John Peterson,142.0
2012,0,24461,Thomas Aiken,138.0
2012,0,27408,Martin Kaymer,136.0
2012,0,25198,Francesco Molinari,133.0
2012,0,19958,Miguel Angel Jiménez,125.0
2012,0,25369,Jamie Donaldson,120.0
2012,0,33968,Thorbjørn Olesen,110.0
2012,0,19904,Paul Lawrie,102.0
2012,0,35450,Patrick Cantlay,93.0
2012,0,10944,Thomas Bjørn,86.0
2012,0,34261,Scott Langley,77.0
2012,0,27349,Alex Noren,73.0
2012,0,26497,Casey Wittenberg,73.0
2012,0,28300,Joost Luiten,70.0
2012,0,24512,Simon Dyson,63.0
2012,0,29974,Branden Grace,59.0
2012,0,36690,Hunter Hamrick,58.0
2012,0,28135,Aaron Watkins,56.0
2012,0,31557,Jim Herman,56.0
2012,0,32622,Matthew Baldwin,54.0
2012,0,20771,Steven Alker,51.0
2012,0,29419,Tadd Fujikawa,51.0
2012,0,29720,Andres Gonzales,50.0
2012,0,26500,Alejandro Cañizares,48.0
2012,0,20832,Raphael Jacquelin,48.0
2012,0,20859,Anders Hansen,46.0
2012,0,27896,Ross Fisher,45.0
2012,0,29256,James Morrison,45.0
2012,0,25190,Jeff Quinney,42.0
2012,0,28258,K.T. Kim,39.0
2012,0,31420,Anirban Lahiri,39.0
2012,0,33461,Morgan Hoffmann,38.0
2012,0,25336,Alistair Presnell,38.0
2012,0,23481,Marcel Siem,33.0
2012,0,33418,Shawn Stefani,33.0
2012,0,25191,Gonzalo Fernandez-Castaño,32.0
2012,0,24459,Richard Sterne,30.0
2012,0,27072,Alvaro Quiros,29.0
2012,0,34255,Joseph Bramlett,27.0
2012,0,36684,Dustin Morris,26.0
2012,0,27503,Steve LeBrun,23.0
2012,0,33199,Matteo Manassero,23.0
2012,0,34358,Jonathan Randolph,23.0
2012,0,25539,Rafael Echenique,22.0
2012,0,25444,Justin Hicks,22.0
2012,0,33520,Randall Hutchison,22.0
2012,0,24957,Simon Khan,22.0
2012,0,29670,Pablo Larrazabal,22.0
2012,0,34554,Jung-gon Hwang,19.0
2012,0,21284,Hiroyuki Fujita,18.0
2012,0,28593,Jesse Mueller,18.0
2012,0,28780,Nicholas Thompson,18.0
2012,0,6078,Esteban Toledo,18.0
2012,0,26595,Derek Tolan,17.0
2012,0,19825,Darren Clarke,15.0
2012,0,22806,Doug LaBelle II,15.0
2012,0,29833,Yoshinori Fujimoto,15.0
2012,0,29253,Jeff Curl,14.0
2012,0,31646,Emiliano Grillo,13.0
2012,0,23814,Edoardo Molinari,13.0
2012,0,35879,Kelly Kraft,12.0
2012,0,29342,Jae-bum Park,10.0
2012,0,22295,Darron Stiles,10.0
2012,0,33117,Dale Whitnell,10.0
2012,0,27119,Koumei Oda,9.0
2012,0,2002,John Riegger,7.0
2012,0,32058,José de Jesús Rodríguez,7.0
2012,0,25841,Marc Warren,6.0
2012,0,25321,Lee Slattery,5.0
2012,0,32868,Brandon Brown,5.0
2012,0,24083,Marcus Fraser,5.0
2012,0,20935,Toru Taniguchi,3.0
2012,0,36982,Jake Sarnoff,2.0
2012,0,20698,Adilson da Silva,1.0
2012,0,20686,Jeev Milkha Singh,1.0
2012,0,29223,Sam Saunders,1.0
2012,0,20378,Mathias Grönberg,1.0
2012,0,36884,Ben Kohles,1.0
2012,0,25936,Alex Aragon,1.0
2012,0,23725,Brendan Jones,1.0
2012,0,27118,Toshinori Muto,1.0
2012,0,26444,Juvic Pagunsan,1.0
2012,0,33451,Matt Hill,1.0
2012,0,36670,Jonathan Fly,1.0
2012,0,26808,Tadahiro Takayama,1.0
2012,0,19929,Warren Bennett,1.0
2012,0,24511,Thongchai Jaidee,1.0
2012,0,34359,Diego Velásquez,1.0
2012,0,26499,Rafa Cabrera Bello,1.0
2012,0,35621,Scott Smith,1.0
2011,0,28237,Rory McIlroy,818.0
2011,0,19825,Darren Clarke,600.0
2011,0,20396,Lee Westwood,454.0
2011,0,20859,Anders Hansen,258.0
2011,0,23814,Edoardo Molinari,209.0
2011,0,22792,Peter Hanson,205.0
2011,0,27408,Martin Kaymer,204.0
2011,0,33399,Adam Hadwin,190.0
2011,0,34021,Bud Cauley,181.0
2011,0,28258,K.T. Kim,179.0
2011,0,10944,Thomas Bjørn,150.0
2011,0,27072,Alvaro Quiros,147.0
2011,0,33199,Matteo Manassero,101.0
2011,0,24512,Simon Dyson,100.0
2011,0,27896,Ross Fisher,98.0
2011,0,29289,S.Y. Noh,98.0
2011,0,20832,Raphael Jacquelin,94.0
2011,0,25198,Francesco Molinari,92.0
2011,0,29223,Sam Saunders,91.0
2011,0,19958,Miguel Angel Jiménez,91.0
2011,0,30852,Ryo Ishikawa,87.0
2011,0,27088,Johan Edfors,82.0
2011,0,26539,Robert Rock,76.0
2011,0,33461,Morgan Hoffmann,70.0
2011,0,21284,Hiroyuki Fujita,68.0
2011,0,24494,Erik Compton,67.0
2011,0,26908,Yuta Ikeda,62.0
2011,0,28937,George Coetzee,61.0
2011,0,29670,Pablo Larrazabal,61.0
2011,0,27349,Alex Noren,55.0
2011,0,20569,Richard Green,54.0
2011,0,22896,Grégory Havret,49.0
2011,0,29780,Do-Hoon Kim,37.0
2011,0,31640,Gary Boyd,31.0
2011,0,24957,Simon Khan,31.0
2011,0,28259,Sangmoon Bae,28.0
2011,0,20378,Mathias Grönberg,26.0
2011,0,26949,Josh Broadaway,25.0
2011,0,24748,WC Liang,24.0
2011,0,31114,Drew Weaver,24.0
2011,0,26525,Grégory Bourdy,21.0
2011,0,27910,Floris De Vries,21.0
2011,0,25948,Richard McEvoy,21.0
2011,0,20574,Mathew Goggin,20.0
2011,0,21207,José Manuel Lara,20.0
2011,0,26500,Alejandro Cañizares,17.0
2011,0,20121,Todd Fischer,16.0
2011,0,30191,Julián Etulain,13.0
2011,0,27037,Sal Spallone,13.0
2011,0,21633,Steve Allan,13.0
2011,0,28308,Troy Kelly,12.0
2011,0,20367,Fredrik Andersson Hed,12.0
2011,0,20376,Stephen Gallacher,12.0
2011,0,7707,Mike Small,11.0
2011,0,23481,Marcel Siem,10.0
2011,0,29222,Billy Hurley III,8.0
2011,0,28300,Joost Luiten,7.0
2011,0,24077,Matthew Millar,7.0
2011,0,6350,Bob May,6.0
2011,0,19904,Paul Lawrie,5.0
2011,0,34360,Patrick Reed,3.0
2011,0,28455,Will Claxton,3.0
2011,0,25109,Christo Greyling,2.0
2011,0,20940,Kenichi Kuboya,2.0
2011,0,31115,Michio Matsumura,1.0
2011,0,21461,Kenneth Ferrie,1.0
2011,0,24219,Wes Heffernan,1.0
2011,0,34554,Jung-gon Hwang,1.0
2011,0,29740,Brad Fritsch,1.0
2011,0,27386,Dustin Risdon,1.0
2011,0,29546,Dave Schultz,1.0
2011,0,25936,Alex Aragon,
2010,0,20396,Lee Westwood,1515.0
2010,0,27408,Martin Kaymer,811.0
2010,0,25572,Graeme McDowell,681.0
2010,0,26329,Louis Oosthuizen,600.0
2010,0,21407,Arjun Atwal,500.0
2010,0,19970,Robert Karlsson,476.0
2010,0,26331,Charl Schwartzel,378.0
2010,0,23814,Edoardo Molinari,339.0
2010,0,22896,Grégory Havret,330.0
2010,0,10117,Bob Heintz,188.0
2010,0,25198,Francesco Molinari,162.0
2010,0,22986,Søren Kjeldsen,143.0
2010,0,30852,Ryo Ishikawa,138.0
2010,0,24748,WC Liang,131.0
2010,0,27072,Alvaro Quiros,129.0
2010,0,22792,Peter Hanson,124.0
2010,0,19958,Miguel Angel Jiménez,110.0
2010,0,20376,Stephen Gallacher,98.0
2010,0,26539,Robert Rock,91.0
2010,0,24512,Simon Dyson,90.0
2010,0,26908,Yuta Ikeda,74.0
2010,0,29223,Sam Saunders,71.0
2010,0,24511,Thongchai Jaidee,70.0
2010,0,29289,S.Y. Noh,69.0
2010,0,27506,Oliver Wilson,68.0
2010,0,27896,Ross Fisher,63.0
2010,0,24957,Simon Khan,60.0
2010,0,24494,Erik Compton,56.0
2010,0,20473,Ignacio Garrido,55.0
2010,0,20104,Ken Duke,47.0
2010,0,19825,Darren Clarke,46.0
2010,0,26500,Alejandro Cañizares,45.0
2010,0,30110,Kyle Stanley,42.0
2010,0,30909,David Horsey,41.0
2010,0,28258,K.T. Kim,40.0
2010,0,22983,Bradley Dredge,40.0
2010,0,23481,Marcel Siem,40.0
2010,0,25191,Gonzalo Fernandez-Castaño,36.0
2010,0,6573,Brandt Jobe,35.0
2010,0,23497,Tag Ridings,34.0
2010,0,28486,Michael Putnam,32.0
2010,0,33204,Shane Lowry,31.0
2010,0,25734,Colm Moriarty,31.0
2010,0,32495,Rob Grube,29.0
2010,0,33399,Adam Hadwin,29.0
2010,0,27768,Brock Mackenzie,29.0
2010,0,30004,Ross McGowan,29.0
2010,0,32698,Bobby Gates,28.0
2010,0,7707,Mike Small,27.0
2010,0,31114,Drew Weaver,27.0
2010,0,21633,Steve Allan,26.0
2010,0,20121,Todd Fischer,24.0
2010,0,32416,Benjamin Fox,22.0
2010,0,29461,Jamie Lovemark,22.0
2010,0,27064,Jhonattan Vegas,22.0
2010,0,25842,Jon Mills,21.0
2010,0,34478,Jerry Richardson Jr.,21.0
2010,0,23540,Jason Allred,19.0
2010,0,26499,Rafa Cabrera Bello,19.0
2010,0,31557,Jim Herman,19.0
2010,0,8635,Colin Montgomerie,18.0
2010,0,23699,Danny Chia,14.0
2010,0,23984,Zane Scotland,14.0
2010,0,27324,Seungsu Han,14.0
2010,0,12662,Thomas Levet,14.0
2010,0,19985,Santiago Luna,14.0
2010,0,20935,Toru Taniguchi,13.0
2010,0,26525,Grégory Bourdy,12.0
2010,0,28860,Daniel Barbetti,11.0
2010,0,21284,Hiroyuki Fujita,11.0
2010,0,23465,Peter Gustafsson,11.0
2010,0,32532,Manuel Villegas,11.0
2010,0,33451,Matt Hill,10.0
2010,0,20367,Fredrik Andersson Hed,10.0
2010,0,24786,Jeff Burns,10.0
2010,0,30924,Rhys Davies,9.0
2010,0,25457,Alexandre Rocha,9.0
2010,0,2076,Peter Senior,8.0
2010,0,21660,Jason Schultz,7.0
2010,0,31141,Gareth Maybin,6.0
2010,0,31437,Chris Rogers,6.0
2010,0,29222,Billy Hurley III,4.0
2010,0,25431,Rob Labritz,3.0
2010,0,25398,Ryuichi Oda,3.0
2010,0,32874,Erick Justesen,2.0
2010,0,12682,Hirofumi Miyase,2.0
2010,0,27821,Steven Tiley,2.0
2010,0,26497,Casey Wittenberg,1.0
2010,0,19905,Andrew Coltart,1.0
2010,0,23633,Phil Schmitt,1.0
2010,0,32831,Aaron Goldberg,1.0
2010,0,24461,Thomas Aiken,1.0
2010,0,33168,Michael O'Neal,1.0
2010,0,28302,Matthew Richardson,1.0
2010,0,33788,Blake Trimble,1.0
2010,0,29425,Andrew Svoboda,1.0
2010,0,20567,Kevin Hayashi,1.0
2010,0,25450,Ty Tryon,1.0
2010,0,33120,Mark Anderson,1.0
2010,0,25972,Pablo Martin Benavides,1.0
2010,0,34257,Jason Preeo,1.0
2009,0,21528,Henrik Stenson,1018.0
2009,0,20396,Lee Westwood,500.0
2009,0,28237,Rory McIlroy,434.0
2009,0,25572,Graeme McDowell,355.0
2009,0,27896,Ross Fisher,306.0
2009,0,27408,Martin Kaymer,249.0
2009,0,23624,Soren Hansen,241.0
2009,0,29926,Danny Lee,193.0
2009,0,25198,Francesco Molinari,185.0
2009,0,22000,Chris Wood,181.0
2009,0,20686,Jeev Milkha Singh,163.0
2009,0,20218,Shingo Katayama,150.0
2009,0,27506,Oliver Wilson,144.0
2009,0,22986,Søren Kjeldsen,139.0
2009,0,19958,Miguel Angel Jiménez,117.0
2009,0,22792,Peter Hanson,98.0
2009,0,32366,Kevin Chappell,89.0
2009,0,30110,Kyle Stanley,88.0
2009,0,24511,Thongchai Jaidee,88.0
2009,0,24461,Thomas Aiken,83.0
2009,0,26331,Charl Schwartzel,83.0
2009,0,12662,Thomas Levet,75.0
2009,0,19970,Robert Karlsson,71.0
2009,0,26882,Michael Sim,70.0
2009,0,29419,Tadd Fujikawa,70.0
2009,0,25191,Gonzalo Fernandez-Castaño,69.0
2009,0,27124,Chris Baryla,69.0
2009,0,24459,Richard Sterne,69.0
2009,0,22951,Azuma Yano,65.0
2009,0,20121,Todd Fischer,61.0
2009,0,27072,Alvaro Quiros,60.0
2009,0,27088,Johan Edfors,57.0
2009,0,23725,Brendan Jones,44.0
2009,0,20669,James Kingston,41.0
2009,0,20940,Kenichi Kuboya,41.0
2009,0,19825,Darren Clarke,39.0
2009,0,24236,Nick Dougherty,31.0
2009,0,21498,Hideto Tanihara,30.0
2009,0,21207,José Manuel Lara,29.0
2009,0,32876,Martin Piller,28.0
2009,0,27797,Derek Lamely,27.0
2009,0,12755,Vance Veazey,27.0
2009,0,29974,Branden Grace,27.0
2009,0,12461,Paul McGinley,27.0
2009,0,22540,Anthony Wall,27.0
2009,0,24494,Erik Compton,24.0
2009,0,27436,Graham DeLaet,23.0
2009,0,29461,Jamie Lovemark,23.0
2009,0,19904,Paul Lawrie,22.0
2009,0,32698,Bobby Gates,20.0
2009,0,31044,Matt Harmon,17.0
2009,0,23834,Jean-Francois Lucquin,16.0
2009,0,22122,Andrew McLardy,16.0
2009,0,20608,David Howell,16.0
2009,0,23969,Graeme Storm,16.0
2009,0,25892,Steve Wheatcroft,16.0
2009,0,29938,Alan Wagner,15.0
2009,0,32058,José de Jesús Rodríguez,15.0
2009,0,30852,Ryo Ishikawa,14.0
2009,0,23613,Rich Barcelo,14.0
2009,0,21284,Hiroyuki Fujita,14.0
2009,0,8123,Jeff Brehaut,13.0
2009,0,32210,Trevor Murphy,13.0
2009,0,19824,Craig Barlow,12.0
2009,0,30151,Fernando Mechereffe,12.0
2009,0,23783,Felipe Aguilar,11.0
2009,0,31577,Tano Goya,11.0
2009,0,32532,Manuel Villegas,11.0
2009,0,20569,Richard Green,10.0
2009,0,7941,Mike Grob,10.0
2009,0,8191,Paul Broadhurst,10.0
2009,0,24179,David Drysdale,10.0
2009,0,29720,Andres Gonzales,9.0
2009,0,26329,Louis Oosthuizen,7.0
2009,0,27129,Luke List,6.0
2009,0,24121,Andy Matthews,6.0
2009,0,20367,Fredrik Andersson Hed,5.0
2009,0,32888,Lucas Lee,3.0
2009,0,20624,David Smail,2.0
2009,0,28456,Andrew Ruthkoski,2.0
2009,0,6078,Esteban Toledo,2.0
2009,0,25437,James Vargas,2.0
2009,0,27447,John Ellis,1.0
2009,0,30926,Chris Kirk,1.0
2009,0,22368,Daniel Gaunt,1.0
2009,0,29664,Gregory Bisconti,1.0
2009,0,27463,Matthew Loving,1.0
2009,0,33545,Grant Sturgeon,1.0
2009,0,27090,Junpei Takayama,1.0
2009,0,24184,Alastair Forsyth,1.0
2009,0,33046,Cortland Lowe,1.0
2009,0,28380,Ryan Helminen,
2008,0,21528,Henrik Stenson,4031.0
2008,0,19970,Robert Karlsson,3079.0
2008,0,19958,Miguel Angel Jiménez,1858.0
2008,0,20686,Jeev Milkha Singh,1011.0
2008,0,20585,Niclas Fasth,885.0
2008,0,24184,Alastair Forsyth,774.0
2008,0,25572,Graeme McDowell,699.0
2008,0,20608,David Howell,692.0
2008,0,24748,WC Liang,578.0
2008,0,24459,Richard Sterne,532.0
2008,0,25240,D.A. Points,517.0
2008,0,22080,Prayad Marksaeng,440.0
2008,0,6078,Esteban Toledo,413.0
2008,0,20859,Anders Hansen,394.0
2008,0,20569,Richard Green,329.0
2008,0,22896,Grégory Havret,259.0
2008,0,27349,Alex Noren,259.0
2008,0,6431,Jean Van de Velde,259.0
2008,0,23162,Simon Wakefield,259.0
2008,0,31113,Paul Waring,259.0
2008,0,25972,Pablo Martin Benavides,253.0
2008,0,32262,Mark Brown,228.0
2008,0,23624,Soren Hansen,207.0
2008,0,24236,Nick Dougherty,206.0
2008,0,32495,Rob Grube,200.0
2008,0,27958,Ryan Blaum,194.0
2008,0,2166,Chip Sullivan,181.0
2008,0,27072,Alvaro Quiros,161.0
2008,0,20400,Michael Campbell,161.0
2008,0,29221,Webb Simpson,160.0
2008,0,30926,Chris Kirk,156.0
2008,0,22792,Peter Hanson,125.0
2008,0,8725,Tom Gillis,123.0
2008,0,32329,Stephen Poole,118.0
2008,0,27408,Martin Kaymer,113.0
2008,0,29954,Robert Dinwiddie,110.0
2008,0,27506,Oliver Wilson,110.0
2008,0,23821,Yusaku Miyazato,98.0
2008,0,2300,Ian Woosnam,96.0
2008,0,24461,Thomas Aiken,94.0
2008,0,26525,Grégory Bourdy,94.0
2008,0,20418,Ariel Cañete,94.0
2008,0,27896,Ross Fisher,94.0
2008,0,24957,Simon Khan,94.0
2008,0,23969,Graeme Storm,94.0
2008,0,27940,Diego Vanegas,81.0
2008,0,27466,Spencer Levin,73.0
2008,0,26881,Jarrod Lyle,70.0
2008,0,20935,Toru Taniguchi,65.0
2008,0,26331,Charl Schwartzel,65.0
2008,0,22540,Anthony Wall,64.0
2008,0,12695,Robert Floyd,64.0
2008,0,20669,James Kingston,63.0
2008,0,24725,Richard Finch,60.0
2008,0,8635,Colin Montgomerie,60.0
2008,0,24610,Stuart Deane,59.0
2008,0,19903,Jonathan Lomas,58.0
2008,0,30711,Colt Knost,58.0
2008,0,25478,Kiyoshi Miyazato,56.0
2008,0,26527,Jean Baptiste Gonnet,56.0
2008,0,30909,David Horsey,56.0
2008,0,21284,Hiroyuki Fujita,56.0
2008,0,29422,Jonathan Moore,56.0
2008,0,26360,Bubba Dickerson,55.0
2008,0,26758,David Hearn,55.0
2008,0,24238,Mitsuhiro Tateyama,54.0
2008,0,29819,Andrew Dresser,54.0
2008,0,29425,Andrew Svoboda,54.0
2008,0,26329,Louis Oosthuizen,53.0
2008,0,23725,Brendan Jones,53.0
2008,0,29670,Pablo Larrazabal,53.0
2008,0,28155,Jose-Filipe Lima,53.0
2008,0,27381,Martin Wiegele,53.0
2008,0,20038,Bryan DeCorso,53.0
2008,0,25444,Justin Hicks,52.0
2008,0,30004,Ross McGowan,51.0
2008,0,27797,Derek Lamely,50.0
2008,0,27577,Peter Karmis,49.0
2008,0,24537,Philip Archer,49.0
2008,0,6315,Pete Jordan,49.0
2008,0,25768,Chih-Bing Lam,48.0
2008,0,23091,Alan Morin,48.0
2008,0,21449,Reid Edstrom,47.0
2008,0,27576,Anton Haig,47.0
2008,0,20939,Keiichiro Fukabori,46.0
2008,0,27386,Dustin Risdon,45.0
2008,0,10107,Deane Pappas,30.0
2008,0,25818,Scott Piercy,27.0
2008,0,18874,Miguel Suarez,26.0
2008,0,26675,Jon Turcott,26.0
2008,0,22261,Wilfredo Morales,23.0
2007,0,10425,Jay Williamson,3237.0
2007,0,25364,Paul Casey,2267.0
2007,0,25562,Andres Romero,1870.0
2007,0,20585,Niclas Fasth,1601.0
2007,0,19970,Robert Karlsson,1440.0
2007,0,20569,Richard Green,1326.0
2007,0,24236,Nick Dougherty,959.0
2007,0,24512,Simon Dyson,921.0
2007,0,12461,Paul McGinley,613.0
2007,0,19958,Miguel Angel Jiménez,592.0
2007,0,20945,Markus Brier,507.0
2007,0,8191,Paul Broadhurst,507.0
2007,0,27776,Pelle Edberg,507.0
2007,0,22792,Peter Hanson,443.0
2007,0,26500,Alejandro Cañizares,428.0
2007,0,20121,Todd Fischer,393.0
2007,0,20686,Jeev Milkha Singh,294.0
2007,0,26331,Charl Schwartzel,281.0
2007,0,20218,Shingo Katayama,278.0
2007,0,29416,Andy Bare,261.0
2007,0,27088,Johan Edfors,227.0
2007,0,24663,Y.E. Yang,211.0
2007,0,22582,Kyle Thompson,195.0
2007,0,25572,Graeme McDowell,194.0
2007,0,25972,Pablo Martin Benavides,167.0
2007,0,8635,Colin Montgomerie,157.0
2007,0,8993,Franklin Langham,142.0
2007,0,22379,Mark Foster,130.0
2007,0,20400,Michael Campbell,122.0
2007,0,10944,Thomas Bjørn,122.0
2007,0,21461,Kenneth Ferrie,102.0
2007,0,29939,Fabrizio Zanotti,93.0
2007,0,22983,Bradley Dredge,85.0
2007,0,23129,Ross Bain,83.0
2007,0,28456,Andrew Ruthkoski,82.0
2007,0,24083,Marcus Fraser,79.0
2007,0,19795,Kelly Mitchum,76.0
2007,0,20566,Kaname Yokoo,75.0
2007,0,28670,Wonjoon Lee,70.0
2007,0,26525,Grégory Bourdy,64.0
2007,0,23821,Yusaku Miyazato,63.0
2007,0,20935,Toru Taniguchi,60.0
2007,0,23982,Jon Bevan,59.0
2007,0,23969,Graeme Storm,59.0
2007,0,20832,Raphael Jacquelin,57.0
2007,0,24846,Ricky Barnes,57.0
2007,0,8725,Tom Gillis,57.0
2007,0,28310,Lee Williams,57.0
2007,0,24184,Alastair Forsyth,56.0
2007,0,30786,Brady Schnell,56.0
2007,0,20367,Fredrik Andersson Hed,55.0
2007,0,7707,Mike Small,55.0
2007,0,25896,Ryan Benzel,54.0
2007,0,26758,David Hearn,54.0
2007,0,26956,Bronson La'Cassie,53.0
2007,0,19883,Joe Daley,52.0
2007,0,22951,Azuma Yano,52.0
2007,0,28307,Matt Every,52.0
2007,0,7941,Mike Grob,51.0
2007,0,23091,Alan Morin,50.0
2007,0,10875,Todd Demsey,49.0
2007,0,27124,Chris Baryla,49.0
2007,0,25074,Martin Rominger,46.0
2007,0,27958,Ryan Blaum,44.0
2007,0,6078,Esteban Toledo,44.0
2007,0,29725,Tony Finau,25.0
