YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
2021,25,0,27064,Jhonattan Vegas,9
2021,25,0,47483,Will Zalatoris,9
2021,48,0,32200,Roberto Castro,8
2021,48,0,39997,Corey Conners,8
2021,48,0,25900,Lucas Glover,8
2021,48,0,35310,Lanto Griffin,8
2021,48,0,46550,Brandon Hagy,8
2021,48,0,54421,Garrick Higgo,8
2021,48,0,29420,Billy Horschel,8
2021,48,0,47989,Sam Horsfield,8
2021,48,0,37455,Si Woo Kim,8
2021,48,0,29478,Kevin Kisner,8
2021,48,0,27936,Martin Laird,8
2021,48,0,35104,Tom Lewis,8
2021,48,0,50525,Collin Morikawa,8
2021,48,0,24140,Sean O'Hair,8
2021,48,0,33667,Carlos Ortiz,8
2021,48,0,46970,Jon Rahm,8
2021,48,0,22405,Justin Rose,8
2021,48,0,47347,Adam Schenk,8
2021,48,0,39953,Chase Seiffert,8
2021,48,0,33448,Justin Thomas,8
2021,48,0,33419,Cameron Tringale,8
2021,48,0,32333,Kevin Tway,8
2021,48,0,23623,Bo Van Pelt,8
2021,48,0,35658,Kris Ventura,8
2021,48,0,48887,Matt Wallace,8
2021,48,0,32139,Danny Willett,8
2021,74,0,45526,Abraham Ancer,7
2021,74,0,56676,John Augenstein,7
2021,74,0,29479,Scott Brown,7
2021,74,0,33974,Dean Burmester,7
2021,74,0,24925,Jonathan Byrd,7
2021,74,0,26499,Rafa Cabrera Bello,7
2021,74,0,25364,Paul Casey,7
2021,74,0,20229,Stewart Cink,7
2021,74,0,51766,Wyndham Clark,7
2021,74,0,28089,Jason Day,7
2021,74,0,30911,Tommy Fleetwood,7
2021,74,0,10809,Jim Furyk,7
2021,74,0,32662,Michael Gligic,7
2021,74,0,46402,Talor Gooch,7
2021,74,0,56762,Will Gordon,7
2021,74,0,33399,Adam Hadwin,7
2021,74,0,33490,Bo Hoag,7
2021,74,0,46717,Viktor Hovland,7
2021,74,0,21961,Charles Howell III,7
2021,74,0,34174,John Huh,7
2021,74,0,39971,Sungjae Im,7
2021,74,0,30925,Dustin Johnson,7
2021,74,0,23108,Matt Kuchar,7
2021,74,0,28775,Nate Lashley,7
2021,74,0,26851,Marc Leishman,7
2021,74,0,34409,David Lingmerth,7
2021,74,0,27129,Luke List,7
2021,74,0,39546,Keith Mitchell,7
2021,74,0,48822,Sebastián Muñoz,7
2021,74,0,45486,Joaquin Niemann,7
2021,74,0,27349,Alex Noren,7
2021,74,0,30163,Henrik Norlander,7
2021,74,0,22056,Cameron Percy,7
2021,74,0,27556,Ted Potter Jr.,7
2021,74,0,28252,Seamus Power,7
2021,74,0,36699,Patrick Rodgers,7
2021,74,0,37275,Sam Ryder,7
2021,74,0,46046,Scottie Scheffler,7
2021,74,0,24502,Adam Scott,7
2021,74,0,29518,Brendan Steele,7
2021,74,0,34264,Hudson Swafford,7
2021,74,0,23325,Vaughn Taylor,7
2021,74,0,30927,Brendon Todd,7
2021,74,0,37189,Harold Varner III,7
2021,74,0,27095,Nick Watney,7
2021,74,0,47128,Richy Werenski,7
2021,74,0,20396,Lee Westwood,7
2021,74,0,25349,Tim Wilkinson,7
2021,74,0,49964,Aaron Wise,7
2021,74,0,31323,Gary Woodland,7
2021,124,0,33948,Byeong Hun An,6
2021,124,0,37212,Paul Barjon,6
2021,124,0,33141,Keegan Bradley,6
2021,124,0,28420,Ryan Brehm,6
2021,124,0,20593,Greg Chalmers,6
2021,124,0,39067,MJ Daffue,6
2021,124,0,34076,Joel Dahmen,6
2021,124,0,29725,Tony Finau,6
2021,124,0,19846,Brian Gay,6
2021,124,0,24924,Bill Haas,6
2021,124,0,27644,Brian Harman,6
2021,124,0,26758,David Hearn,6
2021,124,0,31557,Jim Herman,6
2021,124,0,35532,Tom Hoge,6
2021,124,0,27141,J.B. Holmes,6
2021,124,0,26300,Matt Jones,6
2021,124,0,27974,Sung Kang,6
2021,124,0,39975,Michael Kim,6
2021,124,0,30944,Jason Kokrak,6
2021,124,0,33410,Andrew Landry,6
2021,124,0,49766,Hank Lebioda,6
2021,124,0,35230,Nelson Ledesma,6
2021,124,0,35300,Andrew Loupe,6
2021,124,0,34466,Peter Malnati,6
2021,124,0,58693,George Markham,6
2021,124,0,33413,Ben Martin,6
2021,124,0,47993,Denny McCarthy,6
2021,124,0,25198,Francesco Molinari,6
2021,124,0,27942,Rob Oppenheim,6
2021,124,0,24361,Pat Perez,6
2021,124,0,49771,J.T. Poston,6
2021,124,0,26476,Chez Reavie,6
2021,124,0,46441,Robby Shelton,6
2021,124,0,46340,Alex Smalley,6
2021,124,0,39324,J.J. Spaun,6
2021,124,0,34046,Jordan Spieth,6
2021,124,0,30110,Kyle Stanley,6
2021,124,0,34431,Robert Streb,6
2021,124,0,48119,Ben Taylor,6
2021,124,0,10381,Curtis Thompson,6
2021,124,0,32150,Michael Thompson,6
2021,124,0,23788,D.J. Trahan,6
2021,124,0,28114,Dawie van der Walt,6
2021,124,0,26951,Johnson Wagner,6
2021,124,0,25632,Jimmy Walker,6
2021,124,0,56278,Matthew Wolff,6
2021,170,0,30978,Kiradech Aphibarnrat,5
2021,170,0,19803,Ryan Armour,5
2021,170,0,22371,Aaron Baddeley,5
2021,170,0,45522,Christiaan Bezuidenhout,5
2021,170,0,27895,Jonas Blixt,5
2021,170,0,32070,Rafael Campos,5
2021,170,0,34314,Sebastian Cappelen,5
2021,170,0,34021,Bud Cauley,5
2021,170,0,24357,K.J. Choi,5
2021,170,0,46435,Austin Cook,5
2021,170,0,25686,Jason Dufner,5
2021,170,0,45609,Tyler Duncan,5
2021,170,0,36299,Edward Figueroa,5
2021,170,0,40098,Matt Fitzpatrick,5
2021,170,0,32102,Rickie Fowler,5
2021,170,0,29970,Dylan Frittelli,5
2021,170,0,29535,Brice Garnett,5
2021,170,0,52375,Doug Ghim,5
2021,170,0,32618,Rhein Gibson,5
2021,170,0,29974,Branden Grace,5
2021,170,0,31646,Emiliano Grillo,5
2021,170,0,32448,James Hahn,5
2021,170,0,20766,Padraig Harrington,5
2021,170,0,27554,Scott Harrington,5
2021,170,0,34363,Tyrrell Hatton,5
2021,170,0,39058,Lucas Herbert,5
2021,170,0,49298,Kramer Hickok,5
2021,170,0,33597,Harry Higgs,5
2021,170,0,54628,Lee Hodges,5
2021,170,0,35506,Mackenzie Hughes,5
2021,170,0,36799,Stephan Jaeger,5
2021,170,0,8075,Jerry Kelly,5
2021,170,0,33122,Russell Knox,5
2021,170,0,1666,Bernhard Langer,5
2021,170,0,46930,Jaekyeong Lee,5
2021,170,0,29461,Jamie Lovemark,5
2021,170,0,33204,Shane Lowry,5
2021,170,0,40042,Tyler McCumber,5
2021,170,0,28237,Rory McIlroy,5
2021,170,0,32640,Troy Merritt,5
2021,170,0,36871,Matthew NeSmith,5
2021,170,0,56272,Wilco Nienaber,5
2021,170,0,29908,C.T. Pan,5
2021,170,0,40250,Taylor Pendrith,5
2021,170,0,34256,Andrew Putnam,5
2021,170,0,53165,Doc Redman,5
2021,170,0,35732,Wes Roach,5
2021,170,0,25562,Andres Romero,5
2021,170,0,23621,Rory Sabbatini,5
2021,170,0,47918,Naoki Sekito,5
2021,170,0,51395,Trey Shirley,5
2021,170,0,21528,Henrik Stenson,5
2021,170,0,6527,Steve Stricker,5
2021,170,0,50493,Justin Suh,5
2021,170,0,25493,Nick Taylor,5
2021,170,0,58168,Davis Thompson,5
2021,170,0,35617,Martin Trainer,5
2021,170,0,27770,Camilo Villegas,5
2021,170,0,25804,Bubba Watson,5
2021,170,0,10423,Mike Weir,5
2021,170,0,51894,Vince Whaley,5
2021,170,0,32254,Xinjun Zhang,5
2021,232,0,33120,Mark Anderson,4
2021,232,0,23048,Eric Axley,4
2021,232,0,39831,Bobby Bai,4
2021,232,0,33404,Chris Baker,4
2021,232,0,24846,Ricky Barnes,4
2021,232,0,32334,Charlie Beljan,4
2021,232,0,49117,Isidro Benitez,4
2021,232,0,56630,Akshay Bhatia,4
2021,232,0,24507,Jason Bohn,4
2021,232,0,40009,Dominic Bozzelli,4
2021,232,0,29268,Bronson Burgoon,4
2021,232,0,20472,Alex Cejka,4
2021,232,0,32366,Kevin Chappell,4
2021,232,0,45860,Case Cochran,4
2021,232,0,47591,Eric Cole,4
2021,232,0,56284,Patrick Cover,4
2021,232,0,1249,John Daly,4
2021,232,0,27436,Graham DeLaet,4
2021,232,0,35376,Roberto Díaz,4
2021,232,0,23983,Luke Donald,4
2021,232,0,57362,Austin Eckroat,4
2021,232,0,28307,Matt Every,4
2021,232,0,30750,Tommy Gainey,4
2021,232,0,59437,Luke Gannon,4
2021,232,0,48045,Michael Gellerman,4
2021,232,0,28679,Fabián Gómez,4
2021,232,0,29720,Andres Gonzales,4
2021,232,0,46439,Will Grimmer,4
2021,232,0,46301,Juan Jose Guerra,4
2021,232,0,24980,Scott Gutschewski,4
2021,232,0,28938,Justin Harding,4
2021,232,0,52686,Rasmus Hojgaard,4
2021,232,0,30852,Ryo Ishikawa,4
2021,232,0,47917,Takumi Kanaya,4
2021,232,0,34587,Chan Kim,4
2021,232,0,55182,Tom Kim,4
2021,232,0,34500,Ryosuke Kinoshita,4
2021,232,0,32816,Satoshi Kodaira,4
2021,232,0,35879,Kelly Kraft,4
2021,232,0,29926,Danny Lee,4
2021,232,0,37378,Min Woo Lee,4
2021,232,0,52215,Robert MacIntyre,4
2021,232,0,24490,George McNeill,4
2021,232,0,52330,Dylan Meyer,4
2021,232,0,1810,Phil Mickelson,4
2021,232,0,26596,Ryan Moore,4
2021,232,0,34213,Grayson Murray,4
2021,232,0,56320,Bryson Nimmer,4
2021,232,0,47127,David Pastore,4
2021,232,0,54916,Rhadames Pena,4
2021,232,0,47529,Mito Pereira,4
2021,232,0,47995,Davis Riley,4
2021,232,0,34610,Matthias Schwab,4
2021,232,0,31569,Jason Scrivener,4
2021,232,0,20645,John Senden,4
2021,232,0,54364,Stephen Stallings Jr.,4
2021,232,0,33418,Shawn Stefani,4
2021,232,0,27214,Kevin Streelman,4
2021,232,0,33449,Zack Sucher,4
2021,232,0,51634,Sahith Theegala,4
2021,232,0,29454,Bernd Wiesberger,4
2021,232,0,52374,Brandon Wu,4
2021,294,0,46908,Mark Anguiano,3
2021,294,0,21407,Arjun Atwal,3
2021,294,0,28259,Sangmoon Bae,3
2021,294,0,34374,Erik Barnes,3
2021,294,0,40058,Zac Blair,3
2021,294,0,45836,Richard Bland,3
2021,294,0,27958,Ryan Blaum,3
2021,294,0,22764,Michael Block,3
2021,294,0,45734,John Catlin,3
2021,294,0,33605,Gunn Charoenkul,3
2021,294,0,20850,Daniel Chopra,3
2021,294,0,59442,Parker Coody,3
2021,294,0,59836,Pierceson Coody,3
2021,294,0,33653,Thomas Detry,3
2021,294,0,39412,Zack Fischer,3
2021,294,0,29936,Ryan Fox,3
2021,294,0,21805,Harrison Frazar,3
2021,294,0,24358,Robert Garrigus,3
2021,294,0,49310,David Gazzolo,3
2021,294,0,54388,Luke Graboyes,3
2021,294,0,60065,Ryan Hall,3
2021,294,0,23353,J.J. Henry,3
2021,294,0,57246,Isaiah Jackson,3
2021,294,0,47238,Jazz Janewattananond,3
2021,294,0,59554,Evan Kawai,3
2021,294,0,23802,Brad Kennedy,3
2021,294,0,47842,Hanbyeol Kim,3
2021,294,0,59605,Tae Hoon Kim,3
2021,294,0,49773,Chase Koepka,3
2021,294,0,37187,Tain Lee,3
2021,294,0,36326,David Lipsky,3
2021,294,0,1717,Sandy Lyle,3
2021,294,0,24781,Hunter Mahan,3
2021,294,0,31202,William McGirt,3
2021,294,0,24449,Parker McLachlin,3
2021,294,0,27933,John Merrick,3
2021,294,0,45569,Marcos Montenegro,3
2021,294,0,29289,S.Y. Noh,3
2021,294,0,26328,Shaun Norris,3
2021,294,0,57944,Andy Ogletree,3
2021,294,0,26341,Wade Ormsby,3
2021,294,0,57633,Ollie Osborne,3
2021,294,0,59160,John Pak,3
2021,294,0,47679,Victor Perez,3
2021,294,0,25345,Carl Pettersson,3
2021,294,0,33293,Thomas Pieters,3
2021,294,0,25240,D.A. Points,3
2021,294,0,55939,Nicholas Poppleton,3
2021,294,0,21959,Ted Purdy,3
2021,294,0,46414,Aaron Rai,3
2021,294,0,45847,JC Ritchie,3
2021,294,0,46501,Ollie Schniederjans,3
2021,294,0,51890,Greyson Sigg,3
2021,294,0,37410,Hiram Silfa,3
2021,294,0,47137,Trevor Simsby,3
2021,294,0,6567,Vijay Singh,3
2021,294,0,22293,Heath Slocum,3
2021,294,0,28103,Stuart Smith,3
2021,294,0,26679,Kevin Stadler,3
2021,294,0,30692,Scott Stallings,3
2021,294,0,52324,James Sugrue,3
2021,294,0,35314,Andy Sullivan,3
2021,294,0,29425,Andrew Svoboda,3
2021,294,0,29484,Peter Uihlein,3
2021,294,0,35181,Daniel van Tonder,3
2021,294,0,55751,Michael Visacki,3
2021,294,0,8793,Tiger Woods,3
2021,294,0,57366,Cameron Young,3
2021,362,0,45194,Marcus Armitage,2
2021,362,0,52633,Alex Beach,2
2021,362,0,23614,Rich Beem,2
2021,362,0,59652,Sam Bennett,2
2021,362,0,33803,Lucas Bjerregaard,2
2021,362,0,32199,Matthew Borchert,2
2021,362,0,51567,Will Cannon,2
2021,362,0,59440,Ricky Castillo,2
2021,362,0,19825,Darren Clarke,2
2021,362,0,31652,Tommy Cocha,2
2021,362,0,24494,Erik Compton,2
2021,362,0,54334,Ben Cook,2
2021,362,0,34308,Brandon Crick,2
2021,362,0,58605,Quade Cummins,2
2021,362,0,23638,Brendon de Jonge,2
2021,362,0,50527,Jared du Toit,2
2021,362,0,32582,Eric Dugas,2
2021,362,0,20104,Ken Duke,2
2021,362,0,9011,David Duval,2
2021,362,0,47334,Sam Fidone,2
2021,362,0,1381,Fred Funk,2
2021,362,0,49893,Mark Geddes,2
2021,362,0,20157,Retief Goosen,2
2021,362,0,34432,Gavin Hall,2
2021,362,0,57975,Harry Hall,2
2021,362,0,46724,Jeongwoo Ham,2
2021,362,0,47987,Cole Hammer,2
2021,362,0,20433,Mark Hensby,2
2021,362,0,54525,Ian Holt,2
2021,362,0,34656,Mikumu Horikawa,2
2021,362,0,47056,Rikuya Hoshino,2
2021,362,0,27980,In-hoi Hur,2
2021,362,0,56926,Keenan Huskey,2
2021,362,0,34643,Michael Johnson,2
2021,362,0,26420,Richard Johnson,2
2021,362,0,51836,Michael Kartrude,2
2021,362,0,46440,Smylie Kaufman,2
2021,362,0,27408,Martin Kaymer,2
2021,362,0,31558,J.J. Killeen,2
2021,362,0,55650,Luke Kluver,2
2021,362,0,36852,Jim Knous,2
2021,362,0,25431,Rob Labritz,2
2021,362,0,35296,Haotong Li,2
2021,362,0,11032,Frank Lickliter II,2
2021,362,0,46837,Yuxin Lin,2
2021,362,0,59441,Joe Long,2
2021,362,0,29772,Michael Lorenzo-Vera,2
2021,362,0,1706,Davis Love III,2
2021,362,0,50526,Tom Lovelady,2
2021,362,0,55415,Ryan Lumsden,2
2021,362,0,51379,John Lyras,2
2021,362,0,50006,Willie Mack III,2
2021,362,0,54190,Richard Mansell,2
2021,362,0,59872,Brad Marek,2
2021,362,0,58381,Kyle Mendoza,2
2021,362,0,39834,Guido Migliozzi,2
2021,362,0,46045,Michael Miller,2
2021,362,0,1823,Larry Mize,2
2021,362,0,23814,Edoardo Molinari,2
2021,362,0,28593,Jesse Mueller,2
2021,362,0,58188,James Nicholas,2
2021,362,0,51635,Chris Nido,2
2021,362,0,6373,José María Olazábal,2
2021,362,0,54228,Matt Oshrine,2
2021,362,0,35946,Willy Pumarol,2
2021,362,0,47856,Seth Reeves,2
2021,362,0,30039,Manuel Relancio,2
2021,362,0,22913,John Rollins,2
2021,362,0,46646,Antoine Rozner,2
2021,362,0,37076,Marcelo Rozo,2
2021,362,0,30040,Sebastián Saavedra,2
2021,362,0,56781,Isaiah Salinda,2
2021,362,0,48867,Matti Schmid,2
2021,362,0,59020,Luke Schniederjans,2
2021,362,0,48138,Brent Snyder,2
2021,362,0,35225,Brandon Stone,2
2021,362,0,54314,Tyler Strafaci,2
2021,362,0,27963,Chris Stroud,2
2021,362,0,57298,Preston Summerhays,2
2021,362,0,39294,Aaron Terrazas,2
2021,362,0,58191,Donnie Trosper,2
2021,362,0,8385,Omar Uresti,2
2021,362,0,52666,Sami Valimaki,2
2021,362,0,48640,Johannes Veerman,2
2021,362,0,60730,Matt Vick,2
2021,362,0,48705,Dalton Ward,2
2021,362,0,52411,Kyle Westmoreland,2
2021,362,0,2300,Ian Woosnam,2
2021,362,0,54783,Dylan Wu,2
2021,362,0,52513,Carson Young,2
2021,362,0,35544,Andrew Yun,2
2021,362,0,29939,Fabrizio Zanotti,2
2021,362,0,36698,Andy Zhang,2
2021,455,0,23778,Brad Adamonis,1
2021,455,0,24461,Thomas Aiken,1
2021,455,0,36632,Connor Arendell,1
2021,455,0,60369,Sam Bairstow,1
2021,455,0,34387,Daniel Balin,1
2021,455,0,59868,Pete Ballo,1
2021,455,0,55410,Shintaro Ban,1
2021,455,0,36637,Luis Fernando Barco,1
2021,455,0,55411,Jacob Bergeron,1
2021,455,0,10505,Shane Bertsch,1
2021,455,0,49884,Cody Blick,1
2021,455,0,52095,Christoffer Bring,1
2021,455,0,12510,Chad Campbell,1
2021,455,0,32367,Jorge Campillo,1
2021,455,0,34362,Laurie Canter,1
2021,455,0,56365,Mario Carmona,1
2021,455,0,36391,Ricardo Celia,1
2021,455,0,59570,Tyler Collet,1
2021,455,0,37387,Cledy Cordoba,1
2021,455,0,11123,Chris Couch,1
2021,455,0,1226,Fred Couples,1
2021,455,0,23541,Ben Crane,1
2021,455,0,50488,Chris Crawford,1
2021,455,0,60370,Daniel Croft,1
2021,455,0,21753,Brian Davis,1
2021,455,0,54687,Broc Everett,1
2021,455,0,34136,Armando Favela,1
2021,455,0,57124,Michael Feagles,1
2021,455,0,25191,Gonzalo Fernandez-Castaño,1
2021,455,0,57725,Angus Flanagan,1
2021,455,0,45198,Sam Forgan,1
2021,455,0,12823,Carlos Franco,1
2021,455,0,51830,Taylor Funk,1
2021,455,0,55413,Luis Gagne,1
2021,455,0,58166,Abel Gallegos,1
2021,455,0,1388,Robert Gamez,1
2021,455,0,46523,Joey Garber,1
2021,455,0,59647,Tommy Gibson,1
2021,455,0,10201,Matt Gogel,1
2021,455,0,49934,Patrick Grimes,1
2021,455,0,59869,Larkin Gross,1
2021,455,0,51989,Jordan Gumberg,1
2021,455,0,58187,Jordan Hahn,1
2021,455,0,30812,Benjamin Hebert,1
2021,455,0,45535,Michael Hebert,1
2021,455,0,23063,Scott Hend,1
2021,455,0,12782,Tim Herron,1
2021,455,0,58616,James Hervol,1
2021,455,0,58952,Kyle Hogan,1
2021,455,0,59870,Derek Holmes,1
2021,455,0,58461,Ben Hutchinson,1
2021,455,0,36514,Yuki Inamori,1
2021,455,0,26735,Marty Jertson,1
2021,455,0,19958,Miguel Angel Jiménez,1
2021,455,0,54869,Chase Johnson,1
2021,455,0,59569,Kamaiu Johnson,1
2021,455,0,1599,Steve Jones,1
2021,455,0,27899,Rikard Karlberg,1
2021,455,0,20094,Jonathan Kaye,1
2021,455,0,50188,S.H. Kim,1
2021,455,0,46404,Marcus Kinhult,1
2021,455,0,48117,Kurt Kitayama,1
2021,455,0,59871,Greg Koch,1
2021,455,0,33689,Jinichiro Kozuma,1
2021,455,0,58696,Peter Kuest,1
2021,455,0,46732,Rick Lamb,1
2021,455,0,37250,Romain Langasque,1
2021,455,0,35930,Deyen Lawson,1
2021,455,0,31109,Richard Lee,1
2021,455,0,39048,Rodrigo Lee,1
2021,455,0,49481,Tae Hee Lee,1
2021,455,0,1677,Tom Lehman,1
2021,455,0,27466,Spencer Levin,1
2021,455,0,31997,Steve Lewton,1
2021,455,0,37380,Curtis Luck,1
2021,455,0,28300,Joost Luiten,1
2021,455,0,24912,Will MacKenzie,1
2021,455,0,31132,Justin McCarraher,1
2021,455,0,29675,Dan McCarthy,1
2021,455,0,27171,Jay McLuen,1
2021,455,0,33674,Adrian Meronk,1
2021,455,0,51616,Lukas Michel,1
2021,455,0,19795,Kelly Mitchum,1
2021,455,0,55789,Taylor Montgomery,1
2021,455,0,23091,Alan Morin,1
2021,455,0,45729,Drew Nesbitt,1
2021,455,0,59606,Roberto Nieves,1
2021,455,0,23175,Timothy O'Neal,1
2021,455,0,35947,John Oda,1
2021,455,0,37400,Marcel Olivares,1
2021,455,0,34575,Adrian Otaegui,1
2021,455,0,20572,Rod Pampling,1
2021,455,0,37157,Renato Paratore,1
2021,455,0,45924,Brant Peaper,1
2021,455,0,59873,Tim Pearce,1
2021,455,0,59025,David Perkins,1
2021,455,0,51316,Kenny Pigman,1
2021,455,0,28757,Aaron Pike,1
2021,455,0,47567,Ben Polland,1
2021,455,0,10213,Dicky Pride,1
2021,455,0,32508,Chad Proehl,1
2021,455,0,36327,Justin Quiban,1
2021,455,0,59874,Patrick Rada,1
2021,455,0,58594,Spencer Ralston,1
2021,455,0,6731,Jeff Roth,1
2021,455,0,59395,Eduard Rousaud,1
2021,455,0,34087,Carlos Sainz Jr,1
2021,455,0,34541,Poom Saksansin,1
2021,455,0,33568,Kalle Samooja,1
2021,455,0,33951,Julio Santos,1
2021,455,0,55670,Alex Schaake,1
2021,455,0,31242,Marcel Schneider,1
2021,455,0,52576,Sandy Scott,1
2021,455,0,34708,Jack Senior,1
2021,455,0,59548,Matt Sharpstene,1
2021,455,0,60371,Laird Shepherd,1
2021,455,0,23481,Marcel Siem,1
2021,455,0,26490,Michael Sims,1
2021,455,0,51454,Camiko Smith,1
2021,455,0,46464,Jordan L Smith,1
2021,455,0,58418,Zach Smith,1
2021,455,0,35174,Matthew Southgate,1
2021,455,0,50484,Hayden Springer,1
2021,455,0,8375,Paul Stankowski,1
2021,455,0,60167,Andrew Stephens,1
2021,455,0,48929,Santiago Tarrio,1
2021,455,0,50722,Jon Thomson,1
2021,455,0,24964,Ryan Vermeer,1
2021,455,0,51860,Brett Walker,1
2021,455,0,54607,Danny Walker,1
2021,455,0,31113,Paul Waring,1
2021,455,0,59439,Steve Watanabe Jr,1
2021,455,0,58192,Daniel Wetterich,1
2021,455,0,49963,Chris Wiatr,1
2021,455,0,50474,Tim Widing,1
2021,455,0,27114,Ben Willman,1
2021,455,0,21878,Mark Wilson,1
2021,455,0,56734,Matt Wilson,1
2021,455,0,54328,Norman Xiong,1
2021,455,0,24663,Y.E. Yang,1
2021,455,0,45242,Kevin Yu,1
2021,455,0,51522,Zach Zaback,1
2020,1,0,25818,Scott Piercy,11
2020,1,0,46970,Jon Rahm,11
2020,1,0,26331,Charl Schwartzel,11
2020,1,0,27064,Jhonattan Vegas,11
2020,5,0,27129,Luke List,10
2020,5,0,32839,Hideki Matsuyama,10
2020,5,0,50525,Collin Morikawa,10
2020,5,0,37275,Sam Ryder,10
2020,5,0,49960,Sepp Straka,10
2020,5,0,32254,Xinjun Zhang,10
2020,11,0,40026,Daniel Berger,9
2020,11,0,25364,Paul Casey,9
2020,11,0,51766,Wyndham Clark,9
2020,11,0,47959,Bryson DeChambeau,9
2020,11,0,29970,Dylan Frittelli,9
2020,11,0,26300,Matt Jones,9
2020,11,0,33410,Andrew Landry,9
2020,11,0,35230,Nelson Ledesma,9
2020,11,0,47993,Denny McCarthy,9
2020,11,0,46442,Maverick McNealy,9
2020,11,0,27942,Rob Oppenheim,9
2020,11,0,24138,Ian Poulter,9
2020,11,0,22405,Justin Rose,9
2020,11,0,48081,Xander Schauffele,9
2020,11,0,34610,Matthias Schwab,9
2020,11,0,27649,Brandt Snedeker,9
2020,11,0,27214,Kevin Streelman,9
2020,11,0,35658,Kris Ventura,9
2020,11,0,25632,Jimmy Walker,9
2020,11,0,31323,Gary Woodland,9
2020,31,0,45526,Abraham Ancer,8
2020,31,0,34255,Joseph Bramlett,8
2020,31,0,32070,Rafael Campos,8
2020,31,0,35450,Patrick Cantlay,8
2020,31,0,34021,Bud Cauley,8
2020,31,0,28679,Fabián Gómez,8
2020,31,0,35310,Lanto Griffin,8
2020,31,0,32757,Patton Kizzire,8
2020,31,0,27936,Martin Laird,8
2020,31,0,35449,Adam Long,8
2020,31,0,28237,Rory McIlroy,8
2020,31,0,33667,Carlos Ortiz,8
2020,31,0,36699,Patrick Rodgers,8
2020,31,0,46046,Scottie Scheffler,8
2020,31,0,30692,Scott Stallings,8
2020,31,0,25804,Bubba Watson,8
2020,47,0,12510,Chad Campbell,7
2020,47,0,52372,Cameron Champ,7
2020,47,0,28089,Jason Day,7
2020,47,0,45609,Tyler Duncan,7
2020,47,0,34099,Harris English,7
2020,47,0,40098,Matt Fitzpatrick,7
2020,47,0,29535,Brice Garnett,7
2020,47,0,32618,Rhein Gibson,7
2020,47,0,46402,Talor Gooch,7
2020,47,0,31646,Emiliano Grillo,7
2020,47,0,24924,Bill Haas,7
2020,47,0,34563,Chesson Hadley,7
2020,47,0,46550,Brandon Hagy,7
2020,47,0,31557,Jim Herman,7
2020,47,0,12716,Charley Hoffman,7
2020,47,0,35532,Tom Hoge,7
2020,47,0,46717,Viktor Hovland,7
2020,47,0,39971,Sungjae Im,7
2020,47,0,30925,Dustin Johnson,7
2020,47,0,36689,Brooks Koepka,7
2020,47,0,39546,Keith Mitchell,7
2020,47,0,48822,Sebastián Muñoz,7
2020,47,0,27349,Alex Noren,7
2020,47,0,26329,Louis Oosthuizen,7
2020,47,0,23320,Ryan Palmer,7
2020,47,0,28252,Seamus Power,7
2020,47,0,39953,Chase Seiffert,7
2020,47,0,29221,Webb Simpson,7
2020,47,0,34431,Robert Streb,7
2020,47,0,31560,Brian Stuard,7
2020,47,0,33448,Justin Thomas,7
2020,47,0,37189,Harold Varner III,7
2020,47,0,56278,Matthew Wolff,7
2020,80,0,33948,Byeong Hun An,6
2020,80,0,19803,Ryan Armour,6
2020,80,0,28259,Sangmoon Bae,6
2020,80,0,33141,Keegan Bradley,6
2020,80,0,28420,Ryan Brehm,6
2020,80,0,48084,Wesley Bryan,6
2020,80,0,29268,Bronson Burgoon,6
2020,80,0,24925,Jonathan Byrd,6
2020,80,0,24357,K.J. Choi,6
2020,80,0,45157,Cam Davis,6
2020,80,0,29725,Tony Finau,6
2020,80,0,32102,Rickie Fowler,6
2020,80,0,21209,Sergio Garcia,6
2020,80,0,32448,James Hahn,6
2020,80,0,30812,Benjamin Hebert,6
2020,80,0,33597,Harry Higgs,6
2020,80,0,33490,Bo Hoag,6
2020,80,0,36801,Mark Hubbard,6
2020,80,0,24024,Zach Johnson,6
2020,80,0,27974,Sung Kang,6
2020,80,0,37455,Si Woo Kim,6
2020,80,0,29478,Kevin Kisner,6
2020,80,0,33122,Russell Knox,6
2020,80,0,30944,Jason Kokrak,6
2020,80,0,35104,Tom Lewis,6
2020,80,0,34409,David Lingmerth,6
2020,80,0,25572,Graeme McDowell,6
2020,80,0,32640,Troy Merritt,6
2020,80,0,1810,Phil Mickelson,6
2020,80,0,33131,Kyongjun Moon,6
2020,80,0,25396,Kevin Na,6
2020,80,0,24361,Pat Perez,6
2020,80,0,34256,Andrew Putnam,6
2020,80,0,53165,Doc Redman,6
2020,80,0,34360,Patrick Reed,6
2020,80,0,33486,Roger Sloan,6
2020,80,0,35891,Cameron Smith,6
2020,80,0,39324,J.J. Spaun,6
2020,80,0,33418,Shawn Stefani,6
2020,80,0,23325,Vaughn Taylor,6
2020,80,0,32150,Michael Thompson,6
2020,80,0,33419,Cameron Tringale,6
2020,80,0,32333,Kevin Tway,6
2020,80,0,40006,Erik van Rooyen,6
2020,80,0,48887,Matt Wallace,6
2020,80,0,29454,Bernd Wiesberger,6
2020,80,0,21878,Mark Wilson,6
2020,127,0,33120,Mark Anderson,5
2020,127,0,30978,Kiradech Aphibarnrat,5
