YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
2024,115,0,38991,Alejandro Tosti,48
2024,130,0,32070,Rafael Campos,47
2024,130,0,34076,Joel Dahmen,47
2024,130,0,45157,Cam Davis,47
2024,130,0,50497,Adrien Dumont de Chassart,47
2024,130,0,57362,Austin Eckroat,47
2024,130,0,29725,Tony Finau,47
2024,130,0,52375,Doug Ghim,47
2024,130,0,25900,Lucas Glover,47
2024,130,0,54421,Garrick Higgo,47
2024,130,0,52453,Nicolai Højgaard,47
2024,130,0,36801,Mark Hubbard,47
2024,130,0,36326,David Lipsky,47
2024,130,0,27349,Alex Noren,47
2024,130,0,51997,Andrew Novak,47
2024,130,0,23320,Ryan Palmer,47
2024,130,0,47679,Victor Perez,47
2024,130,0,26476,Chez Reavie,47
2024,130,0,46340,Alex Smalley,47
2024,130,0,39324,J.J. Spaun,47
2024,130,0,49960,Sepp Straka,47
2024,130,0,48699,Callum Tarren,47
2024,130,0,27330,Josh Teater,47
2024,130,0,58168,Davis Thompson,47
2024,130,0,27064,Jhonattan Vegas,47
2024,130,0,31323,Gary Woodland,47
2024,130,0,47483,Will Zalatoris,47
2024,156,0,22371,Aaron Baddeley,46
2024,156,0,40026,Daniel Berger,46
2024,156,0,47663,Kevin Dougherty,46
2024,156,0,29535,Brice Garnett,46
2024,156,0,59095,Chris Gotterup,46
2024,156,0,60067,Joe Highsmith,46
2024,156,0,54628,Lee Hodges,46
2024,156,0,37455,Si Woo Kim,46
2024,156,0,37378,Min Woo Lee,46
2024,156,0,36871,Matt NeSmith,46
2024,156,0,46414,Aaron Rai,46
2024,156,0,40115,Adam Svensson,46
2024,156,0,48119,Ben Taylor,46
2024,156,0,48319,Tom Whitney,46
2024,156,0,55454,Carl Yuan,46
2024,171,0,34021,Bud Cauley,45
2024,171,0,30926,Chris Kirk,45
2024,171,0,48117,Kurt Kitayama,45
2024,171,0,26596,Ryan Moore,45
2024,171,0,30163,Henrik Norlander,45
2024,171,0,33448,Justin Thomas,45
2024,171,0,27770,Camilo Villegas,45
2024,171,0,45242,Kevin Yu,45
2024,179,0,28420,Ryan Brehm,44
2024,179,0,55708,Hayden Buckley,44
2024,179,0,45609,Tyler Duncan,44
2024,179,0,51890,Greyson Sigg,44
2024,183,0,59442,Parker Coody,43
2024,184,0,51070,Vincent Norrman,42
2023,1,0,55789,Taylor Montgomery,57
2023,2,0,58696,Peter Kuest,56
2023,3,0,34563,Chesson Hadley,55
2023,3,0,40162,Justin Lower,55
2023,5,0,52955,Ludvig Åberg,54
2023,5,0,33141,Keegan Bradley,54
2023,5,0,55708,Hayden Buckley,54
2023,5,0,57975,Harry Hall,54
2023,5,0,39977,Max Homa,54
2023,5,0,46970,Jon Rahm,54
2023,5,0,48081,Xander Schauffele,54
2023,5,0,48867,Matti Schmid,54
2023,5,0,30927,Brendon Todd,54
2023,14,0,34099,Harris English,53
2023,14,0,31577,Tano Goya,53
2023,14,0,47988,Nick Hardy,53
2023,14,0,34363,Tyrrell Hatton,53
2023,14,0,35532,Tom Hoge,53
2023,14,0,27974,Sung Kang,53
2023,14,0,29289,S.Y. Noh,53
2023,14,0,47983,Chad Ramey,53
2023,14,0,53165,Doc Redman,53
2023,14,0,37275,Sam Ryder,53
2023,14,0,50493,Justin Suh,53
2023,14,0,25493,Nick Taylor,53
2023,14,0,51634,Sahith Theegala,53
2023,27,0,28420,Ryan Brehm,52
2023,27,0,47504,Sam Burns,52
2023,27,0,45157,Cam Davis,52
2023,27,0,33653,Thomas Detry,52
2023,27,0,30911,Tommy Fleetwood,52
2023,27,0,35901,Paul Haley II,52
2023,27,0,39058,Lucas Herbert,52
2023,27,0,27936,Martin Laird,52
2023,27,0,34409,David Lingmerth,52
2023,27,0,47993,Denny McCarthy,52
2023,27,0,46442,Maverick McNealy,52
2023,27,0,49947,Taylor Moore,52
2023,27,0,49771,J.T. Poston,52
2023,27,0,22405,Justin Rose,52
2023,27,0,47347,Adam Schenk,52
2023,27,0,24502,Adam Scott,52
2023,27,0,27963,Chris Stroud,52
2023,27,0,48119,Ben Taylor,52
2023,27,0,54783,Dylan Wu,52
2023,27,0,52513,Carson Young,52
2023,47,0,32366,Kevin Chappell,51
2023,47,0,39067,MJ Daffue,51
2023,47,0,57362,Austin Eckroat,51
2023,47,0,32102,Rickie Fowler,51
2023,47,0,56762,Will Gordon,51
2023,47,0,35310,Lanto Griffin,51
2023,47,0,33399,Adam Hadwin,51
2023,47,0,33597,Harry Higgs,51
2023,47,0,29420,Billy Horschel,51
2023,47,0,50188,S.H. Kim,51
2023,47,0,55182,Tom Kim,51
2023,47,0,30926,Chris Kirk,51
2023,47,0,32816,Satoshi Kodaira,51
2023,47,0,35879,Kelly Kraft,51
2023,47,0,35449,Adam Long,51
2023,47,0,34466,Peter Malnati,51
2023,47,0,33413,Ben Martin,51
2023,47,0,31202,William McGirt,51
2023,47,0,39546,Keith Mitchell,51
2023,47,0,28252,Seamus Power,51
2023,47,0,50095,Austin Smotherman,51
2023,47,0,40115,Adam Svensson,51
2023,47,0,48887,Matt Wallace,51
2023,47,0,47128,Richy Werenski,51
2023,71,0,22371,Aaron Baddeley,50
2023,71,0,45522,Christiaan Bezuidenhout,50
2023,71,0,40058,Zac Blair,50
2023,71,0,35450,Patrick Cantlay,50
2023,71,0,20229,Stewart Cink,50
2023,71,0,47591,Eric Cole,50
2023,71,0,40098,Matt Fitzpatrick,50
2023,71,0,39954,Cody Gribble,50
2023,71,0,54591,Ben Griffin,50
2023,71,0,31646,Emiliano Grillo,50
2023,71,0,34098,Russell Henley,50
2023,71,0,52453,Nicolai Hojgaard,50
2023,71,0,46717,Viktor Hovland,50
2023,71,0,39971,Sungjae Im,50
2023,71,0,24024,Zach Johnson,50
2023,71,0,33410,Andrew Landry,50
2023,71,0,32839,Hideki Matsuyama,50
2023,71,0,28237,Rory McIlroy,50
2023,71,0,26596,Ryan Moore,50
2023,71,0,27349,Alex Noren,50
2023,71,0,34256,Andrew Putnam,50
2023,71,0,49960,Sepp Straka,50
2023,71,0,27214,Kevin Streelman,50
2023,71,0,31560,Brian Stuard,50
2023,71,0,52411,Kyle Westmoreland,50
2023,71,0,52374,Brandon Wu,50
2023,71,0,55454,Carl Yuan,50
2023,98,0,34255,Joseph Bramlett,49
2023,98,0,51766,Wyndham Clark,49
2023,98,0,46435,Austin Cook,49
2023,98,0,34076,Joel Dahmen,49
2023,98,0,37338,Zecheng Dou,49
2023,98,0,47079,Harrison Endycott,49
2023,98,0,29725,Tony Finau,49
2023,98,0,29970,Dylan Frittelli,49
2023,98,0,29535,Brice Garnett,49
2023,98,0,59018,Ryan Gerard,49
2023,98,0,52375,Doug Ghim,49
2023,98,0,32448,James Hahn,49
2023,98,0,27644,Brian Harman,49
2023,98,0,49298,Kramer Hickok,49
2023,98,0,54421,Garrick Higgo,49
2023,98,0,54628,Lee Hodges,49
2023,98,0,36801,Mark Hubbard,49
2023,98,0,35506,Mackenzie Hughes,49
2023,98,0,39975,Michael Kim,49
2023,98,0,28775,Nate Lashley,49
2023,98,0,49766,Hank Lebioda,49
2023,98,0,32791,K.H. Lee,49
2023,98,0,33204,Shane Lowry,49
2023,98,0,50525,Collin Morikawa,49
2023,98,0,29908,C.T. Pan,49
2023,98,0,25818,Scott Piercy,49
2023,98,0,26476,Chez Reavie,49
2023,98,0,36699,Patrick Rodgers,49
2023,98,0,29221,Webb Simpson,49
2023,98,0,46340,Alex Smalley,49
2023,98,0,48699,Callum Tarren,49
2023,98,0,35617,Martin Trainer,49
2023,98,0,40006,Erik van Rooyen,49
2023,98,0,27095,Nick Watney,49
2023,98,0,58967,Trevor Werbylo,49
2023,98,0,32139,Danny Willett,49
2023,134,0,52372,Cameron Champ,48
2023,134,0,49453,Trevor Cone,48
2023,134,0,39997,Corey Conners,48
2023,134,0,28089,Jason Day,48
2023,134,0,51349,Nico Echavarria,48
2023,134,0,25900,Lucas Glover,48
2023,134,0,35461,Beau Hossler,48
2023,134,0,36799,Stephan Jaeger,48
2023,134,0,48117,Kurt Kitayama,48
2023,134,0,32757,Patton Kizzire,48
2023,134,0,23108,Matt Kuchar,48
2023,134,0,36326,David Lipsky,48
2023,134,0,51491,Brandon Matthews,48
2023,134,0,32640,Troy Merritt,48
2023,134,0,36871,Matt NeSmith,48
2023,134,0,30163,Henrik Norlander,48
2023,134,0,51997,Andrew Novak,48
2023,134,0,47995,Davis Riley,48
2023,134,0,46046,Scottie Scheffler,48
2023,134,0,34610,Matthias Schwab,48
2023,134,0,39324,J.J. Spaun,48
2023,134,0,30692,Scott Stallings,48
2023,134,0,55893,Sam Stevens,48
2023,134,0,33448,Justin Thomas,48
2023,134,0,32333,Kevin Tway,48
2023,134,0,25632,Jimmy Walker,48
2023,134,0,45242,Kevin Yu,48
2023,161,0,19803,Ryan Armour,47
2023,161,0,45609,Tyler Duncan,47
2023,161,0,27554,Scott Harrington,47
2023,161,0,31557,Jim Herman,47
2023,161,0,37455,Si Woo Kim,47
2023,161,0,33122,Russell Knox,47
2023,161,0,27129,Luke List,47
2023,161,0,46601,Trey Mullinax,47
2023,161,0,24140,Sean O'Hair,47
2023,161,0,23320,Ryan Palmer,47
2023,161,0,40250,Taylor Pendrith,47
2023,161,0,46441,Robby Shelton,47
2023,161,0,51890,Greyson Sigg,47
2023,161,0,58168,Davis Thompson,47
2023,175,0,56630,Akshay Bhatia,46
2023,175,0,48084,Wesley Bryan,46
2023,175,0,24925,Jonathan Byrd,46
2023,175,0,25686,Jason Dufner,46
2023,175,0,32662,Michael Gligic,46
2023,175,0,51414,Brent Grant,46
2023,175,0,51950,Max McGreevy,46
2023,175,0,51070,Vincent Norrman,46
2023,175,0,22056,Cameron Percy,46
2023,175,0,39335,Kevin Roy,46
2023,175,0,34046,Jordan Spieth,46
2023,175,0,34431,Robert Streb,46
2023,175,0,57366,Cameron Young,46
2023,188,0,33408,Tyson Alexander,45
2023,188,0,33948,Byeong Hun An,45
2023,188,0,12716,Charley Hoffman,45
2023,188,0,36724,Augusto Núñez,45
2023,188,0,46414,Aaron Rai,45
2023,188,0,31323,Gary Woodland,45
2022,1,0,35617,Martin Trainer,56
2022,2,0,47993,Denny McCarthy,55
2022,2,0,46442,Maverick McNealy,55
2022,2,0,23621,Rory Sabbatini,55
2022,5,0,29478,Kevin Kisner,54
2022,5,0,28237,Rory McIlroy,54
2022,5,0,39546,Keith Mitchell,54
2022,5,0,22405,Justin Rose,54
2022,5,0,40115,Adam Svensson,54
2022,5,0,34264,Hudson Swafford,54
2022,5,0,30927,Brendon Todd,54
2022,5,0,56278,Matthew Wolff,54
2022,13,0,34363,Tyrrell Hatton,53
2022,13,0,39058,Lucas Herbert,53
2022,13,0,35461,Beau Hossler,53
2022,13,0,27974,Sung Kang,53
2022,13,0,40162,Justin Lower,53
2022,13,0,32640,Troy Merritt,53
2022,13,0,24138,Ian Poulter,53
2022,13,0,48699,Callum Tarren,53
2022,21,0,27895,Jonas Blixt,52
2022,21,0,47504,Sam Burns,52
2022,21,0,46717,Viktor Hovland,52
2022,21,0,35506,Mackenzie Hughes,52
2022,21,0,48117,Kurt Kitayama,52
2022,21,0,36852,Jim Knous,52
2022,21,0,36689,Brooks Koepka,52
2022,21,0,36884,Ben Kohles,52
2022,21,0,26851,Marc Leishman,52
2022,21,0,36699,Patrick Rodgers,52
2022,21,0,37275,Sam Ryder,52
2022,21,0,46046,Scottie Scheffler,52
2022,21,0,49960,Sepp Straka,52
2022,21,0,32150,Michael Thompson,52
2022,21,0,47128,Richy Werenski,52
2022,21,0,54783,Dylan Wu,52
2022,37,0,45522,Christiaan Bezuidenhout,51
2022,37,0,48084,Wesley Bryan,51
2022,37,0,32366,Kevin Chappell,51
2022,37,0,51766,Wyndham Clark,51
2022,37,0,46435,Austin Cook,51
2022,37,0,40098,Matt Fitzpatrick,51
2022,37,0,30911,Tommy Fleetwood,51
2022,37,0,34563,Chesson Hadley,51
2022,37,0,39977,Max Homa,51
2022,37,0,36799,Stephan Jaeger,51
2022,37,0,28775,Nate Lashley,51
2022,37,0,36326,David Lipsky,51
2022,37,0,35449,Adam Long,51
2022,37,0,49947,Taylor Moore,51
2022,37,0,48822,Sebastián Muñoz,51
2022,37,0,28252,Seamus Power,51
2022,37,0,46970,Jon Rahm,51
2022,37,0,47983,Chad Ramey,51
2022,37,0,47995,Davis Riley,51
2022,37,0,35891,Cameron Smith,51
2022,37,0,30692,Scott Stallings,51
2022,37,0,10381,Curtis Thompson,51
2022,37,0,57366,Cameron Young,51
2022,60,0,37212,Paul Barjon,50
2022,60,0,35450,Patrick Cantlay,50
2022,60,0,20229,Stewart Cink,50
2022,60,0,34076,Joel Dahmen,50
2022,60,0,45157,Cam Davis,50
2022,60,0,28089,Jason Day,50
2022,60,0,29725,Tony Finau,50
2022,60,0,29535,Brice Garnett,50
2022,60,0,35310,Lanto Griffin,50
2022,60,0,31646,Emiliano Grillo,50
2022,60,0,33399,Adam Hadwin,50
2022,60,0,34098,Russell Henley,50
2022,60,0,49298,Kramer Hickok,50
2022,60,0,33597,Harry Higgs,50
2022,60,0,35532,Tom Hoge,50
2022,60,0,39971,Sungjae Im,50
2022,60,0,35879,Kelly Kraft,50
2022,60,0,23108,Matt Kuchar,50
2022,60,0,49766,Hank Lebioda,50
2022,60,0,34466,Peter Malnati,50
2022,60,0,45486,Joaquin Niemann,50
2022,60,0,27349,Alex Noren,50
2022,60,0,40250,Taylor Pendrith,50
2022,60,0,24361,Pat Perez,50
2022,60,0,34256,Andrew Putnam,50
2022,60,0,53165,Doc Redman,50
2022,60,0,34610,Matthias Schwab,50
2022,60,0,24502,Adam Scott,50
2022,60,0,29221,Webb Simpson,50
2022,60,0,33486,Roger Sloan,50
2022,60,0,48887,Matt Wallace,50
2022,60,0,27095,Nick Watney,50
2022,60,0,32139,Danny Willett,50
2022,93,0,33141,Keegan Bradley,49
2022,93,0,55708,Hayden Buckley,49
2022,93,0,39436,Joshua Creel,49
2022,93,0,23983,Luke Donald,49
2022,93,0,25900,Lucas Glover,49
2022,93,0,54421,Garrick Higgo,49
2022,93,0,29420,Billy Horschel,49
2022,93,0,34174,John Huh,49
2022,93,0,24024,Zach Johnson,49
2022,93,0,32791,K.H. Lee,49
2022,93,0,27129,Luke List,49
2022,93,0,33204,Shane Lowry,49
2022,93,0,50525,Collin Morikawa,49
2022,93,0,29289,S.Y. Noh,49
2022,93,0,29908,C.T. Pan,49
2022,93,0,22056,Cameron Percy,49
2022,93,0,25818,Scott Piercy,49
2022,93,0,49771,J.T. Poston,49
2022,93,0,47856,Seth Reeves,49
2022,93,0,48081,Xander Schauffele,49
2022,93,0,27139,David Skinns,49
2022,93,0,39324,J.J. Spaun,49
2022,93,0,25493,Nick Taylor,49
2022,93,0,33448,Justin Thomas,49
2022,93,0,40006,Erik van Rooyen,49
2022,93,0,51894,Vince Whaley,49
2022,93,0,49964,Aaron Wise,49
2022,93,0,45540,Jared Wolfe,49
2022,93,0,31323,Gary Woodland,49
2022,93,0,52374,Brandon Wu,49
2022,93,0,47483,Will Zalatoris,49
2022,124,0,45526,Abraham Ancer,48
2022,124,0,24925,Jonathan Byrd,48
2022,124,0,39997,Corey Conners,48
2022,124,0,46550,Brandon Hagy,48
2022,124,0,33490,Bo Hoag,48
2022,124,0,54628,Lee Hodges,48
2022,124,0,36801,Mark Hubbard,48
2022,124,0,30926,Chris Kirk,48
2022,124,0,32816,Satoshi Kodaira,48
2022,124,0,30944,Jason Kokrak,48
2022,124,0,29926,Danny Lee,48
2022,124,0,32839,Hideki Matsuyama,48
2022,124,0,25198,Francesco Molinari,48
2022,124,0,51997,Andrew Novak,48
2022,124,0,33667,Carlos Ortiz,48
2022,124,0,47529,Mito Pereira,48
2022,124,0,34360,Patrick Reed,48
2022,124,0,39953,Chase Seiffert,48
2022,124,0,46340,Alex Smalley,48
2022,124,0,23325,Vaughn Taylor,48
2022,124,0,51634,Sahith Theegala,48
2022,124,0,33419,Cameron Tringale,48
2022,124,0,28114,Dawie van der Walt,48
2022,147,0,19803,Ryan Armour,47
2022,147,0,25686,Jason Dufner,47
2022,147,0,45609,Tyler Duncan,47
2022,147,0,29970,Dylan Frittelli,47
2022,147,0,46402,Talor Gooch,47
2022,147,0,47988,Nick Hardy,47
2022,147,0,31557,Jim Herman,47
2022,147,0,21961,Charles Howell III,47
2022,147,0,37455,Si Woo Kim,47
2022,147,0,32757,Patton Kizzire,47
2022,147,0,51950,Max McGreevy,47
2022,147,0,46601,Trey Mullinax,47
2022,147,0,23320,Ryan Palmer,47
2022,147,0,26476,Chez Reavie,47
2022,147,0,47347,Adam Schenk,47
2022,147,0,51890,Greyson Sigg,47
2022,147,0,27649,Brandt Snedeker,47
2022,147,0,32333,Kevin Tway,47
2022,147,0,37189,Harold Varner III,47
2022,147,0,27770,Camilo Villegas,47
2022,167,0,30978,Kiradech Aphibarnrat,46
2022,167,0,52372,Cameron Champ,46
2022,167,0,35110,Brett Drewitt,46
2022,167,0,52375,Doug Ghim,46
2022,167,0,24924,Bill Haas,46
2022,167,0,27644,Brian Harman,46
2022,167,0,27936,Martin Laird,46
2022,167,0,36871,Matthew NeSmith,46
2022,167,0,50095,Austin Smotherman,46
2022,167,0,34046,Jordan Spieth,46
2022,167,0,34431,Robert Streb,46
2022,167,0,27214,Kevin Streelman,46
2022,167,0,27064,Jhonattan Vegas,46
2022,180,0,32102,Rickie Fowler,45
2022,180,0,32662,Michael Gligic,45
2022,180,0,24980,Scott Gutschewski,45
2022,180,0,32448,James Hahn,45
2022,180,0,33122,Russell Knox,45
2022,180,0,31420,Anirban Lahiri,45
2022,180,0,46414,Aaron Rai,45
2022,187,0,34255,Joseph Bramlett,44
2022,187,0,29974,Branden Grace,44
2022,187,0,12716,Charley Hoffman,44
2022,187,0,26300,Matt Jones,44
2022,187,0,30163,Henrik Norlander,44
2022,187,0,29518,Brendan Steele,44
2022,187,0,31560,Brian Stuard,44
2021,1,0,34099,Harris English,56
2021,1,0,49771,J.T. Poston,56
2021,3,0,40098,Matt Fitzpatrick,55
2021,3,0,34563,Chesson Hadley,55
2021,3,0,24781,Hunter Mahan,55
2021,3,0,26329,Louis Oosthuizen,55
2021,3,0,30927,Brendon Todd,55
2021,8,0,30925,Dustin Johnson,54
2021,8,0,24024,Zach Johnson,54
2021,8,0,49766,Hank Lebioda,54
2021,8,0,22405,Justin Rose,54
2021,8,0,23621,Rory Sabbatini,54
2021,8,0,35658,Kris Ventura,54
2021,14,0,40026,Daniel Berger,53
2021,14,0,35450,Patrick Cantlay,53
2021,14,0,12716,Charley Hoffman,53
2021,14,0,29478,Kevin Kisner,53
2021,14,0,32816,Satoshi Kodaira,53
2021,14,0,36689,Brooks Koepka,53
2021,14,0,30944,Jason Kokrak,53
2021,14,0,28237,Rory McIlroy,53
2021,14,0,24138,Ian Poulter,53
2021,14,0,29221,Webb Simpson,53
2021,14,0,27649,Brandt Snedeker,53
2021,14,0,40006,Erik van Rooyen,53
2021,14,0,32139,Danny Willett,53
2021,27,0,45526,Abraham Ancer,52
2021,27,0,19803,Ryan Armour,52
2021,27,0,47504,Sam Burns,52
2021,27,0,26499,Rafa Cabrera Bello,52
2021,27,0,46435,Austin Cook,52
2021,27,0,47959,Bryson DeChambeau,52
2021,27,0,32618,Rhein Gibson,52
2021,27,0,33399,Adam Hadwin,52
2021,27,0,33597,Harry Higgs,52
2021,27,0,35506,Mackenzie Hughes,52
2021,27,0,29926,Danny Lee,52
2021,27,0,46442,Maverick McNealy,52
2021,27,0,32640,Troy Merritt,52
2021,27,0,48822,Sebastián Muñoz,52
2021,27,0,27942,Rob Oppenheim,52
2021,27,0,34360,Patrick Reed,52
2021,27,0,48081,Xander Schauffele,52
2021,27,0,24502,Adam Scott,52
2021,27,0,34046,Jordan Spieth,52
2021,27,0,49960,Sepp Straka,52
2021,27,0,32150,Michael Thompson,52
2021,27,0,25632,Jimmy Walker,52
2021,27,0,48887,Matt Wallace,52
2021,50,0,32070,Rafael Campos,51
2021,50,0,39997,Corey Conners,51
2021,50,0,45157,Cam Davis,51
2021,50,0,32662,Michael Gligic,51
2021,50,0,25900,Lucas Glover,51
2021,50,0,56762,Will Gordon,51
2021,50,0,35310,Lanto Griffin,51
2021,50,0,34098,Russell Henley,51
2021,50,0,39977,Max Homa,51
2021,50,0,36801,Mark Hubbard,51
2021,50,0,39971,Sungjae Im,51
2021,50,0,32757,Patton Kizzire,51
2021,50,0,34466,Peter Malnati,51
2021,50,0,39546,Keith Mitchell,51
2021,50,0,45486,Joaquin Niemann,51
2021,50,0,24361,Pat Perez,51
2021,50,0,46046,Scottie Scheffler,51
2021,50,0,29518,Brendan Steele,51
2021,50,0,25493,Nick Taylor,51
2021,50,0,33448,Justin Thomas,51
2021,50,0,33419,Cameron Tringale,51
2021,50,0,49964,Aaron Wise,51
2021,50,0,56278,Matthew Wolff,51
2021,73,0,34314,Sebastian Cappelen,50
2021,73,0,20229,Stewart Cink,50
2021,73,0,29535,Brice Garnett,50
2021,73,0,46402,Talor Gooch,50
2021,73,0,27644,Brian Harman,50
2021,73,0,34363,Tyrrell Hatton,50
2021,73,0,26758,David Hearn,50
2021,73,0,27141,J.B. Holmes,50
2021,73,0,46717,Viktor Hovland,50
2021,73,0,26851,Marc Leishman,50
2021,73,0,47993,Denny McCarthy,50
2021,73,0,1810,Phil Mickelson,50
2021,73,0,25396,Kevin Na,50
2021,73,0,33667,Carlos Ortiz,50
2021,73,0,46970,Jon Rahm,50
2021,73,0,53165,Doc Redman,50
2021,73,0,36699,Patrick Rodgers,50
2021,73,0,37275,Sam Ryder,50
2021,73,0,47347,Adam Schenk,50
2021,73,0,35891,Cameron Smith,50
2021,73,0,34431,Robert Streb,50
2021,73,0,34264,Hudson Swafford,50
2021,73,0,48119,Ben Taylor,50
2021,73,0,23325,Vaughn Taylor,50
2021,97,0,22371,Aaron Baddeley,49
2021,97,0,29479,Scott Brown,49
2021,97,0,29725,Tony Finau,49
2021,97,0,30911,Tommy Fleetwood,49
2021,97,0,31646,Emiliano Grillo,49
2021,97,0,24924,Bill Haas,49
2021,97,0,32448,James Hahn,49
2021,97,0,31557,Jim Herman,49
2021,97,0,49298,Kramer Hickok,49
2021,97,0,29420,Billy Horschel,49
2021,97,0,21961,Charles Howell III,49
2021,97,0,26300,Matt Jones,49
2021,97,0,27974,Sung Kang,49
2021,97,0,23108,Matt Kuchar,49
