YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
2024,0,45157,Cam Davis,"25' 5""",14319.917,564
2024,0,30911,Tommy Fleetwood,"25' 5""",14159.833,557
2024,0,32102,Rickie Fowler,"25' 5""",13801.417,543
2024,0,51287,Ryo Hisatsune,"25' 5""",15664.167,616
2024,0,27129,Luke List,"25' 5""",13985.5,550
2024,0,36699,Patrick Rodgers,"25' 5""",19721.417,775
2024,0,51349,Nico Echavarria,"25' 4""",14902.5,588
2024,0,56149,Wilson Furr,"25' 4""",9677.083,382
2024,0,29535,Brice Garnett,"25' 4""",9315.75,368
2024,0,27139,David Skinns,"25' 4""",15173.0,598
2024,0,47504,Sam Burns,"25' 3""",12614.167,500
2024,0,51766,Wyndham Clark,"25' 3""",12006.833,475
2024,0,39997,Corey Conners,"25' 3""",17372.5,689
2024,0,32757,Patton Kizzire,"25' 3""",11630.583,461
2024,0,33204,Shane Lowry,"25' 3""",12659.917,501
2024,0,23320,Ryan Palmer,"25' 3""",7280.167,288
2024,0,45242,Kevin Yu,"25' 3""",15250.417,604
2024,0,47591,Eric Cole,"25' 2""",18228.333,724
2024,0,59442,Parker Coody,"25' 2""",10081.667,400
2024,0,39324,J.J. Spaun,"25' 2""",16369.25,650
2024,0,40115,Adam Svensson,"25' 2""",21637.667,859
2024,0,40006,Erik van Rooyen,"25' 2""",14650.833,583
2024,0,35450,Patrick Cantlay,"25' 1""",10662.75,425
2024,0,34021,Bud Cauley,"25' 1""",11618.417,463
2024,0,60767,Blaine Hale Jr.,"25' 1""",7626.0,304
2024,0,57975,Harry Hall,"25' 1""",13624.75,543
2024,0,28775,Nate Lashley,"25' 1""",13582.583,542
2024,0,32791,K.H. Lee,"25' 1""",14004.167,559
2024,0,57900,Chandler Phillips,"25' 1""",14225.417,568
2024,0,25493,Nick Taylor,"25' 1""",15339.583,612
2024,0,27644,Brian Harman,"25' 0""",16025.167,642
2024,0,46717,Viktor Hovland,"25' 0""",10232.917,409
2024,0,52513,Carson Young,"25' 0""",15591.417,623
2024,0,29725,Tony Finau,"24' 11""",15214.583,610
2024,0,39977,Max Homa,"24' 11""",13388.167,538
2024,0,30163,Henrik Norlander,"24' 11""",10929.417,438
2024,0,40026,Daniel Berger,"24' 10""",13429.333,540
2024,0,36799,Stephan Jaeger,"24' 10""",14573.083,586
2024,0,39975,Michael Kim,"24' 10""",13526.75,545
2024,0,30926,Chris Kirk,"24' 10""",13321.833,536
2024,0,26476,Chez Reavie,"24' 10""",12092.25,487
2024,0,46340,Alex Smalley,"24' 10""",12771.583,515
2024,0,55454,Carl Yuan,"24' 10""",10359.083,417
2024,0,47483,Will Zalatoris,"24' 10""",12465.167,502
2024,0,57362,Austin Eckroat,"24' 9""",16031.167,647
2024,0,51696,Rico Hoey,"24' 9""",14331.0,580
2024,0,45522,Christiaan Bezuidenhout,"24' 8""",13642.25,553
2024,0,29936,Ryan Fox,"24' 8""",14048.583,569
2024,0,54628,Lee Hodges,"24' 8""",18894.25,766
2024,0,39546,Keith Mitchell,"24' 8""",16010.0,648
2024,0,37275,Sam Ryder,"24' 8""",11481.917,466
2024,0,52375,Doug Ghim,"24' 7""",18441.333,749
2024,0,52453,Nicolai Højgaard,"24' 7""",9478.0,386
2024,0,51997,Andrew Novak,"24' 7""",16819.583,685
2024,0,52666,Sami Valimaki,"24' 7""",11273.083,458
2024,0,27064,Jhonattan Vegas,"24' 7""",13375.0,544
2024,0,33141,Keegan Bradley,"24' 6""",14596.0,595
2024,0,55182,Tom Kim,"24' 6""",14076.5,575
2024,0,50525,Collin Morikawa,"24' 6""",12868.417,526
2024,0,28252,Seamus Power,"24' 6""",18547.333,758
2024,0,59143,Mac Meissner,"24' 5""",14073.25,576
2024,0,57366,Cameron Young,"24' 5""",13631.75,558
2024,0,33948,Byeong Hun An,"24' 4""",13106.5,538
2024,0,33399,Adam Hadwin,"24' 4""",13918.75,572
2024,0,34098,Russell Henley,"24' 4""",12365.667,508
2024,0,34587,Chan Kim,"24' 4""",15065.417,619
2024,0,48084,Wesley Bryan,"24' 3""",7121.25,294
2024,0,29221,Webb Simpson,"24' 3""",9131.5,377
2024,0,27330,Josh Teater,"24' 3""",7677.417,317
2024,0,52955,Ludvig Åberg,"24' 1""",13183.167,547
2024,0,37455,Si Woo Kim,"24' 1""",15246.0,633
2024,0,33486,Roger Sloan,"24' 1""",10635.333,441
2024,0,12716,Charley Hoffman,"24' 0""",11670.5,486
2024,0,50095,Austin Smotherman,"24' 0""",8719.917,363
2024,0,48319,Tom Whitney,"24' 0""",10129.417,422
2024,0,48117,Kurt Kitayama,"23' 11""",14569.667,610
2024,0,32839,Hideki Matsuyama,"23' 11""",12284.0,514
2024,0,51890,Greyson Sigg,"23' 11""",14602.5,611
2024,0,32640,Troy Merritt,"23' 10""",11080.5,465
2024,0,33448,Justin Thomas,"23' 10""",11891.583,499
2024,0,26596,Ryan Moore,"23' 9""",12929.917,545
2024,0,25900,Lucas Glover,"23' 8""",15687.583,662
2024,0,46046,Scottie Scheffler,"23' 2""",12229.0,528
2024,0,35532,Tom Hoge,"23' 0""",16746.833,728
2024,0,34076,Joel Dahmen,"22' 11""",15163.25,661
2023,0,35617,Martin Trainer,"29' 1""",8439.417,290
2023,0,34256,Andrew Putnam,"27' 11""",22561.417,808
2023,0,28420,Ryan Brehm,"27' 5""",15075.667,550
2023,0,52372,Cameron Champ,"27' 3""",14155.5,519
2023,0,35506,Mackenzie Hughes,"27' 2""",15672.5,577
2023,0,29420,Billy Horschel,"27' 1""",11785.667,435
2023,0,35461,Beau Hossler,"27' 1""",19745.333,730
2023,0,24024,Zach Johnson,"27' 1""",12905.917,477
2023,0,46442,Maverick McNealy,"27' 1""",10143.75,374
2023,0,55789,Taylor Montgomery,"27' 1""",15604.583,576
2023,0,47347,Adam Schenk,"27' 1""",22992.917,849
2023,0,32333,Kevin Tway,"27' 1""",18473.167,683
2023,0,51766,Wyndham Clark,"27' 0""",18526.833,687
2023,0,57975,Harry Hall,"27' 0""",15237.25,564
2023,0,49453,Trevor Cone,"26' 11""",14461.417,538
2023,0,32366,Kevin Chappell,"26' 10""",8149.833,304
2023,0,54421,Garrick Higgo,"26' 10""",19461.833,725
2023,0,47993,Denny McCarthy,"26' 10""",19130.333,714
2023,0,27349,Alex Noren,"26' 9""",16264.333,608
2023,0,54783,Dylan Wu,"26' 9""",17831.917,666
2023,0,34099,Harris English,"26' 8""",17958.417,674
2023,0,49947,Taylor Moore,"26' 8""",17544.0,658
2023,0,47983,Chad Ramey,"26' 8""",19118.417,718
2023,0,35310,Lanto Griffin,"26' 7""",10068.417,379
2023,0,39971,Sungjae Im,"26' 7""",18514.083,697
2023,0,35449,Adam Long,"26' 7""",17858.917,672
2023,0,58696,Peter Kuest,"26' 6""",9247.167,349
2023,0,50493,Justin Suh,"26' 6""",20807.083,786
2023,0,48119,Ben Taylor,"26' 6""",18159.25,685
2023,0,30911,Tommy Fleetwood,"26' 5""",12248.333,464
2023,0,32662,Michael Gligic,"26' 5""",11368.417,430
2023,0,28252,Seamus Power,"26' 5""",14122.917,535
2023,0,36699,Patrick Rodgers,"26' 5""",18374.25,695
2023,0,54628,Lee Hodges,"26' 4""",19461.333,740
2023,0,51070,Vincent Norrman,"26' 4""",14443.917,549
2023,0,48867,Matti Schmid,"26' 4""",11279.417,428
2023,0,32448,James Hahn,"26' 3""",15773.167,601
2023,0,34466,Peter Malnati,"26' 3""",14894.583,567
2023,0,24502,Adam Scott,"26' 3""",10432.417,397
2023,0,28089,Jason Day,"26' 2""",13975.167,534
2023,0,29970,Dylan Frittelli,"26' 2""",11541.417,441
2023,0,49298,Kramer Hickok,"26' 2""",17396.5,664
2023,0,27644,Brian Harman,"26' 1""",17595.5,674
2023,0,25818,Scott Piercy,"26' 1""",13427.917,515
2023,0,31577,Tano Goya,"26' 0""",13680.75,526
2023,0,33399,Adam Hadwin,"26' 0""",17836.667,687
2023,0,31557,Jim Herman,"26' 0""",13974.333,538
2023,0,35879,Kelly Kraft,"26' 0""",15343.917,591
2023,0,31202,William McGirt,"26' 0""",7926.833,305
2023,0,51634,Sahith Theegala,"26' 0""",17147.667,659
2023,0,40006,Erik van Rooyen,"26' 0""",11958.917,460
2023,0,45609,Tyler Duncan,"25' 11""",18363.417,708
2023,0,23108,Matt Kuchar,"25' 11""",17510.0,676
2023,0,48081,Xander Schauffele,"25' 11""",12584.75,485
2023,0,34431,Robert Streb,"25' 11""",13586.583,525
2023,0,40115,Adam Svensson,"25' 11""",22445.167,867
2023,0,27095,Nick Watney,"25' 11""",11754.5,454
2023,0,32139,Danny Willett,"25' 11""",10604.0,409
2023,0,22371,Aaron Baddeley,"25' 10""",12444.25,482
2023,0,20229,Stewart Cink,"25' 10""",14062.833,545
2023,0,29535,Brice Garnett,"25' 10""",14433.167,559
2023,0,53165,Doc Redman,"25' 10""",14857.75,575
2023,0,39335,Kevin Roy,"25' 10""",12176.083,472
2023,0,47988,Nick Hardy,"25' 9""",19349.0,751
2023,0,33597,Harry Higgs,"25' 9""",11806.083,459
2023,0,36799,Stephan Jaeger,"25' 9""",24263.25,942
2023,0,49960,Sepp Straka,"25' 9""",16827.917,653
2023,0,48699,Callum Tarren,"25' 9""",18188.667,707
2023,0,48887,Matt Wallace,"25' 9""",13367.667,519
2023,0,33408,Tyson Alexander,"25' 8""",14264.833,556
2023,0,40098,Matt Fitzpatrick,"25' 8""",13075.0,509
2023,0,12716,Charley Hoffman,"25' 8""",13157.5,513
2023,0,28775,Nate Lashley,"25' 8""",19068.25,744
2023,0,45522,Christiaan Bezuidenhout,"25' 7""",16575.667,648
2023,0,54591,Ben Griffin,"25' 7""",18433.0,720
2023,0,34363,Tyrrell Hatton,"25' 7""",13005.0,509
2023,0,39058,Lucas Herbert,"25' 7""",8915.167,349
2023,0,29908,C.T. Pan,"25' 7""",8737.5,342
2023,0,22056,Cameron Percy,"25' 7""",10360.0,405
2023,0,47995,Davis Riley,"25' 7""",15043.083,588
2023,0,31560,Brian Stuard,"25' 7""",9877.083,386
2023,0,25632,Jimmy Walker,"25' 7""",15335.75,600
2023,0,47128,Richy Werenski,"25' 7""",13567.917,530
2023,0,47504,Sam Burns,"25' 6""",14310.5,561
2023,0,52453,Nicolai Hojgaard,"25' 6""",7073.333,277
2023,0,49766,Hank Lebioda,"25' 6""",9245.333,363
2023,0,32791,K.H. Lee,"25' 6""",18034.667,707
2023,0,34409,David Lingmerth,"25' 6""",11435.25,449
2023,0,29289,S.Y. Noh,"25' 6""",9613.75,377
2023,0,24140,Sean O'Hair,"25' 6""",6409.75,251
2023,0,40250,Taylor Pendrith,"25' 6""",18563.75,727
2023,0,34610,Matthias Schwab,"25' 6""",16574.5,651
2023,0,58168,Davis Thompson,"25' 6""",19304.917,758
2023,0,52411,Kyle Westmoreland,"25' 6""",12488.583,490
2023,0,39997,Corey Conners,"25' 5""",17074.833,671
2023,0,57362,Austin Eckroat,"25' 5""",15662.0,616
2023,0,56762,Will Gordon,"25' 5""",19528.5,769
2023,0,33448,Justin Thomas,"25' 5""",13536.333,532
2023,0,24925,Jonathan Byrd,"25' 4""",7672.333,303
2023,0,29725,Tony Finau,"25' 4""",15468.917,611
2023,0,34563,Chesson Hadley,"25' 4""",16796.5,664
2023,0,36801,Mark Hubbard,"25' 4""",18973.5,749
2023,0,39975,Michael Kim,"25' 4""",14651.917,579
2023,0,40162,Justin Lower,"25' 4""",16270.5,643
2023,0,51950,Max McGreevy,"25' 4""",12653.417,500
2023,0,36724,Augusto Núñez,"25' 4""",12774.167,504
2023,0,30692,Scott Stallings,"25' 4""",14258.833,562
2023,0,27214,Kevin Streelman,"25' 4""",18254.25,720
2023,0,40058,Zac Blair,"25' 3""",12996.583,514
2023,0,33141,Keegan Bradley,"25' 3""",13929.75,552
2023,0,46435,Austin Cook,"25' 3""",11124.0,440
2023,0,33653,Thomas Detry,"25' 3""",13060.333,518
2023,0,27936,Martin Laird,"25' 3""",14452.833,573
2023,0,37275,Sam Ryder,"25' 3""",17367.75,688
2023,0,27963,Chris Stroud,"25' 2""",9026.417,359
2023,0,47079,Harrison Endycott,"25' 1""",13375.167,534
2023,0,32102,Rickie Fowler,"25' 1""",16519.333,658
2023,0,31646,Emiliano Grillo,"25' 1""",18150.167,724
2023,0,27974,Sung Kang,"25' 1""",6813.25,272
2023,0,23320,Ryan Palmer,"25' 1""",13796.167,550
2023,0,19803,Ryan Armour,"25' 0""",14582.333,583
2023,0,36326,David Lipsky,"25' 0""",16648.917,665
2023,0,30927,Brendon Todd,"25' 0""",16833.583,673
2023,0,52513,Carson Young,"25' 0""",16214.333,649
2023,0,52375,Doug Ghim,"24' 11""",16437.417,659
2023,0,50188,S.H. Kim,"24' 11""",18611.333,747
2023,0,55182,Tom Kim,"24' 11""",15854.833,637
2023,0,39546,Keith Mitchell,"24' 11""",14966.833,601
2023,0,49771,J.T. Poston,"24' 11""",17993.667,722
2023,0,46414,Aaron Rai,"24' 11""",18538.917,743
2023,0,22405,Justin Rose,"24' 11""",10675.75,428
2023,0,46441,Robby Shelton,"24' 11""",16749.833,672
2023,0,55893,Sam Stevens,"24' 11""",17282.417,694
2023,0,51349,Nico Echavarria,"24' 10""",11433.083,461
2023,0,39954,Cody Gribble,"24' 10""",10298.333,415
2023,0,32757,Patton Kizzire,"24' 10""",16735.0,675
2023,0,46970,Jon Rahm,"24' 10""",12109.75,488
2023,0,29221,Webb Simpson,"24' 10""",10111.917,407
2023,0,52955,Ludvig Åberg,"24' 9""",9579.583,387
2023,0,45157,Cam Davis,"24' 9""",16135.917,653
2023,0,35901,Paul Haley II,"24' 9""",13167.583,532
2023,0,27554,Scott Harrington,"24' 9""",11527.667,465
2023,0,33122,Russell Knox,"24' 9""",19485.417,786
2023,0,36871,Matt NeSmith,"24' 9""",17981.333,726
2023,0,46340,Alex Smalley,"24' 9""",19714.167,797
2023,0,34046,Jordan Spieth,"24' 9""",11934.583,483
2023,0,58967,Trevor Werbylo,"24' 9""",11512.083,465
2023,0,57366,Cameron Young,"24' 9""",13747.083,555
2023,0,35450,Patrick Cantlay,"24' 8""",12594.583,510
2023,0,25686,Jason Dufner,"24' 8""",14059.0,570
2023,0,51414,Brent Grant,"24' 8""",12057.583,488
2023,0,28237,Rory McIlroy,"24' 8""",11973.75,485
2023,0,55454,Carl Yuan,"24' 8""",13254.0,537
2023,0,34255,Joseph Bramlett,"24' 7""",14119.917,574
2023,0,35532,Tom Hoge,"24' 7""",16828.5,684
2023,0,39977,Max Homa,"24' 7""",14811.667,603
2023,0,30163,Henrik Norlander,"24' 7""",14679.25,597
2023,0,51997,Andrew Novak,"24' 7""",14268.667,581
2023,0,50095,Austin Smotherman,"24' 7""",15886.75,647
2023,0,39067,MJ Daffue,"24' 6""",14674.667,599
2023,0,26476,Chez Reavie,"24' 6""",18073.417,737
2023,0,55708,Hayden Buckley,"24' 5""",13326.75,546
2023,0,48117,Kurt Kitayama,"24' 5""",10282.417,421
2023,0,33410,Andrew Landry,"24' 5""",12249.667,502
2023,0,33413,Ben Martin,"24' 5""",15730.833,644
2023,0,46601,Trey Mullinax,"24' 5""",13187.167,540
2023,0,51890,Greyson Sigg,"24' 5""",19172.25,786
2023,0,47591,Eric Cole,"24' 4""",20433.75,840
2023,0,34098,Russell Henley,"24' 4""",15380.75,633
2023,0,32640,Troy Merritt,"24' 4""",13310.917,547
2023,0,39324,J.J. Spaun,"24' 4""",17466.417,718
2023,0,25493,Nick Taylor,"24' 4""",14052.5,577
2023,0,56630,Akshay Bhatia,"24' 2""",11719.5,485
2023,0,25900,Lucas Glover,"24' 1""",16590.25,690
2023,0,33204,Shane Lowry,"24' 1""",11220.0,466
2023,0,31323,Gary Woodland,"24' 1""",15246.167,633
2023,0,45242,Kevin Yu,"24' 1""",10278.0,427
2023,0,30926,Chris Kirk,"24' 0""",15100.667,629
2023,0,52374,Brandon Wu,"24' 0""",16634.583,694
2023,0,37338,Zecheng Dou,"23' 10""",14767.917,620
2023,0,33948,Byeong Hun An,"23' 9""",16375.917,689
2023,0,59018,Ryan Gerard,"23' 9""",8666.5,365
2023,0,48084,Wesley Bryan,"23' 8""",5804.167,245
2023,0,32816,Satoshi Kodaira,"23' 7""",7950.0,337
2023,0,50525,Collin Morikawa,"23' 7""",12493.417,530
2023,0,46046,Scottie Scheffler,"23' 7""",15884.167,673
2023,0,46717,Viktor Hovland,"23' 6""",12955.833,552
2023,0,34076,Joel Dahmen,"23' 5""",13932.417,596
2023,0,27129,Luke List,"23' 5""",17404.083,743
2023,0,26596,Ryan Moore,"23' 5""",13150.167,561
2023,0,51491,Brandon Matthews,"23' 4""",7896.167,338
2023,0,37455,Si Woo Kim,"23' 3""",16037.333,691
2023,0,32839,Hideki Matsuyama,"23' 2""",13007.667,561
2022,0,30927,Brendon Todd,"28' 10""",16108.083,559
2022,0,39058,Lucas Herbert,"28' 1""",7527.833,268
2022,0,24924,Bill Haas,"28' 0""",15210.583,544
2022,0,35461,Beau Hossler,"27' 3""",14378.25,528
2022,0,32333,Kevin Tway,"27' 1""",14494.917,535
2022,0,47128,Richy Werenski,"27' 1""",10211.75,377
2022,0,46550,Brandon Hagy,"27' 0""",12142.083,450
2022,0,29478,Kevin Kisner,"27' 0""",11771.667,436
2022,0,49771,J.T. Poston,"27' 0""",18373.167,681
2022,0,49766,Hank Lebioda,"26' 11""",14988.667,556
2022,0,27349,Alex Noren,"26' 11""",10969.167,408
2022,0,35617,Martin Trainer,"26' 11""",12861.833,478
2022,0,34256,Andrew Putnam,"26' 9""",17793.583,666
2022,0,52374,Brandon Wu,"26' 9""",11193.0,419
2022,0,51766,Wyndham Clark,"26' 8""",16162.917,606
2022,0,29420,Billy Horschel,"26' 8""",12298.167,461
2022,0,35449,Adam Long,"26' 8""",17038.667,639
2022,0,24361,Pat Perez,"26' 8""",10460.0,392
2022,0,49960,Sepp Straka,"26' 8""",16835.333,631
2022,0,29535,Brice Garnett,"26' 7""",13629.583,513
2022,0,29289,S.Y. Noh,"26' 7""",9558.0,360
2022,0,45540,Jared Wolfe,"26' 7""",11245.917,423
2022,0,27895,Jonas Blixt,"26' 6""",8154.75,308
2022,0,33490,Bo Hoag,"26' 5""",8221.75,311
2022,0,35879,Kelly Kraft,"26' 5""",11984.417,453
2022,0,23108,Matt Kuchar,"26' 5""",12668.5,480
2022,0,47993,Denny McCarthy,"26' 5""",18095.667,684
2022,0,21961,Charles Howell III,"26' 4""",10520.917,399
2022,0,33419,Cameron Tringale,"26' 4""",16421.083,624
2022,0,48887,Matt Wallace,"26' 4""",10937.667,416
2022,0,40098,Matt Fitzpatrick,"26' 3""",10484.5,400
2022,0,34563,Chesson Hadley,"26' 3""",14112.333,537
2022,0,27974,Sung Kang,"26' 3""",12969.25,494
2022,0,48081,Xander Schauffele,"26' 3""",12872.333,490
2022,0,27139,David Skinns,"26' 3""",10592.167,403
2022,0,31323,Gary Woodland,"26' 3""",12580.667,479
2022,0,32366,Kevin Chappell,"26' 2""",9431.833,360
2022,0,36852,Jim Knous,"26' 2""",7151.167,273
2022,0,46970,Jon Rahm,"26' 2""",12990.667,497
2022,0,56278,Matthew Wolff,"26' 2""",7163.0,274
2022,0,52372,Cameron Champ,"26' 1""",10381.5,398
2022,0,35506,Mackenzie Hughes,"26' 1""",12991.917,498
2022,0,24024,Zach Johnson,"26' 1""",11948.5,458
2022,0,26851,Marc Leishman,"26' 1""",12905.417,495
2022,0,45522,Christiaan Bezuidenhout,"26' 0""",12056.667,464
2022,0,47988,Nick Hardy,"26' 0""",10129.25,389
2022,0,27644,Brian Harman,"26' 0""",17102.5,658
2022,0,25198,Francesco Molinari,"26' 0""",7956.75,306
2022,0,46414,Aaron Rai,"26' 0""",16095.167,620
2022,0,36699,Patrick Rodgers,"26' 0""",15594.583,600
2022,0,32791,K.H. Lee,"25' 11""",18164.333,701
2022,0,46442,Maverick McNealy,"25' 11""",14648.833,566
2022,0,47347,Adam Schenk,"25' 11""",16664.833,642
2022,0,46435,Austin Cook,"25' 10""",11435.083,443
2022,0,35110,Brett Drewitt,"25' 10""",9155.167,354
2022,0,30911,Tommy Fleetwood,"25' 10""",8025.583,311
2022,0,32662,Michael Gligic,"25' 10""",12541.417,486
2022,0,23621,Rory Sabbatini,"25' 10""",9664.833,374
2022,0,27649,Brandt Snedeker,"25' 10""",10861.75,421
2022,0,39324,J.J. Spaun,"25' 9""",15132.583,587
2022,0,48084,Wesley Bryan,"25' 8""",7152.5,279
2022,0,47504,Sam Burns,"25' 8""",14472.25,563
2022,0,36801,Mark Hubbard,"25' 8""",12154.5,474
2022,0,24502,Adam Scott,"25' 8""",13391.833,521
2022,0,31646,Emiliano Grillo,"25' 7""",15179.75,594
2022,0,53165,Doc Redman,"25' 7""",13889.417,543
2022,0,37275,Sam Ryder,"25' 7""",15812.917,619
2022,0,34610,Matthias Schwab,"25' 7""",11841.083,463
2022,0,10381,Curtis Thompson,"25' 7""",8801.25,344
2022,0,28089,Jason Day,"25' 6""",10369.0,406
2022,0,36326,David Lipsky,"25' 6""",15364.917,603
2022,0,28252,Seamus Power,"25' 6""",12691.833,497
2022,0,32150,Michael Thompson,"25' 6""",14840.917,582
2022,0,39546,Keith Mitchell,"25' 5""",14948.833,589
2022,0,36871,Matthew NeSmith,"25' 5""",17156.5,675
2022,0,29908,C.T. Pan,"25' 5""",14549.167,572
2022,0,24138,Ian Poulter,"25' 5""",6668.833,262
2022,0,51894,Vince Whaley,"25' 5""",12879.75,507
2022,0,24925,Jonathan Byrd,"25' 4""",9616.667,380
