YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2024,1,0,32070,Rafael Campos,67.71,474,7
2024,2,0,46046,Scottie Scheffler,67.94,1223,18
2024,3,0,29420,Billy Horschel,68.06,1157,17
2024,4,0,59143,Mac Meissner,68.29,956,14
2024,5,0,57975,Harry Hall,68.35,1162,17
2024,6,0,12716,Charley Hoffman,68.36,957,14
2024,6,0,39975,Michael Kim,68.36,957,14
2024,8,0,52513,Carson Young,68.41,1163,17
2024,9,0,51287,Ryo Hisatsune,68.47,1164,17
2024,10,0,51766,Wyndham Clark,68.5,959,14
2024,10,0,46442,Maverick McNealy,68.5,1370,20
2024,12,0,54591,Ben Griffin,68.58,1646,24
2024,13,0,47679,Victor Perez,68.6,1029,15
2024,14,0,57900,Chandler Phillips,68.61,1235,18
2024,15,0,34098,Russell Henley,68.65,1167,17
2024,16,0,47995,Davis Riley,68.67,824,12
2024,17,0,48117,Kurt Kitayama,68.71,1168,17
2024,18,0,52375,Doug Ghim,68.74,1306,19
2024,19,0,34256,Andrew Putnam,68.75,1100,16
2024,19,0,48081,Xander Schauffele,68.75,1375,20
2024,21,0,51977,Max Greyserman,68.76,1169,17
2024,22,0,45242,Kevin Yu,68.77,894,13
2024,23,0,35506,Mackenzie Hughes,68.86,1446,21
2024,23,0,32791,K.H. Lee,68.86,964,14
2024,25,0,52215,Robert MacIntyre,68.92,896,13
2024,26,0,28252,Seamus Power,68.95,1379,20
2024,27,0,33968,Thorbjørn Olesen,69.0,621,9
2024,27,0,51890,Greyson Sigg,69.0,897,13
2024,27,0,39324,J.J. Spaun,69.0,966,14
2024,30,0,25900,Lucas Glover,69.05,1312,19
2024,31,0,32757,Patton Kizzire,69.1,691,10
2024,32,0,40026,Daniel Berger,69.13,1037,15
2024,32,0,24502,Adam Scott,69.13,1106,16
2024,32,0,33448,Justin Thomas,69.13,1037,15
2024,32,0,54783,Dylan Wu,69.13,1037,15
2024,36,0,58168,Davis Thompson,69.14,1452,21
2024,37,0,39971,Sungjae Im,69.16,1314,19
2024,38,0,50497,Adrien Dumont de Chassart,69.17,830,12
2024,38,0,51997,Andrew Novak,69.17,1245,18
2024,38,0,37275,Sam Ryder,69.17,830,12
2024,41,0,32839,Hideki Matsuyama,69.18,1176,17
2024,42,0,30911,Tommy Fleetwood,69.19,1107,16
2024,42,0,37455,Si Woo Kim,69.19,1453,21
2024,44,0,47993,Denny McCarthy,69.21,1315,19
