YEAR,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
2016,-2,10885,Robert Allenby,0.402,9.245
2016,-2,20433,Mark Hensby,0.384,1.92
2016,-2,35541,John Peterson,0.287,0.86
2016,-2,1948,Tim Petrovic,0.259,1.81
2016,-2,30750,Tommy Gainey,0.23,0.92
2016,-2,20070,Matt Bettencourt,0.154,0.77
2016,-2,32334,Charlie Beljan,0.066,0.86
2015,0,34046,Jordan Spieth,198.515,4168.809
2015,0,28237,Rory McIlroy,174.159,1567.433
2015,0,25804,Bubba Watson,160.441,2406.614
2015,0,28089,Jason Day,153.667,2458.666
2015,0,22405,Justin Rose,108.847,1741.559
2015,0,30925,Dustin Johnson,101.072,1718.219
2015,0,25632,Jimmy Walker,100.717,2014.333
2015,0,32102,Rickie Fowler,88.094,1497.597
2015,0,10809,Jim Furyk,87.556,1400.9
2015,0,36689,Brooks Koepka,81.284,1544.405
2015,0,21528,Henrik Stenson,79.363,952.357
2015,0,21209,Sergio Garcia,75.037,1050.512
2015,0,24024,Zach Johnson,74.226,1558.742
2015,0,27141,J.B. Holmes,70.66,1483.853
2015,0,25364,Paul Casey,69.467,1389.348
2015,0,34360,Patrick Reed,69.253,1592.809
2015,0,27649,Brandt Snedeker,66.841,1537.353
2015,0,34431,Robert Streb,66.156,1720.066
2015,0,32839,Hideki Matsuyama,65.441,1374.252
2015,0,26329,Louis Oosthuizen,63.976,1087.59
2015,0,12716,Charley Hoffman,63.02,1512.475
2015,0,24924,Bill Haas,61.023,1281.489
2015,0,30926,Chris Kirk,60.409,1087.369
2015,0,26596,Ryan Moore,57.538,1208.3
2015,0,23108,Matt Kuchar,55.405,1163.5
2015,0,29478,Kevin Kisner,54.473,1416.303
2015,0,1810,Phil Mickelson,53.031,848.5
2015,0,34409,David Lingmerth,52.196,1304.904
2015,0,33413,Ben Martin,50.717,1217.199
2015,0,29221,Webb Simpson,50.148,952.809
2015,0,31323,Gary Woodland,49.373,1036.833
2015,0,29926,Danny Lee,48.791,1561.327
2015,0,24138,Ian Poulter,48.549,776.791
2015,0,25818,Scott Piercy,46.97,1127.27
2015,0,34098,Russell Henley,46.961,986.175
2015,0,25396,Kevin Na,46.168,1061.871
2015,0,25274,Steven Bowditch,45.977,1287.355
2015,0,24507,Jason Bohn,43.199,1036.77
2015,0,23320,Ryan Palmer,43.003,817.056
2015,0,33418,Shawn Stefani,42.921,987.186
2015,0,29518,Brendan Steele,42.614,894.9
2015,0,24502,Adam Scott,41.762,584.667
2015,0,26851,Marc Leishman,40.655,853.75
2015,0,34265,Will Wilcox,40.568,649.083
2015,0,1706,Davis Love III,40.545,648.715
2015,0,32448,James Hahn,40.469,1011.725
2015,0,23135,Tim Clark,40.042,480.5
2015,0,28259,Sangmoon Bae,39.404,1024.5
2015,0,20396,Lee Westwood,37.836,529.708
2015,0,26300,Matt Jones,37.295,820.5
2015,0,33448,Justin Thomas,37.293,1006.898
2015,0,34099,Harris English,37.276,931.893
2015,0,33122,Russell Knox,36.544,913.607
2015,0,33141,Keegan Bradley,36.125,758.625
2015,0,29420,Billy Horschel,36.119,902.979
2015,0,24361,Pat Perez,35.882,825.277
2015,0,32640,Troy Merritt,35.762,929.8
2015,0,26289,Boo Weekley,35.269,775.907
2015,0,29725,Tony Finau,35.175,984.905
2015,0,25198,Francesco Molinari,34.875,558.0
2015,0,28679,Fabián Gómez,34.65,796.94
2015,0,30927,Brendon Todd,34.634,831.214
2015,0,27095,Nick Watney,33.861,846.533
2015,0,20691,Greg Owen,33.762,607.714
2015,0,40026,Daniel Berger,33.303,899.183
2015,0,1381,Fred Funk,33.072,66.143
2015,0,26758,David Hearn,32.966,890.083
2015,0,33419,Cameron Tringale,32.643,816.077
2015,0,26331,Charl Schwartzel,32.447,584.04
2015,0,23638,Brendon de Jonge,31.852,891.86
2015,0,24140,Sean O'Hair,31.273,719.289
2015,0,27408,Martin Kaymer,31.203,405.633
2015,0,23621,Rory Sabbatini,30.836,678.385
2015,0,24781,Hunter Mahan,30.835,647.543
2015,0,27214,Kevin Streelman,30.826,770.64
2015,0,20766,Padraig Harrington,30.489,609.78
2015,0,28307,Matt Every,30.302,727.247
2015,0,8075,Jerry Kelly,30.075,631.571
2015,0,23325,Vaughn Taylor,30.056,360.667
2015,0,24490,George McNeill,29.793,715.024
2015,0,25686,Jason Dufner,28.759,546.429
2015,0,24912,Will MacKenzie,28.598,457.563
2015,0,27936,Martin Laird,28.544,627.96
2015,0,25369,Jamie Donaldson,27.916,446.659
2015,0,20645,John Senden,27.709,609.59
2015,0,25834,Daniel Summerhays,27.707,720.392
2015,0,27644,Brian Harman,27.065,703.7
2015,0,23983,Luke Donald,26.884,483.91
2015,0,20472,Alex Cejka,26.408,739.42
2015,0,20433,Mark Hensby,26.25,52.5
2015,0,26951,Johnson Wagner,26.232,550.882
2015,0,32366,Kevin Chappell,26.188,602.333
2015,0,33461,Morgan Hoffmann,26.116,626.779
2015,0,27436,Graham DeLaet,25.951,544.98
2015,0,23800,Bryce Molder,25.857,594.714
2015,0,35451,Scott Pinckney,25.78,644.503
2015,0,21961,Charles Howell III,24.71,691.881
2015,0,29479,Scott Brown,24.655,690.35
2015,0,35541,John Peterson,24.498,587.94
2015,0,8725,Tom Gillis,24.447,391.15
2015,0,31557,Jim Herman,24.383,609.582
2015,0,6527,Steve Stricker,24.167,217.5
2015,0,31202,William McGirt,24.146,651.94
2015,0,25345,Carl Pettersson,24.105,723.14
2015,0,12510,Chad Campbell,23.94,670.321
2015,0,1887,Mark O'Meara,23.665,47.33
2015,0,30944,Jason Kokrak,23.612,613.917
2015,0,22892,Jason Gore,23.518,564.42
2015,0,30692,Scott Stallings,23.512,446.723
2015,0,22046,Geoff Ogilvy,23.362,350.429
2015,0,30711,Colt Knost,23.265,628.166
2015,0,20229,Stewart Cink,22.455,494.0
2015,0,34563,Chesson Hadley,22.364,626.2
2015,0,6567,Vijay Singh,22.276,490.071
2015,0,23353,J.J. Henry,22.13,619.642
2015,0,25720,Chad Collins,21.895,503.594
2015,0,29476,Kyle Reifers,21.588,626.04
2015,0,25572,Graeme McDowell,21.319,319.792
2015,0,20157,Retief Goosen,20.751,518.78
2015,0,29289,S.Y. Noh,20.586,432.305
2015,0,25493,Nick Taylor,20.316,548.52
2015,0,33399,Adam Hadwin,20.154,584.453
2015,0,34262,Jon Curran,19.997,539.93
2015,0,25892,Steve Wheatcroft,19.849,535.92
2015,0,34264,Hudson Swafford,19.776,553.74
2015,0,29720,Andres Gonzales,19.67,531.08
2015,0,27963,Chris Stroud,19.666,530.977
2015,0,8793,Tiger Woods,19.528,214.807
2015,0,21878,Mark Wilson,19.132,497.425
2015,0,21731,Freddie Jacobson,19.129,267.81
2015,0,24357,K.J. Choi,18.859,358.33
2015,0,27895,Jonas Blixt,18.837,470.916
2015,0,34174,John Huh,18.83,564.91
2015,0,27770,Camilo Villegas,18.674,466.86
2015,0,33667,Carlos Ortiz,18.385,514.793
2015,0,2206,David Toms,18.248,383.21
2015,0,24494,Erik Compton,17.436,470.761
2015,0,40058,Zac Blair,17.36,538.174
2015,0,37454,Whee Kim,17.108,393.473
2015,0,27466,Spencer Levin,17.098,495.833
2015,0,33204,Shane Lowry,17.064,221.833
2015,0,20104,Ken Duke,17.001,493.043
2015,0,30852,Ryo Ishikawa,16.979,458.43
2015,0,35532,Tom Hoge,16.962,441.023
2015,0,30110,Kyle Stanley,16.667,200.0
2015,0,30946,Alex Prugh,16.037,433.0
2015,0,34261,Scott Langley,16.016,448.437
2015,0,28475,Jeff Overton,15.793,458.0
2015,0,34130,Sung Joon Park,15.759,425.5
2015,0,22056,Cameron Percy,15.686,360.773
2015,0,24925,Jonathan Byrd,15.248,335.465
2015,0,29222,Billy Hurley III,14.995,419.87
2015,0,29223,Sam Saunders,14.764,413.4
2015,0,35545,Blayne Barber,14.621,380.14
2015,0,28486,Michael Putnam,14.531,406.871
2015,0,28339,Victor Dubuisson,14.45,144.5
2015,0,31560,Brian Stuard,14.423,447.123
2015,0,25900,Lucas Glover,14.404,374.51
2015,0,20098,Stuart Appleby,14.331,100.32
2015,0,28780,Nicholas Thompson,14.263,442.14
2015,0,20593,Greg Chalmers,14.21,241.562
2015,0,2106,Chris Smith,14.194,127.75
2015,0,26476,Chez Reavie,14.096,267.833
2015,0,32150,Michael Thompson,13.999,377.97
2015,0,35539,Luke Guthrie,13.822,373.2
2015,0,20572,Rod Pampling,13.763,137.632
2015,0,29535,Brice Garnett,13.737,398.37
2015,0,32334,Charlie Beljan,13.684,369.463
2015,0,22371,Aaron Baddeley,13.433,335.817
2015,0,27064,Jhonattan Vegas,13.084,353.26
2015,0,25562,Andres Romero,12.984,311.611
2015,0,6522,Ernie Els,12.917,232.5
2015,0,24846,Ricky Barnes,12.855,347.084
2015,0,6004,Stephen Ames,12.75,12.75
2015,0,21753,Brian Davis,12.476,386.745
2015,0,2246,Duffy Waldorf,12.25,24.5
2015,0,24663,Y.E. Yang,12.188,48.75
2015,0,20436,Garrett Willis,11.75,11.75
2015,0,1945,Kenny Perry,11.667,105.0
2015,0,27933,John Merrick,11.528,311.25
2015,0,28500,Martin Flores,11.51,345.29
2015,0,23623,Bo Van Pelt,11.483,321.525
2015,0,1948,Tim Petrovic,11.224,123.46
2015,0,20848,Ángel Cabrera,10.964,208.31
2015,0,36801,Mark Hubbard,10.959,273.97
2015,0,32200,Roberto Castro,10.421,166.74
2015,0,39977,Max Homa,10.279,277.524
2015,0,20771,Steven Alker,9.825,216.14
2015,0,31416,Derek Fathauer,9.733,262.797
2015,0,25191,Gonzalo Fernandez-Castaño,9.701,271.62
2015,0,27796,Joe Affrunti,9.688,38.75
2015,0,37273,Derek Ernst,9.615,250.0
2015,0,25240,D.A. Points,9.397,244.315
2015,0,21407,Arjun Atwal,9.1,63.7
2015,0,24358,Robert Garrigus,9.051,226.27
2015,0,29425,Andrew Svoboda,8.869,266.07
2015,0,22913,John Rollins,8.64,120.953
2015,0,27330,Josh Teater,8.578,94.36
2015,0,10860,Justin Leonard,8.545,188.0
2015,0,34358,Jonathan Randolph,8.354,208.86
2015,0,34256,Andrew Putnam,8.346,191.95
2015,0,7457,Steve Flesch,8.286,58.0
2015,0,23541,Ben Crane,8.26,181.72
2015,0,26679,Kevin Stadler,8.2,41.0
2015,0,30736,Oscar Fraustro,8.159,171.333
2015,0,8931,Glen Day,7.656,61.25
2015,0,35300,Andrew Loupe,7.482,112.235
2015,0,23048,Eric Axley,7.26,152.47
2015,0,19803,Ryan Armour,7.221,122.75
2015,0,1577,Lee Janzen,7.188,28.75
2015,0,28132,Tyrone Van Aswegen,7.097,141.93
2015,0,10885,Robert Allenby,6.77,169.25
2015,0,25349,Tim Wilkinson,6.518,182.5
2015,0,23548,Bill Lunde,6.494,116.895
2015,0,26881,Jarrod Lyle,6.338,63.38
2015,0,30750,Tommy Gainey,6.297,56.675
2015,0,10733,Kent Jones,6.25,12.5
2015,0,20127,Chris Riley,6.25,12.5
2015,0,10213,Dicky Pride,6.2,31.0
2015,0,23788,D.J. Trahan,6.116,30.58
2015,0,20070,Matt Bettencourt,5.969,47.75
2015,0,29910,Blake Adams,5.724,74.41
2015,0,1249,John Daly,5.667,56.667
2015,0,1116,Michael Bradley,5.5,22.0
2015,0,28308,Troy Kelly,5.5,49.5
2015,0,33486,Roger Sloan,5.175,103.49
2015,0,9011,David Duval,5.125,30.75
2015,0,12652,Cameron Beckman,4.938,39.5
2015,0,6515,Shaun Micheel,4.9,24.5
2015,0,20160,Charlie Wi,4.861,43.75
2015,0,27120,Troy Matteson,4.722,42.5
2015,0,28023,Byron Smith,4.583,96.25
2015,0,1766,Billy Mayfair,4.375,26.25
2015,0,22378,Trevor Immelman,3.999,75.99
2015,0,33449,Zack Sucher,3.888,69.99
2015,0,22621,Ben Curtis,3.661,51.25
2015,0,20850,Daniel Chopra,3.4,17.0
2015,0,31289,Benjamín Alvarado,3.25,26.0
2015,0,24449,Parker McLachlin,3.25,6.5
2015,0,34087,Carlos Sainz Jr,2.963,59.25
2015,0,25444,Justin Hicks,2.893,40.5
2015,0,22293,Heath Slocum,2.817,61.972
2015,0,6575,Dudley Hart,2.75,22.0
2015,0,10423,Mike Weir,2.667,48.0
2015,0,7867,Woody Austin,2.614,28.75
2015,0,31193,Jim Renner,2.329,62.895
2015,0,6214,Guy Boros,2.125,4.25
2015,0,21805,Harrison Frazar,1.697,11.88
2015,0,24459,Richard Sterne,1.611,29.0
2015,0,2239,Scott Verplank,1.602,20.827
2015,0,21959,Ted Purdy,1.333,4.0
2015,0,10585,Scott McCarron,1.214,8.5
2015,0,35450,Patrick Cantlay,0.88,0.88
2015,0,1761,Len Mattiace,0.875,5.25
2015,0,6573,Brandt Jobe,0.318,1.91
2015,0,2256,Tom Watson,0.317,0.95
2015,0,1707,Steve Lowery,0.293,0.88
2015,0,1666,Bernhard Langer,0.277,0.83
2015,0,12782,Tim Herron,0.131,0.92
2014,0,28237,Rory McIlroy,198.643,2582.363
2014,0,21209,Sergio Garcia,130.776,1700.083
2014,0,25804,Bubba Watson,127.799,2172.583
2014,0,24502,Adam Scott,113.795,1479.334
2014,0,10809,Jim Furyk,108.866,1850.717
2014,0,25632,Jimmy Walker,108.371,2492.53
2014,0,30925,Dustin Johnson,104.032,1768.55
2014,0,27408,Martin Kaymer,101.656,1524.833
2014,0,23108,Matt Kuchar,96.032,1920.633
2014,0,28089,Jason Day,93.459,1028.05
2014,0,22405,Justin Rose,90.424,1446.78
2014,0,1666,Bernhard Langer,80.167,80.167
2014,0,34046,Jordan Spieth,73.562,1691.916
2014,0,29221,Webb Simpson,73.13,1535.72
2014,0,24024,Zach Johnson,70.561,1552.35
2014,0,34360,Patrick Reed,69.412,1665.896
2014,0,26596,Ryan Moore,68.047,1428.98
2014,0,32102,Rickie Fowler,66.883,1471.423
2014,0,30926,Chris Kirk,65.471,1571.297
2014,0,32839,Hideki Matsuyama,64.357,1287.146
2014,0,25572,Graeme McDowell,63.222,948.333
2014,0,30927,Brendon Todd,61.692,1542.306
2014,0,25396,Kevin Na,61.449,1413.336
2014,0,21528,Henrik Stenson,59.989,719.863
2014,0,34099,Harris English,58.78,1469.493
2014,0,23320,Ryan Palmer,56.228,1068.333
2014,0,33141,Keegan Bradley,55.582,1278.396
2014,0,28307,Matt Every,54.346,1249.963
2014,0,26851,Marc Leishman,54.146,1137.071
2014,0,27436,Graham DeLaet,52.983,1112.637
2014,0,24924,Bill Haas,52.829,1267.896
2014,0,26331,Charl Schwartzel,52.178,782.663
2014,0,1810,Phil Mickelson,51.191,921.433
2014,0,31323,Gary Woodland,50.443,1059.293
2014,0,20645,John Senden,50.299,1156.867
2014,0,23983,Luke Donald,49.533,743.0
2014,0,27141,J.B. Holmes,47.952,1006.99
2014,0,6527,Steve Stricker,47.182,519.0
2014,0,25686,Jason Dufner,46.912,797.5
2014,0,12716,Charley Hoffman,46.652,1026.333
2014,0,27644,Brian Harman,46.503,1348.583
2014,0,26679,Kevin Stadler,46.41,1067.437
2014,0,23135,Tim Clark,46.312,1111.49
2014,0,27214,Kevin Streelman,46.285,971.98
2014,0,24490,George McNeill,45.829,962.417
2014,0,26300,Matt Jones,44.071,969.567
2014,0,24138,Ian Poulter,43.767,656.5
2014,0,33418,Shawn Stefani,42.659,639.886
2014,0,21731,Freddie Jacobson,41.116,986.781
2014,0,24357,K.J. Choi,40.717,814.333
2014,0,20848,Ángel Cabrera,40.366,807.321
2014,0,21961,Charles Howell III,40.064,1041.667
2014,0,29289,S.Y. Noh,39.563,949.523
2014,0,27770,Camilo Villegas,38.547,1002.21
2014,0,33122,Russell Knox,38.481,885.066
2014,0,24912,Will MacKenzie,38.329,919.9
2014,0,8075,Jerry Kelly,38.274,765.483
2014,0,27963,Chris Stroud,37.916,834.146
2014,0,30944,Jason Kokrak,37.157,631.666
2014,0,24781,Hunter Mahan,36.929,775.5
2014,0,1320,Bob Estes,36.25,72.5
2014,0,25834,Daniel Summerhays,36.219,869.256
2014,0,6373,José María Olazábal,36.0,36.0
2014,0,24507,Jason Bohn,35.618,783.6
2014,0,27649,Brandt Snedeker,35.313,812.19
2014,0,23541,Ben Crane,35.178,773.92
2014,0,34098,Russell Henley,34.56,864.0
2014,0,31560,Brian Stuard,34.258,890.71
2014,0,34431,Robert Streb,33.438,635.33
2014,0,25444,Justin Hicks,32.964,922.987
2014,0,33413,Ben Martin,32.868,788.833
2014,0,25364,Paul Casey,31.411,471.167
2014,0,29420,Billy Horschel,31.376,721.651
2014,0,30852,Ryo Ishikawa,30.948,680.85
2014,0,25274,Steven Bowditch,30.67,828.086
2014,0,29518,Brendan Steele,30.357,728.557
2014,0,20396,Lee Westwood,30.263,514.467
2014,0,26329,Louis Oosthuizen,30.184,452.767
2014,0,27895,Jonas Blixt,29.964,599.286
2014,0,24494,Erik Compton,29.79,744.738
2014,0,24361,Pat Perez,29.635,681.597
2014,0,24358,Robert Garrigus,29.487,678.19
2014,0,29425,Andrew Svoboda,29.408,646.97
2014,0,29479,Scott Brown,29.158,816.41
2014,0,6522,Ernie Els,29.045,609.94
2014,0,33419,Cameron Tringale,28.933,781.202
2014,0,32366,Kevin Chappell,28.92,723.0
2014,0,28475,Jeff Overton,28.671,630.76
2014,0,22046,Geoff Ogilvy,27.756,610.64
2014,0,6567,Vijay Singh,27.189,625.34
2014,0,34563,Chesson Hadley,27.096,704.503
2014,0,32640,Troy Merritt,26.263,499.0
2014,0,29222,Billy Hurley III,26.259,630.209
2014,0,2206,David Toms,26.199,497.786
2014,0,25345,Carl Pettersson,26.0,649.994
2014,0,30692,Scott Stallings,25.71,668.46
2014,0,34261,Scott Langley,25.401,685.83
2014,0,22892,Jason Gore,24.929,174.5
2014,0,31202,William McGirt,24.858,646.32
2014,0,26758,David Hearn,24.809,645.045
2014,0,23638,Brendon de Jonge,24.724,717.0
2014,0,32150,Michael Thompson,24.517,514.85
2014,0,27095,Nick Watney,24.315,583.556
2014,0,29478,Kevin Kisner,23.483,587.083
2014,0,10860,Justin Leonard,23.36,490.57
2014,0,35539,Luke Guthrie,22.992,574.81
2014,0,27064,Jhonattan Vegas,22.962,505.157
2014,0,22371,Aaron Baddeley,22.953,527.92
2014,0,20157,Retief Goosen,22.753,568.833
2014,0,23621,Rory Sabbatini,22.671,566.77
2014,0,34265,Will Wilcox,22.599,361.582
2014,0,23623,Bo Van Pelt,22.522,518.0
2014,0,28486,Michael Putnam,22.08,618.231
2014,0,20229,Stewart Cink,21.892,503.517
2014,0,26289,Boo Weekley,21.549,495.62
2014,0,20498,Briny Baird,21.515,365.76
2014,0,20098,Stuart Appleby,21.312,554.103
2014,0,27936,Martin Laird,21.269,425.38
2014,0,28500,Martin Flores,21.215,530.377
2014,0,25562,Andres Romero,20.965,503.167
2014,0,34174,John Huh,20.917,543.85
2014,0,25349,Tim Wilkinson,20.566,493.575
2014,0,25191,Gonzalo Fernandez-Castaño,20.452,470.39
2014,0,28259,Sangmoon Bae,20.243,465.578
2014,0,22792,Peter Hanson,20.12,261.563
2014,0,1823,Larry Mize,20.0,20.0
2014,0,24846,Ricky Barnes,19.905,517.538
2014,0,25818,Scott Piercy,19.822,237.86
2014,0,21753,Brian Davis,19.776,533.94
2014,0,23800,Bryce Molder,18.96,455.036
2014,0,29926,Danny Lee,18.827,489.5
2014,0,34021,Bud Cauley,18.802,357.23
2014,0,22293,Heath Slocum,18.231,419.32
2014,0,29535,Brice Garnett,18.066,487.78
2014,0,29740,Brad Fritsch,17.882,321.869
2014,0,12510,Chad Campbell,17.628,317.296
2014,0,32448,James Hahn,17.522,455.568
2014,0,35300,Andrew Loupe,17.273,380.0
2014,0,28158,Steve Marino,17.232,224.02
2014,0,22621,Ben Curtis,16.933,406.39
2014,0,1945,Kenny Perry,16.6,83.0
2014,0,1226,Fred Couples,16.333,49.0
2014,0,33461,Morgan Hoffmann,16.008,448.21
2014,0,24925,Jonathan Byrd,15.947,382.73
2014,0,27933,John Merrick,15.943,398.57
2014,0,32334,Charlie Beljan,15.732,409.033
2014,0,10885,Robert Allenby,15.643,438.0
2014,0,23353,J.J. Henry,15.161,424.503
2014,0,34409,David Lingmerth,15.057,391.49
2014,0,10423,Mike Weir,15.009,375.217
2014,0,20593,Greg Chalmers,14.89,402.023
2014,0,6621,Joe Durant,14.745,221.17
2014,0,28780,Nicholas Thompson,14.579,437.373
2014,0,19846,Brian Gay,14.406,374.555
2014,0,32200,Roberto Castro,14.345,387.31
2014,0,35732,Wes Roach,14.261,313.75
2014,0,28132,Tyrone Van Aswegen,14.22,355.49
2014,0,23048,Eric Axley,14.084,140.84
2014,0,35139,Richard Lee,13.933,376.2
2014,0,31193,Jim Renner,13.832,345.797
2014,0,34264,Hudson Swafford,13.51,351.25
2014,0,26951,Johnson Wagner,13.448,322.76
2014,0,20160,Charlie Wi,13.156,328.9
2014,0,33968,Thorbjørn Olesen,12.982,181.75
2014,0,27556,Ted Potter Jr.,12.962,311.083
2014,0,22378,Trevor Immelman,12.633,353.723
2014,0,1717,Sandy Lyle,12.5,25.0
2014,0,23409,James Driscoll,12.44,311.0
2014,0,27466,Spencer Levin,12.3,246.0
2014,0,10213,Dicky Pride,12.192,158.5
2014,0,20104,Ken Duke,12.182,304.55
2014,0,30750,Tommy Gainey,11.952,310.74
2014,0,27330,Josh Teater,11.924,333.86
2014,0,1706,Davis Love III,11.518,253.4
2014,0,29910,Blake Adams,11.388,91.1
2014,0,24140,Sean O'Hair,11.117,277.92
2014,0,20572,Rod Pampling,10.631,74.42
2014,0,30110,Kyle Stanley,10.598,296.745
2014,0,29461,Jamie Lovemark,10.591,211.813
2014,0,25720,Chad Collins,10.53,294.83
2014,0,12782,Tim Herron,10.477,157.16
2014,0,27120,Troy Matteson,10.347,237.97
2014,0,1724,Jeff Maggert,10.268,195.1
2014,0,7867,Woody Austin,10.229,225.027
2014,0,2256,Tom Watson,10.1,50.5
2014,0,10733,Kent Jones,10.0,20.0
2014,0,21350,Ryuji Imada,9.971,89.74
2014,0,19972,José Coceres,9.81,58.86
2014,0,35450,Patrick Cantlay,9.594,47.97
2014,0,1948,Tim Petrovic,9.55,95.5
2014,0,34466,Peter Malnati,9.528,171.5
2014,0,21099,David Lynn,9.409,103.5
2014,0,26476,Chez Reavie,8.75,17.5
2014,0,22913,John Rollins,8.727,244.36
2014,0,20691,Greg Owen,8.424,67.39
2014,0,24663,Y.E. Yang,8.363,234.166
2014,0,6575,Dudley Hart,8.098,32.39
2014,0,8931,Glen Day,7.9,39.5
2014,0,37273,Derek Ernst,7.776,217.733
2014,0,28093,Miguel Angel Carballo,7.711,115.66
2014,0,25240,D.A. Points,7.626,205.915
2014,0,32333,Kevin Tway,7.478,172.0
2014,0,23452,Nicolas Colsaerts,7.354,88.25
2014,0,7457,Steve Flesch,7.35,36.75
2014,0,20766,Padraig Harrington,7.266,116.25
2014,0,26956,Bronson La'Cassie,7.137,128.46
2014,0,24399,Scott Gardiner,6.936,124.853
2014,0,33120,Mark Anderson,6.856,54.848
2014,0,35541,John Peterson,6.783,169.583
2014,0,31557,Jim Herman,6.764,142.05
2014,0,22806,Doug LaBelle II,6.581,78.97
2014,0,28455,Will Claxton,6.543,52.34
2014,0,8793,Tiger Woods,6.399,44.79
2014,0,24227,Justin Bolli,6.083,36.5
2014,0,1161,Mark Calcavecchia,6.078,48.626
2014,0,12652,Cameron Beckman,6.01,72.12
2014,0,1766,Billy Mayfair,5.973,23.89
2014,0,6004,Stephen Ames,5.759,103.66
2014,0,20472,Alex Cejka,5.678,34.07
2014,0,21878,Mark Wilson,5.675,141.87
2014,0,28310,Lee Williams,5.673,73.75
2014,0,19825,Darren Clarke,5.524,82.86
2014,0,35840,Kevin Foley,5.219,78.29
2014,0,1761,Len Mattiace,5.207,20.827
2014,0,9011,David Duval,5.126,76.89
2014,0,26668,Marc Turnesa,5.117,30.7
2014,0,1577,Lee Janzen,5.098,40.783
2014,0,25900,Lucas Glover,4.955,128.827
2014,0,28092,D.H. Lee,4.693,93.85
2014,0,30946,Alex Prugh,4.525,72.4
2014,0,6034,Marco Dawson,4.375,4.375
2014,0,36884,Ben Kohles,4.333,13.0
2014,0,1249,John Daly,4.219,63.28
2014,0,2106,Chris Smith,4.051,28.36
2014,0,20070,Matt Bettencourt,4.036,56.5
2014,0,23325,Vaughn Taylor,3.958,11.875
2014,0,23788,D.J. Trahan,3.6,18.0
2014,0,23718,Nathan Green,3.5,14.0
2014,0,23497,Tag Ridings,3.479,41.747
2014,0,21949,Joe Ogilvie,3.04,39.52
2014,0,21407,Arjun Atwal,2.75,11.0
2014,0,1473,Todd Hamilton,2.625,10.5
2014,0,31289,Benjamín Alvarado,2.5,15.0
2014,0,21805,Harrison Frazar,2.45,36.75
2014,0,28679,Fabián Gómez,2.396,9.583
2014,0,28087,Kris Blanks,2.375,19.0
2014,0,12660,Jesper Parnevik,1.458,4.375
2014,0,24940,Edward Loar,1.195,22.7
2014,0,1381,Fred Funk,1.172,9.375
2014,0,7749,Brett Quigley,0.8,0.8
2014,0,6643,Paul Goydos,0.601,11.41
2014,0,20850,Daniel Chopra,0.539,8.63
2014,0,8375,Paul Stankowski,0.307,0.92
2014,0,10585,Scott McCarron,0.137,1.64
2014,0,6251,Chris DiMarco,0.117,0.82
2014,0,25936,Alex Aragon,0.102,1.83
2014,0,2239,Scott Verplank,0.076,0.91
2014,0,32698,Bobby Gates,0.056,0.79
2013,0,8793,Tiger Woods,254.944,3059.333
2013,0,1810,Phil Mickelson,127.409,2165.95
2013,0,23108,Matt Kuchar,120.671,2292.75
2013,0,27649,Brandt Snedeker,116.756,2218.357
2013,0,24502,Adam Scott,112.22,1346.643
2013,0,6527,Steve Stricker,111.729,1117.286
2013,0,22405,Justin Rose,111.286,1446.713
2013,0,21528,Henrik Stenson,101.857,1426.0
2013,0,34046,Jordan Spieth,75.582,1436.056
2013,0,28089,Jason Day,75.513,1283.726
2013,0,25572,Graeme McDowell,72.362,940.706
2013,0,24924,Bill Haas,71.671,1505.083
2013,0,25686,Jason Dufner,69.764,1255.75
2013,0,30925,Dustin Johnson,68.086,1225.55
2013,0,29420,Billy Horschel,67.57,1486.534
2013,0,33141,Keegan Bradley,67.425,1415.916
2013,0,27214,Kevin Streelman,63.46,1332.669
2013,0,28237,Rory McIlroy,59.784,777.19
2013,0,10809,Jim Furyk,58.721,1056.98
2013,0,26331,Charl Schwartzel,58.067,871.0
2013,0,26289,Boo Weekley,58.054,1335.253
2013,0,29221,Webb Simpson,56.587,1188.333
2013,0,23983,Luke Donald,54.42,707.456
2013,0,24024,Zach Johnson,54.319,1140.706
2013,0,20396,Lee Westwood,53.507,856.11
2013,0,21209,Sergio Garcia,52.622,684.087
2013,0,24781,Hunter Mahan,52.41,1100.603
2013,0,34098,Russell Henley,49.882,1047.52
2013,0,24138,Ian Poulter,49.615,645.0
2013,0,34099,Harris English,49.321,1134.373
2013,0,25632,Jimmy Walker,47.427,995.976
2013,0,34360,Patrick Reed,46.181,1062.16
2013,0,25804,Bubba Watson,46.097,829.75
2013,0,20848,Ángel Cabrera,45.903,826.247
2013,0,27933,John Merrick,45.433,908.667
2013,0,32150,Michael Thompson,43.581,828.04
2013,0,27895,Jonas Blixt,43.436,912.16
2013,0,21961,Charles Howell III,43.296,995.812
2013,0,25240,D.A. Points,43.254,1038.1
2013,0,32102,Rickie Fowler,43.246,821.68
2013,0,30926,Chris Kirk,43.048,904.0
2013,0,27936,Martin Laird,42.604,809.47
2013,0,1666,Bernhard Langer,41.5,41.5
2013,0,7867,Woody Austin,40.75,326.0
2013,0,23320,Ryan Palmer,40.025,800.5
2013,0,26300,Matt Jones,39.81,836.003
