YEAR,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
2020,0,27095,Nick Watney,14.869,252.771
2020,0,20229,Stewart Cink,14.791,207.069
2020,0,40058,Zac Blair,14.713,323.689
2020,0,19846,Brian Gay,14.671,322.767
2020,0,37275,Sam Ryder,14.553,349.271
2020,0,27330,Josh Teater,14.462,216.925
2020,0,28679,Fabián Gómez,14.406,273.709
2020,0,27129,Luke List,14.149,297.122
2020,0,39953,Chase Seiffert,14.108,253.942
2020,0,25198,Francesco Molinari,14.023,84.138
2020,0,21528,Henrik Stenson,13.827,69.134
2020,0,27064,Jhonattan Vegas,13.825,235.033
2020,0,26289,Boo Weekley,13.801,69.006
2020,0,35461,Beau Hossler,13.638,286.391
2020,0,34264,Hudson Swafford,13.522,135.223
2020,0,30978,Kiradech Aphibarnrat,13.494,94.456
2020,0,29268,Bronson Burgoon,13.438,255.313
2020,0,33490,Bo Hoag,13.36,280.566
2020,0,47347,Adam Schenk,13.196,303.503
2020,0,32791,K.H. Lee,13.017,312.405
2020,0,34563,Chesson Hadley,12.576,238.951
2020,0,51766,Wyndham Clark,12.551,276.122
2020,0,34255,Joseph Bramlett,12.386,222.939
2020,0,30110,Kyle Stanley,12.303,246.05
2020,0,33122,Russell Knox,12.243,269.335
2020,0,22056,Cameron Percy,12.219,207.719
2020,0,34256,Andrew Putnam,11.521,184.338
2020,0,49766,Hank Lebioda,11.511,230.228
2020,0,25349,Tim Wilkinson,11.42,182.725
2020,0,34466,Peter Malnati,11.338,238.106
2020,0,27942,Rob Oppenheim,11.257,236.403
2020,0,33413,Ben Martin,10.926,142.038
2020,0,34431,Robert Streb,10.875,206.617
2020,0,24490,George McNeill,10.798,118.778
2020,0,32448,James Hahn,10.779,129.35
2020,0,11123,Chris Couch,10.578,10.578
2020,0,33418,Shawn Stefani,9.829,98.288
2020,0,35658,Kris Ventura,9.802,156.838
2020,0,46550,Brandon Hagy,9.796,166.539
2020,0,49964,Aaron Wise,9.736,175.25
2020,0,29484,Peter Uihlein,9.696,135.747
2020,0,23788,D.J. Trahan,9.693,164.774
2020,0,33120,Mark Anderson,9.601,153.612
2020,0,22371,Aaron Baddeley,8.979,152.638
2020,0,27936,Martin Laird,8.859,106.305
2020,0,35732,Wes Roach,8.755,122.567
2020,0,25345,Carl Pettersson,8.75,17.5
2020,0,33449,Zack Sucher,8.75,113.756
2020,0,40009,Dominic Bozzelli,8.653,112.491
2020,0,27556,Ted Potter Jr.,8.568,162.8
2020,0,29974,Branden Grace,8.523,136.367
2020,0,33404,Chris Baker,8.311,141.292
2020,0,10809,Jim Furyk,8.292,107.796
2020,0,34314,Sebastian Cappelen,8.214,156.059
2020,0,46435,Austin Cook,8.115,162.308
2020,0,23983,Luke Donald,8.063,88.689
2020,0,12510,Chad Campbell,8.056,72.5
2020,0,26758,David Hearn,7.988,151.764
2020,0,29289,S.Y. Noh,7.692,61.533
2020,0,32200,Roberto Castro,7.674,76.739
2020,0,40042,Tyler McCumber,7.527,150.548
2020,0,32662,Michael Gligic,7.358,132.45
2020,0,6527,Steve Stricker,7.3,73.0
2020,0,25686,Jason Dufner,7.258,137.906
2020,0,49298,Kramer Hickok,7.255,130.588
2020,0,30926,Chris Kirk,7.234,79.571
2020,0,34213,Grayson Murray,7.126,99.77
2020,0,51894,Vince Whaley,7.044,105.655
2020,0,24846,Ricky Barnes,7.008,77.086
2020,0,25632,Jimmy Walker,6.993,111.883
2020,0,20472,Alex Cejka,6.864,61.774
2020,0,23541,Ben Crane,6.834,41.006
2020,0,32757,Patton Kizzire,6.797,129.15
2020,0,24357,K.J. Choi,6.722,60.5
2020,0,32070,Rafael Campos,6.666,59.994
2020,0,27963,Chris Stroud,6.65,119.706
2020,0,33486,Roger Sloan,6.571,131.425
2020,0,52375,Doug Ghim,6.4,102.4
2020,0,24925,Jonathan Byrd,6.099,67.086
2020,0,33461,Morgan Hoffmann,5.9,23.6
2020,0,29908,C.T. Pan,5.899,112.075
2020,0,32366,Kevin Chappell,5.785,75.205
2020,0,32333,Kevin Tway,5.766,109.556
2020,0,34174,John Huh,5.744,45.95
2020,0,32618,Rhein Gibson,5.451,87.213
2020,0,39324,J.J. Spaun,5.104,102.089
2020,0,28307,Matt Every,4.95,94.055
2020,0,29461,Jamie Lovemark,4.795,52.75
2020,0,30750,Tommy Gainey,4.52,22.6
2020,0,28420,Ryan Brehm,4.438,75.451
2020,0,6522,Ernie Els,4.375,8.75
2020,0,48045,Michael Gellerman,4.082,61.223
2020,0,24924,Bill Haas,3.924,58.856
2020,0,27933,John Merrick,3.832,26.822
2020,0,20572,Rod Pampling,3.772,15.089
2020,0,24140,Sean O'Hair,3.75,7.5
2020,0,48119,Ben Taylor,3.158,53.694
2020,0,31202,William McGirt,3.125,3.125
2020,0,28259,Sangmoon Bae,2.842,25.574
2020,0,21407,Arjun Atwal,2.702,32.42
2020,0,10213,Dicky Pride,2.613,2.613
2020,0,1666,Bernhard Langer,2.6,5.2
2020,0,32816,Satoshi Kodaira,2.345,25.8
2020,0,31420,Anirban Lahiri,2.048,26.63
2020,0,26951,Johnson Wagner,1.988,19.878
2020,0,23614,Rich Beem,1.9,5.7
2020,0,35230,Nelson Ledesma,1.608,27.336
2020,0,34409,David Lingmerth,1.585,15.848
2020,0,27436,Graham DeLaet,1.52,7.6
2020,0,35617,Martin Trainer,1.488,31.25
2020,0,24358,Robert Garrigus,1.335,12.013
2020,0,37273,Derek Ernst,1.32,7.918
2020,0,12823,Carlos Franco,1.182,2.364
2020,0,1706,Davis Love III,1.028,10.275
2020,0,33803,Lucas Bjerregaard,0.975,9.75
2020,0,12782,Tim Herron,0.969,5.813
2020,0,21753,Brian Davis,0.913,2.738
2020,0,20850,Daniel Chopra,0.899,5.391
2020,0,23353,J.J. Henry,0.814,7.325
2020,0,23623,Bo Van Pelt,0.807,14.525
2020,0,21959,Ted Purdy,0.794,3.174
2020,0,8385,Omar Uresti,0.788,2.364
2020,0,32982,Vince Covello,0.778,7.78
2020,0,20645,John Senden,0.684,8.889
2020,0,6567,Vijay Singh,0.513,4.1
2020,0,23638,Brendon de Jonge,0.415,2.489
2020,0,20593,Greg Chalmers,0.4,3.6
2020,0,24449,Parker McLachlin,0.356,2.489
2020,0,39975,Michael Kim,0.202,3.033
2019,0,36689,Brooks Koepka,160.403,2887.249
2019,0,28237,Rory McIlroy,144.674,2314.784
2019,0,23108,Matt Kuchar,121.734,2312.94
2019,0,50525,Collin Morikawa,111.419,779.933
2019,0,30925,Dustin Johnson,105.376,1686.018
2019,0,48081,Xander Schauffele,103.23,1858.138
2019,0,22405,Justin Rose,101.619,1422.664
2019,0,8793,Tiger Woods,100.25,1002.502
2019,0,35450,Patrick Cantlay,96.1,1729.799
2019,0,33204,Shane Lowry,94.788,1137.451
2019,0,29221,Webb Simpson,89.969,1619.433
2019,0,56278,Matthew Wolff,85.962,601.733
2019,0,31323,Gary Woodland,85.493,1795.343
2019,0,46970,Jon Rahm,85.106,1446.797
2019,0,32102,Rickie Fowler,81.826,1391.05
2019,0,25364,Paul Casey,81.428,1628.569
2019,0,25198,Francesco Molinari,81.048,1053.62
2019,0,30911,Tommy Fleetwood,79.546,1193.187
2019,0,26851,Marc Leishman,78.626,1415.27
2019,0,24502,Adam Scott,74.954,1124.317
2019,0,33448,Justin Thomas,73.378,1247.428
2019,0,47959,Bryson DeChambeau,66.818,1202.724
2019,0,29725,Tony Finau,58.123,1278.695
2019,0,23320,Ryan Palmer,57.242,1087.589
2019,0,21961,Charles Howell III,53.308,1279.397
2019,0,26476,Chez Reavie,52.34,1308.506
2019,0,1810,Phil Mickelson,50.145,902.617
2019,0,29478,Kevin Kisner,49.909,1097.992
2019,0,26329,Louis Oosthuizen,47.15,754.404
2019,0,25818,Scott Piercy,46.58,1024.757
2019,0,32839,Hideki Matsuyama,46.14,968.939
2019,0,10809,Jim Furyk,45.536,865.188
2019,0,28089,Jason Day,45.517,864.814
2019,0,21209,Sergio Garcia,45.467,636.534
2019,0,25396,Kevin Na,45.257,814.634
2019,0,28775,Nate Lashley,44.022,836.427
2019,0,24138,Ian Poulter,43.137,690.197
2019,0,34256,Andrew Putnam,41.562,872.794
2019,0,25900,Lucas Glover,41.166,946.825
2019,0,30944,Jason Kokrak,40.687,854.417
2019,0,25572,Graeme McDowell,40.516,729.287
2019,0,27974,Sung Kang,39.435,985.863
2019,0,29908,C.T. Pan,39.122,899.817
2019,0,27649,Brandt Snedeker,38.921,934.102
2019,0,26499,Rafa Cabrera Bello,38.643,695.568
2019,0,39997,Corey Conners,38.485,962.135
2019,0,49771,J.T. Poston,37.579,1014.629
2019,0,28307,Matt Every,37.397,560.961
2019,0,23621,Rory Sabbatini,37.298,895.159
2019,0,33399,Adam Hadwin,37.177,817.891
2019,0,39546,Keith Mitchell,36.822,883.732
2019,0,32333,Kevin Tway,35.977,863.449
2019,0,32366,Kevin Chappell,35.762,107.285
2019,0,33948,Byeong Hun An,35.51,710.2
2019,0,27141,J.B. Holmes,35.453,815.412
2019,0,34360,Patrick Reed,35.177,773.885
2019,0,21528,Henrik Stenson,34.843,522.639
2019,0,29420,Billy Horschel,34.806,835.336
2019,0,34363,Tyrrell Hatton,34.682,554.917
2019,0,26596,Ryan Moore,34.508,690.159
2019,0,39971,Sungjae Im,34.282,1097.033
2019,0,29970,Dylan Frittelli,33.42,735.23
2019,0,39977,Max Homa,32.267,742.15
2019,0,31646,Emiliano Grillo,32.036,672.76
2019,0,37455,Si Woo Kim,32.001,832.027
2019,0,25804,Bubba Watson,31.778,572.011
2019,0,33449,Zack Sucher,30.532,305.324
2019,0,33141,Keegan Bradley,30.435,700.005
2019,0,32640,Troy Merritt,29.973,569.489
2019,0,30978,Kiradech Aphibarnrat,29.345,557.562
2019,0,46402,Talor Gooch,28.944,463.1
2019,0,34046,Jordan Spieth,28.797,604.731
2019,0,35449,Adam Long,28.741,718.521
2019,0,36699,Patrick Rodgers,27.01,459.164
2019,0,52372,Cameron Champ,26.641,639.38
2019,0,34076,Joel Dahmen,26.524,716.15
2019,0,45526,Abraham Ancer,25.927,622.259
2019,0,23325,Vaughn Taylor,25.631,640.783
2019,0,22371,Aaron Baddeley,25.155,427.633
2019,0,32150,Michael Thompson,25.091,526.91
2019,0,35891,Cameron Smith,24.855,546.813
2019,0,12716,Charley Hoffman,24.654,567.04
2019,0,27064,Jhonattan Vegas,24.462,538.174
2019,0,27214,Kevin Streelman,24.345,608.63
2019,0,29926,Danny Lee,24.041,625.055
2019,0,32139,Danny Willett,23.991,431.834
2019,0,27129,Luke List,23.677,497.221
2019,0,29974,Branden Grace,23.579,495.153
2019,0,33419,Cameron Tringale,22.949,458.975
2019,0,34098,Russell Henley,22.235,533.643
2019,0,45486,Joaquin Niemann,21.774,566.112
2019,0,33122,Russell Knox,21.526,452.053
2019,0,34563,Chesson Hadley,21.286,532.161
2019,0,37275,Sam Ryder,20.813,457.891
2019,0,27408,Martin Kaymer,20.574,288.035
2019,0,27349,Alex Noren,20.393,367.081
2019,0,34021,Bud Cauley,20.099,482.373
2019,0,49964,Aaron Wise,19.997,399.946
2019,0,51766,Wyndham Clark,19.647,491.166
2019,0,31560,Brian Stuard,19.534,546.959
2019,0,35506,Mackenzie Hughes,19.413,465.922
2019,0,30110,Kyle Stanley,19.184,460.409
2019,0,39324,J.J. Spaun,19.151,478.767
2019,0,37189,Harold Varner III,19.095,458.285
2019,0,47504,Sam Burns,18.978,493.437
2019,0,27963,Chris Stroud,18.909,472.716
2019,0,33486,Roger Sloan,18.79,488.541
2019,0,24361,Pat Perez,18.779,375.582
2019,0,27095,Nick Watney,18.414,460.356
2019,0,27644,Brian Harman,18.169,508.72
2019,0,30692,Scott Stallings,18.095,452.373
2019,0,40026,Daniel Berger,18.054,361.07
2019,0,49960,Sepp Straka,17.981,431.549
2019,0,47347,Adam Schenk,17.463,523.903
2019,0,29535,Brice Garnett,17.268,466.225
2019,0,29268,Bronson Burgoon,17.143,342.862
2019,0,34466,Peter Malnati,16.916,422.891
2019,0,32757,Patton Kizzire,16.897,405.52
2019,0,6567,Vijay Singh,16.667,100.0
2019,0,24925,Jonathan Byrd,16.644,282.944
2019,0,29479,Scott Brown,16.636,432.542
2019,0,23788,D.J. Trahan,16.467,230.543
2019,0,35732,Wes Roach,16.42,344.814
2019,0,26951,Johnson Wagner,16.415,311.889
2019,0,47993,Denny McCarthy,16.406,442.954
2019,0,26300,Matt Jones,16.263,422.832
2019,0,33410,Andrew Landry,16.182,388.377
2019,0,19803,Ryan Armour,16.084,434.274
2019,0,27936,Martin Laird,16.031,400.765
2019,0,46435,Austin Cook,15.834,364.175
2019,0,33667,Carlos Ortiz,15.834,427.515
2019,0,27895,Jonas Blixt,15.679,391.984
2019,0,32791,K.H. Lee,15.621,453.011
2019,0,19846,Brian Gay,15.37,414.982
2019,0,48822,Sebastián Muñoz,15.306,382.662
2019,0,31557,Jim Herman,15.262,320.505
2019,0,25493,Nick Taylor,15.126,408.41
2019,0,33418,Shawn Stefani,14.959,373.977
2019,0,24024,Zach Johnson,14.544,276.329
2019,0,32200,Roberto Castro,14.174,311.818
2019,0,35617,Martin Trainer,14.146,353.661
2019,0,47128,Richy Werenski,13.851,373.978
2019,0,24924,Bill Haas,13.575,312.233
2019,0,35879,Kelly Kraft,13.304,399.133
2019,0,34431,Robert Streb,13.277,371.754
2019,0,40009,Dominic Bozzelli,13.149,315.578
2019,0,25686,Jason Dufner,13.094,327.349
2019,0,30927,Brendon Todd,12.937,142.312
2019,0,27556,Ted Potter Jr.,12.663,291.249
2019,0,49766,Hank Lebioda,12.656,291.099
2019,0,36852,Jim Knous,12.396,223.119
2019,0,27330,Josh Teater,12.348,296.346
2019,0,2206,David Toms,12.311,36.933
2019,0,29484,Peter Uihlein,12.183,353.293
2019,0,34264,Hudson Swafford,12.115,242.293
2019,0,22892,Jason Gore,12.0,48.0
2019,0,1706,Davis Love III,11.811,106.3
2019,0,35376,Roberto Díaz,11.796,271.31
2019,0,25632,Jimmy Walker,11.748,258.448
2019,0,27958,Ryan Blaum,11.546,323.289
2019,0,28252,Seamus Power,11.416,308.232
2019,0,35461,Beau Hossler,11.262,304.082
2019,0,26758,David Hearn,10.813,194.635
2019,0,36799,Stephan Jaeger,10.702,278.239
2019,0,28679,Fabián Gómez,10.461,209.216
2019,0,46601,Trey Mullinax,10.419,260.463
2019,0,34099,Harris English,10.338,289.462
2019,0,34261,Scott Langley,10.269,277.252
2019,0,37340,Chase Wright,10.191,264.957
2019,0,45157,Cam Davis,10.069,251.718
2019,0,24490,George McNeill,9.996,89.961
2019,0,20229,Stewart Cink,9.992,159.867
2019,0,24357,K.J. Choi,9.945,69.617
2019,0,24140,Sean O'Hair,9.822,88.4
2019,0,49298,Kramer Hickok,9.6,249.604
2019,0,23983,Luke Donald,9.599,115.186
2019,0,46523,Joey Garber,9.51,209.21
2019,0,29461,Jamie Lovemark,9.45,66.147
2019,0,29222,Billy Hurley III,9.386,122.016
2019,0,29518,Brendan Steele,9.25,203.503
2019,0,40115,Adam Svensson,8.918,222.962
2019,0,26331,Charl Schwartzel,8.712,113.25
2019,0,30946,Alex Prugh,8.356,217.265
2019,0,37380,Curtis Luck,8.277,190.38
2019,0,45609,Tyler Duncan,8.192,237.576
2019,0,32058,José de Jesús Rodríguez,8.133,187.06
2019,0,35421,Brandon Harkins,8.028,224.786
2019,0,49303,Anders Albertson,7.975,199.377
2019,0,6522,Ernie Els,7.915,142.469
2019,0,35532,Tom Hoge,7.878,252.085
2019,0,30191,Julián Etulain,7.855,188.52
2019,0,29223,Sam Saunders,7.577,196.989
2019,0,31420,Anirban Lahiri,7.137,164.16
2019,0,32448,James Hahn,7.045,70.446
2019,0,6527,Steve Stricker,6.964,48.75
2019,0,23541,Ben Crane,6.771,94.79
2019,0,24781,Hunter Mahan,6.731,141.357
2019,0,34306,John Chin,6.69,140.494
2019,0,32816,Satoshi Kodaira,6.396,140.712
2019,0,50526,Tom Lovelady,6.073,85.017
2019,0,39327,Ben Silverman,5.957,142.963
2019,0,26289,Boo Weekley,5.897,53.074
2019,0,21407,Arjun Atwal,5.776,34.654
2019,0,37278,Nicholas Lindheim,5.729,97.4
2019,0,30926,Chris Kirk,5.599,95.19
2019,0,24663,Y.E. Yang,5.567,22.268
2019,0,20766,Padraig Harrington,5.518,60.7
2019,0,46501,Ollie Schniederjans,5.462,152.938
2019,0,32876,Martin Piller,5.224,78.356
2019,0,20098,Stuart Appleby,5.209,15.626
2019,0,47990,Kyle Jones,5.099,132.578
2019,0,47856,Seth Reeves,4.941,123.515
2019,0,25562,Andres Romero,4.898,44.078
2019,0,30786,Brady Schnell,4.882,102.522
2019,0,1666,Bernhard Langer,4.873,4.873
2019,0,37454,Whee Kim,4.375,118.13
2019,0,1226,Fred Couples,4.333,13.0
2019,0,39954,Cody Gribble,4.262,110.811
2019,0,28132,Tyrone Van Aswegen,4.159,62.378
2019,0,34213,Grayson Murray,4.087,57.217
2019,0,20472,Alex Cejka,3.999,87.98
2019,0,28259,Sangmoon Bae,3.858,84.879
2019,0,21731,Freddie Jacobson,3.808,72.351
2019,0,23353,J.J. Henry,3.8,83.59
2019,0,11123,Chris Couch,3.789,15.155
2019,0,20850,Daniel Chopra,3.386,20.318
2019,0,34174,John Huh,3.358,43.65
2019,0,31416,Derek Fathauer,3.224,45.14
2019,0,33461,Morgan Hoffmann,3.141,34.55
2019,0,22913,John Rollins,3.133,15.667
2019,0,24358,Robert Garrigus,3.094,34.038
2019,0,22378,Trevor Immelman,2.832,11.328
2019,0,30711,Colt Knost,2.705,27.05
2019,0,20104,Ken Duke,2.676,2.676
2019,0,34409,David Lingmerth,2.503,32.536
2019,0,1677,Tom Lehman,2.4,4.8
2019,0,30750,Tommy Gainey,2.377,11.884
2019,0,32334,Charlie Beljan,2.372,11.862
2019,0,23614,Rich Beem,2.21,2.21
2019,0,10387,Chris Thompson,2.054,39.023
2019,0,24449,Parker McLachlin,2.015,16.116
2019,0,20572,Rod Pampling,1.906,41.925
2019,0,20645,John Senden,1.719,27.504
2019,0,37273,Derek Ernst,1.431,4.294
2019,0,10885,Robert Allenby,1.4,7.0
2019,0,12782,Tim Herron,1.343,13.429
2019,0,39975,Michael Kim,1.306,33.95
2019,0,25240,D.A. Points,1.179,15.329
2019,0,20160,Charlie Wi,1.12,3.36
2019,0,27933,John Merrick,1.084,5.418
2019,0,12510,Chad Campbell,1.055,13.709
2019,0,25720,Chad Collins,0.931,13.961
2019,0,8385,Omar Uresti,0.848,3.391
2019,0,21753,Brian Davis,0.837,7.529
2019,0,10423,Mike Weir,0.811,7.3
2019,0,10213,Dicky Pride,0.8,2.4
2019,0,24846,Ricky Barnes,0.794,8.731
2019,0,1249,John Daly,0.664,1.991
2019,0,46440,Smylie Kaufman,0.58,2.9
2019,0,20094,Jonathan Kaye,0.428,1.711
2019,0,22293,Heath Slocum,0.381,1.525
2019,0,24507,Jason Bohn,0.37,1.851
2019,0,23638,Brendon de Jonge,0.367,2.2
2019,0,46550,Brandon Hagy,0.269,3.5
2019,0,24912,Will MacKenzie,0.171,1.369
2018,0,30925,Dustin Johnson,169.816,2717.06
2018,0,36689,Brooks Koepka,154.773,2012.053
2018,0,22405,Justin Rose,142.232,1991.251
2018,0,33448,Justin Thomas,138.652,2634.393
2018,0,28089,Jason Day,110.684,1770.948
2018,0,25198,Francesco Molinari,98.929,1681.795
2018,0,25804,Bubba Watson,93.926,1878.51
2018,0,46970,Jon Rahm,89.388,1430.201
2018,0,8793,Tiger Woods,82.982,1161.749
2018,0,25364,Paul Casey,82.423,1318.761
2018,0,29221,Webb Simpson,77.734,1710.149
2018,0,1810,Phil Mickelson,77.32,1546.404
2018,0,28237,Rory McIlroy,76.945,1154.177
2018,0,30911,Tommy Fleetwood,75.329,1129.938
2018,0,47959,Bryson DeChambeau,73.497,1616.944
2018,0,35450,Patrick Cantlay,73.031,1387.595
2018,0,32102,Rickie Fowler,72.346,1302.236
2018,0,34360,Patrick Reed,70.697,1555.327
2018,0,27349,Alex Noren,65.947,989.211
2018,0,29725,Tony Finau,62.859,1508.623
2018,0,21528,Henrik Stenson,62.023,868.319
2018,0,24138,Ian Poulter,60.607,1030.311
2018,0,24361,Pat Perez,55.802,1116.047
2018,0,32757,Patton Kizzire,55.422,1385.542
2018,0,26851,Marc Leishman,54.683,1148.344
2018,0,30110,Kyle Stanley,54.443,1197.754
2018,0,25396,Kevin Na,53.762,1182.771
2018,0,29518,Brendan Steele,52.511,997.709
2018,0,27644,Brian Harman,48.013,1056.277
2018,0,34046,Jordan Spieth,47.242,944.844
2018,0,48081,Xander Schauffele,46.986,1080.685
2018,0,27649,Brandt Snedeker,46.825,1076.976
2018,0,33410,Andrew Landry,46.483,1115.594
2018,0,26499,Rafa Cabrera Bello,46.144,784.443
2018,0,31323,Gary Woodland,45.406,1044.333
2018,0,26329,Louis Oosthuizen,44.278,619.892
2018,0,29478,Kevin Kisner,44.125,970.755
2018,0,33948,Byeong Hun An,43.494,913.374
2018,0,49964,Aaron Wise,43.43,1085.748
2018,0,34363,Tyrrell Hatton,42.278,549.617
2018,0,29420,Billy Horschel,41.721,959.583
2018,0,34563,Chesson Hadley,41.561,1122.141
2018,0,27129,Luke List,41.537,1079.959
2018,0,34256,Andrew Putnam,41.06,1026.493
2018,0,35891,Cameron Smith,41.057,821.145
2018,0,31646,Emiliano Grillo,40.936,900.587
2018,0,26476,Chez Reavie,40.802,1020.042
2018,0,46435,Austin Cook,40.784,1060.375
2018,0,26596,Ryan Moore,39.739,794.772
2018,0,35461,Beau Hossler,38.273,956.827
2018,0,24024,Zach Johnson,38.141,839.097
2018,0,33141,Keegan Bradley,37.924,872.257
2018,0,32816,Satoshi Kodaira,37.496,599.937
2018,0,27436,Graham DeLaet,36.992,110.975
2018,0,29974,Branden Grace,36.854,589.656
2018,0,32839,Hideki Matsuyama,35.722,607.268
2018,0,21961,Charles Howell III,35.399,884.975
2018,0,39324,J.J. Spaun,35.395,849.475
2018,0,25818,Scott Piercy,34.849,801.535
2018,0,19803,Ryan Armour,34.676,1005.613
2018,0,24502,Adam Scott,34.63,623.331
2018,0,25632,Jimmy Walker,34.225,718.724
2018,0,20229,Stewart Cink,32.968,758.257
2018,0,19846,Brian Gay,32.607,880.389
2018,0,37455,Si Woo Kim,31.877,892.559
2018,0,23108,Matt Kuchar,30.872,679.178
2018,0,27556,Ted Potter Jr.,29.744,743.588
2018,0,27141,J.B. Holmes,29.08,639.753
2018,0,30926,Chris Kirk,29.07,755.807
2018,0,33399,Adam Hadwin,29.003,638.055
2018,0,1666,Bernhard Langer,28.475,56.95
2018,0,32366,Kevin Chappell,28.424,596.895
2018,0,25686,Jason Dufner,27.826,556.522
2018,0,26331,Charl Schwartzel,27.782,527.862
2018,0,37454,Whee Kim,27.277,763.742
2018,0,34098,Russell Henley,27.095,569.003
2018,0,39975,Michael Kim,26.992,674.805
2018,0,40026,Daniel Berger,26.927,565.459
2018,0,30944,Jason Kokrak,26.92,699.912
2018,0,27214,Kevin Streelman,26.917,672.921
2018,0,23320,Ryan Palmer,26.326,500.19
2018,0,34076,Joel Dahmen,25.981,675.515
2018,0,29484,Peter Uihlein,25.801,593.434
2018,0,29908,C.T. Pan,25.679,693.322
2018,0,39546,Keith Mitchell,25.358,659.316
2018,0,31420,Anirban Lahiri,25.206,554.524
2018,0,32448,James Hahn,24.836,596.055
2018,0,32640,Troy Merritt,24.649,616.218
2018,0,21209,Sergio Garcia,24.107,361.61
2018,0,29461,Jamie Lovemark,23.999,575.982
2018,0,34021,Bud Cauley,23.802,404.639
2018,0,33293,Thomas Pieters,23.606,259.664
2018,0,29535,Brice Garnett,23.486,634.117
2018,0,33122,Russell Knox,23.388,584.701
2018,0,46601,Trey Mullinax,22.968,528.261
2018,0,46501,Ollie Schniederjans,22.935,573.378
2018,0,6527,Steve Stricker,22.8,273.596
2018,0,12716,Charley Hoffman,22.381,514.752
2018,0,20472,Alex Cejka,21.824,501.958
2018,0,45526,Abraham Ancer,21.81,588.858
2018,0,35879,Kelly Kraft,21.62,626.992
2018,0,49771,J.T. Poston,21.327,447.867
2018,0,27936,Martin Laird,21.078,442.628
2018,0,34213,Grayson Murray,20.865,438.17
2018,0,35532,Tom Hoge,20.479,593.901
2018,0,27095,Nick Watney,20.467,491.212
2018,0,29268,Bronson Burgoon,20.255,445.604
2018,0,23621,Rory Sabbatini,20.058,521.496
2018,0,32333,Kevin Tway,19.909,577.355
2018,0,24140,Sean O'Hair,19.854,416.926
2018,0,10809,Jim Furyk,19.369,290.53
2018,0,23325,Vaughn Taylor,18.543,445.03
2018,0,29289,S.Y. Noh,18.5,18.5
2018,0,37189,Harold Varner III,18.218,473.661
2018,0,35421,Brandon Harkins,18.217,528.293
2018,0,36699,Patrick Rodgers,18.049,541.476
2018,0,25900,Lucas Glover,18.017,324.307
2018,0,8075,Jerry Kelly,18.0,54.0
2018,0,31202,William McGirt,17.949,448.732
2018,0,37275,Sam Ryder,17.676,441.901
2018,0,1226,Fred Couples,17.567,17.567
2018,0,25562,Andres Romero,17.29,103.738
2018,0,29926,Danny Lee,17.166,480.638
2018,0,27974,Sung Kang,17.15,480.191
2018,0,34174,John Huh,17.125,479.5
2018,0,29223,Sam Saunders,16.819,420.466
2018,0,30692,Scott Stallings,16.792,470.177
2018,0,26951,Johnson Wagner,16.079,337.658
2018,0,27958,Ryan Blaum,16.052,433.391
2018,0,47128,Richy Werenski,16.05,497.565
2018,0,27064,Jhonattan Vegas,15.777,394.422
2018,0,33204,Shane Lowry,15.594,296.295
2018,0,45609,Tyler Duncan,15.219,456.578
2018,0,26758,David Hearn,15.018,315.378
2018,0,32150,Michael Thompson,14.762,280.484
2018,0,25493,Nick Taylor,14.499,420.484
2018,0,31560,Brian Stuard,14.022,420.665
2018,0,28252,Seamus Power,13.98,377.458
2018,0,25572,Graeme McDowell,13.694,273.887
2018,0,29479,Scott Brown,13.62,422.228
2018,0,33413,Ben Martin,13.307,266.136
2018,0,32876,Martin Piller,13.263,371.371
2018,0,24358,Robert Garrigus,13.07,352.889
2018,0,20157,Retief Goosen,13.042,260.842
2018,0,46550,Brandon Hagy,13.007,39.02
2018,0,12510,Chad Campbell,12.889,360.903
2018,0,34099,Harris English,12.782,383.467
2018,0,23541,Ben Crane,12.732,267.372
2018,0,22371,Aaron Baddeley,12.661,341.86
2018,0,39997,Corey Conners,12.622,353.427
2018,0,47993,Denny McCarthy,12.138,267.043
2018,0,22056,Cameron Percy,11.954,191.262
2018,0,50526,Tom Lovelady,11.84,331.508
2018,0,28132,Tyrone Van Aswegen,11.732,363.684
2018,0,39327,Ben Silverman,11.546,323.279
2018,0,26300,Matt Jones,11.474,263.892
2018,0,46402,Talor Gooch,11.407,307.998
2018,0,31416,Derek Fathauer,11.301,316.436
2018,0,24781,Hunter Mahan,11.163,234.427
2018,0,34264,Hudson Swafford,11.159,245.487
2018,0,33418,Shawn Stefani,10.724,268.106
2018,0,34409,David Lingmerth,10.554,274.398
2018,0,24924,Bill Haas,10.483,262.065
2018,0,37278,Nicholas Lindheim,10.446,271.602
2018,0,28775,Nate Lashley,9.865,167.711
2018,0,48084,Wesley Bryan,9.53,219.187
2018,0,40009,Dominic Bozzelli,9.513,190.253
2018,0,27963,Chris Stroud,9.455,255.287
2018,0,35545,Blayne Barber,9.179,201.939
2018,0,27896,Ross Fisher,9.142,118.848
2018,0,33461,Morgan Hoffmann,8.988,80.888
2018,0,40058,Zac Blair,8.804,176.089
2018,0,47347,Adam Schenk,8.55,239.387
2018,0,23353,J.J. Henry,8.542,239.176
2018,0,24449,Parker McLachlin,8.401,92.406
