YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
2013,127,0,23135,Tim Clark,71.67,1290,18
2013,127,0,37273,Derek Ernst,71.67,860,12
2013,127,0,31557,Jim Herman,71.67,1505,21
2013,127,0,34174,John Huh,71.67,1935,27
2013,131,0,2206,David Toms,71.69,932,13
2013,132,0,24494,Erik Compton,71.75,2009,28
2013,132,0,28135,Aaron Watkins,71.75,861,12
2013,134,0,27120,Troy Matteson,71.79,1364,19
2013,135,0,27895,Jonas Blixt,71.81,1508,21
2013,136,0,20104,Ken Duke,71.84,1365,19
2013,137,0,10860,Justin Leonard,71.85,1437,20
2013,138,0,25900,Lucas Glover,71.86,1509,21
2013,138,0,30110,Kyle Stanley,71.86,1581,22
2013,138,0,28310,Lee Williams,71.86,1006,14
2013,141,0,34431,Robert Streb,71.89,1294,18
2013,142,0,20848,Ángel Cabrera,71.9,2085,29
2013,142,0,23497,Tag Ridings,71.9,1438,20
2013,144,0,23623,Bo Van Pelt,71.94,1295,18
2013,145,0,22961,David Mathis,72.0,1296,18
2013,145,0,29289,S.Y. Noh,72.0,1080,15
2013,147,0,22056,Cameron Percy,72.09,793,11
2013,148,0,27408,Martin Kaymer,72.11,1370,19
2013,148,0,22295,Darron Stiles,72.11,649,9
2013,150,0,22378,Trevor Immelman,72.13,1082,15
2013,151,0,25572,Graeme McDowell,72.22,1661,23
2013,152,0,28455,Will Claxton,72.24,1228,17
2013,153,0,20572,Rod Pampling,72.3,723,10
2013,154,0,22371,Aaron Baddeley,72.31,940,13
2013,155,0,30750,Tommy Gainey,72.32,1591,22
2013,156,0,23452,Nicolas Colsaerts,72.33,1302,18
2013,156,0,24399,Scott Gardiner,72.33,868,12
2013,156,0,28092,D.H. Lee,72.33,1302,18
2013,159,0,20766,Padraig Harrington,72.35,1230,17
2013,159,0,24490,George McNeill,72.35,1230,17
2013,161,0,26951,Johnson Wagner,72.38,1158,16
2013,162,0,30852,Ryo Ishikawa,72.39,1303,18
2013,163,0,20160,Charlie Wi,72.41,1593,22
2013,164,0,36884,Ben Kohles,72.42,1376,19
2013,165,0,24140,Sean O'Hair,72.44,1159,16
2013,166,0,6573,Brandt Jobe,72.46,942,13
2013,166,0,19970,Robert Karlsson,72.46,942,13
2013,166,0,33869,Eric Meierdierks,72.46,942,13
2013,169,0,20645,John Senden,72.48,1522,21
2013,170,0,34021,Bud Cauley,72.56,1161,16
2013,171,0,25345,Carl Pettersson,72.63,581,8
2013,172,0,24663,Y.E. Yang,72.77,946,13
2013,173,0,6567,Vijay Singh,72.81,1165,16
2013,174,0,22621,Ben Curtis,72.87,1093,15
2013,175,0,8725,Tom Gillis,72.89,1385,19
2013,176,0,10885,Robert Allenby,72.9,729,10
2013,177,0,32150,Michael Thompson,73.07,1096,15
2013,178,0,22046,Geoff Ogilvy,73.36,807,11
2013,179,0,10423,Mike Weir,73.38,1174,16
2013,180,0,27129,Luke List,73.43,1028,14
2012,1,0,28237,Rory McIlroy,69.43,2430,35
2012,2,0,25686,Jason Dufner,69.76,2930,42
2012,2,0,10213,Dicky Pride,69.76,1186,17
2012,4,0,28089,Jason Day,69.78,1256,18
2012,5,0,6527,Steve Stricker,69.93,2937,42
2012,6,0,34021,Bud Cauley,69.97,2519,36
2012,6,0,28455,Will Claxton,69.97,2099,30
2012,8,0,29420,Billy Horschel,70.0,1260,18
2012,8,0,23623,Bo Van Pelt,70.0,2590,37
2012,10,0,30926,Chris Kirk,70.04,1821,26
2012,10,0,26329,Louis Oosthuizen,70.04,1611,23
2012,12,0,29221,Webb Simpson,70.05,2942,42
2012,12,0,27649,Brandt Snedeker,70.05,2592,37
2012,14,0,24358,Robert Garrigus,70.07,2102,30
2012,15,0,25834,Daniel Summerhays,70.1,1472,21
2012,16,0,30692,Scott Stallings,70.12,1823,26
2012,17,0,1706,Davis Love III,70.15,1894,27
2012,18,0,26596,Ryan Moore,70.17,2526,36
2012,19,0,22293,Heath Slocum,70.18,1544,22
2012,20,0,27933,John Merrick,70.2,1404,20
2012,21,0,6522,Ernie Els,70.21,2387,34
2012,21,0,25818,Scott Piercy,70.21,2317,33
2012,23,0,8793,Tiger Woods,70.24,2880,41
2012,24,0,20104,Ken Duke,70.25,2248,32
2012,24,0,10809,Jim Furyk,70.25,2810,40
2012,24,0,32698,Bobby Gates,70.25,1405,20
2012,24,0,25457,Alexandre Rocha,70.25,562,8
2012,28,0,23353,J.J. Henry,70.26,1335,19
2012,28,0,25804,Bubba Watson,70.26,2670,38
2012,30,0,26287,Roland Thatcher,70.27,773,11
2012,31,0,23108,Matt Kuchar,70.33,2954,42
2012,32,0,20766,Padraig Harrington,70.35,2181,31
2012,33,0,27060,John Mallinger,70.36,1548,22
2012,34,0,30925,Dustin Johnson,70.38,2252,32
2012,35,0,22405,Justin Rose,70.39,2323,33
2012,36,0,33141,Keegan Bradley,70.43,3099,44
2012,36,0,21878,Mark Wilson,70.43,986,14
2012,38,0,20645,John Senden,70.44,2254,32
2012,39,0,28307,Matt Every,70.46,1832,26
2012,40,0,24024,Zach Johnson,70.47,3030,43
2012,41,0,27895,Jonas Blixt,70.48,1621,23
2012,41,0,34174,John Huh,70.48,1762,25
2012,41,0,29289,S.Y. Noh,70.48,2185,31
2012,44,0,8725,Tom Gillis,70.5,1551,22
2012,44,0,24502,Adam Scott,70.5,1833,26
2012,46,0,1810,Phil Mickelson,70.52,2962,42
2012,47,0,23638,Brendon de Jonge,70.58,2823,40
2012,47,0,23983,Luke Donald,70.58,2188,31
2012,47,0,26331,Charl Schwartzel,70.58,1694,24
2012,50,0,27436,Graham DeLaet,70.59,1553,22
2012,51,0,12510,Chad Campbell,70.66,2049,29
2012,52,0,23541,Ben Crane,70.68,1555,22
2012,52,0,30711,Colt Knost,70.68,1555,22
2012,52,0,25572,Graeme McDowell,70.68,1767,25
2012,52,0,1797,Rocco Mediate,70.68,1343,19
2012,56,0,6036,Scott Dunlap,70.69,919,13
2012,57,0,22913,John Rollins,70.7,1909,27
2012,58,0,26679,Kevin Stadler,70.71,2192,31
2012,59,0,24924,Bill Haas,70.76,2406,34
2012,60,0,20098,Stuart Appleby,70.77,1840,26
2012,60,0,22621,Ben Curtis,70.77,1557,22
2012,62,0,20572,Rod Pampling,70.79,991,14
2012,63,0,32200,Roberto Castro,70.8,1416,20
2012,63,0,23788,D.J. Trahan,70.8,1416,20
2012,65,0,25345,Carl Pettersson,70.81,2266,32
2012,66,0,33120,Mark Anderson,70.83,850,12
2012,66,0,32334,Charlie Beljan,70.83,1275,18
2012,66,0,29478,Kevin Kisner,70.83,1275,18
2012,69,0,23135,Tim Clark,70.84,1771,25
2012,69,0,10860,Justin Leonard,70.84,1346,19
2012,71,0,27064,Jhonattan Vegas,70.85,1417,20
2012,71,0,20396,Lee Westwood,70.85,1913,27
2012,71,0,25892,Steve Wheatcroft,70.85,921,13
2012,74,0,27770,Camilo Villegas,70.86,2055,29
2012,75,0,32150,Michael Thompson,70.87,1630,23
2012,76,0,22348,Nick O'Hern,70.88,1134,16
2012,77,0,23800,Bryce Molder,70.91,1631,23
2012,78,0,12652,Cameron Beckman,70.95,1490,21
2012,79,0,27214,Kevin Streelman,70.96,1916,27
2012,80,0,20623,Gavin Coles,71.0,1207,17
2012,80,0,12716,Charley Hoffman,71.0,1420,20
2012,80,0,31202,William McGirt,71.0,1917,27
2012,80,0,25240,D.A. Points,71.0,1633,23
2012,80,0,6567,Vijay Singh,71.0,2556,36
2012,80,0,23325,Vaughn Taylor,71.0,1562,22
2012,80,0,33419,Cameron Tringale,71.0,1420,20
2012,87,0,34099,Harris English,71.03,2131,30
2012,87,0,32102,Rickie Fowler,71.03,2202,31
2012,87,0,1766,Billy Mayfair,71.03,2131,30
2012,90,0,24925,Jonathan Byrd,71.07,1919,27
2012,91,0,24781,Hunter Mahan,71.09,2346,33
2012,92,0,26758,David Hearn,71.1,1493,21
2012,92,0,29926,Danny Lee,71.1,1422,20
2012,94,0,32366,Kevin Chappell,71.11,1991,28
2012,94,0,35139,Richard Lee,71.11,1351,19
2012,96,0,1249,John Daly,71.12,1209,17
2012,97,0,11123,Chris Couch,71.14,1565,22
2012,98,0,30944,Jason Kokrak,71.16,1779,25
2012,99,0,23548,Bill Lunde,71.17,1281,18
2012,99,0,26476,Chez Reavie,71.17,1281,18
2012,101,0,25396,Kevin Na,71.19,1922,27
2012,101,0,27963,Chris Stroud,71.19,1922,27
2012,103,0,28475,Jeff Overton,71.2,1780,25
2012,104,0,29479,Scott Brown,71.21,997,14
2012,104,0,20160,Charlie Wi,71.21,1994,28
2012,106,0,27120,Troy Matteson,71.24,2066,29
2012,106,0,27095,Nick Watney,71.24,2707,38
2012,108,0,26300,Matt Jones,71.27,1069,15
2012,109,0,21753,Brian Davis,71.29,2495,35
2012,109,0,26951,Johnson Wagner,71.29,1996,28
2012,111,0,8075,Jerry Kelly,71.3,1426,20
2012,111,0,24140,Sean O'Hair,71.3,1640,23
2012,111,0,30110,Kyle Stanley,71.3,1925,27
2012,114,0,20574,Mathew Goggin,71.33,642,9
2012,115,0,21961,Charles Howell III,71.36,2355,33
2012,115,0,2206,David Toms,71.36,1570,22
2012,117,0,24507,Jason Bohn,71.37,1356,19
2012,117,0,31558,J.J. Killeen,71.37,1927,27
2012,119,0,21407,Arjun Atwal,71.38,928,13
2012,119,0,25632,Jimmy Walker,71.38,2641,37
2012,121,0,20691,Greg Owen,71.41,1928,27
2012,122,0,12782,Tim Herron,71.43,1643,23
2012,122,0,30927,Brendon Todd,71.43,1500,21
2012,124,0,23718,Nathan Green,71.44,1286,18
2012,124,0,27330,Josh Teater,71.44,1786,25
2012,126,0,24361,Pat Perez,71.45,2072,29
2012,126,0,26289,Boo Weekley,71.45,1429,20
2012,128,0,24490,George McNeill,71.46,929,13
2012,129,0,21805,Harrison Frazar,71.47,1072,15
2012,130,0,22378,Trevor Immelman,71.48,1787,25
2012,130,0,33122,Russell Knox,71.48,1501,21
2012,132,0,10885,Robert Allenby,71.5,1001,14
2012,132,0,24138,Ian Poulter,71.5,1716,24
2012,134,0,6004,Stephen Ames,71.53,1216,17
2012,134,0,27556,Ted Potter Jr.,71.53,1359,19
2012,136,0,28500,Martin Flores,71.54,2003,28
2012,136,0,23320,Ryan Palmer,71.54,1860,26
2012,138,0,29222,Billy Hurley III,71.58,859,12
2012,139,0,26851,Marc Leishman,71.61,2005,28
2012,139,0,29476,Kyle Reifers,71.61,2005,28
2012,141,0,29910,Blake Adams,71.63,2292,32
2012,142,0,28087,Kris Blanks,71.64,1003,14
2012,142,0,21209,Sergio Garcia,71.64,2006,28
2012,144,0,27141,J.B. Holmes,71.68,2007,28
2012,144,0,27466,Spencer Levin,71.68,1362,19
2012,146,0,24846,Ricky Barnes,71.74,1650,23
2012,147,0,24494,Erik Compton,71.75,1435,20
2012,147,0,22582,Kyle Thompson,71.75,861,12
2012,149,0,23204,Gary Christian,71.76,1794,25
2012,150,0,19846,Brian Gay,71.77,1579,22
2012,151,0,20593,Greg Chalmers,71.79,2082,29
2012,152,0,19970,Robert Karlsson,71.8,718,10
2012,153,0,27302,Garth Mulroy,71.81,1149,16
2012,154,0,20850,Daniel Chopra,71.82,1221,17
2012,154,0,29518,Brendan Steele,71.82,790,11
2012,156,0,23409,James Driscoll,71.85,1868,26
2012,157,0,6251,Chris DiMarco,71.86,1581,22
2012,157,0,1320,Bob Estes,71.86,1509,21
2012,159,0,22371,Aaron Baddeley,71.89,1294,18
2012,160,0,25562,Andres Romero,71.91,1582,22
2012,161,0,21528,Henrik Stenson,71.92,1798,25
2012,162,0,6573,Brandt Jobe,72.0,792,11
2012,162,0,22046,Geoff Ogilvy,72.0,1512,21
2012,164,0,27644,Brian Harman,72.06,2234,31
2012,165,0,30750,Tommy Gainey,72.09,3100,43
2012,166,0,27974,Sung Kang,72.12,1226,17
2012,167,0,23621,Rory Sabbatini,72.14,1587,22
2012,168,0,24940,Edward Loar,72.15,938,13
2012,169,0,30852,Ryo Ishikawa,72.17,1299,18
2012,170,0,22961,David Mathis,72.19,1949,27
2012,171,0,28308,Troy Kelly,72.24,1228,17
2012,172,0,1724,Jeff Maggert,72.3,1663,23
2012,173,0,21731,Freddie Jacobson,72.33,1519,21
2012,174,0,24357,K.J. Choi,72.44,1956,27
2012,175,0,27936,Martin Laird,72.48,1812,25
2012,176,0,20229,Stewart Cink,72.55,1596,22
2012,177,0,24604,Hunter Haas,72.57,1016,14
2012,178,0,31323,Gary Woodland,72.63,1961,27
2012,179,0,24663,Y.E. Yang,72.65,1235,17
2012,180,0,28259,Sangmoon Bae,72.79,1747,24
2012,181,0,22548,Patrick Sheehan,72.82,801,11
2012,182,0,1116,Michael Bradley,72.83,874,12
2012,183,0,1941,Tom Pernice Jr.,72.88,1166,16
2012,184,0,6034,Marco Dawson,72.91,802,11
2012,185,0,28093,Miguel Angel Carballo,72.92,948,13
2012,185,0,23903,Stephen Gangluff,72.92,875,12
2012,187,0,20848,Ángel Cabrera,73.0,1168,16
2012,188,0,27797,Derek Lamely,73.06,1169,16
2012,189,0,23542,Tommy Biershenk,73.21,1025,14
2012,190,0,20070,Matt Bettencourt,73.35,1467,20
2012,191,0,21350,Ryuji Imada,73.53,1250,17
2011,1,0,1116,Michael Bradley,69.0,828,12
2011,2,0,29221,Webb Simpson,69.04,3590,52
2011,3,0,23983,Luke Donald,69.18,2767,40
2011,4,0,19970,Robert Karlsson,69.5,1390,20
2011,4,0,27939,Matt McQuillan,69.5,1112,16
2011,6,0,25562,Andres Romero,69.52,1599,23
2011,7,0,23108,Matt Kuchar,69.55,3269,47
2011,8,0,23800,Bryce Molder,69.6,2088,30
2011,9,0,26476,Chez Reavie,69.67,1881,27
2011,10,0,6527,Steve Stricker,69.7,2788,40
2011,11,0,25345,Carl Pettersson,69.71,1952,28
2011,12,0,28089,Jason Day,69.74,2371,34
2011,13,0,30750,Tommy Gainey,69.76,2372,34
2011,13,0,22913,John Rollins,69.76,1744,25
2011,15,0,27095,Nick Watney,69.8,2862,41
2011,16,0,24502,Adam Scott,69.83,2444,35
2011,17,0,22371,Aaron Baddeley,69.85,2375,34
2011,18,0,24490,George McNeill,69.91,1538,22
2011,19,0,24357,K.J. Choi,69.97,2519,36
2011,20,0,24781,Hunter Mahan,70.03,2661,38
2011,21,0,20766,Padraig Harrington,70.05,1401,20
2011,22,0,10585,Scott McCarron,70.13,1052,15
2011,22,0,26679,Kevin Stadler,70.13,1613,23
2011,24,0,10809,Jim Furyk,70.16,2666,38
2011,25,0,6573,Brandt Jobe,70.17,2105,30
2011,26,0,21731,Freddie Jacobson,70.18,2386,34
2011,27,0,24024,Zach Johnson,70.19,1895,27
2011,28,0,31557,Jim Herman,70.24,1475,21
2011,29,0,21961,Charles Howell III,70.27,3162,45
2011,30,0,23623,Bo Van Pelt,70.28,2038,29
2011,31,0,20848,Ángel Cabrera,70.29,1195,17
2011,31,0,19846,Brian Gay,70.29,1687,24
2011,31,0,2206,David Toms,70.29,2390,34
2011,34,0,30925,Dustin Johnson,70.3,2109,30
2011,35,0,20498,Briny Baird,70.33,1055,15
2011,35,0,26881,Jarrod Lyle,70.33,1477,21
2011,35,0,28475,Jeff Overton,70.33,1899,27
2011,38,0,22961,David Mathis,70.36,1548,22
2011,39,0,1810,Phil Mickelson,70.37,2463,35
2011,40,0,27141,J.B. Holmes,70.38,1126,16
2011,40,0,23548,Bill Lunde,70.38,1689,24
2011,40,0,30692,Scott Stallings,70.38,1478,21
2011,43,0,25457,Alexandre Rocha,70.39,1267,18
2011,43,0,27649,Brandt Snedeker,70.39,2886,41
2011,45,0,27933,John Merrick,70.42,1831,26
2011,46,0,30110,Kyle Stanley,70.43,1972,28
2011,47,0,20645,John Senden,70.44,2536,36
2011,48,0,24604,Hunter Haas,70.45,2043,29
2011,48,0,30926,Chris Kirk,70.45,1550,22
2011,50,0,31202,William McGirt,70.46,2607,37
2011,51,0,10885,Robert Allenby,70.47,1339,19
2011,52,0,6643,Paul Goydos,70.48,1762,25
2011,52,0,27214,Kevin Streelman,70.48,1762,25
2011,54,0,31323,Gary Woodland,70.49,3313,47
2011,55,0,24361,Pat Perez,70.5,1410,20
2011,56,0,22378,Trevor Immelman,70.52,2327,33
2011,57,0,23638,Brendon de Jonge,70.53,2680,38
2011,57,0,25804,Bubba Watson,70.53,2398,34
2011,59,0,32150,Michael Thompson,70.54,1975,28
2011,60,0,8725,Tom Gillis,70.56,635,9
2011,60,0,28158,Steve Marino,70.56,1905,27
2011,62,0,27936,Martin Laird,70.57,1976,28
2011,63,0,20593,Greg Chalmers,70.58,1835,26
2011,64,0,25632,Jimmy Walker,70.59,1553,22
2011,65,0,24924,Bill Haas,70.6,2824,40
2011,66,0,24925,Jonathan Byrd,70.61,1977,28
2011,66,0,11123,Chris Couch,70.61,1977,28
2011,66,0,26596,Ryan Moore,70.61,1977,28
2011,66,0,24140,Sean O'Hair,70.61,1271,18
2011,70,0,6522,Ernie Els,70.63,1695,24
2011,70,0,27466,Spencer Levin,70.63,2825,40
2011,72,0,22046,Geoff Ogilvy,70.64,1554,22
2011,73,0,1948,Tim Petrovic,70.65,1837,26
2011,74,0,24358,Robert Garrigus,70.68,1767,25
2011,74,0,1766,Billy Mayfair,70.68,1555,22
2011,74,0,6567,Vijay Singh,70.68,1979,28
2011,74,0,23788,D.J. Trahan,70.68,1555,22
2011,78,0,25240,D.A. Points,70.7,1414,20
2011,79,0,33141,Keegan Bradley,70.71,2475,35
2011,79,0,25396,Kevin Na,70.71,1697,24
2011,81,0,10505,Shane Bertsch,70.73,1556,22
2011,82,0,26758,David Hearn,70.78,2265,32
2011,83,0,25686,Jason Dufner,70.79,1982,28
2011,83,0,21350,Ryuji Imada,70.79,1345,19
2011,83,0,22348,Nick O'Hern,70.79,2336,33
2011,86,0,28087,Kris Blanks,70.8,2124,30
2011,86,0,20157,Retief Goosen,70.8,708,10
2011,88,0,24663,Y.E. Yang,70.81,1487,21
2011,89,0,29420,Billy Horschel,70.84,1771,25
2011,89,0,20436,Garrett Willis,70.84,1346,19
2011,91,0,21209,Sergio Garcia,70.86,2055,29
2011,92,0,22405,Justin Rose,70.87,1630,23
2011,93,0,29910,Blake Adams,70.88,1772,25
2011,93,0,24507,Jason Bohn,70.88,1205,17
2011,95,0,31193,Jim Renner,70.92,922,13
2011,96,0,21949,Joe Ogilvie,70.95,1348,19
2011,97,0,6004,Stephen Ames,70.96,1632,23
2011,97,0,8075,Jerry Kelly,70.96,1774,25
2011,99,0,24846,Ricky Barnes,70.97,2058,29
2011,100,0,7867,Woody Austin,71.0,923,13
2011,100,0,21805,Harrison Frazar,71.0,994,14
2011,100,0,28679,Fabián Gómez,71.0,1562,22
2011,100,0,26300,Matt Jones,71.0,1278,18
2011,100,0,28620,Aron Price,71.0,1278,18
2011,100,0,27330,Josh Teater,71.0,2059,29
2011,100,0,26668,Marc Turnesa,71.0,710,10
2011,100,0,21878,Mark Wilson,71.0,2059,29
2011,108,0,27064,Jhonattan Vegas,71.03,2060,29
2011,109,0,1706,Davis Love III,71.06,2203,31
2011,110,0,25900,Lucas Glover,71.07,2061,29
2011,110,0,12782,Tim Herron,71.07,1990,28
2011,112,0,22621,Ben Curtis,71.08,853,12
2011,112,0,26951,Johnson Wagner,71.08,1777,25
2011,114,0,33419,Cameron Tringale,71.09,2346,33
2011,115,0,10860,Justin Leonard,71.1,2062,29
2011,116,0,20160,Charlie Wi,71.13,1636,23
2011,117,0,27770,Camilo Villegas,71.14,1992,28
2011,118,0,7457,Steve Flesch,71.15,1921,27
2011,119,0,6251,Chris DiMarco,71.16,1779,25
2011,120,0,21407,Arjun Atwal,71.17,1281,18
2011,120,0,25572,Graeme McDowell,71.17,1281,18
2011,122,0,21753,Brian Davis,71.18,2776,39
2011,123,0,27963,Chris Stroud,71.23,1852,26
2011,124,0,12652,Cameron Beckman,71.24,1211,17
2011,124,0,24980,Scott Gutschewski,71.24,1211,17
2011,126,0,12510,Chad Campbell,71.25,1995,28
2011,126,0,20572,Rod Pampling,71.25,1710,24
2011,128,0,26331,Charl Schwartzel,71.3,1426,20
2011,129,0,29478,Kevin Kisner,71.31,1141,16
2011,130,0,27974,Sung Kang,71.37,1356,19
2011,131,0,26287,Roland Thatcher,71.38,1499,21
2011,132,0,32698,Bobby Gates,71.39,1285,18
2011,132,0,25834,Daniel Summerhays,71.39,1285,18
2011,134,0,24290,D.J. Brigman,71.4,714,10
2011,135,0,25818,Scott Piercy,71.41,1571,22
2011,136,0,26420,Richard Johnson,71.44,643,9
2011,137,0,31401,Zack Miller,71.45,1572,22
2011,138,0,22293,Heath Slocum,71.46,1715,24
2011,139,0,34255,Joseph Bramlett,71.47,1215,17
2011,139,0,23541,Ben Crane,71.47,1358,19
2011,141,0,27120,Troy Matteson,71.52,2074,29
2011,142,0,29518,Brendan Steele,71.53,2289,32
2011,143,0,29718,Anthony Kim,71.54,1717,24
2011,144,0,6515,Shaun Micheel,71.56,1288,18
2011,145,0,23325,Vaughn Taylor,71.58,2219,31
2011,146,0,28486,Michael Putnam,71.6,1074,15
2011,146,0,12602,Dean Wilson,71.6,1432,20
2011,148,0,20472,Alex Cejka,71.61,1289,18
2011,148,0,32366,Kevin Chappell,71.61,1647,23
2011,148,0,23673,Michael Connell,71.61,1647,23
2011,151,0,20127,Chris Riley,71.65,1648,23
2011,152,0,1577,Lee Janzen,71.67,860,12
2011,152,0,10733,Kent Jones,71.67,1505,21
2011,152,0,24138,Ian Poulter,71.67,1075,15
2011,155,0,33413,Ben Martin,71.68,1362,19
2011,156,0,32102,Rickie Fowler,71.69,2581,36
2011,156,0,26289,Boo Weekley,71.69,932,13
2011,158,0,25274,Steven Bowditch,71.74,1650,23
2011,159,0,23621,Rory Sabbatini,71.8,1436,20
2011,160,0,12716,Charley Hoffman,71.82,1580,22
2011,161,0,23320,Ryan Palmer,71.86,2012,28
2011,162,0,1313,Steve Elkington,71.87,1078,15
2011,163,0,23718,Nathan Green,71.89,1294,18
2011,163,0,8537,J.P. Hayes,71.89,1366,19
2011,165,0,20229,Stewart Cink,71.92,1798,25
2011,166,0,32876,Martin Piller,71.93,1007,14
2011,166,0,30946,Alex Prugh,71.93,1007,14
2011,168,0,20098,Stuart Appleby,72.0,1512,21
2011,168,0,23353,J.J. Henry,72.0,1872,26
2011,168,0,32640,Troy Merritt,72.0,720,10
2011,168,0,33911,Nate Smith,72.0,1080,15
2011,172,0,20070,Matt Bettencourt,72.05,1513,21
2011,172,0,23409,James Driscoll,72.05,1585,22
2011,174,0,29720,Andres Gonzales,72.08,865,12
2011,175,0,6621,Joe Durant,72.17,1299,18
2011,176,0,27797,Derek Lamely,72.19,1155,16
2011,177,0,34072,Will Strickler,72.2,722,10
2011,178,0,30711,Colt Knost,72.24,1806,25
2011,179,0,9011,David Duval,72.27,1084,15
2011,180,0,35087,Bio Kim,72.36,1013,14
2011,181,0,8375,Paul Stankowski,72.38,1520,21
2011,182,0,23497,Tag Ridings,72.4,1448,20
2011,183,0,26851,Marc Leishman,72.42,1376,19
2011,184,0,23614,Rich Beem,72.92,875,12
2011,185,0,25444,Justin Hicks,73.2,1098,15
2011,186,0,1797,Rocco Mediate,73.38,954,13
2010,1,0,26882,Michael Sim,69.05,1519,22
2010,2,0,24925,Jonathan Byrd,69.32,1733,25
2010,3,0,2239,Scott Verplank,69.5,1251,18
2010,4,0,6527,Steve Stricker,69.53,2781,40
2010,5,0,28475,Jeff Overton,69.55,2295,33
2010,6,0,25818,Scott Piercy,69.6,1392,20
2010,7,0,23108,Matt Kuchar,69.61,3063,44
2010,8,0,25345,Carl Pettersson,69.62,2019,29
2010,9,0,20498,Briny Baird,69.71,1673,24
2010,10,0,21731,Freddie Jacobson,69.74,1325,19
2010,11,0,12652,Cameron Beckman,69.8,1396,20
2010,11,0,23325,Vaughn Taylor,69.8,1396,20
2010,13,0,22371,Aaron Baddeley,69.81,1885,27
2010,13,0,28620,Aron Price,69.81,1885,27
2010,15,0,20157,Retief Goosen,69.83,2095,30
2010,16,0,8375,Paul Stankowski,69.88,1188,17
2010,17,0,28500,Martin Flores,69.9,1468,21
2010,18,0,27466,Spencer Levin,69.92,2517,36
2010,19,0,12602,Dean Wilson,69.95,1329,19
2010,20,0,27436,Graham DeLaet,69.97,2029,29
2010,20,0,25396,Kevin Na,69.97,2449,35
2010,22,0,23353,J.J. Henry,70.0,1330,19
2010,22,0,20160,Charlie Wi,70.0,2450,35
2010,24,0,27649,Brandt Snedeker,70.03,2101,30
2010,24,0,2206,David Toms,70.03,2171,31
2010,26,0,26300,Matt Jones,70.04,1891,27
2010,26,0,25804,Bubba Watson,70.04,1891,27
2010,28,0,10585,Scott McCarron,70.08,1682,24
2010,29,0,32102,Rickie Fowler,70.12,2875,41
2010,30,0,8385,Omar Uresti,70.13,1052,15
2010,31,0,27330,Josh Teater,70.14,1964,28
2010,32,0,20127,Chris Riley,70.16,1754,25
2010,33,0,12782,Tim Herron,70.19,1474,21
2010,34,0,28087,Kris Blanks,70.21,1966,28
2010,34,0,22405,Justin Rose,70.21,1966,28
2010,36,0,6251,Chris DiMarco,70.23,1545,22
2010,37,0,23788,D.J. Trahan,70.25,1967,28
2010,38,0,23983,Luke Donald,70.26,2389,34
2010,38,0,25240,D.A. Points,70.26,1897,27
2010,40,0,21878,Mark Wilson,70.27,1827,26
2010,41,0,25720,Chad Collins,70.29,1968,28
2010,41,0,20686,Jeev Milkha Singh,70.29,984,14
2010,41,0,23623,Bo Van Pelt,70.29,2952,42
2010,44,0,21961,Charles Howell III,70.3,2109,30
2010,45,0,23638,Brendon de Jonge,70.32,3094,44
2010,45,0,27936,Martin Laird,70.32,1969,28
2010,47,0,24507,Jason Bohn,70.35,1829,26
2010,47,0,1577,Lee Janzen,70.35,1407,20
2010,47,0,22046,Geoff Ogilvy,70.35,1829,26
2010,50,0,27214,Kevin Streelman,70.36,1548,22
2010,51,0,24924,Bill Haas,70.38,2393,34
2010,52,0,10809,Jim Furyk,70.4,2957,42
2010,53,0,25364,Paul Casey,70.41,2042,29
2010,54,0,1313,Steve Elkington,70.42,1690,24
2010,54,0,6522,Ernie Els,70.42,2324,33
2010,54,0,26420,Richard Johnson,70.42,1690,24
2010,54,0,32640,Troy Merritt,70.42,1831,26
2010,58,0,8725,Tom Gillis,70.43,1620,23
2010,59,0,26596,Ryan Moore,70.44,2254,32
2010,60,0,26301,James Nitties,70.45,2043,29
2010,61,0,20098,Stuart Appleby,70.46,1691,24
2010,61,0,26289,Boo Weekley,70.46,1832,26
2010,63,0,24358,Robert Garrigus,70.48,1480,21
2010,63,0,27120,Troy Matteson,70.48,1480,21
2010,63,0,6515,Shaun Micheel,70.48,1903,27
2010,66,0,27095,Nick Watney,70.49,2608,37
2010,67,0,23307,Roger Tambellini,70.5,1269,18
2010,68,0,1706,Davis Love III,70.52,2327,33
2010,69,0,27141,J.B. Holmes,70.53,2257,32
2010,70,0,24357,K.J. Choi,70.56,2258,32
2010,71,0,23541,Ben Crane,70.57,1482,21
2010,72,0,25190,Jeff Quinney,70.58,1694,24
2010,73,0,24024,Zach Johnson,70.6,2471,35
2010,73,0,25632,Jimmy Walker,70.6,1412,20
2010,75,0,29221,Webb Simpson,70.61,2330,33
2010,75,0,20436,Garrett Willis,70.61,1624,23
2010,77,0,20070,Matt Bettencourt,70.64,1766,25
2010,77,0,23673,Michael Connell,70.64,1766,25
2010,79,0,6621,Joe Durant,70.65,1201,17
2010,79,0,7749,Brett Quigley,70.65,1837,26
2010,79,0,22913,John Rollins,70.65,1837,26
2010,79,0,25562,Andres Romero,70.65,1625,23
2010,79,0,6595,Kevin Sutherland,70.65,2190,31
