YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
2022,0,47983,Chad Ramey,33.33,7,21
2022,0,47995,Davis Riley,33.33,17,51
2022,0,28089,Jason Day,32.14,9,28
2022,0,35617,Martin Trainer,32.14,9,28
2022,0,51950,Max McGreevy,31.82,7,22
2022,0,27895,Jonas Blixt,31.58,6,19
2022,0,45609,Tyler Duncan,31.58,6,19
2022,0,20229,Stewart Cink,30.77,8,26
2022,0,39953,Chase Seiffert,30.77,4,13
2022,0,27129,Luke List,30.3,10,33
2022,0,31560,Brian Stuard,30.0,6,20
2022,0,33486,Roger Sloan,29.63,8,27
2022,0,30978,Kiradech Aphibarnrat,28.57,4,14
2022,0,31557,Jim Herman,26.67,4,15
2022,0,52372,Cameron Champ,25.0,5,20
2022,0,33667,Carlos Ortiz,18.18,6,33
2022,0,37275,Sam Ryder,14.29,4,28
2021,0,48081,Xander Schauffele,82.61,19,23
2021,0,34264,Hudson Swafford,72.73,16,22
2021,0,35450,Patrick Cantlay,69.57,16,23
2021,0,19846,Brian Gay,68.42,13,19
2021,0,53165,Doc Redman,68.0,17,25
2021,0,22371,Aaron Baddeley,66.67,10,15
2021,0,22056,Cameron Percy,66.67,10,15
2021,0,36689,Brooks Koepka,64.29,9,14
2021,0,33204,Shane Lowry,64.29,18,28
2021,0,26851,Marc Leishman,64.0,16,25
2021,0,23788,D.J. Trahan,63.64,14,22
2021,0,24924,Bill Haas,62.5,10,16
2021,0,30944,Jason Kokrak,62.5,25,40
2021,0,34098,Russell Henley,61.54,16,26
2021,0,36801,Mark Hubbard,61.54,24,39
2021,0,32791,K.H. Lee,61.54,24,39
2021,0,27770,Camilo Villegas,61.54,16,26
2021,0,29926,Danny Lee,60.87,14,23
2021,0,29535,Brice Garnett,60.71,17,28
2021,0,33486,Roger Sloan,60.71,17,28
2021,0,33448,Justin Thomas,60.61,20,33
2021,0,47993,Denny McCarthy,60.42,29,48
2021,0,23983,Luke Donald,60.0,6,10
2021,0,34360,Patrick Reed,60.0,18,30
2021,0,27330,Josh Teater,60.0,6,10
2021,0,26329,Louis Oosthuizen,59.26,16,27
2021,0,24138,Ian Poulter,59.26,16,27
2021,0,29908,C.T. Pan,59.09,13,22
2021,0,40006,Erik van Rooyen,59.09,13,22
2021,0,25686,Jason Dufner,58.82,20,34
2021,0,51766,Wyndham Clark,58.06,18,31
2021,0,35891,Cameron Smith,58.06,18,31
2021,0,23325,Vaughn Taylor,57.89,11,19
2021,0,25900,Lucas Glover,57.58,19,33
2021,0,34076,Joel Dahmen,57.14,8,14
2021,0,32618,Rhein Gibson,57.14,8,14
2021,0,34563,Chesson Hadley,57.14,12,21
2021,0,46442,Maverick McNealy,57.14,8,14
2021,0,46441,Robby Shelton,57.14,16,28
2021,0,45526,Abraham Ancer,56.67,17,30
2021,0,27644,Brian Harman,56.67,17,30
2021,0,28237,Rory McIlroy,56.67,17,30
2021,0,39975,Michael Kim,56.52,13,23
2021,0,27349,Alex Noren,56.25,18,32
2021,0,56278,Matthew Wolff,56.25,9,16
2021,0,33948,Byeong Hun An,56.0,14,25
2021,0,23108,Matt Kuchar,56.0,14,25
2021,0,39546,Keith Mitchell,55.88,19,34
2021,0,33122,Russell Knox,55.56,15,27
2021,0,29221,Webb Simpson,55.56,10,18
2021,0,29420,Billy Horschel,55.17,16,29
2021,0,29479,Scott Brown,55.0,11,20
2021,0,31557,Jim Herman,55.0,11,20
2021,0,27141,J.B. Holmes,55.0,11,20
2021,0,33399,Adam Hadwin,54.84,17,31
2021,0,30927,Brendon Todd,54.84,17,31
2021,0,25396,Kevin Na,54.76,23,42
2021,0,33667,Carlos Ortiz,54.29,19,35
2021,0,32150,Michael Thompson,54.29,19,35
2021,0,32816,Satoshi Kodaira,54.17,13,24
2021,0,32640,Troy Merritt,54.17,26,48
2021,0,30692,Scott Stallings,54.17,13,24
2021,0,33141,Keegan Bradley,53.85,14,26
2021,0,28775,Nate Lashley,53.57,15,28
2021,0,31560,Brian Stuard,53.57,15,28
2021,0,26331,Charl Schwartzel,53.33,24,45
2021,0,24361,Pat Perez,53.13,17,32
2021,0,47504,Sam Burns,52.94,18,34
2021,0,24357,K.J. Choi,52.94,9,17
2021,0,34255,Joseph Bramlett,52.63,10,19
2021,0,27974,Sung Kang,52.63,20,38
2021,0,20396,Lee Westwood,52.63,10,19
2021,0,32448,James Hahn,52.38,11,21
2021,0,30925,Dustin Johnson,52.38,11,21
2021,0,45609,Tyler Duncan,52.0,13,25
2021,0,23621,Rory Sabbatini,51.72,15,29
2021,0,33490,Bo Hoag,51.52,17,33
2021,0,47347,Adam Schenk,51.43,18,35
2021,0,49771,J.T. Poston,51.11,23,45
2021,0,21209,Sergio Garcia,50.0,13,26
2021,0,32662,Michael Gligic,50.0,17,34
2021,0,34363,Tyrrell Hatton,50.0,8,16
2021,0,26758,David Hearn,50.0,8,16
2021,0,24024,Zach Johnson,50.0,21,42
2021,0,49766,Hank Lebioda,50.0,11,22
2021,0,24781,Hunter Mahan,50.0,12,24
2021,0,50525,Collin Morikawa,50.0,12,24
2021,0,24502,Adam Scott,50.0,12,24
2021,0,35617,Martin Trainer,50.0,12,24
2021,0,33419,Cameron Tringale,50.0,16,32
2021,0,49964,Aaron Wise,50.0,14,28
2021,0,27214,Kevin Streelman,48.89,22,45
2021,0,27129,Luke List,48.78,20,41
2021,0,46550,Brandon Hagy,48.57,17,35
2021,0,25493,Nick Taylor,48.48,16,33
2021,0,20229,Stewart Cink,48.39,15,31
2021,0,39977,Max Homa,48.39,15,31
2021,0,32102,Rickie Fowler,48.28,14,29
2021,0,34256,Andrew Putnam,48.28,14,29
2021,0,36699,Patrick Rodgers,48.15,13,27
2021,0,31323,Gary Woodland,48.15,13,27
2021,0,29725,Tony Finau,47.62,10,21
2021,0,27554,Scott Harrington,47.62,10,21
2021,0,31420,Anirban Lahiri,47.62,10,21
2021,0,46970,Jon Rahm,47.62,10,21
2021,0,29478,Kevin Kisner,47.37,9,19
2021,0,40042,Tyler McCumber,47.37,9,19
2021,0,32333,Kevin Tway,47.37,9,19
2021,0,28420,Ryan Brehm,47.06,8,17
2021,0,35506,Mackenzie Hughes,47.06,16,34
2021,0,23320,Ryan Palmer,47.06,8,17
2021,0,28252,Seamus Power,47.06,8,17
2021,0,27064,Jhonattan Vegas,47.06,16,34
2021,0,39971,Sungjae Im,46.88,15,32
2021,0,40026,Daniel Berger,46.67,14,30
2021,0,34431,Robert Streb,46.67,14,30
2021,0,45486,Joaquin Niemann,46.51,20,43
2021,0,49298,Kramer Hickok,46.43,13,28
2021,0,21961,Charles Howell III,46.43,13,28
2021,0,1810,Phil Mickelson,46.43,13,28
2021,0,30163,Henrik Norlander,46.43,13,28
2021,0,34046,Jordan Spieth,46.43,13,28
2021,0,32757,Patton Kizzire,46.34,19,41
2021,0,46402,Talor Gooch,46.15,18,39
2021,0,25632,Jimmy Walker,45.95,17,37
2021,0,26476,Chez Reavie,45.83,11,24
2021,0,33120,Mark Anderson,45.45,5,11
2021,0,30911,Tommy Fleetwood,45.45,10,22
2021,0,30110,Kyle Stanley,45.45,10,22
2021,0,29970,Dylan Frittelli,45.0,9,20
2021,0,35532,Tom Hoge,45.0,18,40
2021,0,37189,Harold Varner III,45.0,9,20
2021,0,46046,Scottie Scheffler,44.83,13,29
2021,0,49960,Sepp Straka,44.83,13,29
2021,0,33597,Harry Higgs,44.44,16,36
2021,0,36871,Matthew NeSmith,44.44,16,36
2021,0,29518,Brendan Steele,44.44,8,18
2021,0,47483,Will Zalatoris,44.44,12,27
2021,0,30926,Chris Kirk,43.75,14,32
2021,0,46435,Austin Cook,43.48,10,23
2021,0,25818,Scott Piercy,43.48,10,23
2021,0,27649,Brandt Snedeker,43.24,16,37
2021,0,32070,Rafael Campos,42.86,6,14
2021,0,34314,Sebastian Cappelen,42.86,3,7
2021,0,35104,Tom Lewis,42.86,12,28
2021,0,32839,Hideki Matsuyama,42.86,12,28
2021,0,35461,Beau Hossler,41.94,13,31
2021,0,46717,Viktor Hovland,41.67,10,24
2021,0,48822,Sebastián Muñoz,41.46,17,41
2021,0,27942,Rob Oppenheim,41.18,7,17
2021,0,23623,Bo Van Pelt,41.18,7,17
2021,0,48887,Matt Wallace,40.91,9,22
2021,0,28089,Jason Day,40.0,6,15
2021,0,47959,Bryson DeChambeau,40.0,8,20
2021,0,29974,Branden Grace,40.0,10,25
2021,0,26300,Matt Jones,40.0,14,35
2021,0,35449,Adam Long,40.0,8,20
2021,0,34466,Peter Malnati,40.0,14,35
2021,0,51894,Vince Whaley,40.0,12,30
2021,0,29268,Bronson Burgoon,39.29,11,28
2021,0,45157,Cam Davis,38.89,14,36
2021,0,40098,Matt Fitzpatrick,38.89,7,18
2021,0,22405,Justin Rose,38.89,7,18
2021,0,52375,Doug Ghim,38.71,12,31
2021,0,56762,Will Gordon,38.46,10,26
2021,0,24140,Sean O'Hair,37.5,6,16
2021,0,26499,Rafa Cabrera Bello,37.14,13,35
2021,0,32254,Xinjun Zhang,37.04,10,27
2021,0,37455,Si Woo Kim,36.84,14,38
2021,0,34213,Grayson Murray,36.84,7,19
2021,0,35658,Kris Ventura,36.84,7,19
2021,0,25804,Bubba Watson,36.84,7,19
2021,0,12716,Charley Hoffman,36.67,11,30
2021,0,37275,Sam Ryder,36.67,11,30
2021,0,27556,Ted Potter Jr.,36.0,9,25
2021,0,19803,Ryan Armour,34.78,8,23
2021,0,34099,Harris English,34.38,11,32
2021,0,35310,Lanto Griffin,34.21,13,38
2021,0,28679,Fabián Gómez,33.33,4,12
2021,0,31646,Emiliano Grillo,33.33,6,18
2021,0,34174,John Huh,33.33,5,15
2021,0,27936,Martin Laird,33.33,7,21
2021,0,48119,Ben Taylor,33.33,2,6
2021,0,39997,Corey Conners,32.35,11,34
2021,0,25364,Paul Casey,31.82,7,22
2021,0,39324,J.J. Spaun,30.43,7,23
2021,0,47128,Richy Werenski,30.0,6,20
2021,0,39953,Chase Seiffert,29.17,7,24
2021,0,27095,Nick Watney,27.78,5,18
2021,0,33404,Chris Baker,25.0,5,20
2021,0,52372,Cameron Champ,25.0,5,20
2021,0,33410,Andrew Landry,25.0,5,20
2021,0,33413,Ben Martin,23.08,3,13
2021,0,35230,Nelson Ledesma,20.0,2,10
2021,0,32139,Danny Willett,16.67,1,6
2021,0,48045,Michael Gellerman,12.5,1,8
2020,0,22405,Justin Rose,88.24,15,17
2020,0,28420,Ryan Brehm,80.0,12,15
2020,0,23108,Matt Kuchar,74.07,20,27
2020,0,33204,Shane Lowry,73.33,11,15
2020,0,30911,Tommy Fleetwood,72.73,8,11
2020,1,37189,Harold Varner III,70.59,12,17
2020,1,32662,Michael Gligic,70.0,7,10
2020,3,35891,Cameron Smith,69.57,16,23
2020,-3,33448,Justin Thomas,69.57,16,23
2020,-1,23621,Rory Sabbatini,69.23,18,26
2020,-1,28679,Fabián Gómez,68.75,11,16
2020,0,28089,Jason Day,66.67,16,24
2020,4,47959,Bryson DeChambeau,66.67,20,30
2020,0,29484,Peter Uihlein,66.67,10,15
2020,0,48887,Matt Wallace,66.67,10,15
2020,1,47347,Adam Schenk,65.0,13,20
2020,1,26476,Chez Reavie,64.71,11,17
2020,2,31560,Brian Stuard,64.52,20,31
2020,2,49298,Kramer Hickok,64.29,9,14
2020,2,24502,Adam Scott,63.64,14,22
2020,4,32150,Michael Thompson,61.54,16,26
2020,4,12716,Charley Hoffman,61.11,11,18
2020,5,26300,Matt Jones,60.71,17,28
2020,5,32618,Rhein Gibson,60.0,12,20
2020,5,1810,Phil Mickelson,60.0,12,20
2020,5,27349,Alex Noren,60.0,12,20
2020,-6,23320,Ryan Palmer,60.0,12,20
2020,5,28252,Seamus Power,60.0,3,5
2020,5,30110,Kyle Stanley,60.0,9,15
2020,5,49964,Aaron Wise,60.0,9,15
2020,-7,52372,Cameron Champ,59.09,13,22
2020,4,24024,Zach Johnson,59.09,13,22
2020,4,33122,Russell Knox,59.09,13,22
2020,4,23325,Vaughn Taylor,59.09,13,22
2020,4,29268,Bronson Burgoon,58.82,10,17
2020,31,34360,Patrick Reed,58.82,20,34
2020,6,46717,Viktor Hovland,58.62,17,29
2020,4,39546,Keith Mitchell,58.62,17,29
2020,4,53165,Doc Redman,58.62,17,29
2020,3,39997,Corey Conners,58.33,14,24
2020,3,33597,Harry Higgs,58.33,21,36
2020,4,34255,Joseph Bramlett,57.89,11,19
2020,5,25364,Paul Casey,57.14,8,14
2020,5,21209,Sergio Garcia,57.14,4,7
2020,5,27554,Scott Harrington,56.67,17,30
2020,5,49771,J.T. Poston,56.41,22,39
2020,5,35230,Nelson Ledesma,56.25,9,16
2020,5,32791,K.H. Lee,56.25,18,32
2020,5,34021,Bud Cauley,56.0,14,25
2020,5,34098,Russell Henley,56.0,14,25
2020,5,36871,Matthew NeSmith,56.0,14,25
2020,5,47993,Denny McCarthy,55.88,19,34
2020,5,24924,Bill Haas,55.56,5,9
2020,5,46442,Maverick McNealy,55.56,15,27
2020,5,46441,Robby Shelton,55.56,15,27
2020,5,29518,Brendan Steele,55.56,10,18
2020,5,35658,Kris Ventura,55.56,5,9
2020,5,33141,Keegan Bradley,55.17,16,29
2020,5,32640,Troy Merritt,55.0,11,20
2020,20,46970,Jon Rahm,55.0,11,20
2020,5,39953,Chase Seiffert,55.0,11,20
2020,5,34256,Andrew Putnam,54.55,6,11
2020,63,48081,Xander Schauffele,54.55,12,22
2020,4,29535,Brice Garnett,54.17,13,24
2020,-29,50525,Collin Morikawa,54.17,13,24
2020,4,31323,Gary Woodland,54.17,13,24
2020,4,25686,Jason Dufner,53.57,15,28
2020,-20,32839,Hideki Matsuyama,53.57,15,28
2020,3,35450,Patrick Cantlay,53.33,8,15
2020,3,46402,Talor Gooch,53.33,16,30
2020,3,27644,Brian Harman,53.33,16,30
2020,3,39977,Max Homa,53.33,16,30
2020,3,25818,Scott Piercy,53.33,8,15
2020,3,46550,Brandon Hagy,52.94,9,17
2020,3,25493,Nick Taylor,52.78,19,36
2020,-37,45486,Joaquin Niemann,52.38,11,21
2020,7,39971,Sungjae Im,51.85,14,27
2020,24,48822,Sebastián Muñoz,51.85,14,27
2020,1,29926,Danny Lee,51.72,15,29
2020,5,29221,Webb Simpson,51.72,15,29
2020,0,29970,Dylan Frittelli,51.61,16,31
2020,0,27974,Sung Kang,51.61,16,31
2020,0,28775,Nate Lashley,51.61,16,31
2020,0,22371,Aaron Baddeley,50.0,9,18
2020,46,40026,Daniel Berger,50.0,14,28
2020,0,40098,Matt Fitzpatrick,50.0,11,22
2020,0,33399,Adam Hadwin,50.0,10,20
2020,0,35506,Mackenzie Hughes,50.0,14,28
2020,0,37455,Si Woo Kim,50.0,15,30
2020,0,32757,Patton Kizzire,50.0,9,18
2020,0,27129,Luke List,50.0,13,26
2020,0,34466,Peter Malnati,50.0,8,16
2020,30,28237,Rory McIlroy,50.0,15,30
2020,0,33486,Roger Sloan,50.0,10,20
2020,0,49960,Sepp Straka,50.0,14,28
2020,0,27095,Nick Watney,50.0,7,14
2020,0,25804,Bubba Watson,50.0,11,22
2020,-14,25396,Kevin Na,48.84,21,43
2020,1,47128,Richy Werenski,48.57,17,35
2020,1,33419,Cameron Tringale,48.0,12,25
2020,2,45157,Cam Davis,47.83,11,23
2020,2,27214,Kevin Streelman,47.83,11,23
2020,2,35617,Martin Trainer,47.83,11,23
2020,2,35461,Beau Hossler,47.62,10,21
2020,2,33948,Byeong Hun An,47.37,18,38
2020,2,51766,Wyndham Clark,47.06,8,17
2020,2,19803,Ryan Armour,46.67,7,15
2020,2,36689,Brooks Koepka,46.67,7,15
2020,2,26329,Louis Oosthuizen,46.67,7,15
2020,2,37275,Sam Ryder,46.67,14,30
2020,2,33449,Zack Sucher,46.67,7,15
2020,2,31646,Emiliano Grillo,46.15,6,13
2020,2,26596,Ryan Moore,46.15,6,13
2020,3,34563,Chesson Hadley,45.45,10,22
2020,3,31420,Anirban Lahiri,45.45,5,11
2020,3,24361,Pat Perez,45.45,5,11
2020,3,27649,Brandt Snedeker,45.45,10,22
2020,33,30927,Brendon Todd,45.45,15,33
2020,3,32139,Danny Willett,45.45,5,11
2020,2,36801,Mark Hubbard,45.16,14,31
2020,2,33410,Andrew Landry,45.0,9,20
2020,3,21407,Arjun Atwal,44.44,4,9
2020,3,40009,Dominic Bozzelli,44.44,8,18
2020,3,46435,Austin Cook,44.44,8,18
2020,-2,29478,Kevin Kisner,44.0,11,25
2020,5,24138,Ian Poulter,44.0,11,25
2020,6,33404,Chris Baker,43.75,7,16
2020,6,34076,Joel Dahmen,43.75,14,32
2020,25,30925,Dustin Johnson,43.75,7,16
2020,6,25349,Tim Wilkinson,43.75,7,16
2020,12,46046,Scottie Scheffler,43.59,17,39
2020,-2,26851,Marc Leishman,43.33,13,30
2020,4,33667,Carlos Ortiz,43.33,13,30
2020,3,25900,Lucas Glover,42.86,12,28
2020,3,26758,David Hearn,42.86,9,21
2020,3,27942,Rob Oppenheim,42.86,9,21
2020,3,32254,Xinjun Zhang,42.86,15,35
2020,3,33120,Mark Anderson,42.11,8,19
2020,5,34099,Harris English,42.11,16,38
2020,2,30163,Henrik Norlander,41.94,13,31
2020,25,29420,Billy Horschel,41.67,10,24
2020,2,34213,Grayson Murray,41.67,5,12
2020,2,30692,Scott Stallings,41.67,10,24
2020,4,34314,Sebastian Cappelen,40.91,9,22
2020,4,32102,Rickie Fowler,40.91,9,22
2020,4,34046,Jordan Spieth,40.91,9,22
2020,4,20229,Stewart Cink,40.74,11,27
2020,9,35310,Lanto Griffin,40.48,17,42
2020,3,21961,Charles Howell III,40.0,12,30
2020,3,36699,Patrick Rodgers,40.0,14,35
2020,4,45609,Tyler Duncan,39.39,13,33
2020,4,33490,Bo Hoag,39.29,11,28
2020,5,40042,Tyler McCumber,38.89,7,18
2020,5,31557,Jim Herman,38.71,12,31
2020,5,32366,Kevin Chappell,38.46,5,13
2020,5,29974,Branden Grace,38.46,5,13
2020,5,27556,Ted Potter Jr.,38.46,5,13
2020,5,29908,C.T. Pan,37.5,9,24
2020,5,23788,D.J. Trahan,37.5,6,16
2020,5,51894,Vince Whaley,37.5,3,8
2020,6,29479,Scott Brown,36.67,11,30
2020,7,48119,Ben Taylor,35.71,5,14
2020,7,23623,Bo Van Pelt,35.71,5,14
2020,7,40058,Zac Blair,34.78,8,23
2020,7,49766,Hank Lebioda,34.78,8,23
2020,7,19846,Brian Gay,34.62,9,26
2020,7,28307,Matt Every,33.33,4,12
2020,7,32448,James Hahn,33.33,4,12
2020,7,35532,Tom Hoge,33.33,8,24
2020,7,35449,Adam Long,33.33,9,27
2020,7,32333,Kevin Tway,33.33,4,12
2020,8,45526,Abraham Ancer,32.35,11,34
2020,8,27936,Martin Laird,31.25,5,16
2020,8,52375,Doug Ghim,30.77,4,13
2020,8,30944,Jason Kokrak,30.77,4,13
2020,8,35732,Wes Roach,30.77,4,13
2020,8,39324,J.J. Spaun,30.77,8,26
2020,8,56278,Matthew Wolff,30.77,8,26
2020,8,25572,Graeme McDowell,30.0,6,20
2020,8,47504,Sam Burns,29.17,7,24
2020,8,27330,Josh Teater,28.57,2,7
2020,13,29725,Tony Finau,27.78,5,18
2020,7,27963,Chris Stroud,27.27,3,11
2020,7,48045,Michael Gellerman,25.0,2,8
2020,7,27064,Jhonattan Vegas,25.0,4,16
2020,7,34363,Tyrrell Hatton,20.0,2,10
2020,7,25632,Jimmy Walker,19.05,4,21
2020,8,10809,Jim Furyk,18.18,2,11
2020,8,33413,Ben Martin,16.67,1,6
2020,8,22056,Cameron Percy,16.67,1,6
2020,8,26499,Rafa Cabrera Bello,11.11,1,9
2020,8,34431,Robert Streb,7.69,1,13
2020,8,56762,Will Gordon,0.0,0,5
2019,0,27974,Sung Kang,76.67,23,30
2019,0,28237,Rory McIlroy,73.33,11,15
2019,0,25198,Francesco Molinari,72.73,16,22
2019,0,22405,Justin Rose,71.43,15,21
2019,0,35449,Adam Long,70.0,21,30
2019,0,26851,Marc Leishman,69.57,16,23
2019,0,29268,Bronson Burgoon,68.42,13,19
2019,0,37275,Sam Ryder,68.42,13,19
2019,0,46402,Talor Gooch,66.67,10,15
2019,0,23108,Matt Kuchar,65.63,21,32
2019,0,30911,Tommy Fleetwood,63.64,14,22
2019,0,34360,Patrick Reed,63.64,21,33
2019,0,24502,Adam Scott,63.64,14,22
2019,0,32102,Rickie Fowler,63.41,26,41
2019,0,35450,Patrick Cantlay,62.5,10,16
2019,0,34306,John Chin,62.5,10,16
2019,0,34256,Andrew Putnam,62.5,20,32
2019,0,33122,Russell Knox,61.54,16,26
2019,0,33419,Cameron Tringale,61.11,11,18
2019,0,29974,Branden Grace,60.0,15,25
2019,0,29221,Webb Simpson,60.0,21,35
2019,0,27649,Brandt Snedeker,60.0,18,30
2019,0,29484,Peter Uihlein,60.0,15,25
2019,0,37455,Si Woo Kim,59.26,16,27
2019,0,34098,Russell Henley,58.82,10,17
2019,0,31420,Anirban Lahiri,58.82,10,17
2019,0,40115,Adam Svensson,58.82,10,17
2019,0,32058,José de Jesús Rodríguez,58.62,17,29
2019,0,27958,Ryan Blaum,58.33,21,36
2019,0,25900,Lucas Glover,58.33,21,36
2019,0,33486,Roger Sloan,57.89,22,38
2019,0,28252,Seamus Power,57.58,19,33
2019,0,23621,Rory Sabbatini,57.5,23,40
2019,0,27349,Alex Noren,57.14,12,21
2019,0,26499,Rafa Cabrera Bello,56.67,17,30
2019,0,29908,C.T. Pan,56.67,17,30
2019,0,35461,Beau Hossler,56.41,22,39
2019,0,28679,Fabián Gómez,56.25,9,16
2019,0,32640,Troy Merritt,56.25,9,16
2019,0,27644,Brian Harman,56.0,14,25
2019,0,46970,Jon Rahm,56.0,14,25
2019,0,33448,Justin Thomas,56.0,14,25
2019,0,45486,Joaquin Niemann,55.88,19,34
2019,0,34563,Chesson Hadley,55.56,20,36
2019,0,29478,Kevin Kisner,55.26,21,38
2019,0,51766,Wyndham Clark,54.84,17,31
2019,0,34046,Jordan Spieth,54.84,17,31
2019,0,24138,Ian Poulter,54.55,12,22
2019,0,34264,Hudson Swafford,54.55,12,22
2019,0,24024,Zach Johnson,54.17,13,24
2019,0,25632,Jimmy Walker,54.17,13,24
2019,0,36799,Stephan Jaeger,53.57,15,28
2019,0,25396,Kevin Na,53.57,15,28
2019,0,36689,Brooks Koepka,53.33,8,15
2019,0,1810,Phil Mickelson,53.33,16,30
2019,0,30925,Dustin Johnson,52.94,9,17
2019,0,33399,Adam Hadwin,52.63,10,19
2019,0,32139,Danny Willett,52.63,10,19
2019,0,30978,Kiradech Aphibarnrat,52.38,11,21
2019,0,28089,Jason Day,52.38,11,21
2019,0,45526,Abraham Ancer,52.17,12,23
2019,0,47993,Denny McCarthy,52.17,12,23
2019,0,27214,Kevin Streelman,52.17,12,23
2019,0,32757,Patton Kizzire,52.0,13,25
2019,0,49960,Sepp Straka,52.0,13,25
2019,0,48822,Sebastián Muñoz,51.72,15,29
2019,0,34261,Scott Langley,51.52,17,33
2019,0,29420,Billy Horschel,51.35,19,37
2019,0,39977,Max Homa,51.28,20,39
2019,0,32150,Michael Thompson,51.28,20,39
2019,0,33948,Byeong Hun An,50.0,16,32
2019,0,20472,Alex Cejka,50.0,7,14
2019,0,35376,Roberto Díaz,50.0,13,26
2019,0,25686,Jason Dufner,50.0,19,38
2019,0,19846,Brian Gay,50.0,19,38
2019,0,31646,Emiliano Grillo,50.0,16,32
2019,0,39971,Sungjae Im,50.0,18,36
2019,0,21731,Freddie Jacobson,50.0,7,14
2019,0,27936,Martin Laird,50.0,21,42
2019,0,28775,Nate Lashley,50.0,13,26
2019,0,49766,Hank Lebioda,50.0,11,22
2019,0,30946,Alex Prugh,50.0,13,26
2019,0,39327,Ben Silverman,50.0,5,10
2019,0,30692,Scott Stallings,50.0,20,40
2019,0,49771,J.T. Poston,48.78,20,41
2019,0,32333,Kevin Tway,48.48,16,33
2019,0,37189,Harold Varner III,48.39,15,31
2019,0,10809,Jim Furyk,48.28,14,29
2019,0,24781,Hunter Mahan,48.28,14,29
2019,0,29223,Sam Saunders,48.15,13,27
2019,0,33410,Andrew Landry,48.0,12,25
2019,0,26596,Ryan Moore,48.0,12,25
2019,0,27963,Chris Stroud,48.0,12,25
2019,0,19803,Ryan Armour,47.83,11,23
2019,0,33418,Shawn Stefani,47.83,11,23
2019,0,35617,Martin Trainer,47.83,11,23
2019,0,37454,Whee Kim,47.62,10,21
2019,0,47504,Sam Burns,47.06,16,34
2019,0,35421,Brandon Harkins,46.67,14,30
2019,0,25572,Graeme McDowell,46.67,14,30
2019,0,27095,Nick Watney,45.95,17,37
2019,0,49303,Anders Albertson,45.83,11,24
2019,0,26300,Matt Jones,45.71,16,35
2019,0,27895,Jonas Blixt,45.45,15,33
2019,0,48081,Xander Schauffele,45.45,10,22
2019,0,31323,Gary Woodland,45.45,10,22
2019,0,37340,Chase Wright,45.45,10,22
2019,0,29926,Danny Lee,45.24,19,42
2019,0,12716,Charley Hoffman,45.16,14,31
2019,0,30110,Kyle Stanley,45.16,14,31
2019,0,31560,Brian Stuard,45.16,14,31
2019,0,47959,Bryson DeChambeau,45.0,9,20
2019,0,6522,Ernie Els,44.44,4,9
2019,0,34099,Harris English,43.75,14,32
2019,0,47128,Richy Werenski,43.75,14,32
2019,0,34076,Joel Dahmen,43.59,17,39
2019,0,25493,Nick Taylor,43.59,17,39
2019,0,30191,Julián Etulain,43.48,10,23
2019,0,24924,Bill Haas,43.48,10,23
2019,0,35891,Cameron Smith,43.48,10,23
2019,0,33141,Keegan Bradley,43.33,13,30
2019,0,46435,Austin Cook,43.18,19,44
2019,0,40026,Daniel Berger,42.86,12,28
2019,0,40009,Dominic Bozzelli,42.86,9,21
2019,0,36852,Jim Knous,42.86,6,14
2019,0,25804,Bubba Watson,42.86,12,28
2019,0,35879,Kelly Kraft,42.5,17,40
2019,0,29479,Scott Brown,42.42,14,33
2019,0,35732,Wes Roach,42.31,11,26
2019,0,23325,Vaughn Taylor,42.11,16,38
2019,0,34021,Bud Cauley,41.94,13,31
2019,0,25818,Scott Piercy,41.94,13,31
2019,0,27064,Jhonattan Vegas,41.94,13,31
2019,0,30944,Jason Kokrak,41.67,10,24
2019,0,37380,Curtis Luck,41.67,10,24
2019,0,26329,Louis Oosthuizen,41.67,10,24
2019,0,24361,Pat Perez,41.38,12,29
2019,0,47347,Adam Schenk,41.38,12,29
2019,0,21209,Sergio Garcia,41.18,7,17
2019,0,30786,Brady Schnell,41.18,7,17
2019,0,29725,Tony Finau,41.03,16,39
2019,0,26476,Chez Reavie,40.91,9,22
2019,0,25364,Paul Casey,40.0,12,30
2019,0,31557,Jim Herman,40.0,6,15
2019,0,32839,Hideki Matsuyama,40.0,14,35
2019,0,46501,Ollie Schniederjans,40.0,12,30
2019,0,21528,Henrik Stenson,40.0,8,20
2019,0,21961,Charles Howell III,39.13,18,46
2019,0,46601,Trey Mullinax,39.13,9,23
2019,0,27141,J.B. Holmes,38.89,7,18
2019,0,32791,K.H. Lee,38.46,10,26
2019,0,32200,Roberto Castro,38.1,8,21
2019,0,34363,Tyrrell Hatton,38.1,8,21
2019,0,36699,Patrick Rodgers,38.1,8,21
2019,0,27129,Luke List,37.93,11,29
2019,0,35532,Tom Hoge,37.5,9,24
2019,0,27556,Ted Potter Jr.,37.5,9,24
2019,0,35506,Mackenzie Hughes,37.04,10,27
2019,0,28259,Sangmoon Bae,36.84,7,19
2019,0,40098,Matt Fitzpatrick,36.84,7,19
2019,0,47990,Kyle Jones,36.84,7,19
2019,0,29518,Brendan Steele,36.84,7,19
2019,0,22371,Aaron Baddeley,36.36,8,22
2019,0,39997,Corey Conners,36.36,8,22
