YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
2024,1,0,46113,Ryan McCormick,-.600
2024,2,0,47679,Victor Perez,-.556
2024,3,0,46046,Scottie Scheffler,-.524
2024,4,0,36871,Matt NeSmith,-.429
2024,5,0,34021,Bud Cauley,-.412
2024,5,0,47420,Jake Knapp,-.412
2024,7,0,34099,Harris English,-.400
2024,7,0,25900,Lucas Glover,-.400
2024,7,0,49960,Sepp Straka,-.400
2024,10,0,51696,Rico Hoey,-.389
2024,11,0,34098,Russell Henley,-.375
2024,12,0,32640,Troy Merritt,-.364
2024,13,0,52215,Robert MacIntyre,-.357
2024,14,0,51890,Greyson Sigg,-.350
2024,14,0,27770,Camilo Villegas,-.350
2024,16,0,50497,Adrien Dumont de Chassart,-.333
2024,16,0,54591,Ben Griffin,-.333
2024,16,0,48319,Tom Whitney,-.333
2024,19,0,57366,Cameron Young,-.316
2024,20,0,32333,Kevin Tway,-.313
2024,21,0,33948,Byeong Hun An,-.308
2024,21,0,36799,Stephan Jaeger,-.308
2024,23,0,54628,Lee Hodges,-.304
2024,24,0,57900,Chandler Phillips,-.300
2024,25,0,27349,Alex Noren,-.294
2024,26,0,59143,Mac Meissner,-.292
2024,27,0,34587,Chan Kim,-.286
2024,27,0,27649,Brandt Snedeker,-.286
2024,29,0,59836,Pierceson Coody,-.280
2024,29,0,49947,Taylor Moore,-.280
2024,31,0,40058,Zac Blair,-.278
2024,31,0,47993,Denny McCarthy,-.278
2024,31,0,52666,Sami Valimaki,-.278
2024,31,0,55454,Carl Yuan,-.278
2024,35,0,36326,David Lipsky,-.273
2024,36,0,51766,Wyndham Clark,-.263
2024,37,0,51894,Vince Whaley,-.261
2024,38,0,56149,Wilson Furr,-.250
2024,38,0,12716,Charley Hoffman,-.250
2024,38,0,51997,Andrew Novak,-.250
2024,38,0,39327,Ben Silverman,-.250
2024,42,0,31323,Gary Woodland,-.235
2024,43,0,55708,Hayden Buckley,-.231
2024,43,0,22405,Justin Rose,-.231
2024,45,0,34256,Andrew Putnam,-.222
2024,45,0,33486,Roger Sloan,-.222
2024,47,0,36699,Patrick Rodgers,-.219
2024,48,0,49771,J.T. Poston,-.217
2024,49,0,37275,Sam Ryder,-.214
2024,49,0,27330,Josh Teater,-.214
2024,51,0,32757,Patton Kizzire,-.211
2024,52,0,34076,Joel Dahmen,-.206
2024,53,0,33408,Tyson Alexander,-.200
2024,53,0,47591,Eric Cole,-.200
2024,53,0,52453,Nicolai Højgaard,-.200
2024,53,0,27936,Martin Laird,-.200
2024,53,0,28775,Nate Lashley,-.200
2024,53,0,40250,Taylor Pendrith,-.200
2024,53,0,24502,Adam Scott,-.200
2024,53,0,52513,Carson Young,-.200
2024,61,0,56630,Akshay Bhatia,-.194
2024,62,0,37455,Si Woo Kim,-.192
2024,63,0,28252,Seamus Power,-.190
2024,64,0,40026,Daniel Berger,-.182
2024,64,0,33968,Thorbjørn Olesen,-.182
2024,66,0,35461,Beau Hossler,-.179
2024,67,0,25493,Nick Taylor,-.176
2024,68,0,59095,Chris Gotterup,-.167
2024,69,0,46442,Maverick McNealy,-.160
2024,70,0,59866,Nick Dunlap,-.158
2024,70,0,30926,Chris Kirk,-.158
2024,70,0,54783,Dylan Wu,-.158
2024,70,0,45242,Kevin Yu,-.158
2024,74,0,28237,Rory McIlroy,-.154
2024,74,0,33448,Justin Thomas,-.154
2024,76,0,39975,Michael Kim,-.150
2024,77,0,40115,Adam Svensson,-.148
2024,77,0,48887,Matt Wallace,-.148
2024,79,0,28089,Jason Day,-.143
2024,79,0,45609,Tyler Duncan,-.143
2024,79,0,35506,Mackenzie Hughes,-.143
2024,79,0,39324,J.J. Spaun,-.143
2024,83,0,47988,Nick Hardy,-.136
2024,84,0,34466,Peter Malnati,-.133
2024,85,0,52375,Doug Ghim,-.130
2024,85,0,36884,Ben Kohles,-.130
2024,87,0,39977,Max Homa,-.125
2024,87,0,36801,Mark Hubbard,-.125
2024,87,0,27139,David Skinns,-.125
2024,87,0,34046,Jordan Spieth,-.125
2024,87,0,52374,Brandon Wu,-.125
2024,92,0,22371,Aaron Baddeley,-.111
2024,92,0,34255,Joseph Bramlett,-.111
2024,92,0,35532,Tom Hoge,-.111
2024,92,0,27129,Luke List,-.111
2024,92,0,46414,Aaron Rai,-.111
2024,97,0,33653,Thomas Detry,-.100
2024,97,0,23320,Ryan Palmer,-.100
2024,97,0,48081,Xander Schauffele,-.100
2024,100,0,51977,Max Greyserman,-.095
2024,101,0,39546,Keith Mitchell,-.091
2024,102,0,35450,Patrick Cantlay,-.083
2024,102,0,58168,Davis Thompson,-.083
2024,104,0,57362,Austin Eckroat,-.080
2024,105,0,54421,Garrick Higgo,-.077
2024,105,0,60067,Joe Highsmith,-.077
2024,107,0,39997,Corey Conners,-.067
2024,107,0,59442,Parker Coody,-.067
2024,107,0,50525,Collin Morikawa,-.067
2024,110,0,55893,Sam Stevens,-.065
2024,111,0,33141,Keegan Bradley,-.063
2024,111,0,51349,Nico Echavarria,-.063
2024,111,0,46717,Viktor Hovland,-.063
2024,111,0,48119,Ben Taylor,-.063
2024,115,0,46441,Robby Shelton,-.059
2024,116,0,47995,Davis Riley,-.053
2024,117,0,51634,Sahith Theegala,-.050
2024,118,0,32791,K.H. Lee,-.045
2024,119,0,45522,Christiaan Bezuidenhout,-.043
2024,120,0,57975,Harry Hall,-.042
2024,120,0,55182,Tom Kim,-.042
2024,122,0,54576,Patrick Fishburn,-.037
2024,122,0,23108,Matt Kuchar,-.037
2024,124,0,47347,Adam Schenk,-.029
2024,125,0,32367,Jorge Campillo,E
2024,125,0,52372,Cameron Champ,E
2024,125,0,45157,Cam Davis,E
2024,125,0,29936,Ryan Fox,E
2024,125,0,35310,Lanto Griffin,E
2024,125,0,27644,Brian Harman,E
2024,125,0,51287,Ryo Hisatsune,E
2024,125,0,39971,Sungjae Im,E
2024,125,0,24024,Zach Johnson,E
2024,125,0,48117,Kurt Kitayama,E
2024,125,0,37378,Min Woo Lee,E
2024,125,0,33204,Shane Lowry,E
2024,125,0,26596,Ryan Moore,E
2024,125,0,30163,Henrik Norlander,E
2024,125,0,47806,Raul Pereda,E
2024,125,0,26476,Chez Reavie,E
2024,125,0,50095,Austin Smotherman,E
2024,125,0,50493,Justin Suh,E
2024,125,0,35617,Martin Trainer,E
2024,144,0,50484,Hayden Springer,+.040
2024,145,0,47504,Sam Burns,+.043
2024,146,0,30927,Brendon Todd,+.048
