YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2021,0,40026,Daniel Berger,3.92,1770,452
2021,0,21209,Sergio Garcia,3.95,1589,402
2021,0,45526,Abraham Ancer,3.96,2057,520
2021,0,35450,Patrick Cantlay,3.96,1624,410
2021,0,32448,James Hahn,3.96,1461,369
2021,0,21961,Charles Howell III,3.96,1445,365
2021,0,25396,Kevin Na,3.96,1818,459
2021,0,46970,Jon Rahm,3.96,1574,397
2021,0,46046,Scottie Scheffler,3.96,2011,508
2021,0,31646,Emiliano Grillo,3.97,2028,511
2021,0,34363,Tyrrell Hatton,3.97,1178,297
2021,0,30925,Dustin Johnson,3.97,1564,394
2021,0,30926,Chris Kirk,3.97,1855,467
2021,0,23108,Matt Kuchar,3.97,1370,345
2021,0,31420,Anirban Lahiri,3.97,1460,368
2021,0,23320,Ryan Palmer,3.97,1510,380
2021,0,53165,Doc Redman,3.97,1598,403
2021,0,27214,Kevin Streelman,3.97,2014,507
2021,0,45157,Cam Davis,3.98,1977,497
2021,0,47959,Bryson DeChambeau,3.98,1705,428
2021,0,29725,Tony Finau,3.98,1908,480
2021,0,52375,Doug Ghim,3.98,1835,461
2021,0,34098,Russell Henley,3.98,1771,445
2021,0,37455,Si Woo Kim,3.98,1972,495
2021,0,47504,Sam Burns,3.99,1773,444
2021,0,34099,Harris English,3.99,1984,497
2021,0,29535,Brice Garnett,3.99,2000,501
2021,0,39971,Sungjae Im,3.99,2574,645
2021,0,32757,Patton Kizzire,3.99,2153,539
2021,0,36689,Brooks Koepka,3.99,1422,356
2021,0,49766,Hank Lebioda,3.99,1519,381
2021,0,32791,K.H. Lee,3.99,2249,563
2021,0,32839,Hideki Matsuyama,3.99,1942,487
2021,0,50525,Collin Morikawa,3.99,1651,414
2021,0,28252,Seamus Power,3.99,1245,312
2021,0,48081,Xander Schauffele,3.99,1580,396
2021,0,29221,Webb Simpson,3.99,1585,397
2021,0,32333,Kevin Tway,3.99,1322,331
2021,0,40098,Matt Fitzpatrick,4.0,1371,343
2021,0,29974,Branden Grace,4.0,1724,431
2021,0,27644,Brian Harman,4.0,2142,535
2021,0,12716,Charley Hoffman,4.0,2103,526
2021,0,46717,Viktor Hovland,4.0,1738,435
2021,0,24024,Zach Johnson,4.0,1805,451
2021,0,33122,Russell Knox,4.0,1957,489
2021,0,46442,Maverick McNealy,4.0,1683,421
2021,0,32640,Troy Merritt,4.0,2092,523
2021,0,39546,Keith Mitchell,4.0,1811,453
2021,0,26329,Louis Oosthuizen,4.0,1532,383
2021,0,24361,Pat Perez,4.0,2038,509
2021,0,26476,Chez Reavie,4.0,1794,449
2021,0,34360,Patrick Reed,4.0,1614,404
2021,0,35891,Cameron Smith,4.0,1753,438
2021,0,34046,Jordan Spieth,4.0,1826,456
2021,0,33448,Justin Thomas,4.0,1758,440
2021,0,19803,Ryan Armour,4.01,1671,417
2021,0,33141,Keegan Bradley,4.01,1809,451
2021,0,25364,Paul Casey,4.01,1484,370
2021,0,34076,Joel Dahmen,4.01,1697,423
2021,0,28089,Jason Day,4.01,1348,336
2021,0,33597,Harry Higgs,4.01,1679,419
2021,0,26300,Matt Jones,4.01,2202,549
2021,0,45486,Joaquin Niemann,4.01,2184,545
2021,0,33667,Carlos Ortiz,4.01,1957,488
2021,0,39953,Chase Seiffert,4.01,1664,415
2021,0,34431,Robert Streb,4.01,1809,451
2021,0,31560,Brian Stuard,4.01,2227,555
2021,0,23788,D.J. Trahan,4.01,1393,347
2021,0,51894,Vince Whaley,4.01,1671,417
2021,0,33404,Chris Baker,4.02,1162,289
2021,0,29268,Bronson Burgoon,4.02,1525,379
2021,0,39997,Corey Conners,4.02,2189,545
2021,0,46435,Austin Cook,4.02,1546,385
2021,0,30911,Tommy Fleetwood,4.02,1266,315
2021,0,25900,Lucas Glover,4.02,2064,513
2021,0,46402,Talor Gooch,4.02,1884,469
2021,0,34563,Chesson Hadley,4.02,1556,387
2021,0,33490,Bo Hoag,4.02,1823,453
2021,0,32816,Satoshi Kodaira,4.02,1604,399
2021,0,24138,Ian Poulter,4.02,1571,391
2021,0,34256,Andrew Putnam,4.02,1911,475
2021,0,33486,Roger Sloan,4.02,1747,435
