YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
2024,48,0,46340,Alex Smalley,64.05%,243232.0,379782
2024,50,0,39975,Michael Kim,64.02%,257740.1,402571
2024,51,0,32366,Kevin Chappell,64.01%,169006.8,264030
2024,51,0,33448,Justin Thomas,64.01%,248408.8,388093
2024,53,0,46113,Ryan McCormick,64.00%,193542.1,302404
2024,54,0,35450,Patrick Cantlay,63.98%,231632.6,362041
2024,54,0,52215,Robert MacIntyre,63.98%,258035.3,403321
2024,56,0,51894,Vince Whaley,63.97%,221098.5,345619
2024,57,0,48081,Xander Schauffele,63.94%,287410.2,449503
2024,58,0,50497,Adrien Dumont de Chassart,63.92%,237783.5,371987
2024,58,0,51634,Sahith Theegala,63.92%,353396.7,552850
2024,60,0,39997,Corey Conners,63.85%,323919.5,507319
2024,61,0,33141,Keegan Bradley,63.75%,295360.4,463302
2024,62,0,48867,Matti Schmid,63.70%,257243.4,403865
2024,63,0,59866,Nick Dunlap,63.65%,264651.4,415779
2024,64,0,60067,Joe Highsmith,63.64%,237364.8,372970
2024,65,0,30926,Chris Kirk,63.61%,278075.8,437183
2024,65,0,35617,Martin Trainer,63.61%,166318.9,261479
2024,67,0,52514,Trace Crowe,63.60%,216654.3,340639
2024,68,0,58168,Davis Thompson,63.59%,328109.0,515941
2024,69,0,46442,Maverick McNealy,63.56%,321647.3,506045
2024,70,0,56630,Akshay Bhatia,63.55%,326782.7,514232
2024,71,0,35461,Beau Hossler,63.53%,322900.1,508234
2024,72,0,45609,Tyler Duncan,63.52%,228169.8,359225
2024,73,0,32757,Patton Kizzire,63.49%,215645.1,339672
2024,74,0,57975,Harry Hall,63.48%,288500.7,454455
2024,74,0,52453,Nicolai Højgaard,63.48%,185609.7,292371
2024,76,0,12716,Charley Hoffman,63.46%,248264.9,391237
2024,77,0,50095,Austin Smotherman,63.42%,154547.7,243699
2024,77,0,39324,J.J. Spaun,63.42%,296384.0,467349
2024,79,0,32070,Rafael Campos,63.40%,179560.0,283204
2024,79,0,47347,Adam Schenk,63.40%,331151.6,522339
2024,81,0,60004,Jacob Bridgeman,63.39%,244064.2,384991
2024,82,0,45157,Cam Davis,63.36%,296299.3,467630
2024,83,0,33408,Tyson Alexander,63.35%,248209.8,391832
2024,83,0,34563,Chesson Hadley,63.35%,249045.7,393121
2024,85,0,28089,Jason Day,63.33%,245005.2,386867
2024,86,0,50188,S.H. Kim,63.30%,365443.2,577288
2024,87,0,35310,Lanto Griffin,63.29%,236126.1,373060
2024,88,0,34466,Peter Malnati,63.23%,275612.9,435867
2024,89,0,33399,Adam Hadwin,63.21%,290233.0,459155
2024,90,0,39971,Sungjae Im,63.19%,323189.3,511437
2024,91,0,32839,Hideki Matsuyama,63.11%,263060.5,416814
2024,91,0,51997,Andrew Novak,63.11%,309863.7,491023
2024,93,0,57362,Austin Eckroat,63.08%,318893.3,505554
2024,93,0,48153,Matthieu Pavon,63.08%,217486.6,344785
2024,95,0,22405,Justin Rose,63.07%,216184.5,342773
2024,96,0,34099,Harris English,63.06%,318717.5,505407
2024,97,0,33653,Thomas Detry,63.03%,264476.3,419602
2024,98,0,34587,Chan Kim,62.99%,285759.8,453666
2024,98,0,32791,K.H. Lee,62.99%,273217.4,433736
2024,100,0,35506,Mackenzie Hughes,62.98%,339878.0,539668
2024,100,0,23320,Ryan Palmer,62.98%,143771.1,228283
2024,102,0,55708,Hayden Buckley,62.96%,242016.1,384412
2024,103,0,34021,Bud Cauley,62.93%,205632.6,326760
2024,103,0,59442,Parker Coody,62.93%,193664.4,307725
2024,103,0,48887,Matt Wallace,62.93%,234533.3,372665
2024,106,0,47591,Eric Cole,62.92%,389587.8,619178
2024,107,0,34374,Erik Barnes,62.91%,178317.8,283431
2024,108,0,34076,Joel Dahmen,62.90%,292906.3,465681
2024,109,0,27214,Kevin Streelman,62.88%,229744.2,365380
2024,110,0,40026,Daniel Berger,62.86%,241880.3,384803
2024,110,0,50493,Justin Suh,62.86%,249836.6,397418
2024,112,0,29420,Billy Horschel,62.84%,272224.4,433236
2024,113,0,39977,Max Homa,62.83%,283211.9,450768
2024,113,0,29221,Webb Simpson,62.83%,196287.5,312420
2024,115,0,55182,Tom Kim,62.81%,292902.6,466298
2024,115,0,33204,Shane Lowry,62.81%,249764.5,397631
2024,117,0,49771,J.T. Poston,62.79%,313443.7,499210
2024,118,0,40098,Matt Fitzpatrick,62.74%,254139.1,405039
2024,119,0,32102,Rickie Fowler,62.71%,275819.0,439832
2024,119,0,27330,Josh Teater,62.71%,153188.3,244283
2024,121,0,59143,Mac Meissner,62.68%,260908.5,416285
2024,121,0,48319,Tom Whitney,62.68%,201572.6,321572
2024,123,0,27139,David Skinns,62.67%,271947.0,433925
2024,124,0,47483,Will Zalatoris,62.66%,240251.5,383439
2024,125,0,30911,Tommy Fleetwood,62.65%,262114.5,418367
2024,126,0,37455,Si Woo Kim,62.64%,316527.5,505302
2024,126,0,48119,Ben Taylor,62.64%,217079.6,346577
2024,128,0,47679,Victor Perez,62.62%,243209.1,388363
2024,129,0,54591,Ben Griffin,62.59%,363182.9,580294
2024,130,0,40115,Adam Svensson,62.54%,402183.2,643129
2024,131,0,33968,Thorbjørn Olesen,62.50%,160362.8,256564
2024,132,0,51349,Nico Echavarria,62.49%,281321.2,450180
2024,133,0,35532,Tom Hoge,62.48%,369024.7,590612
2024,134,0,33486,Roger Sloan,62.47%,216160.4,346036
2024,135,0,28252,Seamus Power,62.44%,357580.4,572719
2024,136,0,57900,Chandler Phillips,62.38%,297801.5,477367
2024,137,0,36871,Matt NeSmith,62.34%,247964.5,397734
2024,137,0,52666,Sami Valimaki,62.34%,227655.4,365198
2024,139,0,52375,Doug Ghim,62.33%,315354.9,505977
2024,140,0,49960,Sepp Straka,62.31%,267822.1,429855
2024,141,0,50525,Collin Morikawa,62.29%,280432.1,450227
2024,142,0,27644,Brian Harman,62.27%,319155.4,512530
2024,143,0,51287,Ryo Hisatsune,62.26%,279488.2,448885
2024,144,0,32640,Troy Merritt,62.25%,231551.0,371961
2024,145,0,25493,Nick Taylor,62.22%,303628.4,488028
2024,146,0,30163,Henrik Norlander,62.21%,195646.0,314486
2024,147,0,52513,Carson Young,62.16%,294434.7,473684
2024,148,0,47983,Chad Ramey,62.14%,274112.2,441123
2024,149,0,36801,Mark Hubbard,62.08%,350813.4,565129
2024,150,0,54628,Lee Hodges,62.06%,343556.3,553617
2024,151,0,54783,Dylan Wu,62.01%,279094.7,450049
2024,152,0,39327,Ben Silverman,62.00%,281491.3,454024
2024,153,0,29908,C.T. Pan,61.94%,226376.9,365486
2024,153,0,51890,Greyson Sigg,61.94%,262183.3,423277
2024,155,0,27770,Camilo Villegas,61.91%,176002.2,284308
2024,156,0,52374,Brandon Wu,61.89%,250202.7,404279
2024,157,0,47993,Denny McCarthy,61.86%,317135.1,512681
2024,158,0,31646,Emiliano Grillo,61.85%,308680.9,499110
2024,158,0,37275,Sam Ryder,61.85%,237553.4,384066
2024,160,0,34098,Russell Henley,61.77%,258904.0,419144
2024,161,0,40162,Justin Lower,61.74%,329523.5,533759
2024,162,0,32367,Jorge Campillo,61.71%,164511.6,266584
2024,162,0,36326,David Lipsky,61.71%,229521.3,371913
2024,164,0,27936,Martin Laird,61.70%,229523.1,372026
2024,165,0,28775,Nate Lashley,61.68%,245387.5,397854
2024,166,0,27349,Alex Noren,61.65%,241092.9,391067
2024,167,0,25900,Lucas Glover,61.52%,305258.4,496224
2024,168,0,46414,Aaron Rai,61.51%,298961.4,486061
2024,169,0,47806,Raul Pereda,61.42%,142091.7,231352
2024,170,0,46441,Robby Shelton,61.35%,260241.7,424166
2024,171,0,55789,Taylor Montgomery,61.31%,184515.7,300971
2024,172,0,45522,Christiaan Bezuidenhout,61.16%,285421.5,466673
2024,173,0,36884,Ben Kohles,61.09%,288125.7,471611
2024,174,0,23108,Matt Kuchar,61.00%,262440.8,430207
2024,175,0,24024,Zach Johnson,60.94%,167864.3,275450
2024,176,0,29535,Brice Garnett,60.87%,167819.5,275713
2024,177,0,26596,Ryan Moore,60.75%,248403.2,408918
2024,178,0,29478,Kevin Kisner,60.43%,181616.9,300536
2024,179,0,40058,Zac Blair,60.39%,287310.9,475748
2024,180,0,26476,Chez Reavie,60.34%,216645.3,359012
2024,181,0,30927,Brendon Todd,60.04%,343378.0,571883
2024,182,0,22371,Aaron Baddeley,60.01%,228088.7,380064
2024,183,0,27649,Brandt Snedeker,59.95%,201064.9,335394
2024,184,0,34256,Andrew Putnam,59.60%,287817.5,482910
2023,1,0,28237,Rory McIlroy,66.90%,251263.5,375605
2023,2,0,57366,Cameron Young,66.70%,289812.7,434532
2023,3,0,49453,Trevor Cone,66.45%,268791.9,404483
2023,4,0,52955,Ludvig Åberg,66.35%,190196.9,286654
2023,5,0,45242,Kevin Yu,66.33%,202493.3,305283
2023,6,0,58696,Peter Kuest,66.06%,166136.4,251504
2023,7,0,51491,Brandon Matthews,65.85%,177092.8,268932
2023,8,0,33948,Byeong Hun An,65.82%,374517.9,568963
2023,9,0,51414,Brent Grant,65.81%,240342.3,365219
2023,10,0,27129,Luke List,65.78%,351568.2,534434
2023,11,0,51070,Vincent Norrman,65.69%,272929.5,415471
2023,12,0,39067,MJ Daffue,65.61%,311547.2,474814
2023,13,0,52411,Kyle Westmoreland,65.60%,243533.2,371256
2023,14,0,39546,Keith Mitchell,65.48%,311955.3,476438
2023,14,0,24502,Adam Scott,65.48%,219921.6,335886
2023,16,0,55454,Carl Yuan,65.34%,286850.2,439036
2023,17,0,48699,Callum Tarren,65.30%,343965.8,526738
2023,18,0,46046,Scottie Scheffler,65.23%,310932.5,476675
2023,19,0,52453,Nicolai Hojgaard,65.12%,142939.5,219506
2023,20,0,28420,Ryan Brehm,65.10%,279831.8,429877
2023,21,0,52372,Cameron Champ,65.05%,245748.1,377806
2023,21,0,48867,Matti Schmid,65.05%,216628.8,333009
2023,21,0,55893,Sam Stevens,65.05%,346544.0,532762
2023,24,0,27554,Scott Harrington,64.96%,237478.7,365559
2023,24,0,46970,Jon Rahm,64.96%,254099.6,391174
2023,26,0,46601,Trey Mullinax,64.94%,282735.5,435361
2023,27,0,35450,Patrick Cantlay,64.93%,260454.2,401142
2023,27,0,51766,Wyndham Clark,64.93%,358088.2,551465
2023,27,0,46717,Viktor Hovland,64.93%,293607.9,452192
2023,30,0,40250,Taylor Pendrith,64.91%,333691.8,514091
2023,31,0,39058,Lucas Herbert,64.88%,198664.8,306213
2023,31,0,32333,Kevin Tway,64.88%,332001.4,511680
2023,33,0,34255,Joseph Bramlett,64.80%,282010.4,435176
2023,34,0,45157,Cam Davis,64.79%,332526.1,513214
2023,35,0,58168,Davis Thompson,64.77%,361609.7,558327
2023,36,0,36699,Patrick Rodgers,64.75%,347959.5,537382
2023,37,0,54421,Garrick Higgo,64.63%,373881.0,578514
2023,38,0,39997,Corey Conners,64.53%,313348.3,485563
2023,39,0,39977,Max Homa,64.51%,321660.4,498613
2023,40,0,47988,Nick Hardy,64.50%,366885.3,568820
2023,41,0,36799,Stephan Jaeger,64.47%,441124.0,684211
2023,42,0,47504,Sam Burns,64.45%,303540.1,470982
2023,43,0,12716,Charley Hoffman,64.44%,238027.6,369355
2023,43,0,36724,Augusto Núñez,64.44%,239710.3,372013
2023,45,0,35461,Beau Hossler,64.34%,363229.8,564586
2023,46,0,56630,Akshay Bhatia,64.32%,239048.7,371651
2023,46,0,33448,Justin Thomas,64.32%,278486.6,432981
2023,48,0,20229,Stewart Cink,64.31%,271597.8,422333
2023,49,0,34363,Tyrrell Hatton,64.28%,275549.3,428700
2023,50,0,37338,Zecheng Dou,64.23%,310939.1,484066
2023,51,0,23320,Ryan Palmer,64.16%,268737.4,418883
2023,51,0,30692,Scott Stallings,64.16%,277057.1,431841
2023,53,0,31323,Gary Woodland,64.15%,303993.2,473889
2023,54,0,55708,Hayden Buckley,64.14%,267551.5,417131
2023,55,0,34046,Jordan Spieth,64.13%,257472.9,401479
2023,56,0,58967,Trevor Werbylo,64.11%,237813.2,370929
2023,57,0,32662,Michael Gligic,64.04%,212983.0,332589
2023,58,0,28089,Jason Day,64.02%,264123.1,412579
2023,58,0,25632,Jimmy Walker,64.02%,311790.6,487033
2023,60,0,33653,Thomas Detry,64.00%,274960.5,429622
2023,61,0,56762,Will Gordon,63.97%,362928.0,567357
2023,62,0,33141,Keegan Bradley,63.94%,279702.6,437475
2023,63,0,40006,Erik van Rooyen,63.92%,228493.9,357488
2023,64,0,48117,Kurt Kitayama,63.90%,225693.4,353220
2023,65,0,40098,Matt Fitzpatrick,63.88%,261276.6,408985
2023,65,0,33597,Harry Higgs,63.88%,242065.2,378916
2023,67,0,29970,Dylan Frittelli,63.86%,242190.6,379244
2023,67,0,35617,Martin Trainer,63.86%,155655.2,243728
2023,69,0,50188,S.H. Kim,63.83%,398215.4,623834
2023,70,0,49947,Taylor Moore,63.80%,332337.0,520889
2023,70,0,39324,J.J. Spaun,63.80%,341352.9,534996
2023,72,0,39971,Sungjae Im,63.78%,350922.6,550166
2023,73,0,34563,Chesson Hadley,63.76%,317961.9,498653
2023,74,0,47347,Adam Schenk,63.74%,399810.9,627222
2023,75,0,51634,Sahith Theegala,63.73%,354833.2,556817
2023,76,0,45609,Tyler Duncan,63.72%,322155.3,505557
2023,77,0,39975,Michael Kim,63.71%,279711.2,439054
2023,77,0,47995,Davis Riley,63.71%,309426.3,485712
2023,79,0,29725,Tony Finau,63.69%,300737.6,472210
2023,80,0,31577,Tano Goya,63.67%,264744.8,415803
2023,81,0,32366,Kevin Chappell,63.63%,147413.2,231673
2023,81,0,54591,Ben Griffin,63.63%,365095.0,573759
2023,83,0,34431,Robert Streb,63.62%,252408.5,396727
2023,84,0,32757,Patton Kizzire,63.60%,337257.9,530276
2023,85,0,39335,Kevin Roy,63.59%,215348.8,338668
2023,86,0,50095,Austin Smotherman,63.58%,328612.1,516835
2023,87,0,32791,K.H. Lee,63.55%,334390.7,526178
2023,88,0,48081,Xander Schauffele,63.54%,254644.9,400790
2023,89,0,57362,Austin Eckroat,63.50%,290947.7,458214
2023,90,0,29420,Billy Horschel,63.45%,215986.8,340395
2023,91,0,48084,Wesley Bryan,63.40%,125032.6,197226
2023,91,0,48119,Ben Taylor,63.40%,343993.9,542557
2023,93,0,33408,Tyson Alexander,63.38%,281806.6,444649
2023,93,0,33204,Shane Lowry,63.38%,228090.7,359871
2023,95,0,51997,Andrew Novak,63.36%,274979.0,434002
2023,96,0,25686,Jason Dufner,63.34%,280380.0,442637
2023,96,0,27644,Brian Harman,63.34%,320584.8,506120
2023,98,0,48887,Matt Wallace,63.33%,271081.2,428067
2023,99,0,32102,Rickie Fowler,63.32%,331183.2,523002
2023,100,0,39954,Cody Gribble,63.30%,202478.8,319889
2023,100,0,37455,Si Woo Kim,63.30%,350054.6,552996
2023,100,0,55789,Taylor Montgomery,63.30%,346322.1,547119
2023,103,0,55182,Tom Kim,63.28%,310557.4,490781
2023,104,0,49771,J.T. Poston,63.27%,348254.7,550394
2023,105,0,34466,Peter Malnati,63.25%,309279.9,488957
2023,106,0,35506,Mackenzie Hughes,63.24%,289141.7,457200
2023,106,0,46340,Alex Smalley,63.24%,376799.5,595821
2023,108,0,34076,Joel Dahmen,63.23%,294063.0,465089
2023,109,0,47983,Chad Ramey,63.22%,361174.7,571314
2023,110,0,28252,Seamus Power,63.20%,266867.5,422289
2023,111,0,57975,Harry Hall,63.10%,297021.4,470696
2023,111,0,51890,Greyson Sigg,63.10%,358253.8,567739
2023,113,0,29289,S.Y. Noh,63.08%,186750.8,296065
2023,114,0,30911,Tommy Fleetwood,63.03%,251257.1,398605
2023,115,0,47591,Eric Cole,63.02%,438346.8,695598
2023,116,0,47128,Richy Werenski,62.98%,289807.6,460172
2023,117,0,29221,Webb Simpson,62.97%,212675.6,337730
2023,118,0,31646,Emiliano Grillo,62.92%,357620.1,568370
2023,119,0,30926,Chris Kirk,62.91%,308065.9,489666
2023,119,0,49960,Sepp Straka,62.91%,313842.0,498914
2023,121,0,52375,Doug Ghim,62.90%,298203.3,474054
2023,122,0,25818,Scott Piercy,62.88%,281986.4,448465
2023,122,0,52374,Brandon Wu,62.88%,341731.3,543439
2023,124,0,46442,Maverick McNealy,62.87%,196492.6,312546
2023,125,0,32640,Troy Merritt,62.84%,281819.8,448491
2023,125,0,40115,Adam Svensson,62.84%,416038.7,662079
2023,127,0,32839,Hideki Matsuyama,62.82%,285336.5,454242
2023,128,0,32448,James Hahn,62.80%,277529.4,441922
2023,129,0,34610,Matthias Schwab,62.79%,324288.3,516476
2023,130,0,49298,Kramer Hickok,62.77%,312702.4,498148
2023,130,0,35532,Tom Hoge,62.77%,343176.8,546696
2023,132,0,50525,Collin Morikawa,62.74%,253263.2,403680
2023,133,0,54628,Lee Hodges,62.73%,359706.0,573416
2023,134,0,35310,Lanto Griffin,62.72%,183141.4,291984
2023,134,0,27349,Alex Noren,62.72%,294280.7,469213
2023,136,0,28775,Nate Lashley,62.69%,337913.2,539026
2023,137,0,25493,Nick Taylor,62.67%,300782.3,479980
2023,138,0,27214,Kevin Streelman,62.61%,340213.0,543417
2023,139,0,23108,Matt Kuchar,62.59%,318354.5,508622
2023,140,0,51349,Nico Echavarria,62.57%,219747.2,351227
2023,141,0,36871,Matt NeSmith,62.56%,336768.1,538302
2023,142,0,54783,Dylan Wu,62.53%,315705.1,504916
2023,143,0,47079,Harrison Endycott,62.50%,272269.7,435636
2023,143,0,29908,C.T. Pan,62.50%,156569.6,250521
2023,145,0,52513,Carson Young,62.48%,298596.9,477927
2023,146,0,53165,Doc Redman,62.46%,267205.5,427805
2023,147,0,59018,Ryan Gerard,62.43%,196724.1,315110
2023,148,0,37275,Sam Ryder,62.41%,352743.1,565181
2023,149,0,33410,Andrew Landry,62.40%,251295.5,402727
2023,149,0,50493,Justin Suh,62.40%,386814.8,619924
2023,151,0,40162,Justin Lower,62.31%,320441.9,514262
2023,151,0,33413,Ben Martin,62.31%,316235.5,507492
2023,153,0,46414,Aaron Rai,62.25%,347996.7,559069
2023,154,0,47993,Denny McCarthy,62.24%,349033.3,560815
2023,155,0,22056,Cameron Percy,62.19%,178801.5,287520
2023,156,0,33399,Adam Hadwin,62.16%,325732.1,524038
2023,156,0,32139,Danny Willett,62.16%,211698.5,340594
2023,158,0,25900,Lucas Glover,62.15%,320801.6,516202
2023,159,0,34098,Russell Henley,62.12%,291358.0,468991
2023,160,0,27974,Sung Kang,62.11%,123472.9,198803
2023,161,0,34099,Harris English,62.06%,324681.4,523215
2023,162,0,36801,Mark Hubbard,61.96%,354101.0,571455
2023,163,0,31557,Jim Herman,61.94%,245418.9,396200
2023,163,0,30163,Henrik Norlander,61.94%,270640.9,436906
2023,165,0,24140,Sean O'Hair,61.93%,122842.4,198354
2023,166,0,51950,Max McGreevy,61.92%,252957.3,408497
2023,167,0,46441,Robby Shelton,61.90%,328889.0,531349
2023,168,0,45522,Christiaan Bezuidenhout,61.85%,314396.9,508322
2023,169,0,49766,Hank Lebioda,61.83%,166395.4,269132
2023,170,0,27095,Nick Watney,61.75%,218264.9,353438
2023,171,0,22405,Justin Rose,61.72%,212764.2,344728
2023,172,0,36326,David Lipsky,61.68%,318927.0,517045
2023,173,0,27936,Martin Laird,61.58%,268860.0,436638
2023,174,0,29535,Brice Garnett,61.52%,248864.1,404513
2023,175,0,33122,Russell Knox,61.46%,328695.5,534840
2023,176,0,24024,Zach Johnson,61.43%,219305.4,356994
2023,177,0,35879,Kelly Kraft,61.39%,286125.8,466106
2023,178,0,24925,Jonathan Byrd,61.38%,145823.4,237567
2023,179,0,27963,Chris Stroud,61.37%,161438.9,263068
2023,180,0,26596,Ryan Moore,61.34%,251249.0,409577
2023,181,0,35449,Adam Long,61.32%,338731.1,552431
2023,182,0,26476,Chez Reavie,60.99%,335127.3,549443
2023,183,0,32816,Satoshi Kodaira,60.87%,168991.3,277628
2023,184,0,22371,Aaron Baddeley,60.85%,228859.9,376098
2023,185,0,40058,Zac Blair,60.84%,243049.0,399511
2023,186,0,35901,Paul Haley II,60.78%,267812.6,440648
2023,187,0,30927,Brendon Todd,60.64%,335072.1,552555
2023,188,0,31202,William McGirt,60.35%,143749.2,238207
2023,189,0,19803,Ryan Armour,60.15%,257398.2,427916
2023,190,0,34256,Andrew Putnam,60.07%,344644.5,573694
2023,191,0,46435,Austin Cook,60.03%,215743.8,359381
2023,192,0,34409,David Lingmerth,59.49%,223670.5,375969
2023,193,0,31560,Brian Stuard,58.95%,188663.5,320052
2022,1,0,57366,Cameron Young,66.61,3006051.0,451283
2022,2,0,28237,Rory McIlroy,66.29,2206097.0,332811
2022,3,0,40250,Taylor Pendrith,66.13,2499576.0,377963
2022,4,0,34255,Joseph Bramlett,66.06,2804074.0,424453
2022,5,0,46601,Trey Mullinax,66.02,2777686.0,420730
2022,6,0,27129,Luke List,65.88,2709762.0,411338
2022,7,0,46550,Brandon Hagy,65.84,2517482.0,382345
2022,8,0,51766,Wyndham Clark,65.73,3145969.0,478632
2022,9,0,46970,Jon Rahm,65.69,2351731.0,358000
2022,10,0,56278,Matthew Wolff,65.68,1600390.0,243648
2022,11,0,35450,Patrick Cantlay,65.58,2199070.0,335341
2022,12,0,47856,Seth Reeves,65.54,2048510.0,312578
2022,13,0,48699,Callum Tarren,65.33,2228420.0,341127
2022,14,0,36689,Brooks Koepka,65.29,1633611.0,250217
2022,15,0,46046,Scottie Scheffler,65.23,2744116.0,420697
2022,15,0,34046,Jordan Spieth,65.23,2577328.0,395096
2022,17,0,39546,Keith Mitchell,65.2,2997868.0,459788
2022,17,0,47483,Will Zalatoris,65.2,2393772.0,367154
2022,19,0,33448,Justin Thomas,65.07,2555521.0,392735
2022,20,0,48117,Kurt Kitayama,65.06,1910328.0,293612
2022,21,0,12716,Charley Hoffman,65.05,2412204.0,370814
2022,22,0,45486,Joaquin Niemann,65.03,2423295.0,372668
2022,23,0,52372,Cameron Champ,65.02,1980168.0,304553
2022,23,0,54421,Garrick Higgo,65.02,1607676.0,247277
2022,25,0,45157,Cam Davis,64.87,3193315.0,492283
2022,26,0,32366,Kevin Chappell,64.85,1832779.0,282638
2022,27,0,21961,Charles Howell III,64.82,1947447.0,300422
2022,27,0,32333,Kevin Tway,64.82,2772986.0,427807
2022,29,0,36699,Patrick Rodgers,64.76,2850419.0,440158
2022,29,0,24502,Adam Scott,64.76,2620515.0,404658
2022,31,0,27064,Jhonattan Vegas,64.66,2444593.0,378073
2022,32,0,47988,Nick Hardy,64.65,1829271.0,282940
2022,32,0,46717,Viktor Hovland,64.65,2344576.0,362681
2022,34,0,47504,Sam Burns,64.59,2851686.0,441492
2022,35,0,29725,Tony Finau,64.51,2951847.0,457615
2022,36,0,29518,Brendan Steele,64.5,2576222.0,399429
2022,37,0,39058,Lucas Herbert,64.49,1676321.0,259941
2022,38,0,45540,Jared Wolfe,64.43,1932398.0,299901
2022,39,0,35617,Martin Trainer,64.41,2536340.0,393759
2022,40,0,35461,Beau Hossler,64.31,2678427.0,416488
2022,41,0,26300,Matt Jones,64.29,2133550.0,331854
2022,42,0,46442,Maverick McNealy,64.27,3024484.0,470579
2022,43,0,37189,Harold Varner III,64.25,2321040.0,361258
2022,44,0,30944,Jason Kokrak,64.24,2100303.0,326943
2022,45,0,20229,Stewart Cink,64.22,2706765.0,421490
2022,45,0,39977,Max Homa,64.22,2904312.0,452258
2022,47,0,39997,Corey Conners,64.2,2918069.0,454559
2022,48,0,48081,Xander Schauffele,64.17,2368961.0,369178
2022,49,0,51894,Vince Whaley,64.13,2733389.0,426242
2022,50,0,37212,Paul Barjon,64.11,2559385.0,399200
2022,50,0,47995,Davis Riley,64.11,3340492.0,521017
2022,52,0,32839,Hideki Matsuyama,64.08,2373308.0,370350
2022,53,0,23320,Ryan Palmer,64.07,2058163.0,321224
2022,54,0,49964,Aaron Wise,64.05,3159642.0,493330
2022,55,0,39971,Sungjae Im,64.02,3099762.0,484183
2022,56,0,35891,Cameron Smith,64.01,2013662.0,314585
2022,57,0,29970,Dylan Frittelli,63.98,2977222.0,465317
2022,58,0,28252,Seamus Power,63.92,2409963.0,377039
2022,59,0,32791,K.H. Lee,63.89,3531530.0,552727
2022,60,0,33141,Keegan Bradley,63.85,2716861.0,425478
2022,60,0,30692,Scott Stallings,63.85,3429934.0,537163
2022,62,0,26851,Marc Leishman,63.77,2591150.0,406338
2022,63,0,32102,Rickie Fowler,63.74,2302790.0,361253
2022,64,0,55708,Hayden Buckley,63.7,3113956.0,488817
