YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2012,77,0,12782,Tim Herron,27.33,47,172,+0.11
2012,78,0,25834,Daniel Summerhays,27.27,42,154,E
2012,79,0,27649,Brandt Snedeker,27.21,37,136,-0.08
2012,80,0,27895,Jonas Blixt,27.14,38,140,+0.13
2012,81,0,1116,Michael Bradley,27.12,32,118,E
2012,82,0,21528,Henrik Stenson,26.74,23,86,-0.13
2012,83,0,23548,Bill Lunde,26.71,39,146,+0.05
2012,84,0,24138,Ian Poulter,26.25,21,80,+0.05
2012,85,0,20574,Mathew Goggin,26.23,32,122,+0.25
2012,86,0,29518,Brendan Steele,26.06,37,142,-0.03
2012,87,0,29221,Webb Simpson,25.76,34,132,-0.06
2012,88,0,12510,Chad Campbell,25.63,41,160,-0.05
2012,89,0,29479,Scott Brown,25.42,30,118,+0.40
2012,90,0,32200,Roberto Castro,25.0,42,168,E
2012,90,0,21731,Freddie Jacobson,25.0,22,88,+0.14
2012,90,0,27797,Derek Lamely,25.0,31,124,+0.26
2012,90,0,25240,D.A. Points,25.0,42,168,-0.07
2012,94,0,34174,John Huh,24.19,45,186,+0.04
2012,95,0,30926,Chris Kirk,24.16,43,178,+0.05
2012,96,0,22046,Geoff Ogilvy,24.14,28,116,E
2012,97,0,22405,Justin Rose,24.07,26,108,-0.08
2012,98,0,29910,Blake Adams,23.68,45,190,+0.13
2012,99,0,24781,Hunter Mahan,23.53,32,136,+0.09
2012,100,0,24490,George McNeill,23.38,36,154,+0.17
2012,100,0,27770,Camilo Villegas,23.38,36,154,+0.14
2012,102,0,27644,Brian Harman,23.23,46,198,+0.04
2012,103,0,24604,Hunter Haas,22.95,28,122,E
2012,104,0,20070,Matt Bettencourt,22.86,32,140,+0.06
2012,105,0,25686,Jason Dufner,22.73,30,132,-0.03
2012,106,0,22913,John Rollins,22.67,34,150,+0.15
2012,107,0,23621,Rory Sabbatini,22.5,36,160,+0.03
2012,108,0,23788,D.J. Trahan,22.46,31,138,+0.03
2012,109,0,28093,Miguel Angel Carballo,22.31,29,130,+0.21
2012,110,0,22582,Kyle Thompson,22.22,20,90,-0.05
2012,111,0,22378,Trevor Immelman,21.88,28,128,+0.18
2012,112,0,29420,Billy Horschel,21.82,24,110,-0.13
2012,113,0,26851,Marc Leishman,21.79,34,156,+0.32
2012,114,0,34021,Bud Cauley,21.65,42,194,+0.12
2012,115,0,31558,J.J. Killeen,21.51,40,186,+0.20
2012,116,0,6527,Steve Stricker,21.3,23,108,-0.30
2012,117,0,28455,Will Claxton,21.05,40,190,+0.05
2012,118,0,23903,Stephen Gangluff,20.59,21,102,-0.05
2012,119,0,26300,Matt Jones,20.41,20,98,+0.05
2012,120,0,20691,Greg Owen,20.35,35,172,+0.11
2012,121,0,19970,Robert Karlsson,20.24,17,84,+0.06
2012,122,0,23409,James Driscoll,20.13,31,154,-0.03
2012,123,0,26596,Ryan Moore,20.11,35,174,+0.06
2012,124,0,22371,Aaron Baddeley,19.83,23,116,+0.17
2012,125,0,12716,Charley Hoffman,19.77,34,172,+0.32
2012,126,0,29926,Danny Lee,19.7,26,132,+0.04
2012,127,0,33120,Mark Anderson,19.57,27,138,-0.15
2012,128,0,26679,Kevin Stadler,19.48,30,154,-0.03
2012,129,0,33419,Cameron Tringale,19.05,32,168,+0.16
2012,130,0,26289,Boo Weekley,18.94,25,132,+0.04
2012,131,0,27302,Garth Mulroy,18.87,20,106,-0.15
2012,132,0,24361,Pat Perez,18.67,28,150,+0.14
2012,133,0,32102,Rickie Fowler,18.12,25,138,-0.04
2012,134,0,20766,Padraig Harrington,18.09,17,94,+0.12
2012,135,0,25562,Andres Romero,17.86,20,112,+0.20
2012,136,0,11123,Chris Couch,17.8,21,118,+0.10
2012,136,0,27936,Martin Laird,17.8,21,118,+0.19
2012,138,0,32366,Kevin Chappell,17.72,28,158,+0.25
2012,139,0,24940,Edward Loar,17.65,18,102,+0.17
2012,140,0,28308,Troy Kelly,17.5,21,120,+0.48
2012,140,0,26331,Charl Schwartzel,17.5,14,80,+0.36
2012,142,0,27214,Kevin Streelman,17.47,29,166,+0.17
2012,143,0,27330,Josh Teater,17.2,32,186,+0.41
2012,144,0,24924,Bill Haas,17.19,22,128,E
2012,145,0,28500,Martin Flores,17.03,31,182,E
2012,146,0,6573,Brandt Jobe,16.98,18,106,-0.17
2012,147,0,27933,John Merrick,16.46,26,158,+0.15
2012,148,0,20645,John Senden,16.41,21,128,E
2012,149,0,21961,Charles Howell III,16.28,28,172,E
2012,150,0,1706,Davis Love III,16.07,18,112,-0.11
2012,151,0,24846,Ricky Barnes,15.91,28,176,+0.18
2012,152,0,6567,Vijay Singh,15.88,27,170,+0.11
2012,153,0,30750,Tommy Gainey,15.63,30,192,+0.23
2012,154,0,20850,Daniel Chopra,15.31,15,98,+0.47
2012,155,0,25345,Carl Pettersson,15.24,25,164,+0.20
2012,156,0,6522,Ernie Els,14.39,19,132,-0.05
2012,157,0,27095,Nick Watney,14.38,23,160,-0.09
2012,158,0,24925,Jonathan Byrd,14.29,16,112,E
2012,159,0,23623,Bo Van Pelt,13.77,19,138,+0.05
2012,160,0,24494,Erik Compton,13.01,19,146,+0.05
2012,161,0,21805,Harrison Frazar,12.5,13,104,+0.23
2012,161,0,21209,Sergio Garcia,12.5,11,88,-0.18
2012,163,0,23320,Ryan Palmer,12.34,19,154,+0.26
2012,164,0,32698,Bobby Gates,12.05,20,166,+0.10
2012,165,0,8793,Tiger Woods,11.76,12,102,+0.17
2012,166,0,1810,Phil Mickelson,11.54,15,130,+0.07
2012,167,0,25632,Jimmy Walker,11.34,22,194,E
2012,168,0,29289,S.Y. Noh,11.29,21,186,E
2012,169,0,26329,Louis Oosthuizen,11.22,11,98,-0.09
2012,170,0,34099,Harris English,11.17,21,188,+0.19
2012,171,0,24502,Adam Scott,10.71,9,84,+0.11
2012,171,0,31323,Gary Woodland,10.71,12,112,+0.08
2012,173,0,27120,Troy Matteson,10.56,19,180,E
2012,174,0,20848,Ángel Cabrera,10.53,8,76,+0.25
2012,175,0,33141,Keegan Bradley,10.42,15,144,+0.40
2012,176,0,30944,Jason Kokrak,10.0,15,150,+0.20
2012,176,0,24140,Sean O'Hair,10.0,16,160,-0.13
2012,178,0,30110,Kyle Stanley,9.46,14,148,+0.14
2012,179,0,30692,Scott Stallings,9.03,13,144,E
2012,180,0,30925,Dustin Johnson,8.77,10,114,-0.10
2012,181,0,20396,Lee Westwood,8.75,7,80,+0.29
2012,182,0,27064,Jhonattan Vegas,8.67,13,150,+0.23
2012,183,0,25818,Scott Piercy,8.43,15,178,+0.13
2012,184,0,1249,John Daly,7.89,6,76,+0.33
2012,185,0,32334,Charlie Beljan,7.55,8,106,+0.25
2012,186,0,28237,Rory McIlroy,6.25,5,80,-0.40
2012,187,0,25804,Bubba Watson,5.77,6,104,+0.17
2012,188,0,24358,Robert Garrigus,5.56,9,162,-0.11
2012,189,0,27436,Graham DeLaet,5.33,8,150,+0.50
2012,190,0,27141,J.B. Holmes,4.88,8,164,+0.13
2012,191,0,28089,Jason Day,4.17,4,96,+0.50
2011,1,0,8075,Jerry Kelly,47.37,72,152,-0.08
2011,2,0,6643,Paul Goydos,43.83,71,162,-0.07
2011,3,0,1797,Rocco Mediate,43.4,46,106,+0.09
2011,4,0,30711,Colt Knost,42.57,63,148,+0.06
2011,5,0,20593,Greg Chalmers,42.26,71,168,+0.03
2011,6,0,24024,Zach Johnson,41.91,57,136,-0.12
2011,7,0,22621,Ben Curtis,40.63,52,128,-0.06
2011,8,0,2206,David Toms,40.44,55,136,-0.16
2011,9,0,22348,Nick O'Hern,40.36,67,166,-0.15
2011,10,0,1313,Steve Elkington,40.0,40,100,-0.15
2011,11,0,19846,Brian Gay,39.63,65,164,-0.06
2011,12,0,26420,Richard Johnson,38.79,45,116,+0.16
2011,13,0,20472,Alex Cejka,38.68,41,106,-0.05
2011,14,0,26951,Johnson Wagner,38.31,59,154,-0.14
2011,15,0,20127,Chris Riley,38.19,55,144,-0.02
2011,16,0,12602,Dean Wilson,37.9,47,124,+0.04
2011,17,0,22293,Heath Slocum,37.8,62,164,-0.19
2011,18,0,6621,Joe Durant,36.96,51,138,-0.04
2011,19,0,23800,Bryce Molder,36.88,59,160,E
2011,20,0,23673,Michael Connell,36.84,56,152,+0.07
2011,21,0,33911,Nate Smith,36.67,44,120,-0.14
2011,22,0,20436,Garrett Willis,36.23,50,138,-0.22
2011,23,0,6251,Chris DiMarco,35.96,64,178,-0.16
2011,24,0,25396,Kevin Na,35.9,56,156,-0.20
2011,25,0,1766,Billy Mayfair,35.56,64,180,-0.14
2011,26,0,10860,Justin Leonard,35.0,56,160,-0.13
2011,27,0,24138,Ian Poulter,34.88,30,86,-0.17
2011,28,0,10505,Shane Bertsch,34.82,39,112,-0.08
2011,29,0,1948,Tim Petrovic,34.34,57,166,-0.02
2011,30,0,22961,David Mathis,33.77,52,154,-0.12
2011,31,0,8375,Paul Stankowski,33.33,48,144,+0.06
2011,32,0,7457,Steve Flesch,32.74,55,168,-0.11
2011,33,0,27939,Matt McQuillan,32.73,36,110,+0.03
2011,34,0,21350,Ryuji Imada,32.53,54,166,-0.04
2011,35,0,6004,Stephen Ames,32.31,42,130,+0.10
2011,36,0,23541,Ben Crane,32.09,43,134,+0.09
2011,37,0,29478,Kevin Kisner,32.03,41,128,-0.02
2011,38,0,21407,Arjun Atwal,32.02,57,178,-0.04
2011,38,0,23325,Vaughn Taylor,32.02,57,178,+0.02
2011,40,0,27466,Spencer Levin,31.9,67,210,-0.12
2011,41,0,28679,Fabián Gómez,31.58,48,152,+0.08
2011,42,0,1577,Lee Janzen,31.25,35,112,+0.09
2011,43,0,21753,Brian Davis,31.07,64,206,+0.08
2011,44,0,25572,Graeme McDowell,30.77,24,78,-0.21
2011,45,0,21878,Mark Wilson,30.38,48,158,-0.15
2011,46,0,21731,Freddie Jacobson,30.26,46,152,E
2011,47,0,20160,Charlie Wi,30.12,50,166,-0.04
2011,48,0,23718,Nathan Green,30.0,45,150,+0.20
2011,48,0,33413,Ben Martin,30.0,42,140,+0.14
2011,48,0,27649,Brandt Snedeker,30.0,45,150,-0.18
2011,51,0,24604,Hunter Haas,29.89,55,184,-0.15
2011,52,0,32640,Troy Merritt,29.51,36,122,-0.03
2011,53,0,20098,Stuart Appleby,29.37,37,126,+0.14
2011,54,0,26668,Marc Turnesa,29.0,29,100,-0.03
2011,55,0,10809,Jim Furyk,28.95,44,152,-0.23
2011,56,0,31202,William McGirt,28.79,57,198,+0.14
2011,57,0,24663,Y.E. Yang,28.72,27,94,-0.07
2011,58,0,23638,Brendon de Jonge,28.71,58,202,-0.16
2011,59,0,23614,Rich Beem,28.3,30,106,-0.10
2011,60,0,28087,Kris Blanks,27.78,50,180,-0.16
2011,60,0,8537,J.P. Hayes,27.78,30,108,+0.10
2011,62,0,24357,K.J. Choi,27.69,36,130,-0.14
2011,63,0,20498,Briny Baird,26.92,28,104,-0.04
2011,63,0,28620,Aron Price,26.92,28,104,-0.11
2011,65,0,27214,Kevin Streelman,26.83,44,164,-0.18
2011,66,0,10733,Kent Jones,26.76,38,142,+0.08
2011,67,0,6515,Shaun Micheel,26.71,39,146,+0.10
2011,68,0,24507,Jason Bohn,26.47,36,136,-0.17
2011,68,0,25240,D.A. Points,26.47,45,170,+0.13
2011,70,0,23983,Luke Donald,26.32,30,114,-0.07
2011,71,0,26758,David Hearn,26.25,42,160,+0.14
2011,72,0,25444,Justin Hicks,26.04,25,96,+0.20
2011,73,0,20229,Stewart Cink,25.86,30,116,+0.13
2011,74,0,1116,Michael Bradley,25.71,36,140,-0.03
2011,75,0,25686,Jason Dufner,25.68,38,148,+0.08
2011,76,0,6527,Steve Stricker,25.44,29,114,-0.31
2011,77,0,29420,Billy Horschel,25.36,35,138,+0.03
2011,78,0,20157,Retief Goosen,25.0,21,84,+0.33
2011,79,0,26881,Jarrod Lyle,24.68,39,158,-0.05
2011,80,0,12652,Cameron Beckman,24.63,33,134,-0.09
2011,81,0,7867,Woody Austin,24.53,26,106,+0.04
2011,82,0,29720,Andres Gonzales,24.0,24,100,+0.25
2011,83,0,25834,Daniel Summerhays,23.97,35,146,+0.06
2011,84,0,21949,Joe Ogilvie,23.88,32,134,-0.03
2011,85,0,29910,Blake Adams,23.66,53,224,-0.08
2011,86,0,22378,Trevor Immelman,23.65,35,148,+0.03
2011,87,0,8725,Tom Gillis,23.64,26,110,E
2011,87,0,27974,Sung Kang,23.64,26,110,+0.04
2011,89,0,26287,Roland Thatcher,23.13,31,134,-0.03
2011,90,0,6522,Ernie Els,22.95,28,122,+0.14
2011,91,0,20766,Padraig Harrington,22.55,23,102,-0.22
2011,92,0,23108,Matt Kuchar,22.44,35,156,-0.17
2011,93,0,26596,Ryan Moore,22.31,29,130,-0.10
2011,94,0,27933,John Merrick,22.22,28,126,-0.04
2011,95,0,20070,Matt Bettencourt,22.02,37,168,-0.24
2011,96,0,20572,Rod Pampling,21.88,28,128,-0.14
2011,97,0,25457,Alexandre Rocha,21.7,23,106,+0.13
2011,98,0,29518,Brendan Steele,21.26,37,174,E
2011,99,0,24290,D.J. Brigman,21.19,25,118,+0.16
2011,100,0,22405,Justin Rose,20.9,28,134,E
2011,101,0,12510,Chad Campbell,20.88,38,182,-0.03
2011,102,0,22046,Geoff Ogilvy,20.69,24,116,-0.08
2011,103,0,23353,J.J. Henry,20.45,36,176,-0.11
2011,103,0,23548,Bill Lunde,20.45,36,176,-0.19
2011,105,0,12782,Tim Herron,20.37,33,162,+0.15
2011,106,0,32876,Martin Piller,20.34,24,118,-0.04
2011,107,0,10885,Robert Allenby,20.0,30,150,E
2011,108,0,24781,Hunter Mahan,19.88,33,166,-0.03
2011,109,0,32150,Michael Thompson,19.86,29,146,+0.17
2011,110,0,24924,Bill Haas,19.38,31,160,-0.10
2011,111,0,25562,Andres Romero,19.33,29,150,+0.17
2011,112,0,23621,Rory Sabbatini,19.01,27,142,+0.33
2011,113,0,24140,Sean O'Hair,18.94,25,132,+0.32
2011,114,0,10585,Scott McCarron,18.85,23,122,-0.13
2011,115,0,26679,Kevin Stadler,18.75,30,160,-0.17
2011,116,0,26851,Marc Leishman,18.67,31,166,+0.35
2011,117,0,28486,Michael Putnam,18.64,22,118,+0.05
2011,118,0,9011,David Duval,18.46,24,130,-0.04
2011,119,0,24925,Jonathan Byrd,18.42,28,152,-0.18
2011,119,0,24361,Pat Perez,18.42,28,152,+0.18
2011,121,0,32366,Kevin Chappell,18.38,25,136,+0.12
2011,122,0,21209,Sergio Garcia,18.37,18,98,+0.06
2011,123,0,24490,George McNeill,18.03,22,122,+0.05
2011,124,0,30946,Alex Prugh,17.95,28,156,-0.14
2011,125,0,33419,Cameron Tringale,17.92,38,212,E
2011,126,0,11123,Chris Couch,17.81,26,146,E
2011,127,0,29221,Webb Simpson,17.78,32,180,-0.06
2011,128,0,31193,Jim Renner,17.54,20,114,E
2011,129,0,27963,Chris Stroud,17.26,29,168,-0.07
2011,130,0,25900,Lucas Glover,17.19,22,128,+0.05
2011,131,0,22371,Aaron Baddeley,17.16,23,134,-0.22
2011,132,0,28475,Jeff Overton,17.09,27,158,-0.22
2011,133,0,34255,Joseph Bramlett,16.92,22,130,+0.36
2011,133,0,1810,Phil Mickelson,16.92,22,130,-0.05
2011,135,0,1706,Davis Love III,16.67,20,120,+0.25
2011,136,0,26300,Matt Jones,16.2,23,142,-0.13
2011,137,0,35087,Bio Kim,16.15,21,130,+0.24
2011,138,0,34072,Will Strickler,15.96,15,94,+0.07
2011,139,0,25345,Carl Pettersson,15.93,29,182,-0.07
2011,140,0,28158,Steve Marino,15.71,22,140,+0.05
2011,141,0,22913,John Rollins,15.66,26,166,-0.23
2011,142,0,30926,Chris Kirk,15.52,27,174,+0.11
2011,143,0,23623,Bo Van Pelt,15.38,24,156,+0.13
2011,144,0,6573,Brandt Jobe,15.22,28,184,-0.11
2011,145,0,30750,Tommy Gainey,15.0,30,200,E
2011,145,0,21961,Charles Howell III,15.0,30,200,-0.07
2011,147,0,27330,Josh Teater,14.8,29,196,+0.10
2011,148,0,26476,Chez Reavie,14.77,26,176,+0.19
2011,149,0,23409,James Driscoll,14.62,19,130,+0.05
2011,150,0,24980,Scott Gutschewski,14.41,17,118,+0.35
2011,151,0,19970,Robert Karlsson,14.29,14,98,+0.14
2011,151,0,27797,Derek Lamely,14.29,18,126,-0.06
2011,151,0,6567,Vijay Singh,14.29,22,154,+0.36
2011,154,0,27770,Camilo Villegas,14.17,17,120,E
2011,155,0,26331,Charl Schwartzel,13.64,12,88,+0.08
2011,156,0,20645,John Senden,13.33,24,180,+0.17
2011,157,0,25632,Jimmy Walker,13.29,21,158,+0.19
2011,158,0,21805,Harrison Frazar,13.0,13,100,+0.08
2011,159,0,26289,Boo Weekley,12.9,16,124,+0.31
2011,160,0,24846,Ricky Barnes,12.86,18,140,+0.06
2011,161,0,32698,Bobby Gates,12.84,19,148,+0.21
2011,162,0,25274,Steven Bowditch,12.8,21,164,+0.10
2011,163,0,27095,Nick Watney,12.32,17,138,-0.24
2011,164,0,31557,Jim Herman,12.3,15,122,+0.27
2011,165,0,24502,Adam Scott,12.24,12,98,E
2011,166,0,23788,D.J. Trahan,12.09,22,182,+0.18
2011,167,0,20848,Ángel Cabrera,11.84,9,76,+0.22
2011,168,0,23320,Ryan Palmer,11.76,16,136,-0.25
2011,169,0,23497,Tag Ridings,11.73,19,162,E
2011,170,0,30110,Kyle Stanley,11.63,20,172,+0.10
2011,171,0,31323,Gary Woodland,11.11,18,162,E
2011,172,0,29718,Anthony Kim,10.66,13,122,-0.15
2011,173,0,24358,Robert Garrigus,10.39,16,154,E
2011,174,0,33141,Keegan Bradley,10.34,18,174,-0.06
2011,175,0,28089,Jason Day,9.84,12,122,-0.50
2011,176,0,27120,Troy Matteson,9.77,17,174,+0.24
2011,177,0,12716,Charley Hoffman,9.76,16,164,-0.13
2011,177,0,31401,Zack Miller,9.76,16,164,+0.06
2011,179,0,30692,Scott Stallings,9.62,15,156,+0.07
2011,179,0,27064,Jhonattan Vegas,9.62,15,156,+0.27
2011,181,0,32102,Rickie Fowler,9.15,13,142,-0.08
2011,182,0,25818,Scott Piercy,8.57,12,140,+0.17
2011,183,0,27141,J.B. Holmes,6.86,7,102,+0.29
2011,184,0,27936,Martin Laird,6.62,9,136,+0.22
2011,185,0,25804,Bubba Watson,5.97,8,134,+0.13
2011,186,0,30925,Dustin Johnson,5.93,7,118,+0.14
2010,1,0,23983,Luke Donald,47.41,55,116,-0.13
2010,2,0,8385,Omar Uresti,44.85,61,136,-0.05
2010,3,0,22621,Ben Curtis,43.57,61,140,+0.03
2010,4,0,23135,Tim Clark,43.51,67,154,-0.16
2010,5,0,23800,Bryce Molder,43.13,69,160,-0.01
2010,6,0,27649,Brandt Snedeker,42.94,73,170,-0.12
2010,7,0,1329,Brad Faxon,42.59,46,108,-0.09
2010,8,0,20593,Greg Chalmers,42.47,79,186,-0.04
2010,9,0,24507,Jason Bohn,41.46,68,164,-0.10
2010,10,0,19846,Brian Gay,41.3,76,184,-0.01
2010,11,0,1161,Mark Calcavecchia,40.79,31,76,+0.23
2010,12,0,26882,Michael Sim,40.68,48,118,-0.21
2010,13,0,6012,Greg Kraft,40.22,37,92,-0.08
2010,14,0,6527,Steve Stricker,40.0,48,120,-0.19
2010,15,0,25240,D.A. Points,39.77,70,176,+0.01
2010,16,0,1941,Tom Pernice Jr.,39.52,49,124,-0.20
2010,17,0,21753,Brian Davis,39.39,78,198,-0.14
2010,18,0,24024,Zach Johnson,39.24,62,158,-0.05
2010,19,0,21350,Ryuji Imada,38.33,69,180,-0.01
2010,20,0,29285,Brent Delahoussaye,38.24,39,102,+0.08
2010,21,0,25190,Jeff Quinney,37.93,66,174,-0.12
2010,22,0,20498,Briny Baird,37.35,62,166,-0.10
2010,22,0,22293,Heath Slocum,37.35,62,166,-0.02
2010,24,0,1948,Tim Petrovic,36.89,76,206,-0.07
2010,25,0,20160,Charlie Wi,36.84,70,190,+0.03
2010,26,0,24227,Justin Bolli,36.73,36,98,E
2010,27,0,28620,Aron Price,36.72,47,128,+0.06
2010,28,0,6514,Kevin Johnson,36.61,41,112,-0.02
2010,29,0,1797,Rocco Mediate,36.57,49,134,-0.16
2010,30,0,7867,Woody Austin,36.52,65,178,-0.03
2010,31,0,23541,Ben Crane,36.49,54,148,+0.02
2010,31,0,6643,Paul Goydos,36.49,54,148,-0.09
2010,33,0,20572,Rod Pampling,35.71,55,154,+0.02
2010,33,0,29221,Webb Simpson,35.71,70,196,-0.13
2010,35,0,6621,Joe Durant,35.25,43,122,-0.19
2010,36,0,6251,Chris DiMarco,35.12,59,168,-0.02
2010,37,0,10423,Mike Weir,35.11,33,94,-0.06
2010,38,0,12705,Cliff Kresge,34.78,32,92,+0.03
2010,39,0,27060,John Mallinger,34.72,50,144,-0.06
2010,40,0,25345,Carl Pettersson,34.62,63,182,-0.19
2010,41,0,2239,Scott Verplank,34.43,42,122,-0.10
2010,42,0,10860,Justin Leonard,34.38,55,160,-0.02
2010,43,0,6004,Stephen Ames,34.03,49,144,-0.12
2010,44,0,26420,Richard Johnson,33.97,53,156,-0.04
2010,45,0,23325,Vaughn Taylor,33.91,59,174,-0.15
2010,46,0,10885,Robert Allenby,33.87,42,124,-0.02
2010,47,0,26301,James Nitties,33.72,58,172,-0.17
2010,48,0,12714,Chris Tidland,33.56,49,146,-0.04
2010,49,0,23673,Michael Connell,33.33,54,162,-0.17
2010,49,0,10809,Jim Furyk,33.33,44,132,-0.09
2010,49,0,12602,Dean Wilson,33.33,32,96,E
2010,52,0,25686,Jason Dufner,33.12,51,154,-0.02
2010,53,0,26951,Johnson Wagner,32.72,53,162,E
2010,54,0,20436,Garrett Willis,32.69,51,156,E
2010,55,0,20472,Alex Cejka,32.67,49,150,+0.10
2010,56,0,1707,Steve Lowery,32.54,41,126,+0.02
2010,57,0,21731,Freddie Jacobson,32.53,54,166,-0.09
2010,57,0,21878,Mark Wilson,32.53,54,166,+0.06
2010,59,0,25720,Chad Collins,32.28,51,158,E
2010,60,0,1619,Skip Kendall,32.0,32,100,+0.09
2010,61,0,27466,Spencer Levin,31.86,65,204,-0.02
2010,62,0,2206,David Toms,31.82,49,154,-0.08
2010,63,0,23718,Nathan Green,31.71,52,164,+0.06
2010,64,0,32617,Jerod Turner,31.52,29,92,+0.03
2010,65,0,20127,Chris Riley,31.34,42,134,+0.02
2010,66,0,23108,Matt Kuchar,31.33,52,166,-0.12
2010,67,0,24846,Ricky Barnes,31.32,57,182,-0.05
2010,68,0,8075,Jerry Kelly,31.18,53,170,-0.13
2010,69,0,23638,Brendon de Jonge,30.88,63,204,-0.10
2010,70,0,24663,Y.E. Yang,30.83,37,120,-0.03
2010,71,0,31560,Brian Stuard,30.67,46,150,+0.02
2010,72,0,25396,Kevin Na,30.59,52,170,-0.08
2010,73,0,7749,Brett Quigley,30.53,58,190,+0.02
2010,74,0,1577,Lee Janzen,30.52,47,154,-0.04
2010,75,0,8725,Tom Gillis,30.41,59,194,-0.05
2010,76,0,12510,Chad Campbell,30.34,54,178,+0.07
2010,77,0,6515,Shaun Micheel,30.17,35,116,+0.23
2010,78,0,24357,K.J. Choi,30.15,41,136,-0.27
2010,79,0,26287,Roland Thatcher,29.86,43,144,-0.05
2010,80,0,24138,Ian Poulter,29.73,22,74,-0.05
2010,81,0,26392,Chris Wilson,29.66,35,118,+0.06
2010,82,0,28087,Kris Blanks,29.52,49,166,-0.10
2010,83,0,7363,Craig Bowden,29.41,30,102,+0.10
2010,83,0,1313,Steve Elkington,29.41,40,136,-0.25
2010,83,0,1724,Jeff Maggert,29.41,40,136,-0.23
2010,86,0,7457,Steve Flesch,29.29,41,140,+0.02
2010,87,0,1320,Bob Estes,29.22,45,154,-0.16
2010,88,0,6595,Kevin Sutherland,28.49,49,172,-0.16
2010,89,0,20105,Jeff Gove,28.43,29,102,+0.10
2010,90,0,23613,Rich Barcelo,28.23,35,124,-0.09
2010,91,0,12652,Cameron Beckman,28.13,36,128,-0.11
2010,92,0,26695,Michael Letzig,27.98,47,168,+0.11
2010,93,0,10425,Jay Williamson,27.94,38,136,-0.05
2010,94,0,24361,Pat Perez,27.78,50,180,+0.04
2010,95,0,24781,Hunter Mahan,27.7,41,148,+0.12
2010,96,0,6522,Ernie Els,27.5,33,120,-0.12
2010,97,0,21949,Joe Ogilvie,27.42,51,186,-0.12
2010,98,0,27214,Kevin Streelman,27.33,47,172,-0.04
2010,99,0,24140,Sean O'Hair,27.14,38,140,+0.03
2010,100,0,24912,Will MacKenzie,27.08,39,144,+0.18
2010,100,0,22122,Andrew McLardy,27.08,26,96,+0.31
2010,102,0,22405,Justin Rose,26.97,41,152,+0.10
2010,103,0,1116,Michael Bradley,26.71,39,146,+0.03
2010,104,0,8537,J.P. Hayes,26.67,40,150,-0.03
2010,104,0,23548,Bill Lunde,26.67,40,150,+0.05
2010,106,0,22946,Henrik Bjornstad,26.52,35,132,-0.11
2010,107,0,20098,Stuart Appleby,26.32,50,190,+0.20
2010,108,0,27933,John Merrick,26.26,52,198,-0.10
2010,109,0,10585,Scott McCarron,26.11,47,180,-0.06
2010,110,0,27770,Camilo Villegas,25.83,31,120,-0.10
2010,111,0,27963,Chris Stroud,25.64,40,156,-0.08
2010,112,0,23353,J.J. Henry,25.61,42,164,+0.10
2010,113,0,20574,Mathew Goggin,25.3,42,166,-0.07
2010,114,0,26300,Matt Jones,25.28,45,178,-0.16
2010,115,0,1766,Billy Mayfair,25.0,35,140,+0.06
2010,115,0,22046,Geoff Ogilvy,25.0,26,104,-0.08
2010,115,0,12755,Vance Veazey,25.0,26,104,+0.19
2010,118,0,9011,David Duval,24.59,30,122,+0.10
2010,119,0,22378,Trevor Immelman,24.44,22,90,-0.18
2010,120,0,26679,Kevin Stadler,24.36,38,156,-0.13
2010,121,0,6567,Vijay Singh,24.22,31,128,-0.06
2010,122,0,20645,John Senden,24.21,46,190,-0.15
2010,123,0,26851,Marc Leishman,24.05,38,158,+0.11
2010,124,0,20686,Jeev Milkha Singh,24.04,25,104,+0.16
2010,125,0,12782,Tim Herron,23.97,35,146,+0.06
2010,126,0,23623,Bo Van Pelt,23.96,46,192,+0.02
2010,127,0,23409,James Driscoll,23.72,37,156,+0.05
2010,128,0,33419,Cameron Tringale,23.47,23,98,+0.22
2010,129,0,20691,Greg Owen,23.19,32,138,-0.03
2010,130,0,21959,Ted Purdy,23.17,38,164,E
2010,131,0,24490,George McNeill,22.73,35,154,+0.06
2010,132,0,23307,Roger Tambellini,22.46,31,138,-0.10
2010,133,0,24924,Bill Haas,22.22,36,162,-0.06
2010,133,0,28475,Jeff Overton,22.22,36,162,-0.06
2010,135,0,20070,Matt Bettencourt,22.15,35,158,-0.06
2010,136,0,20229,Stewart Cink,22.14,31,140,-0.16
2010,137,0,20157,Retief Goosen,22.03,26,118,+0.08
2010,138,0,28780,Nicholas Thompson,22.02,37,168,-0.16
2010,139,0,26289,Boo Weekley,21.88,35,160,+0.03
2010,140,0,25632,Jimmy Walker,21.79,34,156,+0.03
2010,141,0,25900,Lucas Glover,21.77,27,124,+0.15
2010,142,0,28158,Steve Marino,21.74,30,138,+0.03
2010,142,0,26596,Ryan Moore,21.74,30,138,+0.07
2010,144,0,20850,Daniel Chopra,21.62,32,148,-0.13
2010,145,0,28307,Matt Every,21.55,25,116,+0.20
2010,146,0,23621,Rory Sabbatini,21.53,31,144,+0.13
2010,147,0,32640,Troy Merritt,21.43,36,168,-0.25
2010,148,0,27936,Martin Laird,21.35,38,178,-0.24
