YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
2023,18,0,30926,Chris Kirk,"10' 7""",738.083,70,41
2023,18,0,51997,Andrew Novak,"10' 7""",624.417,59,30
2023,20,0,39067,MJ Daffue,"10' 8""",436.75,41,137
2023,20,0,51491,Brandon Matthews,"10' 8""",352.0,33,193
2023,22,0,35449,Adam Long,"10' 9""",1143.083,106,79
2023,22,0,28237,Rory McIlroy,"10' 9""",516.583,48,66
2023,22,0,39324,J.J. Spaun,"10' 9""",709.167,66,3
2023,25,0,35506,Mackenzie Hughes,"10' 10""",955.917,88,67
2023,25,0,47347,Adam Schenk,"10' 10""",856.583,79,61
2023,27,0,34046,Jordan Spieth,"10' 11""",696.833,64,35
2023,28,0,54591,Ben Griffin,"11' 0""",937.917,85,49
2023,28,0,36799,Stephan Jaeger,"11' 0""",1120.333,102,44
2023,28,0,34409,David Lingmerth,"11' 0""",548.333,50,106
2023,31,0,32839,Hideki Matsuyama,"11' 1""",787.917,71,23
2023,31,0,29908,C.T. Pan,"11' 1""",333.0,30,103
2023,31,0,28252,Seamus Power,"11' 1""",923.083,83,131
2023,34,0,51766,Wyndham Clark,"11' 2""",848.25,76,51
2023,34,0,37455,Si Woo Kim,"11' 2""",968.083,87,26
2023,34,0,32816,Satoshi Kodaira,"11' 2""",490.583,44,6
2023,37,0,20229,Stewart Cink,"11' 3""",596.167,53,121
2023,37,0,50188,S.H. Kim,"11' 3""",1057.667,94,17
2023,37,0,55182,Tom Kim,"11' 3""",822.417,73,62
2023,37,0,33448,Justin Thomas,"11' 3""",958.75,85,115
2023,37,0,30927,Brendon Todd,"11' 3""",695.583,62,7
2023,42,0,30911,Tommy Fleetwood,"11' 5""",674.333,59,5
2023,42,0,27644,Brian Harman,"11' 5""",683.833,60,1
2023,42,0,34610,Matthias Schwab,"11' 5""",945.75,83,111
2023,45,0,47079,Harrison Endycott,"11' 6""",550.5,48,75
2023,45,0,32102,Rickie Fowler,"11' 6""",745.583,65,64
2023,45,0,39954,Cody Gribble,"11' 6""",563.083,49,77
2023,45,0,33410,Andrew Landry,"11' 6""",687.667,60,98
2023,45,0,36326,David Lipsky,"11' 6""",783.583,68,167
2023,45,0,25493,Nick Taylor,"11' 6""",768.0,67,81
2023,45,0,52411,Kyle Westmoreland,"11' 6""",747.333,65,178
2023,52,0,25900,Lucas Glover,"11' 7""",556.333,48,38
2023,52,0,49298,Kramer Hickok,"11' 7""",697.167,60,24
2023,52,0,48117,Kurt Kitayama,"11' 7""",627.0,54,109
2023,52,0,23108,Matt Kuchar,"11' 7""",867.5,75,2
2023,52,0,48081,Xander Schauffele,"11' 7""",774.333,67,34
2023,52,0,52513,Carson Young,"11' 7""",661.833,57,145
2023,52,0,55454,Carl Yuan,"11' 7""",612.667,53,172
2023,59,0,19803,Ryan Armour,"11' 8""",453.833,39,161
2023,59,0,49771,J.T. Poston,"11' 8""",1050.417,90,117
2023,59,0,47128,Richy Werenski,"11' 8""",666.667,57,155
2023,62,0,47504,Sam Burns,"11' 9""",938.667,80,55
2023,62,0,25686,Jason Dufner,"11' 9""",647.583,55,143
2023,62,0,35461,Beau Hossler,"11' 9""",1032.333,88,44
2023,62,0,22405,Justin Rose,"11' 9""",457.833,39,54
2023,62,0,25632,Jimmy Walker,"11' 9""",1093.833,93,96
2023,62,0,58967,Trevor Werbylo,"11' 9""",789.75,67,138
2023,68,0,45522,Christiaan Bezuidenhout,"11' 10""",875.333,74,32
2023,68,0,28089,Jason Day,"11' 10""",723.167,61,22
2023,68,0,59018,Ryan Gerard,"11' 10""",605.167,51,158
2023,68,0,56762,Will Gordon,"11' 10""",840.25,71,191
2023,68,0,36801,Mark Hubbard,"11' 10""",842.0,71,71
2023,68,0,32791,K.H. Lee,"11' 10""",898.0,76,104
2023,68,0,33413,Ben Martin,"11' 10""",980.917,83,113
2023,75,0,51414,Brent Grant,"11' 11""",476.917,40,192
2023,75,0,34563,Chesson Hadley,"11' 11""",835.0,70,86
2023,75,0,57975,Harry Hall,"11' 11""",835.583,70,101
2023,75,0,52453,Nicolai Hojgaard,"11' 11""",393.25,33,188
2023,75,0,39971,Sungjae Im,"11' 11""",846.333,71,40
2023,75,0,34256,Andrew Putnam,"11' 11""",1224.5,103,16
2023,75,0,48887,Matt Wallace,"11' 11""",785.167,66,90
2023,82,0,47995,Davis Riley,"12' 0""",671.667,56,177
2023,82,0,31560,Brian Stuard,"12' 0""",601.333,50,84
2023,82,0,48119,Ben Taylor,"12' 0""",956.667,80,166
2023,85,0,22371,Aaron Baddeley,"12' 1""",771.833,64,8
2023,85,0,47591,Eric Cole,"12' 1""",1186.75,98,28
2023,85,0,52375,Doug Ghim,"12' 1""",775.417,64,26
2023,85,0,35901,Paul Haley II,"12' 1""",495.75,41,140
2023,85,0,31202,William McGirt,"12' 1""",409.917,34,31
2023,85,0,51950,Max McGreevy,"12' 1""",786.5,65,173
2023,85,0,29221,Webb Simpson,"12' 1""",423.0,35,165
2023,85,0,27214,Kevin Streelman,"12' 1""",869.75,72,111
2023,93,0,29970,Dylan Frittelli,"12' 2""",643.333,53,152
2023,93,0,39975,Michael Kim,"12' 2""",631.167,52,78
2023,93,0,47993,Denny McCarthy,"12' 2""",995.917,82,9
2023,93,0,50493,Justin Suh,"12' 2""",912.417,75,169
2023,93,0,52374,Brandon Wu,"12' 2""",902.0,74,140
2023,93,0,54783,Dylan Wu,"12' 2""",849.833,70,98
2023,99,0,48084,Wesley Bryan,"12' 3""",258.0,21,50
2023,99,0,54421,Garrick Higgo,"12' 3""",1028.5,84,123
2023,99,0,35879,Kelly Kraft,"12' 3""",759.333,62,114
2023,102,0,31646,Emiliano Grillo,"12' 4""",910.583,74,125
2023,102,0,23320,Ryan Palmer,"12' 4""",690.167,56,150
2023,102,0,46970,Jon Rahm,"12' 4""",505.667,41,62
2023,102,0,46414,Aaron Rai,"12' 4""",1045.083,85,85
2023,102,0,51890,Greyson Sigg,"12' 4""",971.083,79,58
2023,102,0,34431,Robert Streb,"12' 4""",629.167,51,93
2023,108,0,34255,Joseph Bramlett,"12' 5""",855.333,69,98
2023,108,0,29535,Brice Garnett,"12' 5""",809.25,65,107
2023,108,0,33597,Harry Higgs,"12' 5""",582.417,47,153
2023,108,0,24024,Zach Johnson,"12' 5""",581.917,47,97
2023,108,0,39335,Kevin Roy,"12' 5""",496.917,40,133
2023,108,0,46441,Robby Shelton,"12' 5""",744.0,60,80
2023,114,0,34099,Harris English,"12' 6""",971.833,78,20
2023,114,0,35310,Lanto Griffin,"12' 6""",538.5,43,83
2023,114,0,32757,Patton Kizzire,"12' 6""",947.333,76,105
2023,117,0,24140,Sean O'Hair,"12' 7""",252.25,20,25
2023,117,0,24502,Adam Scott,"12' 7""",618.167,49,149
2023,117,0,46340,Alex Smalley,"12' 7""",892.25,71,57
2023,117,0,48699,Callum Tarren,"12' 7""",1084.917,86,168
2023,121,0,34363,Tyrrell Hatton,"12' 8""",848.0,67,19
2023,121,0,39977,Max Homa,"12' 8""",1036.167,82,15
2023,121,0,26476,Chez Reavie,"12' 8""",859.667,68,129
2023,121,0,32139,Danny Willett,"12' 8""",533.25,42,43
2023,125,0,54628,Lee Hodges,"12' 9""",1106.083,87,73
2023,125,0,30163,Henrik Norlander,"12' 9""",624.25,49,36
2023,125,0,27095,Nick Watney,"12' 9""",599.583,47,185
2023,128,0,28775,Nate Lashley,"12' 10""",913.25,71,121
2023,129,0,56630,Akshay Bhatia,"12' 11""",645.167,50,110
2023,129,0,12716,Charley Hoffman,"12' 11""",619.25,48,91
2023,129,0,33204,Shane Lowry,"12' 11""",606.583,47,160
2023,129,0,40250,Taylor Pendrith,"12' 11""",1100.333,85,132
2023,129,0,37275,Sam Ryder,"12' 11""",971.5,75,82
2023,129,0,55893,Sam Stevens,"12' 11""",906.0,70,138
2023,129,0,58168,Davis Thompson,"12' 11""",1075.333,83,119
2023,136,0,33408,Tyson Alexander,"13' 0""",791.417,61,157
2023,136,0,31577,Tano Goya,"13' 0""",830.667,64,67
2023,136,0,32448,James Hahn,"13' 0""",764.667,59,186
2023,136,0,39546,Keith Mitchell,"13' 0""",986.083,76,124
2023,136,0,51070,Vincent Norrman,"13' 0""",754.833,58,143
2023,141,0,34076,Joel Dahmen,"13' 1""",915.167,70,126
2023,141,0,32662,Michael Gligic,"13' 1""",705.25,54,180
2023,141,0,33399,Adam Hadwin,"13' 1""",965.333,74,51
2023,144,0,53165,Doc Redman,"13' 2""",606.0,46,187
2023,144,0,49960,Sepp Straka,"13' 2""",881.0,67,176
2023,144,0,27963,Chris Stroud,"13' 2""",447.583,34,46
2023,147,0,29289,S.Y. Noh,"13' 3""",650.25,49,142
2023,147,0,36724,Augusto Núñez,"13' 3""",713.25,54,70
2023,149,0,39997,Corey Conners,"13' 4""",906.167,68,146
2023,149,0,27554,Scott Harrington,"13' 4""",800.5,60,175
2023,151,0,33653,Thomas Detry,"13' 5""",803.167,60,37
2023,151,0,50525,Collin Morikawa,"13' 5""",643.833,48,94
2023,153,0,24925,Jonathan Byrd,"13' 6""",689.583,51,4
2023,153,0,32366,Kevin Chappell,"13' 6""",457.917,34,130
2023,153,0,57362,Austin Eckroat,"13' 6""",982.833,73,47
2023,153,0,40162,Justin Lower,"13' 6""",849.667,63,88
2023,153,0,32640,Troy Merritt,"13' 6""",769.083,57,72
2023,153,0,36699,Patrick Rodgers,"13' 6""",1144.25,85,53
2023,153,0,40115,Adam Svensson,"13' 6""",1029.083,76,41
2023,153,0,51634,Sahith Theegala,"13' 6""",1323.417,98,108
2023,161,0,47988,Nick Hardy,"13' 7""",990.167,73,147
2023,161,0,50095,Austin Smotherman,"13' 7""",734.583,54,127
2023,163,0,52955,Ludvig Åberg,"13' 8""",437.25,32,74
2023,163,0,49947,Taylor Moore,"13' 8""",1063.25,78,60
2023,163,0,46601,Trey Mullinax,"13' 8""",917.25,67,159
2023,166,0,22056,Cameron Percy,"13' 9""",466.833,34,33
2023,166,0,47983,Chad Ramey,"13' 9""",1069.583,78,102
2023,166,0,30692,Scott Stallings,"13' 9""",853.0,62,86
2023,169,0,46442,Maverick McNealy,"13' 10""",855.25,62,14
2023,169,0,36871,Matt NeSmith,"13' 10""",731.333,53,151
2023,169,0,57366,Cameron Young,"13' 10""",953.75,69,148
2023,172,0,45157,Cam Davis,"14' 0""",1204.083,86,65
2023,173,0,27129,Luke List,"14' 1""",1256.667,89,174
2023,174,0,45609,Tyler Duncan,"14' 2""",1062.0,75,154
2023,174,0,33122,Russell Knox,"14' 2""",866.333,61,133
2023,174,0,45242,Kevin Yu,"14' 2""",509.917,36,183
2023,177,0,49453,Trevor Cone,"14' 3""",884.833,62,171
2023,177,0,58696,Peter Kuest,"14' 3""",569.333,40,59
2023,179,0,33141,Keegan Bradley,"14' 4""",844.583,59,156
2023,179,0,34098,Russell Henley,"14' 4""",644.75,45,18
2023,181,0,40098,Matt Fitzpatrick,"14' 5""",1009.667,70,13
2023,182,0,40006,Erik van Rooyen,"14' 6""",754.417,52,189
2023,183,0,49766,Hank Lebioda,"14' 8""",497.917,34,116
2023,184,0,28420,Ryan Brehm,"14' 11""",1015.583,68,181
2023,184,0,48867,Matti Schmid,"14' 11""",506.583,34,179
2023,186,0,32333,Kevin Tway,"15' 2""",1124.167,74,92
2023,187,0,39058,Lucas Herbert,"15' 4""",813.417,53,94
2023,188,0,55708,Hayden Buckley,"15' 5""",739.833,48,164
2023,189,0,52372,Cameron Champ,"15' 7""",1124.0,72,190
2023,189,0,27936,Martin Laird,"15' 7""",933.833,60,118
2023,191,0,31323,Gary Woodland,"15' 9""",945.333,60,162
2023,192,0,31557,Jim Herman,"16' 0""",961.583,60,181
2023,193,0,51349,Nico Echavarria,"16' 8""",683.5,41,133
2022,1,0,23325,Vaughn Taylor,"8' 1""",251.0,31,21
2022,2,0,32139,Danny Willett,"8' 2""",278.667,34,67
2022,3,0,24361,Pat Perez,"8' 11""",437.0,49,41
2022,4,0,34098,Russell Henley,"9' 2""",356.167,39,153
2022,5,0,39971,Sungjae Im,"9' 4""",492.75,53,5
2022,6,0,28237,Rory McIlroy,"9' 6""",398.167,42,30
2022,7,0,48699,Callum Tarren,"9' 9""",476.5,49,146
2022,8,0,52375,Doug Ghim,"9' 11""",418.0,42,57
2022,8,0,45486,Joaquin Niemann,"9' 11""",517.333,52,41
2022,10,0,36689,Brooks Koepka,"10' 0""",410.833,41,161
2022,11,0,48084,Wesley Bryan,"10' 1""",331.417,33,76
2022,12,0,56278,Matthew Wolff,"10' 2""",465.917,46,172
2022,13,0,34256,Andrew Putnam,"10' 3""",786.25,77,6
2022,14,0,34360,Patrick Reed,"10' 4""",628.917,61,56
2022,14,0,33486,Roger Sloan,"10' 4""",652.25,63,168
2022,16,0,49964,Aaron Wise,"10' 5""",575.083,55,31
2022,16,0,31323,Gary Woodland,"10' 5""",438.833,42,54
2022,18,0,40115,Adam Svensson,"10' 7""",656.333,62,158
2022,19,0,35450,Patrick Cantlay,"10' 9""",482.583,45,8
2022,19,0,34466,Peter Malnati,"10' 9""",841.667,78,110
2022,19,0,35891,Cameron Smith,"10' 9""",537.917,50,83
2022,19,0,25493,Nick Taylor,"10' 9""",645.417,60,80
2022,23,0,40162,Justin Lower,"10' 10""",453.917,42,117
2022,23,0,33448,Justin Thomas,"10' 10""",585.333,54,11
2022,25,0,29926,Danny Lee,"10' 11""",447.917,41,163
2022,25,0,32333,Kevin Tway,"10' 11""",655.667,60,120
2022,27,0,24925,Jonathan Byrd,"11' 0""",504.583,46,9
2022,27,0,30927,Brendon Todd,"11' 0""",560.417,51,14
2022,27,0,37189,Harold Varner III,"11' 0""",419.333,38,60
2022,30,0,25686,Jason Dufner,"11' 1""",331.917,30,176
2022,30,0,27974,Sung Kang,"11' 1""",720.917,65,149
2022,32,0,47504,Sam Burns,"11' 2""",750.833,67,92
2022,32,0,40098,Matt Fitzpatrick,"11' 2""",336.083,30,1
2022,32,0,35532,Tom Hoge,"11' 2""",556.333,50,16
2022,32,0,46046,Scottie Scheffler,"11' 2""",668.333,60,85
