YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
2019,71,0,36799,Stephan Jaeger,80.77,42,52,-0.26
2019,72,0,35461,Beau Hossler,80.65,50,62,-0.38
2019,72,0,27064,Jhonattan Vegas,80.65,50,62,-0.32
2019,74,0,23108,Matt Kuchar,80.6,54,67,-0.37
2019,74,0,29223,Sam Saunders,80.6,54,67,-0.31
2019,76,0,27963,Chris Stroud,80.49,33,41,-0.3
2019,77,0,45486,Joaquin Niemann,80.43,74,92,-0.39
2019,77,0,32150,Michael Thompson,80.43,37,46,-0.49
2019,79,0,35376,Roberto Díaz,80.36,45,56,-0.29
2019,79,0,39324,J.J. Spaun,80.36,45,56,-0.4
2019,81,0,19803,Ryan Armour,80.33,49,61,-0.31
2019,81,0,27644,Brian Harman,80.33,49,61,-0.37
2019,83,0,49298,Kramer Hickok,80.3,53,66,-0.23
2019,84,0,37189,Harold Varner III,80.26,61,76,-0.23
2019,85,0,32200,Roberto Castro,80.0,44,55,-0.34
2019,85,0,34021,Bud Cauley,80.0,52,65,-0.31
2019,85,0,30944,Jason Kokrak,80.0,52,65,-0.4
2019,85,0,1810,Phil Mickelson,80.0,48,60,-0.29
2019,85,0,24361,Pat Perez,80.0,24,30,-0.42
2019,90,0,23325,Vaughn Taylor,79.82,91,114,-0.31
2019,91,0,29970,Dylan Frittelli,79.73,59,74,-0.37
2019,91,0,23621,Rory Sabbatini,79.73,59,74,-0.46
2019,93,0,29484,Peter Uihlein,79.71,55,69,-0.27
2019,94,0,49766,Hank Lebioda,79.63,43,54,-0.4
2019,95,0,27895,Jonas Blixt,79.59,39,49,-0.28
2019,96,0,46402,Talor Gooch,79.31,23,29,-0.43
2019,97,0,29268,Bronson Burgoon,79.17,38,48,-0.29
2019,98,0,34098,Russell Henley,79.03,49,62,-0.35
2019,99,0,25900,Lucas Glover,78.95,45,57,-0.36
2019,99,0,37275,Sam Ryder,78.95,45,57,-0.49
2019,99,0,27330,Josh Teater,78.95,45,57,-0.31
2019,102,0,34431,Robert Streb,78.85,41,52,-0.15
2019,103,0,12716,Charley Hoffman,78.72,37,47,-0.27
2019,104,0,34360,Patrick Reed,78.57,55,70,-0.38
2019,105,0,40115,Adam Svensson,78.46,51,65,-0.37
2019,106,0,34363,Tyrrell Hatton,78.38,29,37,-0.41
2019,107,0,34076,Joel Dahmen,78.33,47,60,-0.3
2019,108,0,29535,Brice Garnett,78.13,50,64,-0.38
2019,108,0,35732,Wes Roach,78.13,25,32,-0.2
2019,110,0,37380,Curtis Luck,78.05,32,41,-0.47
2019,111,0,19846,Brian Gay,78.0,78,100,-0.28
2019,112,0,24925,Jonathan Byrd,77.78,28,36,-0.36
2019,112,0,39971,Sungjae Im,77.78,70,90,-0.31
2019,112,0,28252,Seamus Power,77.78,42,54,-0.29
2019,115,0,46970,Jon Rahm,77.61,52,67,-0.37
2019,116,0,29478,Kevin Kisner,77.46,55,71,-0.38
2019,117,0,35450,Patrick Cantlay,77.27,34,44,-0.29
2019,118,0,37340,Chase Wright,77.19,44,57,-0.27
2019,119,0,47128,Richy Werenski,77.08,37,48,-0.14
2019,120,0,45526,Abraham Ancer,76.92,50,65,-0.42
2019,120,0,30978,Kiradech Aphibarnrat,76.92,30,39,-0.57
2019,120,0,32816,Satoshi Kodaira,76.92,30,39,-0.17
2019,120,0,26476,Chez Reavie,76.92,50,65,-0.36
2019,124,0,40009,Dominic Bozzelli,76.74,33,43,-0.39
2019,124,0,29974,Branden Grace,76.74,33,43,-0.27
2019,126,0,29479,Scott Brown,76.6,36,47,-0.39
2019,126,0,23320,Ryan Palmer,76.6,36,47,-0.39
2019,128,0,34306,John Chin,76.47,26,34,-0.19
2019,128,0,33399,Adam Hadwin,76.47,52,68,-0.35
2019,128,0,33667,Carlos Ortiz,76.47,65,85,-0.28
2019,131,0,20472,Alex Cejka,76.19,32,42,-0.31
2019,131,0,46523,Joey Garber,76.19,32,42,-0.19
2019,133,0,39977,Max Homa,76.12,51,67,-0.35
2019,134,0,33948,Byeong Hun An,76.0,38,50,-0.34
2019,135,0,27349,Alex Noren,75.86,22,29,-0.18
2019,136,0,26951,Johnson Wagner,75.61,31,41,-0.19
2019,137,0,29221,Webb Simpson,75.51,37,49,-0.3
2019,138,0,35891,Cameron Smith,75.47,40,53,-0.33
2019,139,0,34563,Chesson Hadley,75.44,43,57,-0.21
2019,140,0,25804,Bubba Watson,75.41,46,61,-0.15
2019,141,0,46601,Trey Mullinax,75.36,52,69,-0.21
2019,142,0,52372,Cameron Champ,75.27,70,93,-0.16
2019,143,0,30191,Julián Etulain,75.0,39,52,-0.38
2019,143,0,31420,Anirban Lahiri,75.0,48,64,-0.42
2019,143,0,33486,Roger Sloan,75.0,69,92,-0.3
2019,143,0,21528,Henrik Stenson,75.0,18,24,-0.44
2019,143,0,25632,Jimmy Walker,75.0,48,64,-0.21
2019,148,0,48822,Sebastián Muñoz,74.6,47,63,-0.36
2019,149,0,32757,Patton Kizzire,74.47,35,47,-0.14
2019,150,0,40098,Matt Fitzpatrick,74.36,29,39,-0.24
2019,151,0,47504,Sam Burns,74.24,49,66,-0.27
2019,152,0,45609,Tyler Duncan,74.07,40,54,-0.35
2019,153,0,40026,Daniel Berger,73.91,34,46,-0.26
2019,153,0,25364,Paul Casey,73.91,34,46,-0.24
2019,155,0,24024,Zach Johnson,73.58,39,53,-0.38
2019,156,0,31646,Emiliano Grillo,73.47,36,49,-0.31
2019,156,0,30786,Brady Schnell,73.47,36,49,-0.33
2019,158,0,47856,Seth Reeves,73.33,44,60,-0.16
2019,158,0,32333,Kevin Tway,73.33,55,75,-0.22
2019,160,0,34261,Scott Langley,73.21,41,56,-0.39
2019,161,0,28237,Rory McIlroy,73.17,30,41,-0.2
2019,162,0,51766,Wyndham Clark,73.13,49,67,-0.24
2019,163,0,30692,Scott Stallings,72.97,54,74,-0.31
2019,164,0,35617,Martin Trainer,72.94,62,85,-0.19
2019,165,0,32791,K.H. Lee,72.92,35,48,-0.34
2019,166,0,32058,José de Jesús Rodríguez,72.13,44,61,-0.48
2019,167,0,34046,Jordan Spieth,72.06,49,68,-0.47
2019,168,0,39546,Keith Mitchell,72.0,36,50,-0.42
2019,169,0,26851,Marc Leishman,71.79,28,39,-0.32
2019,169,0,32139,Danny Willett,71.79,28,39,-0.39
2019,171,0,47959,Bryson DeChambeau,71.74,33,46,-0.27
2019,172,0,28259,Sangmoon Bae,71.43,30,42,-0.37
2019,173,0,27141,J.B. Holmes,71.21,47,66,-0.43
2019,174,0,6522,Ernie Els,71.05,27,38,-0.26
2019,174,0,35879,Kelly Kraft,71.05,54,76,-0.3
2019,176,0,25396,Kevin Na,70.97,22,31,-0.5
2019,177,0,49964,Aaron Wise,70.77,46,65,-0.41
2019,178,0,21731,Freddie Jacobson,69.7,23,33,-0.43
2019,179,0,39975,Michael Kim,69.57,32,46,-0.19
2019,180,0,34099,Harris English,69.49,41,59,-0.2
2019,180,0,26596,Ryan Moore,69.49,41,59,-0.37
2019,182,0,30911,Tommy Fleetwood,69.44,25,36,-0.24
2019,183,0,27129,Luke List,68.09,32,47,-0.19
2019,184,0,29725,Tony Finau,67.24,39,58,-0.21
2019,185,0,37455,Si Woo Kim,65.22,30,46,-0.4
2019,186,0,46435,Austin Cook,64.91,37,57,-0.22
2019,187,0,29908,C.T. Pan,60.98,25,41,-0.24
2019,188,0,29926,Danny Lee,58.73,37,63,-0.27
2018,1,0,25198,Francesco Molinari,93.1,54,58,-0.37
2018,2,0,27942,Rob Oppenheim,91.8,56,61,-0.29
2018,3,0,23353,J.J. Henry,91.23,52,57,-0.27
2018,4,0,39997,Corey Conners,90.28,65,72,-0.29
2018,5,0,33448,Justin Thomas,90.0,54,60,-0.35
2018,6,0,26758,David Hearn,89.47,34,38,-0.41
2018,7,0,8793,Tiger Woods,89.13,41,46,-0.44
2018,8,0,27649,Brandt Snedeker,88.57,62,70,-0.37
2018,9,0,31420,Anirban Lahiri,88.52,54,61,-0.2
2018,10,0,47993,Denny McCarthy,88.1,37,42,-0.27
2018,10,0,24140,Sean O'Hair,88.1,37,42,-0.35
2018,12,0,10809,Jim Furyk,88.0,22,25,-0.32
2018,13,0,30978,Kiradech Aphibarnrat,87.5,14,16,-0.36
2018,14,0,45609,Tyler Duncan,87.27,48,55,-0.23
2018,15,0,28775,Nate Lashley,87.23,41,47,-0.29
2018,16,0,23108,Matt Kuchar,87.14,61,70,-0.34
2018,17,0,27963,Chris Stroud,86.67,52,60,-0.37
2018,18,0,26329,Louis Oosthuizen,86.49,32,37,-0.34
2018,19,0,32448,James Hahn,86.36,57,66,-0.21
2018,20,0,28679,Fabián Gómez,86.21,50,58,-0.26
2018,21,0,31560,Brian Stuard,86.09,99,115,-0.32
2018,22,0,27095,Nick Watney,86.08,68,79,-0.32
2018,23,0,29485,Brett Stegmaier,86.0,43,50,-0.44
2018,24,0,35545,Blayne Barber,85.96,49,57,-0.39
2018,24,0,47128,Richy Werenski,85.96,49,57,-0.33
2018,26,0,29221,Webb Simpson,85.92,61,71,-0.41
2018,26,0,39324,J.J. Spaun,85.92,61,71,-0.36
2018,28,0,34021,Bud Cauley,85.71,42,49,-0.29
2018,29,0,23541,Ben Crane,85.37,35,41,-0.43
2018,30,0,20472,Alex Cejka,85.25,52,61,-0.25
2018,30,0,31646,Emiliano Grillo,85.25,52,61,-0.27
2018,30,0,25818,Scott Piercy,85.25,52,61,-0.25
2018,33,0,12510,Chad Campbell,85.19,46,54,-0.48
2018,34,0,27974,Sung Kang,85.0,51,60,-0.39
2018,34,0,32333,Kevin Tway,85.0,68,80,-0.26
2018,36,0,34264,Hudson Swafford,84.91,45,53,-0.38
2018,37,0,25834,Daniel Summerhays,84.85,28,33,-0.25
2018,38,0,27214,Kevin Streelman,84.81,67,79,-0.25
2018,39,0,22056,Cameron Percy,84.44,38,45,-0.26
2018,40,0,20572,Rod Pampling,84.38,27,32,-0.3
2018,41,0,45526,Abraham Ancer,84.34,70,83,-0.37
2018,42,0,33141,Keegan Bradley,84.31,43,51,-0.28
2018,42,0,29268,Bronson Burgoon,84.31,43,51,-0.3
2018,44,0,33122,Russell Knox,84.21,64,76,-0.33
2018,45,0,28132,Tyrone Van Aswegen,84.13,53,63,-0.36
2018,46,0,47287,Ethan Tracy,84.09,37,44,-0.32
2018,47,0,24781,Hunter Mahan,84.0,42,50,-0.43
2018,48,0,27936,Martin Laird,83.87,52,62,-0.33
2018,49,0,34431,Robert Streb,83.78,31,37,-0.45
2018,50,0,24024,Zach Johnson,83.75,67,80,-0.39
2018,51,0,40058,Zac Blair,83.67,41,49,-0.24
2018,51,0,31323,Gary Woodland,83.67,41,49,-0.2
2018,53,0,20229,Stewart Cink,83.64,46,55,-0.41
2018,54,0,29535,Brice Garnett,83.53,71,85,-0.32
2018,55,0,20157,Retief Goosen,83.33,35,42,-0.4
2018,55,0,29908,C.T. Pan,83.33,50,60,-0.38
2018,55,0,35891,Cameron Smith,83.33,35,42,-0.43
2018,55,0,23325,Vaughn Taylor,83.33,65,78,-0.38
2018,59,0,34563,Chesson Hadley,83.16,79,95,-0.37
2018,60,0,47347,Adam Schenk,83.05,49,59,-0.29
2018,61,0,34360,Patrick Reed,83.02,44,53,-0.41
2018,62,0,47125,Matt Atkins,82.93,34,41,-0.15
2018,63,0,26499,Rafa Cabrera Bello,82.86,29,35,-0.28
2018,64,0,29420,Billy Horschel,82.61,57,69,-0.47
2018,65,0,26596,Ryan Moore,82.35,42,51,-0.26
2018,65,0,48081,Xander Schauffele,82.35,28,34,-0.39
2018,67,0,37278,Nicholas Lindheim,81.97,50,61,-0.56
2018,68,0,39546,Keith Mitchell,81.82,81,99,-0.33
2018,69,0,48084,Wesley Bryan,81.63,40,49,-0.45
2018,70,0,34466,Peter Malnati,81.48,66,81,-0.39
2018,71,0,21961,Charles Howell III,81.4,70,86,-0.29
2018,72,0,27958,Ryan Blaum,81.16,56,69,-0.29
2018,73,0,19803,Ryan Armour,81.15,99,122,-0.35
2018,74,0,28237,Rory McIlroy,81.13,43,53,-0.23
2018,75,0,19846,Brian Gay,80.95,102,126,-0.39
2018,75,0,27644,Brian Harman,80.95,51,63,-0.43
2018,75,0,33418,Shawn Stefani,80.95,51,63,-0.33
2018,78,0,29725,Tony Finau,80.88,55,68,-0.24
2018,78,0,34256,Andrew Putnam,80.88,55,68,-0.36
2018,78,0,26476,Chez Reavie,80.88,55,68,-0.29
2018,81,0,34098,Russell Henley,80.85,38,47,-0.39
2018,82,0,12716,Charley Hoffman,80.77,42,52,-0.38
2018,83,0,34099,Harris English,80.49,33,41,-0.39
2018,83,0,24502,Adam Scott,80.49,33,41,-0.33
2018,85,0,36799,Stephan Jaeger,80.36,45,56,-0.22
2018,86,0,32876,Martin Piller,80.33,49,61,-0.22
2018,87,0,30944,Jason Kokrak,80.28,57,71,-0.33
2018,88,0,23621,Rory Sabbatini,80.26,61,76,-0.18
2018,89,0,49964,Aaron Wise,80.23,69,86,-0.3
2018,90,0,32640,Troy Merritt,80.0,56,70,-0.34
2018,90,0,46601,Trey Mullinax,80.0,68,85,-0.34
2018,90,0,25892,Steve Wheatcroft,80.0,44,55,-0.39
2018,93,0,27141,J.B. Holmes,79.66,47,59,-0.34
2018,94,0,47959,Bryson DeChambeau,79.63,43,54,-0.37
2018,95,0,29479,Scott Brown,79.03,49,62,-0.31
2018,96,0,22371,Aaron Baddeley,78.95,45,57,-0.2
2018,97,0,37454,Whee Kim,78.87,56,71,-0.38
2018,97,0,35879,Kelly Kraft,78.87,56,71,-0.43
2018,99,0,29974,Branden Grace,78.79,26,33,-0.38
2018,99,0,49771,J.T. Poston,78.79,52,66,-0.23
2018,101,0,32757,Patton Kizzire,78.67,59,75,-0.27
2018,102,0,40026,Daniel Berger,78.57,33,42,-0.39
2018,102,0,27349,Alex Noren,78.57,22,28,-0.18
2018,104,0,30692,Scott Stallings,78.48,62,79,-0.29
2018,105,0,39975,Michael Kim,78.26,36,46,-0.19
2018,106,0,26300,Matt Jones,78.05,32,41,-0.34
2018,107,0,29518,Brendan Steele,78.0,39,50,-0.05
2018,107,0,33419,Cameron Tringale,78.0,39,50,-0.41
2018,109,0,27556,Ted Potter Jr.,77.92,60,77,-0.32
2018,110,0,27129,Luke List,77.78,63,81,-0.27
2018,110,0,46970,Jon Rahm,77.78,56,72,-0.29
2018,110,0,34358,Jonathan Randolph,77.78,42,54,-0.21
2018,113,0,30926,Chris Kirk,77.67,80,103,-0.39
2018,114,0,31202,William McGirt,77.59,45,58,-0.36
2018,115,0,24924,Bill Haas,77.55,38,49,-0.34
2018,116,0,32254,Xinjun Zhang,77.5,31,40,-0.39
2018,117,0,34076,Joel Dahmen,77.46,55,71,-0.27
2018,118,0,29926,Danny Lee,77.36,41,53,-0.39
2018,119,0,29222,Billy Hurley III,77.27,51,66,-0.25
2018,119,0,29461,Jamie Lovemark,77.27,51,66,-0.41
2018,121,0,37275,Sam Ryder,77.19,44,57,-0.43
2018,122,0,24846,Ricky Barnes,76.92,30,39,-0.33
2018,122,0,35421,Brandon Harkins,76.92,80,104,-0.36
2018,122,0,37189,Harold Varner III,76.92,50,65,-0.36
2018,122,0,27064,Jhonattan Vegas,76.92,40,52,-0.18
2018,126,0,28252,Seamus Power,76.79,43,56,-0.37
2018,127,0,40009,Dominic Bozzelli,76.74,33,43,-0.18
2018,127,0,30911,Tommy Fleetwood,76.74,33,43,-0.27
2018,129,0,34046,Jordan Spieth,76.62,59,77,-0.36
2018,130,0,30925,Dustin Johnson,76.54,62,81,-0.29
2018,131,0,35376,Roberto Díaz,76.47,52,68,-0.35
2018,131,0,34174,John Huh,76.47,39,51,-0.33
2018,133,0,32102,Rickie Fowler,76.32,29,38,-0.45
2018,133,0,34363,Tyrrell Hatton,76.32,29,38,-0.28
2018,135,0,28500,Martin Flores,76.19,64,84,-0.31
2018,136,0,21528,Henrik Stenson,76.0,19,25,-0.32
2018,137,0,33410,Andrew Landry,75.79,72,95,-0.36
2018,138,0,46435,Austin Cook,75.61,62,82,-0.23
2018,139,0,33413,Ben Martin,75.51,37,49,-0.27
2018,139,0,22405,Justin Rose,75.51,37,49,-0.46
2018,141,0,35532,Tom Hoge,75.32,58,77,-0.34
2018,142,0,35450,Patrick Cantlay,75.0,45,60,-0.22
2018,142,0,31416,Derek Fathauer,75.0,33,44,-0.27
2018,142,0,50526,Tom Lovelady,75.0,75,100,-0.28
2018,142,0,24138,Ian Poulter,75.0,33,44,-0.33
2018,142,0,29484,Peter Uihlein,75.0,54,72,-0.39
2018,147,0,25493,Nick Taylor,74.7,62,83,-0.29
2018,148,0,29478,Kevin Kisner,74.63,50,67,-0.38
2018,149,0,39327,Ben Silverman,74.6,47,63,-0.34
2018,150,0,35310,Lanto Griffin,74.58,44,59,-0.25
2018,151,0,26951,Johnson Wagner,74.51,38,51,-0.26
2018,152,0,35506,Mackenzie Hughes,74.47,35,47,-0.4
2018,153,0,24925,Jonathan Byrd,74.42,32,43,-0.38
2018,154,0,39328,Conrad Shindler,74.36,29,39,-0.31
2018,155,0,25572,Graeme McDowell,74.29,26,35,-0.23
2018,156,0,34409,David Lingmerth,74.24,49,66,-0.41
2018,157,0,25364,Paul Casey,74.19,23,31,-0.35
2018,157,0,29223,Sam Saunders,74.19,46,62,-0.22
2018,159,0,27895,Jonas Blixt,74.0,37,50,-0.41
2018,160,0,24358,Robert Garrigus,73.58,39,53,-0.26
2018,161,0,24361,Pat Perez,73.47,36,49,-0.36
2018,162,0,46402,Talor Gooch,73.33,33,45,-0.12
2018,163,0,32150,Michael Thompson,73.17,30,41,-0.3
2018,164,0,37455,Si Woo Kim,73.02,46,63,-0.33
2018,165,0,20593,Greg Chalmers,72.97,27,37,-0.44
2018,165,0,32839,Hideki Matsuyama,72.97,27,37,-0.3
2018,167,0,23320,Ryan Palmer,72.86,51,70,-0.31
2018,168,0,28307,Matt Every,72.73,32,44,-0.22
2018,168,0,33399,Adam Hadwin,72.73,40,55,-0.35
2018,170,0,33948,Byeong Hun An,72.34,34,47,-0.26
2018,171,0,28089,Jason Day,72.22,26,36,-0.27
2018,172,0,22582,Kyle Thompson,72.09,31,43,-0.26
2018,173,0,35544,Andrew Yun,72.0,18,25,-0.17
2018,174,0,25240,D.A. Points,71.93,41,57,-0.12
2018,175,0,32366,Kevin Chappell,71.88,46,64,-0.28
2018,176,0,25396,Kevin Na,71.19,42,59,-0.48
2018,177,0,34213,Grayson Murray,70.91,39,55,-0.26
2018,178,0,46501,Ollie Schniederjans,70.83,51,72,-0.47
2018,179,0,36689,Brooks Koepka,70.77,46,65,-0.3
2018,180,0,26331,Charl Schwartzel,70.73,29,41,-0.41
2018,180,0,30110,Kyle Stanley,70.73,29,41,-0.17
2018,182,0,35461,Beau Hossler,70.65,65,92,-0.37
2018,183,0,25686,Jason Dufner,70.59,36,51,-0.36
2018,183,0,26851,Marc Leishman,70.59,36,51,-0.19
2018,185,0,25632,Jimmy Walker,70.49,43,61,-0.42
2018,186,0,25804,Bubba Watson,69.74,53,76,-0.32
2018,187,0,39954,Cody Gribble,68.75,22,32,-0.23
2018,188,0,1810,Phil Mickelson,68.42,52,76,-0.31
2018,189,0,33204,Shane Lowry,65.85,27,41,-0.19
2018,190,0,36699,Patrick Rodgers,65.28,47,72,-0.38
2018,191,0,25900,Lucas Glover,64.71,22,34,-0.36
2018,192,0,32816,Satoshi Kodaira,62.07,18,29,-0.22
2018,193,0,37338,Zecheng Dou,55.88,19,34,-0.21
2017,1,0,33413,Ben Martin,92.86,52,56,-0.15
2017,2,0,28420,Ryan Brehm,92.75,64,69,-0.25
2017,3,0,24502,Adam Scott,91.89,34,37,-0.18
2017,4,0,32200,Roberto Castro,91.3,63,69,-0.37
2017,5,0,32757,Patton Kizzire,90.67,68,75,-0.35
2017,6,0,32640,Troy Merritt,90.0,63,70,-0.38
2017,7,0,35450,Patrick Cantlay,89.19,33,37,-0.33
2017,8,0,19803,Ryan Armour,88.64,39,44,-0.38
2017,8,0,23983,Luke Donald,88.64,39,44,-0.31
2017,10,0,27064,Jhonattan Vegas,88.14,52,59,-0.33
2017,11,0,30692,Scott Stallings,87.95,73,83,-0.33
2017,12,0,27436,Graham DeLaet,87.72,50,57,-0.3
2017,13,0,19846,Brian Gay,87.5,77,88,-0.39
2017,14,0,27958,Ryan Blaum,87.21,75,86,-0.28
2017,15,0,48084,Wesley Bryan,87.1,54,62,-0.44
2017,16,0,28093,Miguel Angel Carballo,86.79,46,53,-0.17
2017,17,0,34046,Jordan Spieth,86.49,64,74,-0.31
2017,18,0,33399,Adam Hadwin,86.3,63,73,-0.44
2017,19,0,23541,Ben Crane,86.21,50,58,-0.2
2017,20,0,10809,Jim Furyk,86.05,37,43,-0.24
2017,21,0,40026,Daniel Berger,85.96,49,57,-0.35
2017,22,0,28500,Martin Flores,85.9,67,78,-0.27
2017,23,0,29720,Andres Gonzales,85.71,48,56,-0.25
2017,23,0,25349,Tim Wilkinson,85.71,42,49,-0.38
2017,25,0,25396,Kevin Na,85.48,53,62,-0.28
2017,26,0,27649,Brandt Snedeker,85.42,41,48,-0.17
2017,27,0,32102,Rickie Fowler,85.11,40,47,-0.4
2017,27,0,46732,Rick Lamb,85.11,40,47,-0.33
2017,27,0,22056,Cameron Percy,85.11,40,47,-0.13
2017,30,0,46970,Jon Rahm,84.88,73,86,-0.34
2017,31,0,34409,David Lingmerth,84.81,67,79,-0.39
2017,32,0,23353,J.J. Henry,84.62,55,65,-0.29
2017,33,0,29221,Webb Simpson,84.51,60,71,-0.3
2017,34,0,25240,D.A. Points,84.48,49,58,-0.29
2017,35,0,31323,Gary Woodland,84.44,38,45,-0.34
2017,36,0,46601,Trey Mullinax,84.34,70,83,-0.21
2017,37,0,24846,Ricky Barnes,84.13,53,63,-0.38
2017,37,0,24507,Jason Bohn,84.13,53,63,-0.19
2017,37,0,20472,Alex Cejka,84.13,53,63,-0.26
2017,40,0,21961,Charles Howell III,84.06,58,69,-0.24
2017,41,0,25900,Lucas Glover,83.91,73,87,-0.25
2017,42,0,25191,Gonzalo Fernandez-Castaño,83.87,26,31,-0.46
2017,42,0,25632,Jimmy Walker,83.87,52,62,-0.27
2017,44,0,37278,Nicholas Lindheim,83.78,31,37,-0.26
2017,44,0,47128,Richy Werenski,83.78,31,37,-0.32
2017,46,0,29222,Billy Hurley III,83.72,72,86,-0.39
2017,46,0,48822,Sebastián Muñoz,83.72,36,43,-0.42
2017,48,0,34360,Patrick Reed,83.7,77,92,-0.39
2017,49,0,24357,K.J. Choi,83.64,46,55,-0.41
2017,50,0,12510,Chad Campbell,83.33,55,66,-0.4
2017,50,0,23325,Vaughn Taylor,83.33,85,102,-0.36
2017,52,0,40058,Zac Blair,83.15,74,89,-0.3
2017,53,0,28307,Matt Every,83.1,59,71,-0.37
2017,54,0,22046,Geoff Ogilvy,83.08,54,65,-0.28
2017,55,0,25364,Paul Casey,83.02,44,53,-0.34
2017,55,0,27466,Spencer Levin,83.02,44,53,-0.36
2017,57,0,32839,Hideki Matsuyama,82.98,39,47,-0.28
2017,58,0,35879,Kelly Kraft,82.81,53,64,-0.34
2017,59,0,33448,Justin Thomas,82.72,67,81,-0.37
2017,60,0,46440,Smylie Kaufman,82.67,62,75,-0.45
2017,60,0,23800,Bryce Molder,82.67,62,75,-0.35
2017,62,0,46501,Ollie Schniederjans,82.61,76,92,-0.28
2017,63,0,34466,Peter Malnati,82.56,71,86,-0.35
2017,64,0,26596,Ryan Moore,82.46,47,57,-0.3
2017,65,0,20572,Rod Pampling,82.35,42,51,-0.24
2017,66,0,1810,Phil Mickelson,82.14,69,84,-0.46
2017,67,0,29725,Tony Finau,82.05,64,78,-0.27
2017,68,0,26289,Boo Weekley,81.97,50,61,-0.24
2017,69,0,29518,Brendan Steele,81.94,59,72,-0.24
2017,70,0,12716,Charley Hoffman,81.93,68,83,-0.31
2017,71,0,29740,Brad Fritsch,81.82,27,33,-0.44
2017,71,0,20157,Retief Goosen,81.82,27,33,-0.22
2017,71,0,26758,David Hearn,81.82,45,55,-0.22
2017,71,0,30852,Ryo Ishikawa,81.82,27,33,-0.3
2017,71,0,24024,Zach Johnson,81.82,63,77,-0.35
2017,71,0,29478,Kevin Kisner,81.82,63,77,-0.37
2017,71,0,29908,C.T. Pan,81.82,45,55,-0.27
2017,78,0,24358,Robert Garrigus,81.48,44,54,-0.3
2017,79,0,37454,Whee Kim,81.25,52,64,-0.27
2017,79,0,22986,Søren Kjeldsen,81.25,26,32,-0.42
2017,79,0,28252,Seamus Power,81.25,52,64,-0.37
2017,82,0,26476,Chez Reavie,81.18,69,85,-0.26
2017,83,0,30110,Kyle Stanley,81.08,60,74,-0.33
2017,84,0,35506,Mackenzie Hughes,81.05,77,95,-0.32
2017,85,0,25818,Scott Piercy,81.03,47,58,-0.34
2017,86,0,29974,Branden Grace,80.95,51,63,-0.29
2017,86,0,31646,Emiliano Grillo,80.95,51,63,-0.25
2017,86,0,30925,Dustin Johnson,80.95,51,63,-0.31
2017,89,0,36699,Patrick Rodgers,80.82,59,73,-0.22
2017,90,0,22371,Aaron Baddeley,80.77,42,52,-0.26
2017,91,0,31557,Jim Herman,80.7,46,57,-0.3
2017,92,0,34098,Russell Henley,80.56,58,72,-0.41
2017,92,0,34431,Robert Streb,80.56,58,72,-0.33
2017,94,0,28132,Tyrone Van Aswegen,80.52,62,77,-0.34
2017,95,0,26499,Rafa Cabrera Bello,80.49,33,41,-0.39
2017,96,0,49771,J.T. Poston,80.3,53,66,-0.28
2017,97,0,34264,Hudson Swafford,80.28,57,71,-0.37
2017,98,0,35545,Blayne Barber,80.23,69,86,-0.36
2017,99,0,32333,Kevin Tway,80.0,68,85,-0.24
2017,100,0,31560,Brian Stuard,79.66,47,59,-0.36
2017,101,0,23621,Rory Sabbatini,79.63,43,54,-0.21
2017,102,0,26331,Charl Schwartzel,79.41,27,34,-0.33
2017,103,0,24924,Bill Haas,79.37,50,63,-0.28
2017,104,0,26951,Johnson Wagner,79.31,46,58,-0.39
2017,105,0,33141,Keegan Bradley,79.27,65,82,-0.34
2017,106,0,24140,Sean O'Hair,79.22,61,77,-0.34
2017,106,0,29476,Kyle Reifers,79.22,61,77,-0.28
2017,108,0,25572,Graeme McDowell,79.17,38,48,-0.45
2017,108,0,29223,Sam Saunders,79.17,38,48,-0.53
2017,110,0,37189,Harold Varner III,79.12,72,91,-0.31
2017,111,0,33418,Shawn Stefani,79.03,49,62,-0.29
2017,112,0,29420,Billy Horschel,78.95,45,57,-0.2
2017,112,0,25345,Carl Pettersson,78.95,30,38,-0.37
2017,112,0,25834,Daniel Summerhays,78.95,45,57,-0.27
2017,115,0,33461,Morgan Hoffmann,78.82,67,85,-0.36
2017,115,0,25493,Nick Taylor,78.82,67,85,-0.37
2017,117,0,33948,Byeong Hun An,78.72,37,47,-0.24
2017,117,0,33122,Russell Knox,78.72,37,47,-0.46
2017,119,0,35891,Cameron Smith,78.67,59,75,-0.44
2017,120,0,29289,S.Y. Noh,78.57,55,70,-0.22
2017,120,0,48081,Xander Schauffele,78.57,55,70,-0.44
2017,122,0,20229,Stewart Cink,78.43,80,102,-0.3
2017,122,0,27770,Camilo Villegas,78.43,40,51,-0.4
2017,124,0,32150,Michael Thompson,78.38,29,37,-0.17
2017,125,0,28089,Jason Day,78.13,50,64,-0.38
2017,125,0,34099,Harris English,78.13,50,64,-0.24
2017,127,0,40009,Dominic Bozzelli,78.0,39,50,-0.36
2017,128,0,27936,Martin Laird,77.92,60,77,-0.23
2017,128,0,27129,Luke List,77.92,60,77,-0.28
2017,130,0,25720,Chad Collins,77.78,35,45,-0.34
