YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
2022,0,32757,Patton Kizzire,10.99,40,364
2022,0,36689,Brooks Koepka,10.99,20,182
2022,0,32662,Michael Gligic,10.73,31,289
2022,0,34610,Matthias Schwab,10.73,31,289
2022,0,27095,Nick Watney,10.61,33,311
2022,0,39953,Chase Seiffert,10.43,22,211
2022,0,29974,Branden Grace,10.19,22,216
2022,0,35617,Martin Trainer,10.15,33,325
2022,0,35110,Brett Drewitt,9.96,24,241
2022,0,27770,Camilo Villegas,9.96,28,281
2022,0,33490,Bo Hoag,9.95,20,201
2022,0,22056,Cameron Percy,9.84,18,183
2022,0,29518,Brendan Steele,9.8,29,296
2022,0,34046,Jordan Spieth,9.34,27,289
2022,0,25686,Jason Dufner,9.22,19,206
2022,0,27064,Jhonattan Vegas,9.15,30,328
2022,0,32448,James Hahn,8.5,25,294
2022,0,46550,Brandon Hagy,8.16,27,331
2021,0,22405,Justin Rose,20.27,45,222
2021,0,24357,K.J. Choi,18.1,38,210
2021,0,30944,Jason Kokrak,17.7,63,356
2021,0,37189,Harold Varner III,17.58,64,364
2021,0,46970,Jon Rahm,17.53,54,308
2021,0,34099,Harris English,17.39,64,368
2021,0,31646,Emiliano Grillo,17.27,67,388
2021,0,12716,Charley Hoffman,17.08,69,404
2021,0,30925,Dustin Johnson,16.78,49,292
2021,0,29535,Brice Garnett,16.67,62,372
2021,0,49964,Aaron Wise,16.67,54,324
2021,0,29221,Webb Simpson,16.55,49,296
2021,0,45486,Joaquin Niemann,16.5,68,412
2021,0,20229,Stewart Cink,16.48,59,358
2021,0,34046,Jordan Spieth,16.48,59,358
2021,0,33448,Justin Thomas,16.47,56,340
2021,0,35891,Cameron Smith,16.46,54,328
2021,0,32448,James Hahn,16.43,47,286
2021,0,24361,Pat Perez,16.41,64,390
2021,0,33597,Harry Higgs,16.36,53,324
2021,0,27141,J.B. Holmes,16.33,32,196
2021,0,31557,Jim Herman,16.3,44,270
2021,0,33204,Shane Lowry,16.23,50,308
2021,0,29518,Brendan Steele,16.23,50,308
2021,0,46442,Maverick McNealy,16.14,51,316
2021,0,47483,Will Zalatoris,16.09,56,348
2021,0,28237,Rory McIlroy,16.0,48,300
2021,0,32150,Michael Thompson,16.0,48,300
2021,0,33399,Adam Hadwin,15.92,57,358
2021,0,39997,Corey Conners,15.89,68,428
2021,0,50525,Collin Morikawa,15.71,49,312
2021,0,23983,Luke Donald,15.65,36,230
2021,0,24502,Adam Scott,15.63,45,288
2021,0,52375,Doug Ghim,15.61,54,346
2021,0,24024,Zach Johnson,15.41,53,344
2021,0,35310,Lanto Griffin,15.3,56,366
2021,0,29479,Scott Brown,15.24,50,328
2021,0,32254,Xinjun Zhang,15.22,42,276
2021,0,45526,Abraham Ancer,15.15,60,396
2021,0,32757,Patton Kizzire,15.14,63,416
2021,0,25900,Lucas Glover,15.13,59,390
2021,0,52372,Cameron Champ,15.0,45,300
2021,0,48119,Ben Taylor,15.0,30,200
2021,0,36801,Mark Hubbard,14.97,59,394
2021,0,40098,Matt Fitzpatrick,14.93,40,268
2021,0,45157,Cam Davis,14.92,57,382
2021,0,25364,Paul Casey,14.86,44,296
2021,0,30927,Brendon Todd,14.83,51,344
2021,0,35532,Tom Hoge,14.8,58,392
2021,0,33120,Mark Anderson,14.73,33,224
2021,0,34174,John Huh,14.71,35,238
2021,0,48822,Sebastián Muñoz,14.71,60,408
2021,0,31560,Brian Stuard,14.69,62,422
2021,0,40026,Daniel Berger,14.58,49,336
2021,0,29725,Tony Finau,14.56,53,364
2021,0,33410,Andrew Landry,14.55,39,268
2021,0,49771,J.T. Poston,14.53,50,344
2021,0,22056,Cameron Percy,14.52,45,310
2021,0,46046,Scottie Scheffler,14.5,58,400
2021,0,39977,Max Homa,14.49,51,352
2021,0,34076,Joel Dahmen,14.46,48,332
2021,0,27129,Luke List,14.44,52,360
2021,0,29268,Bronson Burgoon,14.29,42,294
2021,0,39975,Michael Kim,14.29,40,280
2021,0,25818,Scott Piercy,14.29,46,322
2021,0,27214,Kevin Streelman,14.29,56,392
2021,0,33667,Carlos Ortiz,14.25,53,372
2021,0,29974,Branden Grace,14.24,47,330
2021,0,25396,Kevin Na,14.2,50,352
2021,0,27349,Alex Noren,14.2,48,338
2021,0,23325,Vaughn Taylor,14.15,45,318
2021,0,48081,Xander Schauffele,14.14,43,304
2021,0,32816,Satoshi Kodaira,14.01,44,314
2021,0,47347,Adam Schenk,14.01,58,414
2021,0,30926,Chris Kirk,14.0,49,350
2021,0,35506,Mackenzie Hughes,13.93,51,366
2021,0,32102,Rickie Fowler,13.92,44,316
2021,0,30692,Scott Stallings,13.87,43,310
2021,0,23621,Rory Sabbatini,13.86,42,303
2021,0,32839,Hideki Matsuyama,13.83,52,376
2021,0,32640,Troy Merritt,13.75,55,400
2021,0,39971,Sungjae Im,13.71,68,496
2021,0,26331,Charl Schwartzel,13.71,48,350
2021,0,47504,Sam Burns,13.66,47,344
2021,0,47959,Bryson DeChambeau,13.61,43,316
2021,0,36699,Patrick Rodgers,13.59,56,412
2021,0,30911,Tommy Fleetwood,13.52,33,244
2021,0,45609,Tyler Duncan,13.51,50,370
2021,0,26758,David Hearn,13.46,35,260
2021,0,33141,Keegan Bradley,13.43,47,350
2021,0,36689,Brooks Koepka,13.43,36,268
2021,0,40006,Erik van Rooyen,13.42,40,298
2021,0,24138,Ian Poulter,13.36,39,292
2021,0,33486,Roger Sloan,13.33,44,330
2021,0,26476,Chez Reavie,13.31,45,338
2021,0,47993,Denny McCarthy,13.28,51,384
2021,0,46717,Viktor Hovland,13.24,45,340
2021,0,37275,Sam Ryder,13.22,46,348
2021,0,56762,Will Gordon,13.2,47,356
2021,0,30110,Kyle Stanley,13.19,48,364
2021,0,34264,Hudson Swafford,13.11,43,328
2021,0,39324,J.J. Spaun,13.1,38,290
2021,0,27649,Brandt Snedeker,13.08,45,344
2021,0,24924,Bill Haas,13.07,23,176
2021,0,29926,Danny Lee,13.01,32,246
2021,0,27644,Brian Harman,12.99,53,408
2021,0,46402,Talor Gooch,12.97,48,370
2021,0,33404,Chris Baker,12.96,28,216
2021,0,37455,Si Woo Kim,12.96,49,378
2021,0,29908,C.T. Pan,12.96,42,324
2021,0,27556,Ted Potter Jr.,12.95,36,278
2021,0,27974,Sung Kang,12.93,45,348
2021,0,32618,Rhein Gibson,12.83,29,226
2021,0,1810,Phil Mickelson,12.83,39,304
2021,0,29420,Billy Horschel,12.79,44,344
2021,0,32791,K.H. Lee,12.79,55,430
2021,0,33122,Russell Knox,12.77,48,376
2021,0,33419,Cameron Tringale,12.77,48,376
2021,0,26499,Rafa Cabrera Bello,12.75,38,298
2021,0,34360,Patrick Reed,12.74,40,314
2021,0,34098,Russell Henley,12.72,44,346
2021,0,49298,Kramer Hickok,12.68,36,284
2021,0,49766,Hank Lebioda,12.67,37,292
2021,0,49960,Sepp Straka,12.63,49,388
2021,0,23623,Bo Van Pelt,12.59,37,294
2021,0,35658,Kris Ventura,12.59,36,286
2021,0,25686,Jason Dufner,12.57,44,350
2021,0,36871,Matthew NeSmith,12.57,45,358
2021,0,53165,Doc Redman,12.5,39,312
2021,0,34466,Peter Malnati,12.42,40,322
2021,0,27942,Rob Oppenheim,12.42,37,298
2021,0,34563,Chesson Hadley,12.41,36,290
2021,0,31323,Gary Woodland,12.41,35,282
2021,0,46441,Robby Shelton,12.35,40,324
2021,0,19803,Ryan Armour,12.34,39,316
2021,0,39546,Keith Mitchell,12.28,42,342
2021,0,51766,Wyndham Clark,12.26,39,318
2021,0,21209,Sergio Garcia,12.24,36,294
2021,0,35450,Patrick Cantlay,12.18,38,312
2021,0,26851,Marc Leishman,12.17,37,304
2021,0,28252,Seamus Power,12.07,28,232
2021,0,32662,Michael Gligic,12.04,39,324
2021,0,32139,Danny Willett,12.04,23,191
2021,0,28775,Nate Lashley,12.01,37,308
2021,0,26329,Louis Oosthuizen,12.0,36,300
2021,0,25804,Bubba Watson,11.97,34,284
2021,0,25493,Nick Taylor,11.88,43,362
2021,0,35230,Nelson Ledesma,11.86,23,194
2021,0,29478,Kevin Kisner,11.78,37,314
2021,0,23320,Ryan Palmer,11.67,35,300
2021,0,34363,Tyrrell Hatton,11.64,27,232
2021,0,32070,Rafael Campos,11.57,28,242
2021,0,28089,Jason Day,11.57,31,268
2021,0,27936,Martin Laird,11.56,37,320
2021,0,35449,Adam Long,11.56,40,346
2021,0,35461,Beau Hossler,11.45,41,358
2021,0,34256,Andrew Putnam,11.39,41,360
2021,0,28679,Fabián Gómez,11.36,25,220
2021,0,46550,Brandon Hagy,11.33,34,300
2021,0,29970,Dylan Frittelli,11.22,33,294
2021,0,48045,Michael Gellerman,11.17,21,188
2021,0,27770,Camilo Villegas,11.15,35,314
2021,0,40042,Tyler McCumber,11.03,30,272
2021,0,27095,Nick Watney,11.01,24,218
2021,0,24140,Sean O'Hair,10.95,23,210
2021,0,27330,Josh Teater,10.94,21,192
2021,0,48887,Matt Wallace,10.85,23,212
2021,0,51894,Vince Whaley,10.8,35,324
2021,0,31420,Anirban Lahiri,10.66,29,272
2021,0,27064,Jhonattan Vegas,10.56,38,360
2021,0,39953,Chase Seiffert,10.51,33,314
2021,0,34213,Grayson Murray,10.5,21,200
2021,0,34431,Robert Streb,10.49,34,324
2021,0,23108,Matt Kuchar,10.45,28,268
2021,0,24781,Hunter Mahan,10.34,24,232
2021,0,32333,Kevin Tway,10.32,26,252
2021,0,28420,Ryan Brehm,10.26,24,234
2021,0,26300,Matt Jones,9.95,41,412
2021,0,19846,Brian Gay,9.71,27,278
2021,0,27554,Scott Harrington,9.66,31,321
2021,0,33490,Bo Hoag,9.66,34,352
2021,0,25632,Jimmy Walker,9.6,29,302
2021,0,47128,Richy Werenski,9.54,33,346
2021,0,46435,Austin Cook,9.52,28,294
2021,0,35104,Tom Lewis,9.51,31,326
2021,0,33413,Ben Martin,9.5,19,200
2021,0,23788,D.J. Trahan,9.4,25,266
2021,0,56278,Matthew Wolff,9.38,21,224
2021,0,34255,Joseph Bramlett,9.18,29,316
2021,0,33948,Byeong Hun An,8.72,30,344
2021,0,30163,Henrik Norlander,8.48,29,342
2021,0,20396,Lee Westwood,8.0,20,250
2021,0,35617,Martin Trainer,7.5,18,240
2021,0,34314,Sebastian Cappelen,6.88,15,218
2021,0,22371,Aaron Baddeley,6.42,14,218
2021,0,21961,Charles Howell III,5.99,17,284
2020,0,27963,Chris Stroud,21.08,39,185
2020,0,29268,Bronson Burgoon,20.28,43,212
2020,1,48045,Michael Gellerman,19.53,33,169
2020,1,56762,Will Gordon,19.53,25,128
2020,4,34099,Harris English,19.41,59,304
2020,0,28252,Seamus Power,19.38,25,129
2020,0,33449,Zack Sucher,19.31,28,145
2020,0,23325,Vaughn Taylor,19.28,48,249
2020,1,26499,Rafa Cabrera Bello,18.89,41,217
2020,1,19803,Ryan Armour,18.88,44,233
2020,2,45609,Tyler Duncan,18.54,61,329
2020,2,46442,Maverick McNealy,18.36,56,305
2020,2,49964,Aaron Wise,18.23,33,181
2020,2,47993,Denny McCarthy,18.18,56,308
2020,10,50525,Collin Morikawa,17.81,57,320
2020,3,47128,Richy Werenski,17.78,40,225
2020,0,46970,Jon Rahm,17.54,40,228
2020,3,34076,Joel Dahmen,17.45,56,321
2020,3,32102,Rickie Fowler,17.44,30,172
2020,14,35506,Mackenzie Hughes,17.44,49,281
2020,3,31560,Brian Stuard,17.23,56,325
2020,1,48822,Sebastián Muñoz,17.17,57,332
2020,6,30925,Dustin Johnson,17.1,33,193
2020,3,30692,Scott Stallings,17.1,46,269
2020,2,31420,Anirban Lahiri,17.02,24,141
2020,2,49771,J.T. Poston,16.99,53,312
2020,-9,46717,Viktor Hovland,16.94,51,301
2020,2,22371,Aaron Baddeley,16.93,32,189
2020,-9,45526,Abraham Ancer,16.67,50,300
2020,2,34213,Grayson Murray,16.67,24,144
2020,3,46402,Talor Gooch,16.57,55,332
2020,3,51766,Wyndham Clark,16.47,41,249
2020,-1,30927,Brendon Todd,16.47,56,340
2020,2,37275,Sam Ryder,16.43,46,280
2020,2,27095,Nick Watney,16.38,29,177
2020,3,33667,Carlos Ortiz,16.32,47,288
2020,3,29926,Danny Lee,16.07,45,280
2020,3,35450,Patrick Cantlay,16.02,29,181
2020,4,34431,Robert Streb,15.92,32,201
2020,5,33413,Ben Martin,15.86,23,145
2020,7,34466,Peter Malnati,15.72,36,229
2020,7,28089,Jason Day,15.67,34,217
2020,8,12716,Charley Hoffman,15.61,37,237
2020,2,28237,Rory McIlroy,15.57,38,244
2020,7,35732,Wes Roach,15.53,25,161
2020,0,34363,Tyrrell Hatton,15.48,26,168
2020,-9,25396,Kevin Na,15.44,44,285
2020,-6,29725,Tony Finau,15.41,45,292
2020,4,27644,Brian Harman,15.38,48,312
2020,-6,29478,Kevin Kisner,15.36,45,293
2020,5,24138,Ian Poulter,15.31,30,196
2020,5,47347,Adam Schenk,15.28,46,301
2020,0,39971,Sungjae Im,15.26,58,380
2020,5,30911,Tommy Fleetwood,15.24,25,164
2020,5,33490,Bo Hoag,15.24,41,269
2020,5,29479,Scott Brown,15.18,39,257
2020,5,40009,Dominic Bozzelli,15.17,22,145
2020,5,24024,Zach Johnson,15.16,37,244
2020,5,31646,Emiliano Grillo,15.15,40,264
2020,5,22405,Justin Rose,15.13,23,152
2020,6,27349,Alex Noren,15.11,34,225
2020,8,30944,Jason Kokrak,15.08,38,252
2020,8,45157,Cam Davis,15.02,35,233
2020,8,39324,J.J. Spaun,15.02,35,233
2020,8,26596,Ryan Moore,15.0,27,180
2020,8,27064,Jhonattan Vegas,15.0,30,200
2020,1,40026,Daniel Berger,14.94,39,261
2020,8,46435,Austin Cook,14.94,36,241
2020,-19,29221,Webb Simpson,14.9,31,208
2020,6,32254,Xinjun Zhang,14.89,46,309
2020,7,33948,Byeong Hun An,14.8,45,304
2020,-14,45486,Joaquin Niemann,14.8,45,304
2020,6,48119,Ben Taylor,14.79,25,169
2020,6,27936,Martin Laird,14.74,23,156
2020,6,33404,Chris Baker,14.72,29,197
2020,1,23320,Ryan Palmer,14.71,40,272
2020,-12,29420,Billy Horschel,14.69,47,320
2020,6,34098,Russell Henley,14.68,37,252
2020,6,25900,Lucas Glover,14.65,40,273
2020,7,34563,Chesson Hadley,14.59,34,233
2020,7,46550,Brandon Hagy,14.59,27,185
2020,7,32366,Kevin Chappell,14.55,24,165
2020,7,32757,Patton Kizzire,14.55,32,220
2020,7,40042,Tyler McCumber,14.55,31,213
2020,-16,47959,Bryson DeChambeau,14.52,36,248
2020,6,33141,Keegan Bradley,14.49,40,276
2020,6,40098,Matt Fitzpatrick,14.48,32,221
2020,6,28679,Fabián Gómez,14.48,32,221
2020,6,23108,Matt Kuchar,14.48,32,221
2020,6,32618,Rhein Gibson,14.43,29,201
2020,6,28307,Matt Every,14.36,26,181
2020,6,34256,Andrew Putnam,14.36,27,188
2020,6,37455,Si Woo Kim,14.29,43,301
2020,6,19846,Brian Gay,14.23,36,253
2020,6,24361,Pat Perez,14.22,32,225
2020,6,53165,Doc Redman,13.98,46,329
2020,6,29974,Branden Grace,13.94,23,165
2020,6,28420,Ryan Brehm,13.93,28,201
2020,6,36871,Matthew NeSmith,13.92,38,273
2020,6,23621,Rory Sabbatini,13.81,37,268
2020,6,35532,Tom Hoge,13.8,41,297
2020,6,26300,Matt Jones,13.77,42,305
2020,6,23788,D.J. Trahan,13.76,26,189
2020,6,36689,Brooks Koepka,13.75,22,160
2020,6,29535,Brice Garnett,13.73,32,233
2020,35,26851,Marc Leishman,13.71,34,248
2020,5,29518,Brendan Steele,13.67,35,256
2020,5,1810,Phil Mickelson,13.66,28,205
2020,5,24924,Bill Haas,13.56,24,177
2020,5,24502,Adam Scott,13.46,21,156
2020,5,34046,Jordan Spieth,13.44,34,253
2020,5,25818,Scott Piercy,13.38,36,269
2020,5,32640,Troy Merritt,13.36,37,277
2020,5,39953,Chase Seiffert,13.36,29,217
2020,21,32839,Hideki Matsuyama,13.33,40,300
2020,4,27974,Sung Kang,13.31,39,293
2020,4,31323,Gary Woodland,13.31,33,248
2020,4,29484,Peter Uihlein,13.29,23,173
2020,4,23623,Bo Van Pelt,13.29,23,173
2020,4,37189,Harold Varner III,13.29,40,301
2020,4,26329,Louis Oosthuizen,13.27,26,196
2020,4,32150,Michael Thompson,13.25,33,249
2020,5,49960,Sepp Straka,13.21,37,280
2020,5,27554,Scott Harrington,13.19,36,273
2020,5,56278,Matthew Wolff,13.18,39,296
2020,5,20229,Stewart Cink,13.17,27,205
2020,5,39977,Max Homa,13.17,37,281
2020,5,29908,C.T. Pan,13.16,30,228
2020,5,27649,Brandt Snedeker,13.15,28,213
2020,5,29970,Dylan Frittelli,13.11,43,328
2020,5,46441,Robby Shelton,13.03,37,284
2020,6,27556,Ted Potter Jr.,12.99,23,177
2020,6,35658,Kris Ventura,12.99,23,177
2020,6,25349,Tim Wilkinson,12.97,24,185
2020,6,47504,Sam Burns,12.93,30,232
2020,8,40058,Zac Blair,12.83,34,265
2020,17,46046,Scottie Scheffler,12.8,42,328
2020,7,33204,Shane Lowry,12.78,23,180
2020,7,36801,Mark Hubbard,12.75,44,345
2020,7,35449,Adam Long,12.75,45,353
2020,7,10809,Jim Furyk,12.74,20,157
2020,7,30110,Kyle Stanley,12.74,27,212
2020,7,34021,Bud Cauley,12.7,31,244
2020,7,49766,Hank Lebioda,12.67,28,221
2020,7,33419,Cameron Tringale,12.65,32,253
2020,7,36699,Patrick Rodgers,12.6,46,365
2020,-4,34360,Patrick Reed,12.5,37,296
2020,27,48081,Xander Schauffele,12.5,35,280
2020,21,33448,Justin Thomas,12.5,33,264
2020,7,48887,Matt Wallace,12.5,22,176
2020,5,30163,Henrik Norlander,12.46,37,297
2020,5,39546,Keith Mitchell,12.45,32,257
2020,5,35230,Nelson Ledesma,12.42,20,161
2020,5,51894,Vince Whaley,12.42,19,153
2020,5,35310,Lanto Griffin,12.33,45,365
2020,5,25804,Bubba Watson,12.31,33,268
2020,5,52372,Cameron Champ,12.27,34,277
2020,5,21209,Sergio Garcia,12.22,22,180
2020,5,34255,Joseph Bramlett,12.21,26,213
2020,5,27214,Kevin Streelman,12.12,36,297
2020,5,27330,Josh Teater,12.12,20,165
2020,5,25572,Graeme McDowell,12.11,23,190
2020,14,35891,Cameron Smith,12.11,31,256
2020,5,33122,Russell Knox,11.86,30,253
2020,5,27942,Rob Oppenheim,11.84,29,245
2020,5,39997,Corey Conners,11.82,35,296
2020,5,31557,Jim Herman,11.81,28,237
2020,5,21961,Charles Howell III,11.79,33,280
2020,6,26758,David Hearn,11.71,24,205
2020,7,33410,Andrew Landry,11.46,29,253
2020,7,32662,Michael Gligic,11.4,22,193
2020,7,34314,Sebastian Cappelen,11.27,24,213
2020,7,32139,Danny Willett,11.25,18,160
2020,7,25686,Jason Dufner,11.24,28,249
2020,7,27129,Luke List,11.23,31,276
2020,7,21407,Arjun Atwal,11.2,14,125
2020,8,35461,Beau Hossler,11.15,30,269
2020,8,33597,Harry Higgs,11.11,37,333
2020,8,32448,James Hahn,11.03,16,145
2020,8,25493,Nick Taylor,10.97,26,237
2020,8,33399,Adam Hadwin,10.94,29,265
2020,8,33486,Roger Sloan,10.78,22,204
2020,8,49298,Kramer Hickok,10.66,21,197
2020,8,25632,Jimmy Walker,10.27,19,185
2020,8,32333,Kevin Tway,10.2,20,196
2020,8,52375,Doug Ghim,9.94,16,161
2020,8,22056,Cameron Percy,9.44,17,180
2020,8,32791,K.H. Lee,9.38,27,288
2020,8,28775,Nate Lashley,9.22,19,206
2020,8,33120,Mark Anderson,8.99,17,189
2020,8,25364,Paul Casey,7.56,17,225
2020,8,26476,Chez Reavie,7.44,23,309
2020,8,35617,Martin Trainer,7.18,13,181
2019,0,29420,Billy Horschel,18.41,67,364
2019,0,47959,Bryson DeChambeau,17.96,51,284
2019,0,52372,Cameron Champ,17.94,54,301
2019,0,35450,Patrick Cantlay,17.71,51,288
2019,0,29926,Danny Lee,17.68,58,328
2019,0,46435,Austin Cook,17.62,46,261
2019,0,32640,Troy Merritt,17.5,42,240
2019,0,26851,Marc Leishman,17.25,49,284
2019,0,33418,Shawn Stefani,17.21,53,308
2019,0,20472,Alex Cejka,17.07,35,205
2019,0,32150,Michael Thompson,17.07,49,287
2019,0,34256,Andrew Putnam,16.94,51,301
2019,0,26329,Louis Oosthuizen,16.92,44,260
2019,0,33448,Justin Thomas,16.9,48,284
2019,0,34076,Joel Dahmen,16.75,65,388
2019,0,26476,Chez Reavie,16.71,62,371
2019,0,19803,Ryan Armour,16.62,62,373
2019,0,23325,Vaughn Taylor,16.53,61,369
2019,0,28237,Rory McIlroy,16.42,44,268
2019,0,35879,Kelly Kraft,16.41,54,329
2019,0,30944,Jason Kokrak,16.21,59,364
2019,0,32839,Hideki Matsuyama,16.19,57,352
2019,0,46970,Jon Rahm,16.18,44,272
2019,0,23621,Rory Sabbatini,16.18,61,377
2019,0,27141,J.B. Holmes,16.14,46,285
2019,0,39997,Corey Conners,15.94,55,345
2019,0,32757,Patton Kizzire,15.88,47,296
2019,0,25818,Scott Piercy,15.84,54,341
2019,0,36689,Brooks Koepka,15.75,46,292
2019,0,31646,Emiliano Grillo,15.71,49,312
2019,0,31420,Anirban Lahiri,15.71,44,280
2019,0,39327,Ben Silverman,15.64,43,275
2019,0,47993,Denny McCarthy,15.55,51,328
2019,0,47128,Richy Werenski,15.52,52,335
2019,0,23320,Ryan Palmer,15.47,41,265
2019,0,34046,Jordan Spieth,15.46,49,317
2019,0,49766,Hank Lebioda,15.44,44,285
2019,0,49964,Aaron Wise,15.44,42,272
2019,0,35732,Wes Roach,15.42,39,253
2019,0,47347,Adam Schenk,15.38,62,403
2019,0,32200,Roberto Castro,15.36,45,293
2019,0,49960,Sepp Straka,15.36,45,293
2019,0,37189,Harold Varner III,15.36,51,332
2019,0,25900,Lucas Glover,15.34,56,365
2019,0,27895,Jonas Blixt,15.21,47,309
2019,0,23108,Matt Kuchar,15.14,48,317
2019,0,32102,Rickie Fowler,15.13,46,304
2019,0,40098,Matt Fitzpatrick,15.12,31,205
2019,0,26596,Ryan Moore,15.1,45,298
2019,0,34261,Scott Langley,15.05,45,299
2019,0,29223,Sam Saunders,14.95,45,301
2019,0,34021,Bud Cauley,14.85,49,330
2019,0,40115,Adam Svensson,14.76,40,271
2019,0,31323,Gary Woodland,14.67,49,334
2019,0,33486,Roger Sloan,14.66,50,341
2019,0,30925,Dustin Johnson,14.59,41,281
2019,0,26951,Johnson Wagner,14.59,34,233
2019,0,25396,Kevin Na,14.58,35,240
2019,0,29484,Peter Uihlein,14.56,46,316
2019,0,48822,Sebastián Muñoz,14.55,47,323
2019,0,29221,Webb Simpson,14.52,45,310
2019,0,33399,Adam Hadwin,14.5,48,331
2019,0,28679,Fabián Gómez,14.46,36,249
2019,0,33419,Cameron Tringale,14.45,38,263
2019,0,21961,Charles Howell III,14.44,52,360
2019,0,31560,Brian Stuard,14.44,55,381
2019,0,33141,Keegan Bradley,14.42,47,326
2019,0,12716,Charley Hoffman,14.39,41,285
2019,0,34264,Hudson Swafford,14.35,33,230
2019,0,33122,Russell Knox,14.33,42,293
2019,0,25364,Paul Casey,14.29,43,301
2019,0,39324,J.J. Spaun,14.29,47,329
2019,0,30692,Scott Stallings,14.2,45,317
2019,0,25572,Graeme McDowell,14.19,41,289
2019,0,27330,Josh Teater,14.13,38,269
2019,0,28089,Jason Day,14.12,36,255
2019,0,37454,Whee Kim,14.08,39,277
2019,0,32058,José de Jesús Rodríguez,14.07,37,263
2019,0,29725,Tony Finau,13.95,47,337
2019,0,27095,Nick Watney,13.95,47,337
2019,0,24502,Adam Scott,13.88,34,245
2019,0,39971,Sungjae Im,13.84,66,477
2019,0,45157,Cam Davis,13.75,40,291
2019,0,45609,Tyler Duncan,13.73,46,335
2019,0,34466,Peter Malnati,13.65,46,337
2019,0,24361,Pat Perez,13.65,34,249
2019,0,29268,Bronson Burgoon,13.64,30,220
2019,0,37340,Chase Wright,13.62,38,279
2019,0,32791,K.H. Lee,13.61,46,338
2019,0,46501,Ollie Schniederjans,13.58,41,302
2019,0,36699,Patrick Rodgers,13.53,28,207
2019,0,35532,Tom Hoge,13.5,49,363
2019,0,25686,Jason Dufner,13.45,39,290
2019,0,46523,Joey Garber,13.42,31,231
2019,0,35421,Brandon Harkins,13.35,45,337
2019,0,22405,Justin Rose,13.31,33,248
2019,0,32816,Satoshi Kodaira,13.28,34,256
2019,0,29535,Brice Garnett,13.27,45,339
2019,0,27958,Ryan Blaum,13.25,44,332
2019,0,49303,Anders Albertson,13.23,34,257
2019,0,30786,Brady Schnell,13.17,27,205
2019,0,24138,Ian Poulter,13.16,30,228
2019,0,25632,Jimmy Walker,13.13,39,297
2019,0,27129,Luke List,13.1,33,252
2019,0,34431,Robert Streb,13.1,38,290
2019,0,26758,David Hearn,13.09,25,191
2019,0,24024,Zach Johnson,13.08,34,260
2019,0,27936,Martin Laird,13.08,42,321
2019,0,45526,Abraham Ancer,13.07,46,352
2019,0,29479,Scott Brown,12.99,43,331
2019,0,34563,Chesson Hadley,12.96,39,301
2019,0,25804,Bubba Watson,12.93,30,232
2019,0,27974,Sung Kang,12.9,44,341
2019,0,37380,Curtis Luck,12.86,31,241
2019,0,35461,Beau Hossler,12.84,43,335
2019,0,33410,Andrew Landry,12.84,38,296
2019,0,35891,Cameron Smith,12.84,38,296
2019,0,34363,Tyrrell Hatton,12.82,30,234
2019,0,39975,Michael Kim,12.77,30,235
2019,0,37275,Sam Ryder,12.76,37,290
2019,0,27556,Ted Potter Jr.,12.72,36,283
2019,0,24925,Jonathan Byrd,12.69,25,197
2019,0,36799,Stephan Jaeger,12.54,36,287
2019,0,30978,Kiradech Aphibarnrat,12.5,31,248
2019,0,27064,Jhonattan Vegas,12.5,36,288
2019,0,32139,Danny Willett,12.5,32,256
2019,0,19846,Brian Gay,12.47,45,361
2019,0,25493,Nick Taylor,12.47,47,377
2019,0,37455,Si Woo Kim,12.46,41,329
2019,0,49771,J.T. Poston,12.44,48,386
2019,0,28252,Seamus Power,12.41,36,290
2019,0,29974,Branden Grace,12.36,34,275
2019,0,39954,Cody Gribble,12.36,33,267
2019,0,26300,Matt Jones,12.32,42,341
2019,0,39546,Keith Mitchell,12.31,41,333
2019,0,40009,Dominic Bozzelli,12.27,33,269
2019,0,25198,Francesco Molinari,12.26,26,212
2019,0,27963,Chris Stroud,12.25,31,253
2019,0,27214,Kevin Streelman,12.23,40,327
2019,0,22371,Aaron Baddeley,12.22,27,221
2019,0,30946,Alex Prugh,12.2,35,287
2019,0,40026,Daniel Berger,12.12,32,264
2019,0,28775,Nate Lashley,12.09,33,273
2019,0,35376,Roberto Díaz,12.08,32,265
2019,0,21731,Freddie Jacobson,12.08,25,207
2019,0,30911,Tommy Fleetwood,12.06,31,257
2019,0,46402,Talor Gooch,11.98,26,217
2019,0,34360,Patrick Reed,11.97,42,351
2019,0,10809,Jim Furyk,11.91,33,277
2019,0,51766,Wyndham Clark,11.88,41,345
2019,0,31557,Jim Herman,11.86,23,194
2019,0,49298,Kramer Hickok,11.82,37,313
2019,0,39977,Max Homa,11.76,38,323
2019,0,21528,Henrik Stenson,11.76,24,204
2019,0,33948,Byeong Hun An,11.69,36,308
2019,0,48081,Xander Schauffele,11.64,34,292
2019,0,32333,Kevin Tway,11.64,37,318
2019,0,1810,Phil Mickelson,11.62,28,241
2019,0,45486,Joaquin Niemann,11.6,45,388
2019,0,30110,Kyle Stanley,11.51,35,304
2019,0,29478,Kevin Kisner,11.46,40,349
2019,0,28259,Sangmoon Bae,11.42,25,219
