YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2021,1,0,30944,Jason Kokrak,2.82,138,49
2021,2,0,30692,Scott Stallings,2.85,131,46
2021,3,0,25396,Kevin Na,2.87,129,45
2021,4,0,40026,Daniel Berger,2.89,176,61
2021,5,0,29478,Kevin Kisner,2.91,134,46
2021,6,0,19803,Ryan Armour,2.92,155,53
2021,6,0,33141,Keegan Bradley,2.92,143,49
2021,8,0,20229,Stewart Cink,2.93,129,44
2021,8,0,35310,Lanto Griffin,2.93,82,28
2021,8,0,39975,Michael Kim,2.93,117,40
2021,11,0,29268,Bronson Burgoon,2.94,206,70
2021,11,0,39971,Sungjae Im,2.94,241,82
2021,11,0,33122,Russell Knox,2.94,144,49
2021,11,0,32816,Satoshi Kodaira,2.94,147,50
2021,11,0,34466,Peter Malnati,2.94,191,65
2021,11,0,32839,Hideki Matsuyama,2.94,279,95
2021,11,0,28237,Rory McIlroy,2.94,241,82
2021,11,0,33419,Cameron Tringale,2.94,194,66
2021,11,0,48887,Matt Wallace,2.94,94,32
2021,20,0,46717,Viktor Hovland,2.95,171,58
2021,20,0,24024,Zach Johnson,2.95,195,66
2021,20,0,22056,Cameron Percy,2.95,236,80
2021,20,0,23621,Rory Sabbatini,2.95,165,56
2021,20,0,29221,Webb Simpson,2.95,192,65
2021,25,0,33404,Chris Baker,2.96,83,28
2021,25,0,28420,Ryan Brehm,2.96,145,49
2021,25,0,47959,Bryson DeChambeau,2.96,225,76
2021,25,0,34099,Harris English,2.96,204,69
2021,25,0,29725,Tony Finau,2.96,154,52
2021,25,0,36801,Mark Hubbard,2.96,269,91
2021,25,0,30926,Chris Kirk,2.96,252,85
2021,25,0,27936,Martin Laird,2.96,154,52
2021,25,0,29926,Danny Lee,2.96,157,53
2021,25,0,34046,Jordan Spieth,2.96,243,82
2021,25,0,31560,Brian Stuard,2.96,281,95
2021,25,0,23325,Vaughn Taylor,2.96,231,78
2021,25,0,51894,Vince Whaley,2.96,157,53
2021,38,0,23983,Luke Donald,2.97,110,37
2021,38,0,25686,Jason Dufner,2.97,110,37
2021,38,0,52375,Doug Ghim,2.97,214,72
2021,38,0,30163,Henrik Norlander,2.97,193,65
2021,38,0,36699,Patrick Rodgers,2.97,220,74
2021,38,0,32150,Michael Thompson,2.97,184,62
2021,44,0,45526,Abraham Ancer,2.98,167,56
2021,44,0,39997,Corey Conners,2.98,256,86
2021,44,0,40098,Matt Fitzpatrick,2.98,134,45
2021,44,0,32448,James Hahn,2.98,158,53
2021,44,0,35449,Adam Long,2.98,185,62
2021,44,0,32640,Troy Merritt,2.98,188,63
2021,44,0,50525,Collin Morikawa,2.98,197,66
2021,44,0,22405,Justin Rose,2.98,182,61
2021,44,0,48081,Xander Schauffele,2.98,185,62
2021,44,0,20396,Lee Westwood,2.98,131,44
2021,44,0,47483,Will Zalatoris,2.98,274,92
2021,55,0,33597,Harry Higgs,2.99,254,85
2021,55,0,1810,Phil Mickelson,2.99,209,70
2021,55,0,24502,Adam Scott,2.99,218,73
2021,55,0,33448,Justin Thomas,2.99,209,70
2021,55,0,37189,Harold Varner III,2.99,230,77
2021,60,0,26499,Rafa Cabrera Bello,3.0,144,48
2021,60,0,25900,Lucas Glover,3.0,150,50
2021,60,0,29974,Branden Grace,3.0,207,69
2021,60,0,27554,Scott Harrington,3.0,159,53
2021,60,0,34363,Tyrrell Hatton,3.0,189,63
2021,60,0,26758,David Hearn,3.0,147,49
2021,60,0,12716,Charley Hoffman,3.0,264,88
2021,60,0,29420,Billy Horschel,3.0,171,57
2021,60,0,35506,Mackenzie Hughes,3.0,180,60
2021,60,0,26851,Marc Leishman,3.0,168,56
2021,60,0,33204,Shane Lowry,3.0,171,57
2021,60,0,45486,Joaquin Niemann,3.0,150,50
2021,60,0,25493,Nick Taylor,3.0,210,70
2021,60,0,27770,Camilo Villegas,3.0,120,40
2021,74,0,35450,Patrick Cantlay,3.01,208,69
2021,74,0,47993,Denny McCarthy,3.01,232,77
2021,74,0,24361,Pat Perez,3.01,217,72
2021,74,0,46046,Scottie Scheffler,3.01,247,82
2021,74,0,30110,Kyle Stanley,3.01,229,76
2021,74,0,27214,Kevin Streelman,3.01,220,73
2021,80,0,30925,Dustin Johnson,3.02,172,57
2021,80,0,39546,Keith Mitchell,3.02,193,64
2021,80,0,26329,Louis Oosthuizen,3.02,148,49
2021,80,0,30927,Brendon Todd,3.02,190,63
2021,84,0,29479,Scott Brown,3.03,209,69
2021,84,0,27644,Brian Harman,3.03,264,87
2021,84,0,46970,Jon Rahm,3.03,185,61
2021,84,0,34360,Patrick Reed,3.03,212,70
2021,84,0,47347,Adam Schenk,3.03,197,65
2021,89,0,22371,Aaron Baddeley,3.04,149,49
2021,89,0,47504,Sam Burns,3.04,149,49
2021,89,0,32618,Rhein Gibson,3.04,146,48
2021,89,0,32757,Patton Kizzire,3.04,231,76
2021,89,0,28775,Nate Lashley,3.04,149,49
