YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
2024,0,29478,Kevin Kisner,"9' 10""",2803.5,285
2024,0,50493,Justin Suh,"9' 10""",2990.5,304
2024,0,52372,Cameron Champ,"9' 11""",2629.667,265
2024,0,47988,Nick Hardy,"10' 1""",3577.833,355
2024,0,48319,Tom Whitney,"10' 2""",2588.167,254
2024,0,46113,Ryan McCormick,"10' 4""",2505.167,243
2024,0,31323,Gary Woodland,"10' 9""",3877.083,362
2024,0,37212,Paul Barjon,"12' 9""",3206.667,252
2024,0,60767,Blaine Hale Jr.,"14' 9""",2917.75,198
2023,0,46046,Scottie Scheffler,"6' 11""",2148.917,311
2023,0,29725,Tony Finau,"7' 0""",2355.667,338
2023,0,33948,Byeong Hun An,"7' 2""",3751.333,521
2023,0,22056,Cameron Percy,"7' 4""",1658.583,227
2023,0,30927,Brendon Todd,"7' 4""",3446.417,469
2023,0,39977,Max Homa,"7' 5""",2952.417,397
2023,0,24925,Jonathan Byrd,"7' 6""",1575.167,209
2023,0,28089,Jason Day,"7' 6""",2544.917,340
2023,0,30911,Tommy Fleetwood,"7' 6""",2716.167,363
2023,0,34610,Matthias Schwab,"7' 6""",3386.25,454
2023,0,47079,Harrison Endycott,"7' 7""",2871.333,377
2023,0,37455,Si Woo Kim,"7' 7""",3587.5,471
2023,0,32816,Satoshi Kodaira,"7' 7""",1661.083,219
2023,0,32839,Hideki Matsuyama,"7' 7""",2731.5,359
2023,0,51890,Greyson Sigg,"7' 7""",3451.167,454
2023,0,22371,Aaron Baddeley,"7' 8""",2496.583,325
2023,0,27644,Brian Harman,"7' 8""",3108.583,405
2023,0,46717,Viktor Hovland,"7' 8""",2717.167,354
2023,0,35506,Mackenzie Hughes,"7' 8""",2950.083,386
2023,0,27349,Alex Noren,"7' 8""",3013.333,394
2023,0,34255,Joseph Bramlett,"7' 9""",2637.583,339
2023,0,25686,Jason Dufner,"7' 9""",2687.5,347
2023,0,55182,Tom Kim,"7' 9""",2766.833,356
2023,0,39324,J.J. Spaun,"7' 9""",3121.0,404
2023,0,45522,Christiaan Bezuidenhout,"7' 10""",3461.083,440
2023,0,54591,Ben Griffin,"7' 10""",3801.917,486
2023,0,34363,Tyrrell Hatton,"7' 10""",2715.25,347
2023,0,36799,Stephan Jaeger,"7' 10""",3955.5,506
2023,0,30926,Chris Kirk,"7' 10""",2998.417,382
2023,0,33122,Russell Knox,"7' 10""",2903.5,371
2023,0,28237,Rory McIlroy,"7' 10""",2275.667,291
2023,0,36699,Patrick Rodgers,"7' 10""",3586.25,457
2023,0,25493,Nick Taylor,"7' 10""",3230.583,411
2023,0,48084,Wesley Bryan,"7' 11""",1359.917,172
2023,0,35450,Patrick Cantlay,"7' 11""",2380.667,302
2023,0,51766,Wyndham Clark,"7' 11""",3356.417,424
2023,0,52375,Doug Ghim,"7' 11""",2663.333,335
2023,0,54628,Lee Hodges,"7' 11""",3901.583,492
2023,0,31202,William McGirt,"7' 11""",1627.417,206
2023,0,36724,Augusto Núñez,"7' 11""",2336.667,296
2023,0,46414,Aaron Rai,"7' 11""",3478.417,441
2023,0,34046,Jordan Spieth,"7' 11""",2768.417,351
2023,0,52955,Ludvig Åberg,"8' 0""",1612.0,202
2023,0,50188,S.H. Kim,"8' 0""",4575.167,573
2023,0,34466,Peter Malnati,"8' 0""",3553.833,445
2023,0,32640,Troy Merritt,"8' 0""",3136.5,392
2023,0,30692,Scott Stallings,"8' 0""",2818.25,351
2023,0,27214,Kevin Streelman,"8' 0""",3602.75,452
2023,0,56630,Akshay Bhatia,"8' 1""",2391.25,296
2023,0,40058,Zac Blair,"8' 1""",2716.0,337
2023,0,25900,Lucas Glover,"8' 1""",3077.333,380
2023,0,12716,Charley Hoffman,"8' 1""",2264.833,281
2023,0,39971,Sungjae Im,"8' 1""",3567.667,443
2023,0,23108,Matt Kuchar,"8' 1""",3334.75,411
2023,0,27936,Martin Laird,"8' 1""",2670.333,332
2023,0,32791,K.H. Lee,"8' 1""",3311.333,410
2023,0,30163,Henrik Norlander,"8' 1""",2836.167,351
2023,0,51997,Andrew Novak,"8' 1""",2945.167,366
2023,0,29908,C.T. Pan,"8' 1""",1392.667,172
2023,0,48887,Matt Wallace,"8' 1""",2996.167,370
2023,0,47504,Sam Burns,"8' 2""",3408.083,417
2023,0,32102,Rickie Fowler,"8' 2""",3221.5,395
2023,0,29535,Brice Garnett,"8' 2""",2542.5,310
2023,0,39954,Cody Gribble,"8' 2""",2205.333,269
2023,0,34098,Russell Henley,"8' 2""",2949.083,360
2023,0,25818,Scott Piercy,"8' 2""",3431.917,422
2023,0,47347,Adam Schenk,"8' 2""",4105.0,502
2023,0,46441,Robby Shelton,"8' 2""",3973.333,485
2023,0,46340,Alex Smalley,"8' 2""",3726.0,457
2023,0,47591,Eric Cole,"8' 3""",4860.917,592
2023,0,46435,Austin Cook,"8' 3""",2728.667,332
2023,0,35901,Paul Haley II,"8' 3""",3200.75,388
2023,0,36801,Mark Hubbard,"8' 3""",3717.75,450
2023,0,47993,Denny McCarthy,"8' 3""",3914.417,474
2023,0,55893,Sam Stevens,"8' 3""",3487.583,424
2023,0,33448,Justin Thomas,"8' 3""",2852.917,347
2023,0,35617,Martin Trainer,"8' 3""",1637.583,199
2023,0,32139,Danny Willett,"8' 3""",2738.417,331
2023,0,57366,Cameron Young,"8' 3""",2683.167,324
2023,0,33408,Tyson Alexander,"8' 4""",3217.75,385
2023,0,33653,Thomas Detry,"8' 4""",3101.25,371
2023,0,49298,Kramer Hickok,"8' 4""",3458.667,415
2023,0,35461,Beau Hossler,"8' 4""",4011.833,480
2023,0,28775,Nate Lashley,"8' 4""",3349.667,400
2023,0,34431,Robert Streb,"8' 4""",2862.417,342
2023,0,45242,Kevin Yu,"8' 4""",1784.917,214
2023,0,45157,Cam Davis,"8' 5""",3466.333,412
2023,0,37338,Zecheng Dou,"8' 5""",3282.75,391
2023,0,34099,Harris English,"8' 5""",3866.167,460
2023,0,24024,Zach Johnson,"8' 5""",2526.083,301
2023,0,34256,Andrew Putnam,"8' 5""",3713.167,442
2023,0,37275,Sam Ryder,"8' 5""",3878.75,462
2023,0,27963,Chris Stroud,"8' 5""",1819.667,216
2023,0,33141,Keegan Bradley,"8' 6""",2827.0,332
2023,0,31577,Tano Goya,"8' 6""",2984.0,351
2023,0,36871,Matt NeSmith,"8' 6""",3593.917,423
2023,0,51070,Vincent Norrman,"8' 6""",2592.917,306
2023,0,22405,Justin Rose,"8' 6""",2338.667,276
2023,0,40098,Matt Fitzpatrick,"8' 7""",2993.917,350
2023,0,29970,Dylan Frittelli,"8' 7""",3159.417,367
2023,0,48117,Kurt Kitayama,"8' 7""",2652.0,308
2023,0,50525,Collin Morikawa,"8' 7""",2494.917,291
2023,0,49771,J.T. Poston,"8' 7""",3495.667,409
2023,0,48081,Xander Schauffele,"8' 7""",2745.583,321
2023,0,40115,Adam Svensson,"8' 7""",4632.0,542
2023,0,39975,Michael Kim,"8' 8""",3133.917,363
2023,0,32757,Patton Kizzire,"8' 8""",3969.5,460
2023,0,39546,Keith Mitchell,"8' 8""",3255.833,376
2023,0,49947,Taylor Moore,"8' 8""",3830.5,444
2023,0,29289,S.Y. Noh,"8' 8""",1966.167,227
2023,0,46970,Jon Rahm,"8' 8""",2321.583,269
2023,0,47983,Chad Ramey,"8' 8""",4025.417,465
2023,0,58168,Davis Thompson,"8' 8""",3717.5,429
2023,0,25632,Jimmy Walker,"8' 8""",3853.917,444
2023,0,32366,Kevin Chappell,"8' 9""",1560.667,179
2023,0,34076,Joel Dahmen,"8' 9""",3460.667,396
2023,0,35532,Tom Hoge,"8' 9""",3741.833,428
2023,0,36326,David Lipsky,"8' 9""",3874.25,442
2023,0,35449,Adam Long,"8' 9""",4227.25,485
2023,0,28252,Seamus Power,"8' 9""",3139.833,360
2023,0,48119,Ben Taylor,"8' 9""",4015.917,458
2023,0,32333,Kevin Tway,"8' 9""",3860.75,441
2023,0,54783,Dylan Wu,"8' 9""",3301.167,377
2023,0,31646,Emiliano Grillo,"8' 10""",4083.25,462
2023,0,35879,Kelly Kraft,"8' 10""",3504.667,397
2023,0,46442,Maverick McNealy,"8' 10""",2624.667,296
2023,0,51634,Sahith Theegala,"8' 10""",4153.833,470
2023,0,55789,Taylor Montgomery,"8' 11""",4518.917,507
2023,0,26596,Ryan Moore,"8' 11""",2855.5,320
2023,0,39335,Kevin Roy,"8' 11""",2227.833,251
2023,0,35310,Lanto Griffin,"9' 0""",2177.833,242
2023,0,33204,Shane Lowry,"9' 0""",2610.75,291
2023,0,23320,Ryan Palmer,"9' 0""",3041.0,337
2023,0,47995,Davis Riley,"9' 0""",3655.75,405
2023,0,39997,Corey Conners,"9' 1""",3024.0,334
2023,0,34563,Chesson Hadley,"9' 1""",3538.333,390
2023,0,57975,Harry Hall,"9' 1""",3648.75,402
2023,0,27554,Scott Harrington,"9' 1""",2939.417,323
2023,0,27974,Sung Kang,"9' 1""",1346.083,148
2023,0,58696,Peter Kuest,"9' 1""",1476.25,162
2023,0,40162,Justin Lower,"9' 1""",3827.75,421
2023,0,57362,Austin Eckroat,"9' 2""",3455.5,378
2023,0,33399,Adam Hadwin,"9' 2""",3676.25,400
2023,0,26476,Chez Reavie,"9' 2""",3994.667,434
2023,0,31560,Brian Stuard,"9' 2""",2899.917,317
2023,0,59018,Ryan Gerard,"9' 3""",2627.667,285
2023,0,54421,Garrick Higgo,"9' 3""",4538.583,491
2023,0,24502,Adam Scott,"9' 3""",2619.583,282
2023,0,50095,Austin Smotherman,"9' 3""",4077.75,441
2023,0,47128,Richy Werenski,"9' 3""",4226.25,455
2023,0,51950,Max McGreevy,"9' 4""",3638.0,391
2023,0,46601,Trey Mullinax,"9' 4""",3590.917,385
2023,0,40250,Taylor Pendrith,"9' 4""",3612.0,387
2023,0,29221,Webb Simpson,"9' 4""",2750.083,295
2023,0,52411,Kyle Westmoreland,"9' 4""",2896.75,309
2023,0,31323,Gary Woodland,"9' 4""",3467.333,373
2023,0,39067,MJ Daffue,"9' 5""",3771.833,400
2023,0,33413,Ben Martin,"9' 5""",4122.25,436
2023,0,24140,Sean O'Hair,"9' 5""",1623.25,172
2023,0,52513,Carson Young,"9' 5""",3625.25,384
2023,0,20229,Stewart Cink,"9' 6""",3190.5,335
2023,0,49453,Trevor Cone,"9' 6""",2956.667,311
2023,0,34409,David Lingmerth,"9' 6""",3580.583,377
2023,0,19803,Ryan Armour,"9' 7""",3295.75,344
2023,0,32448,James Hahn,"9' 7""",3485.5,365
2023,0,58967,Trevor Werbylo,"9' 7""",3278.333,341
2023,0,52374,Brandon Wu,"9' 7""",4229.917,442
2023,0,39058,Lucas Herbert,"9' 8""",2901.5,299
2023,0,49960,Sepp Straka,"9' 8""",3644.75,376
2023,0,55454,Carl Yuan,"9' 8""",3523.417,364
2023,0,47988,Nick Hardy,"9' 9""",4294.917,439
2023,0,33410,Andrew Landry,"9' 9""",3511.667,360
2023,0,51414,Brent Grant,"9' 10""",2799.5,285
2023,0,27129,Luke List,"9' 10""",3749.75,380
2023,0,29420,Billy Horschel,"9' 11""",2783.083,280
2023,0,49766,Hank Lebioda,"9' 11""",2064.417,209
2023,0,48867,Matti Schmid,"10' 0""",2645.0,264
2023,0,31557,Jim Herman,"10' 1""",3292.167,327
2023,0,51349,Nico Echavarria,"10' 2""",3100.583,306
2023,0,52453,Nicolai Hojgaard,"10' 2""",1492.333,147
2023,0,48699,Callum Tarren,"10' 2""",4163.417,409
2023,0,27095,Nick Watney,"10' 3""",3025.0,295
2023,0,55708,Hayden Buckley,"10' 4""",3496.0,339
2023,0,32662,Michael Gligic,"10' 4""",3161.083,305
2023,0,56762,Will Gordon,"10' 4""",4396.5,427
2023,0,33597,Harry Higgs,"10' 4""",3489.667,338
2023,0,45609,Tyler Duncan,"10' 5""",4025.75,387
2023,0,53165,Doc Redman,"10' 5""",3403.833,328
2023,0,52372,Cameron Champ,"10' 6""",3093.0,295
2023,0,28420,Ryan Brehm,"10' 7""",3862.75,365
2023,0,50493,Justin Suh,"10' 8""",5760.5,542
2023,0,40006,Erik van Rooyen,"10' 10""",3072.583,283
2023,0,51491,Brandon Matthews,"12' 0""",2841.583,237
2022,0,30926,Chris Kirk,"6' 8""",2248.833,337
2022,0,33204,Shane Lowry,"6' 9""",1693.833,251
2022,0,24361,Pat Perez,"6' 9""",2028.25,300
2022,0,29725,Tony Finau,"6' 11""",2222.333,322
2022,0,30911,Tommy Fleetwood,"6' 11""",1510.583,219
2022,0,34046,Jordan Spieth,"7' 0""",2283.5,327
2022,0,40098,Matt Fitzpatrick,"7' 1""",1918.167,272
2022,0,26300,Matt Jones,"7' 1""",1971.75,278
2022,0,48117,Kurt Kitayama,"7' 1""",1659.417,233
2022,0,46046,Scottie Scheffler,"7' 1""",2106.333,296
2022,0,36852,Jim Knous,"7' 2""",1492.0,208
2022,0,33448,Justin Thomas,"7' 2""",2183.167,306
2022,0,29478,Kevin Kisner,"7' 3""",2188.75,301
2022,0,23108,Matt Kuchar,"7' 3""",2428.917,336
2022,0,37189,Harold Varner III,"7' 3""",2156.75,299
2022,0,33122,Russell Knox,"7' 4""",2545.667,348
2022,0,32150,Michael Thompson,"7' 4""",3057.833,415
2022,0,24925,Jonathan Byrd,"7' 5""",1622.833,218
2022,0,35532,Tom Hoge,"7' 5""",3064.417,412
2022,0,48081,Xander Schauffele,"7' 5""",1995.333,268
2022,0,36801,Mark Hubbard,"7' 6""",2113.0,282
2022,0,45486,Joaquin Niemann,"7' 6""",2257.417,301
2022,0,47504,Sam Burns,"7' 7""",2468.5,327
2022,0,39971,Sungjae Im,"7' 7""",2654.833,349
2022,0,32839,Hideki Matsuyama,"7' 7""",2255.5,296
2022,0,30927,Brendon Todd,"7' 7""",3030.417,398
2022,0,28089,Jason Day,"7' 8""",2191.333,287
2022,0,28237,Rory McIlroy,"7' 8""",1954.667,255
2022,0,27214,Kevin Streelman,"7' 8""",3317.0,432
2022,0,32139,Danny Willett,"7' 8""",1755.25,229
2022,0,29974,Branden Grace,"7' 9""",1791.0,230
2022,0,35449,Adam Long,"7' 9""",3199.583,415
2022,0,51634,Sahith Theegala,"7' 9""",4155.333,535
2022,0,35110,Brett Drewitt,"7' 10""",1751.917,224
2022,0,29535,Brice Garnett,"7' 10""",2517.75,321
2022,0,24924,Bill Haas,"7' 10""",3066.833,393
2022,0,27349,Alex Noren,"7' 10""",2045.333,260
2022,0,24138,Ian Poulter,"7' 10""",1748.75,224
2022,0,29221,Webb Simpson,"7' 10""",2288.5,291
2022,0,31646,Emiliano Grillo,"7' 11""",2786.5,352
2022,0,33399,Adam Hadwin,"7' 11""",3010.75,381
2022,0,36799,Stephan Jaeger,"7' 11""",3304.833,419
2022,0,37455,Si Woo Kim,"7' 11""",3431.667,434
2022,0,50525,Collin Morikawa,"7' 11""",1867.583,237
2022,0,49771,J.T. Poston,"7' 11""",3357.917,424
2022,0,30692,Scott Stallings,"7' 11""",3731.083,471
2022,0,35450,Patrick Cantlay,"8' 0""",2181.583,274
2022,0,23983,Luke Donald,"8' 0""",2199.583,275
2022,0,52375,Doug Ghim,"8' 0""",2868.0,360
2022,0,27644,Brian Harman,"8' 0""",3085.25,385
2022,0,30163,Henrik Norlander,"8' 0""",2390.667,300
2022,0,51997,Andrew Novak,"8' 0""",2405.167,300
2022,0,29908,C.T. Pan,"8' 0""",3070.583,385
2022,0,22056,Cameron Percy,"8' 0""",1378.333,172
2022,0,27770,Camilo Villegas,"8' 0""",2367.083,295
2022,0,31323,Gary Woodland,"8' 0""",2439.0,304
2022,0,57366,Cameron Young,"8' 0""",3135.917,394
2022,0,29970,Dylan Frittelli,"8' 1""",3399.667,421
2022,0,39058,Lucas Herbert,"8' 1""",2182.25,270
2022,0,31420,Anirban Lahiri,"8' 1""",2760.417,340
2022,0,27936,Martin Laird,"8' 1""",2454.25,305
2022,0,49766,Hank Lebioda,"8' 1""",3017.167,373
2022,0,29289,S.Y. Noh,"8' 1""",1861.167,230
2022,0,40250,Taylor Pendrith,"8' 1""",2223.917,275
2022,0,23621,Rory Sabbatini,"8' 1""",2299.333,283
2022,0,45522,Christiaan Bezuidenhout,"8' 2""",2407.5,296
2022,0,34098,Russell Henley,"8' 2""",2461.75,300
2022,0,29420,Billy Horschel,"8' 2""",2357.667,289
2022,0,32791,K.H. Lee,"8' 2""",3731.5,456
2022,0,47529,Mito Pereira,"8' 2""",2900.833,355
2022,0,25818,Scott Piercy,"8' 2""",3327.25,408
2022,0,49964,Aaron Wise,"8' 2""",3080.583,377
2022,0,19803,Ryan Armour,"8' 3""",1462.5,177
2022,0,32448,James Hahn,"8' 3""",2815.583,341
2022,0,35506,Mackenzie Hughes,"8' 3""",3196.667,389
2022,0,47993,Denny McCarthy,"8' 3""",4068.667,494
2022,0,46601,Trey Mullinax,"8' 3""",2990.5,362
2022,0,23320,Ryan Palmer,"8' 3""",2137.417,259
