YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
2024,51,0,35506,Mackenzie Hughes,83.33%,5,6
2024,51,0,46442,Maverick McNealy,83.33%,5,6
2024,51,0,27139,David Skinns,83.33%,5,6
2024,51,0,39324,J.J. Spaun,83.33%,5,6
2024,56,0,40058,Zac Blair,80.00%,4,5
2024,56,0,24024,Zach Johnson,80.00%,4,5
2024,56,0,55182,Tom Kim,80.00%,4,5
2024,56,0,46441,Robby Shelton,80.00%,4,5
2024,56,0,50493,Justin Suh,80.00%,4,5
2024,56,0,33448,Justin Thomas,80.00%,4,5
2024,56,0,51894,Vince Whaley,80.00%,4,5
2024,56,0,52513,Carson Young,80.00%,4,5
2024,64,0,48081,Xander Schauffele,78.57%,11,14
2024,65,0,32839,Hideki Matsuyama,77.78%,7,9
2024,65,0,22405,Justin Rose,77.78%,7,9
2024,67,0,33948,Byeong Hun An,75.00%,6,8
2024,67,0,33141,Keegan Bradley,75.00%,3,4
2024,67,0,34076,Joel Dahmen,75.00%,3,4
2024,67,0,45157,Cam Davis,75.00%,6,8
2024,67,0,39546,Keith Mitchell,75.00%,3,4
2024,67,0,34256,Andrew Putnam,75.00%,3,4
2024,67,0,47983,Chad Ramey,75.00%,3,4
2024,67,0,38991,Alejandro Tosti,75.00%,3,4
2024,67,0,27770,Camilo Villegas,75.00%,3,4
2024,76,0,37455,Si Woo Kim,72.73%,8,11
2024,77,0,29725,Tony Finau,71.43%,5,7
2024,77,0,49947,Taylor Moore,71.43%,5,7
2024,79,0,32367,Jorge Campillo,66.67%,2,3
2024,79,0,32366,Kevin Chappell,66.67%,2,3
2024,79,0,51766,Wyndham Clark,66.67%,2,3
2024,79,0,33653,Thomas Detry,66.67%,4,6
2024,79,0,45609,Tyler Duncan,66.67%,2,3
2024,79,0,56149,Wilson Furr,66.67%,2,3
2024,79,0,47988,Nick Hardy,66.67%,4,6
2024,79,0,51287,Ryo Hisatsune,66.67%,2,3
2024,79,0,39971,Sungjae Im,66.67%,6,9
2024,79,0,50188,S.H. Kim,66.67%,2,3
2024,79,0,48117,Kurt Kitayama,66.67%,8,12
2024,79,0,32757,Patton Kizzire,66.67%,4,6
2024,79,0,23108,Matt Kuchar,66.67%,2,3
2024,79,0,28775,Nate Lashley,66.67%,4,6
2024,79,0,33204,Shane Lowry,66.67%,10,15
2024,79,0,46113,Ryan McCormick,66.67%,2,3
2024,79,0,28237,Rory McIlroy,66.67%,4,6
2024,79,0,32640,Troy Merritt,66.67%,4,6
2024,79,0,47806,Raul Pereda,66.67%,2,3
2024,79,0,33486,Roger Sloan,66.67%,2,3
2024,79,0,50095,Austin Smotherman,66.67%,2,3
2024,79,0,27330,Josh Teater,66.67%,2,3
2024,79,0,57366,Cameron Young,66.67%,8,12
2024,102,0,40098,Matt Fitzpatrick,63.64%,7,11
2024,103,0,40162,Justin Lower,62.50%,5,8
2024,103,0,34466,Peter Malnati,62.50%,5,8
2024,105,0,36699,Patrick Rodgers,61.54%,8,13
2024,106,0,57362,Austin Eckroat,60.00%,6,10
2024,106,0,47993,Denny McCarthy,60.00%,3,5
2024,106,0,30163,Henrik Norlander,60.00%,3,5
2024,106,0,40250,Taylor Pendrith,60.00%,3,5
2024,106,0,47679,Victor Perez,60.00%,3,5
2024,106,0,28252,Seamus Power,60.00%,3,5
2024,112,0,54421,Garrick Higgo,57.14%,4,7
2024,112,0,36871,Matt NeSmith,57.14%,4,7
2024,114,0,36799,Stephan Jaeger,55.56%,5,9
2024,114,0,30926,Chris Kirk,55.56%,5,9
2024,114,0,24502,Adam Scott,55.56%,5,9
2024,114,0,34046,Jordan Spieth,55.56%,5,9
2024,118,0,40026,Daniel Berger,50.00%,2,4
2024,118,0,34255,Joseph Bramlett,50.00%,3,6
2024,118,0,59836,Pierceson Coody,50.00%,1,2
2024,118,0,47663,Kevin Dougherty,50.00%,1,2
2024,118,0,32102,Rickie Fowler,50.00%,3,6
2024,118,0,29936,Ryan Fox,50.00%,3,6
2024,118,0,35310,Lanto Griffin,50.00%,1,2
2024,118,0,31646,Emiliano Grillo,50.00%,4,8
2024,118,0,54628,Lee Hodges,50.00%,3,6
2024,118,0,12716,Charley Hoffman,50.00%,4,8
2024,118,0,35532,Tom Hoge,50.00%,5,10
2024,118,0,39977,Max Homa,50.00%,4,8
2024,118,0,29478,Kevin Kisner,50.00%,1,2
2024,118,0,32791,K.H. Lee,50.00%,2,4
2024,118,0,33968,Thorbjørn Olesen,50.00%,2,4
2024,118,0,46046,Scottie Scheffler,50.00%,3,6
2024,118,0,39327,Ben Silverman,50.00%,3,6
2024,118,0,48699,Callum Tarren,50.00%,1,2
2024,118,0,25493,Nick Taylor,50.00%,4,8
2024,118,0,35617,Martin Trainer,50.00%,2,4
2024,118,0,48887,Matt Wallace,50.00%,2,4
2024,118,0,31323,Gary Woodland,50.00%,1,2
2024,140,0,46717,Viktor Hovland,45.45%,5,11
2024,141,0,47591,Eric Cole,44.44%,4,9
2024,141,0,39997,Corey Conners,44.44%,4,9
2024,143,0,33399,Adam Hadwin,42.86%,3,7
2024,143,0,36801,Mark Hubbard,42.86%,3,7
2024,143,0,29221,Webb Simpson,42.86%,3,7
2024,143,0,52374,Brandon Wu,42.86%,3,7
2024,147,0,34098,Russell Henley,40.00%,2,5
2024,147,0,47420,Jake Knapp,40.00%,2,5
2024,147,0,55893,Sam Stevens,40.00%,2,5
2024,147,0,48319,Tom Whitney,40.00%,2,5
2024,151,0,47347,Adam Schenk,37.50%,3,8
2024,152,0,60004,Jacob Bridgeman,33.33%,1,3
2024,152,0,48084,Wesley Bryan,33.33%,2,6
2024,152,0,55708,Hayden Buckley,33.33%,1,3
2024,152,0,34099,Harris English,33.33%,2,6
2024,152,0,36884,Ben Kohles,33.33%,2,6
2024,152,0,36326,David Lipsky,33.33%,1,3
2024,152,0,27129,Luke List,33.33%,2,6
2024,152,0,51070,Vincent Norrman,33.33%,1,3
2024,152,0,29908,C.T. Pan,33.33%,1,3
2024,152,0,57900,Chandler Phillips,33.33%,2,6
2024,152,0,49960,Sepp Straka,33.33%,1,3
2024,152,0,40006,Erik van Rooyen,33.33%,2,6
2024,152,0,27064,Jhonattan Vegas,33.33%,1,3
2024,152,0,45242,Kevin Yu,33.33%,1,3
2024,166,0,52955,Ludvig Åberg,25.00%,1,4
2024,166,0,37378,Min Woo Lee,25.00%,1,4
2024,166,0,50525,Collin Morikawa,25.00%,1,4
2024,169,0,27644,Brian Harman,20.00%,1,5
2024,170,0,48153,Matthieu Pavon,16.67%,1,6
2024,171,0,37212,Paul Barjon,.00%,0,1
2024,171,0,45522,Christiaan Bezuidenhout,.00%,0,6
2024,171,0,52514,Trace Crowe,.00%,0,2
2024,171,0,50497,Adrien Dumont de Chassart,.00%,0,3
2024,171,0,29535,Brice Garnett,.00%,0,1
2024,171,0,60067,Joe Highsmith,.00%,0,4
2024,171,0,39975,Michael Kim,.00%,0,1
2024,171,0,37275,Sam Ryder,.00%,0,1
2024,171,0,46340,Alex Smalley,.00%,0,3
2024,171,0,51634,Sahith Theegala,.00%,0,3
2023,1,0,19803,Ryan Armour,100.00%,3,3
2023,1,0,40058,Zac Blair,100.00%,1,1
2023,1,0,33141,Keegan Bradley,100.00%,4,4
2023,1,0,56762,Will Gordon,100.00%,7,7
2023,1,0,39954,Cody Gribble,100.00%,4,4
2023,1,0,57975,Harry Hall,100.00%,5,5
2023,1,0,27554,Scott Harrington,100.00%,4,4
2023,1,0,33597,Harry Higgs,100.00%,8,8
2023,1,0,27974,Sung Kang,100.00%,1,1
2023,1,0,33122,Russell Knox,100.00%,1,1
2023,1,0,23108,Matt Kuchar,100.00%,2,2
2023,1,0,58696,Peter Kuest,100.00%,2,2
2023,1,0,29289,S.Y. Noh,100.00%,2,2
2023,1,0,36724,Augusto Núñez,100.00%,2,2
2023,1,0,22056,Cameron Percy,100.00%,3,3
2023,1,0,36699,Patrick Rodgers,100.00%,3,3
2023,1,0,22405,Justin Rose,100.00%,1,1
2023,1,0,47347,Adam Schenk,100.00%,4,4
2023,1,0,48867,Matti Schmid,100.00%,1,1
2023,1,0,46441,Robby Shelton,100.00%,5,5
2023,1,0,51890,Greyson Sigg,100.00%,6,6
2023,1,0,32139,Danny Willett,100.00%,5,5
2023,23,0,37455,Si Woo Kim,88.89%,8,9
2023,24,0,30926,Chris Kirk,87.50%,7,8
2023,25,0,33399,Adam Hadwin,85.71%,6,7
2023,25,0,55893,Sam Stevens,85.71%,6,7
2023,27,0,32366,Kevin Chappell,83.33%,5,6
2023,27,0,34363,Tyrrell Hatton,83.33%,5,6
2023,27,0,12716,Charley Hoffman,83.33%,5,6
2023,27,0,27214,Kevin Streelman,83.33%,5,6
2023,31,0,47504,Sam Burns,80.00%,4,5
2023,31,0,33653,Thomas Detry,80.00%,4,5
2023,31,0,40098,Matt Fitzpatrick,80.00%,4,5
2023,31,0,30911,Tommy Fleetwood,80.00%,8,10
2023,31,0,46442,Maverick McNealy,80.00%,4,5
2023,36,0,39067,MJ Daffue,77.78%,7,9
2023,36,0,35879,Kelly Kraft,77.78%,7,9
2023,38,0,37338,Zecheng Dou,75.00%,3,4
2023,38,0,54591,Ben Griffin,75.00%,6,8
2023,38,0,35310,Lanto Griffin,75.00%,3,4
2023,38,0,35901,Paul Haley II,75.00%,6,8
2023,38,0,27644,Brian Harman,75.00%,6,8
2023,38,0,47993,Denny McCarthy,75.00%,3,4
2023,38,0,24140,Sean O'Hair,75.00%,3,4
2023,38,0,25818,Scott Piercy,75.00%,6,8
2023,38,0,47983,Chad Ramey,75.00%,3,4
2023,38,0,34431,Robert Streb,75.00%,3,4
2023,48,0,34256,Andrew Putnam,71.43%,5,7
2023,48,0,46970,Jon Rahm,71.43%,5,7
2023,48,0,26476,Chez Reavie,71.43%,5,7
2023,51,0,32102,Rickie Fowler,70.00%,7,10
2023,51,0,50188,S.H. Kim,70.00%,7,10
2023,51,0,36326,David Lipsky,70.00%,7,10
2023,54,0,52955,Ludvig Åberg,66.67%,2,3
2023,54,0,34255,Joseph Bramlett,66.67%,2,3
2023,54,0,24925,Jonathan Byrd,66.67%,2,3
2023,54,0,51766,Wyndham Clark,66.67%,2,3
2023,54,0,25686,Jason Dufner,66.67%,2,3
2023,54,0,45609,Tyler Duncan,66.67%,6,9
2023,54,0,34099,Harris English,66.67%,4,6
2023,54,0,29725,Tony Finau,66.67%,4,6
2023,54,0,52375,Doug Ghim,66.67%,2,3
2023,54,0,32662,Michael Gligic,66.67%,2,3
2023,54,0,34563,Chesson Hadley,66.67%,2,3
2023,54,0,49298,Kramer Hickok,66.67%,6,9
2023,54,0,39975,Michael Kim,66.67%,2,3
2023,54,0,48117,Kurt Kitayama,66.67%,4,6
2023,54,0,32791,K.H. Lee,66.67%,4,6
2023,54,0,32839,Hideki Matsuyama,66.67%,4,6
2023,54,0,26596,Ryan Moore,66.67%,4,6
2023,54,0,29221,Webb Simpson,66.67%,4,6
2023,54,0,27963,Chris Stroud,66.67%,4,6
2023,54,0,40115,Adam Svensson,66.67%,4,6
2023,54,0,40006,Erik van Rooyen,66.67%,4,6
2023,54,0,25632,Jimmy Walker,66.67%,4,6
2023,54,0,27095,Nick Watney,66.67%,4,6
2023,54,0,52374,Brandon Wu,66.67%,6,9
2023,54,0,54783,Dylan Wu,66.67%,4,6
2023,79,0,51997,Andrew Novak,63.64%,7,11
2023,80,0,54421,Garrick Higgo,62.50%,5,8
2023,80,0,39977,Max Homa,62.50%,5,8
2023,80,0,39971,Sungjae Im,62.50%,5,8
2023,80,0,27936,Martin Laird,62.50%,5,8
2023,80,0,34409,David Lingmerth,62.50%,5,8
2023,80,0,34466,Peter Malnati,62.50%,5,8
2023,80,0,46340,Alex Smalley,62.50%,5,8
2023,80,0,51634,Sahith Theegala,62.50%,5,8
2023,88,0,22371,Aaron Baddeley,60.00%,3,5
2023,88,0,56630,Akshay Bhatia,60.00%,3,5
2023,88,0,52372,Cameron Champ,60.00%,3,5
2023,88,0,49453,Trevor Cone,60.00%,3,5
2023,88,0,28089,Jason Day,60.00%,3,5
2023,88,0,32757,Patton Kizzire,60.00%,6,10
2023,88,0,33204,Shane Lowry,60.00%,3,5
2023,88,0,33413,Ben Martin,60.00%,3,5
2023,88,0,39546,Keith Mitchell,60.00%,6,10
2023,88,0,28252,Seamus Power,60.00%,3,5
2023,88,0,39324,J.J. Spaun,60.00%,3,5
2023,88,0,31560,Brian Stuard,60.00%,3,5
2023,88,0,30927,Brendon Todd,60.00%,3,5
2023,88,0,58967,Trevor Werbylo,60.00%,3,5
2023,102,0,33948,Byeong Hun An,57.14%,4,7
2023,102,0,47591,Eric Cole,57.14%,4,7
2023,102,0,34076,Joel Dahmen,57.14%,8,14
2023,102,0,35506,Mackenzie Hughes,57.14%,4,7
2023,102,0,32640,Troy Merritt,57.14%,4,7
2023,102,0,48081,Xander Schauffele,57.14%,4,7
2023,102,0,55454,Carl Yuan,57.14%,4,7
2023,109,0,35532,Tom Hoge,55.56%,5,9
2023,109,0,46717,Viktor Hovland,55.56%,5,9
2023,109,0,34610,Matthias Schwab,55.56%,5,9
2023,109,0,33448,Justin Thomas,55.56%,5,9
2023,113,0,36799,Stephan Jaeger,54.55%,6,11
2023,114,0,45522,Christiaan Bezuidenhout,50.00%,2,4
2023,114,0,28420,Ryan Brehm,50.00%,2,4
2023,114,0,46435,Austin Cook,50.00%,3,6
2023,114,0,45157,Cam Davis,50.00%,2,4
2023,114,0,51349,Nico Echavarria,50.00%,1,2
2023,114,0,31577,Tano Goya,50.00%,3,6
2023,114,0,47988,Nick Hardy,50.00%,3,6
2023,114,0,34098,Russell Henley,50.00%,3,6
2023,114,0,52453,Nicolai Hojgaard,50.00%,2,4
2023,114,0,32816,Satoshi Kodaira,50.00%,2,4
2023,114,0,35449,Adam Long,50.00%,4,8
2023,114,0,40162,Justin Lower,50.00%,2,4
2023,114,0,31202,William McGirt,50.00%,1,2
2023,114,0,23320,Ryan Palmer,50.00%,1,2
2023,114,0,46414,Aaron Rai,50.00%,2,4
2023,114,0,53165,Doc Redman,50.00%,2,4
2023,114,0,47995,Davis Riley,50.00%,2,4
2023,114,0,39335,Kevin Roy,50.00%,1,2
2023,114,0,34046,Jordan Spieth,50.00%,3,6
2023,114,0,30692,Scott Stallings,50.00%,2,4
2023,114,0,49960,Sepp Straka,50.00%,1,2
2023,114,0,58168,Davis Thompson,50.00%,2,4
2023,114,0,48887,Matt Wallace,50.00%,3,6
2023,114,0,47128,Richy Werenski,50.00%,2,4
2023,114,0,31323,Gary Woodland,50.00%,4,8
2023,114,0,57366,Cameron Young,50.00%,3,6
2023,140,0,31557,Jim Herman,45.45%,5,11
2023,141,0,28775,Nate Lashley,44.44%,4,9
2023,141,0,46601,Trey Mullinax,44.44%,4,9
2023,143,0,25900,Lucas Glover,42.86%,3,7
2023,143,0,40250,Taylor Pendrith,42.86%,3,7
2023,143,0,32333,Kevin Tway,42.86%,3,7
2023,146,0,33408,Tyson Alexander,40.00%,2,5
2023,146,0,29535,Brice Garnett,40.00%,2,5
2023,146,0,51414,Brent Grant,40.00%,2,5
2023,146,0,49771,J.T. Poston,40.00%,2,5
2023,146,0,48119,Ben Taylor,40.00%,2,5
2023,151,0,55182,Tom Kim,37.50%,3,8
2023,151,0,27349,Alex Noren,37.50%,3,8
2023,151,0,50095,Austin Smotherman,37.50%,3,8
2023,154,0,54628,Lee Hodges,36.36%,4,11
2023,154,0,35461,Beau Hossler,36.36%,4,11
2023,154,0,50493,Justin Suh,36.36%,4,11
2023,157,0,57362,Austin Eckroat,33.33%,2,6
2023,157,0,29970,Dylan Frittelli,33.33%,2,6
2023,157,0,39058,Lucas Herbert,33.33%,2,6
2023,157,0,29420,Billy Horschel,33.33%,2,6
2023,157,0,28237,Rory McIlroy,33.33%,2,6
2023,157,0,55789,Taylor Montgomery,33.33%,3,9
2023,157,0,50525,Collin Morikawa,33.33%,3,9
2023,157,0,30163,Henrik Norlander,33.33%,1,3
2023,157,0,35617,Martin Trainer,33.33%,1,3
2023,157,0,52513,Carson Young,33.33%,2,6
2023,157,0,45242,Kevin Yu,33.33%,1,3
2023,168,0,47079,Harrison Endycott,28.57%,2,7
2023,169,0,55708,Hayden Buckley,25.00%,2,8
2023,169,0,20229,Stewart Cink,25.00%,1,4
2023,169,0,39997,Corey Conners,25.00%,1,4
2023,169,0,49947,Taylor Moore,25.00%,1,4
2023,169,0,36871,Matt NeSmith,25.00%,1,4
2023,169,0,37275,Sam Ryder,25.00%,3,12
2023,169,0,46046,Scottie Scheffler,25.00%,2,8
2023,169,0,24502,Adam Scott,25.00%,1,4
2023,177,0,35450,Patrick Cantlay,20.00%,1,5
2023,177,0,27129,Luke List,20.00%,1,5
2023,177,0,51950,Max McGreevy,20.00%,1,5
2023,180,0,32448,James Hahn,16.67%,1,6
2023,181,0,48699,Callum Tarren,15.38%,2,13
2023,182,0,31646,Emiliano Grillo,14.29%,1,7
2023,182,0,36801,Mark Hubbard,14.29%,1,7
2023,184,0,25493,Nick Taylor,12.50%,1,8
2023,185,0,59018,Ryan Gerard,.00%,0,4
2023,185,0,24024,Zach Johnson,.00%,0,1
2023,185,0,33410,Andrew Landry,.00%,0,1
2023,185,0,51491,Brandon Matthews,.00%,0,2
2023,185,0,51070,Vincent Norrman,.00%,0,1
2023,185,0,29908,C.T. Pan,.00%,0,1
2023,185,0,52411,Kyle Westmoreland,.00%,0,2
2022,1,0,19803,Ryan Armour,100.0,2,2
2022,1,0,32366,Kevin Chappell,100.0,1,1
2022,1,0,28089,Jason Day,100.0,3,3
2022,1,0,29725,Tony Finau,100.0,1,1
2022,1,0,30911,Tommy Fleetwood,100.0,8,8
2022,1,0,24980,Scott Gutschewski,100.0,3,3
2022,1,0,47988,Nick Hardy,100.0,1,1
2022,1,0,33490,Bo Hoag,100.0,4,4
2022,1,0,23108,Matt Kuchar,100.0,7,7
2022,1,0,47993,Denny McCarthy,100.0,2,2
2022,1,0,51950,Max McGreevy,100.0,4,4
2022,1,0,48822,Sebastián Muñoz,100.0,5,5
2022,1,0,29289,S.Y. Noh,100.0,1,1
2022,1,0,10381,Curtis Thompson,100.0,1,1
2022,1,0,28114,Dawie van der Walt,100.0,1,1
2022,1,0,27770,Camilo Villegas,100.0,2,2
2022,1,0,27095,Nick Watney,100.0,4,4
2022,1,0,52374,Brandon Wu,100.0,2,2
2022,19,0,33667,Carlos Ortiz,88.89,8,9
2022,20,0,37455,Si Woo Kim,87.5,7,8
2022,20,0,32640,Troy Merritt,87.5,7,8
2022,20,0,25818,Scott Piercy,87.5,7,8
2022,23,0,27895,Jonas Blixt,85.71,6,7
2022,24,0,27129,Luke List,83.33,5,6
2022,24,0,36871,Matthew NeSmith,83.33,5,6
2022,24,0,45486,Joaquin Niemann,83.33,5,6
2022,24,0,37189,Harold Varner III,83.33,5,6
2022,28,0,48084,Wesley Bryan,80.0,4,5
2022,28,0,39436,Joshua Creel,80.0,4,5
2022,28,0,34563,Chesson Hadley,80.0,4,5
2022,28,0,49298,Kramer Hickok,80.0,4,5
2022,28,0,36689,Brooks Koepka,80.0,8,10
2022,28,0,30927,Brendon Todd,80.0,4,5
2022,34,0,24925,Jonathan Byrd,75.0,3,4
2022,34,0,45157,Cam Davis,75.0,3,4
2022,34,0,35110,Brett Drewitt,75.0,3,4
2022,34,0,29974,Branden Grace,75.0,3,4
2022,34,0,46550,Brandon Hagy,75.0,6,8
2022,34,0,27644,Brian Harman,75.0,3,4
2022,34,0,50525,Collin Morikawa,75.0,3,4
2022,34,0,46601,Trey Mullinax,75.0,3,4
2022,34,0,22056,Cameron Percy,75.0,3,4
2022,34,0,26476,Chez Reavie,75.0,3,4
2022,34,0,34610,Matthias Schwab,75.0,3,4
2022,34,0,27139,David Skinns,75.0,3,4
2022,34,0,32333,Kevin Tway,75.0,3,4
2022,34,0,31323,Gary Woodland,75.0,3,4
2022,48,0,25493,Nick Taylor,72.73,8,11
2022,49,0,29970,Dylan Frittelli,71.43,5,7
2022,49,0,46402,Talor Gooch,71.43,5,7
2022,49,0,35506,Mackenzie Hughes,71.43,5,7
2022,49,0,49771,J.T. Poston,71.43,5,7
2022,53,0,39977,Max Homa,70.0,7,10
2022,53,0,30926,Chris Kirk,70.0,7,10
2022,53,0,32757,Patton Kizzire,70.0,7,10
2022,53,0,30692,Scott Stallings,70.0,7,10
2022,57,0,37212,Paul Barjon,66.67,4,6
2022,57,0,23983,Luke Donald,66.67,2,3
2022,57,0,45609,Tyler Duncan,66.67,4,6
2022,57,0,32662,Michael Gligic,66.67,2,3
2022,57,0,54421,Garrick Higgo,66.67,2,3
2022,57,0,29478,Kevin Kisner,66.67,2,3
2022,57,0,49947,Taylor Moore,66.67,4,6
2022,57,0,23320,Ryan Palmer,66.67,4,6
2022,65,0,51766,Wyndham Clark,63.64,7,11
2022,66,0,33141,Keegan Bradley,62.5,5,8
2022,66,0,47504,Sam Burns,62.5,5,8
2022,66,0,20229,Stewart Cink,62.5,5,8
2022,66,0,39058,Lucas Herbert,62.5,5,8
2022,66,0,36799,Stephan Jaeger,62.5,5,8
2022,66,0,34466,Peter Malnati,62.5,5,8
2022,66,0,48081,Xander Schauffele,62.5,5,8
2022,66,0,47347,Adam Schenk,62.5,5,8
2022,66,0,51894,Vince Whaley,62.5,5,8
2022,75,0,27214,Kevin Streelman,61.54,8,13
2022,76,0,34255,Joseph Bramlett,60.0,3,5
2022,76,0,26300,Matt Jones,60.0,3,5
2022,76,0,32839,Hideki Matsuyama,60.0,3,5
2022,76,0,29908,C.T. Pan,60.0,3,5
2022,76,0,46970,Jon Rahm,60.0,3,5
2022,76,0,46414,Aaron Rai,60.0,3,5
2022,76,0,34360,Patrick Reed,60.0,3,5
2022,76,0,47995,Davis Riley,60.0,3,5
2022,76,0,37275,Sam Ryder,60.0,3,5
2022,76,0,24502,Adam Scott,60.0,6,10
2022,86,0,25900,Lucas Glover,58.33,7,12
2022,87,0,35450,Patrick Cantlay,57.14,4,7
2022,87,0,33399,Adam Hadwin,57.14,4,7
2022,87,0,34174,John Huh,57.14,4,7
2022,87,0,33204,Shane Lowry,57.14,4,7
2022,87,0,25198,Francesco Molinari,57.14,4,7
2022,87,0,35891,Cameron Smith,57.14,4,7
2022,87,0,33448,Justin Thomas,57.14,8,14
2022,87,0,47483,Will Zalatoris,57.14,4,7
2022,95,0,33486,Roger Sloan,55.56,5,9
2022,96,0,29926,Danny Lee,54.55,6,11
2022,96,0,46442,Maverick McNealy,54.55,6,11
2022,98,0,30978,Kiradech Aphibarnrat,50.0,1,2
2022,98,0,45522,Christiaan Bezuidenhout,50.0,2,4
2022,98,0,39997,Corey Conners,50.0,2,4
2022,98,0,40098,Matt Fitzpatrick,50.0,2,4
2022,98,0,32448,James Hahn,50.0,3,6
2022,98,0,34363,Tyrrell Hatton,50.0,1,2
2022,98,0,39971,Sungjae Im,50.0,4,8
2022,98,0,24024,Zach Johnson,50.0,2,4
2022,98,0,48117,Kurt Kitayama,50.0,3,6
2022,98,0,36852,Jim Knous,50.0,2,4
2022,98,0,32816,Satoshi Kodaira,50.0,2,4
2022,98,0,35449,Adam Long,50.0,4,8
2022,98,0,28237,Rory McIlroy,50.0,2,4
2022,98,0,39546,Keith Mitchell,50.0,3,6
2022,98,0,30163,Henrik Norlander,50.0,3,6
2022,98,0,40250,Taylor Pendrith,50.0,4,8
2022,98,0,24361,Pat Perez,50.0,1,2
2022,98,0,28252,Seamus Power,50.0,1,2
2022,98,0,34256,Andrew Putnam,50.0,4,8
2022,98,0,53165,Doc Redman,50.0,2,4
2022,98,0,47856,Seth Reeves,50.0,3,6
2022,98,0,36699,Patrick Rodgers,50.0,5,10
2022,98,0,22405,Justin Rose,50.0,2,4
2022,98,0,23621,Rory Sabbatini,50.0,4,8
2022,98,0,46046,Scottie Scheffler,50.0,3,6
2022,98,0,51890,Greyson Sigg,50.0,2,4
2022,98,0,29221,Webb Simpson,50.0,4,8
2022,98,0,31560,Brian Stuard,50.0,4,8
2022,98,0,23325,Vaughn Taylor,50.0,1,2
2022,98,0,32150,Michael Thompson,50.0,3,6
2022,98,0,33419,Cameron Tringale,50.0,3,6
2022,98,0,40006,Erik van Rooyen,50.0,2,4
2022,98,0,27064,Jhonattan Vegas,50.0,4,8
2022,98,0,48887,Matt Wallace,50.0,1,2
2022,98,0,56278,Matthew Wolff,50.0,2,4
2022,133,0,35461,Beau Hossler,46.67,7,15
2022,134,0,35532,Tom Hoge,45.45,5,11
2022,134,0,27936,Martin Laird,45.45,5,11
2022,136,0,52375,Doug Ghim,44.44,4,9
2022,136,0,54628,Lee Hodges,44.44,4,9
2022,136,0,51997,Andrew Novak,44.44,4,9
2022,136,0,40115,Adam Svensson,44.44,4,9
2022,140,0,32102,Rickie Fowler,42.86,3,7
