YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
2024,0,27330,Josh Teater,1.72%,1,58,98.28
2024,0,25493,Nick Taylor,1.74%,2,115,98.26
2024,0,56630,Akshay Bhatia,1.75%,2,114,98.25
2024,0,45157,Cam Davis,1.80%,2,111,98.2
2024,0,32791,K.H. Lee,1.83%,2,109,98.17
2024,0,33653,Thomas Detry,1.87%,2,107,98.13
2024,0,51696,Rico Hoey,1.87%,2,107,98.13
2024,0,36884,Ben Kohles,1.89%,2,106,98.11
2024,0,47504,Sam Burns,1.90%,2,105,98.1
2024,0,39977,Max Homa,1.90%,2,105,98.1
2024,0,27064,Jhonattan Vegas,1.92%,2,104,98.08
2024,0,47806,Raul Pereda,2.04%,1,49,97.96
2024,0,12716,Charley Hoffman,2.06%,2,97,97.94
2024,0,52374,Brandon Wu,2.06%,2,97,97.94
2024,0,54628,Lee Hodges,2.07%,3,145,97.93
2024,0,36326,David Lipsky,2.13%,2,94,97.87
2024,0,33204,Shane Lowry,2.15%,2,93,97.85
2024,0,52514,Trace Crowe,2.17%,2,92,97.83
2024,0,51997,Andrew Novak,2.19%,3,137,97.81
2024,0,47983,Chad Ramey,2.20%,2,91,97.8
2024,0,52372,Cameron Champ,2.33%,2,86,97.67
2024,0,28237,Rory McIlroy,2.33%,2,86,97.67
2024,0,35532,Tom Hoge,2.34%,3,128,97.66
2024,0,59836,Pierceson Coody,2.35%,2,85,97.65
2024,0,48699,Callum Tarren,2.35%,2,85,97.65
2024,0,33408,Tyson Alexander,2.38%,2,84,97.62
2024,0,49771,J.T. Poston,2.42%,3,124,97.58
2024,0,28089,Jason Day,2.44%,2,82,97.56
2024,0,40250,Taylor Pendrith,2.48%,3,121,97.52
2024,0,48319,Tom Whitney,2.53%,2,79,97.47
2024,0,29936,Ryan Fox,2.56%,3,117,97.44
2024,0,26476,Chez Reavie,2.60%,2,77,97.4
2024,0,31323,Gary Woodland,2.61%,3,115,97.39
2024,0,39997,Corey Conners,2.63%,3,114,97.37
2024,0,52513,Carson Young,2.65%,3,113,97.35
2024,0,48867,Matti Schmid,2.68%,3,112,97.32
2024,0,29725,Tony Finau,2.70%,3,111,97.3
2024,0,25900,Lucas Glover,2.75%,3,109,97.25
2024,0,55182,Tom Kim,2.78%,3,108,97.22
2024,0,39324,J.J. Spaun,2.83%,3,106,97.17
2024,0,23320,Ryan Palmer,2.90%,2,69,97.1
2024,0,36871,Matt NeSmith,2.91%,3,103,97.09
2024,0,34255,Joseph Bramlett,2.97%,3,101,97.03
2024,0,31646,Emiliano Grillo,3.03%,4,132,96.97
2024,0,34466,Peter Malnati,3.03%,3,99,96.97
2024,0,51349,Nico Echavarria,3.06%,3,98,96.94
2024,0,56149,Wilson Furr,3.13%,2,64,96.87
2024,0,50484,Hayden Springer,3.13%,2,64,96.87
2024,0,52955,Ludvig Åberg,3.23%,3,93,96.77
2024,0,32366,Kevin Chappell,3.28%,2,61,96.72
2024,0,36799,Stephan Jaeger,3.33%,3,90,96.67
2024,0,46340,Alex Smalley,3.41%,3,88,96.59
2024,0,34374,Erik Barnes,3.45%,2,58,96.55
2024,0,40115,Adam Svensson,3.45%,5,145,96.55
2024,0,57975,Harry Hall,3.53%,3,85,96.47
2024,0,59866,Nick Dunlap,3.57%,3,84,96.43
2024,0,59143,Mac Meissner,3.61%,3,83,96.39
2024,0,48084,Wesley Bryan,3.70%,2,54,96.3
2024,0,48153,Matthieu Pavon,3.70%,3,81,96.3
2024,0,60067,Joe Highsmith,3.80%,3,79,96.2
2024,0,46717,Viktor Hovland,3.80%,3,79,96.2
2024,0,32839,Hideki Matsuyama,3.90%,3,77,96.1
2024,0,47347,Adam Schenk,3.92%,4,102,96.08
2024,0,32102,Rickie Fowler,4.00%,4,100,96.0
2024,0,33448,Justin Thomas,4.08%,4,98,95.92
2024,0,51634,Sahith Theegala,4.27%,5,117,95.73
2024,0,39971,Sungjae Im,4.35%,5,115,95.65
2024,0,28775,Nate Lashley,4.35%,4,92,95.65
2024,0,27139,David Skinns,4.55%,5,110,95.45
2024,0,27214,Kevin Streelman,4.60%,4,87,95.4
2024,0,60767,Blaine Hale Jr.,4.84%,3,62,95.16
2024,0,30927,Brendon Todd,4.85%,5,103,95.15
2024,0,22405,Justin Rose,4.88%,4,82,95.12
2024,0,24024,Zach Johnson,5.00%,3,60,95.0
2024,0,57900,Chandler Phillips,5.00%,6,120,95.0
2024,0,33948,Byeong Hun An,5.05%,5,99,94.95
2024,0,55454,Carl Yuan,5.26%,4,76,94.74
2024,0,57366,Cameron Young,5.49%,5,91,94.51
2024,0,37212,Paul Barjon,5.56%,3,54,94.44
2024,0,39975,Michael Kim,5.56%,6,108,94.44
2024,0,46113,Ryan McCormick,5.56%,3,54,94.44
2024,0,29221,Webb Simpson,5.66%,3,53,94.34
2024,0,50095,Austin Smotherman,5.71%,4,70,94.29
2024,0,34076,Joel Dahmen,5.79%,7,121,94.21
2024,0,32367,Jorge Campillo,6.25%,4,64,93.75
2024,0,28420,Ryan Brehm,6.78%,4,59,93.22
2024,0,38991,Alejandro Tosti,9.64%,8,83,90.36
2023,0,19803,Ryan Armour,0.00%,0,114,100.0
2023,0,22371,Aaron Baddeley,0.00%,0,87,100.0
2023,0,48084,Wesley Bryan,0.00%,0,50,100.0
2023,0,24925,Jonathan Byrd,0.00%,0,57,100.0
2023,0,35450,Patrick Cantlay,0.00%,0,106,100.0
2023,0,33653,Thomas Detry,0.00%,0,100,100.0
2023,0,45609,Tyler Duncan,0.00%,0,133,100.0
2023,0,57362,Austin Eckroat,0.00%,0,99,100.0
2023,0,30911,Tommy Fleetwood,0.00%,0,66,100.0
2023,0,35310,Lanto Griffin,0.00%,0,58,100.0
2023,0,32448,James Hahn,0.00%,0,107,100.0
2023,0,39058,Lucas Herbert,0.00%,0,61,100.0
2023,0,49298,Kramer Hickok,0.00%,0,111,100.0
2023,0,35461,Beau Hossler,0.00%,0,105,100.0
2023,0,46442,Maverick McNealy,0.00%,0,77,100.0
2023,0,39546,Keith Mitchell,0.00%,0,101,100.0
2023,0,27349,Alex Noren,0.00%,0,122,100.0
2023,0,29908,C.T. Pan,0.00%,0,58,100.0
2023,0,53165,Doc Redman,0.00%,0,110,100.0
2023,0,37275,Sam Ryder,0.00%,0,133,100.0
2023,0,55893,Sam Stevens,0.00%,0,128,100.0
2023,0,50493,Justin Suh,0.00%,0,149,100.0
2023,0,40006,Erik van Rooyen,0.00%,0,78,100.0
2023,0,58967,Trevor Werbylo,0.00%,0,88,100.0
2023,0,52374,Brandon Wu,0.00%,0,128,100.0
2023,0,47347,Adam Schenk,0.68%,1,146,99.32
2023,0,58168,Davis Thompson,0.69%,1,144,99.31
2023,0,54591,Ben Griffin,0.73%,1,137,99.27
2023,0,31646,Emiliano Grillo,0.75%,1,133,99.25
2023,0,33399,Adam Hadwin,0.78%,1,128,99.22
2023,0,49960,Sepp Straka,0.78%,1,128,99.22
2023,0,45157,Cam Davis,0.79%,1,127,99.21
2023,0,47988,Nick Hardy,0.79%,1,126,99.21
2023,0,36699,Patrick Rodgers,0.79%,1,127,99.21
2023,0,47983,Chad Ramey,0.80%,1,125,99.2
2023,0,35532,Tom Hoge,0.83%,1,120,99.17
2023,0,55708,Hayden Buckley,0.86%,1,116,99.14
2023,0,26596,Ryan Moore,0.88%,1,114,99.12
2023,0,34610,Matthias Schwab,0.88%,1,113,99.12
2023,0,57366,Cameron Young,0.88%,1,113,99.12
2023,0,34363,Tyrrell Hatton,0.91%,1,110,99.09
2023,0,49947,Taylor Moore,0.91%,1,110,99.09
2023,0,52375,Doug Ghim,0.93%,1,107,99.07
2023,0,32333,Kevin Tway,0.93%,1,107,99.07
2023,0,31323,Gary Woodland,0.94%,1,106,99.06
2023,0,30926,Chris Kirk,0.95%,1,105,99.05
2023,0,46717,Viktor Hovland,0.99%,1,101,99.01
2023,0,46970,Jon Rahm,0.99%,1,101,99.01
2023,0,29535,Brice Garnett,1.00%,1,100,99.0
2023,0,51766,Wyndham Clark,1.04%,1,96,98.96
2023,0,51997,Andrew Novak,1.08%,1,93,98.92
2023,0,33141,Keegan Bradley,1.09%,1,92,98.91
2023,0,33597,Harry Higgs,1.09%,1,92,98.91
2023,0,48081,Xander Schauffele,1.16%,1,86,98.84
2023,0,33122,Russell Knox,1.17%,2,171,98.83
2023,0,56762,Will Gordon,1.22%,2,164,98.78
2023,0,32139,Danny Willett,1.22%,1,82,98.78
2023,0,29420,Billy Horschel,1.23%,1,81,98.77
2023,0,36799,Stephan Jaeger,1.23%,2,163,98.77
2023,0,22405,Justin Rose,1.23%,1,81,98.77
2023,0,28237,Rory McIlroy,1.28%,1,78,98.72
2023,0,51890,Greyson Sigg,1.29%,2,155,98.71
2023,0,24024,Zach Johnson,1.33%,1,75,98.67
2023,0,24502,Adam Scott,1.35%,1,74,98.65
2023,0,34256,Andrew Putnam,1.37%,2,146,98.63
2023,0,26476,Chez Reavie,1.37%,2,146,98.63
2023,0,22056,Cameron Percy,1.39%,1,72,98.61
2023,0,27214,Kevin Streelman,1.42%,2,141,98.58
2023,0,47993,Denny McCarthy,1.45%,2,138,98.55
2023,0,46435,Austin Cook,1.47%,1,68,98.53
2023,0,32791,K.H. Lee,1.52%,2,132,98.48
2023,0,40162,Justin Lower,1.53%,2,131,98.47
2023,0,55182,Tom Kim,1.55%,2,129,98.45
2023,0,52955,Ludvig Åberg,1.56%,1,64,98.44
2023,0,39997,Corey Conners,1.57%,2,127,98.43
2023,0,31202,William McGirt,1.59%,1,63,98.41
2023,0,45522,Christiaan Bezuidenhout,1.61%,2,124,98.39
2023,0,35449,Adam Long,1.61%,2,124,98.39
2023,0,55789,Taylor Montgomery,1.61%,2,124,98.39
2023,0,32102,Rickie Fowler,1.63%,2,123,98.37
2023,0,59018,Ryan Gerard,1.64%,1,61,98.36
2023,0,47128,Richy Werenski,1.64%,2,122,98.36
2023,0,37455,Si Woo Kim,1.67%,2,120,98.33
2023,0,36801,Mark Hubbard,1.68%,2,119,98.32
2023,0,49771,J.T. Poston,1.68%,2,119,98.32
2023,0,46441,Robby Shelton,1.69%,2,118,98.31
2023,0,35879,Kelly Kraft,1.72%,2,116,98.28
2023,0,23108,Matt Kuchar,1.72%,2,116,98.28
2023,0,52513,Carson Young,1.74%,2,115,98.26
2023,0,39975,Michael Kim,1.80%,2,111,98.2
2023,0,33413,Ben Martin,1.80%,2,111,98.2
2023,0,28089,Jason Day,1.82%,2,110,98.18
2023,0,47079,Harrison Endycott,1.83%,2,109,98.17
2023,0,47591,Eric Cole,1.85%,3,162,98.15
2023,0,27644,Brian Harman,1.87%,2,107,98.13
2023,0,29725,Tony Finau,1.89%,2,106,98.11
2023,0,28420,Ryan Brehm,1.90%,2,105,98.1
2023,0,52453,Nicolai Hojgaard,1.92%,1,52,98.08
2023,0,58696,Peter Kuest,1.92%,1,52,98.08
2023,0,55454,Carl Yuan,1.94%,2,103,98.06
2023,0,40098,Matt Fitzpatrick,1.98%,2,101,98.02
2023,0,57975,Harry Hall,1.98%,2,101,98.02
2023,0,31557,Jim Herman,1.98%,2,101,98.02
2023,0,46601,Trey Mullinax,1.98%,2,101,98.02
2023,0,12716,Charley Hoffman,2.04%,2,98,97.96
2023,0,40058,Zac Blair,2.11%,2,95,97.89
2023,0,39971,Sungjae Im,2.11%,2,95,97.89
2023,0,52411,Kyle Westmoreland,2.11%,2,95,97.89
2023,0,27554,Scott Harrington,2.13%,2,94,97.87
2023,0,48887,Matt Wallace,2.15%,2,93,97.85
2023,0,50095,Austin Smotherman,2.16%,3,139,97.84
2023,0,48119,Ben Taylor,2.16%,3,139,97.84
2023,0,33408,Tyson Alexander,2.17%,2,92,97.83
2023,0,48117,Kurt Kitayama,2.17%,2,92,97.83
2023,0,33410,Andrew Landry,2.17%,2,92,97.83
2023,0,24140,Sean O'Hair,2.17%,1,46,97.83
2023,0,36871,Matt NeSmith,2.24%,3,134,97.76
2023,0,32839,Hideki Matsuyama,2.25%,2,89,97.75
2023,0,51349,Nico Echavarria,2.27%,2,88,97.73
2023,0,32757,Patton Kizzire,2.34%,3,128,97.66
2023,0,39067,MJ Daffue,2.40%,3,125,97.6
2023,0,31577,Tano Goya,2.41%,2,83,97.59
2023,0,47504,Sam Burns,2.42%,3,124,97.58
2023,0,25493,Nick Taylor,2.42%,3,124,97.58
2023,0,28775,Nate Lashley,2.44%,3,123,97.56
2023,0,29221,Webb Simpson,2.44%,2,82,97.56
2023,0,34255,Joseph Bramlett,2.50%,2,80,97.5
2023,0,28252,Seamus Power,2.53%,2,79,97.47
2023,0,37338,Zecheng Dou,2.59%,3,116,97.41
2023,0,35901,Paul Haley II,2.61%,3,115,97.39
2023,0,39954,Cody Gribble,2.63%,2,76,97.37
2023,0,40115,Adam Svensson,2.72%,4,147,97.28
2023,0,54421,Garrick Higgo,2.78%,4,144,97.22
2023,0,30692,Scott Stallings,2.80%,3,107,97.2
2023,0,48867,Matti Schmid,2.82%,2,71,97.18
2023,0,34076,Joel Dahmen,2.83%,3,106,97.17
2023,0,34466,Peter Malnati,2.83%,3,106,97.17
2023,0,50188,S.H. Kim,2.86%,4,140,97.14
2023,0,29289,S.Y. Noh,2.86%,2,70,97.14
2023,0,46340,Alex Smalley,2.92%,4,137,97.08
2023,0,34098,Russell Henley,2.94%,4,136,97.06
2023,0,48699,Callum Tarren,2.94%,4,136,97.06
2023,0,54783,Dylan Wu,2.94%,3,102,97.06
2023,0,32816,Satoshi Kodaira,2.99%,2,67,97.01
2023,0,25818,Scott Piercy,3.00%,3,100,97.0
2023,0,30927,Brendon Todd,3.08%,4,130,96.92
2023,0,32662,Michael Gligic,3.13%,2,64,96.87
2023,0,51634,Sahith Theegala,3.17%,4,126,96.83
2023,0,46414,Aaron Rai,3.23%,5,155,96.77
2023,0,39324,J.J. Spaun,3.25%,4,123,96.75
2023,0,33204,Shane Lowry,3.26%,3,92,96.74
2023,0,51491,Brandon Matthews,3.33%,2,60,96.67
2023,0,34431,Robert Streb,3.33%,3,90,96.67
2023,0,45242,Kevin Yu,3.39%,2,59,96.61
2023,0,40250,Taylor Pendrith,3.50%,5,143,96.5
2023,0,34099,Harris English,3.51%,4,114,96.49
2023,0,23320,Ryan Palmer,3.51%,4,114,96.49
2023,0,39977,Max Homa,3.60%,4,111,96.4
2023,0,27936,Martin Laird,3.64%,4,110,96.36
2023,0,54628,Lee Hodges,3.67%,4,109,96.33
2023,0,25900,Lucas Glover,3.70%,5,135,96.3
2023,0,27129,Luke List,3.76%,5,133,96.24
2023,0,34409,David Lingmerth,3.80%,3,79,96.2
2023,0,30163,Henrik Norlander,3.85%,4,104,96.15
2023,0,35617,Martin Trainer,3.92%,2,51,96.08
2023,0,27095,Nick Watney,3.95%,3,76,96.05
2023,0,50525,Collin Morikawa,4.00%,4,100,96.0
2023,0,25632,Jimmy Walker,4.00%,4,100,96.0
2023,0,33948,Byeong Hun An,4.03%,5,124,95.97
2023,0,34563,Chesson Hadley,4.03%,5,124,95.97
2023,0,46046,Scottie Scheffler,4.03%,5,124,95.97
2023,0,27974,Sung Kang,4.08%,2,49,95.92
2023,0,34046,Jordan Spieth,4.12%,4,97,95.88
2023,0,31560,Brian Stuard,4.17%,3,72,95.83
2023,0,20229,Stewart Cink,4.21%,4,95,95.79
2023,0,35506,Mackenzie Hughes,4.21%,4,95,95.79
2023,0,51950,Max McGreevy,4.21%,4,95,95.79
2023,0,32366,Kevin Chappell,4.41%,3,68,95.59
2023,0,27963,Chris Stroud,4.55%,3,66,95.45
2023,0,56630,Akshay Bhatia,4.60%,4,87,95.4
2023,0,49453,Trevor Cone,4.60%,4,87,95.4
2023,0,52372,Cameron Champ,4.76%,4,84,95.24
2023,0,51070,Vincent Norrman,4.81%,5,104,95.19
2023,0,29970,Dylan Frittelli,4.82%,4,83,95.18
2023,0,32640,Troy Merritt,4.85%,5,103,95.15
2023,0,36326,David Lipsky,4.90%,5,102,95.1
2023,0,49766,Hank Lebioda,5.17%,3,58,94.83
2023,0,47995,Davis Riley,5.31%,6,113,94.69
2023,0,39335,Kevin Roy,5.33%,4,75,94.67
2023,0,25686,Jason Dufner,6.67%,8,120,93.33
2023,0,36724,Augusto Núñez,7.23%,6,83,92.77
2023,0,33448,Justin Thomas,7.29%,7,96,92.71
2023,0,51414,Brent Grant,7.84%,8,102,92.16
2022,0,30978,Kiradech Aphibarnrat,0.0,0,48,100.0
2022,0,24925,Jonathan Byrd,0.0,0,63,100.0
2022,0,30911,Tommy Fleetwood,0.0,0,67,100.0
2022,0,32102,Rickie Fowler,0.0,0,80,100.0
2022,0,29970,Dylan Frittelli,0.0,0,95,100.0
2022,0,32448,James Hahn,0.0,0,86,100.0
2022,0,47988,Nick Hardy,0.0,0,75,100.0
2022,0,39058,Lucas Herbert,0.0,0,45,100.0
2022,0,54421,Garrick Higgo,0.0,0,63,100.0
2022,0,35532,Tom Hoge,0.0,0,130,100.0
2022,0,39977,Max Homa,0.0,0,107,100.0
2022,0,35506,Mackenzie Hughes,0.0,0,90,100.0
2022,0,39971,Sungjae Im,0.0,0,127,100.0
2022,0,30926,Chris Kirk,0.0,0,79,100.0
2022,0,29478,Kevin Kisner,0.0,0,76,100.0
2022,0,48117,Kurt Kitayama,0.0,0,74,100.0
2022,0,36852,Jim Knous,0.0,0,46,100.0
2022,0,32791,K.H. Lee,0.0,0,109,100.0
2022,0,26851,Marc Leishman,0.0,0,80,100.0
2022,0,51950,Max McGreevy,0.0,0,80,100.0
2022,0,46442,Maverick McNealy,0.0,0,99,100.0
2022,0,25198,Francesco Molinari,0.0,0,55,100.0
2022,0,45486,Joaquin Niemann,0.0,0,81,100.0
2022,0,29289,S.Y. Noh,0.0,0,68,100.0
2022,0,33667,Carlos Ortiz,0.0,0,81,100.0
2022,0,23320,Ryan Palmer,0.0,0,86,100.0
2022,0,29908,C.T. Pan,0.0,0,99,100.0
2022,0,53165,Doc Redman,0.0,0,92,100.0
2022,0,47856,Seth Reeves,0.0,0,59,100.0
2022,0,48081,Xander Schauffele,0.0,0,74,100.0
2022,0,35891,Cameron Smith,0.0,0,69,100.0
2022,0,39324,J.J. Spaun,0.0,0,109,100.0
2022,0,34431,Robert Streb,0.0,0,116,100.0
2022,0,10381,Curtis Thompson,0.0,0,49,100.0
2022,0,32333,Kevin Tway,0.0,0,97,100.0
2022,0,37189,Harold Varner III,0.0,0,87,100.0
2022,0,47993,Denny McCarthy,0.7,1,143,99.3
2022,0,34466,Peter Malnati,0.78,1,129,99.22
2022,0,27644,Brian Harman,0.79,1,127,99.21
2022,0,49771,J.T. Poston,0.85,1,118,99.15
2022,0,26476,Chez Reavie,0.85,1,118,99.15
2022,0,51890,Greyson Sigg,0.87,1,115,99.13
2022,0,32640,Troy Merritt,0.9,1,111,99.1
2022,0,34076,Joel Dahmen,0.91,1,110,99.09
2022,0,49960,Sepp Straka,0.92,1,109,99.08
2022,0,31560,Brian Stuard,0.93,1,108,99.07
2022,0,36699,Patrick Rodgers,0.94,1,106,99.06
2022,0,47529,Mito Pereira,0.95,1,105,99.05
2022,0,32150,Michael Thompson,0.95,1,105,99.05
2022,0,34563,Chesson Hadley,0.96,1,104,99.04
2022,0,46046,Scottie Scheffler,0.99,1,101,99.01
2022,0,57366,Cameron Young,0.99,1,101,99.01
2022,0,48822,Sebastián Muñoz,1.0,1,100,99.0
2022,0,46414,Aaron Rai,1.0,1,100,99.0
2022,0,45609,Tyler Duncan,1.01,1,99,98.99
2022,0,51894,Vince Whaley,1.04,1,96,98.96
2022,0,33141,Keegan Bradley,1.08,1,93,98.92
2022,0,33597,Harry Higgs,1.08,1,93,98.92
2022,0,24024,Zach Johnson,1.09,1,92,98.91
2022,0,34174,John Huh,1.12,1,89,98.88
2022,0,23108,Matt Kuchar,1.12,1,89,98.88
2022,0,35461,Beau Hossler,1.14,1,88,98.86
2022,0,32839,Hideki Matsuyama,1.14,1,88,98.86
2022,0,32662,Michael Gligic,1.15,1,87,98.85
2022,0,46601,Trey Mullinax,1.16,1,86,98.84
2022,0,46970,Jon Rahm,1.16,1,86,98.84
2022,0,46435,Austin Cook,1.18,1,85,98.82
2022,0,35879,Kelly Kraft,1.22,1,82,98.78
2022,0,27064,Jhonattan Vegas,1.22,1,82,98.78
2022,0,25818,Scott Piercy,1.27,1,79,98.73
2022,0,29518,Brendan Steele,1.27,1,79,98.73
2022,0,35617,Martin Trainer,1.3,1,77,98.7
2022,0,45526,Abraham Ancer,1.32,1,76,98.68
2022,0,30944,Jason Kokrak,1.32,1,76,98.68
2022,0,40006,Erik van Rooyen,1.32,1,76,98.68
2022,0,27895,Jonas Blixt,1.33,1,75,98.67
2022,0,27349,Alex Noren,1.33,1,75,98.67
2022,0,29420,Billy Horschel,1.35,1,74,98.65
2022,0,28237,Rory McIlroy,1.35,1,74,98.65
2022,0,24361,Pat Perez,1.35,1,74,98.65
2022,0,45540,Jared Wolfe,1.35,1,74,98.65
2022,0,24980,Scott Gutschewski,1.37,1,73,98.63
2022,0,28775,Nate Lashley,1.37,1,73,98.63
2022,0,23621,Rory Sabbatini,1.37,1,73,98.63
2022,0,40098,Matt Fitzpatrick,1.39,1,72,98.61
2022,0,36801,Mark Hubbard,1.39,1,72,98.61
2022,0,33399,Adam Hadwin,1.42,2,141,98.58
2022,0,27770,Camilo Villegas,1.43,1,70,98.57
2022,0,52372,Cameron Champ,1.45,1,69,98.55
2022,0,33122,Russell Knox,1.47,2,136,98.53
2022,0,49947,Taylor Moore,1.49,2,134,98.51
2022,0,36689,Brooks Koepka,1.54,1,65,98.46
2022,0,34360,Patrick Reed,1.54,1,65,98.46
2022,0,46402,Talor Gooch,1.56,1,64,98.44
2022,0,50525,Collin Morikawa,1.56,1,64,98.44
2022,0,47347,Adam Schenk,1.56,2,128,98.44
