YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
2009,0,25900,Lucas Glover,297.4,55322,186
2009,0,20850,Daniel Chopra,297.1,52888,178
2009,0,23320,Ryan Palmer,297.1,46350,156
2009,0,24781,Hunter Mahan,297.0,54648,184
2009,0,27933,John Merrick,296.9,49288,166
2009,0,27683,Leif Olson,296.5,27869,94
2009,0,22913,John Rollins,296.5,52179,176
2009,0,27214,Kevin Streelman,296.5,55157,186
2009,0,24925,Jonathan Byrd,295.9,50307,170
2009,0,26596,Ryan Moore,295.9,50299,170
2009,0,28158,Steve Marino,295.7,55584,188
2009,0,28089,Jason Day,295.3,31307,106
2009,0,24502,Adam Scott,294.9,30667,104
2009,0,28780,Nicholas Thompson,294.8,55421,188
2009,0,20229,Stewart Cink,294.7,43025,146
2009,0,20645,John Senden,294.2,58836,200
2009,0,28475,Jeff Overton,293.9,51724,176
2009,0,6567,Vijay Singh,293.9,40556,138
2009,0,26695,Michael Letzig,293.8,54051,184
2009,0,23353,J.J. Henry,293.7,54627,186
2009,0,21959,Ted Purdy,293.6,54601,186
2009,0,24140,Sean O'Hair,293.3,44579,152
2009,0,23621,Rory Sabbatini,293.2,46911,160
2009,0,10885,Robert Allenby,293.1,41040,140
2009,0,1945,Kenny Perry,293.1,53339,182
2009,0,28118,Peter Tomasulo,293.0,32232,110
2009,0,27770,Camilo Villegas,293.0,42778,146
2009,0,20070,Matt Bettencourt,292.9,57409,196
2009,0,9011,David Duval,292.7,32784,112
2009,0,21961,Charles Howell III,292.7,53268,182
2009,0,24846,Ricky Barnes,292.6,34522,118
2009,0,23623,Bo Van Pelt,292.5,53825,184
2009,0,23548,Bill Lunde,292.4,47361,162
2009,0,20157,Retief Goosen,292.3,42679,146
2009,0,12782,Tim Herron,292.1,50819,174
2009,0,20691,Greg Owen,292.1,51997,178
2009,0,24490,George McNeill,292.0,46727,160
2009,0,26289,Boo Weekley,291.7,44920,154
2009,0,26301,James Nitties,291.5,47811,164
2009,0,22046,Geoff Ogilvy,291.5,41981,144
2009,0,28087,Kris Blanks,291.4,31469,108
2009,0,21949,Joe Ogilvie,291.4,48366,166
2009,0,24663,Y.E. Yang,291.3,46029,158
2009,0,6522,Ernie Els,291.2,38437,132
2009,0,20574,Mathew Goggin,291.1,43081,148
2009,0,12510,Chad Campbell,291.0,50050,172
2009,0,25632,Jimmy Walker,291.0,39581,136
2009,0,22892,Jason Gore,290.7,40123,138
2009,0,27963,Chris Stroud,290.7,48833,168
2009,0,1707,Steve Lowery,290.6,48237,166
2009,0,23638,Brendon de Jonge,290.3,49925,172
2009,0,26679,Kevin Stadler,290.3,33099,114
2009,0,20098,Stuart Appleby,290.1,45255,156
2009,0,24912,Will MacKenzie,289.4,39931,138
2009,0,23788,D.J. Trahan,289.2,55519,192
2009,0,6197,Michael Allen,289.1,39896,138
2009,0,6595,Kevin Sutherland,289.1,54922,190
2009,0,23778,Brad Adamonis,289.0,39303,136
2009,0,1724,Jeff Maggert,288.9,45654,158
2009,0,7223,Brian Bateman,288.7,31760,110
2009,0,26498,Matt Weibring,288.7,34062,118
2009,0,25345,Carl Pettersson,288.6,49643,172
2009,0,24361,Pat Perez,288.5,41542,144
2009,0,26951,Johnson Wagner,288.4,46720,162
2009,0,25919,Brian Vranesh,288.2,27089,94
2009,0,20572,Rod Pampling,288.1,40909,142
2009,0,22405,Justin Rose,288.1,40332,140
2009,0,22371,Aaron Baddeley,287.8,37414,130
2009,0,7749,Brett Quigley,287.5,48302,168
2009,0,6004,Stephen Ames,287.4,43107,150
2009,0,1035,Tommy Armour III,287.3,33332,116
2009,0,26881,Jarrod Lyle,287.3,32756,114
2009,0,12652,Cameron Beckman,287.0,47650,166
2009,0,22293,Heath Slocum,287.0,52238,182
2009,0,7867,Woody Austin,286.9,48194,168
2009,0,31416,Derek Fathauer,286.4,32653,114
2009,0,2214,Kirk Triplett,286.4,34371,120
2009,0,25686,Jason Dufner,286.2,49229,172
2009,0,29221,Webb Simpson,286.2,53814,188
2009,0,1161,Mark Calcavecchia,286.1,41204,144
2009,0,6527,Steve Stricker,286.1,45210,158
2009,0,20766,Padraig Harrington,285.8,37156,130
2009,0,1313,Steve Elkington,285.3,39942,140
2009,0,24507,Jason Bohn,285.1,50171,176
2009,0,23541,Ben Crane,285.0,53001,186
2009,0,8845,Scott Sterling,285.0,24511,86
2009,0,26497,Casey Wittenberg,285.0,35913,126
2009,0,20160,Charlie Wi,284.9,52419,184
2009,0,1473,Todd Hamilton,284.8,46141,162
2009,0,23614,Rich Beem,284.7,39295,138
2009,0,8075,Jerry Kelly,284.7,46698,164
2009,0,10585,Scott McCarron,284.7,51824,182
2009,0,7457,Steve Flesch,284.4,43800,154
2009,0,21878,Mark Wilson,284.3,54008,190
2009,0,20593,Greg Chalmers,284.2,43770,154
2009,0,1766,Billy Mayfair,284.2,47172,166
2009,0,2206,David Toms,284.2,53427,188
2009,0,21731,Freddie Jacobson,284.1,46030,162
2009,0,23718,Nathan Green,283.5,56696,200
2009,0,10117,Bob Heintz,283.5,31182,110
2009,0,10860,Justin Leonard,283.5,51600,182
2009,0,10425,Jay Williamson,283.5,34585,122
2009,0,21753,Brian Davis,283.3,56092,198
2009,0,23108,Matt Kuchar,283.2,46447,164
2009,0,20104,Ken Duke,283.1,49251,174
2009,0,1797,Rocco Mediate,283.1,42469,150
2009,0,23800,Bryce Molder,283.1,34537,122
2009,0,23325,Vaughn Taylor,283.1,47560,168
2009,0,23048,Eric Axley,282.8,37896,134
2009,0,1948,Tim Petrovic,282.8,53730,190
2009,0,24138,Ian Poulter,282.8,31672,112
2009,0,25396,Kevin Na,282.7,49195,174
2009,0,1320,Bob Estes,282.6,44091,156
2009,0,20498,Briny Baird,282.1,47949,170
2009,0,1577,Lee Janzen,282.0,38354,136
2009,0,1941,Tom Pernice Jr.,281.9,46235,164
2009,0,10733,Kent Jones,281.3,36568,130
2009,0,25240,D.A. Points,281.3,52324,186
2009,0,20472,Alex Cejka,281.2,43305,154
2009,0,24024,Zach Johnson,281.2,51742,184
2009,0,2239,Scott Verplank,281.1,47223,168
2009,0,22548,Patrick Sheehan,281.0,24168,86
2009,0,24503,Jeff Klauk,280.9,53375,190
2009,0,22961,David Mathis,280.8,42689,152
2009,0,12705,Cliff Kresge,280.5,40394,144
2009,0,24357,K.J. Choi,280.1,35848,128
2009,0,23135,Tim Clark,280.1,43697,156
2009,0,10809,Jim Furyk,279.9,46471,166
2009,0,22295,Darron Stiles,279.8,26857,96
2009,0,30711,Colt Knost,279.6,35234,126
2009,0,28620,Aron Price,279.6,45296,162
2009,0,26476,Chez Reavie,279.6,43065,154
2009,0,22621,Ben Curtis,279.5,34661,124
2009,0,6251,Chris DiMarco,279.5,51991,186
2009,0,6621,Joe Durant,279.5,30190,108
2009,0,20634,Peter Lonard,279.5,45844,164
2009,0,24449,Parker McLachlin,279.5,39682,142
2009,0,26668,Marc Turnesa,279.5,43045,154
2009,0,10423,Mike Weir,279.3,46930,168
2009,0,27060,John Mallinger,279.1,47998,172
2009,0,27466,Spencer Levin,279.0,39611,142
2009,0,6539,Rick Price,278.6,26743,96
2009,0,20127,Chris Riley,278.5,39551,142
2009,0,21350,Ryuji Imada,278.4,47333,170
2009,0,27649,Brandt Snedeker,277.3,42703,154
2009,0,22348,Nick O'Hern,277.0,47639,172
2009,0,30927,Brendon Todd,276.2,28176,102
2009,0,6643,Paul Goydos,275.8,42475,154
2009,0,23983,Luke Donald,275.7,41901,152
2009,0,8931,Glen Day,275.0,39054,142
2009,0,1142,Bart Bryant,274.6,29652,108
2009,0,26420,Richard Johnson,274.0,46028,168
2009,0,25190,Jeff Quinney,273.4,42647,156
2009,0,6012,Greg Kraft,273.1,25669,94
2009,0,1677,Tom Lehman,272.2,27768,102
2009,0,1329,Brad Faxon,270.8,31950,118
2009,0,12602,Dean Wilson,270.3,41629,154
2009,0,1132,Mark Brooks,269.2,25309,94
2009,0,19846,Brian Gay,268.5,49400,184
2009,0,1928,Corey Pavin,259.0,33666,130
2008,0,25804,Bubba Watson,315.1,59870,190
2008,0,24358,Robert Garrigus,311.0,55988,180
2008,0,27141,J.B. Holmes,310.3,52749,170
2008,0,30925,Dustin Johnson,309.7,56978,184
2008,0,21633,Steve Allan,303.2,30316,100
2008,0,23497,Tag Ridings,303.0,53320,176
2008,0,27095,Nick Watney,302.9,58150,192
2008,0,24502,Adam Scott,302.1,29607,98
2008,0,1706,Davis Love III,301.3,47005,156
2008,0,23349,Charles Warren,301.1,47573,158
2008,0,29718,Anthony Kim,300.9,48741,162
2008,0,12716,Charley Hoffman,300.8,55346,184
2008,0,20848,Ángel Cabrera,300.2,30620,102
2008,0,21805,Harrison Frazar,299.9,38986,130
2008,0,22892,Jason Gore,299.7,56344,188
2008,0,1226,Fred Couples,299.6,35952,120
2008,0,25594,Travis Perkins,299.6,28164,94
2008,0,25364,Paul Casey,299.2,31119,104
2008,0,25562,Andres Romero,299.1,40076,134
2008,0,27933,John Merrick,299.0,53824,180
2008,0,6573,Brandt Jobe,298.8,31077,104
2008,0,23540,Jason Allred,298.6,34041,114
2008,0,25900,Lucas Glover,298.4,54317,182
2008,0,30750,Tommy Gainey,298.3,31027,104
2008,0,6567,Vijay Singh,297.8,46464,156
2008,0,28475,Jeff Overton,297.6,58915,198
2008,0,28089,Jason Day,297.4,48186,162
2008,0,20229,Stewart Cink,296.9,48103,162
2008,0,24924,Bill Haas,296.7,56377,190
2008,0,23157,Richard Johnson,296.7,44508,150
2008,0,27936,Martin Laird,296.6,54572,184
2008,0,20766,Padraig Harrington,296.3,29625,100
2008,0,1945,Kenny Perry,296.0,57427,194
2008,0,20574,Mathew Goggin,295.9,53852,182
2008,0,1810,Phil Mickelson,295.7,46128,156
2008,0,28780,Nicholas Thompson,295.4,63222,214
2008,0,25632,Jimmy Walker,295.4,38397,130
2008,0,20378,Mathias Grönberg,295.2,49010,166
2008,0,27120,Troy Matteson,295.2,55502,188
2008,0,23409,James Driscoll,295.0,46613,158
2008,0,24490,George McNeill,295.0,57227,194
2008,0,20663,Brenden Pappas,294.9,35392,120
2008,0,21209,Sergio Garcia,294.6,41247,140
2008,0,20850,Daniel Chopra,294.2,48837,166
2008,0,23320,Ryan Palmer,294.2,37069,126
2008,0,24361,Pat Perez,294.2,54139,184
2008,0,26300,Matt Jones,293.9,53485,182
2008,0,21961,Charles Howell III,293.6,58142,198
2008,0,28158,Steve Marino,293.5,67508,230
2008,0,27770,Camilo Villegas,293.3,45747,156
2008,0,25842,Jon Mills,293.2,51025,174
2008,0,12782,Tim Herron,293.0,54490,186
2008,0,10875,Todd Demsey,292.9,45686,156
2008,0,21959,Ted Purdy,292.8,36307,124
2008,0,27214,Kevin Streelman,292.8,63254,216
2008,0,26596,Ryan Moore,292.7,42154,144
2008,0,22046,Geoff Ogilvy,292.1,37386,128
2008,0,23621,Rory Sabbatini,292.0,44379,152
2008,0,23623,Bo Van Pelt,292.0,56649,194
2008,0,27561,Nick Flanagan,291.8,49605,170
2008,0,10885,Robert Allenby,291.7,62418,214
2008,0,23353,J.J. Henry,291.7,63014,216
2008,0,26289,Boo Weekley,291.7,48425,166
2008,0,6522,Ernie Els,291.6,29159,100
2008,0,1553,John Huston,291.5,30313,104
2008,0,22378,Trevor Immelman,291.3,39620,136
2008,0,23788,D.J. Trahan,291.3,54771,188
2008,0,26679,Kevin Stadler,291.2,47756,164
2008,0,26695,Michael Letzig,291.1,48897,168
2008,0,24140,Sean O'Hair,291.1,47156,162
2008,0,6595,Kevin Sutherland,291.0,57031,196
2008,0,20098,Stuart Appleby,290.9,48872,168
2008,0,22371,Aaron Baddeley,290.3,42381,146
2008,0,2002,John Riegger,290.1,38876,134
2008,0,23778,Brad Adamonis,289.9,48129,166
2008,0,12510,Chad Campbell,289.9,54498,188
2008,0,24781,Hunter Mahan,289.9,49287,170
2008,0,23125,Brad Elder,289.8,35357,122
2008,0,20433,Mark Hensby,289.4,41094,142
2008,0,22913,John Rollins,288.9,54320,188
2008,0,20645,John Senden,288.8,53140,184
2008,0,20572,Rod Pampling,288.0,46074,160
2008,0,23325,Vaughn Taylor,288.0,59330,206
2008,0,27613,David Lutterus,287.9,30519,106
2008,0,12309,Bob Sowards,287.9,31671,110
2008,0,23541,Ben Crane,287.8,49494,172
2008,0,26631,Cody Freeman,287.8,35689,124
2008,0,1035,Tommy Armour III,287.7,42001,146
2008,0,23048,Eric Axley,287.7,62708,218
2008,0,23614,Rich Beem,287.7,51779,180
2008,0,21949,Joe Ogilvie,287.7,55230,192
2008,0,10649,Tom Scherrer,287.7,28768,100
2008,0,12660,Jesper Parnevik,287.6,48316,168
2008,0,7749,Brett Quigley,287.5,44855,156
2008,0,27963,Chris Stroud,287.4,43104,150
2008,0,20160,Charlie Wi,287.4,55760,194
2008,0,26500,Alejandro Cañizares,287.1,25269,88
2008,0,20157,Retief Goosen,287.1,33302,116
2008,0,1707,Steve Lowery,287.0,42472,148
2008,0,24663,Y.E. Yang,286.9,49929,174
2008,0,6197,Michael Allen,286.8,52206,182
2008,0,6621,Joe Durant,286.5,48126,168
2008,0,19803,Ryan Armour,286.4,47543,166
2008,0,20105,Jeff Gove,286.4,26349,92
2008,0,24449,Parker McLachlin,286.2,48081,168
2008,0,24357,K.J. Choi,286.1,40056,140
2008,0,6034,Marco Dawson,286.1,32042,112
2008,0,24912,Will MacKenzie,286.0,35466,124
2008,0,25345,Carl Pettersson,286.0,62924,220
2008,0,1724,Jeff Maggert,285.9,49181,172
2008,0,22582,Kyle Thompson,285.7,36566,128
2008,0,12823,Carlos Franco,285.6,38271,134
2008,0,9011,David Duval,285.5,29119,102
2008,0,7867,Woody Austin,285.3,59906,210
2008,0,24925,Jonathan Byrd,285.3,48504,170
2008,0,20498,Briny Baird,285.2,59896,210
2008,0,26668,Marc Turnesa,285.1,47334,166
2008,0,20104,Ken Duke,284.9,66095,232
2008,0,21461,Kenneth Ferrie,284.8,36456,128
2008,0,10423,Mike Weir,284.8,49555,174
2008,0,22621,Ben Curtis,284.7,43267,152
2008,0,21878,Mark Wilson,284.6,60894,214
2008,0,10425,Jay Williamson,284.4,50056,176
2008,0,8537,J.P. Hayes,284.2,38078,134
2008,0,24227,Justin Bolli,284.1,45453,160
2008,0,11032,Frank Lickliter II,284.1,60808,214
2008,0,22548,Patrick Sheehan,284.1,65908,232
2008,0,8845,Scott Sterling,284.1,47166,166
2008,0,1473,Todd Hamilton,284.0,52253,184
2008,0,1766,Billy Mayfair,284.0,58499,206
2008,0,1948,Tim Petrovic,284.0,50544,178
2008,0,1577,Lee Janzen,283.9,47129,166
2008,0,6004,Stephen Ames,283.8,46543,164
2008,0,23718,Nathan Green,283.7,53898,190
2008,0,24138,Ian Poulter,283.6,27793,98
2008,0,6527,Steve Stricker,283.6,40842,144
2008,0,1024,Billy Andrade,283.3,37968,134
2008,0,26951,Johnson Wagner,283.2,45305,160
2008,0,1161,Mark Calcavecchia,283.1,37363,132
2008,0,10585,Scott McCarron,283.1,35669,126
2008,0,10733,Kent Jones,282.9,35078,124
2008,0,20472,Alex Cejka,282.7,39016,138
2008,0,21731,Freddie Jacobson,282.7,44102,156
2008,0,23797,Brett Rumford,282.7,38453,136
2008,0,1320,Bob Estes,282.6,49737,176
2008,0,26420,Richard Johnson,282.2,30476,108
2008,0,2206,David Toms,282.2,38383,136
2008,0,1313,Steve Elkington,282.0,47370,168
2008,0,1677,Tom Lehman,282.0,27635,98
2008,0,12652,Cameron Beckman,281.9,44533,158
2008,0,7457,Steve Flesch,281.9,53568,190
2008,0,26476,Chez Reavie,281.8,55242,196
2008,0,1388,Robert Gamez,281.6,43372,154
2008,0,22806,Doug LaBelle II,281.6,32671,116
2008,0,20634,Peter Lonard,281.6,49570,176
2008,0,10860,Justin Leonard,281.4,53467,190
2008,0,23135,Tim Clark,281.1,50035,178
2008,0,12705,Cliff Kresge,280.9,44943,160
2008,0,25396,Kevin Na,280.9,54486,194
2008,0,27649,Brandt Snedeker,280.8,47169,168
2008,0,1941,Tom Pernice Jr.,280.6,58361,208
2008,0,10809,Jim Furyk,280.4,52721,188
2008,0,6090,Jim McGovern,280.0,38636,138
2008,0,22293,Heath Slocum,279.9,58218,208
2008,0,25349,Tim Wilkinson,279.8,48688,174
2008,0,1142,Bart Bryant,279.5,45280,162
2008,0,2223,Bob Tway,279.2,35736,128
2008,0,20127,Chris Riley,279.1,24000,86
2008,0,27060,John Mallinger,279.0,53001,190
2008,0,21350,Ryuji Imada,278.6,44576,160
2008,0,1797,Rocco Mediate,278.6,48475,174
2008,0,2239,Scott Verplank,278.6,45140,162
2008,0,21753,Brian Davis,277.7,59983,216
2008,0,25720,Chad Collins,277.5,36632,132
2008,0,6251,Chris DiMarco,277.4,48275,174
2008,0,8075,Jerry Kelly,277.0,46541,168
2008,0,19913,Ron Whittaker,276.7,26560,96
2008,0,12602,Dean Wilson,276.2,58002,210
2008,0,6575,Dudley Hart,275.5,38569,140
2008,0,12826,Paul Claxton,275.4,31394,114
2008,0,24024,Zach Johnson,275.1,46216,168
2008,0,23108,Matt Kuchar,275.0,45108,164
2008,0,8931,Glen Day,274.9,31894,116
2008,0,22348,Nick O'Hern,274.9,43990,160
2008,0,8385,Omar Uresti,274.9,38479,140
2008,0,20443,Jin Park,274.4,42256,154
2008,0,10505,Shane Bertsch,274.3,52667,192
2008,0,12680,Shigeki Maruyama,274.0,24660,90
2008,0,6012,Greg Kraft,273.6,30095,110
2008,0,6643,Paul Goydos,273.2,42624,156
2008,0,20382,Stephen Leaney,272.7,26721,98
2008,0,7547,Craig Kanada,272.6,32163,118
2008,0,25190,Jeff Quinney,272.5,47422,174
2008,0,1139,Olin Browne,272.1,40816,150
2008,0,20623,Gavin Coles,271.5,24976,92
2008,0,19846,Brian Gay,270.5,50850,188
2008,0,1928,Corey Pavin,261.4,33979,130
2007,0,25804,Bubba Watson,315.2,50435,160
2007,0,1249,John Daly,312.9,36921,118
2007,0,27141,J.B. Holmes,312.6,43132,138
2007,0,24358,Robert Garrigus,310.5,58995,190
2007,0,24980,Scott Gutschewski,306.1,38569,126
2007,0,23497,Tag Ridings,303.9,30386,100
2007,0,23322,Brett Wetterich,303.3,52772,174
2007,0,22892,Jason Gore,303.0,52120,172
2007,0,21805,Harrison Frazar,302.8,52075,172
2007,0,23349,Charles Warren,302.8,61158,202
2007,0,24924,Bill Haas,302.7,53882,178
2007,0,21633,Steve Allan,302.4,35679,118
2007,0,29718,Anthony Kim,302.4,56242,186
2007,0,8793,Tiger Woods,302.4,36292,120
2007,0,27702,Matt Hendrix,301.7,36809,122
2007,0,20378,Mathias Grönberg,301.5,57285,190
2007,0,27095,Nick Watney,301.4,52438,174
2007,0,24502,Adam Scott,300.9,40924,136
2007,0,12716,Charley Hoffman,299.9,58172,194
2007,0,11123,Chris Couch,299.8,45574,152
2007,0,21961,Charles Howell III,299.8,51557,172
2007,0,10885,Robert Allenby,299.6,53337,178
2007,0,1945,Kenny Perry,299.6,49729,166
2007,0,28475,Jeff Overton,299.3,34719,116
2007,0,26360,Bubba Dickerson,298.9,28094,94
2007,0,20574,Mathew Goggin,298.7,57939,194
2007,0,27770,Camilo Villegas,298.3,48929,164
2007,0,24490,George McNeill,298.2,54268,182
2007,0,28158,Steve Marino,298.1,60805,204
2007,0,1810,Phil Mickelson,298.1,42337,142
2007,0,6522,Ernie Els,297.9,34556,116
2007,0,20850,Daniel Chopra,297.6,63084,212
2007,0,27933,John Merrick,297.1,52285,176
2007,0,1706,Davis Love III,296.8,38584,130
2007,0,24140,Sean O'Hair,296.8,58180,196
2007,0,24781,Hunter Mahan,296.7,53997,182
2007,0,27120,Troy Matteson,296.6,51608,174
2007,0,24361,Pat Perez,296.6,47454,160
2007,0,26289,Boo Weekley,296.6,57543,194
2007,0,20691,Greg Owen,296.5,46840,158
2007,0,29476,Kyle Reifers,296.3,40893,138
2007,0,21528,Henrik Stenson,296.3,27256,92
2007,0,21660,Jason Schultz,295.7,34889,118
2007,0,8375,Paul Stankowski,295.7,28386,96
2007,0,19824,Craig Barlow,295.5,30737,104
2007,0,25900,Lucas Glover,295.4,57305,194
2007,0,22046,Geoff Ogilvy,295.3,46067,156
2007,0,23788,D.J. Trahan,295.1,58428,198
2007,0,23320,Ryan Palmer,294.9,53669,182
2007,0,25273,Andrew Buckle,294.7,44205,150
2007,0,20229,Stewart Cink,294.7,51871,176
2007,0,23623,Bo Van Pelt,294.7,61300,208
2007,0,28486,Michael Putnam,294.5,54195,184
2007,0,23353,J.J. Henry,294.4,50050,170
2007,0,21209,Sergio Garcia,294.2,38840,132
2007,0,20645,John Senden,294.2,57084,194
2007,0,21959,Ted Purdy,294.1,57651,196
2007,0,23638,Brendon de Jonge,293.8,42301,144
2007,0,6567,Vijay Singh,293.8,58768,200
2007,0,20766,Padraig Harrington,293.2,36355,124
2007,0,6197,Michael Allen,293.0,41013,140
2007,0,20157,Retief Goosen,292.9,28119,96
2007,0,26679,Kevin Stadler,292.9,53308,182
2007,0,12714,Chris Tidland,292.9,32218,110
2007,0,26881,Jarrod Lyle,292.6,42723,146
2007,0,20498,Briny Baird,292.1,64853,222
2007,0,24925,Jonathan Byrd,292.0,42636,146
2007,0,1707,Steve Lowery,292.0,43222,148
2007,0,22371,Aaron Baddeley,291.9,46711,160
2007,0,12652,Cameron Beckman,291.9,53714,184
2007,0,8537,J.P. Hayes,291.9,51962,178
2007,0,7223,Brian Bateman,291.6,29743,102
2007,0,10425,Jay Williamson,291.6,29155,100
2007,0,24912,Will MacKenzie,291.4,58286,200
2007,0,6595,Kevin Sutherland,291.3,49521,170
2007,0,8123,Jeff Brehaut,291.2,33193,114
2007,0,23800,Bryce Molder,291.2,31446,108
2007,0,26882,Michael Sim,291.1,30279,104
2007,0,23614,Rich Beem,291.0,51790,178
2007,0,20098,Stuart Appleby,290.9,42466,146
2007,0,20634,Peter Lonard,290.9,47123,162
2007,0,26596,Ryan Moore,290.7,53492,184
2007,0,7749,Brett Quigley,290.7,45356,156
2007,0,20105,Jeff Gove,290.5,59834,206
2007,0,22913,John Rollins,290.4,58658,202
2007,0,1161,Mark Calcavecchia,290.2,51652,178
2007,0,27963,Chris Stroud,290.0,37118,128
2007,0,23621,Rory Sabbatini,289.9,45800,158
2007,0,6034,Marco Dawson,289.8,41151,142
2007,0,25686,Jason Dufner,289.7,57933,200
2007,0,21949,Joe Ogilvie,289.5,56744,196
2007,0,10423,Mike Weir,289.3,46872,162
2007,0,21646,David Branshaw,289.2,48012,166
2007,0,24290,D.J. Brigman,288.9,36401,126
2007,0,20472,Alex Cejka,288.9,45061,156
2007,0,1473,Todd Hamilton,288.7,43887,152
2007,0,22405,Justin Rose,288.7,34061,118
2007,0,21470,Daisuke Maruyama,288.6,47323,164
2007,0,24449,Parker McLachlin,288.5,45587,158
2007,0,12660,Jesper Parnevik,288.5,48466,168
2007,0,25345,Carl Pettersson,288.5,63471,220
2007,0,2036,Jim Rutledge,288.5,31738,110
2007,0,20104,Ken Duke,288.4,64602,224
2007,0,12195,Tom Johnson,288.4,41531,144
2007,0,1577,Lee Janzen,288.0,36858,128
2007,0,23048,Eric Axley,287.8,61588,214
2007,0,7457,Steve Flesch,287.5,57503,200
2007,0,2246,Duffy Waldorf,287.5,39670,138
2007,0,25396,Kevin Na,287.4,48276,168
2007,0,12782,Tim Herron,287.3,54014,188
2007,0,24507,Jason Bohn,287.1,32734,114
2007,0,8881,Tripp Isenhour,287.1,47091,164
2007,0,10733,Kent Jones,287.1,55703,194
2007,0,2101,Joey Sindelar,287.1,43061,150
2007,0,12510,Chad Campbell,287.0,51657,180
2007,0,20433,Mark Hensby,287.0,46488,162
2007,0,1766,Billy Mayfair,286.8,56204,196
2007,0,22378,Trevor Immelman,286.6,38974,136
2007,0,20572,Rod Pampling,286.4,51559,180
2007,0,1948,Tim Petrovic,286.4,60712,212
2007,0,1024,Billy Andrade,286.2,50372,176
2007,0,7867,Woody Austin,286.1,54361,190
2007,0,25892,Steve Wheatcroft,286.1,39476,138
2007,0,23613,Rich Barcelo,286.0,44622,156
2007,0,20160,Charlie Wi,286.0,50334,176
2007,0,1035,Tommy Armour III,285.7,43992,154
2007,0,12705,Cliff Kresge,285.6,61117,214
2007,0,27649,Brandt Snedeker,285.6,57683,202
2007,0,20628,Arron Oberholser,285.5,38824,136
2007,0,26951,Johnson Wagner,285.5,55396,194
2007,0,24457,Jaco Van Zyl,285.3,27956,98
2007,0,21878,Mark Wilson,285.3,47365,166
2007,0,10117,Bob Heintz,285.2,46198,162
2007,0,22295,Darron Stiles,284.8,34743,122
2007,0,19803,Ryan Armour,284.7,58651,206
2007,0,21731,Freddie Jacobson,284.7,39863,140
2007,0,1677,Tom Lehman,284.6,35296,124
2007,0,6515,Shaun Micheel,284.4,50052,176
2007,0,6621,Joe Durant,284.3,49466,174
2007,0,23718,Nathan Green,284.3,56292,198
2007,0,2223,Bob Tway,284.3,56286,198
2007,0,11032,Frank Lickliter II,284.2,54003,190
2007,0,1724,Jeff Maggert,284.2,44905,158
2007,0,24357,K.J. Choi,284.1,48297,170
2007,0,22212,Craig Lile,283.9,42579,150
2007,0,6527,Steve Stricker,283.7,45399,160
2007,0,23325,Vaughn Taylor,283.6,49351,174
2007,0,10860,Justin Leonard,282.7,53721,190
2007,0,1320,Bob Estes,282.6,49740,176
2007,0,21350,Ryuji Imada,282.6,56512,200
2007,0,24138,Ian Poulter,282.5,33896,120
2007,0,2206,David Toms,282.5,43512,154
2007,0,6251,Chris DiMarco,282.4,43490,154
2007,0,6004,Stephen Ames,282.2,43453,154
2007,0,25190,Jeff Quinney,281.5,53490,190
2007,0,1157,Tom Byrum,281.4,27019,96
2007,0,1941,Tom Pernice Jr.,281.4,58528,208
2007,0,10213,Dicky Pride,281.4,37710,134
2007,0,1388,Robert Gamez,281.2,47246,168
2007,0,1142,Bart Bryant,281.1,48342,172
2007,0,26420,Richard Johnson,281.1,51168,182
2007,0,8075,Jerry Kelly,281.0,54517,194
2007,0,27060,John Mallinger,280.9,53938,192
2007,0,8931,Glen Day,280.7,45468,162
2007,0,1313,Steve Elkington,280.7,46598,166
2007,0,20859,Anders Hansen,280.7,28636,102
2007,0,20127,Chris Riley,280.6,30866,110
2007,0,2104,Jeff Sluman,280.5,31412,112
2007,0,24024,Zach Johnson,280.4,42059,150
2007,0,21806,Paul Gow,280.1,36979,132
2007,0,10809,Jim Furyk,279.7,45864,164
2007,0,21753,Brian Davis,279.6,56482,202
2007,0,22293,Heath Slocum,279.6,56488,202
2007,0,2239,Scott Verplank,279.6,45296,162
2007,0,22348,Nick O'Hern,279.3,37985,136
2007,0,23933,Michael Boyd,278.7,31767,114
2007,0,23983,Luke Donald,278.4,37308,134
2007,0,23135,Tim Clark,278.1,35594,128
2007,0,1797,Rocco Mediate,278.1,40052,144
2007,0,12680,Shigeki Maruyama,277.7,46091,166
2007,0,2214,Kirk Triplett,277.5,42728,154
2007,0,20382,Stephen Leaney,277.4,45499,164
2007,0,7547,Craig Kanada,277.2,58222,210
2007,0,12602,Dean Wilson,277.2,51010,184
2007,0,22621,Ben Curtis,277.1,44334,160
2007,0,23108,Matt Kuchar,277.1,44888,162
2007,0,22806,Doug LaBelle II,276.6,55311,200
2007,0,6373,José María Olazábal,276.0,27600,100
2007,0,1132,Mark Brooks,275.2,26972,98
2007,0,7363,Craig Bowden,273.1,41518,152
2007,0,19972,José Coceres,273.0,25117,92
2007,0,6643,Paul Goydos,272.4,32147,118
2007,0,1381,Fred Funk,271.8,33165,122
2007,0,19846,Brian Gay,270.0,55610,206
2007,0,20623,Gavin Coles,268.3,44538,166
2007,0,1928,Corey Pavin,265.3,42971,162
