YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2024,1,0,46046,Scottie Scheffler,"14' 9""",1152.5,78,-25
2024,2,0,35532,Tom Hoge,"15' 2""",2045.583,135,-36
2024,3,0,33448,Justin Thomas,"15' 6""",1240.833,80,-19
2024,4,0,32839,Hideki Matsuyama,"15' 8""",1490.667,95,-34
2024,5,0,25900,Lucas Glover,"15' 11""",2058.25,129,-44
2024,6,0,33486,Roger Sloan,"16' 5""",1575.5,96,-28
2024,7,0,47591,Eric Cole,"16' 7""",2070.75,125,-31
2024,8,0,34098,Russell Henley,"17' 1""",1421.083,83,-4
2024,8,0,12716,Charley Hoffman,"17' 1""",1465.75,86,-16
2024,10,0,52514,Trace Crowe,"17' 2""",944.417,55,-14
2024,11,0,35450,Patrick Cantlay,"17' 3""",1085.083,63,-10
2024,12,0,46717,Viktor Hovland,"17' 5""",1256.333,72,-14
2024,13,0,45522,Christiaan Bezuidenhout,"17' 6""",1711.417,98,-25
2024,13,0,55789,Taylor Montgomery,"17' 6""",1224.5,70,-14
2024,13,0,26596,Ryan Moore,"17' 6""",1571.917,90,-20
2024,13,0,25493,Nick Taylor,"17' 6""",1976.5,113,-30
2024,17,0,39997,Corey Conners,"17' 7""",2038.833,116,-26
2024,18,0,47420,Jake Knapp,"17' 8""",1292.167,73,-16
2024,18,0,22405,Justin Rose,"17' 8""",1251.583,71,-8
2024,20,0,59836,Pierceson Coody,"17' 9""",1653.417,93,-15
2024,20,0,27649,Brandt Snedeker,"17' 9""",1314.167,74,-15
2024,22,0,32757,Patton Kizzire,"17' 11""",1486.333,83,-28
2024,22,0,46113,Ryan McCormick,"17' 11""",1200.333,67,-7
2024,24,0,34076,Joel Dahmen,"18' 0""",2016.167,112,-21
2024,25,0,36326,David Lipsky,"18' 1""",1609.417,89,-16
2024,25,0,49771,J.T. Poston,"18' 1""",1991.0,110,-28
2024,27,0,51766,Wyndham Clark,"18' 2""",1691.833,93,-21
2024,27,0,27214,Kevin Streelman,"18' 2""",1798.167,99,-16
2024,29,0,33948,Byeong Hun An,"18' 3""",1682.667,92,-14
2024,29,0,46414,Aaron Rai,"18' 3""",1875.5,103,-28
2024,29,0,39324,J.J. Spaun,"18' 3""",1876.833,103,-21
2024,32,0,59866,Nick Dunlap,"18' 4""",1633.083,89,-14
2024,33,0,52375,Doug Ghim,"18' 5""",2267.083,123,-18
2024,33,0,32791,K.H. Lee,"18' 5""",1697.417,92,-21
2024,35,0,36884,Ben Kohles,"18' 6""",1851.833,100,-19
2024,35,0,46340,Alex Smalley,"18' 6""",1422.667,77,-19
2024,37,0,54576,Patrick Fishburn,"18' 7""",1469.833,79,-13
2024,37,0,52513,Carson Young,"18' 7""",2065.75,111,-19
2024,39,0,31646,Emiliano Grillo,"18' 8""",1775.417,95,-18
2024,39,0,33399,Adam Hadwin,"18' 8""",1756.583,94,-18
2024,39,0,52453,Nicolai Højgaard,"18' 8""",782.5,42,-3
2024,39,0,39977,Max Homa,"18' 8""",1626.5,87,-18
2024,43,0,57900,Chandler Phillips,"18' 9""",2321.667,124,-34
2024,44,0,30911,Tommy Fleetwood,"18' 10""",1636.75,87,-18
2024,44,0,40006,Erik van Rooyen,"18' 10""",1559.917,83,-10
2024,44,0,48319,Tom Whitney,"18' 10""",1395.417,74,-6
2024,47,0,29478,Kevin Kisner,"18' 11""",982.167,52,-10
2024,47,0,35617,Martin Trainer,"18' 11""",982.333,52,-15
2024,49,0,45157,Cam Davis,"19' 0""",1672.833,88,-18
2024,49,0,51696,Rico Hoey,"19' 0""",1877.917,99,-21
2024,49,0,24024,Zach Johnson,"19' 0""",1123.25,59,-10
2024,49,0,28237,Rory McIlroy,"19' 0""",1538.083,81,-14
2024,49,0,28252,Seamus Power,"19' 0""",2414.5,127,-14
2024,49,0,29221,Webb Simpson,"19' 0""",1499.583,79,-19
2024,55,0,48084,Wesley Bryan,"19' 1""",972.417,51,-5
2024,55,0,37275,Sam Ryder,"19' 1""",1355.583,71,-5
2024,57,0,34255,Joseph Bramlett,"19' 2""",1515.5,79,-9
2024,57,0,34563,Chesson Hadley,"19' 2""",1895.167,99,-18
2024,57,0,47993,Denny McCarthy,"19' 2""",2068.083,108,-34
2024,60,0,50525,Collin Morikawa,"19' 3""",1787.833,93,-29
2024,61,0,35310,Lanto Griffin,"19' 4""",1566.583,81,-12
2024,62,0,29936,Ryan Fox,"19' 5""",2114.417,109,-16
2024,62,0,54591,Ben Griffin,"19' 5""",2133.5,110,-26
2024,64,0,27644,Brian Harman,"19' 6""",2276.75,117,-22
2024,64,0,34587,Chan Kim,"19' 6""",2047.083,105,-8
2024,64,0,40162,Justin Lower,"19' 6""",2416.417,124,-23
2024,64,0,57366,Cameron Young,"19' 6""",2421.167,124,-22
2024,68,0,40026,Daniel Berger,"19' 7""",1489.083,76,-12
2024,68,0,47504,Sam Burns,"19' 7""",2197.333,112,-21
2024,68,0,39975,Michael Kim,"19' 7""",1762.083,90,-17
2024,68,0,29908,C.T. Pan,"19' 7""",1940.75,99,-21
2024,68,0,49960,Sepp Straka,"19' 7""",1587.417,81,-15
2024,73,0,33141,Keegan Bradley,"19' 8""",1904.083,97,-19
2024,73,0,57362,Austin Eckroat,"19' 8""",2102.25,107,-19
2024,73,0,51890,Greyson Sigg,"19' 8""",2180.5,111,-7
2024,76,0,29725,Tony Finau,"19' 10""",1922.75,97,-20
2024,76,0,27330,Josh Teater,"19' 10""",951.75,48,-8
2024,76,0,52666,Sami Valimaki,"19' 10""",1188.667,60,-3
2024,79,0,51997,Andrew Novak,"19' 11""",2190.833,110,-23
2024,79,0,40250,Taylor Pendrith,"19' 11""",2088.417,105,-25
2024,79,0,30927,Brendon Todd,"19' 11""",2390.833,120,-24
2024,79,0,47483,Will Zalatoris,"19' 11""",1273.0,64,-7
