YEAR,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
2024,0,12716,Charley Hoffman,3
2024,0,52453,Nicolai Højgaard,3
2024,0,39977,Max Homa,3
2024,0,29420,Billy Horschel,3
2024,0,39971,Sungjae Im,3
2024,0,36799,Stephan Jaeger,3
2024,0,27974,Sung Kang,3
2024,0,34587,Chan Kim,3
2024,0,47420,Jake Knapp,3
2024,0,23108,Matt Kuchar,3
2024,0,28775,Nate Lashley,3
2024,0,32791,K.H. Lee,3
2024,0,36326,David Lipsky,3
2024,0,27129,Luke List,3
2024,0,31202,William McGirt,3
2024,0,28237,Rory McIlroy,3
2024,0,46442,Maverick McNealy,3
2024,0,39546,Keith Mitchell,3
2024,0,34213,Grayson Murray,3
2024,0,36871,Matt NeSmith,3
2024,0,23320,Ryan Palmer,3
2024,0,48153,Matthieu Pavon,3
2024,0,47679,Victor Perez,3
2024,0,25818,Scott Piercy,3
2024,0,28252,Seamus Power,3
2024,0,46414,Aaron Rai,3
2024,0,47983,Chad Ramey,3
2024,0,26476,Chez Reavie,3
2024,0,37275,Sam Ryder,3
2024,0,49036,Lorenzo Scalise,3
2024,0,47347,Adam Schenk,3
2024,0,48867,Matti Schmid,3
2024,0,24502,Adam Scott,3
2024,0,47888,Taiga Semikawa,3
2024,0,46441,Robby Shelton,3
2024,0,39327,Ben Silverman,3
2024,0,29221,Webb Simpson,3
2024,0,46340,Alex Smalley,3
2024,0,50095,Austin Smotherman,3
2024,0,39324,J.J. Spaun,3
2024,0,27214,Kevin Streelman,3
2024,0,40115,Adam Svensson,3
2024,0,51634,Sahith Theegala,3
2024,0,33448,Justin Thomas,3
2024,0,52666,Sami Valimaki,3
2024,0,48640,Johannes Veerman,3
2024,0,27770,Camilo Villegas,3
2024,0,48887,Matt Wallace,3
2024,0,54783,Dylan Wu,3
2024,0,45242,Kevin Yu,3
2024,0,55454,Carl Yuan,3
2024,0,46955,Haydn Barron,2
2024,0,49117,Isidro Benitez,2
2024,0,33141,Keegan Bradley,2
2024,0,34255,Joseph Bramlett,2
2024,0,28420,Ryan Brehm,2
2024,0,60004,Jacob Bridgeman,2
2024,0,29268,Bronson Burgoon,2
2024,0,32367,Jorge Campillo,2
2024,0,35450,Patrick Cantlay,2
2024,0,20229,Stewart Cink,2
2024,0,59077,Spencer Cross,2
2024,0,34076,Joel Dahmen,2
2024,0,28089,Jason Day,2
2024,0,47959,Bryson DeChambeau,2
2024,0,63196,Wenyi Ding,2
2024,0,45609,Tyler Duncan,2
2024,0,57362,Austin Eckroat,2
2024,0,40098,Matt Fitzpatrick,2
2024,0,30911,Tommy Fleetwood,2
2024,0,29936,Ryan Fox,2
2024,0,55074,Sebastian Friedrichsen,2
2024,0,30750,Tommy Gainey,2
2024,0,29535,Brice Garnett,2
2024,0,24924,Bill Haas,2
2024,0,60767,Blaine Hale Jr.,2
2024,0,27644,Brian Harman,2
2024,0,34098,Russell Henley,2
2024,0,54628,Lee Hodges,2
2024,0,51696,Rico Hoey,2
2024,0,35532,Tom Hoge,2
2024,0,52686,Rasmus Hojgaard,2
2024,0,27141,J.B. Holmes,2
2024,0,39393,Brad Hopfinger,2
2024,0,35506,Mackenzie Hughes,2
2024,0,39975,Michael Kim,2
2024,0,50188,S.H. Kim,2
2024,0,55182,Tom Kim,2
2024,0,29478,Kevin Kisner,2
2024,0,48117,Kurt Kitayama,2
2024,0,32757,Patton Kizzire,2
2024,0,30959,Alexander Knappe,2
2024,0,36689,Brooks Koepka,2
2024,0,36884,Ben Kohles,2
2024,0,58696,Peter Kuest,2
2024,0,27936,Martin Laird,2
2024,0,45523,Thriston Lawrence,2
2024,0,37378,Min Woo Lee,2
2024,0,35449,Adam Long,2
2024,0,34466,Peter Malnati,2
2024,0,33413,Ben Martin,2
2024,0,65252,Kyle Martin,2
2024,0,47993,Denny McCarthy,2
2024,0,46113,Ryan McCormick,2
2024,0,51950,Max McGreevy,2
2024,0,59143,Mac Meissner,2
2024,0,32640,Troy Merritt,2
2024,0,26596,Ryan Moore,2
2024,0,64690,Omar Morales,2
2024,0,50525,Collin Morikawa,2
2024,0,29289,S.Y. Noh,2
2024,0,35706,Niklas Norgaard,2
2024,0,30163,Henrik Norlander,2
2024,0,51070,Vincent Norrman,2
2024,0,33968,Thorbjørn Olesen,2
2024,0,55623,Kaito Onishi,2
2024,0,39262,Alvaro Ortiz,2
2024,0,29908,C.T. Pan,2
2024,0,30756,Andrea Pavan,2
2024,0,40250,Taylor Pendrith,2
2024,0,51003,Marco Penge,2
2024,0,57900,Chandler Phillips,2
2024,0,36699,Patrick Rodgers,2
2024,0,22405,Justin Rose,2
2024,0,48052,Max Rottluff,2
2024,0,46046,Scottie Scheffler,2
2024,0,51890,Greyson Sigg,2
2024,0,33486,Roger Sloan,2
2024,0,46464,Jordan Smith,2
2024,0,46405,Sebastian Soderberg,2
2024,0,34046,Jordan Spieth,2
2024,0,51600,Jimmy Stanger,2
2024,0,55893,Sam Stevens,2
2024,0,49960,Sepp Straka,2
2024,0,34431,Robert Streb,2
2024,0,50493,Justin Suh,2
2024,0,35314,Andy Sullivan,2
2024,0,48699,Callum Tarren,2
2024,0,48119,Ben Taylor,2
2024,0,25493,Nick Taylor,2
2024,0,27330,Josh Teater,2
2024,0,58168,Davis Thompson,2
2024,0,57364,Michael Thorbjornsen,2
2024,0,35617,Martin Trainer,2
2024,0,32333,Kevin Tway,2
2024,0,27064,Jhonattan Vegas,2
2024,0,51894,Vince Whaley,2
2024,0,55940,Andrew Wilson,2
2024,0,31323,Gary Woodland,2
2024,0,52374,Brandon Wu,2
2024,0,54328,Norman Xiong,2
2024,0,52513,Carson Young,2
2024,0,47483,Will Zalatoris,2
2024,0,49303,Anders Albertson,1
2024,0,52096,Adri Arnaus,1
2024,0,51661,Nick Bachem,1
2024,0,33404,Chris Baker,1
2024,0,57259,Daniel Brown,1
2024,0,51363,George Bryan IV,1
2024,0,33974,Dean Burmester,1
2024,0,58816,Marcus Byrd,1
2024,0,59440,Ricky Castillo,1
2024,0,57492,Eugenio Chacarra,1
2024,0,35557,Aaron Cockerill,1
2024,0,59570,Tyler Collet,1
2024,0,24494,Erik Compton,1
2024,0,46435,Austin Cook,1
2024,0,48936,Ugo Coussaud,1
2024,0,52514,Trace Crowe,1
2024,0,39067,MJ Daffue,1
2024,0,45157,Cam Davis,1
2024,0,61520,Santiago de la Fuente,1
2024,0,51690,Taylor Dickson,1
2024,0,23983,Luke Donald,1
2024,0,37338,Zecheng Dou,1
2024,0,65422,Drew Doyle,1
2024,0,25686,Jason Dufner,1
2024,0,65423,Egor Eroshenko,1
2024,0,57123,Steven Fisk,1
2024,0,55721,Alex Fitzpatrick,1
2024,0,37066,Grant Forrest,1
2024,0,32102,Rickie Fowler,1
2024,0,24358,Robert Garrigus,1
2024,0,46402,Talor Gooch,1
2024,0,56762,Will Gordon,1
2024,0,46594,Ricardo Gouveia,1
2024,0,39954,Cody Gribble,1
2024,0,24980,Scott Gutschewski,1
2024,0,66248,Justin Hastings,1
2024,0,26758,David Hearn,1
2024,0,64594,Angel Hidalgo Portillo,1
2024,0,33597,Harry Higgs,1
2024,0,49813,Daniel Hillier,1
2024,0,46717,Viktor Hovland,1
2024,0,30852,Ryo Ishikawa,1
2024,0,57869,Ben James,1
2024,0,54869,Chase Johnson,1
2024,0,30925,Dustin Johnson,1
2024,0,64053,Nick Jones,1
2024,0,58652,Sam Jones,1
2024,0,46879,Naoyuki Kataoka,1
2024,0,48632,Yuto Katsuragawa,1
2024,0,60895,Kris Kim,1
2024,0,30926,Chris Kirk,1
2024,0,55077,Frederik Kjettrup,1
2024,0,54813,Philip Knowles,1
2024,0,33122,Russell Knox,1
2024,0,56987,Jeong Weon Ko,1
2024,0,66701,Jackson Koivun,1
2024,0,35879,Kelly Kraft,1
2024,0,54422,Christo Lamprecht,1
2024,0,37250,Romain Langasque,1
2024,0,34607,Francesco Laporta,1
2024,0,47443,Junghwan Lee,1
2024,0,37278,Nicholas Lindheim,1
2024,0,54190,Richard Mansell,1
2024,0,54370,Erik Matthewson,1
2024,0,60015,Logan McAllister,1
2024,0,59409,Ashton McCulloch,1
2024,0,25198,Francesco Molinari,1
2024,0,63766,William Moll,1
2024,0,66106,Jaime Montojo,1
2024,0,55420,Cooper Musselman,1
2024,0,61081,Rintaro Nakano,1
2024,0,24140,Sean O'Hair,1
2024,0,47806,Raul Pereda,1
2024,0,34256,Andrew Putnam,1
2024,0,52287,David Ravetto,1
2024,0,34360,Patrick Reed,1
2024,0,39335,Kevin Roy,1
2024,0,46646,Antoine Rozner,1
2024,0,34371,Adrien Saddier,1
2024,0,56781,Isaiah Salinda,1
2024,0,39113,Shubhankar Sharma,1
2024,0,63181,Braden Shattuck,1
2024,0,66583,Taisei Shimizu,1
2024,0,46035,Callum Shinkwin,1
2024,0,6567,Vijay Singh,1
2024,0,35891,Cameron Smith,1
2024,0,27649,Brandt Snedeker,1
2024,0,40181,Clément Sordet,1
2024,0,30692,Scott Stallings,1
2024,0,54364,Stephen Stallings Jr.,1
2024,0,30110,Kyle Stanley,1
2024,0,6527,Steve Stricker,1
2024,0,31560,Brian Stuard,1
2024,0,54218,Yuta Sugiura,1
2024,0,28114,Dawie van der Walt,1
2024,0,57864,Jackson Van Paris,1
2024,0,27095,Nick Watney,1
2024,0,47128,Richy Werenski,1
2024,0,48319,Tom Whitney,1
2024,0,52655,Herman Wibe-Sekne,1
2024,0,32139,Danny Willett,1
2023,0,57362,Austin Eckroat,6
2023,0,52955,Ludvig Åberg,5
2023,0,56630,Akshay Bhatia,5
2023,0,45157,Cam Davis,5
2023,0,47988,Nick Hardy,5
2023,0,36799,Stephan Jaeger,5
2023,0,45847,JC Ritchie,5
2023,0,58168,Davis Thompson,5
2023,0,32333,Kevin Tway,5
2023,0,40058,Zac Blair,4
2023,0,27895,Jonas Blixt,4
2023,0,48084,Wesley Bryan,4
2023,0,51766,Wyndham Clark,4
2023,0,47591,Eric Cole,4
2023,0,37338,Zecheng Dou,4
2023,0,29725,Tony Finau,4
2023,0,40098,Matt Fitzpatrick,4
2023,0,54591,Ben Griffin,4
2023,0,57975,Harry Hall,4
2023,0,27644,Brian Harman,4
2023,0,35532,Tom Hoge,4
2023,0,35461,Beau Hossler,4
2023,0,35506,Mackenzie Hughes,4
2023,0,34466,Peter Malnati,4
2023,0,39546,Keith Mitchell,4
2023,0,30163,Henrik Norlander,4
2023,0,49771,J.T. Poston,4
2023,0,46970,Jon Rahm,4
2023,0,39335,Kevin Roy,4
2023,0,46046,Scottie Scheffler,4
2023,0,51890,Greyson Sigg,4
2023,0,30692,Scott Stallings,4
2023,0,30927,Brendon Todd,4
2023,0,27064,Jhonattan Vegas,4
2023,0,52374,Brandon Wu,4
2023,0,54783,Dylan Wu,4
2023,0,55454,Carl Yuan,4
2023,0,33948,Byeong Hun An,3
2023,0,19803,Ryan Armour,3
2023,0,47850,John Axelsen,3
2023,0,28259,Sangmoon Bae,3
2023,0,28420,Ryan Brehm,3
2023,0,29479,Scott Brown,3
2023,0,55708,Hayden Buckley,3
2023,0,47504,Sam Burns,3
2023,0,32070,Rafael Campos,3
2023,0,49453,Trevor Cone,3
2023,0,39997,Corey Conners,3
2023,0,46435,Austin Cook,3
2023,0,23541,Ben Crane,3
2023,0,39067,MJ Daffue,3
2023,0,34076,Joel Dahmen,3
2023,0,45609,Tyler Duncan,3
2023,0,51349,Nico Echavarria,3
2023,0,47079,Harrison Endycott,3
2023,0,34099,Harris English,3
2023,0,29535,Brice Garnett,3
2023,0,25900,Lucas Glover,3
2023,0,55165,Noah Goodwin,3
2023,0,56762,Will Gordon,3
2023,0,35310,Lanto Griffin,3
2023,0,31646,Emiliano Grillo,3
2023,0,34563,Chesson Hadley,3
2023,0,32448,James Hahn,3
2023,0,33597,Harry Higgs,3
2023,0,52453,Nicolai Hojgaard,3
2023,0,39977,Max Homa,3
2023,0,46717,Viktor Hovland,3
2023,0,36801,Mark Hubbard,3
2023,0,39971,Sungjae Im,3
2023,0,27974,Sung Kang,3
2023,0,55182,Tom Kim,3
2023,0,32757,Patton Kizzire,3
2023,0,23108,Matt Kuchar,3
2023,0,58696,Peter Kuest,3
2023,0,28775,Nate Lashley,3
2023,0,29926,Danny Lee,3
2023,0,27129,Luke List,3
2023,0,40162,Justin Lower,3
2023,0,32839,Hideki Matsuyama,3
2023,0,47993,Denny McCarthy,3
2023,0,28237,Rory McIlroy,3
2023,0,32640,Troy Merritt,3
2023,0,55789,Taylor Montgomery,3
2023,0,26596,Ryan Moore,3
2023,0,50525,Collin Morikawa,3
2023,0,39537,Chris Naegel,3
2023,0,51070,Vincent Norrman,3
2023,0,51997,Andrew Novak,3
2023,0,36724,Augusto Núñez,3
2023,0,24140,Sean O'Hair,3
2023,0,23320,Ryan Palmer,3
2023,0,29908,C.T. Pan,3
2023,0,22056,Cameron Percy,3
2023,0,25240,D.A. Points,3
2023,0,46414,Aaron Rai,3
2023,0,26476,Chez Reavie,3
2023,0,37275,Sam Ryder,3
2023,0,48081,Xander Schauffele,3
2023,0,34610,Matthias Schwab,3
2023,0,24502,Adam Scott,3
2023,0,55893,Sam Stevens,3
2023,0,49960,Sepp Straka,3
2023,0,34431,Robert Streb,3
2023,0,27214,Kevin Streelman,3
2023,0,27963,Chris Stroud,3
2023,0,48699,Callum Tarren,3
2023,0,10381,Curtis Thompson,3
2023,0,38991,Alejandro Tosti,3
2023,0,35617,Martin Trainer,3
2023,0,40006,Erik van Rooyen,3
2023,0,35469,Sebastián Vázquez,3
2023,0,27770,Camilo Villegas,3
2023,0,52513,Carson Young,3
2023,0,33408,Tyson Alexander,2
2023,0,22371,Aaron Baddeley,2
2023,0,34374,Erik Barnes,2
2023,0,24846,Ricky Barnes,2
2023,0,59652,Sam Bennett,2
2023,0,45522,Christiaan Bezuidenhout,2
2023,0,55930,Fred Biondi,2
2023,0,33141,Keegan Bradley,2
2023,0,34255,Joseph Bramlett,2
2023,0,52095,Christoffer Bring,2
2023,0,57259,Daniel Brown,2
2023,0,33974,Dean Burmester,2
2023,0,24925,Jonathan Byrd,2
2023,0,35450,Patrick Cantlay,2
2023,0,20593,Greg Chalmers,2
2023,0,52372,Cameron Champ,2
2023,0,32366,Kevin Chappell,2
2023,0,20229,Stewart Cink,2
2023,0,23452,Nicolas Colsaerts,2
2023,0,47959,Bryson DeChambeau,2
2023,0,30191,Julián Etulain,2
2023,0,27896,Ross Fisher,2
2023,0,30911,Tommy Fleetwood,2
2023,0,32102,Rickie Fowler,2
2023,0,29970,Dylan Frittelli,2
2023,0,48098,Sebastian Garcia Rodriguez,2
2023,0,59018,Ryan Gerard,2
2023,0,52375,Doug Ghim,2
2023,0,32662,Michael Gligic,2
2023,0,28679,Fabián Gómez,2
2023,0,59095,Chris Gotterup,2
2023,0,31577,Tano Goya,2
2023,0,51414,Brent Grant,2
2023,0,39954,Cody Gribble,2
2023,0,33399,Adam Hadwin,2
2023,0,35901,Paul Haley II,2
2023,0,27554,Scott Harrington,2
2023,0,34363,Tyrrell Hatton,2
2023,0,34098,Russell Henley,2
2023,0,49298,Kramer Hickok,2
2023,0,54421,Garrick Higgo,2
2023,0,12716,Charley Hoffman,2
2023,0,29420,Billy Horschel,2
2023,0,27747,Hiroshi Iwata,2
2023,0,61560,Aaron Jarvis,2
2023,0,12195,Tom Johnson,2
2023,0,32815,Masahiro Kawamura,2
2023,0,39975,Michael Kim,2
2023,0,50188,S.H. Kim,2
2023,0,37455,Si Woo Kim,2
2023,0,30926,Chris Kirk,2
2023,0,48117,Kurt Kitayama,2
2023,0,30959,Alexander Knappe,2
2023,0,32816,Satoshi Kodaira,2
2023,0,35879,Kelly Kraft,2
2023,0,27936,Martin Laird,2
2023,0,34364,David Law,2
2023,0,32791,K.H. Lee,2
2023,0,37378,Min Woo Lee,2
2023,0,46837,Yuxin Lin,2
2023,0,48293,Mikael Lindberg,2
2023,0,37278,Nicholas Lindheim,2
2023,0,34409,David Lingmerth,2
2023,0,36326,David Lipsky,2
2023,0,35449,Adam Long,2
2023,0,33204,Shane Lowry,2
2023,0,33413,Ben Martin,2
2023,0,51491,Brandon Matthews,2
2023,0,31202,William McGirt,2
2023,0,51950,Max McGreevy,2
2023,0,46442,Maverick McNealy,2
2023,0,47102,David Micheluzzi,2
2023,0,49947,Taylor Moore,2
2023,0,46601,Trey Mullinax,2
2023,0,34213,Grayson Murray,2
2023,0,49228,Keita Nakajima,2
2023,0,36871,Matt NeSmith,2
2023,0,58188,James Nicholas,2
2023,0,29289,S.Y. Noh,2
2023,0,27349,Alex Noren,2
2023,0,52575,Paul O'Hara,2
2023,0,48051,Yannik Paul,2
2023,0,40250,Taylor Pendrith,2
2023,0,25818,Scott Piercy,2
2023,0,33293,Thomas Pieters,2
2023,0,28252,Seamus Power,2
2023,0,34256,Andrew Putnam,2
2023,0,47983,Chad Ramey,2
2023,0,53165,Doc Redman,2
2023,0,47995,Davis Riley,2
2023,0,36699,Patrick Rodgers,2
2023,0,22405,Justin Rose,2
2023,0,56781,Isaiah Salinda,2
2023,0,47347,Adam Schenk,2
2023,0,48867,Matti Schmid,2
2023,0,31569,Jason Scrivener,2
2023,0,46441,Robby Shelton,2
2023,0,29221,Webb Simpson,2
2023,0,46340,Alex Smalley,2
2023,0,46464,Jordan Smith,2
2023,0,50095,Austin Smotherman,2
2023,0,39324,J.J. Spaun,2
2023,0,34046,Jordan Spieth,2
2023,0,54364,Stephen Stallings Jr.,2
2023,0,30110,Kyle Stanley,2
2023,0,29518,Brendan Steele,2
2023,0,63455,Ross Steelman,2
2023,0,31560,Brian Stuard,2
2023,0,50493,Justin Suh,2
2023,0,64054,Caleb Surratt,2
2023,0,40115,Adam Svensson,2
2023,0,48119,Ben Taylor,2
2023,0,25493,Nick Taylor,2
2023,0,51634,Sahith Theegala,2
2023,0,33448,Justin Thomas,2
2023,0,25632,Jimmy Walker,2
2023,0,48887,Matt Wallace,2
2023,0,27095,Nick Watney,2
2023,0,58967,Trevor Werbylo,2
2023,0,47128,Richy Werenski,2
2023,0,52411,Kyle Westmoreland,2
2023,0,51894,Vince Whaley,2
2023,0,32139,Danny Willett,2
2023,0,31323,Gary Woodland,2
2023,0,57366,Cameron Young,2
2023,0,45242,Kevin Yu,2
2023,0,24461,Thomas Aiken,1
2023,0,49303,Anders Albertson,1
2023,0,45526,Abraham Ancer,1
2023,0,52096,Adri Arnaus,1
2023,0,21407,Arjun Atwal,1
2023,0,49117,Isidro Benitez,1
2023,0,22764,Michael Block,1
2023,0,51363,George Bryan IV,1
2023,0,51671,Alex Chiarella,1
2023,0,35557,Aaron Cockerill,1
2023,0,25720,Chad Collins,1
2023,0,24494,Erik Compton,1
2023,0,47154,Martin Contini,1
2023,0,59836,Pierceson Coody,1
2023,0,52514,Trace Crowe,1
2023,0,28089,Jason Day,1
2023,0,31681,Louis de Jager,1
2023,0,50762,Alejandro Del Rey,1
2023,0,33653,Thomas Detry,1
2023,0,35110,Brett Drewitt,1
2023,0,25686,Jason Dufner,1
2023,0,6522,Ernie Els,1
2023,0,37273,Derek Ernst,1
2023,0,47966,Jeremy Freiburghaus,1
2023,0,30750,Tommy Gainey,1
2023,0,24358,Robert Garrigus,1
2023,0,47499,Alex Gaugert,1
2023,0,56266,Deon Germishuys,1
2023,0,46402,Talor Gooch,1
2023,0,24924,Bill Haas,1
2023,0,47987,Cole Hammer,1
2023,0,20766,Padraig Harrington,1
2023,0,39058,Lucas Herbert,1
2023,0,31557,Jim Herman,1
2023,0,64594,Angel Hidalgo Portillo,1
2023,0,54628,Lee Hodges,1
2023,0,27141,J.B. Holmes,1
2023,0,47056,Rikuya Hoshino,1
2023,0,34174,John Huh,1
2023,0,59743,Aguri Iwasaki,1
2023,0,54869,Chase Johnson,1
2023,0,24024,Zach Johnson,1
2023,0,63371,Chanmin Jung,1
2023,0,47393,Jeffrey Kang,1
2023,0,31558,J.J. Killeen,1
2023,0,45426,Nathan Kimsey,1
2023,0,33122,Russell Knox,1
2023,0,59871,Greg Koch,1
2023,0,36689,Brooks Koepka,1
2023,0,36884,Ben Kohles,1
2023,0,34317,Joakim Lagergren,1
2023,0,27797,Derek Lamely,1
2023,0,33410,Andrew Landry,1
2023,0,37250,Romain Langasque,1
2023,0,29670,Pablo Larrazabal,1
2023,0,45523,Thriston Lawrence,1
2023,0,49766,Hank Lebioda,1
2023,0,34579,Alexander Levy,1
2023,0,28300,Joost Luiten,1
2023,0,52215,Robert MacIntyre,1
2023,0,47737,Logan McCracken,1
2023,0,25198,Francesco Molinari,1
2023,0,48822,Sebastián Muñoz,1
2023,0,28521,Ryutaro Nagano,1
2023,0,51635,Chris Nido,1
2023,0,65280,Niklas Norgaard,1
2023,0,22046,Geoff Ogilvy,1
2023,0,33968,Thorbjørn Olesen,1
2023,0,55623,Kaito Onishi,1
2023,0,28475,Jeff Overton,1
2023,0,59160,John Pak,1
2023,0,48153,Matthieu Pavon,1
2023,0,47806,Raul Pereda,1
2023,0,47529,Mito Pereira,1
2023,0,63343,Aldrich Potgieter,1
2023,0,27556,Ted Potter Jr.,1
2023,0,52287,David Ravetto,1
2023,0,29476,Kyle Reifers,1
2023,0,46646,Antoine Rozner,1
2023,0,64442,Gordon Sargent,1
2023,0,47888,Taiga Semikawa,1
2023,0,39113,Shubhankar Sharma,1
2023,0,37052,Martin Simonsen,1
2023,0,26490,Michael Sims,1
2023,0,35891,Cameron Smith,1
2023,0,47078,Travis Smyth,1
2023,0,27649,Brandt Snedeker,1
2023,0,40181,Clément Sordet,1
2023,0,35174,Matthew Southgate,1
2023,0,29485,Brett Stegmaier,1
2023,0,57298,Preston Summerhays,1
2023,0,50584,Connor Syme,1
2023,0,48929,Santiago Tarrio,1
2023,0,32150,Michael Thompson,1
2023,0,57364,Michael Thorbjornsen,1
2023,0,23788,D.J. Trahan,1
2023,0,52666,Sami Valimaki,1
2023,0,23623,Bo Van Pelt,1
2023,0,55573,John VanDerLaan,1
2023,0,37189,Harold Varner III,1
2023,0,27506,Oliver Wilson,1
2023,0,49964,Aaron Wise,1
2023,0,8793,Tiger Woods,1
2023,0,50153,Jiri Zuska,1
2022,0,46442,Maverick McNealy,6
2022,0,29221,Webb Simpson,6
2022,0,34431,Robert Streb,6
2022,0,35450,Patrick Cantlay,5
2022,0,35532,Tom Hoge,5
2022,0,55182,Tom Kim,5
2022,0,30163,Henrik Norlander,5
2022,0,28252,Seamus Power,5
2022,0,46970,Jon Rahm,5
2022,0,33448,Justin Thomas,5
2022,0,51894,Vince Whaley,5
2022,0,30978,Kiradech Aphibarnrat,4
2022,0,26499,Rafa Cabrera Bello,4
2022,0,39997,Corey Conners,4
2022,0,29725,Tony Finau,4
2022,0,10809,Jim Furyk,4
2022,0,32448,James Hahn,4
2022,0,47988,Nick Hardy,4
2022,0,34098,Russell Henley,4
2022,0,54421,Garrick Higgo,4
2022,0,54628,Lee Hodges,4
2022,0,52686,Rasmus Hojgaard,4
2022,0,39971,Sungjae Im,4
2022,0,26300,Matt Jones,4
2022,0,29926,Danny Lee,4
2022,0,26851,Marc Leishman,4
2022,0,32839,Hideki Matsuyama,4
2022,0,47993,Denny McCarthy,4
2022,0,24490,George McNeill,4
2022,0,55789,Taylor Montgomery,4
2022,0,46601,Trey Mullinax,4
2022,0,48822,Sebastián Muñoz,4
2022,0,49771,J.T. Poston,4
2022,0,46414,Aaron Rai,4
2022,0,26476,Chez Reavie,4
2022,0,48081,Xander Schauffele,4
2022,0,24502,Adam Scott,4
2022,0,39953,Chase Seiffert,4
2022,0,51890,Greyson Sigg,4
2022,0,35891,Cameron Smith,4
2022,0,27649,Brandt Snedeker,4
2022,0,30692,Scott Stallings,4
2022,0,34264,Hudson Swafford,4
2022,0,51634,Sahith Theegala,4
2022,0,57366,Cameron Young,4
2022,0,33948,Byeong Hun An,3
2022,0,45526,Abraham Ancer,3
2022,0,37212,Paul Barjon,3
2022,0,34255,Joseph Bramlett,3
2022,0,28420,Ryan Brehm,3
2022,0,29479,Scott Brown,3
2022,0,48084,Wesley Bryan,3
2022,0,55708,Hayden Buckley,3
2022,0,47504,Sam Burns,3
2022,0,24925,Jonathan Byrd,3
2022,0,52372,Cameron Champ,3
2022,0,51766,Wyndham Clark,3
2022,0,46435,Austin Cook,3
2022,0,45157,Cam Davis,3
2022,0,28089,Jason Day,3
2022,0,55412,Mickey DeMorat,3
2022,0,23983,Luke Donald,3
2022,0,45609,Tyler Duncan,3
2022,0,40098,Matt Fitzpatrick,3
2022,0,26503,Alfredo Garcia-Heredia,3
2022,0,32662,Michael Gligic,3
2022,0,46402,Talor Gooch,3
2022,0,35310,Lanto Griffin,3
2022,0,31646,Emiliano Grillo,3
