YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
2024,0,47663,Kevin Dougherty,0.46,50,23.0
2024,0,40115,Adam Svensson,0.461,115,53.0
2024,0,58168,Davis Thompson,0.461,89,41.0
2024,0,33653,Thomas Detry,0.463,95,44.0
2024,0,47420,Jake Knapp,0.463,80,37.0
2024,0,29725,Tony Finau,0.466,73,34.0
2024,0,51070,Vincent Norrman,0.466,58,27.0
2024,0,29535,Brice Garnett,0.467,30,14.0
2024,0,54576,Patrick Fishburn,0.468,47,22.0
2024,0,30926,Chris Kirk,0.468,94,44.0
2024,0,59442,Parker Coody,0.469,64,30.0
2024,0,37455,Si Woo Kim,0.469,81,38.0
2024,0,28089,Jason Day,0.472,89,42.0
2024,0,40058,Zac Blair,0.473,91,43.0
2024,0,47995,Davis Riley,0.473,74,35.0
2024,0,49960,Sepp Straka,0.474,78,37.0
2024,0,60004,Jacob Bridgeman,0.475,61,29.0
2024,0,28252,Seamus Power,0.475,99,47.0
2024,0,32367,Jorge Campillo,0.477,44,21.0
2024,0,23108,Matt Kuchar,0.477,86,41.0
2024,0,35532,Tom Hoge,0.479,119,57.0
2024,0,33408,Tyson Alexander,0.48,75,36.0
2024,0,29936,Ryan Fox,0.481,77,37.0
2024,0,34466,Peter Malnati,0.483,89,43.0
2024,0,29908,C.T. Pan,0.486,74,36.0
2024,0,50493,Justin Suh,0.486,70,34.0
2024,0,39971,Sungjae Im,0.488,80,39.0
2024,0,24024,Zach Johnson,0.489,47,23.0
2024,0,46113,Ryan McCormick,0.489,47,23.0
2024,0,31646,Emiliano Grillo,0.49,98,48.0
2024,0,12716,Charley Hoffman,0.493,75,37.0
2024,0,40162,Justin Lower,0.494,81,40.0
2024,0,27349,Alex Noren,0.494,85,42.0
2024,0,47983,Chad Ramey,0.494,89,44.0
2024,0,47347,Adam Schenk,0.494,87,43.0
2024,0,33141,Keegan Bradley,0.5,62,31.0
2024,0,40098,Matt Fitzpatrick,0.5,76,38.0
2024,0,26596,Ryan Moore,0.5,60,30.0
2024,0,51997,Andrew Novak,0.5,78,39.0
2024,0,46340,Alex Smalley,0.5,54,27.0
2024,0,27770,Camilo Villegas,0.5,60,30.0
2024,0,56630,Akshay Bhatia,0.505,91,46.0
2024,0,32102,Rickie Fowler,0.506,81,41.0
2024,0,27644,Brian Harman,0.506,77,39.0
2024,0,36799,Stephan Jaeger,0.506,83,42.0
2024,0,48699,Callum Tarren,0.507,67,34.0
2024,0,32333,Kevin Tway,0.508,63,32.0
2024,0,27064,Jhonattan Vegas,0.509,57,29.0
2024,0,46717,Viktor Hovland,0.511,45,23.0
2024,0,25900,Lucas Glover,0.512,84,43.0
2024,0,52453,Nicolai Højgaard,0.512,43,22.0
2024,0,45609,Tyler Duncan,0.514,70,36.0
2024,0,59143,Mac Meissner,0.519,81,42.0
2024,0,34563,Chesson Hadley,0.523,65,34.0
2024,0,57900,Chandler Phillips,0.523,86,45.0
2024,0,48117,Kurt Kitayama,0.525,61,32.0
2024,0,59836,Pierceson Coody,0.526,97,51.0
2024,0,52513,Carson Young,0.526,78,41.0
2024,0,37378,Min Woo Lee,0.527,74,39.0
2024,0,54421,Garrick Higgo,0.531,81,43.0
2024,0,36699,Patrick Rodgers,0.531,81,43.0
2024,0,39997,Corey Conners,0.533,92,49.0
2024,0,45242,Kevin Yu,0.533,60,32.0
2024,0,27649,Brandt Snedeker,0.538,78,42.0
2024,0,27129,Luke List,0.541,74,40.0
2024,0,39546,Keith Mitchell,0.541,74,40.0
2024,0,48084,Wesley Bryan,0.543,35,19.0
2024,0,54783,Dylan Wu,0.544,79,43.0
2024,0,51890,Greyson Sigg,0.547,64,35.0
2024,0,40026,Daniel Berger,0.548,62,34.0
2024,0,36801,Mark Hubbard,0.548,104,57.0
2024,0,46441,Robby Shelton,0.549,82,45.0
2024,0,32070,Rafael Campos,0.551,49,27.0
2024,0,48867,Matti Schmid,0.551,69,38.0
2024,0,40006,Erik van Rooyen,0.553,85,47.0
2024,0,59866,Nick Dunlap,0.556,72,40.0
2024,0,50525,Collin Morikawa,0.556,72,40.0
2024,0,52374,Brandon Wu,0.556,72,40.0
2024,0,50497,Adrien Dumont de Chassart,0.557,70,39.0
2024,0,34046,Jordan Spieth,0.557,70,39.0
2024,0,28420,Ryan Brehm,0.559,68,38.0
2024,0,38991,Alejandro Tosti,0.561,66,37.0
2024,0,36871,Matt NeSmith,0.563,64,36.0
2024,0,34374,Erik Barnes,0.565,62,35.0
2024,0,35310,Lanto Griffin,0.567,67,38.0
2024,0,60767,Blaine Hale Jr.,0.568,44,25.0
2024,0,48119,Ben Taylor,0.57,86,49.0
2024,0,55454,Carl Yuan,0.574,68,39.0
2024,0,57362,Austin Eckroat,0.575,87,50.0
2024,0,27139,David Skinns,0.585,82,48.0
2024,0,37275,Sam Ryder,0.587,63,37.0
2024,0,50095,Austin Smotherman,0.588,34,20.0
2024,0,48153,Matthieu Pavon,0.589,56,33.0
2024,0,47988,Nick Hardy,0.593,86,51.0
2024,0,59095,Chris Gotterup,0.594,96,57.0
2024,0,27330,Josh Teater,0.595,42,25.0
2024,0,27214,Kevin Streelman,0.603,68,41.0
2024,0,55708,Hayden Buckley,0.608,79,48.0
2024,0,52514,Trace Crowe,0.609,69,42.0
2024,0,60067,Joe Highsmith,0.618,55,34.0
2024,0,36884,Ben Kohles,0.621,87,54.0
2024,0,33399,Adam Hadwin,0.625,88,55.0
2024,0,51349,Nico Echavarria,0.63,81,51.0
2024,0,31323,Gary Woodland,0.634,82,52.0
2024,0,32366,Kevin Chappell,0.647,34,22.0
2024,0,52372,Cameron Champ,0.657,70,46.0
2024,0,34076,Joel Dahmen,0.658,79,52.0
2024,0,45157,Cam Davis,0.682,88,60.0
2024,0,37212,Paul Barjon,0.697,66,46.0
2024,0,51696,Rico Hoey,0.701,77,54.0
2024,0,29478,Kevin Kisner,0.708,65,46.0
2024,0,48319,Tom Whitney,0.773,44,34.0
2023,0,32816,Satoshi Kodaira,0.293,41,12.0
2023,0,34363,Tyrrell Hatton,0.329,70,23.0
2023,0,51766,Wyndham Clark,0.344,90,31.0
2023,0,34256,Andrew Putnam,0.345,110,38.0
2023,0,48081,Xander Schauffele,0.351,74,26.0
2023,0,51997,Andrew Novak,0.352,71,25.0
2023,0,48887,Matt Wallace,0.355,93,33.0
2023,0,31202,William McGirt,0.362,47,17.0
2023,0,27974,Sung Kang,0.364,33,12.0
2023,0,34466,Peter Malnati,0.367,98,36.0
2023,0,33448,Justin Thomas,0.367,60,22.0
2023,0,46435,Austin Cook,0.368,87,32.0
2023,0,24925,Jonathan Byrd,0.37,46,17.0
2023,0,52955,Ludvig Åberg,0.371,35,13.0
2023,0,46340,Alex Smalley,0.379,103,39.0
2023,0,48084,Wesley Bryan,0.382,34,13.0
2023,0,23108,Matt Kuchar,0.384,86,33.0
2023,0,46046,Scottie Scheffler,0.385,65,25.0
2023,0,39977,Max Homa,0.386,88,34.0
2023,0,37338,Zecheng Dou,0.388,80,31.0
2023,0,24024,Zach Johnson,0.388,67,26.0
2023,0,46442,Maverick McNealy,0.389,72,28.0
2023,0,34046,Jordan Spieth,0.39,77,30.0
2023,0,37275,Sam Ryder,0.391,92,36.0
2023,0,45522,Christiaan Bezuidenhout,0.394,99,39.0
2023,0,30926,Chris Kirk,0.394,71,28.0
2023,0,25818,Scott Piercy,0.396,96,38.0
2023,0,57975,Harry Hall,0.398,113,45.0
2023,0,36801,Mark Hubbard,0.4,100,40.0
2023,0,27936,Martin Laird,0.4,75,30.0
2023,0,24140,Sean O'Hair,0.4,35,14.0
2023,0,28237,Rory McIlroy,0.403,62,25.0
2023,0,22056,Cameron Percy,0.404,52,21.0
2023,0,22371,Aaron Baddeley,0.407,81,33.0
2023,0,30692,Scott Stallings,0.41,78,32.0
2023,0,47504,Sam Burns,0.413,104,43.0
2023,0,32791,K.H. Lee,0.413,80,33.0
2023,0,31577,Tano Goya,0.416,89,37.0
2023,0,27963,Chris Stroud,0.418,55,23.0
2023,0,40250,Taylor Pendrith,0.419,74,31.0
2023,0,47993,Denny McCarthy,0.422,116,49.0
2023,0,39058,Lucas Herbert,0.423,78,33.0
2023,0,32102,Rickie Fowler,0.427,82,35.0
2023,0,51634,Sahith Theegala,0.431,102,44.0
2023,0,28420,Ryan Brehm,0.432,88,38.0
2023,0,35901,Paul Haley II,0.432,88,38.0
2023,0,35461,Beau Hossler,0.432,132,57.0
2023,0,47347,Adam Schenk,0.434,122,53.0
2023,0,49947,Taylor Moore,0.441,93,41.0
2023,0,22405,Justin Rose,0.442,52,23.0
2023,0,33141,Keegan Bradley,0.443,70,31.0
2023,0,40098,Matt Fitzpatrick,0.443,70,31.0
2023,0,51070,Vincent Norrman,0.443,61,27.0
2023,0,27214,Kevin Streelman,0.443,106,47.0
2023,0,29420,Billy Horschel,0.444,81,36.0
2023,0,46717,Viktor Hovland,0.444,63,28.0
2023,0,57366,Cameron Young,0.444,45,20.0
2023,0,12716,Charley Hoffman,0.446,56,25.0
2023,0,35449,Adam Long,0.449,118,53.0
2023,0,33399,Adam Hadwin,0.451,113,51.0
2023,0,33410,Andrew Landry,0.451,82,37.0
2023,0,40115,Adam Svensson,0.452,124,56.0
2023,0,28775,Nate Lashley,0.453,86,39.0
2023,0,36871,Matt NeSmith,0.454,108,49.0
2023,0,55708,Hayden Buckley,0.455,88,40.0
2023,0,47591,Eric Cole,0.455,132,60.0
2023,0,47079,Harrison Endycott,0.455,101,46.0
2023,0,55182,Tom Kim,0.455,66,30.0
2023,0,46414,Aaron Rai,0.455,110,50.0
2023,0,30911,Tommy Fleetwood,0.457,81,37.0
2023,0,50188,S.H. Kim,0.458,118,54.0
2023,0,27349,Alex Noren,0.459,98,45.0
2023,0,33653,Thomas Detry,0.46,87,40.0
2023,0,40162,Justin Lower,0.462,78,36.0
2023,0,46441,Robby Shelton,0.462,106,49.0
2023,0,51890,Greyson Sigg,0.462,91,42.0
2023,0,39546,Keith Mitchell,0.464,84,39.0
2023,0,35506,Mackenzie Hughes,0.465,86,40.0
2023,0,54591,Ben Griffin,0.467,105,49.0
2023,0,26596,Ryan Moore,0.467,60,28.0
2023,0,29535,Brice Garnett,0.468,62,29.0
2023,0,35879,Kelly Kraft,0.47,83,39.0
2023,0,29970,Dylan Frittelli,0.471,85,40.0
2023,0,48117,Kurt Kitayama,0.471,68,32.0
2023,0,36699,Patrick Rodgers,0.471,102,48.0
2023,0,33948,Byeong Hun An,0.472,123,58.0
2023,0,49298,Kramer Hickok,0.472,89,42.0
2023,0,36724,Augusto Núñez,0.472,72,34.0
2023,0,34099,Harris English,0.475,118,56.0
2023,0,39975,Michael Kim,0.475,80,38.0
2023,0,34563,Chesson Hadley,0.476,82,39.0
2023,0,37455,Si Woo Kim,0.476,84,40.0
2023,0,34431,Robert Streb,0.478,67,32.0
2023,0,45609,Tyler Duncan,0.479,73,35.0
2023,0,35310,Lanto Griffin,0.479,48,23.0
2023,0,32640,Troy Merritt,0.481,81,39.0
2023,0,35617,Martin Trainer,0.489,45,22.0
2023,0,30927,Brendon Todd,0.49,96,47.0
2023,0,25632,Jimmy Walker,0.49,98,48.0
2023,0,58967,Trevor Werbylo,0.49,96,47.0
2023,0,20229,Stewart Cink,0.494,85,42.0
2023,0,47983,Chad Ramey,0.495,99,49.0
2023,0,32333,Kevin Tway,0.495,109,54.0
2023,0,33408,Tyson Alexander,0.496,115,57.0
2023,0,36799,Stephan Jaeger,0.496,119,59.0
2023,0,34255,Joseph Bramlett,0.5,88,44.0
2023,0,35450,Patrick Cantlay,0.5,58,29.0
2023,0,39067,MJ Daffue,0.5,74,37.0
2023,0,29725,Tony Finau,0.5,58,29.0
2023,0,35532,Tom Hoge,0.5,108,54.0
2023,0,52374,Brandon Wu,0.5,98,49.0
2023,0,33122,Russell Knox,0.506,87,44.0
2023,0,29221,Webb Simpson,0.506,77,39.0
2023,0,40058,Zac Blair,0.507,73,37.0
2023,0,34409,David Lingmerth,0.507,71,36.0
2023,0,48119,Ben Taylor,0.509,112,57.0
2023,0,45242,Kevin Yu,0.509,57,29.0
2023,0,55789,Taylor Montgomery,0.512,121,62.0
2023,0,25493,Nick Taylor,0.513,78,40.0
2023,0,52375,Doug Ghim,0.514,74,38.0
2023,0,27644,Brian Harman,0.516,91,47.0
2023,0,46601,Trey Mullinax,0.517,89,46.0
2023,0,48867,Matti Schmid,0.517,60,31.0
2023,0,39324,J.J. Spaun,0.517,87,45.0
2023,0,32757,Patton Kizzire,0.521,117,61.0
2023,0,55893,Sam Stevens,0.522,90,47.0
2023,0,19803,Ryan Armour,0.524,84,44.0
2023,0,59018,Ryan Gerard,0.525,61,32.0
2023,0,29908,C.T. Pan,0.526,38,20.0
2023,0,50525,Collin Morikawa,0.527,55,29.0
2023,0,49771,J.T. Poston,0.529,104,55.0
2023,0,54421,Garrick Higgo,0.533,107,57.0
2023,0,28089,Jason Day,0.534,88,47.0
2023,0,28252,Seamus Power,0.534,88,47.0
2023,0,57362,Austin Eckroat,0.538,80,43.0
2023,0,39954,Cody Gribble,0.538,52,28.0
2023,0,31557,Jim Herman,0.538,80,43.0
2023,0,52513,Carson Young,0.539,89,48.0
2023,0,39997,Corey Conners,0.54,87,47.0
2023,0,51349,Nico Echavarria,0.542,83,45.0
2023,0,31560,Brian Stuard,0.542,72,39.0
2023,0,32839,Hideki Matsuyama,0.543,70,38.0
2023,0,30163,Henrik Norlander,0.545,77,42.0
2023,0,50493,Justin Suh,0.545,112,61.0
2023,0,39971,Sungjae Im,0.549,82,45.0
2023,0,56630,Akshay Bhatia,0.551,49,27.0
2023,0,32139,Danny Willett,0.551,78,43.0
2023,0,29289,S.Y. Noh,0.552,58,32.0
2023,0,54783,Dylan Wu,0.556,81,45.0
2023,0,45157,Cam Davis,0.56,75,42.0
2023,0,47988,Nick Hardy,0.56,91,51.0
2023,0,33204,Shane Lowry,0.561,66,37.0
2023,0,58168,Davis Thompson,0.564,94,53.0
2023,0,34610,Matthias Schwab,0.565,108,61.0
2023,0,24502,Adam Scott,0.565,69,39.0
2023,0,34076,Joel Dahmen,0.568,81,46.0
2023,0,34098,Russell Henley,0.568,81,46.0
2023,0,52411,Kyle Westmoreland,0.568,74,42.0
2023,0,48699,Callum Tarren,0.57,86,49.0
2023,0,49453,Trevor Cone,0.574,68,39.0
2023,0,47128,Richy Werenski,0.574,94,54.0
2023,0,51950,Max McGreevy,0.577,78,45.0
2023,0,54628,Lee Hodges,0.578,90,52.0
2023,0,49960,Sepp Straka,0.579,76,44.0
2023,0,26476,Chez Reavie,0.581,86,50.0
2023,0,32662,Michael Gligic,0.583,72,42.0
2023,0,56762,Will Gordon,0.583,108,63.0
2023,0,36326,David Lipsky,0.589,112,66.0
2023,0,32366,Kevin Chappell,0.59,39,23.0
2023,0,52453,Nicolai Hojgaard,0.59,39,23.0
2023,0,53165,Doc Redman,0.59,78,46.0
2023,0,27095,Nick Watney,0.593,86,51.0
2023,0,52372,Cameron Champ,0.594,64,38.0
2023,0,25686,Jason Dufner,0.594,69,41.0
2023,0,33413,Ben Martin,0.598,102,61.0
2023,0,49766,Hank Lebioda,0.6,65,39.0
2023,0,46970,Jon Rahm,0.6,60,36.0
2023,0,27129,Luke List,0.604,91,55.0
2023,0,31646,Emiliano Grillo,0.608,102,62.0
2023,0,23320,Ryan Palmer,0.61,82,50.0
2023,0,47995,Davis Riley,0.62,92,57.0
2023,0,51491,Brandon Matthews,0.625,64,40.0
2023,0,27554,Scott Harrington,0.627,83,52.0
2023,0,31323,Gary Woodland,0.629,89,56.0
2023,0,50095,Austin Smotherman,0.634,82,52.0
2023,0,58696,Peter Kuest,0.636,44,28.0
2023,0,40006,Erik van Rooyen,0.646,65,42.0
2023,0,39335,Kevin Roy,0.648,54,35.0
2023,0,51414,Brent Grant,0.65,60,39.0
2023,0,32448,James Hahn,0.662,71,47.0
2023,0,25900,Lucas Glover,0.672,58,39.0
2023,0,33597,Harry Higgs,0.675,77,52.0
2023,0,55454,Carl Yuan,0.677,62,42.0
2022,0,32139,Danny Willett,0.283,53,15.0
2022,0,29478,Kevin Kisner,0.327,55,18.0
2022,0,40098,Matt Fitzpatrick,0.328,61,20.0
2022,0,27214,Kevin Streelman,0.329,76,25.0
2022,0,40250,Taylor Pendrith,0.34,53,18.0
2022,0,33204,Shane Lowry,0.343,35,12.0
2022,0,34360,Patrick Reed,0.351,74,26.0
2022,0,28237,Rory McIlroy,0.352,54,19.0
2022,0,30163,Henrik Norlander,0.355,62,22.0
2022,0,34256,Andrew Putnam,0.356,104,37.0
2022,0,32150,Michael Thompson,0.356,87,31.0
2022,0,46435,Austin Cook,0.357,56,20.0
2022,0,29970,Dylan Frittelli,0.358,95,34.0
2022,0,27644,Brian Harman,0.378,98,37.0
2022,0,47993,Denny McCarthy,0.378,127,48.0
2022,0,48084,Wesley Bryan,0.379,58,22.0
2022,0,32791,K.H. Lee,0.38,108,41.0
2022,0,23108,Matt Kuchar,0.382,76,29.0
2022,0,33448,Justin Thomas,0.385,52,20.0
2022,0,32102,Rickie Fowler,0.387,62,24.0
2022,0,51997,Andrew Novak,0.388,67,26.0
2022,0,49964,Aaron Wise,0.39,77,30.0
2022,0,27349,Alex Noren,0.392,51,20.0
2022,0,33597,Harry Higgs,0.396,91,36.0
2022,0,32662,Michael Gligic,0.397,58,23.0
2022,0,26851,Marc Leishman,0.397,68,27.0
2022,0,25198,Francesco Molinari,0.407,54,22.0
2022,0,34563,Chesson Hadley,0.408,49,20.0
2022,0,39997,Corey Conners,0.409,66,27.0
2022,0,34046,Jordan Spieth,0.409,66,27.0
2022,0,36852,Jim Knous,0.41,39,16.0
2022,0,24361,Pat Perez,0.412,68,28.0
2022,0,29725,Tony Finau,0.414,70,29.0
2022,0,29420,Billy Horschel,0.417,60,25.0
2022,0,21961,Charles Howell III,0.417,48,20.0
2022,0,35506,Mackenzie Hughes,0.418,91,38.0
2022,0,32333,Kevin Tway,0.419,105,44.0
2022,0,28114,Dawie van der Walt,0.422,64,27.0
2022,0,39058,Lucas Herbert,0.423,52,22.0
2022,0,31560,Brian Stuard,0.423,78,33.0
2022,0,37189,Harold Varner III,0.423,52,22.0
2022,0,46046,Scottie Scheffler,0.424,59,25.0
2022,0,24502,Adam Scott,0.425,73,31.0
2022,0,33122,Russell Knox,0.426,61,26.0
2022,0,33419,Cameron Tringale,0.43,86,37.0
2022,0,30692,Scott Stallings,0.434,106,46.0
2022,0,49766,Hank Lebioda,0.438,73,32.0
2022,0,40162,Justin Lower,0.442,52,23.0
2022,0,51894,Vince Whaley,0.442,104,46.0
2022,0,30911,Tommy Fleetwood,0.444,45,20.0
2022,0,33399,Adam Hadwin,0.444,81,36.0
2022,0,24138,Ian Poulter,0.444,54,24.0
2022,0,28252,Seamus Power,0.444,63,28.0
2022,0,30927,Brendon Todd,0.444,81,36.0
2022,0,23621,Rory Sabbatini,0.446,56,25.0
2022,0,45522,Christiaan Bezuidenhout,0.447,47,21.0
2022,0,47529,Mito Pereira,0.451,71,32.0
2022,0,57366,Cameron Young,0.453,75,34.0
2022,0,49771,J.T. Poston,0.454,108,49.0
2022,0,25493,Nick Taylor,0.454,97,44.0
2022,0,27936,Martin Laird,0.455,55,25.0
2022,0,35532,Tom Hoge,0.456,79,36.0
2022,0,34431,Robert Streb,0.457,105,48.0
2022,0,39977,Max Homa,0.459,85,39.0
2022,0,35110,Brett Drewitt,0.46,50,23.0
2022,0,48117,Kurt Kitayama,0.46,50,23.0
2022,0,46970,Jon Rahm,0.462,52,24.0
2022,0,51766,Wyndham Clark,0.463,82,38.0
2022,0,56278,Matthew Wolff,0.463,41,19.0
2022,0,51890,Greyson Sigg,0.465,71,33.0
2022,0,35450,Patrick Cantlay,0.467,60,28.0
2022,0,34363,Tyrrell Hatton,0.467,60,28.0
2022,0,35449,Adam Long,0.47,83,39.0
2022,0,47983,Chad Ramey,0.47,66,31.0
2022,0,47347,Adam Schenk,0.47,100,47.0
2022,0,32839,Hideki Matsuyama,0.476,63,30.0
2022,0,29535,Brice Garnett,0.478,69,33.0
2022,0,12716,Charley Hoffman,0.48,50,24.0
2022,0,27974,Sung Kang,0.481,77,37.0
2022,0,29974,Branden Grace,0.482,56,27.0
2022,0,30944,Jason Kokrak,0.485,66,32.0
2022,0,46442,Maverick McNealy,0.485,99,48.0
2022,0,34098,Russell Henley,0.488,84,41.0
2022,0,34610,Matthias Schwab,0.488,82,40.0
2022,0,29221,Webb Simpson,0.489,47,23.0
2022,0,29289,S.Y. Noh,0.49,49,24.0
2022,0,29518,Brendan Steele,0.49,51,25.0
2022,0,35617,Martin Trainer,0.49,98,48.0
2022,0,49298,Kramer Hickok,0.493,73,36.0
2022,0,46601,Trey Mullinax,0.493,71,35.0
2022,0,27129,Luke List,0.494,79,39.0
2022,0,46414,Aaron Rai,0.494,79,39.0
2022,0,24925,Jonathan Byrd,0.5,36,18.0
2022,0,46402,Talor Gooch,0.5,66,33.0
2022,0,24924,Bill Haas,0.5,86,43.0
2022,0,30926,Chris Kirk,0.5,70,35.0
2022,0,29908,C.T. Pan,0.5,78,39.0
2022,0,47483,Will Zalatoris,0.5,54,27.0
2022,0,36699,Patrick Rodgers,0.505,97,49.0
2022,0,45157,Cam Davis,0.506,87,44.0
2022,0,39546,Keith Mitchell,0.506,87,44.0
2022,0,45609,Tyler Duncan,0.507,71,36.0
2022,0,34466,Peter Malnati,0.508,122,62.0
2022,0,23320,Ryan Palmer,0.51,51,26.0
2022,0,35461,Beau Hossler,0.511,90,46.0
2022,0,36801,Mark Hubbard,0.512,43,22.0
2022,0,36326,David Lipsky,0.512,84,43.0
2022,0,47504,Sam Burns,0.513,80,41.0
2022,0,48822,Sebastián Muñoz,0.514,70,36.0
2022,0,27095,Nick Watney,0.514,74,38.0
2022,0,33141,Keegan Bradley,0.515,68,35.0
2022,0,22056,Cameron Percy,0.515,33,17.0
2022,0,35879,Kelly Kraft,0.519,77,40.0
2022,0,27139,David Skinns,0.522,67,35.0
2022,0,32640,Troy Merritt,0.527,93,49.0
2022,0,48887,Matt Wallace,0.528,53,28.0
2022,0,28775,Nate Lashley,0.529,68,36.0
2022,0,48699,Callum Tarren,0.53,66,35.0
2022,0,36799,Stephan Jaeger,0.536,97,52.0
2022,0,25686,Jason Dufner,0.537,54,29.0
2022,0,36871,Matthew NeSmith,0.537,82,44.0
2022,0,39971,Sungjae Im,0.542,59,32.0
2022,0,46340,Alex Smalley,0.543,81,44.0
2022,0,31420,Anirban Lahiri,0.544,79,43.0
2022,0,35310,Lanto Griffin,0.545,77,42.0
2022,0,33490,Bo Hoag,0.545,55,30.0
2022,0,40006,Erik van Rooyen,0.545,33,18.0
2022,0,47995,Davis Riley,0.548,93,51.0
2022,0,23325,Vaughn Taylor,0.548,31,17.0
2022,0,10381,Curtis Thompson,0.549,51,28.0
2022,0,53165,Doc Redman,0.55,80,44.0
2022,0,34076,Joel Dahmen,0.551,89,49.0
2022,0,55708,Hayden Buckley,0.552,67,37.0
2022,0,35891,Cameron Smith,0.552,58,32.0
2022,0,27064,Jhonattan Vegas,0.552,67,37.0
2022,0,24024,Zach Johnson,0.556,63,35.0
2022,0,37455,Si Woo Kim,0.556,81,45.0
2022,0,49960,Sepp Straka,0.556,72,40.0
2022,0,39436,Joshua Creel,0.558,52,29.0
2022,0,25818,Scott Piercy,0.56,91,51.0
2022,0,30978,Kiradech Aphibarnrat,0.561,41,23.0
2022,0,32366,Kevin Chappell,0.561,41,23.0
2022,0,23983,Luke Donald,0.561,57,32.0
2022,0,51634,Sahith Theegala,0.561,107,60.0
2022,0,31323,Gary Woodland,0.561,57,32.0
2022,0,37275,Sam Ryder,0.562,89,50.0
2022,0,54628,Lee Hodges,0.563,80,45.0
2022,0,27649,Brandt Snedeker,0.563,64,36.0
