YEAR,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2024,0,55789,Taylor Montgomery,90.69%,827,750
2024,0,51894,Vince Whaley,90.63%,960,870
2024,0,48081,Xander Schauffele,90.44%,1224,1107
2024,0,29420,Billy Horschel,90.33%,1179,1065
2024,0,22371,Aaron Baddeley,90.31%,1073,969
2024,0,40098,Matt Fitzpatrick,90.25%,1108,1000
2024,0,27644,Brian Harman,90.17%,1424,1284
2024,0,34256,Andrew Putnam,90.17%,1343,1211
2024,0,52372,Cameron Champ,90.16%,884,797
2024,0,56630,Akshay Bhatia,90.12%,1417,1277
2024,0,47993,Denny McCarthy,90.01%,1382,1244
2024,0,39327,Ben Silverman,89.76%,1260,1131
2024,0,35506,Mackenzie Hughes,89.72%,1498,1344
2024,0,34563,Chesson Hadley,89.70%,1097,984
2024,0,45522,Christiaan Bezuidenhout,89.64%,1284,1151
2024,0,28237,Rory McIlroy,89.57%,1112,996
2024,0,40250,Taylor Pendrith,89.55%,1273,1140
2024,0,60004,Jacob Bridgeman,89.51%,1068,956
2024,0,30911,Tommy Fleetwood,89.50%,1162,1040
2024,0,46414,Aaron Rai,89.45%,1375,1230
2024,0,28089,Jason Day,89.42%,1059,947
2024,0,55893,Sam Stevens,89.39%,1414,1264
2024,0,52514,Trace Crowe,89.32%,955,853
2024,0,47995,Davis Riley,89.32%,1255,1121
2024,0,49960,Sepp Straka,89.32%,1199,1071
2024,0,49771,J.T. Poston,89.29%,1391,1242
2024,0,48153,Matthieu Pavon,89.25%,958,855
2024,0,36699,Patrick Rodgers,89.23%,1616,1442
2024,0,24502,Adam Scott,89.22%,1122,1001
2024,0,47504,Sam Burns,89.21%,1177,1050
2024,0,50188,S.H. Kim,89.20%,1630,1454
2024,0,31646,Emiliano Grillo,89.17%,1394,1243
2024,0,50493,Justin Suh,89.15%,1106,986
2024,0,34098,Russell Henley,89.02%,1148,1022
2024,0,52215,Robert MacIntyre,89.02%,1138,1013
2024,0,46442,Maverick McNealy,89.01%,1410,1255
2024,0,23108,Matt Kuchar,88.97%,1224,1089
2024,0,47591,Eric Cole,88.96%,1757,1563
2024,0,47347,Adam Schenk,88.90%,1469,1306
2024,0,36871,Matt NeSmith,88.86%,1131,1005
2024,0,40006,Erik van Rooyen,88.84%,1246,1107
2024,0,29908,C.T. Pan,88.83%,1030,915
2024,0,34099,Harris English,88.80%,1411,1253
2024,0,30927,Brendon Todd,88.79%,1605,1425
2024,0,31323,Gary Woodland,88.78%,1328,1179
2024,0,35461,Beau Hossler,88.76%,1415,1256
2024,0,50525,Collin Morikawa,88.75%,1262,1120
2024,0,47679,Victor Perez,88.72%,1108,983
2024,0,51977,Max Greyserman,88.71%,1125,998
2024,0,48119,Ben Taylor,88.70%,991,879
2024,0,51997,Andrew Novak,88.68%,1413,1253
2024,0,54576,Patrick Fishburn,88.63%,1020,904
2024,0,27936,Martin Laird,88.61%,1054,934
2024,0,37378,Min Woo Lee,88.59%,1078,955
2024,0,27349,Alex Noren,88.58%,1086,962
2024,0,33653,Thomas Detry,88.57%,1164,1031
2024,0,51287,Ryo Hisatsune,88.54%,1265,1120
2024,0,28420,Ryan Brehm,88.52%,862,763
2024,0,52375,Doug Ghim,88.52%,1455,1288
2024,0,39324,J.J. Spaun,88.51%,1349,1194
2024,0,57975,Harry Hall,88.48%,1293,1144
2024,0,28775,Nate Lashley,88.48%,1128,998
2024,0,47983,Chad Ramey,88.48%,1250,1106
2024,0,32333,Kevin Tway,88.48%,816,722
2024,0,51766,Wyndham Clark,88.47%,1110,982
2024,0,49947,Taylor Moore,88.47%,1605,1420
2024,0,40162,Justin Lower,88.43%,1478,1307
2024,0,37212,Paul Barjon,88.42%,812,718
2024,0,33399,Adam Hadwin,88.42%,1287,1138
2024,0,54628,Lee Hodges,88.40%,1604,1418
2024,0,35450,Patrick Cantlay,88.39%,982,868
2024,0,32102,Rickie Fowler,88.39%,1240,1096
2024,0,34466,Peter Malnati,88.39%,1257,1111
2024,0,57900,Chandler Phillips,88.39%,1361,1203
2024,0,58168,Davis Thompson,88.37%,1462,1292
2024,0,32366,Kevin Chappell,88.36%,739,653
2024,0,54591,Ben Griffin,88.32%,1661,1467
2024,0,51634,Sahith Theegala,88.32%,1532,1353
2024,0,34046,Jordan Spieth,88.30%,1145,1011
2024,0,33968,Thorbjørn Olesen,88.28%,734,648
2024,0,36799,Stephan Jaeger,88.27%,1339,1182
2024,0,39975,Michael Kim,88.25%,1149,1014
2024,0,39977,Max Homa,88.24%,1267,1118
2024,0,39971,Sungjae Im,88.19%,1431,1262
2024,0,45609,Tyler Duncan,88.17%,1048,924
2024,0,56149,Wilson Furr,88.15%,844,744
2024,0,46717,Viktor Hovland,88.14%,936,825
2024,0,59095,Chris Gotterup,88.11%,1228,1082
2024,0,28252,Seamus Power,88.09%,1621,1428
2024,0,48867,Matti Schmid,88.09%,1142,1006
2024,0,59836,Pierceson Coody,88.08%,1116,983
2024,0,22405,Justin Rose,88.08%,965,850
2024,0,33408,Tyson Alexander,88.05%,1121,987
2024,0,36801,Mark Hubbard,88.05%,1624,1430
2024,0,30163,Henrik Norlander,88.04%,911,802
2024,0,52374,Brandon Wu,88.04%,1162,1023
2024,0,59866,Nick Dunlap,88.01%,1168,1028
2024,0,54783,Dylan Wu,88.01%,1293,1138
2024,0,24024,Zach Johnson,88.00%,775,682
2024,0,57362,Austin Eckroat,87.99%,1441,1268
