YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
2009,66,0,1945,Kenny Perry,76.2,650,853
2009,67,0,28620,Aron Price,76.18,547,718
2009,68,0,12782,Tim Herron,76.14,536,704
2009,68,0,27466,Spencer Levin,76.14,466,612
2009,70,0,26679,Kevin Stadler,76.11,376,494
2009,71,0,28475,Jeff Overton,76.1,503,661
2009,72,0,21209,Sergio Garcia,76.03,368,484
2009,73,0,22348,Nick O'Hern,75.91,627,826
2009,74,0,25900,Lucas Glover,75.88,645,850
2009,74,0,27933,John Merrick,75.88,541,713
2009,76,0,28780,Nicholas Thompson,75.87,635,837
2009,77,0,1161,Mark Calcavecchia,75.86,465,613
2009,78,0,26300,Matt Jones,75.84,292,385
2009,79,0,12652,Cameron Beckman,75.8,545,719
2009,80,0,24924,Bill Haas,75.79,576,760
2009,81,0,12602,Dean Wilson,75.76,522,689
2009,82,0,23320,Ryan Palmer,75.75,506,668
2009,83,0,25632,Jimmy Walker,75.74,384,507
2009,84,0,1797,Rocco Mediate,75.67,507,670
2009,84,0,20572,Rod Pampling,75.67,479,633
2009,86,0,24663,Y.E. Yang,75.6,505,668
2009,87,0,9011,David Duval,75.57,300,397
2009,88,0,1320,Bob Estes,75.51,558,739
2009,89,0,27141,J.B. Holmes,75.5,376,498
2009,90,0,7223,Brian Bateman,75.46,326,432
2009,91,0,1707,Steve Lowery,75.43,571,757
2009,92,0,26596,Ryan Moore,75.35,584,775
2009,93,0,23983,Luke Donald,75.34,501,665
2009,94,0,6197,Michael Allen,75.3,494,656
2009,95,0,10733,Kent Jones,75.28,472,627
2009,95,0,25240,D.A. Points,75.28,667,886
2009,97,0,22295,Darron Stiles,75.26,359,477
2009,98,0,24490,George McNeill,75.22,507,674
2009,99,0,25396,Kevin Na,75.07,575,766
2009,100,0,26881,Jarrod Lyle,75.05,367,489
2009,101,0,26695,Michael Letzig,75.03,580,773
2009,102,0,20574,Mathew Goggin,75.0,510,680
2009,103,0,24503,Jeff Klauk,74.97,704,939
2009,104,0,6567,Vijay Singh,74.92,442,590
2009,105,0,10885,Robert Allenby,74.85,491,656
2009,106,0,24502,Adam Scott,74.83,321,429
2009,106,0,6527,Steve Stricker,74.83,550,735
2009,108,0,22046,Geoff Ogilvy,74.79,442,591
2009,109,0,23135,Tim Clark,74.78,602,805
2009,110,0,20070,Matt Bettencourt,74.72,597,799
2009,111,0,25345,Carl Pettersson,74.64,518,694
2009,111,0,21959,Ted Purdy,74.64,621,832
2009,111,0,25562,Andres Romero,74.64,309,414
2009,114,0,26301,James Nitties,74.62,535,717
2009,115,0,8931,Glen Day,74.6,514,689
2009,115,0,1948,Tim Petrovic,74.6,658,882
2009,117,0,6251,Chris DiMarco,74.57,645,865
2009,118,0,20593,Greg Chalmers,74.49,508,682
2009,118,0,2239,Scott Verplank,74.49,625,839
2009,120,0,10809,Jim Furyk,74.44,600,806
2009,121,0,20157,Retief Goosen,74.42,451,606
2009,122,0,23778,Brad Adamonis,74.4,401,539
2009,122,0,21753,Brian Davis,74.4,686,922
2009,124,0,10423,Mike Weir,74.39,552,742
2009,125,0,29718,Anthony Kim,74.37,415,558
2009,126,0,28087,Kris Blanks,74.35,371,499
2009,127,0,23541,Ben Crane,74.26,652,878
2009,127,0,22913,John Rollins,74.26,600,808
2009,129,0,20766,Padraig Harrington,74.25,372,501
2009,130,0,22405,Justin Rose,74.17,471,635
2009,131,0,26476,Chez Reavie,74.14,562,758
2009,132,0,20104,Ken Duke,74.11,561,757
2009,132,0,1473,Todd Hamilton,74.11,541,730
2009,134,0,1766,Billy Mayfair,74.07,600,810
2009,135,0,22892,Jason Gore,74.02,470,635
2009,136,0,22548,Patrick Sheehan,74.0,313,423
2009,137,0,30711,Colt Knost,73.98,452,611
2009,138,0,23325,Vaughn Taylor,73.97,577,780
2009,139,0,1035,Tommy Armour III,73.96,409,553
2009,139,0,23718,Nathan Green,73.96,625,845
2009,141,0,31416,Derek Fathauer,73.94,332,449
2009,142,0,24361,Pat Perez,73.89,467,632
2009,143,0,25190,Jeff Quinney,73.88,543,735
2009,144,0,20848,Ángel Cabrera,73.78,287,389
2009,145,0,22621,Ben Curtis,73.67,414,562
2009,146,0,22961,David Mathis,73.56,484,658
2009,146,0,6539,Rick Price,73.56,331,450
2009,148,0,7867,Woody Austin,73.46,548,746
2009,149,0,27060,John Mallinger,73.45,603,821
2009,150,0,23108,Matt Kuchar,73.44,553,753
2009,151,0,20472,Alex Cejka,73.43,550,749
2009,152,0,26420,Richard Johnson,73.42,591,805
2009,153,0,21949,Joe Ogilvie,73.41,486,662
2009,154,0,20634,Peter Lonard,73.39,557,759
2009,155,0,8075,Jerry Kelly,73.38,543,740
2009,156,0,28118,Peter Tomasulo,73.36,358,488
2009,157,0,30927,Brendon Todd,73.24,323,441
2009,158,0,27649,Brandt Snedeker,73.14,550,752
2009,159,0,12705,Cliff Kresge,73.09,478,654
2009,160,0,20229,Stewart Cink,73.04,439,601
2009,161,0,10585,Scott McCarron,72.98,678,929
2009,162,0,1577,Lee Janzen,72.84,429,589
2009,163,0,21350,Ryuji Imada,72.68,532,732
2009,164,0,29221,Webb Simpson,72.6,567,781
2009,165,0,20127,Chris Riley,72.56,513,707
2009,166,0,1941,Tom Pernice Jr.,72.37,529,731
2009,167,0,25919,Brian Vranesh,72.36,301,416
2009,168,0,2214,Kirk Triplett,72.26,435,602
2009,169,0,19846,Brian Gay,72.23,671,929
2009,170,0,21731,Freddie Jacobson,72.22,481,666
2009,171,0,20850,Daniel Chopra,72.07,516,716
2009,172,0,22371,Aaron Baddeley,71.98,370,514
2009,173,0,28089,Jason Day,71.91,320,445
2009,174,0,27683,Leif Olson,71.9,261,363
2009,175,0,6012,Greg Kraft,71.84,301,419
2009,176,0,26668,Marc Turnesa,71.45,508,711
2009,177,0,24449,Parker McLachlin,71.38,384,538
2009,178,0,1142,Bart Bryant,71.11,384,540
2009,179,0,23048,Eric Axley,71.1,337,474
2009,180,0,1928,Corey Pavin,70.94,454,640
2009,181,0,6643,Paul Goydos,70.89,526,742
2009,182,0,24138,Ian Poulter,70.84,362,511
2009,183,0,1132,Mark Brooks,70.35,325,462
2009,184,0,1329,Brad Faxon,66.18,319,482
2008,1,0,23353,J.J. Henry,81.17,802,988
2008,2,0,27095,Nick Watney,80.66,663,822
2008,3,0,24490,George McNeill,80.6,648,804
2008,4,0,12510,Chad Campbell,80.37,692,861
2008,5,0,6621,Joe Durant,80.21,685,854
2008,6,0,21805,Harrison Frazar,79.78,434,544
2008,7,0,1553,John Huston,79.58,378,475
2008,8,0,21961,Charles Howell III,79.54,626,787
2008,9,0,6527,Steve Stricker,79.01,448,567
2008,10,0,28158,Steve Marino,78.96,807,1022
2008,11,0,24781,Hunter Mahan,78.85,619,785
2008,12,0,1810,Phil Mickelson,78.77,475,603
2008,13,0,27933,John Merrick,78.73,644,818
2008,14,0,21209,Sergio Garcia,78.69,458,582
2008,14,0,24358,Robert Garrigus,78.69,554,704
2008,16,0,10885,Robert Allenby,78.67,771,980
2008,17,0,27214,Kevin Streelman,78.5,734,935
2008,18,0,6595,Kevin Sutherland,78.49,664,846
2008,19,0,2002,John Riegger,78.48,507,646
2008,20,0,20498,Briny Baird,78.47,758,966
2008,21,0,10649,Tom Scherrer,78.46,346,441
2008,22,0,12823,Carlos Franco,78.45,426,543
2008,23,0,8845,Scott Sterling,78.37,598,763
2008,24,0,1945,Kenny Perry,78.23,654,836
2008,25,0,29718,Anthony Kim,78.21,517,661
2008,26,0,27936,Martin Laird,78.2,624,798
2008,27,0,27141,J.B. Holmes,78.14,486,622
2008,28,0,20574,Mathew Goggin,78.13,643,823
2008,29,0,21959,Ted Purdy,77.99,411,527
2008,30,0,23621,Rory Sabbatini,77.95,516,662
2008,31,0,27963,Chris Stroud,77.92,540,693
2008,32,0,10860,Justin Leonard,77.83,702,902
2008,33,0,27120,Troy Matteson,77.81,624,802
2008,34,0,25842,Jon Mills,77.79,550,707
2008,35,0,6567,Vijay Singh,77.73,506,651
2008,36,0,24227,Justin Bolli,77.55,570,735
2008,37,0,10733,Kent Jones,77.54,480,619
2008,38,0,1226,Fred Couples,77.5,372,480
2008,39,0,28475,Jeff Overton,77.47,581,750
2008,40,0,21878,Mark Wilson,77.46,818,1056
2008,41,0,6573,Brandt Jobe,77.45,316,408
2008,42,0,20105,Jeff Gove,77.42,360,465
2008,43,0,20229,Stewart Cink,77.4,483,624
2008,44,0,12602,Dean Wilson,77.38,698,902
2008,45,0,23623,Bo Van Pelt,77.35,649,839
2008,46,0,10423,Mike Weir,77.3,589,762
2008,47,0,1035,Tommy Armour III,77.29,497,643
2008,48,0,20645,John Senden,77.26,676,875
2008,49,0,7867,Woody Austin,77.23,753,975
2008,50,0,23349,Charles Warren,77.12,556,721
2008,51,0,25364,Paul Casey,76.99,348,452
2008,51,0,23320,Ryan Palmer,76.99,425,552
2008,53,0,6575,Dudley Hart,76.96,461,599
2008,54,0,26289,Boo Weekley,76.89,579,753
2008,55,0,23409,James Driscoll,76.83,451,587
2008,56,0,30750,Tommy Gainey,76.8,331,431
2008,57,0,20160,Charlie Wi,76.79,698,909
2008,58,0,24361,Pat Perez,76.75,624,813
2008,59,0,25900,Lucas Glover,76.7,599,781
2008,60,0,25804,Bubba Watson,76.64,561,732
2008,61,0,24357,K.J. Choi,76.49,462,604
2008,61,0,7749,Brett Quigley,76.49,514,672
2008,63,0,6090,Jim McGovern,76.43,467,611
2008,64,0,24663,Y.E. Yang,76.36,588,770
2008,65,0,10809,Jim Furyk,76.28,698,915
2008,65,0,1766,Billy Mayfair,76.28,791,1037
2008,67,0,22892,Jason Gore,76.27,675,885
2008,68,0,12716,Charley Hoffman,76.23,622,816
2008,69,0,23788,D.J. Trahan,76.2,650,853
2008,70,0,1706,Davis Love III,76.18,483,634
2008,71,0,20433,Mark Hensby,76.12,440,578
2008,72,0,1320,Bob Estes,76.07,620,815
2008,73,0,23325,Vaughn Taylor,76.06,683,898
2008,74,0,20663,Brenden Pappas,76.04,365,480
2008,75,0,20848,Ángel Cabrera,76.02,279,367
2008,76,0,24502,Adam Scott,76.0,285,375
2008,76,0,2223,Bob Tway,76.0,456,600
2008,78,0,24140,Sean O'Hair,75.99,519,683
2008,79,0,6004,Stephen Ames,75.97,547,720
2008,80,0,27770,Camilo Villegas,75.91,482,635
2008,81,0,24924,Bill Haas,75.88,601,792
2008,82,0,23778,Brad Adamonis,75.86,509,671
2008,83,0,30925,Dustin Johnson,75.85,515,679
2008,84,0,22378,Trevor Immelman,75.84,449,592
2008,84,0,21731,Freddie Jacobson,75.84,496,654
2008,86,0,20572,Rod Pampling,75.82,555,732
2008,87,0,25345,Carl Pettersson,75.73,696,919
2008,88,0,21949,Joe Ogilvie,75.66,662,875
2008,89,0,23108,Matt Kuchar,75.5,567,751
2008,89,0,1724,Jeff Maggert,75.5,604,800
2008,91,0,6197,Michael Allen,75.4,665,882
2008,92,0,23125,Brad Elder,75.33,394,523
2008,93,0,23497,Tag Ridings,75.28,536,712
2008,94,0,23048,Eric Axley,75.12,643,856
2008,95,0,1677,Tom Lehman,75.11,332,442
2008,96,0,23541,Ben Crane,75.09,609,811
2008,97,0,26679,Kevin Stadler,75.07,533,710
2008,98,0,25349,Tim Wilkinson,75.06,608,810
2008,99,0,1313,Steve Elkington,75.0,618,824
2008,99,0,7457,Steve Flesch,75.0,606,808
2008,101,0,12309,Bob Sowards,74.95,350,467
2008,102,0,10875,Todd Demsey,74.93,532,710
2008,102,0,20104,Ken Duke,74.93,753,1005
2008,104,0,26420,Richard Johnson,74.9,361,482
2008,105,0,6522,Ernie Els,74.81,297,397
2008,106,0,27649,Brandt Snedeker,74.68,531,711
2008,107,0,21633,Steve Allan,74.63,303,406
2008,108,0,24024,Zach Johnson,74.6,649,870
2008,108,0,12705,Cliff Kresge,74.6,517,693
2008,110,0,20623,Gavin Coles,74.57,343,460
2008,111,0,11032,Frank Lickliter II,74.56,721,967
2008,112,0,26300,Matt Jones,74.53,515,691
2008,113,0,2206,David Toms,74.32,463,623
2008,114,0,20127,Chris Riley,74.31,295,397
2008,115,0,23614,Rich Beem,74.29,624,840
2008,116,0,25632,Jimmy Walker,74.27,355,478
2008,117,0,26476,Chez Reavie,74.22,734,989
2008,118,0,24912,Will MacKenzie,74.21,400,539
2008,119,0,6034,Marco Dawson,74.09,346,467
2008,119,0,22806,Doug LaBelle II,74.09,409,552
2008,121,0,20098,Stuart Appleby,74.05,505,682
2008,122,0,19803,Ryan Armour,74.04,596,805
2008,123,0,20634,Peter Lonard,74.01,598,808
2008,124,0,1941,Tom Pernice Jr.,73.97,685,926
2008,125,0,19913,Ron Whittaker,73.96,355,480
2008,126,0,12652,Cameron Beckman,73.92,550,744
2008,127,0,28780,Nicholas Thompson,73.9,736,996
2008,128,0,20472,Alex Cejka,73.89,464,628
2008,129,0,8075,Jerry Kelly,73.84,573,776
2008,130,0,22293,Heath Slocum,73.81,792,1073
2008,131,0,10505,Shane Bertsch,73.75,694,941
2008,132,0,22548,Patrick Sheehan,73.72,791,1073
2008,133,0,10425,Jay Williamson,73.63,631,857
2008,134,0,23135,Tim Clark,73.55,595,809
2008,134,0,1577,Lee Janzen,73.55,534,726
2008,136,0,28089,Jason Day,73.5,502,683
2008,137,0,12826,Paul Claxton,73.49,413,562
2008,138,0,2239,Scott Verplank,73.41,613,835
2008,139,0,27561,Nick Flanagan,73.38,543,740
2008,139,0,26668,Marc Turnesa,73.38,554,755
2008,141,0,1948,Tim Petrovic,73.33,605,825
2008,142,0,9011,David Duval,73.28,255,348
2008,143,0,7547,Craig Kanada,73.2,418,571
2008,144,0,1024,Billy Andrade,73.19,404,552
2008,145,0,26951,Johnson Wagner,73.13,498,681
2008,146,0,24925,Jonathan Byrd,73.09,584,799
2008,147,0,22621,Ben Curtis,73.01,522,715
2008,148,0,23540,Jason Allred,72.94,318,436
2008,149,0,10585,Scott McCarron,72.91,444,609
2008,150,0,22046,Geoff Ogilvy,72.83,378,519
2008,151,0,26695,Michael Letzig,72.81,549,754
2008,152,0,25190,Jeff Quinney,72.78,548,753
2008,153,0,1473,Todd Hamilton,72.73,624,858
2008,154,0,6251,Chris DiMarco,72.68,556,765
2008,155,0,21350,Ryuji Imada,72.63,483,665
2008,156,0,1388,Robert Gamez,72.61,570,785
2008,157,0,25594,Travis Perkins,72.57,254,350
2008,158,0,1161,Mark Calcavecchia,72.52,438,604
2008,159,0,26631,Cody Freeman,72.47,358,494
2008,160,0,27613,David Lutterus,72.44,326,450
2008,161,0,26596,Ryan Moore,72.42,478,660
2008,162,0,23797,Brett Rumford,72.4,383,529
2008,163,0,20157,Retief Goosen,72.39,333,460
2008,164,0,12660,Jesper Parnevik,72.33,515,712
2008,165,0,22371,Aaron Baddeley,72.3,441,610
2008,166,0,24449,Parker McLachlin,72.28,498,689
2008,167,0,25396,Kevin Na,72.27,662,916
2008,168,0,20850,Daniel Chopra,72.22,442,612
2008,169,0,8931,Glen Day,72.17,402,557
2008,170,0,20378,Mathias Grönberg,72.14,523,725
2008,171,0,1797,Rocco Mediate,72.1,566,785
2008,172,0,12680,Shigeki Maruyama,71.91,256,356
2008,173,0,20443,Jin Park,71.88,529,736
2008,174,0,21461,Kenneth Ferrie,71.83,436,607
2008,175,0,12782,Tim Herron,71.65,566,790
2008,176,0,21753,Brian Davis,71.56,780,1090
2008,177,0,20382,Stephen Leaney,71.55,327,457
2008,178,0,8537,J.P. Hayes,71.53,422,590
2008,179,0,25562,Andres Romero,71.52,354,495
2008,180,0,1142,Bart Bryant,71.46,596,834
2008,180,0,24138,Ian Poulter,71.46,293,410
2008,182,0,25720,Chad Collins,71.22,386,542
2008,183,0,23157,Richard Johnson,70.94,398,561
2008,184,0,19846,Brian Gay,70.91,668,942
2008,185,0,22348,Nick O'Hern,70.79,572,808
2008,186,0,1139,Olin Browne,70.76,593,838
2008,187,0,22913,John Rollins,70.63,630,892
2008,188,0,26500,Alejandro Cañizares,70.6,269,381
2008,189,0,27060,John Mallinger,70.48,647,918
2008,190,0,22582,Kyle Thompson,70.38,392,557
2008,191,0,8385,Omar Uresti,70.1,511,729
2008,192,0,6643,Paul Goydos,69.6,538,773
2008,193,0,23718,Nathan Green,69.47,546,786
2008,194,0,6012,Greg Kraft,69.45,366,527
2008,195,0,20766,Padraig Harrington,68.19,283,415
2008,196,0,1707,Steve Lowery,68.17,422,619
2008,197,0,1928,Corey Pavin,64.53,402,623
2007,1,0,20105,Jeff Gove,81.97,773,943
2007,2,0,20229,Stewart Cink,81.09,566,698
2007,3,0,24502,Adam Scott,80.99,460,568
2007,4,0,8793,Tiger Woods,80.79,408,505
2007,5,0,10885,Robert Allenby,80.13,609,760
2007,6,0,20498,Briny Baird,80.02,821,1026
2007,7,0,24357,K.J. Choi,79.79,616,772
2007,8,0,20382,Stephen Leaney,79.63,598,751
2007,9,0,12652,Cameron Beckman,79.54,692,870
2007,10,0,1810,Phil Mickelson,79.33,449,566
2007,11,0,26951,Johnson Wagner,79.29,689,869
2007,12,0,25804,Bubba Watson,79.19,491,620
2007,13,0,1677,Tom Lehman,78.92,438,555
2007,14,0,27933,John Merrick,78.84,596,756
2007,15,0,10733,Kent Jones,78.64,729,927
2007,16,0,6527,Steve Stricker,78.6,562,715
2007,17,0,27770,Camilo Villegas,78.57,539,686
2007,18,0,1024,Billy Andrade,78.46,572,729
2007,19,0,6595,Kevin Sutherland,78.44,564,719
2007,20,0,28486,Michael Putnam,78.4,606,773
2007,21,0,20472,Alex Cejka,78.24,579,740
2007,22,0,24781,Hunter Mahan,78.09,677,867
2007,23,0,19824,Craig Barlow,78.05,345,442
2007,24,0,27095,Nick Watney,78.03,579,742
2007,25,0,12782,Tim Herron,78.02,632,810
2007,26,0,23788,D.J. Trahan,77.94,703,902
2007,27,0,20691,Greg Owen,77.89,553,710
2007,28,0,21961,Charles Howell III,77.82,463,595
2007,29,0,20574,Mathew Goggin,77.8,708,910
2007,30,0,21959,Ted Purdy,77.75,685,881
2007,31,0,10809,Jim Furyk,77.65,667,859
2007,32,0,24290,D.J. Brigman,77.55,425,548
2007,33,0,23108,Matt Kuchar,77.53,583,752
2007,34,0,1035,Tommy Armour III,77.48,585,755
2007,34,0,7457,Steve Flesch,77.48,688,888
2007,36,0,25900,Lucas Glover,77.43,676,873
2007,37,0,6567,Vijay Singh,77.42,648,837
2007,38,0,7749,Brett Quigley,77.41,473,611
2007,39,0,24912,Will MacKenzie,77.39,671,867
2007,40,0,24361,Pat Perez,77.34,529,684
2007,41,0,23322,Brett Wetterich,77.32,549,710
2007,42,0,10860,Justin Leonard,77.28,721,933
2007,43,0,22378,Trevor Immelman,77.26,479,620
2007,43,0,20645,John Senden,77.26,693,897
2007,45,0,24358,Robert Garrigus,77.21,542,702
2007,46,0,6197,Michael Allen,77.19,484,627
2007,47,0,26420,Richard Johnson,77.11,640,830
2007,48,0,21805,Harrison Frazar,77.07,511,663
2007,49,0,27963,Chris Stroud,77.05,460,597
2007,50,0,23353,J.J. Henry,76.93,587,763
2007,51,0,2104,Jeff Sluman,76.79,354,461
2007,51,0,2223,Bob Tway,76.79,642,836
2007,53,0,25686,Jason Dufner,76.77,651,848
2007,54,0,12510,Chad Campbell,76.67,608,793
2007,55,0,1945,Kenny Perry,76.64,571,745
2007,56,0,24924,Bill Haas,76.57,598,781
2007,56,0,29476,Kyle Reifers,76.57,438,572
2007,58,0,6034,Marco Dawson,76.56,454,593
2007,59,0,26882,Michael Sim,76.55,346,452
2007,60,0,28475,Jeff Overton,76.5,394,515
2007,61,0,20378,Mathias Grönberg,76.49,605,791
2007,62,0,1766,Billy Mayfair,76.48,738,965
2007,62,0,27649,Brandt Snedeker,76.48,644,842
2007,64,0,23623,Bo Van Pelt,76.39,686,898
2007,65,0,20160,Charlie Wi,76.38,624,817
2007,66,0,21731,Freddie Jacobson,76.36,478,626
2007,67,0,2036,Jim Rutledge,76.25,395,518
2007,68,0,20572,Rod Pampling,76.21,612,803
2007,69,0,23638,Brendon de Jonge,76.13,453,595
2007,69,0,23497,Tag Ridings,76.13,303,398
2007,71,0,22913,John Rollins,76.12,698,917
2007,72,0,6621,Joe Durant,76.08,687,903
2007,73,0,21633,Steve Allan,76.06,375,493
2007,74,0,23320,Ryan Palmer,76.05,559,735
2007,75,0,6004,Stephen Ames,76.04,546,718
2007,76,0,12680,Shigeki Maruyama,75.92,555,731
2007,77,0,21949,Joe Ogilvie,75.9,633,834
2007,78,0,22405,Justin Rose,75.85,402,530
2007,79,0,26881,Jarrod Lyle,75.81,470,620
2007,79,0,21878,Mark Wilson,75.81,586,773
2007,81,0,2246,Duffy Waldorf,75.8,476,628
2007,81,0,23349,Charles Warren,75.8,714,942
2007,83,0,12705,Cliff Kresge,75.79,692,913
2007,84,0,1577,Lee Janzen,75.76,400,528
2007,85,0,26289,Boo Weekley,75.74,665,878
2007,86,0,1161,Mark Calcavecchia,75.71,614,811
2007,87,0,8075,Jerry Kelly,75.7,704,930
2007,88,0,23613,Rich Barcelo,75.67,479,633
2007,89,0,28158,Steve Marino,75.66,656,867
2007,90,0,24140,Sean O'Hair,75.65,674,891
2007,91,0,22295,Darron Stiles,75.64,441,583
2007,92,0,25273,Andrew Buckle,75.61,462,611
2007,93,0,21209,Sergio Garcia,75.58,393,520
2007,94,0,2206,David Toms,75.53,531,703
2007,94,0,2214,Kirk Triplett,75.53,571,756
2007,96,0,24980,Scott Gutschewski,75.46,372,493
2007,97,0,29718,Anthony Kim,75.45,593,786
2007,98,0,8123,Jeff Brehaut,75.43,396,525
2007,99,0,23800,Bryce Molder,75.42,313,415
2007,100,0,12660,Jesper Parnevik,75.31,549,729
2007,101,0,24925,Jonathan Byrd,75.29,460,611
2007,102,0,19803,Ryan Armour,75.27,761,1011
2007,103,0,8537,J.P. Hayes,75.23,571,759
2007,104,0,11123,Chris Couch,75.21,452,601
2007,105,0,20433,Mark Hensby,75.17,539,717
2007,106,0,21350,Ryuji Imada,75.15,617,821
2007,107,0,27120,Troy Matteson,75.14,547,728
2007,108,0,21470,Daisuke Maruyama,75.13,580,772
2007,109,0,26596,Ryan Moore,75.09,618,823
2007,110,0,6522,Ernie Els,75.05,349,465
2007,111,0,20634,Peter Lonard,75.03,565,753
2007,111,0,25190,Jeff Quinney,75.03,658,877
2007,113,0,1706,Davis Love III,75.0,402,536
2007,113,0,22046,Geoff Ogilvy,75.0,486,648
2007,115,0,1320,Bob Estes,74.97,602,803
2007,115,0,6515,Shaun Micheel,74.97,626,835
2007,117,0,27141,J.B. Holmes,74.96,425,567
2007,118,0,1707,Steve Lowery,74.92,493,658
2007,119,0,2101,Joey Sindelar,74.89,510,681
2007,120,0,11032,Frank Lickliter II,74.86,652,871
2007,120,0,25345,Carl Pettersson,74.86,688,919
2007,122,0,8375,Paul Stankowski,74.81,300,401
2007,123,0,7547,Craig Kanada,74.77,723,967
2007,124,0,7867,Woody Austin,74.73,627,839
2007,125,0,1724,Jeff Maggert,74.69,543,727
2007,126,0,23048,Eric Axley,74.64,624,836
2007,127,0,12716,Charley Hoffman,74.55,577,774
2007,128,0,22371,Aaron Baddeley,74.52,503,675
2007,129,0,20127,Chris Riley,74.5,409,549
2007,130,0,20850,Daniel Chopra,74.48,610,819
2007,131,0,22892,Jason Gore,74.47,566,760
2007,132,0,22806,Doug LaBelle II,74.41,756,1016
2007,133,0,12195,Tom Johnson,74.34,481,647
2007,134,0,20157,Retief Goosen,74.31,269,362
2007,135,0,1388,Robert Gamez,74.26,603,812
2007,136,0,23325,Vaughn Taylor,74.23,579,780
2007,137,0,10425,Jay Williamson,74.21,377,508
2007,138,0,20098,Stuart Appleby,74.19,460,620
2007,139,0,21646,David Branshaw,74.08,563,760
2007,140,0,22621,Ben Curtis,74.02,564,762
2007,141,0,23614,Rich Beem,73.99,603,815
2007,142,0,27702,Matt Hendrix,73.92,394,533
2007,143,0,26679,Kevin Stadler,73.86,568,769
2007,144,0,24507,Jason Bohn,73.69,381,517
2007,145,0,21806,Paul Gow,73.68,445,604
2007,146,0,1142,Bart Bryant,73.65,626,850
2007,147,0,21753,Brian Davis,73.6,750,1019
2007,148,0,6251,Chris DiMarco,73.58,468,636
2007,149,0,25892,Steve Wheatcroft,73.55,470,639
2007,150,0,10423,Mike Weir,73.52,533,725
2007,151,0,1249,John Daly,73.49,255,347
2007,152,0,10213,Dicky Pride,73.42,431,587
2007,153,0,24024,Zach Johnson,73.4,563,767
2007,154,0,2239,Scott Verplank,73.28,595,812
2007,155,0,1948,Tim Petrovic,73.26,652,890
2007,156,0,12714,Chris Tidland,73.21,347,474
2007,157,0,1157,Tom Byrum,73.13,351,480
2007,158,0,12602,Dean Wilson,73.03,601,823
2007,159,0,1797,Rocco Mediate,72.98,497,681
2007,160,0,25396,Kevin Na,72.83,536,736
2007,161,0,22212,Craig Lile,72.78,484,665
2007,162,0,20104,Ken Duke,72.75,769,1057
2007,163,0,22293,Heath Slocum,72.74,750,1031
2007,164,0,8931,Glen Day,72.7,578,795
2007,165,0,24138,Ian Poulter,72.61,387,533
2007,166,0,20859,Anders Hansen,72.5,348,480
2007,167,0,1132,Mark Brooks,72.49,361,498
2007,168,0,22348,Nick O'Hern,72.41,433,598
2007,169,0,24457,Jaco Van Zyl,72.34,340,470
2007,170,0,8881,Tripp Isenhour,72.32,533,737
2007,171,0,10117,Bob Heintz,72.29,527,729
2007,172,0,23718,Nathan Green,72.27,615,851
2007,173,0,23983,Luke Donald,72.2,465,644
2007,174,0,7223,Brian Bateman,72.14,303,420
2007,175,0,27060,John Mallinger,72.06,673,934
2007,176,0,20766,Padraig Harrington,71.86,360,501
2007,177,0,24449,Parker McLachlin,71.75,452,630
2007,178,0,24490,George McNeill,71.73,543,757
2007,179,0,23933,Michael Boyd,71.72,426,594
2007,180,0,1313,Steve Elkington,71.53,593,829
2007,181,0,21660,Jason Schultz,71.4,357,500
2007,182,0,26360,Bubba Dickerson,71.29,288,404
2007,183,0,19846,Brian Gay,71.12,746,1049
2007,184,0,20623,Gavin Coles,71.09,578,813
2007,184,0,20628,Arron Oberholser,71.09,418,588
2007,186,0,23621,Rory Sabbatini,70.93,466,657
2007,187,0,1473,Todd Hamilton,70.79,429,606
2007,188,0,7363,Craig Bowden,70.75,549,776
2007,189,0,1941,Tom Pernice Jr.,70.71,688,973
2007,190,0,6373,José María Olazábal,70.54,249,353
2007,191,0,21528,Henrik Stenson,69.84,257,368
2007,192,0,1928,Corey Pavin,69.83,544,779
2007,193,0,6643,Paul Goydos,69.45,391,563
2007,194,0,23135,Tim Clark,68.94,424,615
2007,195,0,1381,Fred Funk,68.07,437,642
2007,196,0,19972,José Coceres,66.46,323,486
2006,1,0,8793,Tiger Woods,82.58,365,442
2006,2,0,24502,Adam Scott,82.17,484,589
2006,3,0,23353,J.J. Henry,81.62,635,778
2006,4,0,6350,Bob May,80.68,430,533
2006,5,0,20645,John Senden,80.55,679,843
2006,6,0,24912,Will MacKenzie,80.52,620,770
2006,7,0,25804,Bubba Watson,80.21,454,566
2006,8,0,2106,Chris Smith,80.03,493,616
2006,9,0,21646,David Branshaw,80.0,744,930
2006,10,0,19824,Craig Barlow,79.9,473,592
2006,10,0,24925,Jonathan Byrd,79.9,469,587
2006,12,0,22378,Trevor Immelman,79.87,595,745
2006,13,0,1677,Tom Lehman,79.76,406,509
2006,14,0,20105,Jeff Gove,79.75,634,795
2006,15,0,6515,Shaun Micheel,79.72,637,799
2006,16,0,20157,Retief Goosen,79.58,382,480
2006,17,0,27141,J.B. Holmes,79.25,462,583
2006,18,0,12716,Charley Hoffman,79.19,628,793
2006,19,0,21878,Mark Wilson,79.07,563,712
