YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
2013,145,0,28092,D.H. Lee,71.93,1007,14
2013,146,0,10885,Robert Allenby,72.0,1008,14
2013,146,0,23452,Nicolas Colsaerts,72.0,432,6
2013,146,0,30163,Henrik Norlander,72.0,1224,17
2013,146,0,20572,Rod Pampling,72.0,432,6
2013,146,0,8793,Tiger Woods,72.0,72,1
2013,151,0,27129,Luke List,72.09,793,11
2013,152,0,28455,Will Claxton,72.1,721,10
2013,153,0,20848,Ángel Cabrera,72.13,577,8
2013,153,0,35539,Luke Guthrie,72.13,1082,15
2013,155,0,12716,Charley Hoffman,72.17,866,12
2013,156,0,24138,Ian Poulter,72.2,361,5
2013,157,0,24140,Sean O'Hair,72.25,867,12
2013,158,0,23788,D.J. Trahan,72.29,506,7
2013,159,0,28310,Lee Williams,72.3,723,10
2013,160,0,20443,Jin Park,72.33,868,12
2013,160,0,25562,Andres Romero,72.33,651,9
2013,162,0,30711,Colt Knost,72.35,1230,17
2013,163,0,30750,Tommy Gainey,72.42,1376,19
2013,164,0,37273,Derek Ernst,72.5,1160,16
2013,164,0,1810,Phil Mickelson,72.5,145,2
2013,166,0,1116,Michael Bradley,72.53,1233,17
2013,167,0,27095,Nick Watney,72.55,798,11
2013,168,0,33869,Eric Meierdierks,72.58,871,12
2013,169,0,27936,Martin Laird,72.61,1307,18
2013,170,0,32698,Bobby Gates,72.67,654,9
2013,171,0,30852,Ryo Ishikawa,72.73,1091,15
2013,172,0,24227,Justin Bolli,72.75,873,12
2013,173,0,22046,Geoff Ogilvy,72.83,874,12
2013,174,0,12782,Tim Herron,73.0,657,9
2013,174,0,23108,Matt Kuchar,73.0,73,1
2013,176,0,25444,Justin Hicks,73.13,585,8
2013,177,0,32334,Charlie Beljan,73.28,1319,18
2013,178,0,29425,Andrew Svoboda,73.33,440,6
2012,1,0,25804,Bubba Watson,65.0,65,1
2012,2,0,23983,Luke Donald,66.0,132,2
2012,3,0,22405,Justin Rose,68.0,272,4
2012,3,0,6527,Steve Stricker,68.0,68,1
2012,3,0,8793,Tiger Woods,68.0,68,1
2012,6,0,27649,Brandt Snedeker,68.25,546,8
2012,7,0,25686,Jason Dufner,68.57,480,7
2012,8,0,10809,Jim Furyk,68.75,550,8
2012,9,0,23638,Brendon de Jonge,68.94,1241,18
2012,10,0,1810,Phil Mickelson,69.0,69,1
2012,10,0,24502,Adam Scott,69.0,276,4
2012,12,0,20645,John Senden,69.2,692,10
2012,13,0,32102,Rickie Fowler,69.25,277,4
2012,13,0,23108,Matt Kuchar,69.25,277,4
2012,15,0,22046,Geoff Ogilvy,69.27,762,11
2012,16,0,21209,Sergio Garcia,69.75,279,4
2012,17,0,20229,Stewart Cink,69.78,628,9
2012,18,0,1724,Jeff Maggert,69.81,1117,16
2012,19,0,6567,Vijay Singh,69.92,909,13
2012,20,0,27120,Troy Matteson,69.94,1189,17
2012,21,0,22913,John Rollins,70.0,1050,15
2012,22,0,29289,S.Y. Noh,70.05,1331,19
2012,23,0,27895,Jonas Blixt,70.08,911,13
2012,24,0,27644,Brian Harman,70.09,771,11
2012,25,0,23135,Tim Clark,70.13,561,8
2012,25,0,29926,Danny Lee,70.13,1052,15
2012,27,0,24140,Sean O'Hair,70.2,1053,15
2012,28,0,23623,Bo Van Pelt,70.25,843,12
2012,29,0,27933,John Merrick,70.27,1546,22
2012,29,0,24361,Pat Perez,70.27,773,11
2012,31,0,8725,Tom Gillis,70.31,914,13
2012,31,0,23718,Nathan Green,70.31,1125,16
2012,31,0,26300,Matt Jones,70.31,914,13
2012,31,0,1797,Rocco Mediate,70.31,914,13
2012,35,0,12652,Cameron Beckman,70.33,844,12
2012,36,0,24494,Erik Compton,70.38,1126,16
2012,37,0,24024,Zach Johnson,70.4,352,5
2012,38,0,32366,Kevin Chappell,70.44,634,9
2012,39,0,26758,David Hearn,70.47,1339,19
2012,40,0,28259,Sangmoon Bae,70.5,846,12
2012,40,0,26329,Louis Oosthuizen,70.5,564,8
2012,40,0,21528,Henrik Stenson,70.5,282,4
2012,43,0,27466,Spencer Levin,70.53,1058,15
2012,44,0,22378,Trevor Immelman,70.55,776,11
2012,45,0,12510,Chad Campbell,70.56,1129,16
2012,46,0,28455,Will Claxton,70.57,1482,21
2012,46,0,24924,Bill Haas,70.57,494,7
2012,46,0,29478,Kevin Kisner,70.57,988,14
2012,49,0,27095,Nick Watney,70.6,353,5
2012,50,0,34174,John Huh,70.62,1836,26
2012,50,0,24490,George McNeill,70.62,1483,21
2012,52,0,19846,Brian Gay,70.63,1342,19
2012,52,0,28308,Troy Kelly,70.63,1130,16
2012,54,0,29910,Blake Adams,70.65,1201,17
2012,54,0,30926,Chris Kirk,70.65,1413,20
2012,56,0,20396,Lee Westwood,70.67,212,3
2012,57,0,23320,Ryan Palmer,70.68,1343,19
2012,58,0,27936,Martin Laird,70.69,1131,16
2012,59,0,1116,Michael Bradley,70.71,990,14
2012,59,0,27141,J.B. Holmes,70.71,990,14
2012,59,0,28475,Jeff Overton,70.71,1697,24
2012,59,0,23621,Rory Sabbatini,70.71,1202,17
2012,63,0,24925,Jonathan Byrd,70.73,778,11
2012,63,0,26679,Kevin Stadler,70.73,778,11
2012,65,0,24846,Ricky Barnes,70.75,1132,16
2012,65,0,34021,Bud Cauley,70.75,849,12
2012,67,0,10860,Justin Leonard,70.77,920,13
2012,68,0,21961,Charles Howell III,70.79,1345,19
2012,68,0,23800,Bryce Molder,70.79,991,14
2012,70,0,32200,Roberto Castro,70.81,1133,16
2012,71,0,23409,James Driscoll,70.86,992,14
2012,71,0,35139,Richard Lee,70.86,496,7
2012,71,0,25892,Steve Wheatcroft,70.86,992,14
2012,74,0,23204,Gary Christian,70.88,1134,16
2012,74,0,34099,Harris English,70.88,1134,16
2012,74,0,22293,Heath Slocum,70.88,1134,16
2012,77,0,33419,Cameron Tringale,70.9,1418,20
2012,78,0,26289,Boo Weekley,70.91,780,11
2012,79,0,22621,Ben Curtis,70.93,993,14
2012,80,0,20160,Charlie Wi,70.94,1206,17
2012,81,0,32698,Bobby Gates,70.95,1561,22
2012,82,0,24507,Jason Bohn,71.0,1349,19
2012,82,0,33141,Keegan Bradley,71.0,71,1
2012,82,0,23541,Ben Crane,71.0,994,14
2012,82,0,1320,Bob Estes,71.0,1136,16
2012,82,0,33122,Russell Knox,71.0,710,10
2012,82,0,25572,Graeme McDowell,71.0,497,7
2012,82,0,27302,Garth Mulroy,71.0,852,12
2012,82,0,27064,Jhonattan Vegas,71.0,994,14
2012,90,0,12782,Tim Herron,71.06,1208,17
2012,90,0,8075,Jerry Kelly,71.06,1208,17
2012,92,0,30110,Kyle Stanley,71.07,995,14
2012,93,0,29476,Kyle Reifers,71.08,853,12
2012,94,0,30750,Tommy Gainey,71.09,782,11
2012,94,0,31202,William McGirt,71.09,1564,22
2012,96,0,30852,Ryo Ishikawa,71.14,498,7
2012,97,0,28093,Miguel Angel Carballo,71.18,1210,17
2012,98,0,25240,D.A. Points,71.2,1424,20
2012,98,0,26287,Roland Thatcher,71.2,1068,15
2012,98,0,32150,Michael Thompson,71.2,1068,15
2012,101,0,20572,Rod Pampling,71.21,997,14
2012,102,0,20098,Stuart Appleby,71.22,641,9
2012,103,0,21753,Brian Davis,71.25,855,12
2012,103,0,6522,Ernie Els,71.25,285,4
2012,103,0,30925,Dustin Johnson,71.25,285,4
2012,106,0,23353,J.J. Henry,71.28,1283,18
2012,107,0,20593,Greg Chalmers,71.29,998,14
2012,107,0,27770,Camilo Villegas,71.29,499,7
2012,109,0,1766,Billy Mayfair,71.33,1070,15
2012,110,0,12716,Charley Hoffman,71.36,1784,25
2012,111,0,6034,Marco Dawson,71.38,928,13
2012,111,0,28500,Martin Flores,71.38,928,13
2012,111,0,26596,Ryan Moore,71.38,1142,16
2012,114,0,6573,Brandt Jobe,71.4,714,10
2012,115,0,26476,Chez Reavie,71.41,1571,22
2012,116,0,20848,Ángel Cabrera,71.44,643,9
2012,117,0,27797,Derek Lamely,71.46,929,13
2012,118,0,25632,Jimmy Walker,71.47,1072,15
2012,119,0,25834,Daniel Summerhays,71.5,1287,18
2012,120,0,6251,Chris DiMarco,71.53,1216,17
2012,121,0,32334,Charlie Beljan,71.55,787,11
2012,121,0,30944,Jason Kokrak,71.55,787,11
2012,121,0,27214,Kevin Streelman,71.55,1431,20
2012,124,0,19970,Robert Karlsson,71.56,644,9
2012,125,0,20623,Gavin Coles,71.57,1002,14
2012,126,0,25345,Carl Pettersson,71.59,1217,17
2012,127,0,28307,Matt Every,71.61,1289,18
2012,128,0,20574,Mathew Goggin,71.62,1504,21
2012,129,0,25818,Scott Piercy,71.63,1146,16
2012,130,0,21805,Harrison Frazar,71.67,1075,15
2012,130,0,25396,Kevin Na,71.67,1075,15
2012,132,0,20104,Ken Duke,71.68,1577,22
2012,133,0,21350,Ryuji Imada,71.71,1219,17
2012,133,0,23325,Vaughn Taylor,71.71,1219,17
2012,135,0,26851,Marc Leishman,71.73,789,11
2012,136,0,26331,Charl Schwartzel,71.75,287,4
2012,137,0,26951,Johnson Wagner,71.76,1220,17
2012,138,0,24604,Hunter Haas,71.79,1005,14
2012,139,0,1706,Davis Love III,71.8,359,5
2012,139,0,27060,John Mallinger,71.8,1077,15
2012,141,0,24358,Robert Garrigus,71.82,1221,17
2012,142,0,24138,Ian Poulter,71.83,431,6
2012,142,0,27963,Chris Stroud,71.83,1293,18
2012,144,0,10885,Robert Allenby,71.86,1509,21
2012,145,0,24663,Y.E. Yang,71.91,791,11
2012,146,0,23788,D.J. Trahan,71.92,863,12
2012,147,0,22371,Aaron Baddeley,71.94,1151,16
2012,147,0,25457,Alexandre Rocha,71.94,1295,18
2012,149,0,24357,K.J. Choi,72.0,360,5
2012,149,0,11123,Chris Couch,72.0,216,3
2012,149,0,29420,Billy Horschel,72.0,864,12
2012,149,0,21731,Freddie Jacobson,72.0,720,10
2012,149,0,24940,Edward Loar,72.0,864,12
2012,154,0,21407,Arjun Atwal,72.04,1729,24
2012,155,0,23548,Bill Lunde,72.06,1225,17
2012,155,0,21878,Mark Wilson,72.06,1225,17
2012,157,0,20070,Matt Bettencourt,72.13,1082,15
2012,157,0,27436,Graham DeLaet,72.13,1154,16
2012,159,0,31558,J.J. Killeen,72.21,1372,19
2012,160,0,22348,Nick O'Hern,72.22,1300,18
2012,161,0,29518,Brendan Steele,72.29,1229,17
2012,161,0,27330,Josh Teater,72.29,1012,14
2012,163,0,1249,John Daly,72.33,434,6
2012,163,0,22582,Kyle Thompson,72.33,868,12
2012,165,0,6004,Stephen Ames,72.36,796,11
2012,166,0,33120,Mark Anderson,72.43,1666,23
2012,166,0,20766,Padraig Harrington,72.43,507,7
2012,168,0,28087,Kris Blanks,72.5,1160,16
2012,168,0,24781,Hunter Mahan,72.5,435,6
2012,168,0,20691,Greg Owen,72.5,1160,16
2012,171,0,30927,Brendon Todd,72.59,1234,17
2012,172,0,22548,Patrick Sheehan,72.63,1162,16
2012,173,0,29479,Scott Brown,72.67,1308,18
2012,173,0,2206,David Toms,72.67,436,6
2012,175,0,22961,David Mathis,72.75,873,12
2012,176,0,27556,Ted Potter Jr.,72.79,1383,19
2012,177,0,1941,Tom Pernice Jr.,72.8,728,10
2012,178,0,23903,Stephen Gangluff,72.88,1166,16
2012,179,0,31323,Gary Woodland,72.9,729,10
2012,180,0,25562,Andres Romero,73.0,657,9
2012,181,0,27974,Sung Kang,73.06,1315,18
2012,182,0,23542,Tommy Biershenk,73.11,1316,18
2012,183,0,6036,Scott Dunlap,73.2,1098,15
2012,184,0,20850,Daniel Chopra,73.27,806,11
2012,185,0,10213,Dicky Pride,73.31,953,13
2012,186,0,29221,Webb Simpson,73.33,220,3
2012,187,0,30692,Scott Stallings,73.42,881,12
2012,188,0,28089,Jason Day,73.75,590,8
2012,189,0,30711,Colt Knost,74.08,889,12
2012,190,0,29222,Billy Hurley III,74.22,1336,18
2011,1,0,2206,David Toms,68.67,412,6
2011,2,0,27095,Nick Watney,68.71,481,7
2011,3,0,27141,J.B. Holmes,68.73,756,11
2011,4,0,24924,Bill Haas,68.82,757,11
2011,5,0,11123,Chris Couch,69.0,483,7
2011,5,0,23983,Luke Donald,69.0,138,2
2011,7,0,27936,Martin Laird,69.07,967,14
2011,8,0,29221,Webb Simpson,69.1,691,10
2011,9,0,24781,Hunter Mahan,69.11,622,9
2011,10,0,22371,Aaron Baddeley,69.18,761,11
2011,11,0,32102,Rickie Fowler,69.2,692,10
2011,12,0,8075,Jerry Kelly,69.37,1318,19
2011,13,0,25632,Jimmy Walker,69.4,1041,15
2011,14,0,6527,Steve Stricker,69.43,486,7
2011,15,0,8375,Paul Stankowski,69.54,904,13
2011,16,0,23108,Matt Kuchar,69.57,487,7
2011,17,0,21961,Charles Howell III,69.58,1322,19
2011,18,0,28620,Aron Price,69.6,696,10
2011,19,0,26758,David Hearn,69.63,557,8
2011,20,0,25686,Jason Dufner,69.67,1045,15
2011,21,0,26289,Boo Weekley,69.77,907,13
2011,22,0,1313,Steve Elkington,69.78,628,9
2011,22,0,24138,Ian Poulter,69.78,628,9
2011,22,0,26331,Charl Schwartzel,69.78,628,9
2011,25,0,21878,Mark Wilson,69.8,1047,15
2011,26,0,28486,Michael Putnam,69.85,908,13
2011,27,0,23541,Ben Crane,69.93,1049,15
2011,28,0,28087,Kris Blanks,69.94,1119,16
2011,29,0,22046,Geoff Ogilvy,70.0,630,9
2011,29,0,27770,Camilo Villegas,70.0,560,8
2011,29,0,31323,Gary Woodland,70.0,560,8
2011,32,0,23325,Vaughn Taylor,70.07,1051,15
2011,33,0,27064,Jhonattan Vegas,70.08,841,12
2011,34,0,24925,Jonathan Byrd,70.1,701,10
2011,34,0,22405,Justin Rose,70.1,701,10
2011,36,0,24507,Jason Bohn,70.15,912,13
2011,37,0,27466,Spencer Levin,70.19,1474,21
2011,38,0,20498,Briny Baird,70.23,913,13
2011,39,0,20229,Stewart Cink,70.25,562,8
2011,39,0,1706,Davis Love III,70.25,562,8
2011,41,0,21731,Freddie Jacobson,70.27,1054,15
2011,42,0,24024,Zach Johnson,70.3,703,10
2011,42,0,26596,Ryan Moore,70.3,703,10
2011,44,0,28158,Steve Marino,70.38,915,13
2011,44,0,23497,Tag Ridings,70.38,1126,16
2011,46,0,21209,Sergio Garcia,70.4,352,5
2011,46,0,25396,Kevin Na,70.4,1056,15
2011,48,0,12510,Chad Campbell,70.41,1197,17
2011,49,0,24846,Ricky Barnes,70.42,845,12
2011,49,0,26679,Kevin Stadler,70.42,1338,19
2011,51,0,26851,Marc Leishman,70.43,1479,21
2011,52,0,6251,Chris DiMarco,70.44,1127,16
2011,53,0,33419,Cameron Tringale,70.45,1550,22
2011,54,0,20572,Rod Pampling,70.46,916,13
2011,55,0,20593,Greg Chalmers,70.47,1057,15
2011,56,0,30926,Chris Kirk,70.48,1480,21
2011,57,0,7867,Woody Austin,70.5,846,12
2011,57,0,10733,Kent Jones,70.5,846,12
2011,57,0,27933,John Merrick,70.5,846,12
2011,60,0,21753,Brian Davis,70.53,1058,15
2011,60,0,23638,Brendon de Jonge,70.53,1199,17
2011,62,0,12782,Tim Herron,70.54,917,13
2011,63,0,6004,Stephen Ames,70.57,494,7
2011,63,0,24358,Robert Garrigus,70.57,988,14
2011,65,0,31193,Jim Renner,70.58,1341,19
2011,66,0,21350,Ryuji Imada,70.6,1412,20
2011,66,0,1766,Billy Mayfair,70.6,1412,20
2011,66,0,23800,Bryce Molder,70.6,1059,15
2011,69,0,23673,Michael Connell,70.62,918,13
2011,70,0,30110,Kyle Stanley,70.63,1342,19
2011,71,0,29910,Blake Adams,70.65,1837,26
2011,71,0,23548,Bill Lunde,70.65,1201,17
2011,71,0,22348,Nick O'Hern,70.65,1201,17
2011,74,0,27120,Troy Matteson,70.67,1272,18
2011,75,0,10505,Shane Bertsch,70.7,707,10
2011,76,0,20472,Alex Cejka,70.71,495,7
2011,76,0,6515,Shaun Micheel,70.71,990,14
2011,78,0,24490,George McNeill,70.73,778,11
2011,79,0,28089,Jason Day,70.75,283,4
2011,79,0,22378,Trevor Immelman,70.75,566,8
2011,79,0,1810,Phil Mickelson,70.75,283,4
2011,82,0,22961,David Mathis,70.78,1274,18
2011,83,0,25240,D.A. Points,70.79,1699,24
2011,84,0,20160,Charlie Wi,70.8,1062,15
2011,84,0,12602,Dean Wilson,70.8,708,10
2011,86,0,19846,Brian Gay,70.82,1558,22
2011,86,0,25900,Lucas Glover,70.82,779,11
2011,88,0,25345,Carl Pettersson,70.83,1275,18
2011,88,0,23623,Bo Van Pelt,70.83,1275,18
2011,90,0,1577,Lee Janzen,70.85,921,13
2011,91,0,21949,Joe Ogilvie,70.88,1134,16
2011,92,0,24604,Hunter Haas,70.89,1347,19
2011,93,0,27963,Chris Stroud,70.9,1489,21
2011,94,0,10809,Jim Furyk,70.92,922,13
2011,94,0,27214,Kevin Streelman,70.92,922,13
2011,96,0,23353,J.J. Henry,70.94,1277,18
2011,97,0,30750,Tommy Gainey,70.95,1490,21
2011,97,0,6573,Brandt Jobe,70.95,1419,20
2011,99,0,23788,D.J. Trahan,70.96,1703,24
2011,100,0,12716,Charley Hoffman,71.0,1278,18
2011,100,0,27974,Sung Kang,71.0,781,11
2011,100,0,10860,Justin Leonard,71.0,994,14
2011,100,0,25572,Graeme McDowell,71.0,284,4
2011,100,0,20645,John Senden,71.0,1207,17
2011,100,0,26951,Johnson Wagner,71.0,1065,15
2011,100,0,24663,Y.E. Yang,71.0,568,8
2011,107,0,27330,Josh Teater,71.11,1280,18
2011,108,0,29718,Anthony Kim,71.13,569,8
2011,108,0,22293,Heath Slocum,71.13,1067,15
2011,108,0,27649,Brandt Snedeker,71.13,569,8
2011,111,0,1948,Tim Petrovic,71.18,1210,17
2011,112,0,25274,Steven Bowditch,71.2,1424,20
2011,112,0,33413,Ben Martin,71.2,1424,20
2011,112,0,23320,Ryan Palmer,71.2,1068,15
2011,115,0,32150,Michael Thompson,71.21,997,14
2011,116,0,22621,Ben Curtis,71.22,1282,18
2011,117,0,33141,Keegan Bradley,71.23,926,13
2011,118,0,30711,Colt Knost,71.25,855,12
2011,118,0,28475,Jeff Overton,71.25,855,12
2011,118,0,23621,Rory Sabbatini,71.25,1140,16
2011,121,0,28679,Fabián Gómez,71.27,1568,22
2011,121,0,25562,Andres Romero,71.27,1069,15
2011,123,0,32366,Kevin Chappell,71.32,1355,19
2011,124,0,26420,Richard Johnson,71.33,1284,18
2011,124,0,19970,Robert Karlsson,71.33,642,9
2011,124,0,6567,Vijay Singh,71.33,856,12
2011,127,0,22913,John Rollins,71.35,1213,17
2011,128,0,29518,Brendan Steele,71.36,999,14
2011,129,0,6621,Joe Durant,71.38,928,13
2011,129,0,35087,Bio Kim,71.38,1499,21
2011,131,0,20127,Chris Riley,71.4,714,10
2011,132,0,21407,Arjun Atwal,71.41,1571,22
2011,133,0,7457,Steve Flesch,71.42,857,12
2011,134,0,31202,William McGirt,71.44,1143,16
2011,134,0,25818,Scott Piercy,71.44,1143,16
2011,136,0,31401,Zack Miller,71.47,1215,17
2011,137,0,12652,Cameron Beckman,71.5,1001,14
2011,137,0,24357,K.J. Choi,71.5,429,6
2011,137,0,32698,Bobby Gates,71.5,1573,22
2011,137,0,30692,Scott Stallings,71.5,1430,20
2011,141,0,9011,David Duval,71.56,1145,16
2011,142,0,26300,Matt Jones,71.58,1360,19
2011,143,0,1116,Michael Bradley,71.65,1433,20
2011,144,0,29720,Andres Gonzales,71.69,932,13
2011,145,0,20157,Retief Goosen,71.73,789,11
2011,146,0,23718,Nathan Green,71.74,1363,19
2011,147,0,20070,Matt Bettencourt,71.75,1435,20
2011,148,0,26668,Marc Turnesa,71.79,1005,14
2011,149,0,26476,Chez Reavie,71.82,1221,17
2011,150,0,31557,Jim Herman,71.83,1293,18
2011,150,0,24361,Pat Perez,71.83,862,12
2011,152,0,24140,Sean O'Hair,71.88,1150,16
2011,152,0,25834,Daniel Summerhays,71.88,1222,17
2011,154,0,33911,Nate Smith,71.9,1438,20
2011,155,0,20436,Garrett Willis,71.94,1295,18
2011,156,0,20766,Padraig Harrington,72.0,504,7
2011,156,0,29420,Billy Horschel,72.0,792,11
2011,156,0,30925,Dustin Johnson,72.0,648,9
2011,156,0,29478,Kevin Kisner,72.0,1152,16
2011,156,0,27939,Matt McQuillan,72.0,1296,18
2011,156,0,25804,Bubba Watson,72.0,216,3
2011,162,0,20098,Stuart Appleby,72.07,1009,14
2011,163,0,32876,Martin Piller,72.11,1370,19
2011,164,0,10885,Robert Allenby,72.13,1154,16
2011,165,0,26881,Jarrod Lyle,72.14,1587,22
2011,166,0,27797,Derek Lamely,72.15,938,13
2011,167,0,34255,Joseph Bramlett,72.23,939,13
2011,168,0,6643,Paul Goydos,72.27,1084,15
2011,168,0,25457,Alexandre Rocha,72.27,795,11
2011,170,0,24290,D.J. Brigman,72.28,1301,18
2011,171,0,32640,Troy Merritt,72.29,1229,17
2011,172,0,25444,Justin Hicks,72.37,1375,19
2011,173,0,23409,James Driscoll,72.38,579,8
2011,173,0,21805,Harrison Frazar,72.38,941,13
2011,175,0,1797,Rocco Mediate,72.4,724,10
2011,176,0,8537,J.P. Hayes,72.55,798,11
2011,177,0,6522,Ernie Els,72.67,436,6
2011,178,0,10585,Scott McCarron,72.7,727,10
2011,179,0,23614,Rich Beem,72.71,1018,14
2011,180,0,30946,Alex Prugh,72.81,1529,21
2011,181,0,24980,Scott Gutschewski,73.0,949,13
2011,181,0,24502,Adam Scott,73.0,219,3
2011,183,0,26287,Roland Thatcher,73.09,804,11
2011,184,0,20848,Ángel Cabrera,73.11,658,9
2011,185,0,34072,Will Strickler,73.17,878,12
2011,186,0,8725,Tom Gillis,73.58,883,12
2010,1,0,6621,Joe Durant,68.63,1098,16
2010,2,0,1810,Phil Mickelson,68.67,206,3
2010,3,0,12716,Charley Hoffman,68.85,895,13
2010,4,0,20157,Retief Goosen,68.86,482,7
2010,5,0,8537,J.P. Hayes,68.88,551,8
2010,6,0,27095,Nick Watney,68.9,689,10
2010,7,0,25364,Paul Casey,69.0,483,7
2010,8,0,24490,George McNeill,69.09,760,11
2010,8,0,23623,Bo Van Pelt,69.09,760,11
2010,10,0,21961,Charles Howell III,69.27,1039,15
2010,11,0,23638,Brendon de Jonge,69.28,1247,18
2010,12,0,28089,Jason Day,69.38,902,13
2010,12,0,1945,Kenny Perry,69.38,555,8
2010,14,0,27649,Brandt Snedeker,69.43,972,14
2010,15,0,10885,Robert Allenby,69.44,625,9
2010,16,0,11123,Chris Couch,69.53,1182,17
2010,17,0,24924,Bill Haas,69.56,1113,16
2010,18,0,24507,Jason Bohn,69.57,974,14
2010,19,0,23673,Michael Connell,69.63,1114,16
2010,19,0,26851,Marc Leishman,69.63,557,8
2010,21,0,23541,Ben Crane,69.71,976,14
2010,22,0,29910,Blake Adams,69.72,1255,18
2010,23,0,22913,John Rollins,69.73,1046,15
2010,24,0,6522,Ernie Els,69.75,279,4
2010,25,0,1313,Steve Elkington,69.77,907,13
2010,26,0,20160,Charlie Wi,69.82,768,11
2010,27,0,27466,Spencer Levin,69.83,1257,18
2010,27,0,6515,Shaun Micheel,69.83,838,12
2010,29,0,24361,Pat Perez,69.87,1048,15
2010,30,0,1249,John Daly,69.9,699,10
2010,31,0,23800,Bryce Molder,69.93,1049,15
2010,32,0,25240,D.A. Points,70.0,910,13
2010,32,0,22405,Justin Rose,70.0,630,9
2010,32,0,8375,Paul Stankowski,70.0,630,9
2010,35,0,22621,Ben Curtis,70.07,1051,15
2010,36,0,21350,Ryuji Imada,70.1,1402,20
2010,37,0,26951,Johnson Wagner,70.16,1333,19
2010,38,0,8725,Tom Gillis,70.17,1614,23
2010,38,0,12602,Dean Wilson,70.17,421,6
2010,40,0,25720,Chad Collins,70.2,1053,15
2010,41,0,7749,Brett Quigley,70.21,983,14
2010,42,0,24502,Adam Scott,70.22,632,9
2010,43,0,30946,Alex Prugh,70.23,913,13
2010,43,0,20645,John Senden,70.23,1545,22
2010,45,0,22293,Heath Slocum,70.25,843,12
2010,46,0,24846,Ricky Barnes,70.27,1546,22
2010,46,0,12510,Chad Campbell,70.27,1054,15
2010,46,0,27141,J.B. Holmes,70.27,1054,15
2010,46,0,1766,Billy Mayfair,70.27,1546,22
2010,50,0,25396,Kevin Na,70.29,984,14
2010,51,0,25562,Andres Romero,70.3,703,10
2010,52,0,24663,Y.E. Yang,70.31,914,13
2010,53,0,19846,Brian Gay,70.35,1407,20
2010,53,0,1948,Tim Petrovic,70.35,1407,20
2010,55,0,20593,Greg Chalmers,70.38,1126,16
2010,55,0,6567,Vijay Singh,70.38,563,8
2010,57,0,24357,K.J. Choi,70.45,775,11
2010,58,0,24925,Jonathan Byrd,70.47,1198,17
2010,58,0,23718,Nathan Green,70.47,1057,15
2010,60,0,25686,Jason Dufner,70.5,987,14
2010,60,0,21209,Sergio Garcia,70.5,282,4
2010,60,0,24138,Ian Poulter,70.5,282,4
2010,63,0,23320,Ryan Palmer,70.53,1058,15
2010,64,0,20229,Stewart Cink,70.56,635,9
2010,65,0,28307,Matt Every,70.57,988,14
2010,66,0,27933,John Merrick,70.58,1341,19
2010,67,0,20766,Padraig Harrington,70.6,353,5
2010,67,0,26420,Richard Johnson,70.6,1412,20
2010,67,0,1797,Rocco Mediate,70.6,706,10
2010,67,0,25818,Scott Piercy,70.6,1412,20
2010,71,0,23135,Tim Clark,70.62,918,13
2010,71,0,26679,Kevin Stadler,70.62,1483,21
2010,73,0,28475,Jeff Overton,70.64,989,14
2010,73,0,29221,Webb Simpson,70.64,989,14
2010,75,0,8075,Jerry Kelly,70.67,1060,15
2010,76,0,30925,Dustin Johnson,70.75,566,8
2010,77,0,23788,D.J. Trahan,70.76,1486,21
2010,78,0,23322,Brett Wetterich,70.77,920,13
2010,79,0,10860,Justin Leonard,70.79,991,14
2010,80,0,24024,Zach Johnson,70.8,708,10
2010,80,0,24781,Hunter Mahan,70.8,708,10
2010,82,0,1320,Bob Estes,70.81,1133,16
2010,82,0,22122,Andrew McLardy,70.81,1133,16
2010,84,0,24912,Will MacKenzie,70.82,779,11
2010,85,0,20127,Chris Riley,70.83,850,12
2010,86,0,22046,Geoff Ogilvy,70.86,496,7
2010,87,0,1116,Michael Bradley,70.93,993,14
2010,87,0,20472,Alex Cejka,70.93,993,14
2010,89,0,6251,Chris DiMarco,70.94,1277,18
2010,89,0,27214,Kevin Streelman,70.94,1277,18
2010,89,0,28780,Nicholas Thompson,70.94,1135,16
2010,92,0,23325,Vaughn Taylor,70.95,1490,21
2010,93,0,28087,Kris Blanks,70.96,1632,23
2010,94,0,20098,Stuart Appleby,71.0,1420,20
2010,94,0,23983,Luke Donald,71.0,639,9
2010,94,0,7457,Steve Flesch,71.0,1065,15
2010,94,0,24358,Robert Garrigus,71.0,852,12
2010,94,0,23108,Matt Kuchar,71.0,639,9
2010,94,0,6527,Steve Stricker,71.0,142,2
2010,94,0,27963,Chris Stroud,71.0,1065,15
2010,101,0,12782,Tim Herron,71.05,1350,19
2010,102,0,27120,Troy Matteson,71.06,1208,17
2010,103,0,23409,James Driscoll,71.07,995,14
2010,103,0,21878,Mark Wilson,71.07,1066,15
2010,105,0,1724,Jeff Maggert,71.08,853,12
2010,105,0,24140,Sean O'Hair,71.08,924,13
2010,107,0,32102,Rickie Fowler,71.09,782,11
2010,107,0,26596,Ryan Moore,71.09,782,11
2010,109,0,27302,Garth Mulroy,71.11,640,9
2010,109,0,25190,Jeff Quinney,71.11,1280,18
2010,111,0,1941,Tom Pernice Jr.,71.13,1138,16
2010,112,0,25345,Carl Pettersson,71.14,1494,21
