YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2024,0,52955,Ludvig Åberg,64.5,129,2
2024,0,24502,Adam Scott,66.5,133,2
2024,0,48887,Matt Wallace,66.5,133,2
2024,0,47679,Victor Perez,66.8,334,5
2024,0,35450,Patrick Cantlay,67.0,134,2
2024,0,47988,Nick Hardy,67.0,67,1
2024,0,51894,Vince Whaley,67.0,402,6
2024,0,39997,Corey Conners,67.25,269,4
2024,0,51349,Nico Echavarria,67.33,202,3
2024,0,40115,Adam Svensson,67.33,202,3
2024,0,50525,Collin Morikawa,67.4,337,5
2024,0,48867,Matti Schmid,67.4,337,5
2024,0,33141,Keegan Bradley,67.5,405,6
2024,0,54421,Garrick Higgo,67.5,405,6
2024,0,47983,Chad Ramey,67.5,135,2
2024,0,58168,Davis Thompson,67.5,270,4
2024,0,51634,Sahith Theegala,67.57,473,7
2024,0,40058,Zac Blair,67.67,406,6
2024,0,46046,Scottie Scheffler,67.67,406,6
2024,0,27064,Jhonattan Vegas,67.67,406,6
2024,0,35506,Mackenzie Hughes,67.8,339,5
2024,0,51766,Wyndham Clark,67.86,475,7
2024,0,29725,Tony Finau,68.0,272,4
2024,0,39975,Michael Kim,68.0,204,3
2024,0,27936,Martin Laird,68.0,68,1
2024,0,32839,Hideki Matsuyama,68.0,340,5
2024,0,39546,Keith Mitchell,68.0,272,4
2024,0,34256,Andrew Putnam,68.0,68,1
2024,0,47504,Sam Burns,68.25,273,4
2024,0,36699,Patrick Rodgers,68.25,273,4
2024,0,54591,Ben Griffin,68.29,478,7
2024,0,35532,Tom Hoge,68.38,547,8
2024,0,55893,Sam Stevens,68.38,547,8
2024,0,45522,Christiaan Bezuidenhout,68.5,137,2
2024,0,33653,Thomas Detry,68.5,548,8
2024,0,27129,Luke List,68.5,137,2
2024,0,29908,C.T. Pan,68.5,274,4
2024,0,32102,Rickie Fowler,68.57,480,7
2024,0,37455,Si Woo Kim,68.6,343,5
2024,0,29936,Ryan Fox,68.63,549,8
2024,0,31646,Emiliano Grillo,68.67,412,6
2024,0,27644,Brian Harman,68.67,412,6
2024,0,47347,Adam Schenk,68.67,412,6
2024,0,50484,Hayden Springer,68.67,412,6
2024,0,34587,Chan Kim,68.71,481,7
2024,0,34563,Chesson Hadley,68.75,275,4
2024,0,39327,Ben Silverman,68.75,275,4
2024,0,51890,Greyson Sigg,68.78,619,9
