YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2021,0,47959,Bryson DeChambeau,4.37,402,92
2021,0,29221,Webb Simpson,4.4,475,108
2021,0,48081,Xander Schauffele,4.43,523,118
2021,0,35891,Cameron Smith,4.44,511,115
2021,0,34099,Harris English,4.47,680,152
2021,0,40098,Matt Fitzpatrick,4.48,358,80
2021,0,46970,Jon Rahm,4.49,480,107
2021,0,33448,Justin Thomas,4.49,436,97
2021,0,23320,Ryan Palmer,4.5,517,115
2021,0,33667,Carlos Ortiz,4.51,731,162
2021,0,26329,Louis Oosthuizen,4.52,511,113
2021,0,33419,Cameron Tringale,4.52,633,140
2021,0,47504,Sam Burns,4.53,603,133
2021,0,27644,Brian Harman,4.53,725,160
2021,0,39977,Max Homa,4.53,603,133
2021,0,21961,Charles Howell III,4.53,585,129
2021,0,36689,Brooks Koepka,4.53,390,86
2021,0,31420,Anirban Lahiri,4.53,534,118
2021,0,49766,Hank Lebioda,4.53,566,125
2021,0,34046,Jordan Spieth,4.53,562,124
2021,0,49960,Sepp Straka,4.53,693,153
2021,0,33141,Keegan Bradley,4.54,504,111
2021,0,32839,Hideki Matsuyama,4.54,727,160
2021,0,48822,Sebastián Muñoz,4.54,754,166
2021,0,48887,Matt Wallace,4.54,409,90
2021,0,40026,Daniel Berger,4.55,605,133
2021,0,29725,Tony Finau,4.55,469,103
2021,0,46402,Talor Gooch,4.55,760,167
2021,0,27141,J.B. Holmes,4.55,419,92
2021,0,30944,Jason Kokrak,4.55,569,125
2021,0,45486,Joaquin Niemann,4.55,724,159
2021,0,34360,Patrick Reed,4.55,542,119
2021,0,21209,Sergio Garcia,4.56,474,104
2021,0,56762,Will Gordon,4.56,757,166
2021,0,31646,Emiliano Grillo,4.56,689,151
2021,0,46717,Viktor Hovland,4.56,561,123
2021,0,30925,Dustin Johnson,4.56,447,98
2021,0,27129,Luke List,4.56,703,154
2021,0,46442,Maverick McNealy,4.56,575,126
2021,0,27942,Rob Oppenheim,4.56,575,126
2021,0,34256,Andrew Putnam,4.56,712,156
2021,0,25804,Bubba Watson,4.56,524,115
2021,0,35310,Lanto Griffin,4.57,594,130
2021,0,56278,Matthew Wolff,4.57,393,86
2021,0,45526,Abraham Ancer,4.58,692,151
2021,0,29479,Scott Brown,4.58,706,154
2021,0,35450,Patrick Cantlay,4.58,444,97
2021,0,32662,Michael Gligic,4.58,605,132
2021,0,29420,Billy Horschel,4.58,683,149
2021,0,34466,Peter Malnati,4.58,504,110
2021,0,50525,Collin Morikawa,4.58,508,111
2021,0,48119,Ben Taylor,4.58,394,86
2021,0,33490,Bo Hoag,4.59,707,154
2021,0,35532,Tom Hoge,4.59,753,164
2021,0,35461,Beau Hossler,4.59,776,169
2021,0,26300,Matt Jones,4.59,876,191
2021,0,35449,Adam Long,4.59,615,134
2021,0,33413,Ben Martin,4.59,349,76
2021,0,25396,Kevin Na,4.59,629,137
2021,0,24140,Sean O'Hair,4.59,381,83
2021,0,36699,Patrick Rodgers,4.59,813,177
2021,0,33486,Roger Sloan,4.59,597,130
2021,0,32333,Kevin Tway,4.59,514,112
2021,0,25364,Paul Casey,4.6,543,118
2021,0,34098,Russell Henley,4.6,649,141
2021,0,37455,Si Woo Kim,4.6,823,179
2021,0,32791,K.H. Lee,4.6,861,187
2021,0,36871,Matthew NeSmith,4.6,750,163
2021,0,24361,Pat Perez,4.6,787,171
2021,0,46046,Scottie Scheffler,4.6,732,159
2021,0,32150,Michael Thompson,4.6,625,136
2021,0,47483,Will Zalatoris,4.6,547,119
2021,0,33399,Adam Hadwin,4.61,673,146
2021,0,32757,Patton Kizzire,4.61,852,185
2021,0,22056,Cameron Percy,4.61,706,153
2021,0,28252,Seamus Power,4.61,378,82
2021,0,37275,Sam Ryder,4.61,632,137
2021,0,27330,Josh Teater,4.61,443,96
2021,0,52372,Cameron Champ,4.62,711,154
2021,0,24924,Bill Haas,4.62,425,92
2021,0,36801,Mark Hubbard,4.62,892,193
2021,0,39971,Sungjae Im,4.62,836,181
2021,0,29478,Kevin Kisner,4.62,601,130
2021,0,35230,Nelson Ledesma,4.62,351,76
2021,0,39546,Keith Mitchell,4.62,638,138
2021,0,26331,Charl Schwartzel,4.62,786,170
2021,0,34255,Joseph Bramlett,4.63,666,144
2021,0,28420,Ryan Brehm,4.63,472,102
2021,0,45609,Tyler Duncan,4.63,828,179
2021,0,52375,Doug Ghim,4.63,629,136
2021,0,31557,Jim Herman,4.63,555,120
2021,0,27936,Martin Laird,4.63,667,144
2021,0,26851,Marc Leishman,4.63,630,136
2021,0,47347,Adam Schenk,4.63,842,182
2021,0,39324,J.J. Spaun,4.63,616,133
2021,0,23325,Vaughn Taylor,4.63,630,136
2021,0,27064,Jhonattan Vegas,4.63,708,153
2021,0,35658,Kris Ventura,4.63,519,112
2021,0,45157,Cam Davis,4.64,849,183
2021,0,46550,Brandon Hagy,4.64,603,130
2021,0,32448,James Hahn,4.64,538,116
2021,0,49298,Kramer Hickok,4.64,552,119
2021,0,24502,Adam Scott,4.64,608,131
2021,0,34264,Hudson Swafford,4.64,612,132
