YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
2016,-1,26924,Adam Blyth,0.27,10.79,-1.84,10.78
2016,-3,29971,Lyle Rowe,0.27,12.67,-6.6,14.0
2016,-6,34542,Rattanon Wannasrichan,0.27,12.65,-10.64,6.0
2016,-8,20594,David Bransdon,0.27,10.72,-12.33,3.09
2016,-3,36735,Jorge Fernández Valdés,0.27,13.92,-11.03,9.63
2016,-3,31678,Oliver Bekker,0.27,13.82,-7.69,9.61
2016,50,37183,Chiehpo Lee,0.27,10.62,-4.96,3.94
2016,-7,40006,Erik van Rooyen,0.27,10.6,-11.06,5.55
2016,-5,27997,Chris Swanepoel,0.26,12.28,-8.96,6.52
2016,-5,39113,Shubhankar Sharma,0.26,10.43,-7.35,7.48
2016,-5,22404,Titch Moore,0.26,13.03,-7.52,14.0
2016,-5,46699,Rourke Van der Spuy,0.26,10.41,-4.15,7.28
2016,2,45293,Taewoo Kim,0.26,10.26,0.0,10.26
2016,-5,33927,Bryden MacPherson,0.26,13.28,-12.97,1.21
2016,-3,29169,Jordan Sherratt,0.25,10.16,-6.1,4.5
2016,39,33218,Jin-jae Byun,0.25,10.15,-1.96,10.24
2016,-3,22897,Joong Kyung Mo,0.25,10.13,-3.07,10.76
2016,-2,39251,Ryan Ruffels,0.25,10.11,-3.8,9.22
2016,-6,45526,Abraham Ancer,0.25,13.1,-9.24,6.71
2016,105,28801,Matthew Giles,0.25,9.96,-6.44,7.08
2016,-10,22368,Daniel Gaunt,0.25,12.68,-12.87,5.42
2016,-4,31681,Louis de Jager,0.25,12.15,-7.72,13.1
2016,-6,27929,Shiv Kapur,0.25,12.8,-13.98,12.04
2016,-3,26434,Antonio Lascuna,0.24,9.76,-17.67,8.25
2016,-6,35834,Hyungjoon Lee,0.24,9.76,-6.17,6.3
2016,-4,46483,Nirun Sae-Ueng,0.24,10.45,-6.02,6.18
2016,-3,32888,Lucas Lee,0.24,10.91,-11.87,3.13
2016,24,25885,Kim Tae-hoon,0.24,9.55,-7.33,5.58
2016,-9,29806,Hung Chien-yao,0.24,10.68,-8.39,5.15
2016,-2,30872,Hyowon Park,0.24,9.5,-6.12,6.37
2016,1,35323,Junsung Kim,0.24,9.49,-0.54,9.0
2016,10,30991,Namchoak Tantipokakul,0.24,11.61,-7.27,8.72
2016,-4,47497,Hendrik Du Plessis,0.24,9.47,-0.73,10.2
2016,-7,28938,Justin Harding,0.24,11.36,-11.67,6.52
2016,-10,29891,Scott Arnold,0.24,9.43,-11.98,0.0
2016,-13,29858,Himmat Rai,0.24,10.34,-4.59,2.76
2016,-7,35540,Albin Choi,0.23,9.38,-4.07,6.73
2016,-5,29975,Christiaan Basson,0.23,11.84,-8.0,6.89
2016,-4,45409,Huilin Zhang,0.23,9.21,-3.09,4.86
2016,-14,26301,James Nitties,0.23,9.39,-13.33,2.74
2016,-5,35404,Zihao Chen,0.23,9.07,-3.06,6.63
2016,118,35885,Andrew Evans,0.22,8.93,-2.56,4.56
2016,-9,20935,Toru Taniguchi,0.22,9.38,-11.3,1.85
2016,-7,21633,Steve Allan,0.22,11.35,-12.37,3.64
2016,-6,37446,Jacques Kruyswijk,0.22,8.86,-5.05,6.79
2016,0,32070,Rafael Campos,0.22,9.86,-6.31,5.41
2016,-7,46154,Yi Keun Chang,0.22,8.75,-4.28,5.88
2016,-7,38903,Daniel Pearce,0.22,8.73,-3.76,4.48
2016,-6,39177,Jean-Paul Strydom,0.22,8.7,-1.89,7.7
2016,22,39904,Ji-hoon Lee,0.22,8.68,-4.54,4.53
2016,-7,27024,Michael Wright,0.22,8.65,-2.65,7.26
2016,-5,35415,Adam Cornelson,0.22,8.61,-2.1,9.0
2016,-3,45523,Thriston Lawrence,0.21,8.48,-0.12,8.6
2016,-3,45166,Yujiro Ohori,0.21,8.41,-0.36,8.57
2016,-7,34656,Mikumu Horikawa,0.21,8.39,-4.37,3.29
2016,-11,27302,Garth Mulroy,0.21,9.18,-10.3,3.54
2016,-8,29892,Steve Dartnall,0.21,8.25,-9.01,7.32
2016,-5,35110,Brett Drewitt,0.2,9.62,-5.86,9.19
2016,-5,32887,Nicolás Geyger,0.2,8.39,-2.31,7.32
2016,-4,34680,Masaru Takahashi,0.2,8.01,-5.67,3.8
2016,-2,35376,Roberto Díaz,0.2,9.01,-4.32,9.32
2016,-2,47529,Mito Pereira,0.2,7.86,-1.44,7.82
2016,-5,40250,Taylor Pendrith,0.2,7.82,-5.78,3.78
2016,-3,35964,Tim Hart,0.19,7.74,-2.4,7.54
2016,-3,33939,Daniel Greene,0.19,7.7,-3.37,7.26
2016,-2,46016,Mathiam Keyser,0.19,8.63,-1.85,7.88
2016,1,33230,Jun-sub Park,0.19,7.64,-0.21,7.85
2016,-3,29136,Innchoon Hwang,0.19,7.6,-2.4,7.16
2016,35,28055,Tatsunori Nukaga,0.19,7.57,-3.45,3.05
2016,-7,35963,Kristopher Mueck,0.19,7.57,-6.63,5.6
2016,-5,33071,Chanat Sakulpolphaisan,0.19,7.56,-3.24,3.6
2016,-3,20443,Jin Park,0.19,8.5,-3.91,6.28
2016,-3,22400,Hennie Otto,0.19,7.58,-25.39,1.47
2016,0,39971,Sungjae Im,0.18,7.39,-0.23,7.63
2016,-8,22117,Jyoti Randhawa,0.18,7.38,-12.43,1.7
2016,-5,35553,George Gandranata,0.18,8.37,-2.22,9.24
2016,-4,33131,Kyongjun Moon,0.18,8.33,-9.24,3.45
2016,-3,28757,Aaron Pike,0.18,7.2,-4.68,3.0
2016,-2,27630,Jay Bayron,0.18,7.06,-1.85,7.32
2016,-4,49481,Tae Hee Lee,0.18,7.03,-9.68,1.56
2016,-2,27324,Seungsu Han,0.17,6.92,-0.37,7.07
2016,-2,49568,Rayhan John Thomas,0.17,6.92,-0.28,7.2
2016,62,29303,Hur In-hoi,0.17,6.85,-26.18,2.43
2016,-3,28621,Madalitso Muthiya,0.17,7.18,-2.25,6.5
2016,-7,25457,Alexandre Rocha,0.17,6.99,-6.08,3.32
2016,0,24471,Brad Shilton,0.17,6.8,-2.06,4.56
2016,-4,33233,Sung-Ho Lee,0.17,6.77,-2.86,4.5
2016,0,21470,Daisuke Maruyama,0.17,7.43,-2.91,6.16
2016,-7,35099,Khalin Joshi,0.17,6.74,-5.21,1.54
2016,-6,26882,Michael Sim,0.17,6.7,-3.78,5.26
2016,-5,32235,Gi-Whan Kim,0.17,7.48,-7.96,1.21
2016,-7,38918,Sean Riordan,0.17,6.62,-7.39,0.0
2016,-4,45985,Jacobus Prinsloo,0.16,6.56,-0.95,7.51
2016,0,39852,Doyeob Mun,0.16,6.54,-0.12,6.66
2016,-8,35884,Geoff Drakeford,0.16,6.53,-7.76,0.0
2016,-4,28083,Andrew Curlewis,0.16,7.73,-6.68,4.35
2016,-6,38975,Lincoln Tighe,0.16,6.44,-5.28,1.48
2016,-4,20502,Michael Long,0.16,6.39,-3.56,7.0
2016,37,29294,Ho Sung Choi,0.16,7.95,-8.0,1.65
2016,-10,32354,Seuk-hyun Baek,0.16,7.47,-9.8,2.76
2016,-6,35986,Todd Sinnott,0.16,6.32,-3.93,3.72
2016,-5,32662,Michael Gligic,0.16,6.26,-2.54,6.29
2016,-7,40028,Justin Shin,0.16,6.25,-4.03,3.0
2016,-2,50527,Jared du Toit,0.16,6.21,0.0,6.21
2016,-7,29778,IlHwan Park,0.16,6.2,-5.63,4.63
2016,-6,46385,Junya Kameshiro,0.15,6.18,-1.24,5.38
2016,-8,30005,Neil Schietekat,0.15,7.56,-7.03,5.1
2016,-7,25692,Akio Sadakata,0.15,7.26,-9.04,2.1
2016,-6,20686,Jeev Milkha Singh,0.15,7.81,-4.03,5.67
2016,-17,23135,Tim Clark,0.15,5.96,-42.18,3.38
2016,43,32369,Sihwan Kim,0.15,5.92,-5.88,3.88
2016,-7,25539,Rafael Echenique,0.15,5.92,-1.85,5.42
2016,-3,47906,Austin Connelly,0.15,5.91,0.0,5.91
2016,0,35974,Anthony Houston,0.15,5.9,-1.98,6.1
2016,-8,39853,Tae-woo KIM,0.15,5.87,-0.13,6.0
2016,-5,46151,Rak Cho,0.15,5.85,-3.25,2.8
2016,-8,27518,James Kamte,0.15,5.83,-3.26,4.9
2016,-12,34384,Eugene Wong,0.15,5.82,-6.74,0.0
2016,-11,25290,Kurt Barnes,0.15,6.23,-5.95,1.84
2016,-3,29318,Han Min-kyu,0.14,5.71,0.0,5.71
2016,-6,20631,David McKenzie,0.14,6.33,-8.25,4.86
2016,-4,34697,Yi Cao,0.14,5.62,-2.63,3.09
2016,-4,28535,Quincy Quek,0.14,5.6,-3.42,4.93
2016,-8,31672,Daniel Nisbet,0.14,5.57,-5.36,2.47
2016,-11,37452,Ashley Hall,0.14,6.23,-5.3,6.0
2016,-5,35739,Bong-Sub Kim,0.14,5.52,-3.32,4.47
2016,-5,47706,Wang Wei Lun,0.14,5.52,-1.64,3.6
2016,-16,21407,Arjun Atwal,0.14,5.64,-9.42,2.47
2016,-2,25025,Lin Wen-ko,0.14,5.48,-0.52,6.0
2016,-10,29215,Rhys West,0.14,6.16,-9.0,1.68
2016,-18,34130,Sung Joon Park,0.14,5.46,-16.75,0.0
2016,-9,20624,David Smail,0.14,5.86,-5.0,2.72
2016,-7,27577,Peter Karmis,0.13,5.4,-6.69,0.0
2016,-10,24811,Satoshi Tomiyama,0.13,6.17,-9.91,1.28
2016,-5,35133,Bryce Easton,0.13,6.97,-2.84,7.32
2016,-5,30261,Ryan Yip,0.13,5.36,-6.21,3.3
2016,-5,32505,Ryan Williams,0.13,5.32,-4.7,3.6
2016,-5,37372,Jarryd Felton,0.13,5.29,-2.78,1.44
2016,-11,27056,Pariya Junhasavasdikul,0.13,5.49,-5.39,2.6
2016,-6,45305,Brad Moules,0.13,5.22,-0.78,6.0
2016,-4,39054,Antonio Costa,0.13,5.14,-0.26,5.4
2016,-4,32865,Shunyat Hak,0.13,5.13,0.0,5.13
2016,-14,33771,Mithun Perera,0.13,5.63,-10.58,0.0
2016,-9,34359,Diego Velásquez,0.13,5.08,-3.32,4.22
2016,-6,45795,Callum Mowat,0.12,5.34,-5.57,0.0
2016,-6,27580,Tyrone Mordt,0.12,5.57,-4.34,2.8
2016,-5,35930,Deyen Lawson,0.12,4.95,-0.63,5.58
2016,-5,25135,Kwon Myung-ho,0.12,4.94,-0.19,5.13
2016,-8,33991,Wolmer Murillo,0.12,4.93,-1.76,4.8
2016,0,24242,Fumihiro Ebine,0.12,4.86,0.0,4.86
2016,-4,24674,Sung Lee,0.12,4.78,-1.63,3.24
2016,-8,45847,JC Ritchie,0.12,4.9,-3.15,2.91
2016,-7,40002,Natthapong Niyomchon,0.12,4.76,-2.1,1.2
2016,0,28111,Jake Roos,0.12,5.78,-12.22,1.2
2016,0,24690,Jung Ji-ho,0.12,4.69,-1.16,5.01
2016,-6,23795,Nobuhiro Masuda,0.12,5.16,-5.34,4.19
2016,-8,20484,Thammanoon Sriroj,0.12,4.67,-3.06,1.8
2016,-10,24405,Matthew Guyatt,0.12,4.66,-4.32,1.2
2016,-8,29091,Zeyu He,0.12,4.62,-3.71,0.0
2016,0,32873,S.S. Hong,0.12,4.61,-4.82,3.09
2016,-9,35231,Leandro Marelli,0.12,4.6,-1.66,3.6
2016,-7,36774,Seungyun Lee,0.11,4.51,-0.78,3.86
2016,-10,20704,Wallie Coetsee,0.11,5.17,-8.71,2.73
2016,-6,23580,Tetsuji Hiratsuka,0.11,4.45,-2.11,3.9
2016,-9,37351,Oliver Goss,0.11,5.77,-4.3,3.68
2016,-7,39185,Jake McLeod,0.11,4.44,-0.77,3.6
2016,-10,39560,Koki Shiomi,0.11,4.43,-2.59,3.95
2016,-4,35628,Byung-Jun Kim,0.11,4.35,-0.15,4.5
2016,-6,36391,Ricardo Celia,0.11,4.33,-2.67,1.2
2016,-8,36711,Jakraphan Premsirigorn,0.11,4.32,-1.91,4.2
2016,-3,22113,Wen-Teh Lu,0.11,4.31,-1.38,3.36
2016,-6,36744,Sebastián MacLean,0.11,4.3,-0.7,5.0
2016,0,46248,Tirawat Kaewsiribandt,0.11,4.94,-3.66,3.3
2016,-7,28666,Pijit Petkasem,0.11,4.82,-4.22,2.93
2016,-10,34169,Lee Dong-Min,0.11,4.29,-4.32,1.21
2016,-3,33901,Mitchell Sloarach,0.11,4.2,-0.53,3.6
2016,0,28730,Tran Le Duynhat,0.11,4.2,-2.67,1.2
2016,-6,35134,Riekus Nortje,0.1,4.19,-0.65,4.35
2016,0,35940,Kalem Richarson,0.1,4.19,-6.19,2.03
2016,-19,27081,Seunghyuk Kim,0.1,5.43,-27.57,3.28
2016,-5,25120,Dohoon Kim,0.1,4.14,-1.3,3.54
2015,0,28089,Jason Day,11.05,441.88,-163.41,372.85
2015,0,26329,Louis Oosthuizen,4.69,220.23,-66.36,167.78
2015,0,24502,Adam Scott,4.57,192.04,-204.89,73.11
2015,0,32839,Hideki Matsuyama,4.26,221.56,-133.24,145.29
2015,0,29974,Branden Grace,3.83,198.92,-64.18,171.6
2015,0,26851,Marc Leishman,2.91,148.36,-76.07,89.17
2015,0,31420,Anirban Lahiri,2.66,138.31,-59.58,104.45
2015,0,26331,Charl Schwartzel,2.61,135.54,-109.52,90.28
2015,0,24511,Thongchai Jaidee,2.58,134.07,-87.45,75.45
2015,0,29926,Danny Lee,2.39,124.26,-24.97,110.73
2015,0,25274,Steven Bowditch,2.38,123.74,-45.62,86.55
2015,0,33948,Byeong Hun An,2.29,118.87,-30.33,99.47
2015,0,20645,John Senden,2.26,117.51,-72.6,60.96
2015,0,26300,Matt Jones,2.19,113.76,-68.65,88.4
2015,0,28937,George Coetzee,2.19,113.64,-56.2,78.38
2015,0,30978,Kiradech Aphibarnrat,2.01,104.57,-48.83,83.53
2015,0,27747,Hiroshi Iwata,1.73,89.84,-39.77,34.53
2015,0,35891,Cameron Smith,1.72,68.7,-16.78,48.68
2015,0,28259,Sangmoon Bae,1.67,86.72,-51.92,48.73
2015,0,23135,Tim Clark,1.63,65.35,-53.48,5.6
2015,0,27436,Graham DeLaet,1.55,74.47,-88.62,43.31
2015,0,31646,Emiliano Grillo,1.54,79.86,-41.25,54.94
2015,0,27119,Koumei Oda,1.53,79.32,-65.07,25.23
2015,0,22046,Geoff Ogilvy,1.5,68.81,-41.59,31.61
2015,0,26758,David Hearn,1.48,77.16,-43.44,53.84
2015,0,22080,Prayad Marksaeng,1.41,73.17,-35.92,47.15
2015,0,28258,K.T. Kim,1.4,68.83,-21.76,57.36
2015,0,23638,Brendon de Jonge,1.38,71.76,-59.8,39.73
2015,0,24457,Jaco Van Zyl,1.34,53.45,-19.77,53.64
2015,0,6522,Ernie Els,1.33,69.09,-77.42,30.13
2015,0,23621,Rory Sabbatini,1.33,67.59,-38.74,56.93
2015,0,29936,Ryan Fox,1.32,52.97,-14.25,39.04
2015,0,24461,Thomas Aiken,1.23,63.82,-39.0,44.55
2015,0,23802,Brad Kennedy,1.21,56.8,-26.43,40.65
2015,0,28679,Fabián Gómez,1.2,62.36,-19.53,42.38
2015,0,27770,Camilo Villegas,1.19,62.04,-35.51,35.82
2015,0,20848,Ángel Cabrera,1.18,55.36,-57.96,19.79
2015,0,29289,S.Y. Noh,1.14,59.03,-45.56,27.47
2015,0,26908,Yuta Ikeda,1.12,58.31,-37.79,21.1
2015,0,20569,Richard Green,1.11,51.09,-22.9,35.79
2015,0,29939,Fabrizio Zanotti,1.11,53.12,-36.38,12.96
2015,0,22032,Tomohiro Kondo,1.09,51.39,-35.5,10.05
2015,0,27118,Toshinori Muto,1.09,50.18,-17.93,27.84
2015,0,24083,Marcus Fraser,1.09,43.51,-24.72,28.33
2015,0,33974,Dean Burmester,1.07,51.55,-9.18,51.45
2015,0,24039,Prom Meesawat,1.07,52.31,-28.86,24.08
2015,0,33399,Adam Hadwin,1.06,55.03,-25.75,31.23
2015,0,20218,Shingo Katayama,1.05,41.81,-44.81,7.1
2015,0,23063,Scott Hend,1.04,54.27,-42.24,25.22
2015,0,28751,Andrew Dodt,1.04,41.7,-17.01,32.02
2015,0,35296,Haotong Li,1.03,49.23,-17.0,29.56
2015,0,37092,Hyung-Sung Kim,1.01,52.71,-49.98,21.81
2015,0,33870,Ashun Wu,1.01,47.61,-28.61,31.45
2015,0,33667,Carlos Ortiz,0.99,49.37,-26.6,27.81
2015,0,20157,Retief Goosen,0.96,50.16,-21.76,32.16
2015,0,29303,Hur In-hoi,0.96,42.25,-23.97,11.2
2015,0,24357,K.J. Choi,0.96,45.04,-45.77,19.64
2015,0,20572,Rod Pampling,0.95,45.81,-16.56,25.15
2015,0,21284,Hiroyuki Fujita,0.95,48.55,-33.62,9.98
2015,0,21498,Hideto Tanihara,0.92,43.38,-44.4,8.77
2015,0,30852,Ryo Ishikawa,0.91,47.21,-50.57,24.91
2015,0,22400,Hennie Otto,0.9,42.27,-44.13,10.15
2015,0,29833,Yoshinori Fujimoto,0.9,43.1,-33.94,16.5
2015,0,25203,SSP Chawrasia,0.89,40.22,-22.17,20.74
2015,0,27081,Seunghyuk Kim,0.89,40.71,-27.17,2.56
2015,0,28114,Dawie van der Walt,0.88,45.93,-26.14,40.52
2015,0,39958,Jeunghun Wang,0.87,37.49,-12.81,23.17
2015,0,29334,Jaco Ahlers,0.86,37.69,-18.88,20.14
2015,0,24748,WC Liang,0.84,40.33,-32.21,21.04
2015,0,26341,Wade Ormsby,0.84,43.66,-27.15,18.1
2015,0,32979,Jacques Blaauw,0.84,35.96,-21.23,27.04
2015,0,6567,Vijay Singh,0.84,43.44,-26.42,34.69
2015,0,35181,Daniel van Tonder,0.84,40.92,-25.69,18.81
2015,0,32816,Satoshi Kodaira,0.82,36.06,-25.31,12.24
2015,0,20098,Stuart Appleby,0.81,32.55,-36.42,3.08
2015,0,20213,Katsumasa Miyamoto,0.81,38.9,-22.23,8.22
2015,0,20773,Taichi Teshima,0.8,37.02,-14.58,22.09
2015,0,23821,Yusaku Miyazato,0.8,41.69,-29.29,18.79
2015,0,28143,Chapchai Nirat,0.8,31.85,-19.7,15.49
2015,0,26435,Angelo Que,0.8,37.38,-19.17,20.74
2015,0,24463,Trevor Fisher Jr,0.79,36.35,-19.62,27.33
2015,0,21339,Keith Horne,0.79,37.05,-14.61,27.58
2015,0,26507,I J Jang,0.78,37.5,-20.66,25.61
2015,0,29330,Park Sang-eon,0.76,33.52,-19.11,12.91
2015,0,20593,Greg Chalmers,0.75,39.24,-24.78,8.44
2015,0,29378,Daisuke Kataoka,0.75,38.14,-15.84,26.8
2015,0,25562,Andres Romero,0.74,37.12,-21.34,24.1
2015,0,33220,Jang Dong-Kyu,0.73,38.08,-19.18,16.78
2015,0,23783,Felipe Aguilar,0.72,35.35,-31.61,13.23
2015,0,26418,Adam Bland,0.71,32.48,-14.06,19.74
2015,0,20721,Darren Fichardt,0.7,36.16,-35.3,16.61
2015,0,22110,Thaworn Wiratchant,0.69,32.55,-27.1,6.07
2015,0,22115,Mardan Mamat,0.68,31.45,-8.11,20.8
2015,0,35912,Haydn Porteous,0.68,32.74,-11.57,22.45
2015,0,24034,Kazuhiro Yamashita,0.67,33.07,-22.19,18.77
2015,0,30798,Yoshitaka Takeya,0.67,26.65,-14.79,6.0
2015,0,36521,Young-han Song,0.66,32.18,-13.08,22.49
2015,0,29930,Mike Hendry,0.66,32.11,-15.48,22.23
2015,0,20802,Jean Hugo,0.65,31.28,-17.3,21.96
2015,0,33769,Thanyakorn Khrongpha,0.65,33.77,-11.97,15.49
2015,0,37455,Si Woo Kim,0.64,26.96,-2.72,24.73
2015,0,24459,Richard Sterne,0.64,31.42,-49.66,5.23
2015,0,32888,Lucas Lee,0.61,24.31,-4.31,19.94
2015,0,25493,Nick Taylor,0.6,31.08,-15.0,11.94
2015,0,26434,Antonio Lascuna,0.6,23.8,-21.92,2.45
2015,0,22056,Cameron Percy,0.59,28.48,-15.27,16.52
2015,0,22275,Terry Pilkadaris,0.58,30.26,-14.18,15.5
2015,0,25132,Cho Min-jun,0.58,30.05,-8.76,19.46
2015,0,32791,K.H. Lee,0.58,29.94,-27.05,14.27
2015,0,34130,Sung Joon Park,0.57,29.75,-37.11,26.66
2015,0,24663,Y.E. Yang,0.57,29.68,-9.87,28.01
2015,0,31109,Richard Lee,0.57,22.8,-14.13,18.28
2015,0,29078,Chan Shih-chang,0.57,26.07,-18.65,12.0
2015,0,20594,David Bransdon,0.56,22.59,-5.76,19.14
2015,0,29891,Scott Arnold,0.56,24.76,-5.21,21.18
2015,0,27974,Sung Kang,0.55,28.77,-18.66,20.59
2015,0,33232,Sang-hee Lee,0.55,26.88,-16.45,11.79
2015,0,33227,Hyun-woo Ryu,0.54,27.62,-16.49,15.08
2015,0,20808,Vaughn Groenewald,0.54,25.99,-4.81,25.15
2015,0,29342,Jae-bum Park,0.54,27.43,-2.7,24.2
2015,0,32618,Rhein Gibson,0.54,22.49,-10.3,16.64
2015,0,20698,Adilson da Silva,0.53,27.26,-19.95,17.8
2015,0,34133,Yosuke Tsukada,0.52,22.0,-9.48,12.36
2015,0,37454,Whee Kim,0.52,27.14,-8.48,23.5
2015,0,33780,Nick Cullen,0.52,20.7,-14.88,4.2
2015,0,35973,Nathan Holman,0.52,21.19,-12.79,9.83
2015,0,26808,Tadahiro Takayama,0.51,23.65,-11.92,10.99
2015,0,22371,Aaron Baddeley,0.51,25.69,-24.91,11.19
2015,0,31418,Rashid Khan,0.51,20.55,-16.2,1.39
2015,0,34168,Soomin Lee,0.51,20.38,-1.74,20.69
2015,0,23797,Brett Rumford,0.5,20.45,-32.94,2.91
2015,0,28938,Justin Harding,0.49,22.05,-8.74,14.95
2015,0,29942,Mark Tullo,0.49,25.34,-19.2,4.54
2015,0,27064,Jhonattan Vegas,0.49,25.22,-14.84,13.33
2015,0,28125,Josh Geary,0.48,19.35,-6.27,16.0
2015,0,22368,Daniel Gaunt,0.48,24.59,-10.92,16.42
2015,0,32775,Shugo Imahira,0.48,19.21,-0.51,18.5
2015,0,28092,D.H. Lee,0.48,22.47,-10.04,22.49
2015,0,24080,Scott Strange,0.48,23.85,-13.22,16.66
2015,0,29204,Merrick Bremner,0.48,23.83,-18.34,10.26
2015,0,29976,P. Tangkamolpraser,0.47,20.9,-15.64,3.6
2015,0,29740,Brad Fritsch,0.47,24.03,-15.15,14.27
2015,0,26444,Juvic Pagunsan,0.47,20.17,-13.11,12.5
2015,0,28111,Jake Roos,0.46,24.12,-17.75,10.91
2015,0,45526,Abraham Ancer,0.46,18.55,-0.84,19.39
2015,0,47238,Jazz Janewattananond,0.46,18.87,-8.03,13.06
2015,0,20812,Tjaart van der Walt,0.46,18.26,-14.78,13.64
2015,0,25398,Ryuichi Oda,0.45,19.06,-8.69,3.73
2015,0,34707,Siddikur Rahman,0.45,18.12,-21.7,8.01
2015,0,35225,Brandon Stone,0.45,23.51,-7.34,19.52
2015,0,28521,Ryutaro Nagano,0.45,19.74,-7.2,14.03
2015,0,20771,Steven Alker,0.45,20.97,-15.87,8.88
2015,0,49481,Tae Hee Lee,0.44,17.65,-6.49,12.54
2015,0,31670,Matthew Griffin,0.44,20.26,-15.19,6.94
2015,0,34542,Rattanon Wannasrichan,0.43,17.64,-5.38,10.19
2015,0,35880,Jake Higginbottom,0.43,17.97,-11.99,2.35
2015,0,40006,Erik van Rooyen,0.43,17.1,-4.96,14.58
2015,0,22117,Jyoti Randhawa,0.42,16.88,-13.08,4.88
2015,0,36449,Arie Ahmad Irawan,0.42,20.55,-7.99,14.44
2015,0,23699,Danny Chia,0.42,16.7,-7.66,9.17
2015,0,21633,Steve Allan,0.42,20.03,-5.75,15.26
2015,0,31652,Tommy Cocha,0.41,16.53,-4.92,13.0
2015,0,20935,Toru Taniguchi,0.41,16.47,-9.43,10.39
2015,0,32815,Masahiro Kawamura,0.41,21.36,-22.34,13.37
2015,0,31577,Tano Goya,0.41,21.23,-7.98,15.68
2015,0,30008,Jbe' Kruger,0.4,20.8,-27.31,8.45
2015,0,33771,Mithun Perera,0.4,15.81,-7.65,8.78
2015,0,31998,PH McIntyre,0.39,18.56,-7.48,14.0
2015,0,34554,Jung-gon Hwang,0.39,19.84,-19.66,3.0
2015,0,29215,Rhys West,0.39,15.46,-3.41,14.42
2015,0,30191,Julián Etulain,0.38,19.87,-10.56,11.68
2015,0,23725,Brendan Jones,0.38,15.25,-12.99,3.47
2015,0,27929,Shiv Kapur,0.38,19.67,-27.5,7.67
2015,0,28093,Miguel Angel Carballo,0.38,19.65,-8.46,17.78
2015,0,36735,Jorge Fernández Valdés,0.38,19.52,-8.35,11.47
2015,0,10885,Robert Allenby,0.37,19.48,-17.02,2.6
2015,0,45702,Rodolfo Cazaubòn,0.37,14.96,-2.41,13.2
2015,0,22402,Ulrich Van den Berg,0.37,17.89,-19.79,3.99
2015,0,24580,Rahil Gangjee,0.37,14.91,-10.9,3.6
2015,0,24811,Satoshi Tomiyama,0.37,15.86,-11.8,5.46
2015,0,28075,Ki-Tack Kwon,0.37,14.74,-6.82,7.27
2015,0,25732,S.K. Ho,0.37,17.61,-14.95,8.32
2015,0,31561,Ippei Koike,0.36,14.46,-1.01,12.98
2015,0,29907,Josh Younger,0.36,14.36,-5.34,4.4
2015,0,29376,Atomu Shigenaga,0.36,14.31,-3.63,10.81
2015,0,21407,Arjun Atwal,0.36,14.22,-5.24,3.61
2015,0,33131,Kyongjun Moon,0.35,14.14,-4.42,9.6
2015,0,35261,Miguel Tabuena,0.35,13.81,-8.4,5.42
2015,0,35107,Jordan Zunic,0.34,13.74,-2.26,16.0
2015,0,31569,Jason Scrivener,0.34,13.82,-6.11,9.77
2015,0,35884,Geoff Drakeford,0.33,13.18,-1.65,11.2
2015,0,30860,Shunsuke Sonoda,0.33,15.94,-16.78,7.46
2015,0,20704,Wallie Coetsee,0.32,14.52,-9.19,8.14
2015,0,27302,Garth Mulroy,0.32,16.33,-16.65,11.08
2015,0,31678,Oliver Bekker,0.32,16.41,-7.41,13.85
2015,0,35094,Sutijet Kooratanapis,0.31,12.44,-3.42,9.96
2015,0,31627,Todd Baek,0.31,12.36,-6.02,5.81
2015,0,32254,Xinjun Zhang,0.3,12.19,-7.79,4.82
2015,0,35908,Jared Harvey,0.3,13.4,-11.47,7.25
2015,0,25692,Akio Sadakata,0.3,14.29,-6.46,10.26
2015,0,10423,Mike Weir,0.3,12.91,-15.08,0.0
2015,0,29892,Steve Dartnall,0.3,11.84,-7.55,1.2
2015,0,20631,David McKenzie,0.29,12.37,-9.74,3.88
2015,0,28801,Matthew Giles,0.29,11.73,-2.93,7.61
2015,0,29908,C.T. Pan,0.29,11.63,-0.69,11.63
2015,0,27577,Peter Karmis,0.29,11.82,-4.28,8.75
2015,0,32105,Nicholas Fung,0.29,12.67,-13.17,8.68
2015,0,26301,James Nitties,0.28,14.77,-10.56,2.1
2015,0,32354,Seuk-hyun Baek,0.28,14.76,-18.29,5.93
2015,0,30872,Hyowon Park,0.28,11.34,-2.25,9.59
2015,0,40115,Adam Svensson,0.28,11.09,-0.08,11.17
2015,0,25768,Chih-Bing Lam,0.28,12.2,-3.8,11.87
2015,0,35963,Kristopher Mueck,0.28,11.09,-3.71,11.1
2015,0,35940,Kalem Richarson,0.27,10.97,-3.74,5.6
2015,0,29431,Sattaya Supupramai,0.27,12.22,-9.84,0.0
2015,0,28783,Sam Brazel,0.27,10.72,-6.12,4.42
2015,0,31115,Michio Matsumura,0.27,13.61,-16.31,0.0
2015,0,46483,Nirun Sae-Ueng,0.27,10.66,-0.38,11.04
2015,0,29778,IlHwan Park,0.26,10.59,-8.13,4.14
2015,0,33610,Panuphol Pittayarat,0.26,11.09,-9.38,3.65
