YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
2018,0,29484,Peter Uihlein,0.01,1,78
2018,0,25632,Jimmy Walker,0.01,1,77
2018,0,8793,Tiger Woods,0.01,1,68
2018,0,32254,Xinjun Zhang,0.01,1,75
2017,0,29740,Brad Fritsch,0.06,3,52
2017,0,40009,Dominic Bozzelli,0.05,3,65
2017,0,10809,Jim Furyk,0.04,2,51
2017,0,30852,Ryo Ishikawa,0.04,2,56
2017,0,46732,Rick Lamb,0.04,2,50
2017,0,24140,Sean O'Hair,0.04,3,84
2017,0,23320,Ryan Palmer,0.04,2,53
2017,0,33948,Byeong Hun An,0.03,2,72
2017,0,40058,Zac Blair,0.03,3,99
2017,0,26499,Rafa Cabrera Bello,0.03,2,60
2017,0,32200,Roberto Castro,0.03,2,68
2017,0,34099,Harris English,0.03,2,76
2017,0,34098,Russell Henley,0.03,3,97
2017,0,29461,Jamie Lovemark,0.03,3,96
2017,0,33413,Ben Martin,0.03,2,79
2017,0,23497,Tag Ridings,0.03,2,59
2017,0,23621,Rory Sabbatini,0.03,2,65
2017,0,24502,Adam Scott,0.03,2,58
2017,0,33418,Shawn Stefani,0.03,2,68
2017,0,26289,Boo Weekley,0.03,2,73
2017,0,47128,Richy Werenski,0.03,2,74
2017,0,25274,Steven Bowditch,0.02,1,55
2017,0,29479,Scott Brown,0.02,2,91
2017,0,6522,Ernie Els,0.02,1,52
2017,0,25191,Gonzalo Fernandez-Castaño,0.02,1,56
2017,0,21209,Sergio Garcia,0.02,1,62
2017,0,25900,Lucas Glover,0.02,2,90
2017,0,32448,James Hahn,0.02,2,96
2017,0,33461,Morgan Hoffmann,0.02,2,88
2017,0,34174,John Huh,0.02,2,88
2017,0,30944,Jason Kokrak,0.02,2,95
2017,0,37278,Nicholas Lindheim,0.02,1,56
2017,0,27129,Luke List,0.02,2,98
2017,0,33204,Shane Lowry,0.02,1,49
2017,0,31202,William McGirt,0.02,2,83
2017,0,28237,Rory McIlroy,0.02,1,48
2017,0,46601,Trey Mullinax,0.02,2,82
2017,0,29289,S.Y. Noh,0.02,2,87
2017,0,34358,Jonathan Randolph,0.02,1,63
2017,0,22405,Justin Rose,0.02,1,64
2017,0,29221,Webb Simpson,0.02,2,99
2017,0,29518,Brendan Steele,0.02,2,84
2017,0,34431,Robert Streb,0.02,2,94
2017,0,25892,Steve Wheatcroft,0.02,1,47
2017,0,35545,Blayne Barber,0.01,1,71
2017,0,33141,Keegan Bradley,0.01,1,102
2017,0,12510,Chad Campbell,0.01,1,97
2017,0,34021,Bud Cauley,0.01,1,88
2017,0,20229,Stewart Cink,0.01,1,93
2017,0,23541,Ben Crane,0.01,1,79
2017,0,25686,Jason Dufner,0.01,1,82
2017,0,31416,Derek Fathauer,0.01,1,75
2017,0,32102,Rickie Fowler,0.01,1,76
2017,0,19846,Brian Gay,0.01,1,78
2017,0,29720,Andres Gonzales,0.01,1,69
2017,0,29420,Billy Horschel,0.01,1,86
2017,0,21961,Charles Howell III,0.01,1,82
2017,0,36801,Mark Hubbard,0.01,1,74
2017,0,35506,Mackenzie Hughes,0.01,1,104
2017,0,29222,Billy Hurley III,0.01,1,80
2017,0,46440,Smylie Kaufman,0.01,1,71
2017,0,37454,Whee Kim,0.01,1,72
2017,0,30926,Chris Kirk,0.01,1,83
2017,0,29478,Kevin Kisner,0.01,1,98
2017,0,32757,Patton Kizzire,0.01,1,76
2017,0,33122,Russell Knox,0.01,1,70
2017,0,36689,Brooks Koepka,0.01,1,80
2017,0,35879,Kelly Kraft,0.01,1,71
2017,0,31420,Anirban Lahiri,0.01,1,72
2017,0,29926,Danny Lee,0.01,1,89
2017,0,26851,Marc Leishman,0.01,1,90
2017,0,34409,David Lingmerth,0.01,1,75
2017,0,32839,Hideki Matsuyama,0.01,1,76
2017,0,32640,Troy Merritt,0.01,1,76
2017,0,25198,Francesco Molinari,0.01,1,72
2017,0,22046,Geoff Ogilvy,0.01,1,72
2017,0,29908,C.T. Pan,0.01,1,86
2017,0,25818,Scott Piercy,0.01,1,67
2017,0,49771,J.T. Poston,0.01,1,87
2017,0,46970,Jon Rahm,0.01,1,83
2017,0,29223,Sam Saunders,0.01,1,70
2017,0,48081,Xander Schauffele,0.01,1,92
2017,0,46501,Ollie Schniederjans,0.01,1,87
2017,0,34046,Jordan Spieth,0.01,1,78
2017,0,27214,Kevin Streelman,0.01,1,88
2017,0,25834,Daniel Summerhays,0.01,1,94
2017,0,23325,Vaughn Taylor,0.01,1,84
2017,0,33419,Cameron Tringale,0.01,1,83
2017,0,32333,Kevin Tway,0.01,1,88
2017,0,28132,Tyrone Van Aswegen,0.01,1,97
2016,0,23621,Rory Sabbatini,0.11,6,54
2016,0,21209,Sergio Garcia,0.06,3,51
2016,0,20472,Alex Cejka,0.04,3,67
2016,0,25900,Lucas Glover,0.04,3,75
2016,0,28092,D.H. Lee,0.04,2,57
2016,0,20098,Stuart Appleby,0.03,2,69
2016,0,25364,Paul Casey,0.03,2,74
2016,0,29720,Andres Gonzales,0.03,2,78
2016,0,34563,Chesson Hadley,0.03,2,79
2016,0,34098,Russell Henley,0.03,2,76
2016,0,33461,Morgan Hoffmann,0.03,2,67
2016,0,35532,Tom Hoge,0.03,2,77
2016,0,37454,Whee Kim,0.03,2,78
2016,0,33122,Russell Knox,0.03,3,89
2016,0,27129,Luke List,0.03,2,77
2016,0,28158,Steve Marino,0.03,2,68
2016,0,29223,Sam Saunders,0.03,2,65
2016,0,35891,Cameron Smith,0.03,2,69
2016,0,34046,Jordan Spieth,0.03,2,76
2016,0,27963,Chris Stroud,0.03,2,80
2016,0,34264,Hudson Swafford,0.03,3,104
2016,0,32150,Michael Thompson,0.03,2,68
2016,0,24461,Thomas Aiken,0.02,1,66
2016,0,29479,Scott Brown,0.02,2,88
2016,0,27436,Graham DeLaet,0.02,1,66
2016,0,25686,Jason Dufner,0.02,2,102
2016,0,6522,Ernie Els,0.02,1,66
2016,0,37273,Derek Ernst,0.02,1,57
2016,0,31416,Derek Fathauer,0.02,2,94
2016,0,24358,Robert Garrigus,0.02,1,65
2016,0,32618,Rhein Gibson,0.02,1,54
2016,0,24924,Bill Haas,0.02,2,82
2016,0,23353,J.J. Henry,0.02,1,66
2016,0,27747,Hiroshi Iwata,0.02,2,83
2016,0,23108,Matt Kuchar,0.02,2,96
2016,0,33410,Andrew Landry,0.02,1,49
2016,0,34261,Scott Langley,0.02,1,63
2016,0,29461,Jamie Lovemark,0.02,2,91
2016,0,24781,Hunter Mahan,0.02,1,61
2016,0,28237,Rory McIlroy,0.02,1,62
2016,0,24490,George McNeill,0.02,1,51
2016,0,25396,Kevin Na,0.02,2,93
2016,0,22046,Geoff Ogilvy,0.02,1,59
2016,0,26329,Louis Oosthuizen,0.02,1,56
2016,0,27942,Rob Oppenheim,0.02,1,63
2016,0,20691,Greg Owen,0.02,2,81
2016,0,20572,Rod Pampling,0.02,1,50
2016,0,25240,D.A. Points,0.02,1,51
2016,0,10213,Dicky Pride,0.02,1,53
2016,0,27214,Kevin Streelman,0.02,2,82
2016,0,31560,Brian Stuard,0.02,1,66
2016,0,37189,Harold Varner III,0.02,2,92
2016,0,31323,Gary Woodland,0.02,2,91
2016,0,29745,Tyler Aldridge,0.01,1,79
2016,0,33141,Keegan Bradley,0.01,1,82
2016,0,34262,Jon Curran,0.01,1,99
2016,0,28089,Jason Day,0.01,1,69
2016,0,23638,Brendon de Jonge,0.01,1,81
2016,0,29725,Tony Finau,0.01,1,95
2016,0,28679,Fabián Gómez,0.01,1,79
2016,0,31646,Emiliano Grillo,0.01,1,90
2016,0,33399,Adam Hadwin,0.01,1,93
2016,0,32448,James Hahn,0.01,1,85
2016,0,27644,Brian Harman,0.01,1,104
2016,0,29420,Billy Horschel,0.01,1,70
2016,0,34174,John Huh,0.01,1,85
2016,0,24024,Zach Johnson,0.01,1,86
2016,0,27974,Sung Kang,0.01,1,87
2016,0,8075,Jerry Kelly,0.01,1,76
2016,0,30711,Colt Knost,0.01,1,86
2016,0,30944,Jason Kokrak,0.01,1,89
2016,0,31420,Anirban Lahiri,0.01,1,69
2016,0,29926,Danny Lee,0.01,1,90
2016,0,34409,David Lingmerth,0.01,1,81
2016,0,24912,Will MacKenzie,0.01,1,80
2016,0,33413,Ben Martin,0.01,1,88
2016,0,31202,William McGirt,0.01,1,98
2016,0,23320,Ryan Palmer,0.01,1,86
2016,0,34360,Patrick Reed,0.01,1,101
2016,0,26331,Charl Schwartzel,0.01,1,70
2016,0,20645,John Senden,0.01,1,86
2016,0,29221,Webb Simpson,0.01,1,70
2016,0,6567,Vijay Singh,0.01,1,72
2016,0,33418,Shawn Stefani,0.01,1,87
2016,0,33448,Justin Thomas,0.01,1,96
2016,0,33419,Cameron Tringale,0.01,1,77
2016,0,28132,Tyrone Van Aswegen,0.01,1,102
2016,0,25632,Jimmy Walker,0.01,1,82
2016,0,26289,Boo Weekley,0.01,1,83
2015,0,32334,Charlie Beljan,0.08,6,72
2015,0,25900,Lucas Glover,0.06,5,79
2015,0,22046,Geoff Ogilvy,0.06,3,48
2015,0,23048,Eric Axley,0.05,3,55
2015,0,6522,Ernie Els,0.05,3,57
2015,0,20691,Greg Owen,0.05,3,58
2015,0,24138,Ian Poulter,0.05,3,65
2015,0,34256,Andrew Putnam,0.05,3,64
2015,0,31416,Derek Fathauer,0.04,3,77
2015,0,34563,Chesson Hadley,0.04,4,101
2015,0,20229,Stewart Cink,0.03,2,77
2015,0,10809,Jim Furyk,0.03,2,64
2015,0,12716,Charley Hoffman,0.03,3,94
2015,0,29926,Danny Lee,0.03,4,120
2015,0,24490,George McNeill,0.03,3,93
2015,0,26329,Louis Oosthuizen,0.03,2,63
2015,0,22405,Justin Rose,0.03,2,66
2015,0,21528,Henrik Stenson,0.03,2,60
2015,0,33448,Justin Thomas,0.03,3,106
2015,0,40058,Zac Blair,0.02,2,104
2015,0,23638,Brendon de Jonge,0.02,2,106
2015,0,28500,Martin Flores,0.02,2,91
2015,0,30736,Oscar Fraustro,0.02,1,54
2015,0,29720,Andres Gonzales,0.02,2,86
2015,0,20766,Padraig Harrington,0.02,1,60
2015,0,32839,Hideki Matsuyama,0.02,2,91
2015,0,29289,S.Y. Noh,0.02,1,65
2015,0,31193,Jim Renner,0.02,1,66
2015,0,24502,Adam Scott,0.02,1,48
2015,0,22293,Heath Slocum,0.02,1,53
2015,0,30692,Scott Stallings,0.02,1,60
2015,0,32150,Michael Thompson,0.02,2,81
2015,0,33419,Cameron Tringale,0.02,2,96
2015,0,27095,Nick Watney,0.02,2,91
2015,0,21878,Mark Wilson,0.02,2,85
2015,0,28259,Sangmoon Bae,0.01,1,98
2015,0,35545,Blayne Barber,0.01,1,74
2015,0,25274,Steven Bowditch,0.01,1,103
2015,0,29479,Scott Brown,0.01,1,97
2015,0,25364,Paul Casey,0.01,1,82
2015,0,32366,Kevin Chappell,0.01,1,86
2015,0,34262,Jon Curran,0.01,1,79
2015,0,21753,Brian Davis,0.01,1,82
2015,0,23983,Luke Donald,0.01,1,71
2015,0,20104,Ken Duke,0.01,1,89
2015,0,37273,Derek Ernst,0.01,1,71
2015,0,28307,Matt Every,0.01,1,70
2015,0,28679,Fabián Gómez,0.01,1,83
2015,0,35539,Luke Guthrie,0.01,1,82
2015,0,33399,Adam Hadwin,0.01,1,93
2015,0,32448,James Hahn,0.01,1,94
2015,0,27644,Brian Harman,0.01,1,90
2015,0,34098,Russell Henley,0.01,1,84
2015,0,27141,J.B. Holmes,0.01,1,85
2015,0,39977,Max Homa,0.01,1,74
2015,0,29420,Billy Horschel,0.01,1,96
2015,0,30925,Dustin Johnson,0.01,1,72
2015,0,8075,Jerry Kelly,0.01,1,79
2015,0,29478,Kevin Kisner,0.01,1,104
2015,0,33122,Russell Knox,0.01,1,96
2015,0,36689,Brooks Koepka,0.01,1,81
2015,0,23108,Matt Kuchar,0.01,1,94
2015,0,26851,Marc Leishman,0.01,1,70
2015,0,34409,David Lingmerth,0.01,1,90
2015,0,24781,Hunter Mahan,0.01,1,84
2015,0,33413,Ben Martin,0.01,1,90
2015,0,27933,John Merrick,0.01,1,74
2015,0,1810,Phil Mickelson,0.01,1,70
2015,0,25396,Kevin Na,0.01,1,95
2015,0,24140,Sean O'Hair,0.01,1,86
2015,0,28475,Jeff Overton,0.01,1,92
2015,0,23320,Ryan Palmer,0.01,1,77
2015,0,34130,Sung Joon Park,0.01,1,77
2015,0,22056,Cameron Percy,0.01,1,70
2015,0,24361,Pat Perez,0.01,1,96
2015,0,35451,Scott Pinckney,0.01,1,88
2015,0,25240,D.A. Points,0.01,1,70
2015,0,34358,Jonathan Randolph,0.01,1,70
2015,0,34360,Patrick Reed,0.01,1,100
2015,0,29221,Webb Simpson,0.01,1,78
2015,0,27649,Brandt Snedeker,0.01,1,95
2015,0,34046,Jordan Spieth,0.01,1,88
2015,0,33418,Shawn Stefani,0.01,1,94
2015,0,27214,Kevin Streelman,0.01,1,91
2015,0,27963,Chris Stroud,0.01,1,84
2015,0,34264,Hudson Swafford,0.01,1,95
2015,0,28780,Nicholas Thompson,0.01,1,86
2015,0,30927,Brendon Todd,0.01,1,93
2015,0,27770,Camilo Villegas,0.01,1,83
2015,0,25892,Steve Wheatcroft,0.01,1,83
2015,0,31323,Gary Woodland,0.01,1,74
2014,0,25900,Lucas Glover,0.09,6,66
2014,0,23621,Rory Sabbatini,0.08,6,78
2014,0,22046,Geoff Ogilvy,0.06,5,80
2014,0,28307,Matt Every,0.04,3,85
2014,0,26329,Louis Oosthuizen,0.04,2,46
2014,0,24138,Ian Poulter,0.04,2,56
2014,0,21528,Henrik Stenson,0.04,2,54
2014,0,34264,Hudson Swafford,0.04,3,71
2014,0,32334,Charlie Beljan,0.03,2,72
2014,0,27895,Jonas Blixt,0.03,2,62
2014,0,27436,Graham DeLaet,0.03,2,79
2014,0,23409,James Driscoll,0.03,2,71
2014,0,32448,James Hahn,0.03,2,80
2014,0,28237,Rory McIlroy,0.03,2,64
2014,0,33418,Shawn Stefani,0.03,2,60
2014,0,2206,David Toms,0.03,2,62
2014,0,26289,Boo Weekley,0.03,2,72
2014,0,7867,Woody Austin,0.02,1,59
2014,0,25364,Paul Casey,0.02,1,56
2014,0,34021,Bud Cauley,0.02,1,56
2014,0,28089,Jason Day,0.02,1,48
2014,0,25191,Gonzalo Fernandez-Castaño,0.02,2,82
2014,0,30925,Dustin Johnson,0.02,1,57
2014,0,33122,Russell Knox,0.02,2,92
2014,0,23108,Matt Kuchar,0.02,2,88
2014,0,27936,Martin Laird,0.02,1,62
2014,0,28092,D.H. Lee,0.02,1,50
2014,0,29461,Jamie Lovemark,0.02,1,60
2014,0,1724,Jeff Maggert,0.02,1,54
2014,0,27120,Troy Matteson,0.02,1,58
2014,0,25396,Kevin Na,0.02,2,94
2014,0,35541,John Peterson,0.02,1,60
2014,0,31193,Jim Renner,0.02,1,59
2014,0,35732,Wes Roach,0.02,1,63
2014,0,29221,Webb Simpson,0.02,2,84
2014,0,32333,Kevin Tway,0.02,1,60
2014,0,26951,Johnson Wagner,0.02,1,65
2014,0,20396,Lee Westwood,0.02,1,56
2014,0,21878,Mark Wilson,0.02,1,65
2014,0,20098,Stuart Appleby,0.01,1,90
2014,0,22371,Aaron Baddeley,0.01,1,72
2014,0,25274,Steven Bowditch,0.01,1,93
2014,0,33141,Keegan Bradley,0.01,1,88
2014,0,29479,Scott Brown,0.01,1,100
2014,0,20848,Ángel Cabrera,0.01,1,69
2014,0,23135,Tim Clark,0.01,1,75
2014,0,25720,Chad Collins,0.01,1,74
2014,0,24494,Erik Compton,0.01,1,88
2014,0,23541,Ben Crane,0.01,1,81
2014,0,21753,Brian Davis,0.01,1,93
2014,0,23638,Brendon de Jonge,0.01,1,109
2014,0,20104,Ken Duke,0.01,1,78
2014,0,28500,Martin Flores,0.01,1,85
2014,0,32102,Rickie Fowler,0.01,1,85
2014,0,24358,Robert Garrigus,0.01,1,80
2014,0,20157,Retief Goosen,0.01,1,90
2014,0,24924,Bill Haas,0.01,1,105
2014,0,27644,Brian Harman,0.01,1,111
2014,0,26758,David Hearn,0.01,1,97
2014,0,34098,Russell Henley,0.01,1,92
2014,0,33461,Morgan Hoffmann,0.01,1,99
2014,0,27141,J.B. Holmes,0.01,1,86
2014,0,29222,Billy Hurley III,0.01,1,86
2014,0,30926,Chris Kirk,0.01,1,104
2014,0,29926,Danny Lee,0.01,1,80
2014,0,10860,Justin Leonard,0.01,1,75
2014,0,24781,Hunter Mahan,0.01,1,85
2014,0,32839,Hideki Matsuyama,0.01,1,80
2014,0,31202,William McGirt,0.01,1,96
2014,0,24490,George McNeill,0.01,1,79
2014,0,27933,John Merrick,0.01,1,83
2014,0,28475,Jeff Overton,0.01,1,76
2014,0,24361,Pat Perez,0.01,1,84
2014,0,25345,Carl Pettersson,0.01,1,91
2014,0,25240,D.A. Points,0.01,1,73
2014,0,27556,Ted Potter Jr.,0.01,1,68
2014,0,28486,Michael Putnam,0.01,1,102
2014,0,34360,Patrick Reed,0.01,1,90
2014,0,25562,Andres Romero,0.01,1,77
2014,0,22405,Justin Rose,0.01,1,68
2014,0,6567,Vijay Singh,0.01,1,83
2014,0,27649,Brandt Snedeker,0.01,1,87
2014,0,30110,Kyle Stanley,0.01,1,83
2014,0,29518,Brendan Steele,0.01,1,85
2014,0,29425,Andrew Svoboda,0.01,1,77
2014,0,27330,Josh Teater,0.01,1,88
2014,0,28780,Nicholas Thompson,0.01,1,81
2014,0,33419,Cameron Tringale,0.01,1,111
2014,0,25632,Jimmy Walker,0.01,1,96
2013,0,23541,Ben Crane,0.07,4,58
2013,0,34174,John Huh,0.05,4,88
2013,0,29425,Andrew Svoboda,0.05,2,44
2013,0,2206,David Toms,0.05,2,44
2013,0,23452,Nicolas Colsaerts,0.04,2,47
2013,0,29740,Brad Fritsch,0.04,3,77
2013,0,25444,Justin Hicks,0.04,3,75
2013,0,34409,David Lingmerth,0.04,3,68
2013,0,1810,Phil Mickelson,0.04,3,78
2013,0,26679,Kevin Stadler,0.04,3,79
2013,0,30110,Kyle Stanley,0.04,3,71
2013,0,28780,Nicholas Thompson,0.04,4,99
2013,0,20396,Lee Westwood,0.04,3,69
2013,0,24846,Ricky Barnes,0.03,2,70
2013,0,27895,Jonas Blixt,0.03,2,76
2013,0,25274,Steven Bowditch,0.03,2,65
2013,0,20848,Ángel Cabrera,0.03,2,73
2013,0,32366,Kevin Chappell,0.03,2,80
2013,0,24494,Erik Compton,0.03,2,74
2013,0,24399,Scott Gardiner,0.03,2,59
2013,0,25900,Lucas Glover,0.03,2,65
2013,0,34098,Russell Henley,0.03,2,78
2013,0,27408,Martin Kaymer,0.03,2,58
2013,0,30944,Jason Kokrak,0.03,2,78
2013,0,22806,Doug LaBelle II,0.03,2,70
2013,0,27129,Luke List,0.03,2,61
2013,0,25240,D.A. Points,0.03,3,87
2013,0,20645,John Senden,0.03,2,78
2013,0,30692,Scott Stallings,0.03,2,79
2013,0,20160,Charlie Wi,0.03,2,71
2013,0,10885,Robert Allenby,0.02,1,56
2013,0,32334,Charlie Beljan,0.02,1,62
2013,0,1116,Michael Bradley,0.02,1,52
2013,0,32200,Roberto Castro,0.02,2,97
2013,0,22621,Ben Curtis,0.02,1,57
2013,0,6522,Ernie Els,0.02,1,62
2013,0,1320,Bob Estes,0.02,1,66
2013,0,21209,Sergio Garcia,0.02,1,63
2013,0,24358,Robert Garrigus,0.02,1,65
2013,0,24924,Bill Haas,0.02,2,84
2013,0,22792,Peter Hanson,0.02,1,43
2013,0,6573,Brandt Jobe,0.02,1,58
2013,0,30926,Chris Kirk,0.02,2,89
2013,0,27503,Steve LeBrun,0.02,1,62
2013,0,1724,Jeff Maggert,0.02,1,63
2013,0,27120,Troy Matteson,0.02,1,66
2013,0,28237,Rory McIlroy,0.02,1,55
2013,0,24140,Sean O'Hair,0.02,1,56
2013,0,22046,Geoff Ogilvy,0.02,1,57
2013,0,20572,Rod Pampling,0.02,1,42
2013,0,22056,Cameron Percy,0.02,1,66
2013,0,27556,Ted Potter Jr.,0.02,1,61
2013,0,24138,Ian Poulter,0.02,1,53
2013,0,25336,Alistair Presnell,0.02,1,57
2013,0,34360,Patrick Reed,0.02,2,83
2013,0,23497,Tag Ridings,0.02,1,65
2013,0,25562,Andres Romero,0.02,1,59
2013,0,6567,Vijay Singh,0.02,1,61
2013,0,33418,Shawn Stefani,0.02,1,63
2013,0,27214,Kevin Streelman,0.02,2,86
2013,0,23325,Vaughn Taylor,0.02,1,46
2013,0,23788,D.J. Trahan,0.02,1,46
2013,0,26951,Johnson Wagner,0.02,1,60
2013,0,28135,Aaron Watkins,0.02,1,44
2013,0,10423,Mike Weir,0.02,1,58
2013,0,24663,Y.E. Yang,0.02,1,56
2013,0,28259,Sangmoon Bae,0.01,1,83
2013,0,33141,Keegan Bradley,0.01,1,87
2013,0,12510,Chad Campbell,0.01,1,76
2013,0,23638,Brendon de Jonge,0.01,1,110
2013,0,27436,Graham DeLaet,0.01,1,94
2013,0,34099,Harris English,0.01,1,95
2013,0,32102,Rickie Fowler,0.01,1,74
2013,0,35539,Luke Guthrie,0.01,1,82
2013,0,26758,David Hearn,0.01,1,88
2013,0,12716,Charley Hoffman,0.01,1,84
2013,0,29420,Billy Horschel,0.01,1,96
2013,0,30925,Dustin Johnson,0.01,1,70
2013,0,26300,Matt Jones,0.01,1,83
2013,0,8075,Jerry Kelly,0.01,1,75
2013,0,34261,Scott Langley,0.01,1,75
2013,0,24781,Hunter Mahan,0.01,1,85
2013,0,22961,David Mathis,0.01,1,67
2013,0,24490,George McNeill,0.01,1,68
2013,0,23800,Bryce Molder,0.01,1,80
2013,0,26596,Ryan Moore,0.01,1,71
2013,0,30163,Henrik Norlander,0.01,1,68
2013,0,20691,Greg Owen,0.01,1,71
2013,0,25818,Scott Piercy,0.01,1,75
2013,0,23621,Rory Sabbatini,0.01,1,82
2013,0,26331,Charl Schwartzel,0.01,1,68
2013,0,27649,Brandt Snedeker,0.01,1,79
2013,0,34046,Jordan Spieth,0.01,1,82
2013,0,29518,Brendan Steele,0.01,1,82
2013,0,27330,Josh Teater,0.01,1,82
2013,0,27770,Camilo Villegas,0.01,1,75
2013,0,27095,Nick Watney,0.01,1,86
2013,0,25804,Bubba Watson,0.01,1,73
2013,0,26497,Casey Wittenberg,0.01,1,70
2013,0,31323,Gary Woodland,0.01,1,90
2012,0,6036,Scott Dunlap,0.06,3,53
2012,0,25562,Andres Romero,0.06,4,64
2012,0,33419,Cameron Tringale,0.06,5,88
2012,0,32150,Michael Thompson,0.05,4,80
2012,0,6004,Stephen Ames,0.04,2,54
2012,0,27974,Sung Kang,0.04,3,73
2012,0,19970,Robert Karlsson,0.04,2,52
2012,0,22961,David Mathis,0.04,3,81
2012,0,27556,Ted Potter Jr.,0.04,3,77
2012,0,24138,Ian Poulter,0.04,2,56
2012,0,21407,Arjun Atwal,0.03,2,75
2012,0,12652,Cameron Beckman,0.03,2,77
2012,0,23542,Tommy Biershenk,0.03,2,72
2012,0,23135,Tim Clark,0.03,2,60
2012,0,24494,Erik Compton,0.03,2,77
2012,0,11123,Chris Couch,0.03,2,59
2012,0,24358,Robert Garrigus,0.03,3,89
2012,0,24604,Hunter Haas,0.03,2,65
2012,0,30944,Jason Kokrak,0.03,2,75
2012,0,23548,Bill Lunde,0.03,2,79
2012,0,24361,Pat Perez,0.03,2,79
2012,0,1941,Tom Pernice Jr.,0.03,2,58
2012,0,22405,Justin Rose,0.03,2,68
2012,0,29518,Brendan Steele,0.03,2,73
2012,0,32334,Charlie Beljan,0.02,1,57
2012,0,28087,Kris Blanks,0.02,1,65
2012,0,33141,Keegan Bradley,0.02,2,88
2012,0,32366,Kevin Chappell,0.02,2,87
2012,0,6034,Marco Dawson,0.02,1,58
2012,0,21805,Harrison Frazar,0.02,1,54
2012,0,30750,Tommy Gainey,0.02,2,98
2012,0,12782,Tim Herron,0.02,2,88
2012,0,27141,J.B. Holmes,0.02,2,86
2012,0,29420,Billy Horschel,0.02,1,59
2012,0,30926,Chris Kirk,0.02,2,89
2012,0,24940,Edward Loar,0.02,1,57
2012,0,25572,Graeme McDowell,0.02,1,54
2012,0,26596,Ryan Moore,0.02,2,89
2012,0,27302,Garth Mulroy,0.02,1,57
2012,0,24140,Sean O'Hair,0.02,2,84
2012,0,26331,Charl Schwartzel,0.02,1,54
2012,0,24502,Adam Scott,0.02,1,58
2012,0,2206,David Toms,0.02,1,58
2012,0,25804,Bubba Watson,0.02,1,66
2012,0,25892,Steve Wheatcroft,0.02,1,52
2012,0,20160,Charlie Wi,0.02,2,86
2012,0,24663,Y.E. Yang,0.02,1,62
2012,0,10885,Robert Allenby,0.01,1,76
2012,0,33120,Mark Anderson,0.01,1,73
2012,0,28259,Sangmoon Bae,0.01,1,77
2012,0,24846,Ricky Barnes,0.01,1,88
2012,0,20070,Matt Bettencourt,0.01,1,76
2012,0,28093,Miguel Angel Carballo,0.01,1,69
2012,0,34021,Bud Cauley,0.01,1,99
2012,0,21753,Brian Davis,0.01,1,91
2012,0,23638,Brendon de Jonge,0.01,1,115
2012,0,25686,Jason Dufner,0.01,1,82
2012,0,20104,Ken Duke,0.01,1,104
2012,0,1320,Bob Estes,0.01,1,78
2012,0,28307,Matt Every,0.01,1,80
2012,0,32102,Rickie Fowler,0.01,1,83
2012,0,32698,Bobby Gates,0.01,1,85
2012,0,19846,Brian Gay,0.01,1,87
2012,0,23718,Nathan Green,0.01,1,69
2012,0,34174,John Huh,0.01,1,99
2012,0,21350,Ryuji Imada,0.01,1,76
2012,0,24024,Zach Johnson,0.01,1,94
2012,0,31558,J.J. Killeen,0.01,1,97
2012,0,33122,Russell Knox,0.01,1,68
2012,0,1724,Jeff Maggert,0.01,1,83
2012,0,24781,Hunter Mahan,0.01,1,82
2012,0,27060,John Mallinger,0.01,1,70
2012,0,1766,Billy Mayfair,0.01,1,86
2012,0,31202,William McGirt,0.01,1,96
2012,0,1797,Rocco Mediate,0.01,1,68
2012,0,25396,Kevin Na,0.01,1,79
2012,0,29289,S.Y. Noh,0.01,1,101
2012,0,22348,Nick O'Hern,0.01,1,74
2012,0,28475,Jeff Overton,0.01,1,101
2012,0,20691,Greg Owen,0.01,1,90
2012,0,23320,Ryan Palmer,0.01,1,81
2012,0,20572,Rod Pampling,0.01,1,84
2012,0,25345,Carl Pettersson,0.01,1,92
2012,0,25818,Scott Piercy,0.01,1,95
2012,0,25240,D.A. Points,0.01,1,88
2012,0,26476,Chez Reavie,0.01,1,83
2012,0,23621,Rory Sabbatini,0.01,1,84
2012,0,20645,John Senden,0.01,1,78
2012,0,29221,Webb Simpson,0.01,1,76
2012,0,6567,Vijay Singh,0.01,1,99
2012,0,27214,Kevin Streelman,0.01,1,89
2012,0,6527,Steve Stricker,0.01,1,70
2012,0,27963,Chris Stroud,0.01,1,86
2012,0,27330,Josh Teater,0.01,1,93
2012,0,23623,Bo Van Pelt,0.01,1,83
2012,0,27770,Camilo Villegas,0.01,1,77
2012,0,27095,Nick Watney,0.01,1,94
2012,0,26289,Boo Weekley,0.01,1,70
2012,0,21878,Mark Wilson,0.01,1,78
2012,0,31323,Gary Woodland,0.01,1,69
2011,0,23788,D.J. Trahan,0.07,6,91
2011,0,9011,David Duval,0.04,3,67
2011,0,6643,Paul Goydos,0.04,3,81
2011,0,29420,Billy Horschel,0.04,3,75
2011,0,28158,Steve Marino,0.04,3,76
2011,0,1766,Billy Mayfair,0.04,4,94
2011,0,24846,Ricky Barnes,0.03,2,78
2011,0,6522,Ernie Els,0.03,2,69
2011,0,24980,Scott Gutschewski,0.03,2,67
2011,0,31557,Jim Herman,0.03,2,69
