YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
2024,0,52453,Nicolai Højgaard,30.27,333,11
2024,0,30163,Henrik Norlander,30.36,425,14
2024,0,36871,Matt NeSmith,30.4,304,10
2024,0,50095,Austin Smotherman,30.58,367,12
2024,0,40026,Daniel Berger,30.64,429,14
2024,0,47988,Nick Hardy,30.69,491,16
2024,0,51070,Vincent Norrman,30.71,215,7
2024,0,34255,Joseph Bramlett,30.75,492,16
2024,0,26596,Ryan Moore,30.83,370,12
2024,0,46340,Alex Smalley,31.0,310,10
2024,0,27330,Josh Teater,31.0,124,4
2024,0,32333,Kevin Tway,31.17,374,12
2024,0,48699,Callum Tarren,31.33,282,9
2023,0,55789,Taylor Montgomery,26.95,566,21
2023,0,40098,Matt Fitzpatrick,27.13,407,15
2023,0,51634,Sahith Theegala,27.38,657,24
2023,0,46435,Austin Cook,27.45,302,11
2023,0,24925,Jonathan Byrd,27.5,165,6
2023,0,28089,Jason Day,27.59,469,17
2023,0,39058,Lucas Herbert,27.67,332,12
2023,0,50188,S.H. Kim,27.67,581,21
2023,0,29970,Dylan Frittelli,27.71,194,7
2023,0,34409,David Lingmerth,27.77,361,13
2023,0,25900,Lucas Glover,27.79,528,19
2023,0,47591,Eric Cole,27.81,751,27
2023,0,47504,Sam Burns,27.82,473,17
2023,0,25493,Nick Taylor,27.83,501,18
2023,0,34466,Peter Malnati,27.86,390,14
2023,0,29221,Webb Simpson,27.89,251,9
2023,0,32839,Hideki Matsuyama,27.95,531,19
2023,0,45522,Christiaan Bezuidenhout,28.0,504,18
2023,0,48084,Wesley Bryan,28.0,168,6
2023,0,34046,Jordan Spieth,28.0,420,15
2023,0,30927,Brendon Todd,28.0,616,22
2023,0,46442,Maverick McNealy,28.08,337,12
2023,0,46717,Viktor Hovland,28.09,618,22
2023,0,58696,Peter Kuest,28.11,253,9
2023,0,31560,Brian Stuard,28.11,253,9
2023,0,35450,Patrick Cantlay,28.12,478,17
2023,0,30911,Tommy Fleetwood,28.12,478,17
2023,0,28252,Seamus Power,28.12,478,17
2023,0,24502,Adam Scott,28.13,450,16
2023,0,54421,Garrick Higgo,28.16,535,19
2023,0,49960,Sepp Straka,28.16,535,19
2023,0,33948,Byeong Hun An,28.17,648,23
2023,0,25632,Jimmy Walker,28.17,338,12
2023,0,40058,Zac Blair,28.18,310,11
2023,0,22371,Aaron Baddeley,28.19,451,16
2023,0,35506,Mackenzie Hughes,28.19,451,16
2023,0,46441,Robby Shelton,28.22,508,18
2023,0,25686,Jason Dufner,28.23,367,13
2023,0,35901,Paul Haley II,28.23,367,13
2023,0,54591,Ben Griffin,28.25,678,24
2023,0,47988,Nick Hardy,28.25,678,24
2023,0,35461,Beau Hossler,28.26,650,23
2023,0,40162,Justin Lower,28.26,537,19
2023,0,59018,Ryan Gerard,28.27,311,11
2023,0,33448,Justin Thomas,28.27,424,15
2023,0,39977,Max Homa,28.3,566,20
2023,0,47079,Harrison Endycott,28.31,368,13
2023,0,26596,Ryan Moore,28.33,340,12
2023,0,34431,Robert Streb,28.33,255,9
2023,0,55182,Tom Kim,28.35,567,20
2023,0,27644,Brian Harman,28.37,539,19
2023,0,32366,Kevin Chappell,28.38,227,8
2023,0,20229,Stewart Cink,28.38,369,13
2023,0,47995,Davis Riley,28.39,511,18
2023,0,25818,Scott Piercy,28.41,483,17
2023,0,31646,Emiliano Grillo,28.43,654,23
2023,0,33653,Thomas Detry,28.45,626,22
2023,0,45157,Cam Davis,28.47,484,17
2023,0,34363,Tyrrell Hatton,28.47,541,19
2023,0,35532,Tom Hoge,28.48,598,21
2023,0,47347,Adam Schenk,28.48,655,23
2023,0,47128,Richy Werenski,28.5,399,14
2023,0,57362,Austin Eckroat,28.53,485,17
2023,0,24024,Zach Johnson,28.54,371,13
2023,0,34099,Harris English,28.55,571,20
2023,0,48081,Xander Schauffele,28.55,571,20
2023,0,46046,Scottie Scheffler,28.55,628,22
2023,0,19803,Ryan Armour,28.57,400,14
2023,0,32102,Rickie Fowler,28.57,657,23
2023,0,24140,Sean O'Hair,28.57,200,7
2023,0,51997,Andrew Novak,28.58,543,19
2023,0,40006,Erik van Rooyen,28.58,343,12
2023,0,32139,Danny Willett,28.58,343,12
2023,0,53165,Doc Redman,28.6,286,10
2023,0,51766,Wyndham Clark,28.63,687,24
2023,0,52955,Ludvig Åberg,28.67,344,12
2023,0,33141,Keegan Bradley,28.67,516,18
2023,0,33399,Adam Hadwin,28.67,516,18
2023,0,34098,Russell Henley,28.72,517,18
2023,0,39324,J.J. Spaun,28.73,632,22
2023,0,49771,J.T. Poston,28.75,575,20
2023,0,57366,Cameron Young,28.75,575,20
2023,0,52513,Carson Young,28.75,460,16
2023,0,32791,K.H. Lee,28.76,604,21
2023,0,52374,Brandon Wu,28.78,662,23
2023,0,32662,Michael Gligic,28.83,173,6
2023,0,27349,Alex Noren,28.83,519,18
2023,0,49947,Taylor Moore,28.85,577,20
2023,0,47993,Denny McCarthy,28.86,635,22
2023,0,34255,Joseph Bramlett,28.87,433,15
2023,0,57975,Harry Hall,28.89,549,19
2023,0,33413,Ben Martin,28.89,520,18
2023,0,36871,Matt NeSmith,28.89,520,18
2023,0,47983,Chad Ramey,28.89,520,18
2023,0,36699,Patrick Rodgers,28.89,549,19
2023,0,48119,Ben Taylor,28.94,521,18
2023,0,54628,Lee Hodges,28.95,579,20
2023,0,55708,Hayden Buckley,29.0,435,15
2023,0,34076,Joel Dahmen,29.0,493,17
2023,0,27974,Sung Kang,29.0,203,7
2023,0,39975,Michael Kim,29.0,493,17
2023,0,37455,Si Woo Kim,29.0,638,22
2023,0,31202,William McGirt,29.0,261,9
2023,0,46970,Jon Rahm,29.0,493,17
2023,0,48867,Matti Schmid,29.0,319,11
2023,0,50095,Austin Smotherman,29.0,493,17
2023,0,46414,Aaron Rai,29.05,610,21
2023,0,32757,Patton Kizzire,29.06,523,18
2023,0,45242,Kevin Yu,29.08,349,12
2023,0,27554,Scott Harrington,29.1,291,10
2023,0,37275,Sam Ryder,29.1,611,21
2023,0,55893,Sam Stevens,29.1,582,20
2023,0,23108,Matt Kuchar,29.11,553,19
2023,0,29908,C.T. Pan,29.11,262,9
2023,0,50525,Collin Morikawa,29.12,495,17
2023,0,34563,Chesson Hadley,29.13,466,16
2023,0,33408,Tyson Alexander,29.14,408,14
2023,0,22405,Justin Rose,29.14,408,14
2023,0,48117,Kurt Kitayama,29.15,379,13
2023,0,31577,Tano Goya,29.18,496,17
2023,0,51950,Max McGreevy,29.2,292,10
2023,0,28237,Rory McIlroy,29.2,438,15
2023,0,39546,Keith Mitchell,29.2,584,20
2023,0,46340,Alex Smalley,29.22,672,23
2023,0,55454,Carl Yuan,29.23,380,13
2023,0,36801,Mark Hubbard,29.24,614,21
2023,0,51349,Nico Echavarria,29.25,234,8
2023,0,23320,Ryan Palmer,29.25,351,12
2023,0,51890,Greyson Sigg,29.25,585,20
2023,0,27963,Chris Stroud,29.25,234,8
2023,0,58168,Davis Thompson,29.25,585,20
2023,0,39997,Corey Conners,29.26,556,19
2023,0,30692,Scott Stallings,29.27,439,15
2023,0,39067,MJ Daffue,29.28,527,18
2023,0,27936,Martin Laird,29.29,410,14
2023,0,26476,Chez Reavie,29.29,498,17
2023,0,46601,Trey Mullinax,29.3,293,10
2023,0,33597,Harry Higgs,29.31,381,13
2023,0,28775,Nate Lashley,29.33,616,21
2023,0,40115,Adam Svensson,29.33,792,27
2023,0,35617,Martin Trainer,29.33,264,9
2023,0,48887,Matt Wallace,29.33,440,15
2023,0,35449,Adam Long,29.37,558,19
2023,0,54783,Dylan Wu,29.38,617,21
2023,0,30926,Chris Kirk,29.39,529,18
2023,0,30163,Henrik Norlander,29.4,441,15
2023,0,29289,S.Y. Noh,29.43,412,14
2023,0,36326,David Lipsky,29.44,530,18
2023,0,32640,Troy Merritt,29.46,383,13
2023,0,58967,Trevor Werbylo,29.46,383,13
2023,0,39971,Sungjae Im,29.48,678,23
2023,0,56630,Akshay Bhatia,29.5,531,18
2023,0,49298,Kramer Hickok,29.5,472,16
2023,0,52453,Nicolai Hojgaard,29.5,295,10
2023,0,39335,Kevin Roy,29.5,236,8
2023,0,27129,Luke List,29.53,561,19
2023,0,48699,Callum Tarren,29.53,443,15
2023,0,28420,Ryan Brehm,29.56,266,9
2023,0,36724,Augusto Núñez,29.58,355,12
2023,0,37338,Zecheng Dou,29.59,503,17
2023,0,51491,Brandon Matthews,29.6,148,5
2023,0,51070,Vincent Norrman,29.67,445,15
2023,0,34256,Andrew Putnam,29.67,712,24
2023,0,52375,Doug Ghim,29.69,475,16
2023,0,27095,Nick Watney,29.71,208,7
2023,0,50493,Justin Suh,29.73,773,26
2023,0,56762,Will Gordon,29.76,625,21
2023,0,33410,Andrew Landry,29.77,387,13
2023,0,35879,Kelly Kraft,29.8,447,15
2023,0,52372,Cameron Champ,29.82,328,11
2023,0,29725,Tony Finau,29.84,567,19
2023,0,32448,James Hahn,29.85,388,13
2023,0,39954,Cody Gribble,29.86,418,14
2023,0,33122,Russell Knox,29.86,657,22
2023,0,51414,Brent Grant,29.91,329,11
2023,0,12716,Charley Hoffman,29.91,329,11
2023,0,36799,Stephan Jaeger,29.93,868,29
2023,0,34610,Matthias Schwab,29.94,479,16
2023,0,31323,Gary Woodland,29.94,539,18
2023,0,35310,Lanto Griffin,30.0,300,10
2023,0,22056,Cameron Percy,30.0,360,12
2023,0,27214,Kevin Streelman,30.0,510,17
2023,0,45609,Tyler Duncan,30.07,421,14
2023,0,32333,Kevin Tway,30.14,422,14
2023,0,49453,Trevor Cone,30.17,362,12
2023,0,29420,Billy Horschel,30.27,333,11
2023,0,40250,Taylor Pendrith,30.32,576,19
2023,0,33204,Shane Lowry,30.36,425,14
2023,0,31557,Jim Herman,30.42,365,12
2023,0,49766,Hank Lebioda,30.43,213,7
2023,0,52411,Kyle Westmoreland,30.44,274,9
2023,0,29535,Brice Garnett,30.63,490,16
2023,0,32816,Satoshi Kodaira,30.67,368,12
2022,0,33448,Justin Thomas,27.22,490,18
2022,0,48699,Callum Tarren,27.3,273,10
2022,0,39058,Lucas Herbert,27.33,246,9
2022,0,26300,Matt Jones,27.4,274,10
2022,0,29926,Danny Lee,27.43,192,7
2022,0,35310,Lanto Griffin,27.44,439,16
2022,0,25198,Francesco Molinari,27.5,275,10
2022,0,47993,Denny McCarthy,27.59,607,22
2022,0,28089,Jason Day,27.64,304,11
2022,0,33597,Harry Higgs,27.67,332,12
2022,0,35879,Kelly Kraft,27.7,277,10
2022,0,46442,Maverick McNealy,27.7,554,20
2022,0,23621,Rory Sabbatini,27.7,277,10
2022,0,35506,Mackenzie Hughes,27.87,418,15
2022,0,40006,Erik van Rooyen,27.88,223,8
2022,0,56278,Matthew Wolff,27.88,223,8
2022,0,32366,Kevin Chappell,27.89,251,9
2022,0,23325,Vaughn Taylor,27.9,279,10
2022,0,51997,Andrew Novak,27.92,335,12
2022,0,25818,Scott Piercy,27.92,335,12
2022,0,26851,Marc Leishman,27.93,419,15
2022,0,30927,Brendon Todd,27.94,475,17
2022,0,27895,Jonas Blixt,28.0,140,5
2022,0,45157,Cam Davis,28.0,476,17
2022,0,34563,Chesson Hadley,28.0,336,12
2022,0,28775,Nate Lashley,28.0,364,13
2022,0,35891,Cameron Smith,28.07,393,14
2022,0,31560,Brian Stuard,28.08,337,12
2022,0,46550,Brandon Hagy,28.1,281,10
2022,0,10381,Curtis Thompson,28.13,225,8
2022,0,24361,Pat Perez,28.17,338,12
2022,0,32839,Hideki Matsuyama,28.18,479,17
2022,0,30692,Scott Stallings,28.18,479,17
2022,0,51894,Vince Whaley,28.2,423,15
2022,0,53165,Doc Redman,28.23,367,13
2022,0,36689,Brooks Koepka,28.25,226,8
2022,0,29908,C.T. Pan,28.25,452,16
2022,0,39546,Keith Mitchell,28.26,537,19
2022,0,23983,Luke Donald,28.27,311,11
2022,0,34363,Tyrrell Hatton,28.27,424,15
2022,0,47128,Richy Werenski,28.29,198,7
2022,0,33667,Carlos Ortiz,28.3,283,10
2022,0,35617,Martin Trainer,28.3,283,10
2022,0,32102,Rickie Fowler,28.31,368,13
2022,0,46717,Viktor Hovland,28.31,453,16
2022,0,45609,Tyler Duncan,28.33,425,15
2022,0,24980,Scott Gutschewski,28.33,170,6
2022,0,23108,Matt Kuchar,28.33,425,15
2022,0,33141,Keegan Bradley,28.35,482,17
2022,0,36801,Mark Hubbard,28.36,397,14
2022,0,30911,Tommy Fleetwood,28.38,369,13
2022,0,33204,Shane Lowry,28.38,369,13
2022,0,49771,J.T. Poston,28.4,426,15
2022,0,48084,Wesley Bryan,28.43,199,7
2022,0,47347,Adam Schenk,28.43,398,14
2022,0,30978,Kiradech Aphibarnrat,28.44,256,9
2022,0,33486,Roger Sloan,28.44,256,9
2022,0,34046,Jordan Spieth,28.44,455,16
2022,0,25493,Nick Taylor,28.44,455,16
2022,0,30944,Jason Kokrak,28.46,370,13
2022,0,50525,Collin Morikawa,28.46,370,13
2022,0,27349,Alex Noren,28.46,370,13
2022,0,47529,Mito Pereira,28.5,513,18
2022,0,24138,Ian Poulter,28.5,228,8
2022,0,47504,Sam Burns,28.53,485,17
2022,0,28252,Seamus Power,28.53,428,15
2022,0,37275,Sam Ryder,28.53,428,15
2022,0,51890,Greyson Sigg,28.53,485,17
2022,0,50095,Austin Smotherman,28.53,428,15
2022,0,36799,Stephan Jaeger,28.54,371,13
2022,0,30163,Henrik Norlander,28.55,314,11
2022,0,22405,Justin Rose,28.55,314,11
2022,0,52374,Brandon Wu,28.55,314,11
2022,0,51950,Max McGreevy,28.56,257,9
2022,0,29725,Tony Finau,28.58,543,19
2022,0,29289,S.Y. Noh,28.58,343,12
2022,0,35449,Adam Long,28.59,486,17
2022,0,34256,Andrew Putnam,28.61,515,18
2022,0,32150,Michael Thompson,28.63,458,16
2022,0,39971,Sungjae Im,28.65,573,20
2022,0,31420,Anirban Lahiri,28.67,344,12
2022,0,34360,Patrick Reed,28.67,430,15
2022,0,47856,Seth Reeves,28.67,258,9
2022,0,49766,Hank Lebioda,28.69,373,13
2022,0,26476,Chez Reavie,28.69,459,16
2022,0,34431,Robert Streb,28.69,373,13
2022,0,27214,Kevin Streelman,28.69,459,16
2022,0,47483,Will Zalatoris,28.69,459,16
2022,0,51766,Wyndham Clark,28.7,574,20
2022,0,32139,Danny Willett,28.73,316,11
2022,0,47995,Davis Riley,28.74,546,19
2022,0,32640,Troy Merritt,28.75,575,20
2022,0,57366,Cameron Young,28.76,489,17
2022,0,34098,Russell Henley,28.78,518,18
2022,0,36884,Ben Kohles,28.78,259,9
2022,0,24925,Jonathan Byrd,28.8,288,10
2022,0,29535,Brice Garnett,28.82,317,11
2022,0,31323,Gary Woodland,28.82,317,11
2022,0,45526,Abraham Ancer,28.83,346,12
2022,0,34076,Joel Dahmen,28.83,519,18
2022,0,27644,Brian Harman,28.84,548,19
2022,0,51634,Sahith Theegala,28.84,721,25
2022,0,35461,Beau Hossler,28.85,375,13
2022,0,35110,Brett Drewitt,28.86,202,7
2022,0,28237,Rory McIlroy,28.86,404,14
2022,0,46601,Trey Mullinax,28.86,404,14
2022,0,29420,Billy Horschel,28.87,433,15
2022,0,52372,Cameron Champ,28.88,231,8
2022,0,29974,Branden Grace,28.88,231,8
2022,0,54421,Garrick Higgo,28.88,231,8
2022,0,39324,J.J. Spaun,28.89,549,19
2022,0,49960,Sepp Straka,28.89,520,18
2022,0,33399,Adam Hadwin,28.9,578,20
2022,0,37455,Si Woo Kim,28.9,607,21
2022,0,46435,Austin Cook,28.91,318,11
2022,0,32448,James Hahn,28.91,318,11
2022,0,29478,Kevin Kisner,28.91,318,11
2022,0,29221,Webb Simpson,28.91,318,11
2022,0,34264,Hudson Swafford,28.91,318,11
2022,0,40162,Justin Lower,28.92,376,13
2022,0,31646,Emiliano Grillo,28.93,434,15
2022,0,39977,Max Homa,28.95,550,19
2022,0,46046,Scottie Scheffler,28.95,550,19
2022,0,40115,Adam Svensson,28.95,579,20
2022,0,49964,Aaron Wise,28.95,550,19
2022,0,32662,Michael Gligic,29.0,406,14
2022,0,39953,Chase Seiffert,29.0,232,8
2022,0,34466,Peter Malnati,29.05,581,20
2022,0,45486,Joaquin Niemann,29.06,523,18
2022,0,46402,Talor Gooch,29.07,436,15
2022,0,23320,Ryan Palmer,29.08,349,12
2022,0,32333,Kevin Tway,29.1,291,10
2022,0,35450,Patrick Cantlay,29.13,466,16
2022,0,22056,Cameron Percy,29.14,204,7
2022,0,45540,Jared Wolfe,29.14,204,7
2022,0,33419,Cameron Tringale,29.17,525,18
2022,0,27974,Sung Kang,29.18,321,11
2022,0,30926,Chris Kirk,29.18,496,17
2022,0,32757,Patton Kizzire,29.18,496,17
2022,0,48081,Xander Schauffele,29.18,496,17
2022,0,27770,Camilo Villegas,29.18,321,11
2022,0,36852,Jim Knous,29.25,234,8
2022,0,36699,Patrick Rodgers,29.25,468,16
2022,0,27129,Luke List,29.29,410,14
2022,0,34610,Matthias Schwab,29.29,410,14
2022,0,47983,Chad Ramey,29.3,293,10
2022,0,27139,David Skinns,29.3,293,10
2022,0,20229,Stewart Cink,29.31,381,13
2022,0,34174,John Huh,29.31,381,13
2022,0,27936,Martin Laird,29.31,381,13
2022,0,19803,Ryan Armour,29.38,235,8
2022,0,45522,Christiaan Bezuidenhout,29.44,530,18
2022,0,27064,Jhonattan Vegas,29.44,471,16
2022,0,27095,Nick Watney,29.44,265,9
2022,0,21961,Charles Howell III,29.45,324,11
2022,0,48117,Kurt Kitayama,29.45,324,11
2022,0,24502,Adam Scott,29.47,501,17
2022,0,46340,Alex Smalley,29.47,501,17
2022,0,32791,K.H. Lee,29.48,619,21
2022,0,40098,Matt Fitzpatrick,29.5,472,16
2022,0,33490,Bo Hoag,29.5,177,6
2022,0,49947,Taylor Moore,29.5,472,16
2022,0,27649,Brandt Snedeker,29.5,236,8
2022,0,39997,Corey Conners,29.53,561,19
2022,0,25900,Lucas Glover,29.53,561,19
2022,0,48822,Sebastián Muñoz,29.53,502,17
2022,0,46970,Jon Rahm,29.53,502,17
2022,0,35532,Tom Hoge,29.56,532,18
2022,0,36326,David Lipsky,29.56,473,16
2022,0,28114,Dawie van der Walt,29.57,207,7
2022,0,29970,Dylan Frittelli,29.61,533,18
2022,0,54783,Dylan Wu,29.7,297,10
2022,0,33122,Russell Knox,29.76,506,17
2022,0,49298,Kramer Hickok,29.79,417,14
2022,0,25686,Jason Dufner,29.8,149,5
2022,0,47988,Nick Hardy,29.8,298,10
2022,0,37212,Paul Barjon,29.82,328,11
2022,0,37189,Harold Varner III,29.86,418,14
2022,0,55708,Hayden Buckley,29.94,479,16
2022,0,46414,Aaron Rai,29.94,509,17
2022,0,24024,Zach Johnson,30.0,300,10
2022,0,36871,Matthew NeSmith,30.0,540,18
2022,0,34255,Joseph Bramlett,30.08,391,13
2022,0,32816,Satoshi Kodaira,30.11,271,9
2022,0,40250,Taylor Pendrith,30.13,452,15
2022,0,24924,Bill Haas,30.2,453,15
2022,0,54628,Lee Hodges,30.39,547,18
2022,0,12716,Charley Hoffman,30.42,365,12
2022,0,29518,Brendan Steele,30.5,427,14
2022,0,52375,Doug Ghim,30.53,458,15
2022,0,48887,Matt Wallace,31.13,249,8
