YEAR,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
2024,0,48084,Wesley Bryan,100.0,1.0
2024,0,33653,Thomas Detry,100.0,2.0
2024,0,30911,Tommy Fleetwood,100.0,2.0
2024,0,33399,Adam Hadwin,100.0,2.0
2024,0,12716,Charley Hoffman,100.0,1.0
2024,0,39977,Max Homa,100.0,1.0
2024,0,36801,Mark Hubbard,100.0,1.0
2024,0,32791,K.H. Lee,100.0,1.0
2024,0,37378,Min Woo Lee,100.0,1.0
2024,0,40162,Justin Lower,100.0,2.0
2024,0,32839,Hideki Matsuyama,100.0,3.0
2024,0,49947,Taylor Moore,100.0,1.0
2024,0,30163,Henrik Norlander,100.0,1.0
2024,0,46046,Scottie Scheffler,100.0,3.0
2024,0,24502,Adam Scott,100.0,1.0
2024,0,34046,Jordan Spieth,100.0,1.0
2024,0,58168,Davis Thompson,100.0,2.0
2024,0,57366,Cameron Young,100.0,2.0
2024,0,52513,Carson Young,100.0,1.0
2024,0,45242,Kevin Yu,100.0,1.0
2024,0,52215,Robert MacIntyre,75.0,3.0
2024,0,33948,Byeong Hun An,66.7,2.0
2024,0,46442,Maverick McNealy,66.7,2.0
2024,0,51997,Andrew Novak,66.7,2.0
2024,0,48081,Xander Schauffele,66.7,2.0
2024,0,33448,Justin Thomas,66.7,2.0
2024,0,28237,Rory McIlroy,60.0,3.0
2024,0,29725,Tony Finau,57.1,4.0
2024,0,40026,Daniel Berger,50.0,1.0
2024,0,45522,Christiaan Bezuidenhout,50.0,1.0
2024,0,33141,Keegan Bradley,50.0,1.0
2024,0,47591,Eric Cole,50.0,1.0
2024,0,59442,Parker Coody,50.0,1.0
2024,0,51349,Nico Echavarria,50.0,1.0
2024,0,29936,Ryan Fox,50.0,1.0
2024,0,51977,Max Greyserman,50.0,1.0
2024,0,54628,Lee Hodges,50.0,1.0
2024,0,37455,Si Woo Kim,50.0,1.0
