YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
2020,0,27330,Josh Teater,2.513,280.9,111.78,100,228202812
2020,0,23623,Bo Van Pelt,2.513,277.2,110.273,130,229602725
2020,0,49964,Aaron Wise,2.513,289.1,115.049,109,209002740
2020,4,35891,Cameron Smith,2.512,282.1,112.305,181,205902853
2020,0,33410,Andrew Landry,2.511,273.1,108.782,221,209302729
2020,3,46970,Jon Rahm,2.511,297.1,118.332,209,44102948
2020,-1,33399,Adam Hadwin,2.51,280.9,111.907,205,30902744
2020,-1,29926,Danny Lee,2.51,287.2,114.4,209,203502831
2020,8,46717,Viktor Hovland,2.508,283.7,113.145,240,222302874
2020,0,52375,Doug Ghim,2.506,278.6,111.183,87,217402704
2020,0,34563,Chesson Hadley,2.505,282.7,112.858,136,204702832
2020,0,35230,Nelson Ledesma,2.504,283.6,113.285,78,222502755
2020,0,34046,Jordan Spieth,2.504,285.6,114.05,151,30902917
2020,0,56278,Matthew Wolff,2.504,303.8,121.32,221,30102861
2020,0,37189,Harold Varner III,2.503,282.8,113.005,199,30802824
2020,0,27974,Sung Kang,2.502,286.6,114.578,192,31603016
2020,0,26329,Louis Oosthuizen,2.501,281.1,112.413,138,42202840
2020,1,33486,Roger Sloan,2.5,283.2,113.293,117,215502738
2020,2,29970,Dylan Frittelli,2.497,283.2,113.41,231,217202772
2020,2,32640,Troy Merritt,2.497,278.2,111.399,185,77102779
2020,-1,32839,Hideki Matsuyama,2.496,288.6,115.63,240,201803027
2020,1,25632,Jimmy Walker,2.494,286.5,114.873,119,218302737
2020,1,33120,Mark Anderson,2.493,274.6,110.157,102,215102759
2020,3,50525,Collin Morikawa,2.493,283.1,113.565,244,214902792
2020,1,47128,Richy Werenski,2.493,278.3,111.621,180,206002761
2020,1,35450,Patrick Cantlay,2.491,288.4,115.787,140,202002827
2020,1,26758,David Hearn,2.491,262.3,105.26,125,217702753
2020,1,27649,Brandt Snedeker,2.491,271.0,108.789,187,46502869
2020,1,35617,Martin Trainer,2.49,296.5,119.084,117,201302798
2020,2,23108,Matt Kuchar,2.487,271.0,108.983,162,216202834
2020,2,32757,Patton Kizzire,2.486,283.5,114.039,141,223402727
2020,5,23320,Ryan Palmer,2.486,284.7,114.541,212,202602823
2020,2,22405,Justin Rose,2.486,286.9,115.37,130,217302780
2020,-1,33448,Justin Thomas,2.485,288.8,116.232,168,44803042
2020,2,26476,Chez Reavie,2.482,267.7,107.834,203,206805041
2020,4,34363,Tyrrell Hatton,2.48,284.4,114.68,145,42702940
2020,2,46441,Robby Shelton,2.479,274.4,110.694,215,219002771
2020,2,34255,Joseph Bramlett,2.478,282.8,114.116,96,205302724
2020,0,35506,Mackenzie Hughes,2.478,285.3,115.138,248,211702846
2020,2,28775,Nate Lashley,2.478,271.4,109.533,133,223302747
2020,2,1810,Phil Mickelson,2.478,290.1,117.089,125,197602857
2020,2,47504,Sam Burns,2.477,294.0,118.667,189,53802679
2020,2,27963,Chris Stroud,2.477,271.5,109.613,143,214302732
2020,2,26499,Rafa Cabrera Bello,2.476,272.2,109.94,156,60902897
2020,2,28679,Fabián Gómez,2.476,268.3,108.356,131,205202656
2020,2,23325,Vaughn Taylor,2.476,265.5,107.204,171,206102773
2020,2,32150,Michael Thompson,2.476,272.0,109.835,224,215502729
2020,2,25349,Tim Wilkinson,2.476,264.5,106.852,98,29802789
2020,2,25364,Paul Casey,2.475,287.9,116.353,155,40902880
2020,2,24924,Bill Haas,2.475,281.7,113.789,112,205702796
2020,2,27644,Brian Harman,2.475,271.8,109.811,283,122202946
2020,2,49766,Hank Lebioda,2.474,277.9,112.319,137,223302778
2020,2,49771,J.T. Poston,2.474,279.7,113.054,211,209802702
2020,2,48119,Ben Taylor,2.474,284.8,115.075,88,223602667
2020,2,29535,Brice Garnett,2.472,272.9,110.403,153,211402687
2020,2,31420,Anirban Lahiri,2.472,275.1,111.263,67,216302773
2020,2,27936,Martin Laird,2.472,282.6,114.323,97,224702717
2020,2,27214,Kevin Streelman,2.472,279.0,112.855,224,202702766
2020,3,31646,Emiliano Grillo,2.471,281.2,113.786,162,215602718
2020,3,34098,Russell Henley,2.47,271.4,109.866,216,217702802
2020,3,36689,Brooks Koepka,2.47,296.5,120.025,127,216102789
2020,7,34099,Harris English,2.469,285.4,115.608,254,217202776
2020,2,34314,Sebastian Cappelen,2.468,286.7,116.153,126,187902774
2020,2,19846,Brian Gay,2.468,269.5,109.209,207,195302741
2020,-6,29420,Billy Horschel,2.468,280.5,113.667,232,29002940
2020,1,32791,K.H. Lee,2.467,278.2,112.739,208,199802762
2020,1,36871,Matthew NeSmith,2.467,281.9,114.262,164,198602792
2020,1,28089,Jason Day,2.466,289.9,117.583,138,219802752
2020,1,24024,Zach Johnson,2.466,270.9,109.888,171,210102761
2020,1,29518,Brendan Steele,2.466,288.8,117.112,177,28902729
2020,2,33204,Shane Lowry,2.465,282.9,114.758,126,42102943
2020,2,40042,Tyler McCumber,2.465,298.8,121.2,89,216102722
2020,2,34466,Peter Malnati,2.463,276.3,112.211,169,222202730
2020,2,25818,Scott Piercy,2.462,274.8,111.595,154,211202773
2020,2,23621,Rory Sabbatini,2.462,270.1,109.748,190,209902761
2020,2,29908,C.T. Pan,2.461,269.6,109.53,145,178902790
2020,2,21407,Arjun Atwal,2.46,266.4,108.27,80,196402675
2020,2,34021,Bud Cauley,2.46,273.7,111.25,203,218502720
2020,2,22056,Cameron Percy,2.46,270.6,109.989,105,219002722
2020,2,51766,Wyndham Clark,2.459,294.8,119.928,156,179602745
2020,3,34076,Joel Dahmen,2.458,274.7,111.79,223,211602764
2020,3,45609,Tyler Duncan,2.458,269.0,109.423,246,207202740
2020,3,39997,Corey Conners,2.457,283.6,115.428,200,29402906
2020,3,39971,Sungjae Im,2.455,283.6,115.513,309,51802839
2020,4,47993,Denny McCarthy,2.455,277.0,112.862,204,58402696
2020,4,31560,Brian Stuard,2.455,258.4,105.239,230,199202787
2020,4,21961,Charles Howell III,2.454,286.8,116.855,171,203202981
2020,4,39953,Chase Seiffert,2.454,272.9,111.207,112,207002744
2020,4,35732,Wes Roach,2.453,272.4,111.047,69,222602802
2020,4,48081,Xander Schauffele,2.453,288.4,117.54,227,193702972
2020,4,33404,Chris Baker,2.452,275.2,112.221,124,216502659
2020,10,46046,Scottie Scheffler,2.452,285.8,116.54,262,41502856
2020,4,23788,D.J. Trahan,2.452,275.8,112.481,98,212802763
2020,3,28420,Ryan Brehm,2.45,304.6,124.311,111,216502703
2020,3,33597,Harry Higgs,2.45,285.7,116.605,265,212202787
2020,3,35532,Tom Hoge,2.45,274.3,111.97,223,217102726
2020,3,27556,Ted Potter Jr.,2.45,275.1,112.286,127,206202665
2020,3,32366,Kevin Chappell,2.449,285.0,116.37,131,212502713
2020,3,34213,Grayson Murray,2.449,297.6,121.5,104,41002693
2020,4,12716,Charley Hoffman,2.448,278.4,113.766,175,29302737
2020,4,39977,Max Homa,2.447,290.4,118.683,205,206402746
2020,4,33667,Carlos Ortiz,2.446,284.8,116.419,211,44802750
2020,4,33122,Russell Knox,2.445,277.6,113.554,179,213002767
2020,4,53165,Doc Redman,2.445,280.5,114.736,249,214402807
2020,4,29479,Scott Brown,2.444,272.7,111.566,175,211602697
2020,6,29478,Kevin Kisner,2.442,273.4,111.958,209,208502886
2020,4,27095,Nick Watney,2.442,288.3,118.05,123,207502657
2020,3,33490,Bo Hoag,2.44,271.8,111.402,164,199902719
2020,3,35658,Kris Ventura,2.439,294.9,120.889,89,207102686
2020,8,45526,Abraham Ancer,2.437,272.3,111.723,226,1303240
2020,4,24502,Adam Scott,2.437,288.1,118.229,114,46602801
2020,4,34431,Robert Streb,2.437,275.4,113.018,89,225502671
2020,3,49298,Kramer Hickok,2.435,272.8,112.04,125,223202729
2020,3,30163,Henrik Norlander,2.435,275.1,112.991,171,171502733
2020,3,30110,Kyle Stanley,2.434,265.6,109.15,161,187802798
2020,4,40009,Dominic Bozzelli,2.433,276.1,113.489,65,208902611
2020,4,40058,Zac Blair,2.432,262.7,107.997,169,210702709
2020,4,37455,Si Woo Kim,2.432,276.0,113.47,235,191802771
2020,4,39546,Keith Mitchell,2.432,291.0,119.645,156,172202732
2020,4,26300,Matt Jones,2.431,279.6,115.017,204,16602723
2020,4,40098,Matt Fitzpatrick,2.429,273.1,112.43,160,45402826
2020,4,25572,Graeme McDowell,2.429,268.2,110.39,112,49802814
2020,4,30927,Brendon Todd,2.429,260.6,107.289,285,8902732
2020,4,27554,Scott Harrington,2.428,294.2,121.165,165,209502829
2020,4,25686,Jason Dufner,2.427,265.9,109.544,194,207902744
2020,4,24361,Pat Perez,2.423,281.8,116.303,134,28102725
2020,4,36699,Patrick Rodgers,2.422,290.0,119.745,260,154002742
2020,4,30692,Scott Stallings,2.421,276.8,114.333,147,198102841
2020,4,32618,Rhein Gibson,2.42,281.9,116.502,103,163802706
2020,4,27349,Alex Noren,2.42,285.3,117.889,151,210902710
2020,4,19803,Ryan Armour,2.418,256.6,106.104,168,212902695
2020,4,48045,Michael Gellerman,2.417,275.2,113.839,90,213502641
2020,4,22371,Aaron Baddeley,2.414,268.8,111.373,160,213102638
2020,4,56762,Will Gordon,2.414,303.7,125.792,64,204002855
2020,4,33413,Ben Martin,2.414,271.4,112.428,71,208002728
2020,4,31323,Gary Woodland,2.413,293.4,121.589,149,202602780
2020,9,29725,Tony Finau,2.412,294.4,122.052,214,133702784
2020,4,10809,Jim Furyk,2.412,253.8,105.245,127,32902723
2020,3,51894,Vince Whaley,2.411,282.8,117.297,90,204702658
2020,3,20229,Stewart Cink,2.41,279.1,115.812,177,214402670
2020,3,21209,Sergio Garcia,2.41,287.7,119.389,105,43302951
2020,3,25900,Lucas Glover,2.41,273.5,113.492,162,192902958
2020,4,33419,Cameron Tringale,2.406,287.9,119.679,219,213902716
2020,4,25804,Bubba Watson,2.406,293.2,121.881,146,33702990
2020,4,32254,Xinjun Zhang,2.405,279.5,116.22,218,202202684
2020,5,46402,Talor Gooch,2.401,284.0,118.28,216,208802794
2020,5,37275,Sam Ryder,2.401,281.7,117.341,198,30502668
2020,2,48822,Sebastián Muñoz,2.4,285.5,118.971,262,30602863
2020,4,27064,Jhonattan Vegas,2.396,291.5,121.637,117,28602637
2020,5,25396,Kevin Na,2.392,271.3,113.41,228,44002830
2020,3,27129,Luke List,2.391,295.7,123.68,192,192402676
2020,10,40026,Daniel Berger,2.39,276.4,115.682,213,190602736
2020,3,32662,Michael Gligic,2.389,287.1,120.161,131,214002633
2020,3,46550,Brandon Hagy,2.388,299.3,125.314,125,177702713
2020,3,29484,Peter Uihlein,2.387,289.0,121.07,84,202802609
2020,3,36801,Mark Hubbard,2.386,268.2,112.398,288,3802680
2020,11,26851,Marc Leishman,2.386,274.9,115.217,142,16402867
2020,3,32333,Kevin Tway,2.386,289.2,121.198,116,40202590
2020,2,29974,Branden Grace,2.385,272.6,114.324,114,186402938
2020,2,26596,Ryan Moore,2.383,259.6,108.935,138,18402655
2020,2,24138,Ian Poulter,2.383,261.8,109.869,154,17602686
2020,3,46442,Maverick McNealy,2.382,274.5,115.233,208,176202831
2020,5,35310,Lanto Griffin,2.379,284.0,119.4,202,16102814
2020,7,31557,Jim Herman,2.369,267.7,112.983,175,203702628
2020,4,52372,Cameron Champ,2.368,300.8,126.998,202,1902880
2020,8,28252,Seamus Power,2.368,278.9,117.791,84,194502640
2020,8,47347,Adam Schenk,2.368,284.4,120.093,186,197402576
2020,7,45486,Joaquin Niemann,2.367,279.9,118.272,200,11602756
2020,7,27942,Rob Oppenheim,2.359,260.4,110.415,162,17002681
2020,7,34360,Patrick Reed,2.348,275.3,117.239,237,41702704
2020,8,34256,Andrew Putnam,2.313,261.5,113.092,102,197502650
2019,0,33141,Keegan Bradley,2.555,290.1,113.556,61,197602818
2019,0,46523,Joey Garber,2.551,285.1,111.738,99,222802829
2019,0,26758,David Hearn,2.548,268.0,105.176,61,232802776
2019,0,49960,Sepp Straka,2.545,292.5,114.932,101,211702780
2019,0,39954,Cody Gribble,2.541,292.6,115.116,94,215302812
2019,0,19846,Brian Gay,2.54,271.0,106.704,85,221502760
2019,0,32102,Rickie Fowler,2.539,294.0,115.772,57,187602729
2019,0,35732,Wes Roach,2.539,281.9,111.047,99,233302821
2019,0,28089,Jason Day,2.534,298.4,117.75,37,226202690
2019,0,32139,Danny Willett,2.533,286.2,112.953,29,226802766
2019,0,1810,Phil Mickelson,2.531,303.0,119.724,21,193802860
2019,0,35449,Adam Long,2.529,279.1,110.376,100,220402841
2019,0,35461,Beau Hossler,2.525,287.2,113.761,133,223802826
2019,0,22405,Justin Rose,2.522,290.7,115.263,34,233102731
2019,0,33948,Byeong Hun An,2.52,293.7,116.558,69,220402734
2019,0,30925,Dustin Johnson,2.517,300.0,119.18,41,222702753
2019,0,29223,Sam Saunders,2.516,288.0,114.446,104,224402742
2019,0,25493,Nick Taylor,2.514,279.1,111.001,143,214102788
2019,0,29268,Bronson Burgoon,2.511,280.2,111.599,83,216102808
2019,0,34021,Bud Cauley,2.509,280.3,111.702,128,225502762
2019,0,27330,Josh Teater,2.509,282.2,112.481,114,220602744
2019,0,47128,Richy Werenski,2.508,278.9,111.219,147,211002782
2019,0,45157,Cam Davis,2.505,297.8,118.906,97,221202867
2019,0,32640,Troy Merritt,2.501,280.6,112.168,87,217602806
2019,0,37189,Harold Varner III,2.501,289.4,115.699,76,217202810
2019,0,27958,Ryan Blaum,2.5,273.1,109.249,127,210602801
2019,0,39324,J.J. Spaun,2.499,281.9,112.792,103,222202793
2019,0,32150,Michael Thompson,2.497,276.3,110.64,103,213302797
2019,0,29970,Dylan Frittelli,2.496,284.6,113.999,130,221002905
2019,0,34563,Chesson Hadley,2.496,286.6,114.811,75,220202764
2019,0,20472,Alex Cejka,2.495,266.8,106.924,59,192002715
2019,0,28237,Rory McIlroy,2.495,303.3,121.57,41,228202769
2019,0,24781,Hunter Mahan,2.494,283.9,113.81,73,211002673
2019,0,23325,Vaughn Taylor,2.494,269.9,108.247,102,215402738
2019,0,39975,Michael Kim,2.493,276.4,110.854,61,212902811
2019,0,40009,Dominic Bozzelli,2.492,285.9,114.758,81,223202724
2019,0,27644,Brian Harman,2.491,275.1,110.453,105,206802753
2019,0,46601,Trey Mullinax,2.491,304.2,122.144,121,216202799
2019,0,25572,Graeme McDowell,2.49,278.6,111.875,57,220702775
2019,0,30946,Alex Prugh,2.49,292.0,117.27,97,220402729
2019,0,37340,Chase Wright,2.488,285.3,114.668,107,219402694
2019,0,31560,Brian Stuard,2.487,264.6,106.395,81,223002791
2019,0,29518,Brendan Steele,2.486,286.1,115.06,131,217502748
2019,0,35617,Martin Trainer,2.485,293.2,117.984,96,209402731
2019,0,27214,Kevin Streelman,2.484,280.6,112.939,107,204202733
2019,0,28679,Fabián Gómez,2.483,271.0,109.176,110,211002744
2019,0,27974,Sung Kang,2.483,283.0,113.992,71,220302816
2019,0,46435,Austin Cook,2.482,273.6,110.224,92,203402752
2019,0,30191,Julián Etulain,2.48,279.1,112.537,66,212602736
2019,0,49766,Hank Lebioda,2.48,283.4,114.258,97,212002713
2019,0,29926,Danny Lee,2.48,287.7,116.023,116,207202771
2019,0,32839,Hideki Matsuyama,2.48,290.4,117.097,83,225602769
2019,0,33486,Roger Sloan,2.48,283.7,114.416,127,215102807
2019,0,25198,Francesco Molinari,2.479,276.8,111.688,48,222802733
2019,0,47993,Denny McCarthy,2.478,279.1,112.662,105,218502758
2019,0,30692,Scott Stallings,2.478,287.0,115.799,108,210402708
2019,0,28259,Sangmoon Bae,2.477,281.3,113.585,84,221502822
2019,0,47504,Sam Burns,2.476,297.4,120.109,124,198102777
2019,0,24925,Jonathan Byrd,2.476,275.1,111.133,57,214302713
2019,0,12716,Charley Hoffman,2.474,286.2,115.679,73,220002745
2019,0,36799,Stephan Jaeger,2.474,282.9,114.347,89,199402720
2019,0,35879,Kelly Kraft,2.473,270.9,109.528,106,204002799
2019,0,23108,Matt Kuchar,2.473,269.8,109.118,62,224502707
2019,0,27895,Jonas Blixt,2.472,276.9,111.99,124,216102718
2019,0,47959,Bryson DeChambeau,2.472,292.3,118.256,57,217102755
2019,0,33399,Adam Hadwin,2.472,278.0,112.468,73,201102729
2019,0,27936,Martin Laird,2.472,285.1,115.314,140,212702749
2019,0,30786,Brady Schnell,2.472,266.1,107.646,76,214002731
2019,0,6522,Ernie Els,2.471,273.1,110.522,37,217402647
2019,0,33410,Andrew Landry,2.471,269.0,108.846,110,222902767
2019,0,33667,Carlos Ortiz,2.471,289.6,117.203,116,212802743
2019,0,29221,Webb Simpson,2.471,272.3,110.209,58,224002741
2019,0,49964,Aaron Wise,2.471,288.0,116.552,61,218902702
2019,0,51766,Wyndham Clark,2.47,299.1,121.082,101,213102771
2019,0,34099,Harris English,2.47,291.4,117.965,121,211702749
2019,0,28775,Nate Lashley,2.47,275.5,111.55,101,219402760
2019,0,25632,Jimmy Walker,2.47,282.4,114.32,100,216702803
2019,0,39997,Corey Conners,2.469,282.5,114.429,90,217202707
2019,0,32757,Patton Kizzire,2.466,282.9,114.736,70,205802707
2019,0,36852,Jim Knous,2.466,286.1,116.001,64,221302727
2019,0,27129,Luke List,2.466,300.7,121.948,77,219502716
2019,0,23320,Ryan Palmer,2.466,286.4,116.158,84,194502772
2019,0,25686,Jason Dufner,2.465,276.3,112.079,84,209002685
2019,0,35376,Roberto Díaz,2.464,266.8,108.277,115,212802782
2019,0,39327,Ben Silverman,2.464,272.6,110.63,128,217802707
2019,0,34076,Joel Dahmen,2.463,275.5,111.863,93,217102735
2019,0,35506,Mackenzie Hughes,2.463,287.1,116.583,143,190802720
2019,0,27963,Chris Stroud,2.463,274.7,111.547,97,207002733
2019,0,29535,Brice Garnett,2.462,273.8,111.183,125,206602702
2019,0,35532,Tom Hoge,2.461,276.0,112.172,149,214702734
2019,0,37380,Curtis Luck,2.461,279.6,113.645,92,191102756
2019,0,30944,Jason Kokrak,2.459,294.7,119.853,86,216002701
2019,0,30911,Tommy Fleetwood,2.457,284.2,115.643,40,215802749
2019,0,24924,Bill Haas,2.457,282.6,115.004,104,223802746
2019,0,34466,Peter Malnati,2.456,279.8,113.932,159,208202787
2019,0,35450,Patrick Cantlay,2.454,285.2,116.217,48,203902722
2019,0,37454,Whee Kim,2.454,268.0,109.173,83,212902674
2019,0,26476,Chez Reavie,2.454,267.0,108.797,70,215202732
2019,0,35421,Brandon Harkins,2.453,285.5,116.384,122,207002744
2019,0,27141,J.B. Holmes,2.452,294.3,120.05,59,220202719
2019,0,26499,Rafa Cabrera Bello,2.451,274.8,112.125,39,226602671
2019,0,23353,J.J. Henry,2.451,274.2,111.883,85,223702674
2019,0,35891,Cameron Smith,2.451,274.6,112.001,50,215102670
2019,0,27649,Brandt Snedeker,2.451,269.5,109.961,103,210202746
2019,0,34306,John Chin,2.449,289.1,118.072,56,222002692
2019,0,29725,Tony Finau,2.449,298.2,121.756,84,213302657
2019,0,34363,Tyrrell Hatton,2.448,283.0,115.586,33,214702679
2019,0,26951,Johnson Wagner,2.447,261.9,107.032,70,219302787
2019,0,29420,Billy Horschel,2.446,277.8,113.572,76,198602709
2019,0,47990,Kyle Jones,2.446,266.2,108.812,124,211602811
2019,0,39546,Keith Mitchell,2.445,298.3,122.009,91,207702702
2019,0,49771,J.T. Poston,2.444,278.4,113.942,119,192202738
2019,0,49298,Kramer Hickok,2.443,278.8,114.132,113,207902769
2019,0,39971,Sungjae Im,2.443,280.1,114.634,191,211502725
2019,0,24024,Zach Johnson,2.443,268.7,110.011,72,203002697
2019,0,29908,C.T. Pan,2.442,269.9,110.525,54,209102672
2019,0,34046,Jordan Spieth,2.441,276.9,113.444,53,214802724
2019,0,25818,Scott Piercy,2.44,278.9,114.304,71,210302676
2019,0,46501,Ollie Schniederjans,2.439,298.2,122.254,79,206702753
2019,0,32058,José de Jesús Rodríguez,2.437,268.3,110.101,83,211302751
2019,0,34264,Hudson Swafford,2.437,286.0,117.353,74,208402667
2019,0,31420,Anirban Lahiri,2.436,270.8,111.155,107,206102804
2019,0,46970,Jon Rahm,2.436,288.8,118.558,28,221902627
2019,0,27095,Nick Watney,2.436,291.6,119.722,114,210902731
2019,0,37455,Si Woo Kim,2.434,276.9,113.754,73,208102689
2019,0,32816,Satoshi Kodaira,2.434,262.2,107.75,59,207802675
2019,0,32200,Roberto Castro,2.433,269.9,110.931,126,210702705
2019,0,26329,Louis Oosthuizen,2.432,275.1,113.129,33,199802750
2019,0,30978,Kiradech Aphibarnrat,2.431,275.1,113.188,42,219102779
2019,0,29479,Scott Brown,2.431,276.3,113.662,140,210802728
2019,0,52372,Cameron Champ,2.429,311.0,128.034,74,209602747
2019,0,45609,Tyler Duncan,2.429,272.8,112.295,132,200902699
2019,0,21961,Charles Howell III,2.429,285.9,117.711,88,205302722
2019,0,32791,K.H. Lee,2.428,273.5,112.652,135,213302653
2019,0,49303,Anders Albertson,2.426,274.5,113.141,107,197702656
2019,0,27556,Ted Potter Jr.,2.425,272.9,112.533,107,207102658
2019,0,36689,Brooks Koepka,2.423,295.7,122.055,81,212102686
2019,0,33448,Justin Thomas,2.422,283.8,117.187,57,213802722
2019,0,45486,Joaquin Niemann,2.42,283.8,117.272,149,199402749
2019,0,25804,Bubba Watson,2.418,293.8,121.5,35,212202768
2019,0,21209,Sergio Garcia,2.417,292.4,120.984,43,211902671
2019,0,25900,Lucas Glover,2.417,278.5,115.228,102,212202702
2019,0,39977,Max Homa,2.416,287.2,118.837,92,189202737
2019,0,40026,Daniel Berger,2.415,281.1,116.407,111,205702681
2019,0,23621,Rory Sabbatini,2.415,269.4,111.573,120,207302762
2019,0,31323,Gary Woodland,2.415,295.0,122.148,58,207502742
2019,0,48081,Xander Schauffele,2.414,290.6,120.377,29,224402647
2019,0,34431,Robert Streb,2.414,275.3,114.029,94,193602736
2019,0,26300,Matt Jones,2.412,280.5,116.307,91,206502604
2019,0,40115,Adam Svensson,2.412,272.9,113.119,99,216502745
2019,0,27349,Alex Noren,2.41,290.5,120.562,58,214702627
2019,0,45526,Abraham Ancer,2.409,269.9,112.03,87,184002673
2019,0,32333,Kevin Tway,2.409,292.6,121.46,78,201302773
2019,0,29478,Kevin Kisner,2.408,270.3,112.255,83,216102626
2019,0,31646,Emiliano Grillo,2.407,276.9,115.036,73,210802681
2019,0,25364,Paul Casey,2.406,279.9,116.341,46,216502624
2019,0,33419,Cameron Tringale,2.406,288.6,119.927,124,205702692
2019,0,24361,Pat Perez,2.405,277.6,115.425,53,210502638
2019,0,36699,Patrick Rodgers,2.403,288.9,120.229,38,213202757
2019,0,22371,Aaron Baddeley,2.402,273.8,113.957,58,196702621
2019,0,19803,Ryan Armour,2.4,257.2,107.181,110,192102678
2019,0,34098,Russell Henley,2.4,264.2,110.057,108,210102715
2019,0,31557,Jim Herman,2.398,271.4,113.182,65,205902653
2019,0,48822,Sebastián Muñoz,2.392,285.1,119.189,107,213402631
2019,0,10809,Jim Furyk,2.391,257.1,107.506,68,197502629
2019,0,33122,Russell Knox,2.389,269.0,112.603,83,214202602
2019,0,33418,Shawn Stefani,2.387,279.3,116.994,81,202802676
2019,0,26851,Marc Leishman,2.383,279.1,117.129,48,210002682
2019,0,30110,Kyle Stanley,2.382,263.9,110.792,96,190902714
2019,0,21528,Henrik Stenson,2.382,275.4,115.615,19,209202625
2019,0,46402,Talor Gooch,2.378,285.8,120.145,84,202002667
2019,0,20572,Rod Pampling,2.378,268.3,112.826,93,202402610
2019,0,28252,Seamus Power,2.377,284.2,119.567,110,186902647
2019,0,47856,Seth Reeves,2.376,291.8,122.82,81,177102788
2019,0,29484,Peter Uihlein,2.375,293.0,123.382,82,204102645
2019,0,29974,Branden Grace,2.374,273.5,115.216,43,195202678
2019,0,37275,Sam Ryder,2.372,275.3,116.043,113,193902694
2019,0,40098,Matt Fitzpatrick,2.369,267.5,112.952,44,212902718
2019,0,27064,Jhonattan Vegas,2.364,294.7,124.668,60,201702553
2019,0,26596,Ryan Moore,2.361,257.6,109.082,123,184602646
2019,0,47347,Adam Schenk,2.359,290.7,123.242,135,197402689
2019,0,34360,Patrick Reed,2.351,274.4,116.745,97,189002640
2019,0,24138,Ian Poulter,2.35,263.8,112.242,39,209102593
2019,0,24502,Adam Scott,2.349,282.1,120.099,21,212302591
2019,0,34261,Scott Langley,2.343,251.3,107.267,102,187802671
2019,0,21731,Freddie Jacobson,2.339,267.3,114.286,87,207902573
2019,0,25396,Kevin Na,2.324,265.4,114.191,40,208502527
2019,0,34256,Andrew Putnam,2.282,263.1,115.278,47,196702580
2018,0,25198,Francesco Molinari,2.545,286.8,112.678,43,234002743
2018,0,35461,Beau Hossler,2.541,283.0,111.365,74,215302749
2018,0,39954,Cody Gribble,2.54,285.3,112.311,44,225902810
2018,0,1810,Phil Mickelson,2.536,295.2,116.378,48,226302768
2018,0,46970,Jon Rahm,2.532,299.9,118.437,37,223002822
2018,0,29485,Brett Stegmaier,2.522,279.5,110.853,44,214202747
2018,0,28089,Jason Day,2.521,295.6,117.236,39,226002747
2018,0,34021,Bud Cauley,2.52,282.8,112.212,36,221502747
2018,0,28237,Rory McIlroy,2.52,305.6,121.277,38,218902783
2018,0,32102,Rickie Fowler,2.516,291.5,115.85,38,226902770
2018,0,29223,Sam Saunders,2.514,285.0,113.376,53,221202719
2018,0,20157,Retief Goosen,2.512,281.6,112.106,34,213102715
2018,0,50526,Tom Lovelady,2.512,302.6,120.479,61,213802790
2018,0,22405,Justin Rose,2.512,293.5,116.836,36,221702750
2018,0,37189,Harold Varner III,2.509,293.1,116.788,60,229002672
2018,0,47128,Richy Werenski,2.507,273.5,109.109,64,224702745
2018,0,47993,Denny McCarthy,2.506,283.7,113.202,40,225502730
2018,0,29268,Bronson Burgoon,2.501,283.3,113.281,46,217302682
2018,0,33419,Cameron Tringale,2.499,278.1,111.309,44,226602686
2018,0,27895,Jonas Blixt,2.498,276.2,110.547,43,205202712
2018,0,47959,Bryson DeChambeau,2.497,294.2,117.842,58,220602693
2018,0,26758,David Hearn,2.496,268.4,107.535,45,224702710
2018,0,27974,Sung Kang,2.496,280.9,112.549,46,215802722
2018,0,32816,Satoshi Kodaira,2.496,276.8,110.876,26,226202706
2018,0,24140,Sean O'Hair,2.496,285.4,114.366,48,223102719
2018,0,35450,Patrick Cantlay,2.495,286.5,114.803,56,228102732
2018,0,33948,Byeong Hun An,2.494,292.2,117.137,55,221402710
2018,0,35545,Blayne Barber,2.494,277.2,111.11,49,232302702
2018,0,35891,Cameron Smith,2.494,282.8,113.393,44,218702675
2018,0,29926,Danny Lee,2.493,276.6,110.912,64,217902742
2018,0,34213,Grayson Murray,2.491,295.2,118.503,50,220002686
2018,0,25493,Nick Taylor,2.491,273.8,109.927,65,220302801
2018,0,27958,Ryan Blaum,2.49,269.0,108.031,58,222602683
2018,0,28307,Matt Every,2.489,281.3,113.002,51,229702755
2018,0,33141,Keegan Bradley,2.488,284.5,114.35,67,220402698
2018,0,24358,Robert Garrigus,2.487,291.3,117.138,57,202702700
2018,0,30944,Jason Kokrak,2.487,293.7,118.075,76,217302699
2018,0,33399,Adam Hadwin,2.486,277.7,111.699,51,221102746
2018,0,29908,C.T. Pan,2.485,276.6,111.297,66,217302671
2018,0,22056,Cameron Percy,2.485,276.1,111.13,36,231202716
2018,0,32876,Martin Piller,2.485,272.6,109.667,60,226302643
2018,0,32150,Michael Thompson,2.482,277.3,111.713,52,230502638
2018,0,34563,Chesson Hadley,2.481,283.2,114.145,77,215102665
2018,0,35421,Brandon Harkins,2.48,290.0,116.914,63,225202637
