YEAR,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2023,0,29289,S.Y. Noh,9.44%,286,27
2023,0,51634,Sahith Theegala,9.44%,498,47
2023,0,55789,Taylor Montgomery,9.34%,482,45
2023,0,34409,David Lingmerth,9.32%,322,30
2023,0,34610,Matthias Schwab,9.07%,485,44
2023,0,39975,Michael Kim,9.00%,400,36
2023,0,35450,Patrick Cantlay,8.99%,356,32
2023,0,31560,Brian Stuard,8.99%,278,25
2023,0,49771,J.T. Poston,8.96%,502,45
2023,0,39067,MJ Daffue,8.86%,429,38
2023,0,51491,Brandon Matthews,8.82%,238,21
2023,0,30927,Brendon Todd,8.81%,488,43
2023,0,31577,Tano Goya,8.75%,400,35
2023,0,33141,Keegan Bradley,8.72%,390,34
2023,0,27936,Martin Laird,8.69%,426,37
2023,0,46970,Jon Rahm,8.64%,359,31
2023,0,20229,Stewart Cink,8.56%,397,34
2023,0,53165,Doc Redman,8.56%,432,37
2023,0,40162,Justin Lower,8.54%,492,42
2023,0,52513,Carson Young,8.53%,457,39
2023,0,54591,Ben Griffin,8.50%,541,46
2023,0,34563,Chesson Hadley,8.42%,487,41
2023,0,24502,Adam Scott,8.42%,297,25
2023,0,48119,Ben Taylor,8.42%,546,46
2023,0,48867,Matti Schmid,8.41%,321,27
2023,0,35532,Tom Hoge,8.37%,454,38
2023,0,55182,Tom Kim,8.37%,442,37
2023,0,33597,Harry Higgs,8.36%,359,30
2023,0,46442,Maverick McNealy,8.36%,287,24
2023,0,25900,Lucas Glover,8.33%,480,40
2023,0,48081,Xander Schauffele,8.31%,349,29
2023,0,48699,Callum Tarren,8.29%,519,43
2023,0,47128,Richy Werenski,8.25%,400,33
2023,0,34255,Joseph Bramlett,8.19%,415,34
2023,0,57362,Austin Eckroat,8.18%,440,36
2023,0,36699,Patrick Rodgers,8.17%,514,42
2023,0,50188,S.H. Kim,8.11%,518,42
2023,0,31646,Emiliano Grillo,8.08%,520,42
2023,0,27129,Luke List,8.08%,495,40
2023,0,39954,Cody Gribble,8.00%,300,24
2023,0,39971,Sungjae Im,7.98%,514,41
2023,0,34098,Russell Henley,7.92%,442,35
2023,0,50095,Austin Smotherman,7.92%,480,38
2023,0,34076,Joel Dahmen,7.90%,405,32
2023,0,47983,Chad Ramey,7.89%,532,42
2023,0,45242,Kevin Yu,7.89%,279,22
2023,0,29420,Billy Horschel,7.88%,330,26
2023,0,32816,Satoshi Kodaira,7.88%,241,19
2023,0,52374,Brandon Wu,7.88%,482,38
2023,0,27963,Chris Stroud,7.87%,267,21
2023,0,28252,Seamus Power,7.85%,382,30
2023,0,54783,Dylan Wu,7.85%,497,39
2023,0,33653,Thomas Detry,7.83%,383,30
2023,0,32448,James Hahn,7.83%,447,35
2023,0,48887,Matt Wallace,7.83%,383,30
2023,0,32757,Patton Kizzire,7.76%,477,37
2023,0,33413,Ben Martin,7.76%,451,35
2023,0,32839,Hideki Matsuyama,7.76%,348,27
2023,0,46046,Scottie Scheffler,7.75%,413,32
2023,0,40115,Adam Svensson,7.73%,621,48
2023,0,32102,Rickie Fowler,7.72%,479,37
2023,0,22371,Aaron Baddeley,7.71%,350,27
2023,0,47079,Harrison Endycott,7.71%,402,31
2023,0,34256,Andrew Putnam,7.70%,636,49
2023,0,55708,Hayden Buckley,7.69%,390,30
2023,0,25686,Jason Dufner,7.69%,416,32
2023,0,30911,Tommy Fleetwood,7.69%,338,26
2023,0,28775,Nate Lashley,7.68%,534,41
2023,0,29725,Tony Finau,7.67%,443,34
2023,0,58696,Peter Kuest,7.63%,249,19
2023,0,35449,Adam Long,7.57%,515,39
2023,0,31557,Jim Herman,7.56%,410,31
2023,0,39997,Corey Conners,7.55%,477,36
2023,0,32791,K.H. Lee,7.55%,503,38
2023,0,54628,Lee Hodges,7.54%,544,41
2023,0,50493,Justin Suh,7.53%,611,46
2023,0,57975,Harry Hall,7.52%,439,33
2023,0,33204,Shane Lowry,7.52%,319,24
2023,0,45157,Cam Davis,7.46%,456,34
2023,0,32366,Kevin Chappell,7.44%,242,18
2023,0,30926,Chris Kirk,7.42%,418,31
2023,0,27349,Alex Noren,7.42%,458,34
2023,0,32333,Kevin Tway,7.40%,527,39
2023,0,59018,Ryan Gerard,7.38%,244,18
2023,0,47988,Nick Hardy,7.38%,542,40
2023,0,34431,Robert Streb,7.37%,380,28
2023,0,47993,Denny McCarthy,7.35%,544,40
2023,0,52453,Nicolai Hojgaard,7.32%,205,15
2023,0,27214,Kevin Streelman,7.30%,507,37
2023,0,52411,Kyle Westmoreland,7.30%,370,27
2023,0,27554,Scott Harrington,7.29%,343,25
2023,0,24024,Zach Johnson,7.28%,357,26
2023,0,50525,Collin Morikawa,7.26%,358,26
2023,0,35461,Beau Hossler,7.25%,510,37
2023,0,34466,Peter Malnati,7.24%,428,31
2023,0,26596,Ryan Moore,7.20%,361,26
2023,0,49947,Taylor Moore,7.20%,500,36
2023,0,19803,Ryan Armour,7.13%,421,30
2023,0,46601,Trey Mullinax,7.12%,379,27
2023,0,49298,Kramer Hickok,7.10%,493,35
2023,0,39058,Lucas Herbert,7.09%,254,18
2023,0,45522,Christiaan Bezuidenhout,7.07%,467,33
2023,0,35310,Lanto Griffin,7.07%,297,21
2023,0,29221,Webb Simpson,7.05%,298,21
2023,0,33408,Tyson Alexander,7.04%,398,28
2023,0,28420,Ryan Brehm,7.03%,441,31
2023,0,52375,Doug Ghim,7.03%,455,32
2023,0,32139,Danny Willett,6.93%,303,21
2023,0,30163,Henrik Norlander,6.92%,419,29
2023,0,27095,Nick Watney,6.86%,350,24
2023,0,35879,Kelly Kraft,6.83%,439,30
2023,0,37455,Si Woo Kim,6.80%,441,30
2023,0,37275,Sam Ryder,6.75%,489,33
2023,0,34046,Jordan Spieth,6.69%,329,22
2023,0,35506,Mackenzie Hughes,6.68%,434,29
2023,0,55454,Carl Yuan,6.68%,389,26
2023,0,47347,Adam Schenk,6.64%,633,42
2023,0,39335,Kevin Roy,6.61%,333,22
2023,0,39546,Keith Mitchell,6.60%,409,27
2023,0,29970,Dylan Frittelli,6.57%,335,22
2023,0,29535,Brice Garnett,6.57%,411,27
2023,0,33399,Adam Hadwin,6.55%,504,33
2023,0,40098,Matt Fitzpatrick,6.49%,385,25
2023,0,40250,Taylor Pendrith,6.48%,525,34
2023,0,47591,Eric Cole,6.46%,557,36
2023,0,36799,Stephan Jaeger,6.45%,667,43
2023,0,32662,Michael Gligic,6.37%,314,20
2023,0,33122,Russell Knox,6.33%,553,35
2023,0,30692,Scott Stallings,6.32%,427,27
2023,0,24925,Jonathan Byrd,6.28%,223,14
2023,0,51997,Andrew Novak,6.27%,383,24
2023,0,54421,Garrick Higgo,6.26%,559,35
2023,0,51766,Wyndham Clark,6.25%,512,32
2023,0,37338,Zecheng Dou,6.25%,432,27
2023,0,35901,Paul Haley II,6.25%,400,25
2023,0,23320,Ryan Palmer,6.25%,400,25
2023,0,36326,David Lipsky,6.20%,468,29
2023,0,33410,Andrew Landry,6.19%,339,21
2023,0,33448,Justin Thomas,6.19%,388,24
2023,0,28089,Jason Day,6.17%,389,24
2023,0,51890,Greyson Sigg,6.15%,537,33
2023,0,58967,Trevor Werbylo,6.15%,325,20
2023,0,55893,Sam Stevens,6.14%,472,29
2023,0,26476,Chez Reavie,6.11%,524,32
2023,0,51349,Nico Echavarria,6.04%,331,20
2023,0,25818,Scott Piercy,6.04%,414,25
2023,0,39324,J.J. Spaun,5.97%,486,29
2023,0,46435,Austin Cook,5.96%,319,19
2023,0,40058,Zac Blair,5.93%,354,21
2023,0,45609,Tyler Duncan,5.93%,523,31
2023,0,34099,Harris English,5.93%,506,30
2023,0,32640,Troy Merritt,5.93%,388,23
2023,0,36724,Augusto Núñez,5.93%,354,21
2023,0,51950,Max McGreevy,5.92%,355,21
2023,0,23108,Matt Kuchar,5.88%,476,28
2023,0,40006,Erik van Rooyen,5.88%,357,21
2023,0,48117,Kurt Kitayama,5.86%,307,18
2023,0,46717,Viktor Hovland,5.82%,361,21
2023,0,58168,Davis Thompson,5.75%,539,31
2023,0,56630,Akshay Bhatia,5.71%,333,19
2023,0,36801,Mark Hubbard,5.69%,510,29
2023,0,27644,Brian Harman,5.68%,458,26
2023,0,49453,Trevor Cone,5.67%,406,23
2023,0,49766,Hank Lebioda,5.62%,249,14
2023,0,36871,Matt NeSmith,5.62%,516,29
2023,0,49960,Sepp Straka,5.61%,481,27
2023,0,46441,Robby Shelton,5.56%,468,26
2023,0,29908,C.T. Pan,5.53%,253,14
2023,0,46340,Alex Smalley,5.49%,546,30
2023,0,33948,Byeong Hun An,5.47%,439,24
2023,0,28237,Rory McIlroy,5.47%,329,18
2023,0,31323,Gary Woodland,5.47%,439,24
2023,0,46414,Aaron Rai,5.42%,517,28
2023,0,57366,Cameron Young,5.38%,390,21
2023,0,51414,Brent Grant,5.34%,356,19
2023,0,51070,Vincent Norrman,5.17%,406,21
2023,0,47995,Davis Riley,5.16%,426,22
2023,0,12716,Charley Hoffman,4.79%,376,18
2023,0,48084,Wesley Bryan,4.73%,169,8
2023,0,25632,Jimmy Walker,4.58%,437,20
2023,0,22056,Cameron Percy,4.26%,282,12
2023,0,35617,Martin Trainer,4.00%,250,10
2023,0,52372,Cameron Champ,3.96%,404,16
2023,0,24140,Sean O'Hair,3.14%,191,6
2022,0,32640,Troy Merritt,11.3,416,47
2022,0,29221,Webb Simpson,10.71,280,30
2022,0,40115,Adam Svensson,10.71,476,51
2022,0,46442,Maverick McNealy,10.45,421,44
2022,0,27895,Jonas Blixt,10.36,251,26
2022,0,27770,Camilo Villegas,10.36,280,29
2022,0,35450,Patrick Cantlay,10.23,264,27
2022,0,22405,Justin Rose,10.14,217,22
2022,0,23325,Vaughn Taylor,9.95,201,20
2022,0,48699,Callum Tarren,9.9,313,31
2022,0,46046,Scottie Scheffler,9.87,385,38
2022,0,47993,Denny McCarthy,9.78,552,54
2022,0,22056,Cameron Percy,9.78,184,18
2022,0,35617,Martin Trainer,9.76,369,36
2022,0,34363,Tyrrell Hatton,9.73,257,25
2022,0,29725,Tony Finau,9.68,444,43
2022,0,56278,Matthew Wolff,9.52,210,20
2022,0,46601,Trey Mullinax,9.19,359,33
2022,0,36884,Ben Kohles,9.16,273,25
2022,0,19803,Ryan Armour,9.13,208,19
2022,0,29478,Kevin Kisner,9.12,329,30
2022,0,33204,Shane Lowry,9.09,275,25
2022,0,23983,Luke Donald,9.03,299,27
2022,0,28237,Rory McIlroy,9.03,299,27
2022,0,40162,Justin Lower,8.97,312,28
2022,0,35461,Beau Hossler,8.93,392,35
2022,0,34466,Peter Malnati,8.93,459,41
2022,0,24138,Ian Poulter,8.91,202,18
2022,0,37212,Paul Barjon,8.9,382,34
2022,0,45486,Joaquin Niemann,8.87,293,26
2022,0,47983,Chad Ramey,8.86,316,28
2022,0,32150,Michael Thompson,8.84,430,38
2022,0,24361,Pat Perez,8.82,306,27
2022,0,34264,Hudson Swafford,8.81,295,26
2022,0,24502,Adam Scott,8.74,366,32
2022,0,39971,Sungjae Im,8.67,473,41
2022,0,49947,Taylor Moore,8.65,474,41
2022,0,36699,Patrick Rodgers,8.65,451,39
2022,0,30692,Scott Stallings,8.6,477,41
2022,0,23621,Rory Sabbatini,8.57,280,24
2022,0,54783,Dylan Wu,8.54,316,27
2022,0,48117,Kurt Kitayama,8.5,247,21
2022,0,27129,Luke List,8.47,366,31
2022,0,10381,Curtis Thompson,8.47,248,21
2022,0,57366,Cameron Young,8.38,358,30
2022,0,35310,Lanto Griffin,8.36,383,32
2022,0,47483,Will Zalatoris,8.33,312,26
2022,0,32139,Danny Willett,8.3,241,20
2022,0,36326,David Lipsky,8.24,437,36
2022,0,28252,Seamus Power,8.17,355,29
2022,0,33448,Justin Thomas,8.12,308,25
2022,0,33490,Bo Hoag,8.05,236,19
2022,0,35449,Adam Long,8.05,497,40
2022,0,30927,Brendon Todd,8.01,437,35
2022,0,40250,Taylor Pendrith,7.97,364,29
2022,0,33399,Adam Hadwin,7.96,452,36
2022,0,31646,Emiliano Grillo,7.95,440,35
2022,0,36689,Brooks Koepka,7.93,227,18
2022,0,39546,Keith Mitchell,7.89,456,36
2022,0,39977,Max Homa,7.88,406,32
2022,0,49298,Kramer Hickok,7.84,459,36
2022,0,36801,Mark Hubbard,7.83,332,26
2022,0,51634,Sahith Theegala,7.78,527,41
2022,0,34610,Matthias Schwab,7.76,335,26
2022,0,29535,Brice Garnett,7.75,400,31
2022,0,27095,Nick Watney,7.75,413,32
2022,0,47128,Richy Werenski,7.74,310,24
2022,0,28114,Dawie van der Walt,7.72,272,21
2022,0,46970,Jon Rahm,7.71,363,28
2022,0,32839,Hideki Matsuyama,7.69,312,24
2022,0,47504,Sam Burns,7.67,404,31
2022,0,51997,Andrew Novak,7.67,313,24
2022,0,51890,Greyson Sigg,7.67,417,32
2022,0,30911,Tommy Fleetwood,7.66,235,18
2022,0,33486,Roger Sloan,7.65,340,26
2022,0,49960,Sepp Straka,7.63,472,36
2022,0,51950,Max McGreevy,7.57,317,24
2022,0,35879,Kelly Kraft,7.56,344,26
2022,0,48822,Sebastián Muñoz,7.56,410,31
2022,0,45526,Abraham Ancer,7.55,265,20
2022,0,33141,Keegan Bradley,7.54,358,27
2022,0,35891,Cameron Smith,7.54,252,19
2022,0,30944,Jason Kokrak,7.51,293,22
2022,0,32791,K.H. Lee,7.51,519,39
2022,0,47529,Mito Pereira,7.5,440,33
2022,0,40006,Erik van Rooyen,7.49,227,17
2022,0,48887,Matt Wallace,7.47,308,23
2022,0,35506,Mackenzie Hughes,7.46,362,27
2022,0,34098,Russell Henley,7.44,336,25
2022,0,46435,Austin Cook,7.43,323,24
2022,0,32366,Kevin Chappell,7.42,283,21
2022,0,49766,Hank Lebioda,7.42,431,32
2022,0,37275,Sam Ryder,7.37,448,33
2022,0,54628,Lee Hodges,7.36,503,37
2022,0,36852,Jim Knous,7.31,219,16
2022,0,25198,Francesco Molinari,7.3,233,17
2022,0,27974,Sung Kang,7.27,399,29
2022,0,48081,Xander Schauffele,7.25,345,25
2022,0,49771,J.T. Poston,7.21,499,36
2022,0,28775,Nate Lashley,7.2,347,25
2022,0,34431,Robert Streb,7.19,431,31
2022,0,24980,Scott Gutschewski,7.17,237,17
2022,0,50525,Collin Morikawa,7.17,251,18
2022,0,26851,Marc Leishman,7.16,363,26
2022,0,47995,Davis Riley,7.14,462,33
2022,0,20229,Stewart Cink,7.12,393,28
2022,0,24925,Jonathan Byrd,7.11,253,18
2022,0,25900,Lucas Glover,7.11,478,34
2022,0,35532,Tom Hoge,7.09,409,29
2022,0,32816,Satoshi Kodaira,6.98,215,15
2022,0,26300,Matt Jones,6.96,273,19
2022,0,33667,Carlos Ortiz,6.93,303,21
2022,0,34076,Joel Dahmen,6.9,435,30
2022,0,54421,Garrick Higgo,6.88,247,17
2022,0,25686,Jason Dufner,6.84,234,16
2022,0,32333,Kevin Tway,6.81,426,29
2022,0,29908,C.T. Pan,6.73,416,28
2022,0,55708,Hayden Buckley,6.72,461,31
2022,0,25493,Nick Taylor,6.72,387,26
2022,0,46402,Talor Gooch,6.71,298,20
2022,0,52374,Brandon Wu,6.71,328,22
2022,0,32102,Rickie Fowler,6.69,314,21
2022,0,27139,David Skinns,6.69,299,20
2022,0,51766,Wyndham Clark,6.68,449,30
2022,0,39324,J.J. Spaun,6.68,434,29
2022,0,39436,Joshua Creel,6.67,210,14
2022,0,37455,Si Woo Kim,6.65,466,31
2022,0,34256,Andrew Putnam,6.64,497,33
2022,0,33597,Harry Higgs,6.63,392,26
2022,0,28089,Jason Day,6.62,317,21
2022,0,24024,Zach Johnson,6.59,349,23
2022,0,46340,Alex Smalley,6.59,425,28
2022,0,37189,Harold Varner III,6.58,319,21
2022,0,51894,Vince Whaley,6.56,366,24
2022,0,45522,Christiaan Bezuidenhout,6.55,336,22
2022,0,34563,Chesson Hadley,6.54,428,28
2022,0,46550,Brandon Hagy,6.52,368,24
2022,0,48084,Wesley Bryan,6.5,200,13
2022,0,36799,Stephan Jaeger,6.5,400,26
2022,0,34046,Jordan Spieth,6.47,340,22
2022,0,46717,Viktor Hovland,6.46,325,21
2022,0,27936,Martin Laird,6.41,390,25
2022,0,31323,Gary Woodland,6.41,343,22
2022,0,25818,Scott Piercy,6.39,360,23
2022,0,27064,Jhonattan Vegas,6.3,365,23
2022,0,33419,Cameron Tringale,6.28,462,29
2022,0,29970,Dylan Frittelli,6.25,400,25
2022,0,32757,Patton Kizzire,6.24,497,31
2022,0,26476,Chez Reavie,6.22,434,27
2022,0,30926,Chris Kirk,6.21,354,22
2022,0,45609,Tyler Duncan,6.17,405,25
2022,0,27649,Brandt Snedeker,6.12,294,18
2022,0,29974,Branden Grace,6.08,263,16
2022,0,27214,Kevin Streelman,6.05,446,27
2022,0,34174,John Huh,6.04,331,20
2022,0,23320,Ryan Palmer,6.02,299,18
2022,0,29289,S.Y. Noh,6.01,283,17
2022,0,40098,Matt Fitzpatrick,5.99,284,17
2022,0,36871,Matthew NeSmith,5.94,505,30
2022,0,34360,Patrick Reed,5.92,287,17
2022,0,53165,Doc Redman,5.91,406,24
2022,0,50095,Austin Smotherman,5.91,389,23
2022,0,31560,Brian Stuard,5.91,406,24
2022,0,21961,Charles Howell III,5.86,307,18
2022,0,45540,Jared Wolfe,5.85,325,19
2022,0,45157,Cam Davis,5.77,416,24
2022,0,31557,Jim Herman,5.75,261,15
2022,0,30163,Henrik Norlander,5.6,339,19
2022,0,31420,Anirban Lahiri,5.59,340,19
2022,0,27349,Alex Noren,5.59,304,17
2022,0,24924,Bill Haas,5.58,430,24
2022,0,29420,Billy Horschel,5.57,323,18
2022,0,47856,Seth Reeves,5.57,287,16
2022,0,39058,Lucas Herbert,5.53,217,12
2022,0,39997,Corey Conners,5.48,456,25
2022,0,35110,Brett Drewitt,5.45,257,14
