YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
2018,146,0,22582,Kyle Thompson,+29,3.16,5.55
2018,150,0,35376,Roberto Díaz,+30,3.11,8.19
2018,150,0,29535,Brice Garnett,+30,3.08,11.55
2018,150,0,29518,Brendan Steele,+30,3.12,7.8
2018,150,0,47287,Ethan Tracy,+30,3.11,8.19
2018,154,0,28307,Matt Every,+31,3.1,9.15
2018,154,0,12716,Charley Hoffman,+31,3.1,9.57
2018,154,0,34360,Patrick Reed,+31,3.09,10.35
2018,154,0,27064,Jhonattan Vegas,+31,3.09,10.5
2018,158,0,25818,Scott Piercy,+32,3.1,9.63
2018,158,0,23621,Rory Sabbatini,+32,3.09,10.83
2018,158,0,46501,Ollie Schniederjans,+32,3.09,10.56
2018,158,0,26331,Charl Schwartzel,+32,3.14,7.02
2018,162,0,22371,Aaron Baddeley,+33,3.1,9.51
2018,162,0,27895,Jonas Blixt,+33,3.14,7.17
2018,162,0,32366,Kevin Chappell,+33,3.11,8.67
2018,162,0,35532,Tom Hoge,+33,3.09,11.25
2018,162,0,26300,Matt Jones,+33,3.13,7.41
2018,162,0,25240,D.A. Points,+33,3.14,7.29
2018,162,0,35891,Cameron Smith,+33,3.11,9.24
2018,162,0,29484,Peter Uihlein,+33,3.11,9.3
2018,170,0,27644,Brian Harman,+34,3.1,10.62
2018,170,0,50526,Tom Lovelady,+34,3.1,9.81
2018,170,0,34213,Grayson Murray,+34,3.12,8.61
2018,170,0,24140,Sean O'Hair,+34,3.13,7.71
2018,170,0,23320,Ryan Palmer,+34,3.13,7.68
2018,170,0,27963,Chris Stroud,+34,3.12,8.67
2018,170,0,25804,Bubba Watson,+34,3.11,9.45
2018,177,0,29461,Jamie Lovemark,+35,3.1,10.68
2018,177,0,32640,Troy Merritt,+35,3.1,10.29
2018,177,0,39546,Keith Mitchell,+35,3.09,11.67
2018,180,0,30978,Kiradech Aphibarnrat,+36,3.2,5.4
2018,180,0,25900,Lucas Glover,+36,3.15,7.44
2018,180,0,39954,Cody Gribble,+36,3.14,7.83
2018,180,0,35879,Kelly Kraft,+36,3.1,11.13
2018,184,0,39975,Michael Kim,+37,3.13,8.34
2018,185,0,12510,Chad Campbell,+38,3.12,9.6
2018,186,0,36799,Stephan Jaeger,+39,3.13,9.15
2018,187,0,25834,Daniel Summerhays,+40,3.22,5.43
2018,188,0,47128,Richy Werenski,+41,3.11,11.13
2018,189,0,27556,Ted Potter Jr.,+43,3.12,10.53
2018,190,0,25686,Jason Dufner,+44,3.18,7.5
2018,190,0,27141,J.B. Holmes,+44,3.14,9.15
2018,192,0,31323,Gary Woodland,+46,3.13,10.89
2018,193,0,34264,Hudson Swafford,+47,3.18,7.98
2017,1,0,35532,Tom Hoge,-13,2.93,5.55
2017,2,0,37278,Nicholas Lindheim,-9,2.96,6.75
2017,2,0,27649,Brandt Snedeker,-9,2.95,5.91
2017,4,0,32102,Rickie Fowler,-8,2.97,9.12
2017,4,0,33419,Cameron Tringale,-8,2.98,10.05
2017,6,0,25572,Graeme McDowell,-7,2.97,6.84
2017,6,0,29289,S.Y. Noh,-7,2.98,10.53
2017,6,0,24502,Adam Scott,-7,2.97,6.96
2017,9,0,26476,Chez Reavie,-6,2.98,11.55
2017,10,0,19803,Ryan Armour,E,3.0,7.11
2017,10,0,34466,Peter Malnati,E,3.0,10.29
2017,10,0,47128,Richy Werenski,E,3.0,8.97
2017,13,0,26851,Marc Leishman,+1,3.0,10.8
2017,13,0,39324,J.J. Spaun,+1,3.0,10.41
2017,13,0,34046,Jordan Spieth,+1,3.0,9.27
2017,13,0,27095,Nick Watney,+1,3.0,8.43
2017,17,0,29740,Brad Fritsch,+2,3.01,6.27
2017,17,0,32640,Troy Merritt,+2,3.01,9.21
2017,19,0,12510,Chad Campbell,+3,3.01,11.76
2017,19,0,32150,Michael Thompson,+3,3.01,6.81
2017,19,0,25349,Tim Wilkinson,+3,3.01,7.11
2017,22,0,28500,Martin Flores,+4,3.01,9.81
2017,22,0,30925,Dustin Johnson,+4,3.01,8.31
2017,24,0,34099,Harris English,+5,3.02,9.24
2017,24,0,46970,Jon Rahm,+5,3.02,9.99
2017,24,0,23497,Tag Ridings,+5,3.02,7.11
2017,27,0,25364,Paul Casey,+6,3.02,10.8
2017,27,0,20157,Retief Goosen,+6,3.03,5.58
2017,27,0,27770,Camilo Villegas,+6,3.02,8.64
2017,30,0,20771,Steven Alker,+7,3.03,7.59
2017,30,0,33120,Mark Anderson,+7,3.03,6.27
2017,30,0,35450,Patrick Cantlay,+7,3.04,5.91
2017,30,0,23108,Matt Kuchar,+7,3.02,11.19
2017,34,0,35545,Blayne Barber,+8,3.03,8.64
2017,34,0,33141,Keegan Bradley,+8,3.02,12.36
2017,34,0,27436,Graham DeLaet,+8,3.03,9.24
2017,34,0,19846,Brian Gay,+8,3.03,9.45
2017,34,0,26300,Matt Jones,+8,3.04,6.75
2017,34,0,22046,Geoff Ogilvy,+8,3.03,8.73
2017,40,0,48084,Wesley Bryan,+9,3.02,11.04
2017,40,0,24357,K.J. Choi,+9,3.03,8.01
2017,40,0,23541,Ben Crane,+9,3.03,9.6
2017,40,0,23983,Luke Donald,+9,3.05,5.85
2017,40,0,31646,Emiliano Grillo,+9,3.03,10.44
2017,40,0,21961,Charles Howell III,+9,3.03,9.96
2017,46,0,28089,Jason Day,+10,3.04,7.83
2017,46,0,24358,Robert Garrigus,+10,3.03,8.79
2017,46,0,27644,Brian Harman,+10,3.02,12.06
2017,46,0,33413,Ben Martin,+10,3.03,9.63
2017,46,0,24138,Ian Poulter,+10,3.04,8.28
2017,46,0,34358,Jonathan Randolph,+10,3.04,7.59
2017,46,0,29485,Brett Stegmaier,+10,3.03,9.21
2017,53,0,40058,Zac Blair,+11,3.03,11.97
2017,53,0,46443,Brian Campbell,+11,3.05,6.15
2017,53,0,21209,Sergio Garcia,+11,3.04,7.44
2017,53,0,29720,Andres Gonzales,+11,3.04,8.31
2017,53,0,29926,Danny Lee,+11,3.03,10.8
2017,53,0,27129,Luke List,+11,3.03,11.88
2017,53,0,49771,J.T. Poston,+11,3.03,10.59
2017,53,0,29221,Webb Simpson,+11,3.03,12.03
2017,53,0,33448,Justin Thomas,+11,3.04,9.42
2017,62,0,27958,Ryan Blaum,+12,3.03,11.67
2017,62,0,26499,Rafa Cabrera Bello,+12,3.05,7.2
2017,62,0,34098,Russell Henley,+12,3.03,11.76
2017,62,0,37454,Whee Kim,+12,3.04,8.7
2017,62,0,29478,Kevin Kisner,+12,3.03,11.79
2017,62,0,32757,Patton Kizzire,+12,3.04,9.18
2017,62,0,25345,Carl Pettersson,+12,3.05,7.14
2017,69,0,35110,Brett Drewitt,+13,3.06,6.39
2017,69,0,25191,Gonzalo Fernandez-Castaño,+13,3.06,6.75
2017,69,0,35506,Mackenzie Hughes,+13,3.03,12.39
2017,69,0,28237,Rory McIlroy,+13,3.07,5.76
2017,69,0,48822,Sebastián Muñoz,+13,3.07,5.91
2017,69,0,22405,Justin Rose,+13,3.05,7.71
2017,69,0,27963,Chris Stroud,+13,3.05,7.11
2017,76,0,22371,Aaron Baddeley,+14,3.06,6.78
2017,76,0,24507,Jason Bohn,+14,3.05,8.61
2017,76,0,28093,Miguel Angel Carballo,+14,3.06,6.87
2017,76,0,20472,Alex Cejka,+14,3.04,9.39
2017,76,0,24924,Bill Haas,+14,3.04,10.32
2017,76,0,33122,Russell Knox,+14,3.05,8.34
2017,76,0,36689,Brooks Koepka,+14,3.04,9.6
2017,76,0,29908,C.T. Pan,+14,3.04,10.41
2017,76,0,25818,Scott Piercy,+14,3.05,8.13
2017,76,0,23621,Rory Sabbatini,+14,3.05,7.83
2017,86,0,33399,Adam Hadwin,+15,3.04,11.91
2017,86,0,27936,Martin Laird,+15,3.04,10.05
2017,88,0,33948,Byeong Hun An,+16,3.05,8.76
2017,88,0,40026,Daniel Berger,+16,3.05,10.26
2017,88,0,23353,J.J. Henry,+16,3.05,10.44
2017,88,0,25396,Kevin Na,+16,3.05,9.9
2017,88,0,22056,Cameron Percy,+16,3.06,7.83
2017,88,0,28132,Tyrone Van Aswegen,+16,3.04,11.79
2017,94,0,30191,Julián Etulain,+17,3.07,7.59
2017,94,0,24024,Zach Johnson,+17,3.06,9.24
2017,94,0,23320,Ryan Palmer,+17,3.08,6.39
2017,94,0,28252,Seamus Power,+17,3.05,9.75
2017,94,0,35891,Cameron Smith,+17,3.05,9.99
2017,94,0,25892,Steve Wheatcroft,+17,3.09,5.73
2017,100,0,29974,Branden Grace,+18,3.07,7.44
2017,100,0,26758,David Hearn,+18,3.05,10.35
2017,100,0,31420,Anirban Lahiri,+18,3.06,8.64
2017,100,0,46732,Rick Lamb,+18,3.09,6.03
2017,100,0,27466,Spencer Levin,+18,3.05,10.29
2017,100,0,33204,Shane Lowry,+18,3.09,5.91
2017,100,0,32839,Hideki Matsuyama,+18,3.06,9.0
2017,100,0,31560,Brian Stuard,+18,3.05,10.47
2017,100,0,23325,Vaughn Taylor,+18,3.05,9.99
2017,109,0,20229,Stewart Cink,+19,3.05,11.31
2017,109,0,30926,Chris Kirk,+19,3.06,10.05
2017,109,0,35879,Kelly Kraft,+19,3.07,8.67
2017,109,0,34409,David Lingmerth,+19,3.06,9.12
2017,109,0,27214,Kevin Streelman,+19,3.05,10.71
2017,109,0,26951,Johnson Wagner,+19,3.07,7.62
2017,115,0,27895,Jonas Blixt,+20,3.07,8.55
2017,115,0,29479,Scott Brown,+20,3.05,11.01
2017,115,0,25720,Chad Collins,+20,3.08,7.53
2017,115,0,47959,Bryson DeChambeau,+20,3.06,10.83
2017,115,0,24361,Pat Perez,+20,3.06,10.71
2017,115,0,30692,Scott Stallings,+20,3.06,9.39
2017,115,0,29518,Brendan Steele,+20,3.06,9.96
2017,115,0,34431,Robert Streb,+20,3.05,11.37
2017,123,0,25686,Jason Dufner,+21,3.06,9.84
2017,123,0,1810,Phil Mickelson,+21,3.07,9.63
2017,123,0,33418,Shawn Stefani,+21,3.08,8.22
2017,126,0,40009,Dominic Bozzelli,+22,3.08,7.95
2017,126,0,39954,Cody Gribble,+22,3.07,9.21
2017,126,0,34174,John Huh,+22,3.06,10.68
2017,126,0,46440,Smylie Kaufman,+22,3.08,8.61
2017,126,0,29223,Sam Saunders,+22,3.08,8.49
2017,126,0,46501,Ollie Schniederjans,+22,3.06,10.5
2017,126,0,25834,Daniel Summerhays,+22,3.06,11.37
2017,133,0,24846,Ricky Barnes,+23,3.06,11.13
2017,133,0,28420,Ryan Brehm,+23,3.07,9.27
2017,133,0,29725,Tony Finau,+23,3.06,12.51
2017,133,0,31557,Jim Herman,+23,3.08,9.03
2017,133,0,29420,Billy Horschel,+23,3.07,10.38
2017,133,0,25198,Francesco Molinari,+23,3.08,8.64
2017,133,0,26331,Charl Schwartzel,+23,3.09,7.32
2017,140,0,20593,Greg Chalmers,+24,3.08,8.49
2017,140,0,36801,Mark Hubbard,+24,3.08,8.97
2017,140,0,34360,Patrick Reed,+24,3.06,12.03
2017,140,0,30110,Kyle Stanley,+24,3.06,12.12
2017,140,0,34264,Hudson Swafford,+24,3.07,10.92
2017,145,0,34021,Bud Cauley,+25,3.07,10.68
2017,145,0,6522,Ernie Els,+25,3.12,6.3
2017,145,0,25900,Lucas Glover,+25,3.07,10.92
2017,145,0,27141,J.B. Holmes,+25,3.08,9.15
2017,145,0,29222,Billy Hurley III,+25,3.08,9.57
2017,145,0,22986,Søren Kjeldsen,+25,3.13,6.0
2017,151,0,30852,Ryo Ishikawa,+26,3.11,6.84
2017,152,0,32448,James Hahn,+27,3.07,11.55
2017,153,0,10809,Jim Furyk,+28,3.13,6.27
2017,153,0,23800,Bryce Molder,+28,3.09,8.97
2017,153,0,26596,Ryan Moore,+28,3.09,9.48
2017,153,0,48081,Xander Schauffele,+28,3.08,11.07
2017,153,0,25493,Nick Taylor,+28,3.07,11.55
2017,153,0,32333,Kevin Tway,+28,3.08,10.59
2017,159,0,20104,Ken Duke,+29,3.1,8.61
2017,159,0,46601,Trey Mullinax,+29,3.09,9.93
2017,161,0,34213,Grayson Murray,+30,3.08,10.89
2017,161,0,24140,Sean O'Hair,+30,3.09,10.17
2017,161,0,26329,Louis Oosthuizen,+30,3.12,7.44
2017,164,0,30944,Jason Kokrak,+31,3.08,11.55
2017,164,0,27064,Jhonattan Vegas,+31,3.09,10.68
2017,166,0,28679,Fabián Gómez,+32,3.14,6.96
2017,166,0,20572,Rod Pampling,+32,3.11,8.55
2017,166,0,25240,D.A. Points,+32,3.12,8.19
2017,166,0,37189,Harold Varner III,+32,3.08,11.94
2017,170,0,32200,Roberto Castro,+33,3.12,8.19
2017,171,0,24781,Hunter Mahan,+36,3.12,8.67
2017,171,0,36699,Patrick Rodgers,+36,3.12,8.94
2017,173,0,27974,Sung Kang,+37,3.09,12.33
2017,173,0,39975,Michael Kim,+37,3.1,10.92
2017,173,0,35300,Andrew Loupe,+37,3.18,6.33
2017,173,0,25632,Jimmy Walker,+37,3.14,7.71
2017,173,0,25804,Bubba Watson,+37,3.15,7.5
2017,173,0,31323,Gary Woodland,+37,3.1,10.83
2017,179,0,32366,Kevin Chappell,+38,3.11,10.83
2017,179,0,33461,Morgan Hoffmann,+38,3.11,10.71
2017,179,0,26289,Boo Weekley,+38,3.13,8.82
2017,182,0,37455,Si Woo Kim,+40,3.13,8.94
2017,183,0,31416,Derek Fathauer,+41,3.14,9.09
2017,183,0,29461,Jamie Lovemark,+41,3.11,11.64
2017,185,0,28307,Matt Every,+43,3.15,8.49
2017,186,0,46550,Brandon Hagy,+44,3.14,9.27
2017,186,0,31202,William McGirt,+44,3.13,9.87
2017,188,0,29476,Kyle Reifers,+45,3.13,10.68
2017,189,0,25274,Steven Bowditch,+49,3.22,6.69
2017,190,0,12716,Charley Hoffman,+52,3.12,12.93
2016,1,0,1810,Phil Mickelson,-20,2.93,8.67
2016,2,0,24846,Ricky Barnes,-7,2.98,11.25
2016,3,0,34174,John Huh,-6,2.98,10.32
2016,3,0,26329,Louis Oosthuizen,-6,2.97,6.84
2016,5,0,20472,Alex Cejka,-5,2.98,7.95
2016,5,0,10809,Jim Furyk,-5,2.98,6.24
2016,7,0,24358,Robert Garrigus,-3,2.99,7.83
2016,7,0,26596,Ryan Moore,-3,2.99,9.87
2016,7,0,30163,Henrik Norlander,-3,2.99,8.07
2016,10,0,24502,Adam Scott,-1,3.0,9.12
2016,11,0,26758,David Hearn,E,3.0,11.49
2016,11,0,26331,Charl Schwartzel,E,3.0,8.52
2016,13,0,28089,Jason Day,+1,3.0,8.19
2016,13,0,34563,Chesson Hadley,+1,3.0,9.63
2016,13,0,25349,Tim Wilkinson,+1,3.0,8.19
2016,16,0,20157,Retief Goosen,+2,3.01,6.72
2016,16,0,30925,Dustin Johnson,+2,3.01,9.75
2016,18,0,12510,Chad Campbell,+3,3.01,10.86
2016,18,0,21209,Sergio Garcia,+3,3.01,6.12
2016,18,0,33399,Adam Hadwin,+3,3.01,11.22
2016,21,0,25720,Chad Collins,+4,3.01,8.85
2016,22,0,8075,Jerry Kelly,+5,3.02,9.27
2016,22,0,27936,Martin Laird,+5,3.02,9.42
2016,22,0,27770,Camilo Villegas,+5,3.02,9.6
2016,25,0,24924,Bill Haas,+6,3.02,9.87
2016,25,0,33122,Russell Knox,+6,3.02,10.71
2016,25,0,23800,Bryce Molder,+6,3.02,9.45
2016,25,0,6527,Steve Stricker,+6,3.03,6.51
2016,29,0,33141,Keegan Bradley,+7,3.02,9.9
2016,29,0,29268,Bronson Burgoon,+7,3.02,9.57
2016,29,0,20229,Stewart Cink,+7,3.03,7.41
2016,29,0,34262,Jon Curran,+7,3.02,11.97
2016,29,0,21731,Freddie Jacobson,+7,3.02,10.41
2016,29,0,32839,Hideki Matsuyama,+7,3.02,8.76
2016,35,0,25364,Paul Casey,+8,3.03,8.88
2016,35,0,35539,Luke Guthrie,+8,3.04,6.63
2016,35,0,32640,Troy Merritt,+8,3.03,9.21
2016,35,0,20572,Rod Pampling,+8,3.04,6.03
2016,35,0,26476,Chez Reavie,+8,3.02,10.47
2016,35,0,22405,Justin Rose,+8,3.03,7.47
2016,35,0,28114,Dawie van der Walt,+8,3.03,8.43
2016,42,0,35545,Blayne Barber,+9,3.03,9.72
2016,42,0,24357,K.J. Choi,+9,3.03,8.91
2016,42,0,34360,Patrick Reed,+9,3.02,12.15
2016,42,0,31560,Brian Stuard,+9,3.03,7.95
2016,46,0,34098,Russell Henley,+10,3.03,9.21
2016,46,0,27141,J.B. Holmes,+10,3.03,8.79
2016,46,0,39975,Michael Kim,+10,3.03,11.58
2016,46,0,34431,Robert Streb,+10,3.03,10.08
2016,46,0,2206,David Toms,+10,3.04,7.53
2016,51,0,30944,Jason Kokrak,+11,3.03,10.77
2016,51,0,25240,D.A. Points,+11,3.05,6.15
2016,51,0,32150,Michael Thompson,+11,3.04,8.19
2016,54,0,24024,Zach Johnson,+12,3.04,10.2
2016,54,0,37454,Whee Kim,+12,3.04,9.51
2016,54,0,33419,Cameron Tringale,+12,3.04,9.3
2016,54,0,21878,Mark Wilson,+12,3.05,7.56
2016,58,0,34466,Peter Malnati,+13,3.04,10.17
2016,58,0,27942,Rob Oppenheim,+13,3.05,7.59
2016,58,0,26951,Johnson Wagner,+13,3.04,10.32
2016,61,0,23983,Luke Donald,+14,3.04,9.87
2016,61,0,28679,Fabián Gómez,+14,3.04,9.36
2016,61,0,21961,Charles Howell III,+14,3.04,11.04
2016,61,0,27466,Spencer Levin,+14,3.03,12.09
2016,61,0,25198,Francesco Molinari,+14,3.05,7.74
2016,66,0,45526,Abraham Ancer,+15,3.08,5.79
2016,66,0,32618,Rhein Gibson,+15,3.07,6.51
2016,66,0,25572,Graeme McDowell,+15,3.06,7.14
2016,69,0,29745,Tyler Aldridge,+16,3.05,9.63
2016,69,0,27747,Hiroshi Iwata,+16,3.05,10.11
2016,69,0,26300,Matt Jones,+16,3.05,9.63
2016,69,0,35879,Kelly Kraft,+16,3.07,7.11
2016,69,0,34261,Scott Langley,+16,3.06,7.59
2016,69,0,29223,Sam Saunders,+16,3.06,7.95
2016,75,0,24461,Thomas Aiken,+17,3.06,8.07
2016,75,0,20848,Ángel Cabrera,+17,3.07,7.44
2016,75,0,32366,Kevin Chappell,+17,3.05,11.31
2016,75,0,30926,Chris Kirk,+17,3.05,10.2
2016,75,0,33410,Andrew Landry,+17,3.09,5.91
2016,75,0,33204,Shane Lowry,+17,3.08,6.51
2016,75,0,35451,Scott Pinckney,+17,3.05,10.26
2016,75,0,6567,Vijay Singh,+17,3.06,8.79
2016,75,0,34046,Jordan Spieth,+17,3.06,9.15
2016,75,0,27963,Chris Stroud,+17,3.05,9.69
2016,75,0,28132,Tyrone Van Aswegen,+17,3.04,12.33
2016,86,0,20098,Stuart Appleby,+18,3.06,8.34
2016,86,0,23541,Ben Crane,+18,3.06,9.18
2016,86,0,33667,Carlos Ortiz,+18,3.06,9.12
2016,89,0,29479,Scott Brown,+19,3.05,10.71
2016,89,0,25900,Lucas Glover,+19,3.06,9.09
2016,89,0,36689,Brooks Koepka,+19,3.07,8.31
2016,89,0,34409,David Lingmerth,+19,3.06,9.63
2016,89,0,35300,Andrew Loupe,+19,3.06,9.09
2016,89,0,31202,William McGirt,+19,3.05,11.79
2016,89,0,25396,Kevin Na,+19,3.05,11.31
2016,89,0,30692,Scott Stallings,+19,3.07,8.46
2016,89,0,25834,Daniel Summerhays,+19,3.05,12.03
2016,89,0,23325,Vaughn Taylor,+19,3.07,8.73
2016,99,0,29720,Andres Gonzales,+20,3.06,9.45
2016,99,0,23320,Ryan Palmer,+20,3.06,10.47
2016,99,0,10213,Dicky Pride,+20,3.09,6.39
2016,102,0,35732,Wes Roach,+21,3.1,6.63
2016,102,0,27649,Brandt Snedeker,+21,3.06,10.59
2016,102,0,25493,Nick Taylor,+21,3.07,9.57
2016,105,0,23638,Brendon de Jonge,+22,3.07,9.78
2016,105,0,12716,Charley Hoffman,+22,3.06,10.68
2016,105,0,46440,Smylie Kaufman,+22,3.06,10.44
2016,105,0,28237,Rory McIlroy,+22,3.09,7.44
2016,105,0,20691,Greg Owen,+22,3.07,9.75
2016,110,0,22371,Aaron Baddeley,+23,3.06,10.71
2016,110,0,40058,Zac Blair,+23,3.06,11.49
2016,110,0,29974,Branden Grace,+23,3.09,7.32
2016,110,0,32448,James Hahn,+23,3.07,10.17
2016,110,0,20766,Padraig Harrington,+23,3.11,6.51
2016,110,0,29478,Kevin Kisner,+23,3.06,11.16
2016,110,0,32757,Patton Kizzire,+23,3.06,10.8
2016,110,0,24490,George McNeill,+23,3.11,6.24
2016,110,0,20645,John Senden,+23,3.07,10.38
2016,110,0,33448,Justin Thomas,+23,3.06,11.52
2016,110,0,26289,Boo Weekley,+23,3.07,10.02
2016,121,0,27895,Jonas Blixt,+24,3.08,9.27
2016,121,0,32102,Rickie Fowler,+24,3.08,9.12
2016,121,0,35532,Tom Hoge,+24,3.08,9.33
2016,121,0,23108,Matt Kuchar,+24,3.06,11.64
2016,121,0,31420,Anirban Lahiri,+24,3.09,8.28
2016,121,0,29289,S.Y. Noh,+24,3.07,9.84
2016,127,0,24140,Sean O'Hair,+25,3.07,10.74
2016,127,0,28475,Jeff Overton,+25,3.1,7.86
2016,127,0,30110,Kyle Stanley,+25,3.07,10.83
2016,127,0,27214,Kevin Streelman,+25,3.08,9.93
2016,131,0,6522,Ernie Els,+26,3.1,7.98
2016,131,0,27129,Luke List,+26,3.08,9.33
2016,131,0,24912,Will MacKenzie,+26,3.08,9.75
2016,131,0,23621,Rory Sabbatini,+26,3.12,6.63
2016,131,0,27064,Jhonattan Vegas,+26,3.07,11.19
2016,136,0,40026,Daniel Berger,+27,3.08,10.8
2016,136,0,27436,Graham DeLaet,+27,3.1,8.04
2016,136,0,25818,Scott Piercy,+27,3.08,9.96
2016,136,0,25804,Bubba Watson,+27,3.1,8.19
2016,140,0,29420,Billy Horschel,+28,3.1,8.4
2016,140,0,29222,Billy Hurley III,+28,3.1,8.01
2016,140,0,37455,Si Woo Kim,+28,3.06,13.17
2016,140,0,30711,Colt Knost,+28,3.08,10.41
2016,140,0,26851,Marc Leishman,+28,3.08,10.32
2016,145,0,31646,Emiliano Grillo,+29,3.08,10.68
2016,145,0,27644,Brian Harman,+29,3.07,12.54
2016,145,0,32876,Martin Piller,+29,3.13,6.87
2016,145,0,29221,Webb Simpson,+29,3.1,8.46
2016,149,0,32200,Roberto Castro,+30,3.08,11.73
2016,149,0,25686,Jason Dufner,+30,3.07,12.39
2016,149,0,23353,J.J. Henry,+30,3.11,7.83
2016,149,0,22046,Geoff Ogilvy,+30,3.13,7.17
2016,149,0,29518,Brendan Steele,+30,3.09,10.08
2016,149,0,37189,Harold Varner III,+30,3.08,11.1
2016,149,0,25892,Steve Wheatcroft,+30,3.09,9.87
2016,156,0,10885,Robert Allenby,+31,3.15,6.18
2016,156,0,37273,Derek Ernst,+31,3.14,6.87
2016,156,0,28158,Steve Marino,+31,3.11,8.19
2016,156,0,35891,Cameron Smith,+31,3.11,8.43
2016,160,0,24507,Jason Bohn,+32,3.12,8.07
2016,160,0,24494,Erik Compton,+32,3.13,7.62
2016,160,0,20104,Ken Duke,+32,3.14,6.63
2016,163,0,33418,Shawn Stefani,+33,3.09,10.56
2016,164,0,34099,Harris English,+34,3.09,11.7
2016,164,0,27974,Sung Kang,+34,3.1,10.59
2016,164,0,36699,Patrick Rodgers,+34,3.1,10.26
2016,167,0,22892,Jason Gore,+35,3.12,9.03
2016,167,0,29926,Danny Lee,+35,3.1,10.8
2016,167,0,25632,Jimmy Walker,+35,3.11,9.75
2016,170,0,31416,Derek Fathauer,+36,3.09,11.37
2016,170,0,33461,Morgan Hoffmann,+36,3.13,8.1
2016,170,0,33413,Ben Martin,+36,3.1,10.59
2016,170,0,34265,Will Wilcox,+36,3.14,7.95
2016,174,0,28092,D.H. Lee,+37,3.16,6.87
2016,174,0,29485,Brett Stegmaier,+37,3.11,10.35
2016,174,0,31323,Gary Woodland,+37,3.1,11.04
2016,177,0,29476,Kyle Reifers,+38,3.08,13.44
2016,178,0,25274,Steven Bowditch,+42,3.15,8.49
2016,178,0,36801,Mark Hubbard,+42,3.11,11.79
2016,178,0,34264,Hudson Swafford,+42,3.1,12.6
2016,181,0,29461,Jamie Lovemark,+44,3.12,11.04
2016,182,0,31557,Jim Herman,+45,3.12,11.25
2016,183,0,29725,Tony Finau,+52,3.14,11.46
2016,184,0,30927,Brendon Todd,+53,3.21,7.65
2016,185,0,24781,Hunter Mahan,+54,3.22,7.47
2015,1,0,28089,Jason Day,-16,294.0,8.31
2015,2,0,34431,Robert Streb,-14,2.97,12.84
2015,3,0,29926,Danny Lee,-13,2.97,14.58
2015,4,0,8075,Jerry Kelly,-9,2.97,9.66
2015,4,0,26951,Johnson Wagner,-9,2.97,8.22
2015,6,0,29221,Webb Simpson,-7,2.98,9.18
2015,6,0,27963,Chris Stroud,-7,2.98,10.14
2015,6,0,34265,Will Wilcox,-7,2.97,6.72
2015,9,0,28023,Byron Smith,-6,2.97,6.69
2015,10,0,29222,Billy Hurley III,-5,2.98,9.75
2015,11,0,27436,Graham DeLaet,-4,2.98,7.74
2015,11,0,25804,Bubba Watson,-4,2.98,7.92
2015,13,0,22371,Aaron Baddeley,-3,2.99,8.94
2015,13,0,12510,Chad Campbell,-3,2.99,11.82
2015,13,0,28132,Tyrone Van Aswegen,-3,2.99,6.57
2015,16,0,25818,Scott Piercy,-2,2.99,10.86
2015,16,0,34046,Jordan Spieth,-2,2.99,10.56
2015,18,0,24925,Jonathan Byrd,-1,3.0,7.98
2015,18,0,37454,Whee Kim,-1,3.0,8.4
2015,18,0,2206,David Toms,-1,3.0,7.08
2015,21,0,20771,Steven Alker,E,3.0,7.32
2015,21,0,32102,Rickie Fowler,E,3.0,8.4
2015,21,0,25396,Kevin Na,E,3.0,11.37
2015,24,0,24507,Jason Bohn,+1,3.0,11.61
2015,24,0,31557,Jim Herman,+1,3.0,10.68
2015,24,0,24024,Zach Johnson,+1,3.0,10.2
2015,27,0,23638,Brendon de Jonge,+2,3.0,12.99
2015,27,0,10809,Jim Furyk,+2,3.01,7.59
2015,27,0,21528,Henrik Stenson,+2,3.01,7.08
2015,30,0,36801,Mark Hubbard,+3,3.01,9.42
2015,30,0,22405,Justin Rose,+3,3.01,7.74
2015,32,0,25720,Chad Collins,+4,3.01,9.66
2015,32,0,28486,Michael Putnam,+4,3.01,10.47
2015,32,0,30927,Brendon Todd,+4,3.01,11.01
2015,35,0,20157,Retief Goosen,+5,3.02,9.18
2015,36,0,22892,Jason Gore,+6,3.02,8.73
2015,36,0,30711,Colt Knost,+6,3.02,10.56
2015,36,0,28475,Jeff Overton,+6,3.02,11.31
2015,39,0,23048,Eric Axley,+7,3.03,6.69
2015,39,0,24846,Ricky Barnes,+7,3.02,9.57
2015,39,0,33122,Russell Knox,+7,3.02,11.55
2015,39,0,27936,Martin Laird,+7,3.02,9.45
2015,39,0,25493,Nick Taylor,+7,3.02,10.98
2015,44,0,29479,Scott Brown,+8,3.02,11.85
2015,44,0,20593,Greg Chalmers,+8,3.04,6.48
2015,44,0,29535,Brice Garnett,+8,3.03,9.6
2015,44,0,26758,David Hearn,+8,3.02,11.7
2015,44,0,23548,Bill Lunde,+8,3.04,5.64
2015,44,0,24490,George McNeill,+8,3.02,11.28
2015,50,0,28259,Sangmoon Bae,+9,3.02,11.79
2015,50,0,40058,Zac Blair,+9,3.02,12.69
2015,50,0,21209,Sergio Garcia,+9,3.04,6.48
2015,50,0,34130,Sung Joon Park,+9,3.03,9.54
2015,50,0,22056,Cameron Percy,+9,3.03,8.55
