YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIES OR BETTER
2024,148,0,46435,Austin Cook,36
2024,149,0,25349,Tim Wilkinson,35
2024,150,0,27644,Brian Harman,34
2024,151,0,33399,Adam Hadwin,34
2024,152,0,51634,Sahith Theegala,32
2024,153,0,47128,Richy Werenski,31
2024,154,0,32139,Danny Willett,30
2024,155,0,47993,Denny McCarthy,30
2024,156,0,37278,Nicholas Lindheim,28
2024,157,0,24925,Jonathan Byrd,28
2024,158,0,28259,Sangmoon Bae,28
2024,159,0,47420,Jake Knapp,28
2024,160,0,32448,James Hahn,27
2024,161,0,40250,Taylor Pendrith,26
2024,162,0,39977,Max Homa,26
2024,163,0,24980,Scott Gutschewski,25
2024,164,0,59866,Nick Dunlap,24
2024,165,0,34431,Robert Streb,24
2024,166,0,39997,Corey Conners,23
2024,167,0,31646,Emiliano Grillo,22
2024,168,0,37455,Si Woo Kim,21
2024,169,0,34310,Alexander Björk,21
2024,170,0,27141,J.B. Holmes,20
2024,171,0,23320,Ryan Palmer,20
2024,172,0,49303,Anders Albertson,20
2024,173,0,33448,Justin Thomas,19
2024,174,0,50525,Collin Morikawa,18
2024,175,0,23541,Ben Crane,18
2024,176,0,24024,Zach Johnson,18
2024,177,0,47679,Victor Perez,17
2024,178,0,39971,Sungjae Im,16
2024,179,0,10423,Mike Weir,16
2024,180,0,35449,Adam Long,16
2024,181,0,33597,Harry Higgs,15
2024,182,0,32839,Hideki Matsuyama,15
2024,183,0,47483,Will Zalatoris,14
2024,184,0,49960,Sepp Straka,14
2024,185,0,29970,Dylan Frittelli,14
2024,185,0,30750,Tommy Gainey,14
2024,187,0,32816,Satoshi Kodaira,13
2024,188,0,19803,Ryan Armour,10
2024,189,0,39067,MJ Daffue,10
2024,190,0,37338,Zecheng Dou,10
2024,191,0,51766,Wyndham Clark,8
2024,192,0,55182,Tom Kim,8
2024,193,0,27974,Sung Kang,8
2024,194,0,24358,Robert Garrigus,6
2024,195,0,25240,D.A. Points,6
2024,196,0,45157,Cam Davis,4
2024,197,0,1024,Billy Andrade,3
2024,197,0,59442,Parker Coody,3
2024,199,0,1098,Jay Don Blake,3
2023,1,0,27129,Luke List,148
2023,2,0,47591,Eric Cole,147
2023,3,0,37275,Sam Ryder,143
2023,4,0,56630,Akshay Bhatia,141
2023,5,0,51894,Vince Whaley,141
2023,6,0,47988,Nick Hardy,134
2023,7,0,35879,Kelly Kraft,132
2023,8,0,26596,Ryan Moore,127
2023,9,0,52955,Ludvig Åberg,126
2023,10,0,52372,Cameron Champ,126
2023,11,0,50493,Justin Suh,123
2023,12,0,54591,Ben Griffin,122
2023,13,0,34563,Chesson Hadley,120
2023,14,0,40115,Adam Svensson,120
2023,15,0,39324,J.J. Spaun,120
2023,16,0,50095,Austin Smotherman,118
2023,17,0,32757,Patton Kizzire,118
2023,18,0,31577,Tano Goya,115
2023,19,0,51414,Brent Grant,114
2023,20,0,55454,Carl Yuan,114
2023,21,0,35506,Mackenzie Hughes,112
2023,22,0,32791,K.H. Lee,112
2023,23,0,27349,Alex Noren,111
2023,24,0,55789,Taylor Montgomery,111
2023,25,0,58168,Davis Thompson,111
2023,26,0,25818,Scott Piercy,109
2023,27,0,58696,Peter Kuest,107
2023,28,0,32640,Troy Merritt,106
2023,29,0,34466,Peter Malnati,105
2023,30,0,33122,Russell Knox,105
2023,31,0,36871,Matt NeSmith,102
2023,32,0,52374,Brandon Wu,101
2023,33,0,40162,Justin Lower,100
2023,34,0,36801,Mark Hubbard,100
2023,35,0,46435,Austin Cook,99
2023,36,0,56762,Will Gordon,97
2023,37,0,35461,Beau Hossler,97
2023,38,0,48867,Matti Schmid,97
2023,39,0,28775,Nate Lashley,97
2023,40,0,36799,Stephan Jaeger,96
2023,41,0,27770,Camilo Villegas,95
2023,42,0,45609,Tyler Duncan,95
2023,43,0,35449,Adam Long,95
2023,44,0,49298,Kramer Hickok,95
2023,45,0,27936,Martin Laird,91
2023,46,0,46340,Alex Smalley,91
2023,47,0,32816,Satoshi Kodaira,90
2023,48,0,40006,Erik van Rooyen,89
2023,49,0,51890,Greyson Sigg,89
2023,50,0,40250,Taylor Pendrith,87
2023,51,0,35617,Martin Trainer,87
2023,52,0,48699,Callum Tarren,87
2023,53,0,39058,Lucas Herbert,87
2023,54,0,34431,Robert Streb,85
2023,55,0,37338,Zecheng Dou,84
2023,56,0,47128,Richy Werenski,84
2023,57,0,35310,Lanto Griffin,84
2023,58,0,23320,Ryan Palmer,83
2023,59,0,23108,Matt Kuchar,82
2023,60,0,45242,Kevin Yu,82
2023,61,0,48084,Wesley Bryan,82
2023,62,0,20229,Stewart Cink,82
2023,63,0,31202,William McGirt,82
2023,64,0,30927,Brendon Todd,81
2023,65,0,32333,Kevin Tway,81
2023,66,0,22056,Cameron Percy,81
2023,67,0,33408,Tyson Alexander,80
2023,68,0,33653,Thomas Detry,80
2023,69,0,36326,David Lipsky,80
2023,70,0,33413,Ben Martin,80
2023,71,0,12716,Charley Hoffman,80
2023,72,0,27554,Scott Harrington,80
2023,73,0,25686,Jason Dufner,79
2023,74,0,52411,Kyle Westmoreland,79
2023,75,0,53165,Doc Redman,79
2023,76,0,46441,Robby Shelton,79
2023,77,0,39954,Cody Gribble,79
2023,78,0,51997,Andrew Novak,78
2023,79,0,51349,Nico Echavarria,78
2023,80,0,30750,Tommy Gainey,78
2023,81,0,47995,Davis Riley,77
2023,82,0,52513,Carson Young,76
2023,83,0,57362,Austin Eckroat,76
2023,84,0,57975,Harry Hall,76
2023,85,0,40058,Zac Blair,75
2023,86,0,30163,Henrik Norlander,75
2023,87,0,19846,Brian Gay,74
2023,88,0,48119,Ben Taylor,74
2023,89,0,39067,MJ Daffue,73
2023,90,0,55893,Sam Stevens,73
2023,91,0,52375,Doug Ghim,73
2023,92,0,31560,Brian Stuard,73
2023,93,0,54783,Dylan Wu,73
2023,94,0,33597,Harry Higgs,72
2023,95,0,36724,Augusto Núñez,71
2023,96,0,37278,Nicholas Lindheim,71
2023,97,0,25632,Jimmy Walker,71
2023,98,0,34610,Matthias Schwab,70
2023,99,0,47079,Harrison Endycott,69
2023,100,0,39335,Kevin Roy,68
2023,101,0,49771,J.T. Poston,67
2023,102,0,29535,Brice Garnett,65
2023,103,0,19803,Ryan Armour,65
2023,104,0,51950,Max McGreevy,65
2023,105,0,29478,Kevin Kisner,65
2023,106,0,33410,Andrew Landry,64
2023,107,0,23541,Ben Crane,62
2023,108,0,32366,Kevin Chappell,60
2023,109,0,30692,Scott Stallings,59
2023,110,0,29970,Dylan Frittelli,59
2023,111,0,49453,Trevor Cone,59
2023,112,0,59018,Ryan Gerard,58
2023,113,0,58967,Trevor Werbylo,58
2023,114,0,45157,Cam Davis,57
2023,115,0,55708,Hayden Buckley,57
2023,116,0,39975,Michael Kim,56
2023,117,0,47347,Adam Schenk,56
2023,118,0,57366,Cameron Young,55
2023,119,0,47983,Chad Ramey,55
2023,120,0,35901,Paul Haley II,55
2023,121,0,54421,Garrick Higgo,54
2023,122,0,24846,Ricky Barnes,54
2023,123,0,28420,Ryan Brehm,53
2023,124,0,27095,Nick Watney,53
2023,125,0,39546,Keith Mitchell,51
2023,126,0,34076,Joel Dahmen,51
2023,127,0,51634,Sahith Theegala,50
2023,128,0,34409,David Lingmerth,50
2023,129,0,49766,Hank Lebioda,49
2023,130,0,32662,Michael Gligic,49
2023,131,0,23788,D.J. Trahan,48
2023,132,0,32448,James Hahn,47
2023,133,0,50188,S.H. Kim,47
2023,134,0,31557,Jim Herman,47
2023,135,0,29908,C.T. Pan,46
2023,136,0,25900,Lucas Glover,45
2023,137,0,30926,Chris Kirk,45
2023,138,0,26476,Chez Reavie,44
2023,139,0,35532,Tom Hoge,43
2023,140,0,46442,Maverick McNealy,43
2023,141,0,24140,Sean O'Hair,43
2023,142,0,34098,Russell Henley,42
2023,143,0,47993,Denny McCarthy,42
2023,144,0,24502,Adam Scott,40
2023,145,0,22371,Aaron Baddeley,40
2023,146,0,24925,Jonathan Byrd,39
2023,147,0,29221,Webb Simpson,38
2023,148,0,45522,Christiaan Bezuidenhout,37
2023,149,0,27556,Ted Potter Jr.,37
2023,150,0,27974,Sung Kang,37
2023,151,0,34256,Andrew Putnam,36
2023,152,0,31646,Emiliano Grillo,36
2023,153,0,29289,S.Y. Noh,35
2023,154,0,27214,Kevin Streelman,35
2023,155,0,46414,Aaron Rai,34
2023,156,0,52453,Nicolai Højgaard,34
2023,157,0,27644,Brian Harman,34
2023,158,0,34099,Harris English,34
2023,159,0,39997,Corey Conners,34
2023,160,0,25493,Nick Taylor,33
2023,161,0,27895,Jonas Blixt,33
2023,162,0,27963,Chris Stroud,33
2023,163,0,37455,Si Woo Kim,32
2023,164,0,20593,Greg Chalmers,31
2023,165,0,27649,Brandt Snedeker,30
2023,166,0,25240,D.A. Points,29
2023,167,0,54628,Lee Hodges,29
2023,168,0,55182,Tom Kim,28
2023,169,0,48887,Matt Wallace,26
2023,170,0,33399,Adam Hadwin,25
2023,171,0,50525,Collin Morikawa,24
2023,172,0,24358,Robert Garrigus,24
2023,173,0,26679,Kevin Stadler,23
2023,174,0,39977,Max Homa,22
2023,175,0,30110,Kyle Stanley,22
2023,176,0,28679,Fabián Gómez,22
2023,177,0,51070,Vincent Norrman,20
2023,178,0,24024,Zach Johnson,20
2023,179,0,33448,Justin Thomas,19
2023,180,0,29479,Scott Brown,19
2023,181,0,49947,Taylor Moore,18
2023,182,0,25198,Francesco Molinari,18
2023,183,0,48117,Kurt Kitayama,16
2023,184,0,39971,Sungjae Im,16
2023,185,0,28259,Sangmoon Bae,16
2023,186,0,21407,Arjun Atwal,15
2023,187,0,33141,Keegan Bradley,14
2023,188,0,34213,Grayson Murray,14
2023,189,0,37378,Min Woo Lee,13
2023,190,0,37273,Derek Ernst,12
2023,191,0,51491,Brandon Matthews,12
2023,192,0,29420,Billy Horschel,12
2023,193,0,21753,Brian Davis,11
2023,194,0,27797,Derek Lamely,10
2023,195,0,20766,Padraig Harrington,10
2023,196,0,1706,Davis Love III,10
2023,197,0,32102,Rickie Fowler,9
2023,198,0,32839,Hideki Matsuyama,9
2023,199,0,26758,David Hearn,9
2023,200,0,46601,Trey Mullinax,9
2023,201,0,27141,J.B. Holmes,8
2023,202,0,24490,George McNeill,8
2023,203,0,8385,Omar Uresti,7
2023,204,0,26420,Richard Johnson,7
2023,205,0,28475,Jeff Overton,7
2023,206,0,22046,Geoff Ogilvy,6
2023,207,0,23623,Bo Van Pelt,1
