YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
2024,0,29535,Brice Garnett,167.6,705992.0,117
2024,0,28089,Jason Day,167.7,875578.0,145
2024,0,29478,Kevin Kisner,167.8,1008757.0,167
2024,0,32757,Patton Kizzire,167.9,749491.0,124
2024,0,27770,Camilo Villegas,167.9,882519.0,146
2024,0,36799,Stephan Jaeger,168.1,1119473.0,185
2024,0,32791,K.H. Lee,168.1,1071168.0,177
2024,0,52375,Doug Ghim,168.2,993224.0,164
2024,0,27129,Luke List,168.2,1101730.0,182
2024,0,51997,Andrew Novak,168.3,999641.0,165
2024,0,49960,Sepp Straka,168.4,976280.0,161
2024,0,46414,Aaron Rai,168.5,903855.0,149
2024,0,40115,Adam Svensson,168.5,1571169.0,259
2024,0,32102,Rickie Fowler,168.6,1080287.0,178
2024,0,35461,Beau Hossler,168.8,1075339.0,177
2024,0,22405,Justin Rose,168.8,893252.0,147
2024,0,51890,Greyson Sigg,168.8,911632.0,150
2024,0,28237,Rory McIlroy,168.9,784438.0,129
2024,0,40162,Justin Lower,169.0,1356749.0,223
2024,0,29908,C.T. Pan,169.0,827195.0,136
2024,0,35532,Tom Hoge,169.3,1444066.0,237
2024,0,57366,Cameron Young,169.3,1170378.0,192
2024,0,49947,Taylor Moore,169.4,1311204.0,215
2024,0,30926,Chris Kirk,169.5,1104505.0,181
2024,0,33399,Adam Hadwin,169.6,1227411.0,201
2024,0,50525,Collin Morikawa,169.6,915677.0,150
2024,0,36801,Mark Hubbard,169.7,1429815.0,234
2024,0,30927,Brendon Todd,169.8,1405564.0,230
2024,0,34021,Bud Cauley,169.9,642160.0,105
2024,0,33448,Justin Thomas,169.9,862240.0,141
2024,0,33653,Thomas Detry,170.0,1150409.0,188
2024,0,47806,Raul Pereda,170.3,735645.0,120
2024,0,46717,Viktor Hovland,170.4,809746.0,132
2024,0,34098,Russell Henley,170.6,847506.0,138
2024,0,47483,Will Zalatoris,170.8,952931.0,155
2024,0,36884,Ben Kohles,170.9,1267403.0,206
2024,0,39977,Max Homa,171.0,1182293.0,192
2024,0,46441,Robby Shelton,171.3,1153162.0,187
2024,0,33408,Tyson Alexander,171.9,1187975.0,192
2024,0,40058,Zac Blair,172.0,1164263.0,188
2024,0,37455,Si Woo Kim,172.2,1103398.0,178
2024,0,25900,Lucas Glover,172.4,1147854.0,185
2024,0,34256,Andrew Putnam,172.5,1037179.0,167
2024,0,27349,Alex Noren,172.8,821134.0,132
2024,0,26596,Ryan Moore,173.0,1021547.0,164
2024,0,30911,Tommy Fleetwood,173.7,844172.0,135
2024,0,46046,Scottie Scheffler,174.1,645591.0,103
2024,0,33486,Roger Sloan,174.1,839819.0,134
2024,0,55182,Tom Kim,175.6,1238916.0,196
2023,0,52411,Kyle Westmoreland,150.4,1017613.0,188
2023,0,58168,Davis Thompson,150.5,1224311.0,226
2023,0,52955,Ludvig Åberg,151.6,545662.0,100
2023,0,27974,Sung Kang,152.2,460347.0,84
2023,0,52453,Nicolai Hojgaard,152.7,533103.0,97
2023,0,33948,Byeong Hun An,153.0,1189561.0,216
2023,0,39975,Michael Kim,153.6,1033702.0,187
2023,0,28420,Ryan Brehm,154.0,1169539.0,211
2023,0,33141,Keegan Bradley,154.2,976719.0,176
2023,0,20229,Stewart Cink,154.3,1027748.0,185
2023,0,36699,Patrick Rodgers,154.3,1277268.0,230
2023,0,45242,Kevin Yu,154.3,716679.0,129
2023,0,32662,Michael Gligic,154.7,1002672.0,180
2023,0,39067,MJ Daffue,155.1,1194718.0,214
2023,0,40250,Taylor Pendrith,155.1,1155560.0,207
2023,0,30692,Scott Stallings,155.7,1042853.0,186
2023,0,34255,Joseph Bramlett,156.2,984107.0,175
2023,0,48084,Wesley Bryan,156.2,500565.0,89
2023,0,33597,Harry Higgs,156.2,1051660.0,187
2023,0,29970,Dylan Frittelli,156.3,1114159.0,198
2023,0,39546,Keith Mitchell,156.3,1113919.0,198
2023,0,39058,Lucas Herbert,156.6,823276.0,146
2023,0,34466,Peter Malnati,156.6,1251461.0,222
2023,0,51070,Vincent Norrman,156.7,1043467.0,185
2023,0,39335,Kevin Roy,156.9,864212.0,153
2023,0,48119,Ben Taylor,156.9,1417886.0,251
2023,0,51890,Greyson Sigg,157.1,1136678.0,201
2023,0,35617,Martin Trainer,157.3,747286.0,132
2023,0,32640,Troy Merritt,157.5,1156943.0,204
2023,0,47347,Adam Schenk,157.7,1396343.0,246
2023,0,57366,Cameron Young,157.7,999205.0,176
2023,0,33653,Thomas Detry,157.8,1085142.0,191
2023,0,49766,Hank Lebioda,158.0,705313.0,124
2023,0,37338,Zecheng Dou,158.1,1258172.0,221
2023,0,57975,Harry Hall,158.2,1144742.0,201
2023,0,35506,Mackenzie Hughes,158.4,1060415.0,186
2023,0,58696,Peter Kuest,158.4,496243.0,87
2023,0,48699,Callum Tarren,158.5,1295347.0,227
2023,0,25632,Jimmy Walker,158.5,1295249.0,227
2023,0,51950,Max McGreevy,158.6,1290222.0,226
2023,0,47504,Sam Burns,158.7,1039779.0,182
2023,0,46340,Alex Smalley,158.7,1325478.0,232
2023,0,54421,Garrick Higgo,158.8,1417651.0,248
2023,0,36724,Augusto Núñez,158.9,938317.0,164
2023,0,28089,Jason Day,159.2,842326.0,147
2023,0,36799,Stephan Jaeger,159.2,1409911.0,246
2023,0,58967,Trevor Werbylo,159.2,1008618.0,176
2023,0,49298,Kramer Hickok,159.4,1188206.0,207
2023,0,47983,Chad Ramey,159.4,1342487.0,234
2023,0,55893,Sam Stevens,159.4,1331548.0,232
2023,0,33408,Tyson Alexander,159.5,1246284.0,217
2023,0,51349,Nico Echavarria,159.6,959294.0,167
2023,0,47988,Nick Hardy,159.6,1499326.0,261
2023,0,49947,Taylor Moore,159.6,1252698.0,218
2023,0,40006,Erik van Rooyen,159.6,1028688.0,179
2023,0,52375,Doug Ghim,159.7,1040410.0,181
2023,0,34431,Robert Streb,159.7,1052367.0,183
2023,0,27214,Kevin Streelman,159.8,1357904.0,236
2023,0,47128,Richy Werenski,159.9,1289099.0,224
2023,0,22371,Aaron Baddeley,160.0,777422.0,135
2023,0,22405,Justin Rose,160.0,823641.0,143
2023,0,48867,Matti Schmid,160.0,904218.0,157
2023,0,51491,Brandon Matthews,160.1,927909.0,161
2023,0,29535,Brice Garnett,160.2,870983.0,151
2023,0,27644,Brian Harman,160.2,911455.0,158
2023,0,12716,Charley Hoffman,160.2,916957.0,159
2023,0,30926,Chris Kirk,160.2,1049791.0,182
2023,0,55454,Carl Yuan,160.2,1228198.0,213
2023,0,35461,Beau Hossler,160.3,1264151.0,219
2023,0,46601,Trey Mullinax,160.5,1213213.0,210
2023,0,39977,Max Homa,160.6,965601.0,167
2023,0,50188,S.H. Kim,160.6,1457154.0,252
2023,0,29908,C.T. Pan,160.8,561465.0,97
2023,0,50095,Austin Smotherman,160.8,1378012.0,238
2023,0,39997,Corey Conners,160.9,1036639.0,179
2023,0,32816,Satoshi Kodaira,160.9,695302.0,120
2023,0,29289,S.Y. Noh,160.9,787763.0,136
2023,0,51997,Andrew Novak,160.9,938499.0,162
2023,0,39324,J.J. Spaun,160.9,1094875.0,189
2023,0,29221,Webb Simpson,161.0,933435.0,161
2023,0,49453,Trevor Cone,161.1,1107627.0,191
2023,0,39954,Cody Gribble,161.2,783408.0,135
2023,0,27554,Scott Harrington,161.2,1067595.0,184
2023,0,45157,Cam Davis,161.3,1242850.0,214
2023,0,39971,Sungjae Im,161.3,1166933.0,201
2023,0,47995,Davis Riley,161.3,1410750.0,243
2023,0,32757,Patton Kizzire,161.4,1347752.0,232
2023,0,30927,Brendon Todd,161.5,1145274.0,197
2023,0,47591,Eric Cole,161.6,1530044.0,263
2023,0,25818,Scott Piercy,161.6,1268417.0,218
2023,0,28237,Rory McIlroy,161.7,780192.0,134
2023,0,32448,James Hahn,161.8,1135895.0,195
2023,0,56630,Akshay Bhatia,161.9,932493.0,160
2023,0,54591,Ben Griffin,161.9,1335018.0,229
2023,0,35532,Tom Hoge,161.9,1276763.0,219
2023,0,27936,Martin Laird,162.0,1102086.0,189
2023,0,32333,Kevin Tway,162.0,1329806.0,228
2023,0,32139,Danny Willett,162.0,898211.0,154
2023,0,27129,Luke List,162.1,1371406.0,235
2023,0,37275,Sam Ryder,162.1,1307196.0,224
2023,0,53165,Doc Redman,162.2,1220378.0,209
2023,0,25493,Nick Taylor,162.2,1179534.0,202
2023,0,25686,Jason Dufner,162.4,1186927.0,203
2023,0,54628,Lee Hodges,162.4,1379470.0,236
2023,0,46717,Viktor Hovland,162.5,977163.0,167
2023,0,46442,Maverick McNealy,162.5,777961.0,133
2023,0,22056,Cameron Percy,162.5,602434.0,103
2023,0,28775,Nate Lashley,162.7,1212543.0,207
2023,0,52374,Brandon Wu,162.7,1417727.0,242
2023,0,55789,Taylor Montgomery,162.8,1441438.0,246
2023,0,40162,Justin Lower,163.0,1296744.0,221
2023,0,35449,Adam Long,163.1,1426924.0,243
2023,0,40098,Matt Fitzpatrick,163.2,857998.0,146
2023,0,31557,Jim Herman,163.2,1187031.0,202
2023,0,33410,Andrew Landry,163.2,1063289.0,181
2023,0,51634,Sahith Theegala,163.2,1392668.0,237
2023,0,29725,Tony Finau,163.3,1017299.0,173
2023,0,51766,Wyndham Clark,163.4,1240870.0,211
2023,0,55182,Tom Kim,163.4,1052893.0,179
2023,0,27095,Nick Watney,163.5,1194880.0,203
2023,0,52372,Cameron Champ,163.6,1066264.0,181
2023,0,26476,Chez Reavie,163.7,1337671.0,227
2023,0,47079,Harrison Endycott,163.8,1196769.0,203
2023,0,35879,Kelly Kraft,163.8,1214751.0,206
2023,0,34610,Matthias Schwab,163.8,1462340.0,248
2023,0,40058,Zac Blair,163.9,1074156.0,182
2023,0,55708,Hayden Buckley,163.9,1085975.0,184
2023,0,33399,Adam Hadwin,163.9,1132951.0,192
2023,0,36801,Mark Hubbard,163.9,1362724.0,231
2023,0,50493,Justin Suh,164.2,1631627.0,276
2023,0,19803,Ryan Armour,164.4,1142284.0,193
2023,0,24925,Jonathan Byrd,164.6,568912.0,96
2023,0,54783,Dylan Wu,164.6,1280172.0,216
2023,0,31577,Tano Goya,164.7,1025634.0,173
2023,0,37455,Si Woo Kim,164.7,1262638.0,213
2023,0,36871,Matt NeSmith,164.9,1383553.0,233
2023,0,49771,J.T. Poston,165.0,1247577.0,210
2023,0,33448,Justin Thomas,165.0,1116842.0,188
2023,0,45522,Christiaan Bezuidenhout,165.1,1177102.0,198
2023,0,52513,Carson Young,165.1,1206712.0,203
2023,0,34076,Joel Dahmen,165.2,1325989.0,223
2023,0,45609,Tyler Duncan,165.2,1290253.0,217
2023,0,32102,Rickie Fowler,165.2,1219492.0,205
2023,0,51414,Brent Grant,165.2,1183451.0,199
2023,0,35310,Lanto Griffin,165.2,790754.0,133
2023,0,35901,Paul Haley II,165.3,1404471.0,236
2023,0,50525,Collin Morikawa,165.3,910733.0,153
2023,0,34363,Tyrrell Hatton,165.4,887042.0,149
2023,0,32366,Kevin Chappell,165.7,632164.0,106
2023,0,31646,Emiliano Grillo,165.7,1461572.0,245
2023,0,34563,Chesson Hadley,165.9,1140582.0,191
2023,0,33413,Ben Martin,165.9,1367419.0,229
2023,0,24140,Sean O'Hair,166.0,514038.0,86
2023,0,46441,Robby Shelton,166.0,1374392.0,230
2023,0,33204,Shane Lowry,166.2,951396.0,159
2023,0,48117,Kurt Kitayama,166.4,1006547.0,168
2023,0,31202,William McGirt,166.4,569184.0,95
2023,0,23320,Ryan Palmer,166.4,1131875.0,189
2023,0,27963,Chris Stroud,166.4,605153.0,101
2023,0,25900,Lucas Glover,166.7,1092289.0,182
2023,0,27349,Alex Noren,166.7,1080234.0,180
2023,0,57362,Austin Eckroat,166.8,1098959.0,183
2023,0,31560,Brian Stuard,166.8,912858.0,152
2023,0,32791,K.H. Lee,166.9,1213426.0,202
2023,0,48887,Matt Wallace,166.9,1195673.0,199
2023,0,34099,Harris English,167.1,1251057.0,208
2023,0,24024,Zach Johnson,167.1,914596.0,152
2023,0,34046,Jordan Spieth,167.1,974296.0,162
2023,0,34256,Andrew Putnam,167.2,1215725.0,202
2023,0,40115,Adam Svensson,167.2,1426649.0,237
2023,0,47993,Denny McCarthy,167.7,1219463.0,202
2023,0,23108,Matt Kuchar,168.0,1070349.0,177
2023,0,33122,Russell Knox,168.1,1216554.0,201
2023,0,49960,Sepp Straka,168.3,1272183.0,210
2023,0,56762,Will Gordon,168.4,1637238.0,270
2023,0,36326,David Lipsky,168.5,1516655.0,250
2023,0,28252,Seamus Power,168.5,1031437.0,170
2023,0,26596,Ryan Moore,168.9,900110.0,148
2023,0,30163,Henrik Norlander,169.0,1094913.0,180
2023,0,35450,Patrick Cantlay,169.4,804970.0,132
2023,0,24502,Adam Scott,169.4,829341.0,136
2023,0,46435,Austin Cook,169.6,952607.0,156
2023,0,32839,Hideki Matsuyama,169.7,1001874.0,164
2023,0,46970,Jon Rahm,169.7,928668.0,152
2023,0,30911,Tommy Fleetwood,170.3,932052.0,152
2023,0,46414,Aaron Rai,170.3,1367434.0,223
2023,0,59018,Ryan Gerard,170.7,995766.0,162
2023,0,31323,Gary Woodland,171.2,1405173.0,228
2023,0,46046,Scottie Scheffler,171.4,839386.0,136
2023,0,34098,Russell Henley,171.6,1074698.0,174
2023,0,29420,Billy Horschel,172.3,967824.0,156
2023,0,48081,Xander Schauffele,172.3,930301.0,150
2023,0,34409,David Lingmerth,173.4,1167071.0,187
2022,0,48117,Kurt Kitayama,149.4,688524.0,128
2022,0,31420,Anirban Lahiri,152.0,891671.0,163
2022,0,32366,Kevin Chappell,152.7,780831.0,142
2022,0,35617,Martin Trainer,152.8,1056345.0,192
2022,0,32139,Danny Willett,153.2,606589.0,110
2022,0,12716,Charley Hoffman,153.6,962087.0,174
2022,0,55708,Hayden Buckley,154.1,1098613.0,198
2022,0,40250,Taylor Pendrith,154.6,846211.0,152
2022,0,46550,Brandon Hagy,154.9,1232380.0,221
2022,0,56278,Matthew Wolff,155.2,681721.0,122
2022,0,47504,Sam Burns,155.7,891506.0,159
2022,0,47988,Nick Hardy,155.8,712489.0,127
2022,0,20229,Stewart Cink,156.0,1050323.0,187
2022,0,32102,Rickie Fowler,156.2,950451.0,169
2022,0,29970,Dylan Frittelli,156.7,1207161.0,214
2022,0,32791,K.H. Lee,156.9,1293336.0,229
2022,0,32333,Kevin Tway,156.9,1163489.0,206
2022,0,33204,Shane Lowry,157.3,589019.0,104
2022,0,28114,Dawie van der Walt,157.3,962500.0,170
2022,0,47529,Mito Pereira,157.5,992060.0,175
2022,0,48699,Callum Tarren,157.5,901793.0,159
2022,0,32150,Michael Thompson,157.8,1113285.0,196
2022,0,29221,Webb Simpson,158.0,847558.0,149
2022,0,34255,Joseph Bramlett,158.1,1143737.0,201
2022,0,46601,Trey Mullinax,158.1,1075889.0,189
2022,0,37275,Sam Ryder,158.1,1285999.0,226
2022,0,57366,Cameron Young,158.2,1019724.0,179
2022,0,46402,Talor Gooch,158.4,746893.0,131
2022,0,33597,Harry Higgs,158.4,1078072.0,189
2022,0,33490,Bo Hoag,158.4,684424.0,120
2022,0,27214,Kevin Streelman,158.4,1049215.0,184
2022,0,24980,Scott Gutschewski,158.6,616495.0,108
2022,0,27644,Brian Harman,158.8,977395.0,171
2022,0,54628,Lee Hodges,158.8,1235138.0,216
2022,0,27139,David Skinns,158.9,949709.0,166
2022,0,29518,Brendan Steele,158.9,955141.0,167
2022,0,47483,Will Zalatoris,158.9,772114.0,135
2022,0,33399,Adam Hadwin,159.0,1099125.0,192
2022,0,51766,Wyndham Clark,159.1,1139835.0,199
2022,0,34466,Peter Malnati,159.1,1397905.0,244
2022,0,35450,Patrick Cantlay,159.3,682261.0,119
2022,0,39997,Corey Conners,159.3,906182.0,158
2022,0,30911,Tommy Fleetwood,159.3,585084.0,102
2022,0,47856,Seth Reeves,159.4,883606.0,154
2022,0,37189,Harold Varner III,159.4,791956.0,138
2022,0,46442,Maverick McNealy,159.5,1217023.0,212
2022,0,25198,Francesco Molinari,159.5,717666.0,125
2022,0,49960,Sepp Straka,159.5,1142671.0,199
2022,0,30692,Scott Stallings,159.6,1315633.0,229
2022,0,49964,Aaron Wise,159.6,1034452.0,180
2022,0,19803,Ryan Armour,159.8,488932.0,85
2022,0,30944,Jason Kokrak,160.0,765979.0,133
2022,0,22405,Justin Rose,160.0,633581.0,110
2022,0,50095,Austin Smotherman,160.0,990846.0,172
2022,0,47995,Davis Riley,160.1,1308564.0,227
2022,0,52372,Cameron Champ,160.2,795781.0,138
2022,0,35461,Beau Hossler,160.2,1014719.0,176
2022,0,36852,Jim Knous,160.2,559536.0,97
2022,0,34610,Matthias Schwab,160.2,876851.0,152
2022,0,50525,Collin Morikawa,160.3,623388.0,108
2022,0,31646,Emiliano Grillo,160.4,1005057.0,174
2022,0,10381,Curtis Thompson,160.4,819921.0,142
2022,0,27895,Jonas Blixt,160.5,849342.0,147
2022,0,48887,Matt Wallace,160.5,838013.0,145
2022,0,46435,Austin Cook,160.7,803973.0,139
2022,0,32662,Michael Gligic,160.7,908440.0,157
2022,0,39977,Max Homa,160.9,1019463.0,176
2022,0,29478,Kevin Kisner,161.0,782552.0,135
2022,0,29289,S.Y. Noh,161.0,793830.0,137
2022,0,34174,John Huh,161.1,985822.0,170
2022,0,24024,Zach Johnson,161.1,945095.0,163
2022,0,51997,Andrew Novak,161.3,894028.0,154
2022,0,46046,Scottie Scheffler,161.3,859634.0,148
2022,0,27649,Brandt Snedeker,161.4,865849.0,149
2022,0,33419,Cameron Tringale,161.4,1121407.0,193
2022,0,31557,Jim Herman,161.5,784960.0,135
2022,0,49771,J.T. Poston,161.5,1081507.0,186
2022,0,25493,Nick Taylor,161.5,1226489.0,211
2022,0,39324,J.J. Spaun,161.7,1193587.0,205
2022,0,40098,Matt Fitzpatrick,161.8,582538.0,100
2022,0,49298,Kramer Hickok,161.8,1293015.0,222
2022,0,31323,Gary Woodland,161.8,838861.0,144
2022,0,32448,James Hahn,161.9,909031.0,156
2022,0,27974,Sung Kang,161.9,1112982.0,191
2022,0,34264,Hudson Swafford,161.9,897458.0,154
2022,0,32757,Patton Kizzire,162.1,1389201.0,238
2022,0,47993,Denny McCarthy,162.1,1283550.0,220
2022,0,24924,Bill Haas,162.2,1080402.0,185
2022,0,37455,Si Woo Kim,162.3,1244274.0,213
2022,0,45486,Joaquin Niemann,162.3,812064.0,139
2022,0,21961,Charles Howell III,162.4,730674.0,125
2022,0,27129,Luke List,162.4,1081530.0,185
2022,0,49947,Taylor Moore,162.4,1245260.0,213
2022,0,36699,Patrick Rodgers,162.4,1052421.0,180
2022,0,29535,Brice Garnett,162.6,954338.0,163
2022,0,23621,Rory Sabbatini,162.6,860479.0,147
2022,0,34046,Jordan Spieth,162.6,919151.0,157
2022,0,37212,Paul Barjon,162.8,1189887.0,203
2022,0,25686,Jason Dufner,162.8,785301.0,134
2022,0,26851,Marc Leishman,162.8,908267.0,155
2022,0,48822,Sebastián Muñoz,162.8,1137049.0,194
2022,0,23320,Ryan Palmer,162.9,786004.0,134
2022,0,34363,Tyrrell Hatton,163.0,856891.0,146
2022,0,39058,Lucas Herbert,163.0,686684.0,117
2022,0,46717,Viktor Hovland,163.0,903920.0,154
2022,0,45157,Cam Davis,163.1,1162624.0,198
2022,0,47347,Adam Schenk,163.1,1397365.0,238
2022,0,24502,Adam Scott,163.1,922091.0,157
2022,0,33448,Justin Thomas,163.1,739803.0,126
2022,0,45609,Tyler Duncan,163.2,939949.0,160
2022,0,54421,Garrick Higgo,163.2,799135.0,136
2022,0,30978,Kiradech Aphibarnrat,163.3,576233.0,98
2022,0,28237,Rory McIlroy,163.3,734965.0,125
2022,0,51634,Sahith Theegala,163.3,1440536.0,245
2022,0,33141,Keegan Bradley,163.4,1017500.0,173
2022,0,35506,Mackenzie Hughes,163.4,1082168.0,184
2022,0,23983,Luke Donald,163.5,877119.0,149
2022,0,36326,David Lipsky,163.5,1194719.0,203
