YEAR,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
2024,0,1736,Roger Maltbie,17,0
2024,0,12680,Shigeki Maruyama,17,0
2024,0,55789,Taylor Montgomery,17,7
2024,0,1887,Mark O'Meara,17,0
2024,0,26476,Chez Reavie,17,9
2024,0,6567,Vijay Singh,17,0
2024,0,35891,Cameron Smith,17,4
2024,0,55893,Sam Stevens,17,17
2024,0,2214,Kirk Triplett,17,0
2024,0,37189,Harold Varner III,17,0
2024,0,27770,Camilo Villegas,17,3
2024,0,8793,Tiger Woods,17,0
2024,0,27958,Ryan Blaum,16,0
2024,0,51349,Nico Echavarria,16,16
2024,0,29725,Tony Finau,16,10
2024,0,1444,Ken Green,16,0
2024,0,51977,Max Greyserman,16,16
2024,0,35532,Tom Hoge,16,16
2024,0,39977,Max Homa,16,9
2024,0,1577,Lee Janzen,16,0
2024,0,23108,Matt Kuchar,16,13
2024,0,32791,K.H. Lee,16,7
2024,0,27129,Luke List,16,9
2024,0,27120,Troy Matteson,16,0
2024,0,1771,Blaine McCallister,16,0
2024,0,28237,Rory McIlroy,16,8
2024,0,1926,Steve Pate,16,0
2024,0,1928,Corey Pavin,16,0
2024,0,1945,Kenny Perry,16,0
2024,0,25240,D.A. Points,16,0
2024,0,28252,Seamus Power,16,8
2024,0,20127,Chris Riley,16,0
2024,0,36699,Patrick Rodgers,16,7
2024,0,31560,Brian Stuard,16,2
2024,0,25632,Jimmy Walker,16,3
2024,0,10423,Mike Weir,16,1
2024,0,6004,Stephen Ames,15,0
2024,0,21753,Brian Davis,15,0
2024,0,45157,Cam Davis,15,7
2024,0,12823,Carlos Franco,15,0
2024,0,10809,Jim Furyk,15,0
2024,0,56762,Will Gordon,15,7
2024,0,51414,Brent Grant,15,0
2024,0,34563,Chesson Hadley,15,8
2024,0,1527,Scott Hoch,15,0
2024,0,12716,Charley Hoffman,15,6
2024,0,36801,Mark Hubbard,15,7
2024,0,29478,Kevin Kisner,15,4
2024,0,1633,Tom Kite,15,0
2024,0,26851,Marc Leishman,15,0
2024,0,1706,Davis Love III,15,0
2024,0,1723,Andrew Magee,15,0
2024,0,25572,Graeme McDowell,15,0
2024,0,45486,Joaquin Niemann,15,3
2024,0,49771,J.T. Poston,15,11
2024,0,46970,Jon Rahm,15,1
2024,0,34360,Patrick Reed,15,2
2024,0,48081,Xander Schauffele,15,10
2024,0,2099,Scott Simpson,15,0
2024,0,2106,Chris Smith,15,0
2024,0,2133,Craig Stadler,15,0
2024,0,33418,Shawn Stefani,15,0
2024,0,27214,Kevin Streelman,15,5
2024,0,2223,Bob Tway,15,0
2024,0,26951,Johnson Wagner,15,0
2024,0,47483,Will Zalatoris,15,10
2024,0,10885,Robert Allenby,14,0
2024,0,19803,Ryan Armour,14,3
2024,0,7867,Woody Austin,14,0
2024,0,7223,Brian Bateman,14,0
2024,0,12510,Chad Campbell,14,0
2024,0,32366,Kevin Chappell,14,5
2024,0,51766,Wyndham Clark,14,8
2024,0,1203,Russ Cochran,14,0
2024,0,6034,Marco Dawson,14,0
2024,0,7457,Steve Flesch,14,0
2024,0,32102,Rickie Fowler,14,12
2024,0,12645,Brent Geiberger,14,0
2024,0,27644,Brian Harman,14,8
2024,0,35461,Beau Hossler,14,14
2024,0,35506,Mackenzie Hughes,14,7
2024,0,1553,John Huston,14,0
2024,0,39971,Sungjae Im,14,12
2024,0,21731,Freddie Jacobson,14,0
2024,0,30925,Dustin Johnson,14,1
2024,0,24024,Zach Johnson,14,7
2024,0,10733,Kent Jones,14,0
2024,0,39975,Michael Kim,14,10
2024,0,29926,Danny Lee,14,0
2024,0,10860,Justin Leonard,14,0
2024,0,11032,Frank Lickliter II,14,0
2024,0,20634,Peter Lonard,14,0
2024,0,1724,Jeff Maggert,14,0
2024,0,1797,Rocco Mediate,14,0
2024,0,27349,Alex Noren,14,11
2024,0,21949,Joe Ogilvie,14,0
2024,0,23320,Ryan Palmer,14,4
2024,0,40250,Taylor Pendrith,14,6
2024,0,2010,Loren Roberts,14,0
2024,0,33486,Roger Sloan,14,6
2024,0,39324,J.J. Spaun,14,14
2024,0,51634,Sahith Theegala,14,7
2024,0,30927,Brendon Todd,14,6
2024,0,23623,Bo Van Pelt,14,0
2024,0,2245,Grant Waite,14,0
2024,0,51894,Vince Whaley,14,10
2024,0,21878,Mark Wilson,14,0
2024,0,33948,Byeong Hun An,13,13
2024,0,45526,Abraham Ancer,13,1
2024,0,1024,Billy Andrade,13,0
2024,0,1042,Paul Azinger,13,0
2024,0,20498,Briny Baird,13,0
2024,0,12652,Cameron Beckman,13,0
2024,0,24507,Jason Bohn,13,0
2024,0,1143,Brad Bryant,13,0
2024,0,1162,Rex Caldwell,13,0
2024,0,25364,Paul Casey,13,0
2024,0,34021,Bud Cauley,13,6
2024,0,1219,John Cook,13,0
2024,0,22621,Ben Curtis,13,0
2024,0,28089,Jason Day,13,8
2024,0,1261,Jay Delsing,13,0
2024,0,33653,Thomas Detry,13,7
2024,0,25686,Jason Dufner,13,2
2024,0,9011,David Duval,13,0
2024,0,1313,Steve Elkington,13,0
2024,0,30191,Julián Etulain,13,0
2024,0,1331,Rick Fehr,13,0
2024,0,54576,Patrick Fishburn,13,13
2024,0,1361,Dan Forsman,13,0
2024,0,21805,Harrison Frazar,13,0
2024,0,1378,David Frost,13,0
2024,0,1381,Fred Funk,13,0
2024,0,1390,Buddy Gardner,13,0
2024,0,29535,Brice Garnett,13,5
2024,0,19846,Brian Gay,13,0
2024,0,31557,Jim Herman,13,6
2024,0,12782,Tim Herron,13,0
2024,0,27141,J.B. Holmes,13,2
2024,0,34174,John Huh,13,0
2024,0,1569,Peter Jacobsen,13,0
2024,0,32757,Patton Kizzire,13,11
2024,0,6332,Neal Lancaster,13,0
2024,0,1666,Bernhard Langer,13,0
2024,0,1677,Tom Lehman,13,0
2024,0,37278,Nicholas Lindheim,13,6
2024,0,40162,Justin Lower,13,11
2024,0,1783,Mark McCumber,13,0
2024,0,1810,Phil Mickelson,13,0
2024,0,23800,Bryce Molder,13,0
2024,0,25198,Francesco Molinari,13,5
2024,0,48822,Sebastián Muñoz,13,0
2024,0,30163,Henrik Norlander,13,10
2024,0,26329,Louis Oosthuizen,13,0
2024,0,33667,Carlos Ortiz,13,0
2024,0,1938,David Peoples,13,0
2024,0,22056,Cameron Percy,13,0
2024,0,47529,Mito Pereira,13,0
2024,0,25818,Scott Piercy,13,9
2024,0,21959,Ted Purdy,13,0
2024,0,1996,Mike Reid,13,0
2024,0,2033,Dave Rummells,13,0
2024,0,47347,Adam Schenk,13,9
2024,0,48867,Matti Schmid,13,13
2024,0,2090,Tom Sieckmann,13,0
2024,0,2094,Tony Sills,13,0
2024,0,50095,Austin Smotherman,13,11
2024,0,27649,Brandt Snedeker,13,5
2024,0,2159,Curtis Strange,13,0
2024,0,34431,Robert Streb,13,4
2024,0,2167,Mike Sullivan,13,0
2024,0,40115,Adam Svensson,13,12
2024,0,2206,David Toms,13,0
2024,0,33419,Cameron Tringale,13,0
2024,0,2246,Duffy Waldorf,13,0
2024,0,25804,Bubba Watson,13,0
2024,0,25349,Tim Wilkinson,13,2
2024,0,52374,Brandon Wu,13,5
2024,0,22371,Aaron Baddeley,12,6
2024,0,24846,Ricky Barnes,12,3
2024,0,1060,Dave Barr,12,0
2024,0,34255,Joseph Bramlett,12,7
2024,0,8123,Jeff Brehaut,12,0
2024,0,1132,Mark Brooks,12,0
2024,0,1161,Mark Calcavecchia,12,0
2024,0,20593,Greg Chalmers,12,0
2024,0,20229,Stewart Cink,12,6
2024,0,1305,Danny Edwards,12,0
2024,0,1306,David Edwards,12,0
2024,0,1307,Joel Edwards,12,0
2024,0,1329,Brad Faxon,12,0
2024,0,1388,Robert Gamez,12,0
2024,0,21209,Sergio Garcia,12,1
2024,0,25900,Lucas Glover,12,12
2024,0,46402,Talor Gooch,12,3
2024,0,6643,Paul Goydos,12,0
2024,0,23718,Nathan Green,12,0
2024,0,35310,Lanto Griffin,12,7
2024,0,1457,Jay Haas,12,0
2024,0,34363,Tyrrell Hatton,12,4
2024,0,8337,Mike Heinen,12,0
2024,0,29420,Billy Horschel,12,5
2024,0,36799,Stephan Jaeger,12,9
2024,0,26420,Richard Johnson,12,0
2024,0,20094,Jonathan Kaye,12,0
2024,0,1619,Skip Kendall,12,0
2024,0,34587,Chan Kim,12,12
2024,0,37455,Si Woo Kim,12,8
2024,0,1641,Gary Koch,12,0
2024,0,30944,Jason Kokrak,12,0
2024,0,6012,Greg Kraft,12,0
2024,0,35449,Adam Long,12,3
2024,0,23548,Bill Lunde,12,0
2024,0,6090,Jim McGovern,12,0
2024,0,46442,Maverick McNealy,12,12
2024,0,59143,Mac Meissner,12,12
2024,0,39546,Keith Mitchell,12,12
2024,0,1823,Larry Mize,12,0
2024,0,1837,Gil Morgan,12,0
2024,0,25396,Kevin Na,12,0
2024,0,10457,Frank Nobilo,12,0
2024,0,24140,Sean O'Hair,12,3
2024,0,6373,José María Olazábal,12,0
2024,0,28475,Jeff Overton,12,1
2024,0,1960,Don Pooley,12,0
2024,0,46414,Aaron Rai,12,10
2024,0,22405,Justin Rose,12,4
2024,0,2049,Gene Sauers,12,0
2024,0,20645,John Senden,12,0
2024,0,51890,Greyson Sigg,12,12
2024,0,26679,Kevin Stadler,12,0
2024,0,30692,Scott Stallings,12,3
2024,0,8375,Paul Stankowski,12,0
2024,0,6595,Kevin Sutherland,12,0
2024,0,2170,Hal Sutton,12,0
2024,0,33448,Justin Thomas,12,11
2024,0,23788,D.J. Trahan,12,2
2024,0,27064,Jhonattan Vegas,12,11
2024,0,10425,Jay Williamson,12,0
2024,0,2294,Willie Wood,12,0
2024,0,54783,Dylan Wu,12,12
2024,0,2321,Fuzzy Zoeller,12,0
2024,0,52955,Ludvig Åberg,11,6
2024,0,19824,Craig Barlow,11,0
2024,0,1072,Chip Beck,11,0
2024,0,25274,Steven Bowditch,11,0
2024,0,1139,Olin Browne,11,0
2024,0,55708,Hayden Buckley,11,6
2024,0,6809,Bob Burns,11,0
2024,0,1150,George Burns,11,0
2024,0,1157,Tom Byrum,11,0
2024,0,32070,Rafael Campos,11,8
2024,0,1175,Jim Carter,11,0
2024,0,1185,Brandel Chamblee,11,0
2024,0,24357,K.J. Choi,11,0
2024,0,12388,Michael Clark II,11,0
2024,0,47591,Eric Cole,11,10
2024,0,39997,Corey Conners,11,7
2024,0,1249,John Daly,11,0
2024,0,57362,Austin Eckroat,11,8
2024,0,28307,Matt Every,11,0
2024,0,1323,Brad Fabel,11,0
2024,0,1334,Keith Fergus,11,0
2024,0,1355,Raymond Floyd,11,0
2024,0,24358,Robert Garrigus,11,0
2024,0,22892,Jason Gore,11,0
2024,0,54591,Ben Griffin,11,11
2024,0,33399,Adam Hadwin,11,8
2024,0,32448,James Hahn,11,7
2024,0,1473,Todd Hamilton,11,0
2024,0,35421,Brandon Harkins,11,0
2024,0,8537,J.P. Hayes,11,0
2024,0,34098,Russell Henley,11,8
2024,0,23353,J.J. Henry,11,0
2024,0,49298,Kramer Hickok,11,0
2024,0,51287,Ryo Hisatsune,11,11
2024,0,55182,Tom Kim,11,7
2024,0,36689,Brooks Koepka,11,2
2024,0,49766,Hank Lebioda,11,0
2024,0,10565,Ian Leggatt,11,0
2024,0,29461,Jamie Lovemark,11,0
2024,0,1725,John Mahaffey,11,0
2024,0,33413,Ben Martin,11,7
2024,0,1766,Billy Mayfair,11,0
2024,0,24490,George McNeill,11,1
2024,0,6515,Shaun Micheel,11,0
2024,0,49947,Taylor Moore,11,10
2024,0,50525,Collin Morikawa,11,8
2024,0,46601,Trey Mullinax,11,7
2024,0,34213,Grayson Murray,11,6
2024,0,36871,Matt NeSmith,11,9
2024,0,51070,Vincent Norrman,11,3
2024,0,22046,Geoff Ogilvy,11,1
2024,0,1891,David Ogrin,11,0
2024,0,20572,Rod Pampling,11,0
2024,0,48153,Matthieu Pavon,11,10
2024,0,25345,Carl Pettersson,11,0
2024,0,1968,Nick Price,11,0
2024,0,10213,Dicky Pride,11,0
2024,0,1975,Tom Purtzer,11,0
2024,0,34256,Andrew Putnam,11,8
2024,0,53165,Doc Redman,11,0
2024,0,2023,Clarence Rose,11,0
2024,0,37275,Sam Ryder,11,9
2024,0,23621,Rory Sabbatini,11,1
2024,0,29223,Sam Saunders,11,0
2024,0,7013,Wes Short Jr.,11,0
2024,0,2100,Tim Simpson,11,0
2024,0,46340,Alex Smalley,11,11
2024,0,29518,Brendan Steele,11,0
2024,0,6527,Steve Stricker,11,0
2024,0,27963,Chris Stroud,11,3
2024,0,50493,Justin Suh,11,6
2024,0,25493,Nick Taylor,11,9
2024,0,2201,Jim Thorpe,11,0
2024,0,27095,Nick Watney,11,3
2024,0,26289,Boo Weekley,11,0
2024,0,49964,Aaron Wise,11,1
2024,0,57366,Cameron Young,11,6
2024,0,2322,Richard Zokol,11,0
2024,0,6197,Michael Allen,10,0
2024,0,21407,Arjun Atwal,10,0
2024,0,1096,Phil Blackmar,10,0
2024,0,40058,Zac Blair,10,10
2024,0,33141,Keegan Bradley,10,8
2024,0,32367,Jorge Campillo,10,10
2024,0,7569,Mark Carnevale,10,0
2024,0,20472,Alex Cejka,10,0
2024,0,52372,Cameron Champ,10,7
2024,0,1201,Lennie Clements,10,0
2024,0,25720,Chad Collins,10,0
2024,0,34076,Joel Dahmen,10,6
2024,0,1282,Trevor Dodds,10,0
2024,0,20104,Ken Duke,10,0
2024,0,50497,Adrien Dumont de Chassart,10,10
2024,0,6522,Ernie Els,10,0
2024,0,40098,Matt Fitzpatrick,10,6
2024,0,1414,Bob Gilder,10,0
2024,0,1418,Bill Glasson,10,0
2024,0,28679,Fabián Gómez,10,0
2024,0,23338,David Gossett,10,0
2024,0,59095,Chris Gotterup,10,10
2024,0,29974,Branden Grace,10,0
2024,0,6044,Scott Gump,10,0
2024,0,57975,Harry Hall,10,10
2024,0,6575,Dudley Hart,10,0
2024,0,1510,Nolan Henke,10,0
2024,0,25444,Justin Hicks,10,1
2024,0,1549,Mike Hulbert,10,0
2024,0,26300,Matt Jones,10,0
2024,0,1599,Steve Jones,10,0
2024,0,46440,Smylie Kaufman,10,0
2024,0,37454,Whee Kim,10,0
2024,0,1639,Kenny Knox,10,0
2024,0,31420,Anirban Lahiri,10,0
2024,0,33410,Andrew Landry,10,1
2024,0,28775,Nate Lashley,10,6
2024,0,36326,David Lipsky,10,10
2024,0,50526,Tom Lovelady,10,0
2024,0,1707,Steve Lowery,10,0
2024,0,1715,Mark Lye,10,0
2024,0,1761,Len Mattiace,10,0
2024,0,47993,Denny McCarthy,10,8
2024,0,31202,William McGirt,10,5
2024,0,32640,Troy Merritt,10,6
2024,0,1864,Larry Nelson,10,0
2024,0,26301,James Nitties,10,0
2024,0,29289,S.Y. Noh,10,8
2024,0,1876,Greg Norman,10,0
2024,0,51997,Andrew Novak,10,10
2024,0,10912,Craig Perks,10,0
2024,0,1941,Tom Pernice Jr.,10,0
2024,0,1943,Chris Perry,10,0
2024,0,7749,Brett Quigley,10,0
2024,0,47983,Chad Ramey,10,10
2024,0,24502,Adam Scott,10,8
2024,0,22293,Heath Slocum,10,0
2024,0,2118,J.C. Snead,10,0
2024,0,50484,Hayden Springer,10,10
2024,0,49960,Sepp Straka,10,4
2024,0,6581,David Sutherland,10,0
2024,0,48699,Callum Tarren,10,4
2024,0,12663,Phil Tataurangi,10,0
2024,0,48119,Ben Taylor,10,10
2024,0,27330,Josh Teater,10,4
2024,0,2190,Doug Tewell,10,0
2024,0,58168,Davis Thompson,10,10
2024,0,28780,Nicholas Thompson,10,0
2024,0,2225,Howard Twitty,10,0
2024,0,29484,Peter Uihlein,10,0
2024,0,2241,Bobby Wadkins,10,0
2024,0,2242,Lanny Wadkins,10,0
2024,0,2279,Mark Wiebe,10,0
2024,0,56278,Matthew Wolff,10,0
2024,0,45242,Kevin Yu,10,8
2024,0,1006,John Adams,9,0
2024,0,21633,Steve Allan,9,0
2024,0,30978,Kiradech Aphibarnrat,9,1
2024,0,1035,Tommy Armour III,9,0
2024,0,28259,Sangmoon Bae,9,7
2024,0,35545,Blayne Barber,9,0
2024,0,20029,Notah Begay III,9,0
2024,0,27895,Jonas Blixt,9,0
2024,0,6214,Guy Boros,9,0
2024,0,40009,Dominic Bozzelli,9,0
2024,0,28420,Ryan Brehm,9,6
2024,0,48084,Wesley Bryan,9,8
2024,0,29268,Bronson Burgoon,9,5
2024,0,20848,Ángel Cabrera,9,0
2024,0,59836,Pierceson Coody,9,9
2024,0,11123,Chris Couch,9,0
2024,0,19881,Robert Damron,9,0
2024,0,27436,Graham DeLaet,9,0
2024,0,45609,Tyler Duncan,9,6
2024,0,28500,Martin Flores,9,0
2024,0,1374,Robin Freeman,9,0
2024,0,1385,Jim Gallagher Jr.,9,0
2024,0,1408,Kelly Gibson,9,0
2024,0,32662,Michael Gligic,9,3
2024,0,10201,Matt Gogel,9,0
2024,0,39954,Cody Gribble,9,4
2024,0,31646,Emiliano Grillo,9,6
2024,0,1468,Gary Hallberg,9,0
2024,0,47988,Nick Hardy,9,7
2024,0,20766,Padraig Harrington,9,1
2024,0,1495,Morris Hatalsky,9,0
2024,0,10117,Bob Heintz,9,0
2024,0,6617,Brian Henninger,9,0
2024,0,54421,Garrick Higgo,9,9
2024,0,33597,Harry Higgs,9,5
2024,0,51696,Rico Hoey,9,9
2024,0,21350,Ryuji Imada,9,0
2024,0,22378,Trevor Immelman,9,0
2024,0,1559,Hale Irwin,9,0
2024,0,6573,Brandt Jobe,9,0
2024,0,27466,Spencer Levin,9,0
2024,0,1701,Bob Lohr,9,0
2024,0,1717,Sandy Lyle,9,0
2024,0,24912,Will MacKenzie,9,0
2024,0,24781,Hunter Mahan,9,0
2024,0,34466,Peter Malnati,9,5
2024,0,40042,Tyler McCumber,9,2
2024,0,8339,Spike McRoy,9,0
2024,0,20628,Arron Oberholser,9,0
2024,0,1927,Dennis Paulson,9,0
2024,0,24138,Ian Poulter,9,0
2024,0,29476,Kyle Reifers,9,1
2024,0,47995,Davis Riley,9,7
2024,0,22913,John Rollins,9,0
2024,0,2067,Ted Schulz,9,0
2024,0,26331,Charl Schwartzel,9,0
2024,0,22548,Patrick Sheehan,9,0
2024,0,2131,Mike Springer,9,0
2024,0,30110,Kyle Stanley,9,2
2024,0,29485,Brett Stegmaier,9,0
2024,0,2160,Ron Streck,9,0
2024,0,34264,Hudson Swafford,9,0
2024,0,32150,Michael Thompson,9,0
2024,0,57364,Michael Thorbjornsen,9,9
2024,0,32333,Kevin Tway,9,8
2024,0,8385,Omar Uresti,9,0
2024,0,2230,Stan Utley,9,0
2024,0,2256,Tom Watson,9,0
2024,0,23322,Brett Wetterich,9,0
2024,0,20160,Charlie Wi,9,0
2024,0,34265,Will Wilcox,9,0
2024,0,12602,Dean Wilson,9,0
2024,0,31323,Gary Woodland,9,9
2024,0,52513,Carson Young,9,9
2024,0,32254,Xinjun Zhang,9,0
2024,0,23778,Brad Adamonis,8,0
2024,0,1014,Fulton Allem,8,0
2024,0,1049,Ian Baker-Finch,8,0
2024,0,23614,Rich Beem,8,0
2024,0,20070,Matt Bettencourt,8,0
2024,0,1116,Michael Bradley,8,0
2024,0,1135,Ken Brown,8,0
2024,0,29479,Scott Brown,8,0
2024,0,1156,Curt Byrum,8,0
2024,0,26499,Rafa Cabrera Bello,8,2
2024,0,1192,T.C. Chen,8,0
2024,0,20850,Daniel Chopra,8,0
2024,0,1197,Bobby Clampett,8,0
2024,0,66743,Luke Clanton,8,8
2024,0,1200,Keith Clearwater,8,0
2024,0,24494,Erik Compton,8,2
2024,0,46435,Austin Cook,8,5
2024,0,1235,Ben Crenshaw,8,0
2024,0,1284,Mike Donald,8,0
2024,0,54655,Patrick Flavin,8,0
2024,0,30911,Tommy Fleetwood,8,8
2024,0,30750,Tommy Gainey,8,4
2024,0,29720,Andres Gonzales,8,0
2024,0,24980,Scott Gutschewski,8,3
2024,0,46550,Brandon Hagy,8,0
2024,0,26758,David Hearn,8,1
2024,0,39058,Lucas Herbert,8,3
2024,0,64594,Angel Hidalgo Portillo,8,4
2024,0,33490,Bo Hoag,8,0
2024,0,54628,Lee Hodges,8,8
2024,0,33461,Morgan Hoffmann,8,0
2024,0,19958,Miguel Angel Jiménez,8,0
2024,0,27974,Sung Kang,8,5
2024,0,50188,S.H. Kim,8,8
2024,0,48117,Kurt Kitayama,8,8
2024,0,30711,Colt Knost,8,0
2024,0,32816,Satoshi Kodaira,8,1
2024,0,35879,Kelly Kraft,8,5
2024,0,37378,Min Woo Lee,8,6
2024,0,1682,Wayne Levi,8,0
2024,0,34409,David Lingmerth,8,1
2024,0,1755,Dick Mast,8,0
2024,0,46113,Ryan McCormick,8,8
2024,0,24449,Parker McLachlin,8,0
2024,0,52330,Dylan Meyer,8,0
2024,0,1815,Johnny Miller,8,0
2024,0,1869,Jack Nicklaus,8,0
2024,0,29908,C.T. Pan,8,6
2024,0,47679,Victor Perez,8,8
2024,0,34358,Jonathan Randolph,8,0
2024,0,1998,Jack Renner,8,0
2024,0,23497,Tag Ridings,8,0
2024,0,2007,Larry Rinker,8,0
2024,0,25562,Andres Romero,8,0
2024,0,34371,Adrien Saddier,8,4
2024,0,46441,Robby Shelton,8,8
2024,0,6078,Esteban Toledo,8,0
2024,0,2213,Lee Trevino,8,0
2024,0,2218,Ted Tryba,8,0
2024,0,26668,Marc Turnesa,8,0
2024,0,35658,Kris Ventura,8,0
2024,0,2244,Fred Wadsworth,8,0
2024,0,2267,D.A. Weibring,8,0
2024,0,20396,Lee Westwood,8,0
2024,0,37340,Chase Wright,8,0
2024,0,49303,Anders Albertson,7,2
2024,0,20771,Steven Alker,7,0
2024,0,33120,Mark Anderson,7,0
2024,0,23048,Eric Axley,7,0
2024,0,37212,Paul Barjon,7,5
2024,0,32334,Charlie Beljan,7,0
2024,0,7363,Craig Bowden,7,0
2024,0,1133,Billy Ray Brown,7,0
2024,0,57259,Daniel Brown,7,3
2024,0,33974,Dean Burmester,7,4
2024,0,34314,Sebastian Cappelen,7,0
2024,0,19972,José Coceres,7,0
2024,0,28937,George Coetzee,7,0
2024,0,59442,Parker Coody,7,7
2024,0,10875,Todd Demsey,7,0
2024,0,1266,Clark Dennis,7,0
2024,0,35376,Roberto Díaz,7,0
2024,0,37338,Zecheng Dou,7,7
2024,0,1288,Ed Dougherty,7,0
2024,0,59866,Nick Dunlap,7,7
2024,0,1310,Dave Eichelberger,7,0
2024,0,47079,Harrison Endycott,7,6
2024,0,27896,Ross Fisher,7,0
2024,0,29970,Dylan Frittelli,7,2
2024,0,31577,Tano Goya,7,0
2024,0,1436,David Graham,7,0
2024,0,35539,Luke Guthrie,7,0
2024,0,60067,Joe Highsmith,7,7
2024,0,1522,Lon Hinkle,7,0
2024,0,21007,Gabriel Hjertstedt,7,0
2024,0,52453,Nicolai Højgaard,7,3
2024,0,20608,David Howell,7,0
2024,0,29222,Billy Hurley III,7,0
2024,0,1556,Joe Inman,7,0
2024,0,1557,John Inman,7,0
2024,0,30852,Ryo Ishikawa,7,3
2024,0,1571,Barry Jaeckel,7,0
2024,0,1604,Steve Jurgensen,7,0
2024,0,46404,Marcus Kinhult,7,3
2024,0,36884,Ben Kohles,7,6
2024,0,1648,Billy Kratzert,7,0
2024,0,58696,Peter Kuest,7,2
2024,0,27797,Derek Lamely,7,0
2024,0,35300,Andrew Loupe,7,0
2024,0,33204,Shane Lowry,7,7
2024,0,27613,David Lutterus,7,0
2024,0,52215,Robert MacIntyre,7,6
2024,0,8547,John Maginnes,7,0
2024,0,51950,Max McGreevy,7,5
2024,0,27933,John Merrick,7,0
2024,0,32344,Lukas Nemecz,7,3
2024,0,51635,Chris Nido,7,4
2024,0,1877,Tim Norris,7,0
2024,0,27942,Rob Oppenheim,7,0
2024,0,20095,Carl Paulson,7,0
2024,0,57900,Chandler Phillips,7,7
2024,0,33293,Thomas Pieters,7,0
2024,0,27556,Ted Potter Jr.,7,1
2024,0,1964,Greg Powers,7,0
2024,0,1984,Sam Randolph,7,0
2024,0,47856,Seth Reeves,7,0
2024,0,35732,Wes Roach,7,0
2024,0,2015,Chi Chi Rodriguez,7,0
2024,0,32058,José de Jesús Rodríguez,7,0
2024,0,2041,Bill Sander,7,0
2024,0,46501,Ollie Schniederjans,7,0
2024,0,39327,Ben Silverman,7,7
2024,0,27139,David Skinns,7,7
2024,0,2110,Jerry Smith,7,0
2024,0,51600,Jimmy Stanger,7,7
2024,0,33449,Zack Sucher,7,0
2024,0,35617,Martin Trainer,7,4
2024,0,2224,Greg Twiggs,7,0
2024,0,55573,John VanDerLaan,7,0
2024,0,48887,Matt Wallace,7,7
2024,0,48319,Tom Whitney,7,7
2024,0,29454,Bernd Wiesberger,7,0
2024,0,24663,Y.E. Yang,7,0
2024,0,55454,Carl Yuan,7,5
2024,0,24461,Thomas Aiken,6,2
2024,0,33408,Tyson Alexander,6,6
2024,0,1030,Isao Aoki,6,0
2024,0,10505,Shane Bertsch,6,0
2024,0,45522,Christiaan Bezuidenhout,6,6
2024,0,1095,Woody Blackburn,6,0
2024,0,26500,Alejandro Cañizares,6,0
2024,0,34306,John Chin,6,0
2024,0,19825,Darren Clarke,6,0
2024,0,1205,Jim Colbert,6,0
2024,0,23452,Nicolas Colsaerts,6,0
2024,0,49453,Trevor Cone,6,0
2024,0,1214,Frank Conner,6,0
2024,0,52514,Trace Crowe,6,6
2024,0,50762,Alejandro Del Rey,6,2
2024,0,1268,Jim Dent,6,0
2024,0,28339,Victor Dubuisson,6,0
2024,0,1363,John Fought,6,0
