YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
2024,0,47806,Raul Pereda,26.67,80,3
2024,0,59866,Nick Dunlap,26.85,349,13
2024,0,34098,Russell Henley,26.89,484,18
2024,0,39971,Sungjae Im,26.89,511,19
2024,0,30163,Henrik Norlander,27.07,379,14
2024,0,55454,Carl Yuan,27.13,217,8
2024,0,47993,Denny McCarthy,27.3,546,20
2024,0,47504,Sam Burns,27.35,465,17
2024,0,40250,Taylor Pendrith,27.5,440,16
2024,0,27330,Josh Teater,27.5,110,4
2024,0,51766,Wyndham Clark,27.57,386,14
2024,0,32757,Patton Kizzire,27.6,276,10
2024,0,36326,David Lipsky,27.6,276,10
2024,0,52374,Brandon Wu,27.64,387,14
2024,0,56630,Akshay Bhatia,27.67,498,18
2024,0,50525,Collin Morikawa,27.68,526,19
2024,0,51894,Vince Whaley,27.79,389,14
2024,0,55789,Taylor Montgomery,27.8,278,10
2024,0,45522,Christiaan Bezuidenhout,27.82,473,17
2024,0,22405,Justin Rose,27.83,334,12
2024,0,50188,S.H. Kim,27.86,613,22
2024,0,60004,Jacob Bridgeman,27.87,418,15
2024,0,47591,Eric Cole,27.91,614,22
2024,0,34374,Erik Barnes,28.0,196,7
2024,0,28089,Jason Day,28.0,448,16
2024,0,32640,Troy Merritt,28.0,308,11
2024,0,34099,Harris English,28.1,590,21
2024,0,48081,Xander Schauffele,28.1,562,20
2024,0,24502,Adam Scott,28.12,478,17
2024,0,33653,Thomas Detry,28.13,422,15
2024,0,51977,Max Greyserman,28.13,450,16
2024,0,46442,Maverick McNealy,28.14,591,21
2024,0,30926,Chris Kirk,28.18,479,17
2024,0,28252,Seamus Power,28.19,592,21
2024,0,49771,J.T. Poston,28.21,536,19
2024,0,28237,Rory McIlroy,28.24,480,17
2024,0,39327,Ben Silverman,28.24,480,17
2024,0,57362,Austin Eckroat,28.25,565,20
2024,0,35461,Beau Hossler,28.28,509,18
2024,0,29420,Billy Horschel,28.29,481,17
2024,0,36799,Stephan Jaeger,28.31,453,16
2024,0,52955,Ludvig Åberg,28.33,510,18
2024,0,52372,Cameron Champ,28.33,170,6
2024,0,29478,Kevin Kisner,28.33,170,6
2024,0,35450,Patrick Cantlay,28.38,454,16
2024,0,29535,Brice Garnett,28.38,227,8
2024,0,55708,Hayden Buckley,28.4,284,10
2024,0,60767,Blaine Hale Jr.,28.4,142,5
2024,0,35617,Martin Trainer,28.4,142,5
2024,0,57975,Harry Hall,28.41,483,17
2024,0,12716,Charley Hoffman,28.43,398,14
2024,0,37455,Si Woo Kim,28.43,597,21
2024,0,46046,Scottie Scheffler,28.44,512,18
2024,0,49960,Sepp Straka,28.44,455,16
2024,0,58168,Davis Thompson,28.45,569,20
2024,0,30911,Tommy Fleetwood,28.47,484,17
2024,0,33141,Keegan Bradley,28.5,513,18
2024,0,31646,Emiliano Grillo,28.5,570,20
2024,0,24024,Zach Johnson,28.5,228,8
2024,0,59143,Mac Meissner,28.5,399,14
2024,0,48119,Ben Taylor,28.5,171,6
2024,0,47347,Adam Schenk,28.53,485,17
2024,0,51634,Sahith Theegala,28.55,628,22
2024,0,40098,Matt Fitzpatrick,28.56,457,16
2024,0,39977,Max Homa,28.56,514,18
2024,0,27349,Alex Noren,28.56,457,16
2024,0,48699,Callum Tarren,28.56,257,9
2024,0,51890,Greyson Sigg,28.58,343,12
2024,0,32102,Rickie Fowler,28.59,486,17
2024,0,40162,Justin Lower,28.6,572,20
2024,0,48319,Tom Whitney,28.6,286,10
2024,0,46717,Viktor Hovland,28.62,372,13
2024,0,22371,Aaron Baddeley,28.64,401,14
2024,0,49947,Taylor Moore,28.64,630,22
2024,0,33204,Shane Lowry,28.65,487,17
2024,0,32839,Hideki Matsuyama,28.67,516,18
2024,0,51997,Andrew Novak,28.67,516,18
2024,0,27649,Brandt Snedeker,28.67,172,6
2024,0,32333,Kevin Tway,28.67,344,12
2024,0,52514,Trace Crowe,28.69,373,13
2024,0,57366,Cameron Young,28.7,574,20
2024,0,54591,Ben Griffin,28.71,689,24
2024,0,57900,Chandler Phillips,28.71,488,17
2024,0,55182,Tom Kim,28.72,517,18
2024,0,48117,Kurt Kitayama,28.72,517,18
2024,0,33486,Roger Sloan,28.73,316,11
2024,0,33948,Byeong Hun An,28.76,489,17
2024,0,35532,Tom Hoge,28.78,662,23
2024,0,46113,Ryan McCormick,28.78,259,9
2024,0,52666,Sami Valimaki,28.78,259,9
2024,0,34046,Jordan Spieth,28.79,403,14
2024,0,37378,Min Woo Lee,28.8,432,15
