YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
2012,0,22913,John Rollins,8.99,89,990,-0.303
2012,0,32366,Kevin Chappell,8.98,90,1002,-0.189
2012,0,6527,Steve Stricker,8.95,68,760,-0.397
2012,0,21209,Sergio Garcia,8.82,54,612,-0.407
2012,0,20850,Daniel Chopra,8.8,53,602,-0.132
2012,0,23623,Bo Van Pelt,8.74,79,904,-0.165
2012,0,26331,Charl Schwartzel,8.6,48,558,-0.354
2012,0,6567,Vijay Singh,8.23,93,1130,-0.290
2012,0,12716,Charley Hoffman,8.22,87,1059,-0.333
2012,0,23903,Stephen Gangluff,8.15,49,601,-0.224
2012,0,30750,Tommy Gainey,8.11,102,1257,-0.167
2012,0,1706,Davis Love III,8.1,59,728,-0.237
2012,0,23541,Ben Crane,7.93,69,870,-0.449
2012,0,20691,Greg Owen,7.82,84,1074,-0.119
2012,0,26851,Marc Leishman,7.74,82,1060,-0.244
2012,0,20396,Lee Westwood,7.68,43,560,-0.186
2012,0,23621,Rory Sabbatini,7.55,76,1006,-0.197
2012,0,26300,Matt Jones,7.49,46,614,-0.043
2012,0,24357,K.J. Choi,7.27,57,784,-0.316
2012,0,25562,Andres Romero,7.18,54,752,-0.296
2012,0,33120,Mark Anderson,7.14,61,854,-0.180
2012,0,29518,Brendan Steele,7.13,64,898,-0.250
2012,0,28475,Jeff Overton,7.1,91,1282,-0.264
2012,0,29479,Scott Brown,7.03,50,711,-0.200
2012,0,20766,Padraig Harrington,7.03,44,626,-0.205
2012,0,30926,Chris Kirk,6.96,83,1192,-0.289
2012,0,29221,Webb Simpson,6.93,64,924,-0.297
2012,0,30852,Ryo Ishikawa,6.78,35,516,-0.314
2012,0,25686,Jason Dufner,6.74,60,890,-0.150
2012,0,20645,John Senden,6.61,57,862,-0.351
2012,0,27933,John Merrick,6.57,66,1005,-0.348
2012,0,23548,Bill Lunde,6.54,61,933,-0.197
2012,0,26289,Boo Weekley,6.54,53,810,-0.094
2012,0,26287,Roland Thatcher,6.49,40,616,-0.275
2012,0,24361,Pat Perez,6.46,62,960,-0.306
2012,0,26679,Kevin Stadler,6.43,63,980,-0.159
2012,0,6522,Ernie Els,6.4,58,906,-0.155
2012,0,27797,Derek Lamely,6.4,50,781,-0.180
2012,0,23788,D.J. Trahan,6.36,55,865,-0.200
2012,0,24604,Hunter Haas,6.33,46,727,-0.304
2012,0,29926,Danny Lee,6.31,52,824,-0.231
2012,0,27644,Brian Harman,6.27,77,1228,-0.286
2012,0,24846,Ricky Barnes,6.2,71,1146,-0.324
2012,0,34021,Bud Cauley,6.15,78,1268,-0.295
2012,0,27302,Garth Mulroy,6.06,39,644,-0.333
2012,0,25834,Daniel Summerhays,5.99,57,952,-0.246
2012,0,33419,Cameron Tringale,5.97,64,1072,-0.313
2012,0,22405,Justin Rose,5.96,44,738,-0.273
2012,0,12782,Tim Herron,5.94,63,1061,-0.175
2012,0,1116,Michael Bradley,5.85,45,769,-0.178
2012,0,24781,Hunter Mahan,5.8,52,896,-0.212
2012,0,21528,Henrik Stenson,5.78,34,588,-0.324
2012,0,23353,J.J. Henry,5.76,57,989,-0.123
2012,0,29476,Kyle Reifers,5.73,59,1030,-0.220
2012,0,31558,J.J. Killeen,5.63,66,1173,-0.136
2012,0,25240,D.A. Points,5.63,63,1120,-0.159
2012,0,19970,Robert Karlsson,5.57,32,574,-0.438
2012,0,28259,Sangmoon Bae,5.56,44,792,-0.159
2012,0,20574,Mathew Goggin,5.46,42,769,-0.238
2012,0,26951,Johnson Wagner,5.44,58,1066,-0.293
2012,0,22378,Trevor Immelman,5.4,43,797,-0.209
2012,0,27770,Camilo Villegas,5.4,55,1018,-0.164
2012,0,21731,Freddie Jacobson,5.36,33,616,-0.061
2012,0,28455,Will Claxton,5.33,64,1200,-0.219
2012,0,27214,Kevin Streelman,5.31,57,1073,-0.316
2012,0,20070,Matt Bettencourt,5.26,44,837,-0.273
2012,0,23409,James Driscoll,5.24,51,973,-0.235
2012,0,20229,Stewart Cink,5.05,38,752,-0.263
2012,0,22046,Geoff Ogilvy,4.96,38,766,-0.132
2012,0,29478,Kevin Kisner,4.86,36,740,-0.167
2012,0,25396,Kevin Na,4.85,44,908,-0.364
2012,0,26596,Ryan Moore,4.69,53,1130,-0.132
2012,0,32200,Roberto Castro,4.68,49,1048,-0.245
2012,0,28093,Miguel Angel Carballo,4.65,37,796,-0.027
2012,0,34174,John Huh,4.63,55,1188,-0.345
2012,0,8725,Tom Gillis,4.58,44,961,-0.068
2012,0,12510,Chad Campbell,4.51,46,1019,-0.174
2012,0,29420,Billy Horschel,4.46,30,672,-0.167
2012,0,2206,David Toms,4.4,27,614,-0.074
2012,0,20572,Rod Pampling,4.36,42,963,-0.310
2012,0,27556,Ted Potter Jr.,4.34,37,852,-0.108
2012,0,23542,Tommy Biershenk,4.32,35,810,-0.200
2012,0,24663,Y.E. Yang,4.32,29,672,-0.103
2012,0,29910,Blake Adams,4.23,52,1228,-0.231
2012,0,27649,Brandt Snedeker,4.2,38,904,-0.211
2012,0,10885,Robert Allenby,4.13,38,920,-0.105
2012,0,23108,Matt Kuchar,4.03,37,918,-0.108
2012,0,1766,Billy Mayfair,3.95,43,1089,-0.256
2012,0,24138,Ian Poulter,3.76,20,532,-0.150
2012,0,23638,Brendon de Jonge,3.72,53,1424,-0.264
2012,0,23718,Nathan Green,3.63,29,798,-0.483
2012,0,21407,Arjun Atwal,3.59,33,919,-0.242
2012,0,27895,Jonas Blixt,3.58,32,895,-0.313
2012,0,28307,Matt Every,3.58,32,894,-0.406
2012,0,1724,Jeff Maggert,3.58,39,1088,-0.154
2012,0,20160,Charlie Wi,3.54,36,1016,-0.333
2012,0,31202,William McGirt,3.45,38,1100,-0.263
2012,0,24490,George McNeill,3.44,34,988,-0.441
2012,0,1320,Bob Estes,3.42,31,906,-0.065
2012,0,25572,Graeme McDowell,3.38,18,532,-0.333
2012,0,10809,Jim Furyk,3.31,30,906,-0.233
2012,0,27963,Chris Stroud,3.24,34,1049,-0.265
2012,0,23800,Bryce Molder,3.22,32,993,-0.313
2012,0,10213,Dicky Pride,3.21,22,686,-0.182
2012,0,33122,Russell Knox,3.19,25,783,-0.560
2012,0,26758,David Hearn,3.17,39,1229,-0.410
2012,0,12652,Cameron Beckman,3.12,30,963,-0.167
2012,0,35139,Richard Lee,3.01,24,797,-0.125
2012,0,21878,Mark Wilson,2.95,28,950,-0.036
2012,0,26476,Chez Reavie,2.94,27,918,-0.148
2012,0,25892,Steve Wheatcroft,2.89,17,588,-0.059
2012,0,28087,Kris Blanks,2.87,24,835,-0.292
2012,0,20593,Greg Chalmers,2.87,30,1045,-0.367
2012,0,27466,Spencer Levin,2.82,26,922,-0.154
2012,0,6036,Scott Dunlap,2.8,18,644,E
2012,0,23325,Vaughn Taylor,2.79,25,895,-0.240
2012,0,27974,Sung Kang,2.78,24,863,-0.458
2012,0,32150,Michael Thompson,2.77,25,904,-0.280
2012,0,20098,Stuart Appleby,2.65,24,907,-0.125
2012,0,30927,Brendon Todd,2.51,22,878,E
2012,0,6004,Stephen Ames,2.4,13,542,-0.308
2012,0,1797,Rocco Mediate,2.35,19,809,-0.211
2012,0,23204,Gary Christian,2.29,24,1046,-0.208
2012,0,23135,Tim Clark,2.29,16,698,-0.375
2012,0,24024,Zach Johnson,2.23,23,1030,-0.217
2012,0,24507,Jason Bohn,2.07,19,918,-0.316
2012,0,20104,Ken Duke,2.07,26,1254,-0.269
2012,0,6034,Marco Dawson,2.02,13,642,-0.308
2012,0,23983,Luke Donald,1.95,13,668,E
2012,0,22582,Kyle Thompson,1.93,10,517,-0.300
2012,0,25457,Alexandre Rocha,1.86,13,700,-0.154
2012,0,22548,Patrick Sheehan,1.79,11,616,+0.091
2012,0,21350,Ryuji Imada,1.56,15,963,-0.533
2012,0,1941,Tom Pernice Jr.,1.52,11,725,+0.091
2012,0,21753,Brian Davis,1.45,16,1101,-0.125
2012,0,27060,John Mallinger,1.37,12,876,-0.333
2012,0,19846,Brian Gay,1.29,14,1086,+0.143
2012,0,22293,Heath Slocum,1.15,12,1048,+0.167
2012,0,10860,Justin Leonard,1.06,10,946,E
2012,0,22621,Ben Curtis,1.04,7,672,+0.143
2012,0,22961,David Mathis,0.93,9,963,-0.333
2012,0,6251,Chris DiMarco,0.9,9,1002,-0.222
2012,0,8075,Jerry Kelly,0.79,8,1017,E
2012,0,29222,Billy Hurley III,0.75,6,798,-0.333
2012,0,22348,Nick O'Hern,0.63,6,948,+0.333
2012,0,30711,Colt Knost,0.43,4,936,+0.250
2012,0,20623,Gavin Coles,0.38,3,797,E
2011,0,27141,J.B. Holmes,34.5,227,658,-0.203
2011,0,25804,Bubba Watson,27.88,230,825,-0.322
2011,0,30925,Dustin Johnson,26.05,198,760,-0.187
2011,0,31323,Gary Woodland,25.15,245,974,-0.273
2011,0,24358,Robert Garrigus,25.1,243,968,-0.321
2011,0,27064,Jhonattan Vegas,18.81,184,978,-0.212
2011,0,25274,Steven Bowditch,17.19,187,1088,-0.203
2011,0,30692,Scott Stallings,15.4,148,961,-0.209
2011,0,20848,Ángel Cabrera,15.31,75,490,-0.333
2011,0,25818,Scott Piercy,14.97,132,882,-0.356
2011,0,28089,Jason Day,14.77,122,826,-0.287
2011,0,30110,Kyle Stanley,14.7,164,1116,-0.262
2011,0,23497,Tag Ridings,14.62,151,1033,-0.272
2011,0,23320,Ryan Palmer,13.84,116,838,-0.138
2011,0,21209,Sergio Garcia,13.26,83,626,-0.108
2011,0,27936,Martin Laird,13.11,113,862,-0.292
2011,0,24502,Adam Scott,12.93,82,634,-0.280
2011,0,27330,Josh Teater,12.92,166,1285,-0.289
2011,0,12716,Charley Hoffman,12.75,132,1035,-0.280
2011,0,21805,Harrison Frazar,12.5,73,584,-0.068
2011,0,33141,Keegan Bradley,12.38,133,1074,-0.211
2011,0,30946,Alex Prugh,12.31,122,991,-0.180
2011,0,1810,Phil Mickelson,12.19,99,812,-0.263
2011,0,34072,Will Strickler,11.79,71,602,-0.183
2011,0,31401,Zack Miller,11.49,120,1044,-0.175
2011,0,27095,Nick Watney,11.34,98,864,-0.306
2011,0,23788,D.J. Trahan,10.97,127,1158,-0.213
2011,0,32102,Rickie Fowler,10.82,100,924,-0.320
2011,0,1706,Davis Love III,10.71,78,728,-0.410
2011,0,31557,Jim Herman,10.65,85,798,-0.318
2011,0,27797,Derek Lamely,10.36,84,811,-0.107
2011,0,19970,Robert Karlsson,10.33,65,629,-0.185
2011,0,28486,Michael Putnam,10.0,74,740,-0.054
2011,0,27120,Troy Matteson,9.92,112,1129,-0.241
2011,0,25632,Jimmy Walker,9.89,105,1062,-0.267
2011,0,31193,Jim Renner,9.7,72,742,-0.222
2011,0,28475,Jeff Overton,9.31,95,1020,-0.232
2011,0,24980,Scott Gutschewski,9.22,71,770,-0.197
2011,0,11123,Chris Couch,9.2,87,946,-0.264
2011,0,24924,Bill Haas,9.03,91,1008,-0.341
2011,0,35087,Bio Kim,8.9,72,809,-0.250
2011,0,26851,Marc Leishman,8.69,97,1116,-0.268
2011,0,25562,Andres Romero,8.54,81,948,-0.296
2011,0,23623,Bo Van Pelt,8.36,83,993,-0.349
2011,0,29718,Anthony Kim,8.33,68,816,-0.221
2011,0,22913,John Rollins,8.28,83,1002,-0.229
2011,0,23409,James Driscoll,8.22,70,852,-0.271
2011,0,6573,Brandt Jobe,8.05,91,1130,-0.242
2011,0,21961,Charles Howell III,8.03,102,1270,-0.284
2011,0,32366,Kevin Chappell,7.98,68,852,-0.191
2011,0,22371,Aaron Baddeley,7.95,69,868,-0.261
2011,0,30750,Tommy Gainey,7.72,98,1269,-0.163
2011,0,9011,David Duval,7.67,62,808,-0.113
2011,0,6567,Vijay Singh,7.47,75,1004,-0.200
2011,0,32876,Martin Piller,7.43,54,727,+0.019
2011,0,26300,Matt Jones,7.19,64,890,-0.375
2011,0,30926,Chris Kirk,7.17,77,1074,-0.234
2011,0,27974,Sung Kang,7.0,50,714,-0.220
2011,0,26679,Kevin Stadler,6.99,71,1016,-0.197
2011,0,24140,Sean O'Hair,6.92,58,838,-0.190
2011,0,26289,Boo Weekley,6.91,55,796,-0.255
2011,0,20766,Padraig Harrington,6.85,43,628,-0.395
2011,0,28158,Steve Marino,6.81,59,866,-0.356
2011,0,26331,Charl Schwartzel,6.79,38,560,-0.263
2011,0,34255,Joseph Bramlett,6.69,57,852,-0.211
2011,0,1116,Michael Bradley,6.57,54,822,-0.093
2011,0,33419,Cameron Tringale,6.57,89,1354,-0.236
2011,0,24490,George McNeill,6.56,53,808,-0.321
2011,0,29221,Webb Simpson,6.49,75,1156,-0.400
2011,0,25900,Lucas Glover,6.47,55,850,-0.418
2011,0,24361,Pat Perez,6.45,63,976,-0.270
2011,0,32698,Bobby Gates,6.43,60,933,-0.200
2011,0,27933,John Merrick,6.43,54,840,-0.278
2011,0,20070,Matt Bettencourt,6.4,69,1078,-0.232
2011,0,26287,Roland Thatcher,6.36,54,849,-0.389
2011,0,25345,Carl Pettersson,6.27,79,1260,-0.278
2011,0,20229,Stewart Cink,6.22,45,723,-0.156
2011,0,29720,Andres Gonzales,6.21,40,644,-0.250
2011,0,29910,Blake Adams,6.15,90,1464,-0.356
2011,0,24925,Jonathan Byrd,6.05,61,1008,-0.131
2011,0,6522,Ernie Els,5.78,48,830,-0.188
2011,0,23548,Bill Lunde,5.67,61,1076,-0.311
2011,0,27770,Camilo Villegas,5.64,45,798,-0.200
2011,0,21949,Joe Ogilvie,5.51,47,853,-0.532
2011,0,25457,Alexandre Rocha,5.39,37,686,-0.270
2011,0,20572,Rod Pampling,5.36,45,839,-0.400
2011,0,24781,Hunter Mahan,5.24,56,1068,-0.107
2011,0,20098,Stuart Appleby,5.12,43,840,-0.070
2011,0,23353,J.J. Henry,5.09,56,1100,-0.214
2011,0,31202,William McGirt,5.06,65,1285,-0.231
2011,0,20645,John Senden,5.05,57,1129,-0.211
2011,0,10885,Robert Allenby,5.0,49,980,-0.286
2011,0,26476,Chez Reavie,4.99,57,1143,-0.316
2011,0,27963,Chris Stroud,4.87,53,1088,-0.283
2011,0,32150,Michael Thompson,4.87,47,966,-0.298
2011,0,29420,Billy Horschel,4.86,42,865,-0.262
2011,0,23621,Rory Sabbatini,4.83,41,849,-0.195
2011,0,20498,Briny Baird,4.81,33,686,-0.091
2011,0,25572,Graeme McDowell,4.79,25,522,-0.440
2011,0,7867,Woody Austin,4.74,33,696,-0.152
2011,0,20157,Retief Goosen,4.68,26,556,-0.269
2011,0,33413,Ben Martin,4.62,42,909,-0.190
2011,0,29518,Brendan Steele,4.56,49,1075,-0.204
2011,0,12782,Tim Herron,4.55,49,1076,-0.347
2011,0,25444,Justin Hicks,4.55,28,616,-0.143
2011,0,26758,David Hearn,4.51,48,1064,-0.125
2011,0,10585,Scott McCarron,4.51,34,754,-0.147
2011,0,24846,Ricky Barnes,4.48,40,892,-0.400
2011,0,10505,Shane Bertsch,4.4,32,728,-0.406
2011,0,28679,Fabián Gómez,4.37,42,962,-0.071
2011,0,6515,Shaun Micheel,4.31,39,904,-0.205
2011,0,24604,Hunter Haas,4.22,50,1186,-0.340
2011,0,26881,Jarrod Lyle,4.18,42,1004,-0.095
2011,0,27939,Matt McQuillan,4.17,28,671,-0.321
2011,0,6527,Steve Stricker,4.16,31,746,-0.419
2011,0,8725,Tom Gillis,4.14,29,700,-0.310
2011,0,21407,Arjun Atwal,4.04,47,1164,-0.213
2011,0,22405,Justin Rose,3.97,35,882,-0.143
2011,0,12510,Chad Campbell,3.96,48,1212,-0.229
2011,0,1313,Steve Elkington,3.92,23,586,-0.087
2011,0,27214,Kevin Streelman,3.83,38,992,-0.263
2011,0,24507,Jason Bohn,3.82,36,942,-0.222
2011,0,24290,D.J. Brigman,3.77,29,770,-0.034
2011,0,23614,Rich Beem,3.74,24,641,-0.042
2011,0,23108,Matt Kuchar,3.71,37,996,-0.270
2011,0,25686,Jason Dufner,3.65,33,904,-0.152
2011,0,22378,Trevor Immelman,3.64,34,934,-0.088
2011,0,32640,Troy Merritt,3.64,29,796,-0.172
2011,0,12652,Cameron Beckman,3.46,31,895,-0.226
2011,0,8375,Paul Stankowski,3.41,31,909,-0.129
2011,0,26596,Ryan Moore,3.35,28,836,-0.214
2011,0,1948,Tim Petrovic,3.35,36,1074,-0.222
2011,0,10733,Kent Jones,3.21,30,934,-0.300
2011,0,25396,Kevin Na,3.17,30,946,-0.333
2011,0,20127,Chris Riley,3.16,30,948,-0.300
2011,0,25834,Daniel Summerhays,3.15,29,920,-0.483
2011,0,8537,J.P. Hayes,3.14,21,669,-0.095
2011,0,23325,Vaughn Taylor,3.11,36,1158,-0.167
2011,0,23718,Nathan Green,3.07,30,977,-0.367
2011,0,22046,Geoff Ogilvy,3.06,23,752,-0.304
2011,0,24663,Y.E. Yang,3.06,18,588,-0.722
2011,0,29478,Kevin Kisner,3.01,24,797,-0.167
2011,0,1577,Lee Janzen,3.0,21,699,-0.143
2011,0,25240,D.A. Points,2.9,30,1034,-0.133
2011,0,23638,Brendon de Jonge,2.89,37,1282,-0.297
2011,0,27649,Brandt Snedeker,2.89,27,933,-0.444
2011,0,12602,Dean Wilson,2.78,22,792,-0.318
2011,0,28620,Aron Price,2.77,19,686,-0.263
2011,0,10809,Jim Furyk,2.65,26,980,-0.308
2011,0,23541,Ben Crane,2.64,23,872,-0.174
2011,0,23673,Michael Connell,2.58,26,1006,-0.269
2011,0,21878,Mark Wilson,2.57,25,974,-0.400
2011,0,20160,Charlie Wi,2.51,27,1076,-0.333
2011,0,21753,Brian Davis,2.5,32,1282,-0.188
2011,0,22293,Heath Slocum,2.31,24,1037,-0.167
2011,0,7457,Steve Flesch,2.2,24,1089,-0.375
2011,0,1766,Billy Mayfair,2.19,26,1187,-0.231
2011,0,24138,Ian Poulter,2.18,12,550,-0.333
2011,0,21350,Ryuji Imada,2.17,23,1060,-0.174
2011,0,10860,Justin Leonard,2.14,22,1030,-0.227
2011,0,1797,Rocco Mediate,2.08,14,674,-0.143
2011,0,6621,Joe Durant,2.02,18,891,+0.056
2011,0,24357,K.J. Choi,1.98,16,810,-0.375
2011,0,27466,Spencer Levin,1.98,26,1310,-0.385
2011,0,21731,Freddie Jacobson,1.94,19,978,-0.053
2011,0,22961,David Mathis,1.84,18,979,+0.056
2011,0,30711,Colt Knost,1.82,17,936,-0.471
2011,0,33911,Nate Smith,1.75,13,741,-0.231
2011,0,20593,Greg Chalmers,1.63,18,1102,-0.278
2011,0,20436,Garrett Willis,1.57,14,891,+0.071
2011,0,24024,Zach Johnson,1.56,14,896,-0.357
2011,0,23983,Luke Donald,1.51,11,728,-0.636
2011,0,22348,Nick O'Hern,1.51,16,1061,-0.313
2011,0,28087,Kris Blanks,1.47,17,1158,-0.294
2011,0,23800,Bryce Molder,1.41,14,990,-0.286
2011,0,6251,Chris DiMarco,1.31,15,1145,-0.200
2011,0,26668,Marc Turnesa,1.25,8,639,-0.250
2011,0,20472,Alex Cejka,1.23,8,652,-0.250
2011,0,6004,Stephen Ames,1.2,10,836,-0.100
2011,0,6643,Paul Goydos,1.16,12,1032,-0.333
2011,0,26420,Richard Johnson,1.06,8,755,-0.625
2011,0,26951,Johnson Wagner,0.92,9,978,E
2011,0,22621,Ben Curtis,0.69,6,866,-0.167
2011,0,19846,Brian Gay,0.68,7,1030,+0.143
2011,0,8075,Jerry Kelly,0.53,5,948,-0.200
2011,0,2206,David Toms,0.49,4,820,E
2010,0,30925,Dustin Johnson,25.34,224,884,-0.246
2010,0,24358,Robert Garrigus,24.38,208,853,-0.226
2010,0,25804,Bubba Watson,23.93,223,932,-0.305
2010,0,27141,J.B. Holmes,23.37,287,1228,-0.240
2010,0,20848,Ángel Cabrera,21.73,156,718,-0.231
2010,0,1249,John Daly,20.28,132,651,-0.189
2010,0,1810,Phil Mickelson,17.04,136,798,-0.228
2010,0,27436,Graham DeLaet,16.42,174,1060,-0.282
2010,0,23322,Brett Wetterich,15.41,114,740,-0.307
2010,0,28500,Martin Flores,15.36,137,892,-0.212
2010,0,23788,D.J. Trahan,13.26,152,1146,-0.125
2010,0,28089,Jason Day,13.23,131,990,-0.183
2010,0,27936,Martin Laird,12.49,138,1105,-0.159
2010,0,28475,Jeff Overton,12.31,122,991,-0.205
2010,0,27095,Nick Watney,12.22,118,966,-0.297
2010,0,20850,Daniel Chopra,11.95,111,929,-0.180
2010,0,27302,Garth Mulroy,11.79,69,585,-0.304
2010,0,25818,Scott Piercy,11.76,133,1131,-0.323
2010,0,12716,Charley Hoffman,11.18,120,1073,-0.183
2010,0,25900,Lucas Glover,11.02,91,826,-0.275
2010,0,28237,Rory McIlroy,10.89,61,560,-0.148
2010,0,22371,Aaron Baddeley,10.78,132,1225,-0.311
2010,0,27120,Troy Matteson,10.24,112,1094,-0.196
2010,0,30946,Alex Prugh,10.23,114,1114,-0.219
2010,0,25364,Paul Casey,10.19,63,618,-0.270
2010,0,33419,Cameron Tringale,10.19,64,628,-0.141
2010,0,20157,Retief Goosen,10.03,74,738,-0.297
2010,0,23349,Charles Warren,10.03,77,768,-0.182
2010,0,22913,John Rollins,9.71,102,1051,-0.176
2010,0,20070,Matt Bettencourt,9.67,94,972,-0.234
2010,0,26851,Marc Leishman,9.62,97,1008,-0.196
2010,0,23320,Ryan Palmer,9.11,90,988,-0.133
2010,0,1945,Kenny Perry,9.06,71,784,-0.268
2010,0,27797,Derek Lamely,8.99,80,890,-0.238
2010,0,23621,Rory Sabbatini,8.94,84,940,-0.250
2010,0,1706,Davis Love III,8.87,82,924,-0.244
2010,0,25562,Andres Romero,8.76,88,1005,-0.307
2010,0,20378,Mathias Grönberg,8.74,61,698,-0.230
2010,0,21961,Charles Howell III,8.4,105,1250,-0.229
2010,0,24140,Sean O'Hair,8.24,75,910,-0.280
2010,0,20229,Stewart Cink,8.22,75,912,-0.307
2010,0,23409,James Driscoll,7.77,80,1030,-0.250
2010,0,23623,Bo Van Pelt,7.73,94,1216,-0.138
2010,0,23307,Roger Tambellini,7.66,66,862,-0.167
2010,0,11123,Chris Couch,7.65,63,823,-0.270
2010,0,27770,Camilo Villegas,7.44,58,780,-0.362
2010,0,21209,Sergio Garcia,7.4,37,500,-0.324
2010,0,6567,Vijay Singh,7.27,58,798,-0.310
2010,0,27330,Josh Teater,7.27,93,1280,-0.269
2010,0,1707,Steve Lowery,7.21,56,777,-0.232
2010,0,26881,Jarrod Lyle,7.17,46,642,-0.217
2010,0,24781,Hunter Mahan,7.17,67,934,-0.418
2010,0,32102,Rickie Fowler,6.74,78,1157,-0.244
2010,0,24924,Bill Haas,6.72,70,1042,-0.257
2010,0,26392,Chris Wilson,6.63,48,724,-0.083
2010,0,6522,Ernie Els,6.62,51,770,-0.196
2010,0,26596,Ryan Moore,6.57,56,853,-0.143
2010,0,22046,Geoff Ogilvy,6.57,46,700,-0.239
2010,0,25632,Jimmy Walker,6.49,63,971,-0.159
2010,0,1313,Steve Elkington,6.37,52,816,-0.308
2010,0,28307,Matt Every,6.36,45,707,-0.089
2010,0,21959,Ted Purdy,6.23,65,1043,-0.308
2010,0,24925,Jonathan Byrd,6.22,71,1142,-0.211
2010,0,23353,J.J. Henry,6.19,68,1099,-0.382
2010,0,29910,Blake Adams,6.14,64,1043,-0.219
2010,0,26300,Matt Jones,6.12,68,1112,-0.309
2010,0,27613,David Lutterus,6.02,47,781,-0.021
2010,0,27933,John Merrick,5.99,77,1286,-0.247
2010,0,24912,Will MacKenzie,5.9,56,949,-0.196
2010,0,10885,Robert Allenby,5.85,50,854,-0.280
2010,0,10585,Scott McCarron,5.81,67,1153,-0.328
2010,0,26289,Boo Weekley,5.81,60,1033,-0.167
2010,0,20098,Stuart Appleby,5.79,71,1226,-0.211
2010,0,24663,Y.E. Yang,5.76,47,816,-0.298
2010,0,20766,Padraig Harrington,5.72,35,612,-0.429
2010,0,20105,Jeff Gove,5.71,35,613,-0.029
2010,0,28780,Nicholas Thompson,5.7,61,1071,-0.213
2010,0,23548,Bill Lunde,5.59,52,930,-0.269
2010,0,22056,Cameron Percy,5.59,46,823,-0.174
2010,0,23613,Rich Barcelo,5.56,45,809,-0.111
2010,0,24502,Adam Scott,5.52,40,724,-0.300
2010,0,26695,Michael Letzig,5.48,61,1114,-0.213
2010,0,23108,Matt Kuchar,5.44,57,1048,-0.175
2010,0,6527,Steve Stricker,5.36,42,784,-0.286
2010,0,12782,Tim Herron,5.3,51,962,-0.353
2010,0,24490,George McNeill,5.12,50,976,-0.260
2010,0,20645,John Senden,5.12,62,1212,-0.323
2010,0,20686,Jeev Milkha Singh,5.12,37,722,-0.270
2010,0,27214,Kevin Streelman,5.11,57,1116,-0.211
2010,0,26679,Kevin Stadler,5.08,51,1004,-0.098
2010,0,8375,Paul Stankowski,5.0,37,740,-0.162
2010,0,20663,Brenden Pappas,4.97,38,764,-0.158
2010,0,21949,Joe Ogilvie,4.85,58,1196,-0.328
2010,0,20574,Mathew Goggin,4.82,51,1059,-0.118
2010,0,22405,Justin Rose,4.82,47,975,-0.319
2010,0,9011,David Duval,4.77,37,775,-0.297
2010,0,22946,Henrik Bjornstad,4.74,39,822,-0.282
2010,0,24361,Pat Perez,4.74,55,1160,-0.273
2010,0,22122,Andrew McLardy,4.72,29,614,+0.103
2010,0,25892,Steve Wheatcroft,4.71,38,806,-0.211
2010,0,32640,Troy Merritt,4.66,50,1072,-0.200
2010,0,20691,Greg Owen,4.63,40,863,-0.075
2010,0,12714,Chris Tidland,4.63,44,951,-0.182
2010,0,26301,James Nitties,4.44,50,1125,-0.260
2010,0,23638,Brendon de Jonge,4.43,56,1264,-0.339
2010,0,6004,Stephen Ames,4.37,42,962,-0.095
2010,0,1577,Lee Janzen,4.21,41,973,-0.146
2010,0,1116,Michael Bradley,4.2,40,952,-0.225
2010,0,31560,Brian Stuard,4.15,41,988,-0.244
2010,0,26287,Roland Thatcher,4.02,38,946,-0.158
2010,0,12705,Cliff Kresge,3.99,25,626,-0.400
2010,0,28087,Kris Blanks,3.88,40,1031,-0.150
2010,0,8725,Tom Gillis,3.83,48,1254,-0.292
2010,0,12755,Vance Veazey,3.74,25,668,-0.080
2010,0,20572,Rod Pampling,3.7,36,974,-0.167
2010,0,12510,Chad Campbell,3.63,41,1129,-0.293
2010,0,24138,Ian Poulter,3.59,17,474,E
2010,0,21731,Freddie Jacobson,3.53,38,1076,-0.368
2010,0,28158,Steve Marino,3.51,31,882,-0.258
2010,0,29221,Webb Simpson,3.44,44,1278,-0.273
2010,0,27963,Chris Stroud,3.4,34,1001,-0.265
2010,0,24846,Ricky Barnes,3.39,39,1152,-0.359
2010,0,24357,K.J. Choi,3.29,28,850,-0.214
2010,0,23718,Nathan Green,3.27,37,1130,-0.243
2010,0,1320,Bob Estes,3.25,32,985,-0.250
2010,0,32617,Jerod Turner,3.24,18,556,+0.111
2010,0,28620,Aron Price,3.23,28,866,-0.250
2010,0,6595,Kevin Sutherland,3.23,35,1082,-0.286
2010,0,12652,Cameron Beckman,3.04,25,823,-0.200
2010,0,24024,Zach Johnson,3.04,32,1051,-0.313
2010,0,27060,John Mallinger,2.87,26,907,-0.231
2010,0,7867,Woody Austin,2.77,32,1155,-0.094
2010,0,23325,Vaughn Taylor,2.72,30,1102,-0.200
2010,0,21878,Mark Wilson,2.72,30,1104,-0.167
2010,0,25686,Jason Dufner,2.71,26,960,-0.038
2010,0,25345,Carl Pettersson,2.69,31,1152,-0.258
2010,0,6514,Kevin Johnson,2.64,18,683,-0.222
2010,0,26951,Johnson Wagner,2.62,27,1031,+0.037
2010,0,1161,Mark Calcavecchia,2.6,12,461,-0.083
