YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
2023,45,0,33399,Adam Hadwin,155,591,26.2
2023,45,0,36871,Matt NeSmith,155,560,27.7
2023,47,0,45157,Cam Davis,154,563,27.4
2023,47,0,25900,Lucas Glover,154,565,27.3
2023,47,0,33413,Ben Martin,154,583,26.4
2023,47,0,46441,Robby Shelton,154,589,26.1
2023,47,0,48699,Callum Tarren,154,544,28.3
2023,52,0,36699,Patrick Rodgers,153,602,25.4
2023,52,0,51890,Greyson Sigg,153,616,24.8
2023,54,0,26476,Chez Reavie,152,567,26.8
2023,54,0,25632,Jimmy Walker,152,559,27.2
2023,54,0,47128,Richy Werenski,152,560,27.1
2023,57,0,25493,Nick Taylor,151,566,26.7
2023,58,0,34466,Peter Malnati,150,599,25.0
2023,59,0,20229,Stewart Cink,148,458,32.3
2023,59,0,55893,Sam Stevens,148,563,26.3
2023,61,0,46414,Aaron Rai,147,597,24.6
2023,61,0,48081,Xander Schauffele,147,485,30.3
2023,61,0,27214,Kevin Streelman,147,581,25.3
2023,64,0,45522,Christiaan Bezuidenhout,146,574,25.4
2023,64,0,47504,Sam Burns,146,581,25.1
2023,64,0,47079,Harrison Endycott,146,488,29.9
2023,64,0,32791,K.H. Lee,146,579,25.2
2023,64,0,46046,Scottie Scheffler,146,513,28.5
2023,64,0,49960,Sepp Straka,146,540,27.0
2023,70,0,45609,Tyler Duncan,145,511,28.4
2023,70,0,34363,Tyrrell Hatton,145,527,27.5
2023,70,0,27129,Luke List,145,522,27.8
2023,70,0,27349,Alex Noren,145,533,27.2
2023,74,0,55182,Tom Kim,144,559,25.8
2023,75,0,39067,MJ Daffue,143,523,27.3
2023,75,0,54783,Dylan Wu,143,540,26.5
2023,77,0,37338,Zecheng Dou,142,530,26.8
2023,77,0,32102,Rickie Fowler,142,600,23.7
2023,77,0,28775,Nate Lashley,142,558,25.4
2023,77,0,32333,Kevin Tway,142,541,26.2
2023,77,0,52513,Carson Young,142,512,27.7
2023,82,0,39997,Corey Conners,141,493,28.6
2023,82,0,30911,Tommy Fleetwood,141,503,28.0
2023,82,0,46717,Viktor Hovland,141,539,26.2
2023,82,0,39975,Michael Kim,141,481,29.3
2023,82,0,39546,Keith Mitchell,141,548,25.7
2023,82,0,28252,Seamus Power,141,463,30.5
2023,82,0,57366,Cameron Young,141,477,29.6
2023,89,0,56762,Will Gordon,140,575,24.3
2023,89,0,47995,Davis Riley,140,549,25.5
2023,89,0,34046,Jordan Spieth,140,478,29.3
2023,92,0,49298,Kramer Hickok,139,547,25.4
2023,92,0,32640,Troy Merritt,139,503,27.6
2023,92,0,51997,Andrew Novak,139,487,28.5
2023,92,0,55454,Carl Yuan,139,502,27.7
2023,96,0,36326,David Lipsky,138,543,25.4
2023,97,0,49453,Trevor Cone,137,416,32.9
2023,98,0,34563,Chesson Hadley,136,557,24.4
2023,99,0,51070,Vincent Norrman,135,425,31.8
2023,100,0,33122,Russell Knox,134,523,25.6
2023,101,0,35450,Patrick Cantlay,133,475,28.0
2023,101,0,35901,Paul Haley II,133,489,27.2
2023,101,0,35506,Mackenzie Hughes,133,517,25.7
2023,101,0,34610,Matthias Schwab,133,552,24.1
2023,101,0,31323,Gary Woodland,133,483,27.5
2023,106,0,33408,Tyson Alexander,132,478,27.6
2023,107,0,32839,Hideki Matsuyama,131,523,25.0
2023,108,0,25818,Scott Piercy,130,533,24.4
2023,109,0,40058,Zac Blair,128,447,28.6
2023,109,0,33141,Keegan Bradley,128,473,27.1
2023,111,0,40098,Matt Fitzpatrick,126,478,26.4
2023,111,0,31577,Tano Goya,126,466,27.0
2023,113,0,33448,Justin Thomas,125,493,25.4
2023,114,0,28089,Jason Day,124,481,25.8
2023,114,0,26596,Ryan Moore,124,445,27.9
2023,116,0,46601,Trey Mullinax,122,470,26.0
2023,117,0,55708,Hayden Buckley,121,442,27.4
2023,117,0,51950,Max McGreevy,121,446,27.1
2023,119,0,33653,Thomas Detry,120,496,24.2
2023,120,0,25686,Jason Dufner,119,464,25.6
2023,120,0,34098,Russell Henley,119,508,23.4
2023,120,0,34409,David Lingmerth,119,436,27.3
2023,120,0,48887,Matt Wallace,119,481,24.7
2023,124,0,19803,Ryan Armour,118,430,27.4
2023,124,0,57362,Austin Eckroat,118,499,23.6
2023,124,0,32448,James Hahn,118,441,26.8
2023,124,0,27936,Martin Laird,118,463,25.5
2023,124,0,30163,Henrik Norlander,118,438,26.9
2023,129,0,46970,Jon Rahm,117,446,26.2
2023,130,0,28420,Ryan Brehm,116,451,25.7
2023,130,0,29725,Tony Finau,116,516,22.5
2023,132,0,34076,Joel Dahmen,115,491,23.4
2023,132,0,22405,Justin Rose,115,402,28.6
2023,134,0,29970,Dylan Frittelli,114,431,26.5
2023,134,0,52375,Doug Ghim,114,489,23.3
2023,134,0,30692,Scott Stallings,114,451,25.3
2023,137,0,23320,Ryan Palmer,113,429,26.3
2023,138,0,24024,Zach Johnson,112,375,29.9
2023,138,0,33410,Andrew Landry,112,457,24.5
2023,138,0,32139,Danny Willett,112,395,28.4
2023,141,0,36724,Augusto Núñez,111,380,29.2
2023,142,0,51349,Nico Echavarria,110,372,29.6
2023,142,0,28237,Rory McIlroy,110,429,25.6
2023,144,0,34255,Joseph Bramlett,109,466,23.4
2023,144,0,29535,Brice Garnett,109,432,25.2
2023,144,0,48117,Kurt Kitayama,109,410,26.6
2023,144,0,53165,Doc Redman,109,432,25.2
2023,148,0,29221,Webb Simpson,108,391,27.6
2023,149,0,56630,Akshay Bhatia,107,388,27.6
2023,149,0,52372,Cameron Champ,107,364,29.4
2023,149,0,46435,Austin Cook,107,407,26.3
2023,149,0,46442,Maverick McNealy,107,397,27.0
2023,153,0,50525,Collin Morikawa,106,432,24.5
2023,154,0,22371,Aaron Baddeley,105,443,23.7
2023,154,0,24502,Adam Scott,105,397,26.4
2023,156,0,33204,Shane Lowry,104,389,26.7
2023,156,0,34431,Robert Streb,104,405,25.7
2023,156,0,27095,Nick Watney,104,353,29.5
2023,159,0,29420,Billy Horschel,103,376,27.4
2023,160,0,52411,Kyle Westmoreland,102,370,27.6
2023,161,0,12716,Charley Hoffman,100,366,27.3
2023,162,0,31560,Brian Stuard,99,374,26.5
2023,162,0,40006,Erik van Rooyen,99,380,26.1
2023,162,0,58967,Trevor Werbylo,99,407,24.3
2023,165,0,27554,Scott Harrington,98,380,25.8
2023,166,0,39058,Lucas Herbert,96,378,25.4
2023,167,0,51414,Brent Grant,94,336,28.0
2023,167,0,31557,Jim Herman,94,379,24.8
2023,169,0,22056,Cameron Percy,93,306,30.4
2023,170,0,33597,Harry Higgs,92,426,21.6
2023,171,0,29289,S.Y. Noh,89,314,28.3
2023,172,0,48867,Matti Schmid,88,365,24.1
2023,173,0,32816,Satoshi Kodaira,86,314,27.4
2023,174,0,45242,Kevin Yu,85,306,27.8
2023,175,0,59018,Ryan Gerard,84,353,23.8
2023,175,0,32662,Michael Gligic,84,340,24.7
2023,177,0,39954,Cody Gribble,82,335,24.5
2023,177,0,58696,Peter Kuest,82,272,30.1
2023,177,0,39335,Kevin Roy,82,321,25.5
2023,180,0,24925,Jonathan Byrd,78,264,29.5
2023,180,0,49766,Hank Lebioda,78,276,28.3
2023,182,0,52955,Ludvig Åberg,76,326,23.3
2023,183,0,27963,Chris Stroud,75,282,26.6
2023,184,0,52453,Nicolai Hojgaard,74,246,30.1
2023,185,0,35310,Lanto Griffin,73,309,23.6
2023,186,0,24140,Sean O'Hair,69,226,30.5
2023,186,0,35617,Martin Trainer,69,271,25.5
2023,188,0,48084,Wesley Bryan,66,225,29.3
2023,189,0,31202,William McGirt,65,267,24.3
2023,190,0,29908,C.T. Pan,63,262,24.0
2023,191,0,32366,Kevin Chappell,62,246,25.2
2023,191,0,51491,Brandon Matthews,62,264,23.5
2023,193,0,27974,Sung Kang,45,212,21.2
2022,1,0,47993,Denny McCarthy,190,664,28.6
2022,2,0,30692,Scott Stallings,181,640,28.3
2022,3,0,40115,Adam Svensson,171,605,28.3
2022,4,0,34466,Peter Malnati,170,665,25.6
2022,5,0,47995,Davis Riley,165,598,27.6
2022,6,0,32791,K.H. Lee,164,628,26.1
2022,7,0,35532,Tom Hoge,163,560,29.1
2022,8,0,35449,Adam Long,161,549,29.3
2022,8,0,51634,Sahith Theegala,161,700,23.0
2022,10,0,36799,Stephan Jaeger,160,559,28.6
2022,10,0,27214,Kevin Streelman,160,566,28.3
2022,12,0,25493,Nick Taylor,157,504,31.2
2022,13,0,51766,Wyndham Clark,155,557,27.8
2022,13,0,34256,Andrew Putnam,155,595,26.1
2022,13,0,57366,Cameron Young,155,558,27.8
2022,16,0,45157,Cam Davis,153,558,27.4
2022,17,0,34076,Joel Dahmen,151,507,29.8
2022,18,0,47504,Sam Burns,150,523,28.7
2022,18,0,32757,Patton Kizzire,150,599,25.0
2022,18,0,47529,Mito Pereira,150,523,28.7
2022,21,0,51890,Greyson Sigg,149,491,30.3
2022,21,0,30927,Brendon Todd,149,532,28.0
2022,23,0,39977,Max Homa,147,519,28.3
2022,23,0,32150,Michael Thompson,147,552,26.6
2022,25,0,33399,Adam Hadwin,146,535,27.3
2022,25,0,37455,Si Woo Kim,146,559,26.1
2022,25,0,47347,Adam Schenk,146,524,27.9
2022,28,0,32640,Troy Merritt,144,553,26.0
2022,29,0,25900,Lucas Glover,143,542,26.4
2022,30,0,39971,Sungjae Im,142,540,26.3
2022,30,0,46442,Maverick McNealy,142,546,26.0
2022,30,0,36871,Matthew NeSmith,142,519,27.4
2022,30,0,49771,J.T. Poston,142,571,24.9
2022,34,0,27644,Brian Harman,141,540,26.1
2022,34,0,34431,Robert Streb,141,515,27.4
2022,36,0,29908,C.T. Pan,140,522,26.8
2022,37,0,33597,Harry Higgs,139,494,28.1
2022,38,0,33141,Keegan Bradley,138,477,28.9
2022,38,0,24924,Bill Haas,138,487,28.3
2022,38,0,34563,Chesson Hadley,138,453,30.5
2022,38,0,39546,Keith Mitchell,138,523,26.4
2022,38,0,37275,Sam Ryder,138,558,24.7
2022,38,0,49960,Sepp Straka,138,510,27.1
2022,44,0,31560,Brian Stuard,137,468,29.3
2022,44,0,49964,Aaron Wise,137,556,24.6
2022,46,0,24502,Adam Scott,135,452,29.9
2022,46,0,46340,Alex Smalley,135,507,26.6
2022,48,0,35461,Beau Hossler,134,480,27.9
2022,48,0,33448,Justin Thomas,134,474,28.3
2022,50,0,55708,Hayden Buckley,133,488,27.3
2022,50,0,49298,Kramer Hickok,133,509,26.1
2022,50,0,34174,John Huh,133,445,29.9
2022,53,0,54628,Lee Hodges,132,548,24.1
2022,53,0,48822,Sebastián Muñoz,132,497,26.6
2022,55,0,39997,Corey Conners,131,454,28.9
2022,55,0,49766,Hank Lebioda,131,488,26.8
2022,55,0,39324,J.J. Spaun,131,527,24.9
2022,55,0,51894,Vince Whaley,131,498,26.3
2022,59,0,46601,Trey Mullinax,130,494,26.3
2022,60,0,31646,Emiliano Grillo,129,476,27.1
2022,60,0,26851,Marc Leishman,129,483,26.7
2022,60,0,49947,Taylor Moore,129,535,24.1
2022,63,0,35310,Lanto Griffin,128,498,25.7
2022,63,0,27974,Sung Kang,128,437,29.3
2022,63,0,26476,Chez Reavie,128,506,25.3
2022,66,0,35506,Mackenzie Hughes,126,513,24.6
2022,67,0,23108,Matt Kuchar,125,469,26.7
2022,67,0,33419,Cameron Tringale,125,500,25.0
2022,69,0,52375,Doug Ghim,124,452,27.4
2022,69,0,33122,Russell Knox,124,449,27.6
2022,71,0,36326,David Lipsky,123,490,25.1
2022,71,0,25818,Scott Piercy,123,511,24.1
2022,73,0,29970,Dylan Frittelli,122,544,22.4
2022,73,0,46717,Viktor Hovland,122,422,28.9
2022,73,0,46414,Aaron Rai,122,449,27.2
2022,76,0,30926,Chris Kirk,121,444,27.3
2022,76,0,35617,Martin Trainer,121,464,26.1
2022,78,0,28775,Nate Lashley,120,443,27.1
2022,79,0,29725,Tony Finau,119,504,23.6
2022,79,0,36699,Patrick Rodgers,119,465,25.6
2022,81,0,53165,Doc Redman,118,414,28.5
2022,82,0,20229,Stewart Cink,117,431,27.1
2022,82,0,32662,Michael Gligic,117,401,29.2
2022,82,0,34098,Russell Henley,117,446,26.2
2022,82,0,24024,Zach Johnson,117,382,30.6
2022,82,0,35879,Kelly Kraft,117,428,27.3
2022,82,0,28252,Seamus Power,117,425,27.5
2022,82,0,46046,Scottie Scheffler,117,491,23.8
2022,82,0,34046,Jordan Spieth,117,448,26.1
2022,90,0,45522,Christiaan Bezuidenhout,116,410,28.3
2022,90,0,31420,Anirban Lahiri,116,431,26.9
2022,90,0,29518,Brendan Steele,116,396,29.3
2022,90,0,47483,Will Zalatoris,116,407,28.5
2022,94,0,29420,Billy Horschel,114,397,28.7
2022,94,0,27064,Jhonattan Vegas,114,387,29.5
2022,96,0,37212,Paul Barjon,112,422,26.5
2022,96,0,35450,Patrick Cantlay,112,410,27.3
2022,96,0,51950,Max McGreevy,112,395,28.4
2022,99,0,29535,Brice Garnett,111,428,25.9
2022,99,0,34363,Tyrrell Hatton,111,377,29.4
2022,99,0,29478,Kevin Kisner,111,415,26.7
2022,99,0,23621,Rory Sabbatini,111,382,29.1
2022,103,0,36801,Mark Hubbard,110,405,27.2
2022,104,0,46435,Austin Cook,109,377,28.9
2022,104,0,46550,Brandon Hagy,109,418,26.1
2022,104,0,35891,Cameron Smith,109,384,28.4
2022,104,0,50095,Austin Smotherman,109,426,25.6
2022,104,0,32333,Kevin Tway,109,473,23.0
2022,109,0,40250,Taylor Pendrith,108,407,26.5
2022,109,0,27139,David Skinns,108,373,29.0
2022,109,0,27095,Nick Watney,108,402,26.9
2022,112,0,34255,Joseph Bramlett,107,409,26.2
2022,112,0,12716,Charley Hoffman,107,407,26.3
2022,114,0,47983,Chad Ramey,106,375,28.3
2022,114,0,29221,Webb Simpson,106,390,27.2
2022,116,0,40098,Matt Fitzpatrick,105,366,28.7
2022,116,0,32448,James Hahn,105,415,25.3
2022,116,0,30163,Henrik Norlander,105,406,25.9
2022,116,0,48081,Xander Schauffele,105,415,25.3
2022,116,0,48699,Callum Tarren,105,393,26.7
2022,121,0,45609,Tyler Duncan,104,450,23.1
2022,121,0,46402,Talor Gooch,104,398,26.1
2022,121,0,30944,Jason Kokrak,104,376,27.7
2022,121,0,40162,Justin Lower,104,402,25.9
2022,121,0,33204,Shane Lowry,104,358,29.1
2022,121,0,51997,Andrew Novak,104,375,27.7
2022,127,0,47988,Nick Hardy,102,304,33.6
2022,127,0,24361,Pat Perez,102,376,27.1
2022,127,0,34360,Patrick Reed,102,377,27.1
2022,130,0,34610,Matthias Schwab,101,381,26.5
2022,130,0,33486,Roger Sloan,101,464,21.8
2022,132,0,47128,Richy Werenski,100,382,26.2
2022,133,0,45486,Joaquin Niemann,99,432,22.9
2022,134,0,28089,Jason Day,98,362,27.1
2022,134,0,32839,Hideki Matsuyama,98,429,22.8
2022,136,0,27129,Luke List,97,415,23.4
2022,136,0,37189,Harold Varner III,97,418,23.2
2022,138,0,52372,Cameron Champ,95,313,30.4
2022,138,0,36884,Ben Kohles,95,306,31.0
2022,138,0,46970,Jon Rahm,95,362,26.2
2022,141,0,48084,Wesley Bryan,94,309,30.4
2022,141,0,23983,Luke Donald,94,370,25.4
2022,141,0,28114,Dawie van der Walt,94,344,27.3
2022,141,0,52374,Brandon Wu,94,339,27.7
2022,145,0,32102,Rickie Fowler,92,396,23.2
2022,146,0,26300,Matt Jones,91,359,25.3
2022,146,0,27936,Martin Laird,91,402,22.6
