YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
2022,16,0,33419,Cameron Tringale,4126
2022,17,0,46442,Maverick McNealy,4095
2022,18,0,30692,Scott Stallings,4095
2022,19,0,34098,Russell Henley,4045
2022,20,0,27644,Brian Harman,4042
2022,21,0,49964,Aaron Wise,4016
2022,22,0,33141,Keegan Bradley,3972
2022,23,0,40026,Daniel Berger,3864
2022,24,0,39546,Keith Mitchell,3602
2022,25,0,47993,Denny McCarthy,3544
2022,26,0,27129,Luke List,3513
2022,27,0,39324,J.J. Spaun,3348
2022,28,0,47995,Davis Riley,3249
2022,29,0,37189,Harold Varner III,3109
2022,30,0,51634,Sahith Theegala,3101
2022,31,0,30926,Chris Kirk,3045
2022,32,0,30927,Brendon Todd,3036
2022,33,0,29518,Brendan Steele,3034
2022,34,0,29221,Webb Simpson,3022
2022,35,0,35310,Lanto Griffin,2994
2022,36,0,34099,Harris English,2971
2022,37,0,32640,Troy Merritt,2956
2022,38,0,23108,Matt Kuchar,2880
2022,39,0,26476,Chez Reavie,2876
2022,40,0,27214,Kevin Streelman,2837
2022,41,0,35449,Adam Long,2791
2022,42,0,25900,Lucas Glover,2781
2022,43,0,20229,Stewart Cink,2737
2022,44,0,34256,Andrew Putnam,2635
2022,45,0,34076,Joel Dahmen,2625
2022,46,0,31323,Gary Woodland,2612
2022,47,0,23320,Ryan Palmer,2590
2022,48,0,51766,Wyndham Clark,2457
2022,49,0,36871,Matthew NeSmith,2399
2022,50,0,46601,Trey Mullinax,2240
2022,51,0,34466,Peter Malnati,2232
2022,52,0,36801,Mark Hubbard,2229
2022,53,0,52372,Cameron Champ,2218
2022,54,0,36699,Patrick Rodgers,2200
2022,55,0,35461,Beau Hossler,2196
2022,56,0,47347,Adam Schenk,2164
2022,57,0,34174,John Huh,2133
2022,58,0,34431,Robert Streb,2051
2022,59,0,32150,Michael Thompson,2018
2022,60,0,12716,Charley Hoffman,1993
2022,61,0,49947,Taylor Moore,1975
2022,62,0,32757,Patton Kizzire,1948
2022,63,0,37275,Sam Ryder,1932
2022,64,0,28775,Nate Lashley,1887
2022,65,0,25818,Scott Piercy,1864
2022,66,0,52374,Brandon Wu,1842
2022,67,0,52375,Doug Ghim,1815
2022,68,0,32448,James Hahn,1790
2022,69,0,33597,Harry Higgs,1773
2022,70,0,34563,Chesson Hadley,1771
2022,71,0,53165,Doc Redman,1749
2022,72,0,45609,Tyler Duncan,1749
2022,73,0,51894,Vince Whaley,1740
2022,74,0,47983,Chad Ramey,1703
2022,75,0,31560,Brian Stuard,1666
2022,76,0,36326,David Lipsky,1638
2022,77,0,49298,Kramer Hickok,1630
2022,78,0,32102,Rickie Fowler,1581
2022,79,0,54628,Lee Hodges,1520
2022,80,0,49766,Hank Lebioda,1404
2022,81,0,24024,Zach Johnson,1403
2022,82,0,55708,Hayden Buckley,1385
2022,83,0,27095,Nick Watney,1377
2022,84,0,47128,Richy Werenski,1333
2022,85,0,32333,Kevin Tway,1310
2022,86,0,51890,Greyson Sigg,1290
2022,87,0,29535,Brice Garnett,1283
2022,88,0,28420,Ryan Brehm,1257
2022,89,0,51950,Max McGreevy,1213
2022,90,0,19803,Ryan Armour,1176
2022,91,0,33410,Andrew Landry,1149
2022,92,0,27649,Brandt Snedeker,1143
2022,93,0,46435,Austin Cook,1103
2022,94,0,46550,Brandon Hagy,1061
2022,95,0,39953,Chase Seiffert,1026
2022,96,0,19846,Brian Gay,1012
2022,97,0,23325,Vaughn Taylor,1002
2022,98,0,40042,Tyler McCumber,966
2022,99,0,35879,Kelly Kraft,947
2022,100,0,50095,Austin Smotherman,944
2022,101,0,40162,Justin Lower,934
2022,102,0,47988,Nick Hardy,929
2022,103,0,34255,Joseph Bramlett,925
2022,104,0,26596,Ryan Moore,901
2022,105,0,33490,Bo Hoag,861
2022,106,0,35617,Martin Trainer,852
2022,107,0,30110,Kyle Stanley,841
2022,108,0,33413,Ben Martin,832
2022,109,0,24925,Jonathan Byrd,784
2022,110,0,29479,Scott Brown,736
2022,111,0,31557,Jim Herman,726
2022,112,0,24924,Bill Haas,710
2022,113,0,51997,Andrew Novak,708
2022,114,0,24140,Sean O'Hair,653
2022,115,0,29268,Bronson Burgoon,614
2022,116,0,32366,Kevin Chappell,584
2022,117,0,54783,Dylan Wu,553
2022,118,0,23623,Bo Van Pelt,540
2022,119,0,25632,Jimmy Walker,528
2022,120,0,25686,Jason Dufner,506
2022,121,0,48084,Wesley Bryan,474
2022,122,0,47856,Seth Reeves,455
2022,123,0,10381,Curtis Thompson,448
2022,124,0,31202,William McGirt,445
2022,125,0,36884,Ben Kohles,438
2022,126,0,34213,Grayson Murray,383
2022,127,0,36852,Jim Knous,376
2022,128,0,8793,Tiger Woods,363
2022,129,0,30750,Tommy Gainey,332
2022,130,0,39975,Michael Kim,296
2022,131,0,6527,Steve Stricker,289
2022,132,0,34021,Bud Cauley,271
2022,133,0,24358,Robert Garrigus,261
2022,134,0,45540,Jared Wolfe,244
2022,135,0,27556,Ted Potter Jr.,238
2022,136,0,23788,D.J. Trahan,238
2022,137,0,24846,Ricky Barnes,209
2022,138,0,27963,Chris Stroud,193
2022,139,0,10809,Jim Furyk,180
2022,140,0,27141,J.B. Holmes,147
2022,141,0,39436,Joshua Creel,144
2022,142,0,24490,George McNeill,87
2022,143,0,26951,Johnson Wagner,80
2022,144,0,28307,Matt Every,53
2022,145,0,25240,D.A. Points,51
2022,146,0,23541,Ben Crane,51
2022,147,0,37273,Derek Ernst,43
2022,148,0,23353,J.J. Henry,41
2022,149,0,12510,Chad Campbell,36
2022,150,0,26289,Boo Weekley,35
2022,151,0,8075,Jerry Kelly,26
2022,152,0,27933,John Merrick,24
2022,153,0,24781,Hunter Mahan,18
2022,154,0,26679,Kevin Stadler,16
2022,155,0,1706,Davis Love III,15
2022,156,0,6643,Paul Goydos,15
2022,157,0,32334,Charlie Beljan,12
2022,158,0,8385,Omar Uresti,12
2022,159,0,1457,Jay Haas,8
2022,160,0,24507,Jason Bohn,8
2022,161,0,11123,Chris Couch,5
2022,162,0,1381,Fred Funk,5
2022,163,0,32982,Vince Covello,4
2022,164,0,24449,Parker McLachlin,3
2022,165,0,12782,Tim Herron,3
2022,166,0,23614,Rich Beem,3
2022,167,0,21959,Ted Purdy,2
2022,168,0,10213,Dicky Pride,1
2021,1,0,33448,Justin Thomas,3172
2021,2,0,50525,Collin Morikawa,3150
2021,3,0,47959,Bryson DeChambeau,3081
2021,4,0,35450,Patrick Cantlay,3076
2021,5,0,34099,Harris English,2696
2021,6,0,30925,Dustin Johnson,2578
2021,7,0,29725,Tony Finau,2467
2021,8,0,48081,Xander Schauffele,2352
2021,9,0,34046,Jordan Spieth,2343
2021,10,0,40026,Daniel Berger,2277
2021,11,0,34360,Patrick Reed,2105
2021,12,0,47504,Sam Burns,2026
2021,13,0,46046,Scottie Scheffler,2002
2021,14,0,29221,Webb Simpson,1984
2021,15,0,25396,Kevin Na,1974
2021,16,0,30944,Jason Kokrak,1957
2021,17,0,36689,Brooks Koepka,1807
2021,18,0,29420,Billy Horschel,1780
2021,19,0,29478,Kevin Kisner,1640
2021,20,0,20229,Stewart Cink,1608
2021,21,0,39977,Max Homa,1500
2021,22,0,27644,Brian Harman,1393
2021,23,0,12716,Charley Hoffman,1372
2021,24,0,52372,Cameron Champ,1355
2021,25,0,27214,Kevin Streelman,1310
2021,26,0,47483,Will Zalatoris,1296
2021,27,0,23320,Ryan Palmer,1286
2021,28,0,30927,Brendon Todd,1247
2021,29,0,33419,Cameron Tringale,1240
2021,30,0,35310,Lanto Griffin,1217
2021,31,0,25900,Lucas Glover,1211
2021,32,0,34098,Russell Henley,1184
2021,33,0,33141,Keegan Bradley,1180
2021,34,0,56278,Matthew Wolff,1175
2021,35,0,46442,Maverick McNealy,1140
2021,36,0,35449,Adam Long,1100
2021,37,0,34076,Joel Dahmen,1052
2021,38,0,46402,Talor Gooch,1048
2021,39,0,1810,Phil Mickelson,1038
2021,40,0,37189,Harold Varner III,1033
2021,41,0,35532,Tom Hoge,992
2021,42,0,34264,Hudson Swafford,989
2021,43,0,25804,Bubba Watson,980
2021,44,0,49771,J.T. Poston,966
2021,45,0,33597,Harry Higgs,956
2021,46,0,49964,Aaron Wise,924
2021,47,0,32640,Troy Merritt,923
2021,48,0,30926,Chris Kirk,910
2021,49,0,32757,Patton Kizzire,895
2021,50,0,29518,Brendan Steele,888
2021,51,0,34431,Robert Streb,872
2021,52,0,31323,Gary Woodland,869
2021,53,0,47128,Richy Werenski,843
2021,54,0,53165,Doc Redman,837
2021,55,0,31560,Brian Stuard,811
2021,56,0,47993,Denny McCarthy,790
2021,57,0,39546,Keith Mitchell,788
2021,58,0,51766,Wyndham Clark,761
2021,59,0,24361,Pat Perez,753
2021,60,0,34256,Andrew Putnam,746
2021,61,0,46550,Brandon Hagy,743
2021,62,0,19846,Brian Gay,741
2021,63,0,23108,Matt Kuchar,734
2021,64,0,34466,Peter Malnati,730
2021,65,0,32150,Michael Thompson,730
2021,66,0,27649,Brandt Snedeker,721
2021,67,0,47347,Adam Schenk,712
2021,68,0,36801,Mark Hubbard,705
2021,69,0,26476,Chez Reavie,688
2021,70,0,27129,Luke List,683
2021,71,0,49766,Hank Lebioda,679
2021,72,0,37275,Sam Ryder,674
2021,73,0,36871,Matthew NeSmith,671
2021,74,0,24024,Zach Johnson,667
2021,75,0,52375,Doug Ghim,661
2021,76,0,36699,Patrick Rodgers,650
2021,77,0,49298,Kramer Hickok,645
2021,78,0,21961,Charles Howell III,635
2021,79,0,25818,Scott Piercy,633
2021,80,0,40042,Tyler McCumber,627
2021,81,0,19803,Ryan Armour,617
2021,82,0,45609,Tyler Duncan,615
2021,83,0,28775,Nate Lashley,607
2021,84,0,30110,Kyle Stanley,600
2021,85,0,29535,Brice Garnett,599
2021,86,0,32102,Rickie Fowler,596
2021,87,0,30692,Scott Stallings,595
2021,88,0,33410,Andrew Landry,576
2021,89,0,32448,James Hahn,576
2021,90,0,33490,Bo Hoag,568
2021,91,0,34563,Chesson Hadley,560
2021,92,0,23325,Vaughn Taylor,527
2021,93,0,26596,Ryan Moore,512
2021,94,0,39953,Chase Seiffert,507
2021,95,0,31557,Jim Herman,497
2021,96,0,46435,Austin Cook,464
2021,97,0,35461,Beau Hossler,463
2021,98,0,46441,Robby Shelton,455
2021,99,0,34255,Joseph Bramlett,440
2021,100,0,51894,Vince Whaley,426
2021,101,0,56762,Will Gordon,408
2021,102,0,29479,Scott Brown,402
2021,103,0,27554,Scott Harrington,375
2021,104,0,29268,Bronson Burgoon,374
2021,105,0,27942,Rob Oppenheim,347
2021,106,0,23623,Bo Van Pelt,333
2021,107,0,25686,Jason Dufner,330
2021,108,0,8793,Tiger Woods,329
2021,109,0,32070,Rafael Campos,315
2021,110,0,34174,John Huh,297
2021,111,0,6527,Steve Stricker,289
2021,112,0,25632,Jimmy Walker,279
2021,113,0,34021,Bud Cauley,271
2021,114,0,33120,Mark Anderson,245
2021,115,0,29484,Peter Uihlein,242
2021,116,0,33413,Ben Martin,242
2021,117,0,27556,Ted Potter Jr.,238
2021,118,0,39324,J.J. Spaun,229
2021,119,0,32333,Kevin Tway,226
2021,120,0,27330,Josh Teater,217
2021,121,0,24140,Sean O'Hair,216
2021,122,0,27095,Nick Watney,215
2021,123,0,23788,D.J. Trahan,205
2021,124,0,48084,Wesley Bryan,204
2021,125,0,28420,Ryan Brehm,179
2021,126,0,34213,Grayson Murray,172
2021,127,0,32366,Kevin Chappell,167
2021,128,0,33404,Chris Baker,165
2021,129,0,27141,J.B. Holmes,147
2021,130,0,10809,Jim Furyk,145
2021,131,0,35732,Wes Roach,136
2021,132,0,24924,Bill Haas,128
2021,133,0,48045,Michael Gellerman,120
2021,134,0,24925,Jonathan Byrd,114
2021,135,0,24846,Ricky Barnes,91
2021,136,0,35879,Kelly Kraft,80
2021,137,0,32200,Roberto Castro,74
2021,138,0,24490,George McNeill,72
2021,139,0,40009,Dominic Bozzelli,71
2021,140,0,33449,Zack Sucher,70
2021,141,0,27963,Chris Stroud,60
2021,142,0,33418,Shawn Stefani,56
2021,143,0,28307,Matt Every,47
2021,144,0,39975,Michael Kim,46
2021,145,0,26951,Johnson Wagner,44
2021,146,0,35617,Martin Trainer,41
2021,147,0,12510,Chad Campbell,36
2021,148,0,26289,Boo Weekley,35
2021,149,0,8075,Jerry Kelly,26
2021,150,0,24358,Robert Garrigus,24
2021,151,0,23541,Ben Crane,21
2021,152,0,24781,Hunter Mahan,18
2021,153,0,30750,Tommy Gainey,16
2021,154,0,37273,Derek Ernst,15
2021,155,0,27933,John Merrick,13
2021,156,0,23353,J.J. Henry,13
2021,157,0,25240,D.A. Points,13
2021,158,0,31202,William McGirt,12
2021,159,0,32334,Charlie Beljan,12
2021,160,0,33461,Morgan Hoffmann,12
2021,161,0,27958,Ryan Blaum,11
2021,162,0,26679,Kevin Stadler,8
2021,163,0,24507,Jason Bohn,8
2021,164,0,11123,Chris Couch,5
2021,165,0,1706,Davis Love III,5
2021,166,0,1381,Fred Funk,5
2021,167,0,32982,Vince Covello,4
2021,168,0,24449,Parker McLachlin,3
2021,169,0,12782,Tim Herron,3
2021,170,0,23614,Rich Beem,3
2021,171,0,21959,Ted Purdy,2
2021,172,0,10213,Dicky Pride,1
2021,173,0,8385,Omar Uresti,1
2020,1,0,33448,Justin Thomas,1250
2020,2,0,29221,Webb Simpson,989
2020,3,0,50525,Collin Morikawa,974
2020,4,0,30925,Dustin Johnson,968
2020,5,0,47959,Bryson DeChambeau,833
2020,6,0,40026,Daniel Berger,790
2020,7,0,34360,Patrick Reed,724
