YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
2011,483,0,22913,John Rollins,18,The McGladrey,2,3 - Par 3 -
2011,486,0,25198,Francesco Molinari,18,Hyundai T of C,2,12 - Par 4
2011,492,0,1473,Todd Hamilton,18,Frys.com Open,1,1 - Par 4 -
2011,495,0,1941,Tom Pernice Jr.,18,Reno-Tahoe Open,3,12 - Par 4
2011,502,0,28258,K.T. Kim,17,WGC-Bridgestone,4,15 - Par 3
2011,504,0,21284,Hiroyuki Fujita,17,Honda Classic,1,4 - Par 4 -
2011,508,0,25804,Bubba Watson,17,TOUR Champ,2,3 - Par 4 -
2011,515,0,27214,Kevin Streelman,17,WGC-Cadillac,3,18 - Par 4
2011,521,0,35550,Matthew Swan,17,Viking Classic,1,9 - Par 4 -
2011,524,0,1677,Tom Lehman,17,Children's MNHC,3,9 - Par 4 -
2011,532,0,1948,Tim Petrovic,17,Memorial Tourn,2,8 - Par 3 -
2011,536,0,27896,Ross Fisher,17,WGC-Cadillac,2,10 - Par 5
2011,537,0,1797,Rocco Mediate,17,THE PLAYERS,3,7 - Par 4 -
2011,539,0,1249,John Daly,17,AT&T Pebble,3,4 - Par 4 -
2011,545,0,25863,Rod Perry,17,Children's MNHC,2,5 - Par 4 -
2011,566,0,34046,Jordan Spieth,16,HP Byron Nelson,1,6 - Par 4 -
2011,571,0,32150,Michael Thompson,16,Texas Open,2,6 - Par 4 -
2011,580,0,22056,Cameron Percy,16,John Deere Clas,4,1 - Par 4 -
2011,583,0,27072,Alvaro Quiros,16,THE PLAYERS,2,16 - Par 5
2011,586,0,2294,Willie Wood,16,Viking Classic,1,7 - Par 5 -
2011,588,0,21959,Ted Purdy,16,Texas Open,1,16 - Par 3
2011,595,0,35299,Todd Camplin,16,Wells Fargo,2,3 - Par 4 -
2011,611,0,20229,Stewart Cink,16,Bob Hope,2,7 - Par 4 -
2011,617,0,1343,Jon Fiedler,15,Northern Trust,1,7 - Par 4 -
2011,618,0,20859,Anders Hansen,15,WGC-Cadillac,1,14 - Par 4
2011,621,0,27408,Martin Kaymer,15,Transitions Chp,3,17 - Par 3
2011,622,0,30750,Tommy Gainey,15,The Heritage,3,18 - Par 4
2011,629,0,24083,Marcus Fraser,15,WGC-Cadillac,2,5 - Par 4 -
2011,642,0,1313,Steve Elkington,15,Reno-Tahoe Open,4,10 - Par 4
2011,643,0,21753,Brian Davis,15,Bob Hope,5,18 - Par 5
2011,647,0,27939,Matt McQuillan,15,John Deere Clas,1,2 - Par 5 -
2011,651,0,1381,Fred Funk,15,The Heritage,1,18 - Par 4
2011,653,0,27796,Joe Affrunti,15,AT&T Pebble,3,9 - Par 4 -
2011,669,0,10425,Jay Williamson,15,Reno-Tahoe Open,4,7 - Par 3 -
2011,673,0,1887,Mark O'Meara,15,THE PLAYERS,3,4 - Par 4 -
2011,674,0,12782,Tim Herron,15,Children's MNHC,3,15 - Par 3
2011,675,0,26329,Louis Oosthuizen,15,Northern Trust,3,18 - Par 4
2011,692,0,23800,Bryce Molder,14,Reno-Tahoe Open,4,5 - Par 4 -
2011,709,0,20848,Ángel Cabrera,14,The McGladrey,2,14 - Par 4
2011,741,0,12714,Chris Tidland,14,Canadian Open,2,11 - Par 4
2011,743,0,23614,Rich Beem,14,St. Jude,4,10 - Par 4
2011,753,0,6373,José María Olazábal,14,Reno-Tahoe Open,4,1 - Par 4 -
2011,758,0,28118,Peter Tomasulo,14,Farmers Ins.,1,13 - Par 5
2011,773,0,12652,Cameron Beckman,14,AT&T National,4,14 - Par 3
2011,783,0,22806,Doug LaBelle II,13,Sony Open,2,8 - Par 4 -
2011,794,0,1978,Fran Quinn,13,John Deere Clas,1,7 - Par 3 -
2011,800,0,22621,Ben Curtis,13,The Greenbrier,2,16 - Par 4
2011,805,0,19970,Robert Karlsson,13,Shell Houston,1,17 - Par 4
2011,808,0,27436,Graham DeLaet,13,Travelers Champ,2,11 - Par 3
2011,811,0,7223,Brian Bateman,13,Viking Classic,2,8 - Par 3 -
2011,820,0,19881,Robert Damron,13,Viking Classic,3,5 - Par 5 -
2011,823,0,8931,Glen Day,13,The Heritage,1,18 - Par 4
2011,830,0,1374,Robin Freeman,13,Viking Classic,1,2 - Par 3 -
2011,847,0,20645,John Senden,13,Honda Classic,3,5 - Par 3 -
2011,881,0,24449,Parker McLachlin,12,HP Byron Nelson,1,4 - Par 4 -
2011,901,0,6526,Kip Henley,12,St. Jude,2,16 - Par 5
2011,903,0,23349,Charles Warren,12,John Deere Clas,1,4 - Par 4 -
2011,910,0,32333,Kevin Tway,12,Travelers Champ,1,12 - Par 4
2011,926,0,19824,Craig Barlow,12,Reno-Tahoe Open,1,18 - Par 5
2011,933,0,27124,Chris Baryla,12,Children's MNHC,1,15 - Par 3
2011,940,0,34073,Creighton Honeck,12,Reno-Tahoe Open,1,5 - Par 4 -
2011,961,0,12680,Shigeki Maruyama,12,Sony Open,2,7 - Par 3 -
2011,990,0,20850,Daniel Chopra,11,Arnold Palmer,3,16 - Par 5
2011,991,0,29223,Sam Saunders,11,Wells Fargo,1,8 - Par 4 -
2011,998,0,20433,Mark Hensby,11,Reno-Tahoe Open,2,8 - Par 5 -
2010,1,0,27929,Shiv Kapur,297,Reno-Tahoe Open,2,9 - Par 5 -
2010,2,0,26951,Johnson Wagner,257,Viking Classic,1,7 - Par 5 -
2010,3,0,25892,Steve Wheatcroft,243,St. Jude,2,3 - Par 5 -
2010,4,0,10885,Robert Allenby,232,WGC-CA Champ,2,13 - Par 3
2010,5,0,29221,Webb Simpson,232,J. Timberlake,1,8 - Par 3 -
2010,6,0,6567,Vijay Singh,229,Deutsche Bank,3,2 - Par 5 -
2010,7,0,1797,Rocco Mediate,219,John Deere Clas,3,7 - Par 3 -
2010,8,0,27120,Troy Matteson,213,Frys.com Open,1,5 - Par 4 -
2010,9,0,24140,Sean O'Hair,212,BMW Champ,3,2 - Par 3 -
2010,10,0,8931,Glen Day,212,Canadian Open,4,8 - Par 3 -
2010,11,0,27936,Martin Laird,211,THE PLAYERS,2,5 - Par 4 -
2010,12,0,25686,Jason Dufner,210,Deutsche Bank,3,14 - Par 4
2010,13,0,25562,Andres Romero,208,Deutsche Bank,2,8 - Par 3 -
2010,15,0,12714,Chris Tidland,204,J. Timberlake,4,17 - Par 3
2010,16,0,23800,Bryce Molder,203,Phoenix Open,4,11 - Par 4
2010,17,0,1706,Davis Love III,202,Heritage,3,4 - Par 3 -
2010,19,0,25900,Lucas Glover,199,Shell Houston,2,16 - Par 3
2010,20,0,21959,Ted Purdy,198,Zurich Classic,4,14 - Par 3
2010,21,0,25720,Chad Collins,198,Crowne Plaza,2,1 - Par 5 -
2010,22,0,6643,Paul Goydos,195,Crowne Plaza,3,13 - Par 3
2010,23,0,20472,Alex Cejka,194,St. Jude,1,7 - Par 4 -
2010,24,0,8075,Jerry Kelly,193,Heritage,1,4 - Par 3 -
2010,26,0,20104,Ken Duke,191,HP Byron Nelson,2,2 - Par 3 -
2010,27,0,24490,George McNeill,189,Northern Trust,3,12 - Par 4
2010,28,0,27095,Nick Watney,188,Quail Hollow,1,12 - Par 4
2010,29,0,6621,Joe Durant,180,HP Byron Nelson,1,8 - Par 4 -
2010,30,0,26476,Chez Reavie,180,Shell Houston,2,6 - Par 4 -
2010,32,0,2245,Grant Waite,178,Texas Open,2,15 - Par 4
2010,33,0,27141,J.B. Holmes,178,AT&T Pebble,1,8 - Par 4 -
2010,34,0,1945,Kenny Perry,177,WGC-Bridgestone,4,6 - Par 4 -
2010,35,0,29910,Blake Adams,176,Heritage,2,3 - Par 4 -
2010,36,0,10860,Justin Leonard,175,Transitions Chp,2,13 - Par 3
2010,37,0,6522,Ernie Els,174,Deutsche Bank,1,17 - Par 4
2010,38,0,1766,Billy Mayfair,170,St. Jude,1,8 - Par 3 -
2010,39,0,24912,Will MacKenzie,170,St. Jude,1,8 - Par 3 -
2010,40,0,21528,Henrik Stenson,170,Crowne Plaza,3,18 - Par 4
2010,41,0,25345,Carl Pettersson,168,Honda Classic,2,8 - Par 4 -
2010,43,0,1707,Steve Lowery,167,Heritage,4,18 - Par 4
2010,44,0,12510,Chad Campbell,167,Travelers Champ,1,16 - Par 3
2010,45,0,20160,Charlie Wi,166,AT&T National,2,12 - Par 4
2010,46,0,24502,Adam Scott,166,WGC-Bridgestone,4,4 - Par 4 -
2010,47,0,34448,Brendan Gielow,165,Wyndham Champ.,1,3 - Par 3 -
2010,48,0,23325,Vaughn Taylor,164,The Barclays,4,9 - Par 4 -
2010,49,0,20645,John Senden,164,Memorial Tourn,4,8 - Par 3 -
2010,51,0,6197,Michael Allen,161,Frys.com Open,2,8 - Par 4 -
2010,53,0,23541,Ben Crane,161,Crowne Plaza,2,13 - Par 3
2010,55,0,23718,Nathan Green,159,AT&T National,1,5 - Par 3 -
2010,56,0,12755,Vance Veazey,158,The McGladrey,1,9 - Par 4 -
2010,58,0,21753,Brian Davis,156,BMW Champ,4,7 - Par 4 -
2010,59,0,26420,Richard Johnson,155,St. Jude,2,15 - Par 4
2010,60,0,20127,Chris Riley,155,Travelers Champ,4,14 - Par 4
2010,61,0,30925,Dustin Johnson,152,Northern Trust,2,6 - Par 3 -
2010,62,0,21350,Ryuji Imada,151,THE PLAYERS,1,10 - Par 4
2010,63,0,27330,Josh Teater,151,John Deere Clas,1,15 - Par 4
2010,64,0,19846,Brian Gay,151,HP Byron Nelson,3,10 - Par 4
2010,65,0,7457,Steve Flesch,150,Texas Open,3,6 - Par 4 -
2010,66,0,23814,Edoardo Molinari,149,WGC-CA Champ,1,17 - Par 4
2010,68,0,7867,Woody Austin,145,Shell Houston,2,7 - Par 3 -
2010,69,0,1157,Tom Byrum,144,Texas Open,1,11 - Par 4
2010,71,0,10423,Mike Weir,144,Heritage,1,1 - Par 4 -
2010,73,0,12705,Cliff Kresge,143,The McGladrey,1,5 - Par 4 -
2010,74,0,10585,Scott McCarron,142,AT&T National,1,2 - Par 4 -
2010,75,0,22378,Trevor Immelman,138,Canadian Open,3,15 - Par 5
2010,77,0,23135,Tim Clark,137,Deutsche Bank,3,10 - Par 4
2010,80,0,28475,Jeff Overton,136,Northern Trust,2,9 - Par 4 -
2010,81,0,20121,Todd Fischer,136,Reno-Tahoe Open,1,5 - Par 4 -
2010,82,0,1161,Mark Calcavecchia,135,Honda Classic,2,8 - Par 4 -
2010,83,0,27649,Brandt Snedeker,135,Travelers Champ,1,12 - Par 4
2010,85,0,1810,Phil Mickelson,134,Arnold Palmer,2,8 - Par 4 -
2010,86,0,20498,Briny Baird,134,Viking Classic,2,3 - Par 4 -
2010,87,0,24227,Justin Bolli,131,Disney,1,1 - Par 4 -
2010,89,0,20572,Rod Pampling,130,Northern Trust,1,7 - Par 4 -
2010,91,0,10425,Jay Williamson,129,Disney,1,16 - Par 4
2010,92,0,20229,Stewart Cink,129,Arnold Palmer,1,3 - Par 4 -
2010,93,0,32495,Rob Grube,128,Canadian Open,1,14 - Par 4
2010,94,0,6251,Chris DiMarco,127,AT&T Pebble,3,11 - Par 4
2010,95,0,6595,Kevin Sutherland,124,Zurich Classic,1,8 - Par 4 -
2010,97,0,30852,Ryo Ishikawa,120,Northern Trust,2,17 - Par 5
2010,98,0,1116,Michael Bradley,119,The Greenbrier,2,1 - Par 4 -
2010,102,0,20213,Katsumasa Miyamoto,116,WGC-Bridgestone,3,17 - Par 4
2010,103,0,12782,Tim Herron,116,AT&T National,1,10 - Par 4
2010,109,0,25493,Nick Taylor,113,Canadian Open,1,1 - Par 4 -
2010,110,0,25240,D.A. Points,113,Turning Stone,2,8 - Par 5 -
2010,112,0,20686,Jeev Milkha Singh,113,Frys.com Open,4,15 - Par 5
2010,113,0,24357,K.J. Choi,111,Crowne Plaza,3,6 - Par 4 -
2010,115,0,6004,Stephen Ames,110,Canadian Open,2,15 - Par 5
2010,116,0,24663,Y.E. Yang,110,Phoenix Open,4,10 - Par 4
2010,118,0,8725,Tom Gillis,109,AT&T Pebble,2,11 - Par 4
2010,119,0,23613,Rich Barcelo,108,AT&T Pebble,3,2 - Par 5 -
2010,120,0,24846,Ricky Barnes,108,Memorial Tourn,3,11 - Par 5
2010,122,0,1724,Jeff Maggert,107,AT&T Pebble,4,16 - Par 4
2010,126,0,1473,Todd Hamilton,103,Canadian Open,1,15 - Par 5
2010,128,0,26695,Michael Letzig,102,Phoenix Open,1,1 - Par 4 -
2010,130,0,26851,Marc Leishman,100,Heritage,1,15 - Par 5
2010,131,0,32102,Rickie Fowler,100,Phoenix Open,2,2 - Par 4 -
2010,132,0,27447,John Ellis,99,Frys.com Open,1,9 - Par 5 -
2010,134,0,12663,Phil Tataurangi,97,Texas Open,1,5 - Par 4 -
2010,135,0,22122,Andrew McLardy,96,Frys.com Open,2,12 - Par 5
2010,136,0,23322,Brett Wetterich,95,Memorial Tourn,3,15 - Par 5
2010,138,0,21209,Sergio Garcia,95,Transitions Chp,4,5 - Par 5 -
2010,142,0,26881,Jarrod Lyle,92,Zurich Classic,2,10 - Par 4
2010,143,0,2214,Kirk Triplett,92,Texas Open,2,11 - Par 4
2010,144,0,20593,Greg Chalmers,92,John Deere Clas,4,10 - Par 5
2010,146,0,26300,Matt Jones,89,John Deere Clas,1,10 - Par 5
2010,150,0,22946,Henrik Bjornstad,87,Sony Open,2,9 - Par 5 -
2010,151,0,22056,Cameron Percy,85,Zurich Classic,1,2 - Par 5 -
2010,153,0,1577,Lee Janzen,85,Zurich Classic,4,13 - Par 4
2010,155,0,27214,Kevin Streelman,82,Canadian Open,1,15 - Par 5
2010,156,0,22405,Justin Rose,81,The Barclays,2,17 - Par 5
2010,157,0,22913,John Rollins,81,Arnold Palmer,1,10 - Par 4
2010,159,0,1619,Skip Kendall,79,Travelers Champ,1,4 - Par 4 -
2010,160,0,26289,Boo Weekley,78,Memorial Tourn,2,5 - Par 5 -
2010,161,0,22621,Ben Curtis,77,Honda Classic,2,4 - Par 4 -
2010,163,0,23673,Michael Connell,76,Disney,4,8 - Par 5 -
2010,165,0,23409,James Driscoll,74,Canadian Open,1,9 - Par 5 -
2010,167,0,26497,Casey Wittenberg,70,St. Jude,3,3 - Par 5 -
2010,170,0,10809,Jim Furyk,64,WGC-Bridgestone,4,2 - Par 5 -
2010,172,0,22371,Aaron Baddeley,63,Wyndham Champ.,1,8 - Par 4 -
2010,174,0,31560,Brian Stuard,57,Sony Open,3,15 - Par 4
2010,177,0,21961,Charles Howell III,53,J. Timberlake,1,13 - Par 5
2010,180,0,7749,Brett Quigley,51,The McGladrey,4,7 - Par 5 -
2010,181,0,25818,Scott Piercy,50,Quail Hollow,2,8 - Par 4 -
2010,182,0,34097,Tyson Shinaut,49,Zurich Classic,1,13 - Par 4
2010,183,0,26301,James Nitties,48,The Greenbrier,1,10 - Par 4
2010,185,0,1249,John Daly,46,Transitions Chp,4,14 - Par 5
2010,186,0,23048,Eric Axley,45,Texas Open,2,14 - Par 5
2010,193,0,8375,Paul Stankowski,41,Wyndham Champ.,2,14 - Par 4
2010,194,0,8537,J.P. Hayes,41,Transitions Chp,1,1 - Par 5 -
2010,195,0,27797,Derek Lamely,41,Wyndham Champ.,2,15 - Par 5
2010,196,0,28158,Steve Marino,41,WGC-CA Champ,1,10 - Par 5
2010,197,0,1978,Fran Quinn,41,Zurich Classic,4,8 - Par 4 -
2010,198,0,24358,Robert Garrigus,41,AT&T Pebble,4,18 - Par 5
2010,199,0,6515,Shaun Micheel,41,Turning Stone,2,12 - Par 5
2010,202,0,23788,D.J. Trahan,39,Turning Stone,2,12 - Par 5
2010,203,0,20070,Matt Bettencourt,39,Reno-Tahoe Open,2,11 - Par 5
2010,204,0,24449,Parker McLachlin,38,Phoenix Open,4,11 - Par 4
2010,205,0,20766,Padraig Harrington,38,AT&T Pebble,2,6 - Par 5 -
2010,208,0,1941,Tom Pernice Jr.,37,HP Byron Nelson,2,8 - Par 4 -
2010,209,0,27613,David Lutterus,36,Travelers Champ,2,7 - Par 4 -
2010,212,0,28620,Aron Price,35,The Greenbrier,1,12 - Par 5
2010,215,0,32640,Troy Merritt,35,Quail Hollow,2,18 - Par 4
2010,216,0,12823,Carlos Franco,35,Quail Hollow,4,4 - Par 4 -
2010,218,0,27436,Graham DeLaet,34,J. Timberlake,1,13 - Par 5
2010,221,0,28307,Matt Every,33,Farmers Ins.,2,15 - Par 4
2010,222,0,23983,Luke Donald,33,THE TOUR Champ,4,17 - Par 4
2010,224,0,23108,Matt Kuchar,32,WGC-CA Champ,1,10 - Par 5
2010,228,0,23320,Ryan Palmer,31,Texas Open,4,1 - Par 4 -
2010,231,0,21949,Joe Ogilvie,30,Phoenix Open,3,15 - Par 5
2010,234,0,27963,Chris Stroud,30,Viking Classic,2,7 - Par 5 -
2010,235,0,27466,Spencer Levin,30,Disney,2,1 - Par 4 -
2010,243,0,22293,Heath Slocum,29,The McGladrey,3,14 - Par 4
2010,248,0,9011,David Duval,29,Turning Stone,1,15 - Par 4
2010,249,0,1457,Jay Haas,29,THE PLAYERS,2,1 - Par 4 -
2010,251,0,12652,Cameron Beckman,29,Sony Open,1,5 - Par 4 -
2010,255,0,26882,Michael Sim,28,Deutsche Bank,4,2 - Par 5 -
2010,256,0,30946,Alex Prugh,28,Farmers Ins.,4,12 - Par 4
2010,257,0,1948,Tim Petrovic,28,Deutsche Bank,4,17 - Par 4
2010,264,0,28089,Jason Day,27,Quail Hollow,3,10 - Par 5
2010,265,0,6527,Steve Stricker,27,WGC-CA Champ,4,1 - Par 5 -
2010,267,0,1320,Bob Estes,27,Shell Houston,4,5 - Par 4 -
2010,271,0,24138,Ian Poulter,26,Deutsche Bank,3,14 - Par 4
2010,272,0,20157,Retief Goosen,26,WGC-Bridgestone,2,4 - Par 4 -
2010,273,0,29222,Billy Hurley III,26,Turning Stone,4,13 - Par 4
2010,279,0,26287,Roland Thatcher,26,St. Jude,2,2 - Par 4 -
2010,282,0,24924,Bill Haas,25,THE PLAYERS,2,11 - Par 5
2010,287,0,25349,Tim Wilkinson,25,Northern Trust,4,4 - Par 3 -
2010,290,0,32617,Jerod Turner,25,HP Byron Nelson,2,14 - Par 4
2010,304,0,8385,Omar Uresti,24,Shell Houston,2,5 - Par 4 -
2010,305,0,11123,Chris Couch,24,Crowne Plaza,2,14 - Par 4
2010,310,0,24925,Jonathan Byrd,24,Frys.com Open,1,11 - Par 3
2010,317,0,29285,Brent Delahoussaye,24,Travelers Champ,2,10 - Par 4
2010,320,0,25632,Jimmy Walker,24,Heritage,2,7 - Par 3 -
2010,322,0,1132,Mark Brooks,24,Frys.com Open,2,10 - Par 4
2010,332,0,33419,Cameron Tringale,23,J. Timberlake,1,6 - Par 4 -
2010,334,0,27896,Ross Fisher,23,Transitions Chp,1,10 - Par 4
2010,336,0,21878,Mark Wilson,23,Zurich Classic,1,18 - Par 5
2010,337,0,2206,David Toms,23,Crowne Plaza,3,11 - Par 5
2010,343,0,25804,Bubba Watson,23,Quail Hollow,2,10 - Par 5
2010,346,0,20850,Daniel Chopra,23,Zurich Classic,2,7 - Par 5 -
2010,351,0,23353,J.J. Henry,22,Reno-Tahoe Open,4,11 - Par 5
2010,352,0,2106,Chris Smith,22,Memorial Tourn,1,13 - Par 4
2010,355,0,27129,Luke List,22,Travelers Champ,1,8 - Par 3 -
2010,357,0,1419,Tom Gleeton,22,Travelers Champ,2,8 - Par 3 -
2010,358,0,1388,Robert Gamez,22,Reno-Tahoe Open,4,10 - Par 4
2010,359,0,23623,Bo Van Pelt,22,Northern Trust,3,5 - Par 4 -
2010,360,0,12602,Dean Wilson,22,St. Jude,1,12 - Par 4
2010,361,0,2239,Scott Verplank,22,Northern Trust,3,8 - Par 4 -
2010,363,0,28500,Martin Flores,22,Reno-Tahoe Open,3,9 - Par 5 -
2010,364,0,24507,Jason Bohn,22,John Deere Clas,4,17 - Par 5
2010,369,0,1928,Corey Pavin,22,HP Byron Nelson,3,17 - Par 3
2010,371,0,25364,Paul Casey,22,The Barclays,2,8 - Par 3 -
2010,373,0,28780,Nicholas Thompson,22,Quail Hollow,1,6 - Par 3 -
2010,381,0,26498,Matt Weibring,21,Texas Open,2,11 - Par 4
2010,384,0,33140,Alex Hamilton,21,The McGladrey,1,3 - Par 3 -
2010,385,0,22348,Nick O'Hern,21,Transitions Chp,2,16 - Par 4
2010,390,0,24361,Pat Perez,21,Northern Trust,2,7 - Par 4 -
2010,396,0,10117,Bob Heintz,21,Canadian Open,1,4 - Par 4 -
2010,401,0,2160,Ron Streck,21,Reno-Tahoe Open,2,14 - Par 4
2010,406,0,29718,Anthony Kim,20,Honda Classic,2,7 - Par 3 -
2010,407,0,21731,Freddie Jacobson,20,Crowne Plaza,4,4 - Par 3 -
2010,418,0,23638,Brendon de Jonge,20,Farmers Ins.,1,12 - Par 4
2010,427,0,26392,Chris Wilson,20,J. Timberlake,4,12 - Par 4
2010,429,0,25190,Jeff Quinney,20,Sony Open,1,7 - Par 3 -
2010,439,0,23614,Rich Beem,19,Farmers Ins.,3,7 - Par 4 -
2010,440,0,20029,Notah Begay III,19,Quail Hollow,1,17 - Par 3
2010,443,0,27060,John Mallinger,19,Disney,1,10 - Par 5
2010,446,0,28486,Michael Putnam,19,Farmers Ins.,1,6 - Par 5 -
2010,448,0,6012,Greg Kraft,19,Heritage,1,12 - Par 4
2010,452,0,33168,Michael O'Neal,19,St. Jude,1,17 - Par 4
2010,455,0,6514,Kevin Johnson,19,Canadian Open,2,18 - Par 4
2010,456,0,23621,Rory Sabbatini,19,Sony Open,1,10 - Par 4
2010,457,0,20098,Stuart Appleby,19,Shell Houston,3,16 - Par 3
2010,459,0,26331,Charl Schwartzel,19,WGC-CA Champ,1,2 - Par 4 -
2010,463,0,23307,Roger Tambellini,19,HP Byron Nelson,1,14 - Par 4
2010,475,0,12716,Charley Hoffman,18,Deutsche Bank,2,12 - Par 4
2010,477,0,27933,John Merrick,18,Zurich Classic,2,14 - Par 3
2010,482,0,28237,Rory McIlroy,18,BMW Champ,4,17 - Par 4
2010,489,0,28087,Kris Blanks,18,Heritage,1,4 - Par 3 -
2010,495,0,27318,Ted Brown,18,Canadian Open,2,1 - Par 4 -
2010,498,0,27506,Oliver Wilson,18,THE PLAYERS,1,2 - Par 5 -
2010,500,0,32416,Benjamin Fox,18,Phoenix Open,1,12 - Par 3
2010,508,0,25396,Kevin Na,18,Northern Trust,4,15 - Par 4
2010,510,0,29223,Sam Saunders,18,Honda Classic,4,1 - Par 4 -
2010,512,0,23624,Soren Hansen,18,WGC-CA Champ,4,13 - Par 3
2010,514,0,21470,Daisuke Maruyama,18,Sony Open,2,3 - Par 4 -
2010,516,0,21805,Harrison Frazar,18,Zurich Classic,2,13 - Par 4
2010,524,0,23548,Bill Lunde,17,Travelers Champ,2,15 - Par 4
2010,530,0,20105,Jeff Gove,17,St. Jude,2,16 - Par 5
2010,531,0,26596,Ryan Moore,17,BMW Champ,1,11 - Par 5
2010,534,0,22046,Geoff Ogilvy,17,WGC-Bridgestone,4,16 - Par 5
2010,539,0,26679,Kevin Stadler,17,Memorial Tourn,4,2 - Par 4 -
2010,551,0,1313,Steve Elkington,17,Bob Hope,1,18 - Par 5
2010,557,0,1381,Fred Funk,17,THE PLAYERS,3,6 - Par 4 -
2010,572,0,30930,Ty Harris,17,Transitions Chp,1,5 - Par 5 -
2010,595,0,32698,Bobby Gates,16,Texas Open,1,13 - Par 3
2010,597,0,8635,Colin Montgomerie,16,Arnold Palmer,3,18 - Par 4
2010,610,0,20436,Garrett Willis,16,St. Jude,1,17 - Par 4
2010,620,0,24781,Hunter Mahan,16,THE PLAYERS,2,2 - Par 5 -
2010,636,0,24511,Thongchai Jaidee,15,THE PLAYERS,2,3 - Par 3 -
2010,678,0,20663,Brenden Pappas,15,Bob Hope,5,18 - Par 5
2010,679,0,20691,Greg Owen,15,Texas Open,1,6 - Par 4 -
2010,686,0,34046,Jordan Spieth,15,St. Jude,2,16 - Par 5
2010,692,0,7363,Craig Bowden,14,Texas Open,1,13 - Par 3
2010,694,0,22892,Jason Gore,14,AT&T Pebble,3,17 - Par 3
2010,697,0,29425,Andrew Svoboda,14,Shell Houston,2,4 - Par 5 -
2010,713,0,10733,Kent Jones,14,Turning Stone,1,11 - Par 3
2010,726,0,30004,Ross McGowan,14,WGC-CA Champ,3,8 - Par 5 -
2010,750,0,25572,Graeme McDowell,14,WGC-Bridgestone,4,12 - Par 3
2010,763,0,20574,Mathew Goggin,13,Zurich Classic,2,12 - Par 4
2010,765,0,34384,Eugene Wong,13,Canadian Open,2,10 - Par 4
2010,779,0,31323,Gary Woodland,13,St. Jude,1,5 - Par 4 -
2010,783,0,6034,Marco Dawson,13,John Deere Clas,1,18 - Par 4
2010,790,0,29420,Billy Horschel,13,Sony Open,2,13 - Par 4
2010,809,0,24024,Zach Johnson,13,Phoenix Open,2,4 - Par 3 -
2010,813,0,34478,Jerry Richardson Jr.,13,Wyndham Champ.,2,6 - Par 4 -
2010,869,0,12309,Bob Sowards,12,The Greenbrier,1,16 - Par 4
2010,877,0,20596,Michael Jonzon,12,WGC-Bridgestone,2,14 - Par 4
2010,896,0,20859,Anders Hansen,12,WGC-CA Champ,2,7 - Par 4 -
2010,910,0,34096,Matt Fast,12,Zurich Classic,2,13 - Par 4
2010,917,0,27302,Garth Mulroy,12,HP Byron Nelson,1,11 - Par 4
2010,926,0,23497,Tag Ridings,12,Shell Houston,1,2 - Par 4 -
2010,943,0,27072,Alvaro Quiros,12,Phoenix Open,1,8 - Par 4 -
2010,948,0,1761,Len Mattiace,12,Reno-Tahoe Open,2,12 - Par 3
2010,949,0,8339,Spike McRoy,12,Texas Open,1,10 - Par 4
2010,952,0,31688,Kenny Kim,12,Reno-Tahoe Open,2,7 - Par 3 -
2010,960,0,25336,Alistair Presnell,12,WGC-CA Champ,4,9 - Par 3 -
2010,970,0,22792,Peter Hanson,11,WGC-CA Champ,1,5 - Par 4 -
2010,989,0,24503,Jeff Klauk,11,Quail Hollow,2,10 - Par 5
2010,990,0,31437,Chris Rogers,11,St. Jude,4,18 - Par 4
2009,1,0,28780,Nicholas Thompson,261,Frys.com Open,3,11 - Par 5
2009,2,0,24358,Robert Garrigus,256,Shell Houston,2,4 - Par 5 -
2009,3,0,20645,John Senden,250,Deutsche Bank,2,2 - Par 5 -
2009,4,0,29221,Webb Simpson,221,Arnold Palmer,2,17 - Par 3
2009,5,0,20094,Jonathan Kaye,214,Milwaukee,3,7 - Par 3 -
2009,6,0,8385,Omar Uresti,214,Milwaukee,2,7 - Par 3 -
2009,7,0,32102,Rickie Fowler,211,Frys.com Open,4,5 - Par 3 -
2009,8,0,20634,Peter Lonard,203,Canadian Open,1,12 - Par 3
2009,9,0,1928,Corey Pavin,203,Canadian Open,4,8 - Par 4 -
2009,10,0,26497,Casey Wittenberg,202,Sony Open,3,4 - Par 3 -
2009,11,0,10423,Mike Weir,200,Canadian Open,3,4 - Par 3 -
2009,13,0,12510,Chad Campbell,199,Frys.com Open,3,16 - Par 3
2009,14,0,21959,Ted Purdy,199,Frys.com Open,3,16 - Par 3
2009,15,0,20157,Retief Goosen,195,Buick Invitatio,2,4 - Par 4 -
2009,16,0,26498,Matt Weibring,194,Travelers Champ,2,4 - Par 4 -
2009,17,0,23325,Vaughn Taylor,192,Arnold Palmer,2,7 - Par 3 -
2009,18,0,32199,Matthew Borchert,191,Texas Open,2,14 - Par 5
2009,19,0,10213,Dicky Pride,189,St. Jude,2,13 - Par 4
2009,20,0,27060,John Mallinger,184,50th Bob Hope,5,3 - Par 3 -
2009,21,0,20850,Daniel Chopra,179,The Barclays,3,4 - Par 3 -
2009,22,0,7749,Brett Quigley,178,Deutsche Bank,2,12 - Par 4
