YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2023,0,40250,Taylor Pendrith,"51' 3""",11116.833,217,-50
2023,0,47983,Chad Ramey,"51' 3""",13784.167,269,-58
2023,0,40006,Erik van Rooyen,"51' 3""",8609.083,168,-42
2023,0,55454,Carl Yuan,"51' 3""",10040.417,196,-32
2023,0,34098,Russell Henley,"51' 4""",11913.25,232,-34
2023,0,28775,Nate Lashley,"51' 4""",12167.083,237,-58
2023,0,27214,Kevin Streelman,"51' 4""",12321.5,240,-35
2023,0,39997,Corey Conners,"51' 5""",11620.083,226,-47
2023,0,45609,Tyler Duncan,"51' 5""",12289.583,239,-53
2023,0,39975,Michael Kim,"51' 5""",9665.167,188,-30
2023,0,22405,Justin Rose,"51' 6""",8708.333,169,-40
2023,0,46340,Alex Smalley,"51' 6""",13533.75,263,-50
2023,0,52411,Kyle Westmoreland,"51' 6""",7616.583,148,-25
2023,0,52374,Brandon Wu,"51' 6""",13400.333,260,-48
2023,0,48117,Kurt Kitayama,"51' 7""",6866.083,133,-8
2023,0,33204,Shane Lowry,"51' 7""",9183.25,178,-46
2023,0,19803,Ryan Armour,"51' 8""",11166.417,216,-11
2023,0,31202,William McGirt,"51' 8""",6253.583,121,-23
2023,0,48887,Matt Wallace,"51' 8""",9458.083,183,-28
2023,0,33408,Tyson Alexander,"51' 9""",9671.083,187,-32
2023,0,46435,Austin Cook,"51' 9""",8905.167,172,E
2023,0,39324,J.J. Spaun,"51' 9""",12837.167,248,-53
2023,0,27963,Chris Stroud,"51' 9""",6939.25,134,-26
2023,0,45522,Christiaan Bezuidenhout,"51' 10""",12178.833,235,-32
2023,0,28089,Jason Day,"51' 10""",10372.667,200,-49
2023,0,51414,Brent Grant,"51' 10""",9541.25,184,-23
2023,0,49771,J.T. Poston,"51' 10""",12637.75,244,-46
2023,0,31557,Jim Herman,"51' 11""",9448.667,182,-30
2023,0,34099,Harris English,"52' 0""",14094.083,271,-36
2023,0,55708,Hayden Buckley,"52' 1""",9010.0,173,-25
2023,0,34076,Joel Dahmen,"52' 2""",11478.583,220,-27
2023,0,51349,Nico Echavarria,"52' 2""",9072.667,174,-12
2023,0,27554,Scott Harrington,"52' 4""",9311.333,178,-42
2023,0,33122,Russell Knox,"52' 4""",11562.417,221,-42
2023,0,28420,Ryan Brehm,"52' 5""",8127.167,155,-25
2023,0,30911,Tommy Fleetwood,"52' 5""",10740.25,205,-44
2023,0,48699,Callum Tarren,"52' 5""",11006.083,210,-23
2023,0,27095,Nick Watney,"52' 5""",7027.417,134,-11
2023,0,39977,Max Homa,"52' 7""",11940.5,227,-57
2023,0,46414,Aaron Rai,"52' 7""",15042.833,286,-74
2023,0,25493,Nick Taylor,"52' 7""",11782.5,224,-35
2023,0,48084,Wesley Bryan,"52' 8""",4427.25,84,-13
2023,0,40162,Justin Lower,"52' 8""",12269.417,233,-53
2023,0,55789,Taylor Montgomery,"52' 8""",12422.833,236,-51
2023,0,29908,C.T. Pan,"52' 8""",5848.667,111,-21
2023,0,26596,Ryan Moore,"52' 9""",10601.667,201,-37
2023,0,54591,Ben Griffin,"52' 10""",13730.333,260,-73
2023,0,56762,Will Gordon,"52' 11""",15298.667,289,-55
2023,0,54421,Garrick Higgo,"52' 11""",13656.667,258,-67
2023,0,32816,Satoshi Kodaira,"53' 0""",7788.25,147,-20
2023,0,34431,Robert Streb,"53' 0""",9014.75,170,-27
2023,0,59018,Ryan Gerard,"53' 2""",8719.833,164,-30
2023,0,35310,Lanto Griffin,"53' 4""",7680.0,144,-36
2023,0,34363,Tyrrell Hatton,"53' 5""",9931.583,186,-39
2023,0,25632,Jimmy Walker,"53' 5""",10797.083,202,-30
2023,0,32366,Kevin Chappell,"53' 7""",5359.083,100,-27
2023,0,30927,Brendon Todd,"53' 8""",13836.583,258,-47
2023,0,33948,Byeong Hun An,"53' 9""",11978.25,223,-49
2023,0,25686,Jason Dufner,"53' 9""",10588.0,197,-22
2023,0,46442,Maverick McNealy,"53' 9""",7416.417,138,-19
2023,0,33448,Justin Thomas,"53' 9""",11131.5,207,-50
2023,0,48081,Xander Schauffele,"53' 10""",10275.333,191,-47
2023,0,29535,Brice Garnett,"53' 11""",10574.75,196,-37
2023,0,34563,Chesson Hadley,"53' 11""",11970.333,222,-42
2023,0,30163,Henrik Norlander,"54' 1""",11039.333,204,-26
2023,0,36326,David Lipsky,"54' 2""",14137.75,261,-40
2023,0,37275,Sam Ryder,"54' 4""",13751.0,253,-38
2023,0,20229,Stewart Cink,"54' 5""",9735.667,179,-36
2023,0,27349,Alex Noren,"54' 5""",11704.167,215,-39
2023,0,33597,Harry Higgs,"54' 7""",8514.0,156,-13
2023,0,54628,Lee Hodges,"54' 7""",15502.917,284,-62
2023,0,39546,Keith Mitchell,"54' 7""",12448.917,228,-52
2023,0,25818,Scott Piercy,"54' 7""",10369.917,190,-34
2023,0,32791,K.H. Lee,"54' 8""",12843.25,235,-52
2023,0,30926,Chris Kirk,"54' 9""",11833.667,216,-48
2023,0,35461,Beau Hossler,"54' 10""",14430.667,263,-50
2023,0,54783,Dylan Wu,"54' 11""",13664.333,249,-49
2023,0,40058,Zac Blair,"55' 0""",11107.417,202,-39
2023,0,34256,Andrew Putnam,"55' 0""",16347.167,297,-51
2023,0,34046,Jordan Spieth,"55' 0""",10347.0,188,-38
2023,0,32102,Rickie Fowler,"55' 1""",13878.5,252,-67
2023,0,31646,Emiliano Grillo,"55' 3""",14312.75,259,-48
2023,0,27936,Martin Laird,"55' 3""",12808.667,232,-37
2023,0,49298,Kramer Hickok,"55' 4""",11561.083,209,-33
2023,0,50188,S.H. Kim,"55' 4""",15448.417,279,-51
2023,0,36699,Patrick Rodgers,"55' 4""",13671.75,247,-55
2023,0,33399,Adam Hadwin,"55' 6""",15484.417,279,-41
2023,0,35879,Kelly Kraft,"55' 6""",12712.583,229,-29
2023,0,53165,Doc Redman,"55' 6""",10315.917,186,-20
2023,0,49766,Hank Lebioda,"55' 7""",7442.583,134,-18
2023,0,57975,Harry Hall,"55' 10""",10889.083,195,-38
2023,0,32448,James Hahn,"55' 11""",11289.333,202,-37
2023,0,22371,Aaron Baddeley,"56' 0""",9850.0,176,-22
2023,0,24024,Zach Johnson,"56' 0""",10142.917,181,-6
2023,0,23108,Matt Kuchar,"56' 2""",13474.75,240,-44
2023,0,47993,Denny McCarthy,"56' 2""",13928.833,248,-40
2023,0,51890,Greyson Sigg,"56' 2""",14089.583,251,-59
2023,0,34409,David Lingmerth,"56' 3""",11242.5,200,-8
2023,0,33410,Andrew Landry,"56' 4""",10312.833,183,-13
2023,0,47504,Sam Burns,"56' 7""",12215.75,216,-48
2023,0,35506,Mackenzie Hughes,"56' 7""",12335.667,218,-47
2023,0,28252,Seamus Power,"56' 10""",11422.417,201,-16
2023,0,22056,Cameron Percy,"57' 0""",7814.083,137,-20
2023,0,51950,Max McGreevy,"57' 2""",10059.583,176,-24
2023,0,58967,Trevor Werbylo,"57' 4""",9004.083,157,-11
2023,0,35617,Martin Trainer,"57' 5""",6429.667,112,-14
2023,0,24925,Jonathan Byrd,"57' 7""",7369.333,128,-20
2023,0,29970,Dylan Frittelli,"57' 9""",8835.333,153,-19
2023,0,39058,Lucas Herbert,"57' 9""",7848.583,136,-19
2023,0,33413,Ben Martin,"57' 11""",13377.583,231,-32
2023,0,34466,Peter Malnati,"58' 6""",12279.5,210,-49
2023,0,35449,Adam Long,"58' 11""",15974.0,271,-45
2023,0,29420,Billy Horschel,"60' 0""",10266.333,171,-24
2023,0,31560,Brian Stuard,"60' 8""",9100.333,150,-14
2023,0,34610,Matthias Schwab,"61' 8""",14545.5,236,-29
2022,0,33204,Shane Lowry,"43' 1""",5989.75,139,-39
2022,0,50525,Collin Morikawa,"43' 1""",6328.167,147,-49
2022,0,56278,Matthew Wolff,"44' 8""",4418.833,99,-11
2022,0,37189,Harold Varner III,"44' 11""",6966.583,155,-42
2022,0,47483,Will Zalatoris,"45' 1""",7033.5,156,-40
2022,0,28237,Rory McIlroy,"45' 4""",7254.833,160,-40
2022,0,47856,Seth Reeves,"45' 4""",6799.583,150,-39
2022,0,49964,Aaron Wise,"45' 5""",10862.5,239,-53
2022,0,24502,Adam Scott,"45' 6""",7831.167,172,-30
2022,0,48081,Xander Schauffele,"45' 7""",8802.917,193,-60
2022,0,33448,Justin Thomas,"45' 7""",7973.25,175,-43
2022,0,32839,Hideki Matsuyama,"45' 9""",8187.75,179,-48
2022,0,19803,Ryan Armour,"45' 11""",5511.5,120,-7
2022,0,46717,Viktor Hovland,"46' 2""",8487.0,184,-44
2022,0,52372,Cameron Champ,"46' 3""",6797.167,147,-35
2022,0,39971,Sungjae Im,"46' 4""",10885.0,235,-75
2022,0,35450,Patrick Cantlay,"46' 5""",7339.083,158,-56
2022,0,45486,Joaquin Niemann,"46' 5""",7518.167,162,-37
2022,0,46340,Alex Smalley,"46' 6""",10329.167,222,-39
2022,0,50095,Austin Smotherman,"46' 6""",9711.25,209,-52
2022,0,48699,Callum Tarren,"46' 7""",6423.417,138,-19
2022,0,48117,Kurt Kitayama,"46' 8""",5646.75,121,-35
2022,0,39997,Corey Conners,"46' 10""",10254.75,219,-52
2022,0,46970,Jon Rahm,"46' 11""",8862.25,189,-49
2022,0,39977,Max Homa,"47' 0""",10098.917,215,-57
2022,0,45609,Tyler Duncan,"47' 1""",9796.333,208,-49
2022,0,23320,Ryan Palmer,"47' 1""",5886.917,125,-24
2022,0,31646,Emiliano Grillo,"47' 2""",9810.167,208,-56
2022,0,57366,Cameron Young,"47' 2""",9473.0,201,-45
2022,0,31323,Gary Woodland,"47' 4""",7483.833,158,-40
2022,0,27644,Brian Harman,"47' 5""",11007.417,232,-44
2022,0,46414,Aaron Rai,"47' 6""",10444.667,220,-41
2022,0,33419,Cameron Tringale,"47' 8""",10534.583,221,-56
2022,0,45157,Cam Davis,"47' 9""",10416.5,218,-46
2022,0,25686,Jason Dufner,"47' 9""",5350.5,112,-7
2022,0,34255,Joseph Bramlett,"47' 10""",7846.917,164,-40
2022,0,25900,Lucas Glover,"47' 10""",11423.5,239,-32
