YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
2019,0,35376,Roberto Díaz,44.44,32,72
2019,0,27556,Ted Potter Jr.,44.21,42,95
2019,0,26476,Chez Reavie,44.19,38,86
2019,0,25364,Paul Casey,43.94,29,66
2019,0,12716,Charley Hoffman,43.48,30,69
2019,0,39324,J.J. Spaun,43.28,29,67
2019,0,27064,Jhonattan Vegas,43.28,29,67
2019,0,23320,Ryan Palmer,43.1,25,58
2019,0,26951,Johnson Wagner,43.1,25,58
2019,0,27349,Alex Noren,42.65,29,68
2019,0,36699,Patrick Rodgers,41.94,26,62
2019,0,39954,Cody Gribble,41.79,28,67
2019,0,29535,Brice Garnett,41.38,36,87
2019,0,33141,Keegan Bradley,41.33,31,75
2019,0,20472,Alex Cejka,40.63,26,64
2019,0,49766,Hank Lebioda,40.3,27,67
2019,0,36852,Jim Knous,39.22,20,51
2019,0,35732,Wes Roach,38.33,23,60
2019,0,29518,Brendan Steele,38.18,21,55
2019,0,32816,Satoshi Kodaira,37.88,25,66
2019,0,49960,Sepp Straka,37.14,26,70
2019,0,29268,Bronson Burgoon,37.1,23,62
2019,0,27330,Josh Teater,35.48,22,62
2019,0,52372,Cameron Champ,30.88,21,68
2018,0,23541,Ben Crane,68.42,52,76
2018,0,26329,Louis Oosthuizen,66.67,54,81
2018,0,29221,Webb Simpson,66.34,67,101
2018,0,28089,Jason Day,66.27,55,83
2018,0,36689,Brooks Koepka,66.07,37,56
2018,0,28252,Seamus Power,65.26,62,95
2018,0,27942,Rob Oppenheim,63.95,55,86
2018,0,22405,Justin Rose,63.75,51,80
2018,0,34360,Patrick Reed,63.46,66,104
2018,0,23108,Matt Kuchar,62.89,61,97
2018,0,32102,Rickie Fowler,62.65,52,83
2018,0,37454,Whee Kim,62.6,77,123
2018,0,21961,Charles Howell III,62.5,70,112
2018,0,25572,Graeme McDowell,61.19,41,67
2018,0,30692,Scott Stallings,60.34,70,116
2018,0,31646,Emiliano Grillo,60.2,59,98
2018,0,29926,Danny Lee,60.0,69,115
2018,0,25396,Kevin Na,59.52,50,84
2018,0,20472,Alex Cejka,59.18,58,98
2018,0,35461,Beau Hossler,59.13,68,115
2018,0,34021,Bud Cauley,58.82,40,68
2018,0,30925,Dustin Johnson,58.82,30,51
2018,0,33419,Cameron Tringale,58.82,40,68
2018,0,33413,Ben Martin,58.76,57,97
2018,0,25240,D.A. Points,58.75,47,80
2018,0,26331,Charl Schwartzel,58.57,41,70
2018,0,45526,Abraham Ancer,58.49,62,106
2018,0,31202,William McGirt,58.0,58,100
2018,0,37455,Si Woo Kim,57.98,69,119
2018,0,24924,Bill Haas,57.95,51,88
2018,0,23621,Rory Sabbatini,57.94,73,126
2018,0,27649,Brandt Snedeker,57.66,64,111
2018,0,24925,Jonathan Byrd,57.63,34,59
2018,0,1810,Phil Mickelson,57.61,53,92
2018,0,27963,Chris Stroud,57.61,53,92
2018,0,26951,Johnson Wagner,57.38,35,61
2018,0,40058,Zac Blair,57.35,39,68
2018,0,30926,Chris Kirk,57.14,68,119
2018,0,33122,Russell Knox,57.14,52,91
2018,0,22371,Aaron Baddeley,57.01,61,107
2018,0,35421,Brandon Harkins,57.01,61,107
2018,0,34076,Joel Dahmen,56.99,53,93
2018,0,27141,J.B. Holmes,56.84,54,95
2018,0,34358,Jonathan Randolph,56.84,54,95
2018,0,34363,Tyrrell Hatton,56.6,30,53
2018,0,34264,Hudson Swafford,56.6,30,53
2018,0,34046,Jordan Spieth,56.52,39,69
2018,0,8793,Tiger Woods,56.52,39,69
2018,0,26300,Matt Jones,56.0,42,75
2018,0,49771,J.T. Poston,56.0,42,75
2018,0,25834,Daniel Summerhays,55.93,33,59
2018,0,31420,Anirban Lahiri,55.86,62,111
2018,0,21528,Henrik Stenson,55.81,24,43
2018,0,47959,Bryson DeChambeau,55.79,53,95
2018,0,25493,Nick Taylor,55.68,49,88
2018,0,35891,Cameron Smith,55.67,54,97
2018,0,25632,Jimmy Walker,55.67,54,97
2018,0,32839,Hideki Matsuyama,55.56,35,63
2018,0,34466,Peter Malnati,55.46,66,119
2018,0,27129,Luke List,55.21,53,96
2018,0,12510,Chad Campbell,55.05,60,109
2018,0,32254,Xinjun Zhang,55.0,44,80
2018,0,46402,Talor Gooch,54.84,51,93
2018,0,25892,Steve Wheatcroft,54.84,34,62
2018,0,25198,Francesco Molinari,54.79,40,73
2018,0,24024,Zach Johnson,54.64,53,97
2018,0,33204,Shane Lowry,54.55,30,55
2018,0,22056,Cameron Percy,54.39,31,57
2018,0,27895,Jonas Blixt,54.1,33,61
2018,0,26499,Rafa Cabrera Bello,54.1,33,61
2018,0,33448,Justin Thomas,54.05,40,74
2018,0,25364,Paul Casey,53.85,28,52
2018,0,27974,Sung Kang,53.68,51,95
2018,0,29461,Jamie Lovemark,53.57,60,112
2018,0,35376,Roberto Díaz,53.33,56,105
2018,0,19846,Brian Gay,53.33,64,120
2018,0,30911,Tommy Fleetwood,53.16,42,79
2018,0,27936,Martin Laird,53.09,43,81
2018,0,24361,Pat Perez,52.7,39,74
2018,0,35450,Patrick Cantlay,52.63,40,76
2018,0,46435,Austin Cook,52.34,67,128
2018,0,28775,Nate Lashley,52.0,26,50
2018,0,48084,Wesley Bryan,51.95,40,77
2018,0,33948,Byeong Hun An,51.85,42,81
2018,0,33399,Adam Hadwin,51.85,42,81
2018,0,27349,Alex Noren,51.85,28,54
2018,0,22582,Kyle Thompson,51.67,31,60
2018,0,24502,Adam Scott,51.65,47,91
2018,0,39328,Conrad Shindler,51.61,32,62
2018,0,34213,Grayson Murray,51.52,51,99
2018,0,25686,Jason Dufner,51.43,36,70
2018,0,29420,Billy Horschel,51.32,39,76
2018,0,27556,Ted Potter Jr.,51.3,59,115
2018,0,35545,Blayne Barber,51.22,42,82
2018,0,29484,Peter Uihlein,51.19,43,84
2018,0,39975,Michael Kim,51.16,44,86
2018,0,34256,Andrew Putnam,51.16,44,86
2018,0,19803,Ryan Armour,51.05,73,143
2018,0,24140,Sean O'Hair,51.02,50,98
2018,0,29223,Sam Saunders,50.98,52,102
2018,0,35532,Tom Hoge,50.91,56,110
2018,0,46501,Ollie Schniederjans,50.82,62,122
2018,0,25900,Lucas Glover,50.72,35,69
2018,0,50526,Tom Lovelady,50.5,51,101
2018,0,34409,David Lingmerth,50.49,52,103
2018,0,34174,John Huh,50.42,60,119
2018,0,39997,Corey Conners,50.0,44,88
2018,0,20157,Retief Goosen,50.0,25,50
2018,0,29974,Branden Grace,50.0,34,68
2018,0,34098,Russell Henley,50.0,41,82
2018,0,46601,Trey Mullinax,50.0,42,84
2018,0,24138,Ian Poulter,50.0,39,78
2018,0,27214,Kevin Streelman,50.0,57,114
2018,0,34563,Chesson Hadley,49.52,52,105
2018,0,36699,Patrick Rodgers,49.5,50,101
2018,0,39546,Keith Mitchell,49.49,49,99
2018,0,48081,Xander Schauffele,49.49,49,99
2018,0,20593,Greg Chalmers,49.48,48,97
2018,0,26596,Ryan Moore,49.41,42,85
2018,0,29222,Billy Hurley III,49.33,37,75
2018,0,32757,Patton Kizzire,49.33,37,75
2018,0,39954,Cody Gribble,49.3,35,71
2018,0,24846,Ricky Barnes,49.25,33,67
2018,0,47125,Matt Atkins,49.21,31,63
2018,0,32640,Troy Merritt,49.14,57,116
2018,0,32333,Kevin Tway,49.11,55,112
2018,0,26851,Marc Leishman,49.0,49,100
2018,0,12716,Charley Hoffman,48.91,45,92
2018,0,23325,Vaughn Taylor,48.7,56,115
2018,0,26758,David Hearn,48.44,31,64
2018,0,30110,Kyle Stanley,48.39,45,93
2018,0,40009,Dominic Bozzelli,48.35,44,91
2018,0,29518,Brendan Steele,48.33,29,60
2018,0,20229,Stewart Cink,48.28,42,87
2018,0,34099,Harris English,48.15,52,108
2018,0,20572,Rod Pampling,48.1,38,79
2018,0,40026,Daniel Berger,47.83,33,69
2018,0,28237,Rory McIlroy,47.83,33,69
2018,0,35310,Lanto Griffin,47.78,43,90
2018,0,32876,Martin Piller,47.46,56,118
2018,0,30978,Kiradech Aphibarnrat,47.37,27,57
2018,0,39324,J.J. Spaun,47.37,45,95
2018,0,29485,Brett Stegmaier,47.37,18,38
2018,0,37189,Harold Varner III,47.37,45,95
2018,0,28132,Tyrone Van Aswegen,47.32,53,112
2018,0,27095,Nick Watney,47.27,52,110
2018,0,32448,James Hahn,47.06,40,85
2018,0,33410,Andrew Landry,47.06,40,85
2018,0,33418,Shawn Stefani,46.99,39,83
2018,0,47993,Denny McCarthy,46.77,29,62
2018,0,31560,Brian Stuard,46.77,58,124
2018,0,39327,Ben Silverman,46.55,54,116
2018,0,25804,Bubba Watson,46.51,40,86
2018,0,31323,Gary Woodland,46.39,45,97
2018,0,27064,Jhonattan Vegas,46.25,37,80
2018,0,35879,Kelly Kraft,46.02,52,113
2018,0,26476,Chez Reavie,45.98,40,87
2018,0,46970,Jon Rahm,45.9,28,61
2018,0,28307,Matt Every,45.56,41,90
2018,0,33141,Keegan Bradley,45.53,56,123
2018,0,28679,Fabián Gómez,45.45,40,88
2018,0,37275,Sam Ryder,45.45,35,77
2018,0,29908,C.T. Pan,45.12,37,82
2018,0,29268,Bronson Burgoon,45.07,32,71
2018,0,27644,Brian Harman,44.83,39,87
2018,0,36799,Stephan Jaeger,44.79,43,96
2018,0,25818,Scott Piercy,44.57,41,92
2018,0,29479,Scott Brown,44.44,48,108
2018,0,10809,Jim Furyk,44.44,32,72
2018,0,29535,Brice Garnett,44.34,47,106
2018,0,24781,Hunter Mahan,44.0,33,75
2018,0,24358,Robert Garrigus,43.82,39,89
2018,0,23320,Ryan Palmer,43.68,38,87
2018,0,47347,Adam Schenk,43.3,42,97
2018,0,37338,Zecheng Dou,43.1,25,58
2018,0,29725,Tony Finau,42.71,41,96
2018,0,49964,Aaron Wise,42.57,43,101
2018,0,35506,Mackenzie Hughes,42.22,38,90
2018,0,30944,Jason Kokrak,42.2,46,109
2018,0,34431,Robert Streb,41.76,38,91
2018,0,27958,Ryan Blaum,41.67,40,96
2018,0,32366,Kevin Chappell,41.56,32,77
2018,0,31416,Derek Fathauer,40.87,47,115
2018,0,47128,Richy Werenski,40.0,44,110
2018,0,29478,Kevin Kisner,39.51,32,81
2018,0,28500,Martin Flores,39.45,43,109
2018,0,37278,Nicholas Lindheim,39.39,26,66
2018,0,23353,J.J. Henry,39.06,25,64
2018,0,32816,Satoshi Kodaira,38.1,24,63
2018,0,32150,Michael Thompson,37.78,17,45
2018,0,45609,Tyler Duncan,36.89,38,103
2018,0,47287,Ethan Tracy,33.77,26,77
2018,0,35544,Andrew Yun,28.85,15,52
2017,0,32102,Rickie Fowler,71.11,64,90
2017,0,46970,Jon Rahm,70.59,60,85
2017,0,22371,Aaron Baddeley,67.24,39,58
2017,0,33399,Adam Hadwin,66.07,74,112
2017,0,23108,Matt Kuchar,65.93,60,91
2017,0,26329,Louis Oosthuizen,65.63,42,64
2017,0,27649,Brandt Snedeker,64.0,32,50
2017,0,23983,Luke Donald,63.64,49,77
2017,0,34174,John Huh,63.64,77,121
2017,0,29221,Webb Simpson,63.3,69,109
2017,0,27644,Brian Harman,63.16,84,133
2017,0,25349,Tim Wilkinson,63.16,48,76
2017,0,34409,David Lingmerth,62.5,60,96
2017,0,26331,Charl Schwartzel,62.26,33,53
2017,0,29289,S.Y. Noh,61.63,53,86
2017,0,35532,Tom Hoge,60.87,28,46
2017,0,24138,Ian Poulter,60.0,45,75
2017,0,28132,Tyrone Van Aswegen,60.0,69,115
2017,0,26300,Matt Jones,59.7,40,67
2017,0,29908,C.T. Pan,59.0,59,100
2017,0,23800,Bryce Molder,58.97,69,117
2017,0,24357,K.J. Choi,58.73,37,63
2017,0,34099,Harris English,58.7,54,92
2017,0,40058,Zac Blair,58.41,66,113
2017,0,29720,Andres Gonzales,58.33,35,60
2017,0,23325,Vaughn Taylor,58.25,60,103
2017,0,46443,Brian Campbell,58.18,32,55
2017,0,25191,Gonzalo Fernandez-Castaño,58.18,32,55
2017,0,25274,Steven Bowditch,58.02,47,81
2017,0,28089,Jason Day,57.97,40,69
2017,0,29223,Sam Saunders,57.83,48,83
2017,0,48822,Sebastián Muñoz,57.69,30,52
2017,0,29478,Kevin Kisner,57.61,53,92
2017,0,12510,Chad Campbell,57.5,46,80
2017,0,27895,Jonas Blixt,57.26,71,124
2017,0,23541,Ben Crane,57.14,60,105
2017,0,34046,Jordan Spieth,57.14,32,56
2017,0,32150,Michael Thompson,57.14,44,77
2017,0,37278,Nicholas Lindheim,56.92,37,65
2017,0,48081,Xander Schauffele,56.63,47,83
2017,0,12716,Charley Hoffman,56.59,73,129
2017,0,29725,Tony Finau,56.38,53,94
2017,0,21961,Charles Howell III,56.25,45,80
2017,0,25198,Francesco Molinari,56.14,32,57
2017,0,31323,Gary Woodland,56.06,37,66
2017,0,29926,Danny Lee,55.95,47,84
2017,0,22046,Geoff Ogilvy,55.91,52,93
2017,0,48084,Wesley Bryan,55.86,62,111
2017,0,27095,Nick Watney,55.77,29,52
2017,0,28252,Seamus Power,55.68,49,88
2017,0,46601,Trey Mullinax,55.56,45,81
2017,0,6522,Ernie Els,55.17,32,58
2017,0,28237,Rory McIlroy,55.17,16,29
2017,0,20104,Ken Duke,55.1,54,98
2017,0,33413,Ben Martin,55.08,65,118
2017,0,46550,Brandon Hagy,55.06,49,89
2017,0,22056,Cameron Percy,55.0,33,60
2017,0,28679,Fabián Gómez,54.88,45,82
2017,0,26758,David Hearn,54.84,68,124
2017,0,25720,Chad Collins,54.65,47,86
2017,0,24781,Hunter Mahan,54.55,54,99
2017,0,34466,Peter Malnati,54.55,60,110
2017,0,24140,Sean O'Hair,54.55,54,99
2017,0,31420,Anirban Lahiri,54.35,50,92
2017,0,37454,Whee Kim,54.29,38,70
2017,0,29740,Brad Fritsch,54.24,32,59
2017,0,46501,Ollie Schniederjans,54.13,59,109
2017,0,24846,Ricky Barnes,54.0,54,100
2017,0,1810,Phil Mickelson,53.92,55,102
2017,0,33461,Morgan Hoffmann,53.85,63,117
2017,0,29476,Kyle Reifers,53.77,57,106
2017,0,26951,Johnson Wagner,53.62,37,69
2017,0,24502,Adam Scott,53.49,23,43
2017,0,26851,Marc Leishman,53.47,54,101
2017,0,24924,Bill Haas,53.41,47,88
2017,0,25396,Kevin Na,53.25,41,77
2017,0,33120,Mark Anderson,53.23,33,62
2017,0,33141,Keegan Bradley,53.21,58,109
2017,0,31646,Emiliano Grillo,53.09,43,81
2017,0,32640,Troy Merritt,53.01,44,83
2017,0,19846,Brian Gay,53.0,53,100
2017,0,26476,Chez Reavie,52.89,64,121
2017,0,27958,Ryan Blaum,52.83,56,106
2017,0,28500,Martin Flores,52.63,40,76
2017,0,29461,Jamie Lovemark,52.54,62,118
2017,0,35450,Patrick Cantlay,52.46,32,61
2017,0,30852,Ryo Ishikawa,52.46,32,61
2017,0,24361,Pat Perez,52.43,54,103
2017,0,36801,Mark Hubbard,52.27,46,88
2017,0,34360,Patrick Reed,52.27,69,132
2017,0,26499,Rafa Cabrera Bello,52.24,35,67
2017,0,27936,Martin Laird,52.22,47,90
2017,0,37455,Si Woo Kim,52.17,48,92
2017,0,22405,Justin Rose,52.17,36,69
2017,0,20157,Retief Goosen,51.92,27,52
2017,0,34213,Grayson Murray,51.89,55,106
2017,0,39975,Michael Kim,51.85,56,108
2017,0,27214,Kevin Streelman,51.79,58,112
2017,0,30926,Chris Kirk,51.72,45,87
2017,0,32448,James Hahn,51.65,47,91
2017,0,23621,Rory Sabbatini,51.47,35,68
2017,0,24358,Robert Garrigus,51.39,37,72
2017,0,46440,Smylie Kaufman,51.32,39,76
2017,0,20593,Greg Chalmers,51.28,60,117
2017,0,20472,Alex Cejka,51.22,42,82
2017,0,24024,Zach Johnson,51.19,43,84
2017,0,10809,Jim Furyk,51.11,23,45
2017,0,39324,J.J. Spaun,50.98,52,102
2017,0,37189,Harold Varner III,50.98,52,102
2017,0,46732,Rick Lamb,50.91,28,55
2017,0,33948,Byeong Hun An,50.63,40,79
2017,0,25572,Graeme McDowell,50.62,41,81
2017,0,33419,Cameron Tringale,50.59,43,85
2017,0,30692,Scott Stallings,50.57,44,87
2017,0,39954,Cody Gribble,50.53,48,95
2017,0,29479,Scott Brown,50.0,56,112
2017,0,35110,Brett Drewitt,50.0,27,54
2017,0,21209,Sergio Garcia,50.0,29,58
2017,0,25900,Lucas Glover,50.0,51,102
2017,0,29222,Billy Hurley III,50.0,42,84
2017,0,36689,Brooks Koepka,50.0,37,74
2017,0,32839,Hideki Matsuyama,50.0,34,68
2017,0,27770,Camilo Villegas,50.0,46,92
2017,0,25632,Jimmy Walker,50.0,34,68
2017,0,25493,Nick Taylor,49.51,51,103
2017,0,34264,Hudson Swafford,49.48,48,97
2017,0,20771,Steven Alker,49.37,39,79
2017,0,27141,J.B. Holmes,49.23,32,65
2017,0,23497,Tag Ridings,49.23,32,65
2017,0,28420,Ryan Brehm,49.18,30,61
2017,0,27466,Spencer Levin,48.81,41,84
2017,0,25240,D.A. Points,48.75,39,80
2017,0,27974,Sung Kang,48.72,57,117
2017,0,33418,Shawn Stefani,48.53,33,68
2017,0,29420,Billy Horschel,48.42,46,95
2017,0,25345,Carl Pettersson,48.19,40,83
2017,0,34098,Russell Henley,48.18,53,110
2017,0,35545,Blayne Barber,48.15,39,81
2017,0,34358,Jonathan Randolph,48.1,38,79
2017,0,35506,Mackenzie Hughes,47.96,47,98
2017,0,25834,Daniel Summerhays,47.93,58,121
2017,0,35891,Cameron Smith,47.73,42,88
2017,0,20572,Rod Pampling,47.71,52,109
2017,0,27963,Chris Stroud,47.37,36,76
2017,0,40009,Dominic Bozzelli,47.3,35,74
2017,0,33448,Justin Thomas,47.3,35,74
2017,0,22986,Søren Kjeldsen,46.97,31,66
2017,0,30925,Dustin Johnson,46.81,22,47
2017,0,32333,Kevin Tway,46.67,49,105
2017,0,47128,Richy Werenski,46.59,41,88
2017,0,25892,Steve Wheatcroft,46.58,34,73
2017,0,30110,Kyle Stanley,46.49,53,114
2017,0,30191,Julián Etulain,46.38,32,69
2017,0,23320,Ryan Palmer,46.3,25,54
2017,0,27129,Luke List,46.28,56,121
2017,0,29974,Branden Grace,46.27,31,67
2017,0,27436,Graham DeLaet,45.71,32,70
2017,0,47959,Bryson DeChambeau,45.54,51,112
2017,0,31560,Brian Stuard,45.1,46,102
2017,0,26596,Ryan Moore,45.05,41,91
2017,0,31202,William McGirt,45.0,36,80
2017,0,32757,Patton Kizzire,44.79,43,96
2017,0,25364,Paul Casey,44.59,33,74
2017,0,32200,Roberto Castro,44.44,28,63
2017,0,26289,Boo Weekley,44.19,38,86
2017,0,34021,Bud Cauley,43.75,42,96
2017,0,34431,Robert Streb,43.55,54,124
2017,0,49771,J.T. Poston,43.3,42,97
2017,0,25686,Jason Dufner,43.18,38,88
2017,0,35300,Andrew Loupe,42.86,30,70
2017,0,27064,Jhonattan Vegas,42.47,31,73
2017,0,24507,Jason Bohn,42.25,30,71
2017,0,31416,Derek Fathauer,42.0,42,100
2017,0,40026,Daniel Berger,41.56,32,77
2017,0,28093,Miguel Angel Carballo,40.98,25,61
2017,0,29518,Brendan Steele,40.51,32,79
2017,0,29485,Brett Stegmaier,40.35,23,57
2017,0,25818,Scott Piercy,40.28,29,72
2017,0,32366,Kevin Chappell,40.24,33,82
2017,0,28307,Matt Every,40.21,39,97
2017,0,35879,Kelly Kraft,40.18,45,112
2017,0,33204,Shane Lowry,40.0,18,45
2017,0,36699,Patrick Rodgers,38.96,30,77
2017,0,25804,Bubba Watson,38.71,24,62
2017,0,33122,Russell Knox,38.67,29,75
2017,0,23353,J.J. Henry,38.54,37,96
2017,0,20229,Stewart Cink,37.93,33,87
2017,0,19803,Ryan Armour,36.84,21,57
2017,0,30944,Jason Kokrak,36.63,37,101
2017,0,31557,Jim Herman,36.56,34,93
2016,0,1810,Phil Mickelson,69.41,59,85
2016,0,28089,Jason Day,69.35,43,62
2016,0,22405,Justin Rose,65.71,46,70
2016,0,27895,Jonas Blixt,63.96,71,111
2016,0,34098,Russell Henley,63.33,57,90
2016,0,29926,Danny Lee,63.06,70,111
2016,0,22371,Aaron Baddeley,62.83,71,113
2016,0,20766,Padraig Harrington,62.71,37,59
2016,0,39975,Michael Kim,62.12,82,132
2016,0,2206,David Toms,61.84,47,76
2016,0,34174,John Huh,61.82,68,110
2016,0,24140,Sean O'Hair,61.68,66,107
2016,0,28132,Tyrone Van Aswegen,61.42,78,127
2016,0,25349,Tim Wilkinson,61.4,35,57
2016,0,32839,Hideki Matsuyama,61.19,41,67
2016,0,27644,Brian Harman,61.11,88,144
2016,0,34262,Jon Curran,61.07,91,149
2016,0,29221,Webb Simpson,60.76,48,79
2016,0,24357,K.J. Choi,60.68,71,117
2016,0,25274,Steven Bowditch,60.67,54,89
2016,0,29518,Brendan Steele,60.29,41,68
2016,0,27141,J.B. Holmes,60.26,47,78
2016,0,34360,Patrick Reed,60.19,62,103
2016,0,31560,Brian Stuard,60.0,45,75
2016,0,23800,Bryce Molder,59.82,67,112
2016,0,29476,Kyle Reifers,59.82,67,112
2016,0,24502,Adam Scott,59.62,31,52
2016,0,30927,Brendon Todd,59.57,56,94
2016,0,23983,Luke Donald,59.34,54,91
2016,0,20157,Retief Goosen,58.82,40,68
2016,0,26851,Marc Leishman,58.23,46,79
2016,0,12510,Chad Campbell,58.16,57,98
2016,0,20472,Alex Cejka,58.0,29,50
2016,0,34466,Peter Malnati,57.94,62,107
2016,0,27649,Brandt Snedeker,57.89,55,95
2016,0,27129,Luke List,57.83,48,83
2016,0,35891,Cameron Smith,57.69,45,78
2016,0,10213,Dicky Pride,57.53,42,73
2016,0,21878,Mark Wilson,57.38,35,61
2016,0,33461,Morgan Hoffmann,57.35,39,68
2016,0,30926,Chris Kirk,57.27,63,110
2016,0,21209,Sergio Garcia,57.14,20,35
2016,0,46440,Smylie Kaufman,57.14,56,98
2016,0,23541,Ben Crane,56.7,55,97
2016,0,29745,Tyler Aldridge,56.63,47,83
2016,0,23108,Matt Kuchar,56.52,52,92
2016,0,32618,Rhein Gibson,56.41,22,39
2016,0,36801,Mark Hubbard,56.08,83,148
2016,0,24924,Bill Haas,55.56,50,90
2016,0,33399,Adam Hadwin,55.56,65,117
2016,0,26329,Louis Oosthuizen,55.56,30,54
2016,0,24846,Ricky Barnes,55.45,56,101
2016,0,33122,Russell Knox,55.42,46,83
2016,0,35879,Kelly Kraft,55.22,37,67
2016,0,20572,Rod Pampling,55.22,37,67
2016,0,34046,Jordan Spieth,55.22,37,67
2016,0,10885,Robert Allenby,55.17,32,58
2016,0,35539,Luke Guthrie,55.17,32,58
2016,0,27747,Hiroshi Iwata,54.92,67,122
2016,0,24781,Hunter Mahan,54.84,34,62
2016,0,26758,David Hearn,54.72,58,106
2016,0,20098,Stuart Appleby,54.55,48,88
2016,0,21731,Freddie Jacobson,54.24,64,118
2016,0,32640,Troy Merritt,54.17,52,96
2016,0,6527,Steve Stricker,54.17,39,72
2016,0,26476,Chez Reavie,54.08,53,98
2016,0,37455,Si Woo Kim,54.01,74,137
2016,0,25364,Paul Casey,53.85,35,65
2016,0,29289,S.Y. Noh,53.85,49,91
2016,0,26331,Charl Schwartzel,53.85,42,78
2016,0,28679,Fabián Gómez,53.77,57,106
2016,0,24024,Zach Johnson,53.54,53,99
2016,0,32876,Martin Piller,53.45,31,58
2016,0,31646,Emiliano Grillo,53.41,47,88
2016,0,8075,Jerry Kelly,53.06,52,98
2016,0,26951,Johnson Wagner,52.81,47,89
2016,0,33204,Shane Lowry,52.73,29,55
2016,0,35545,Blayne Barber,52.56,41,78
2016,0,28158,Steve Marino,52.56,41,78
2016,0,33418,Shawn Stefani,52.53,52,99
2016,0,25572,Graeme McDowell,52.31,34,65
2016,0,33448,Justin Thomas,52.22,47,90
2016,0,26596,Ryan Moore,51.85,42,81
2016,0,29461,Jamie Lovemark,51.82,57,110
2016,0,34261,Scott Langley,51.81,43,83
2016,0,24494,Erik Compton,51.76,44,85
2016,0,32200,Roberto Castro,51.72,60,116
2016,0,29420,Billy Horschel,51.61,32,62
2016,0,36699,Patrick Rodgers,51.43,36,70
2016,0,29223,Sam Saunders,51.14,45,88
2016,0,34099,Harris English,51.06,48,94
2016,0,33419,Cameron Tringale,51.02,50,98
2016,0,25804,Bubba Watson,50.94,27,53
2016,0,31557,Jim Herman,50.91,56,110
2016,0,29479,Scott Brown,50.79,64,126
2016,0,30944,Jason Kokrak,50.72,35,69
2016,0,40058,Zac Blair,50.69,73,144
2016,0,36689,Brooks Koepka,50.68,37,73
2016,0,35532,Tom Hoge,50.63,40,79
2016,0,32757,Patton Kizzire,50.6,42,83
2016,0,31323,Gary Woodland,50.59,43,85
2016,0,23638,Brendon de Jonge,50.57,44,87
2016,0,12716,Charley Hoffman,50.55,46,91
2016,0,25720,Chad Collins,50.52,49,97
2016,0,30711,Colt Knost,50.46,55,109
2016,0,34264,Hudson Swafford,50.42,60,119
2016,0,20848,Ángel Cabrera,50.0,29,58
2016,0,37273,Derek Ernst,50.0,33,66
2016,0,31416,Derek Fathauer,50.0,64,128
2016,0,32102,Rickie Fowler,50.0,35,70
2016,0,29974,Branden Grace,50.0,23,46
2016,0,34563,Chesson Hadley,50.0,50,100
2016,0,23353,J.J. Henry,50.0,32,64
2016,0,27974,Sung Kang,50.0,48,96
2016,0,25818,Scott Piercy,50.0,44,88
2016,0,30163,Henrik Norlander,49.28,34,69
2016,0,32150,Michael Thompson,49.12,28,57
2016,0,20645,John Senden,49.0,49,100
2016,0,23325,Vaughn Taylor,48.91,45,92
2016,0,29478,Kevin Kisner,48.86,43,88
2016,0,25632,Jimmy Walker,48.81,41,84
2016,0,31202,William McGirt,48.8,61,125
2016,0,6522,Ernie Els,48.72,38,78
2016,0,27466,Spencer Levin,48.62,53,109
2016,0,29720,Andres Gonzales,48.57,34,70
2016,0,30925,Dustin Johnson,48.05,37,77
2016,0,35300,Andrew Loupe,48.05,37,77
2016,0,45526,Abraham Ancer,47.62,30,63
2016,0,35732,Wes Roach,47.62,30,63
2016,0,27942,Rob Oppenheim,47.5,38,80
2016,0,24912,Will MacKenzie,47.31,44,93
2016,0,34431,Robert Streb,47.31,44,93
2016,0,22046,Geoff Ogilvy,47.3,35,74
2016,0,27936,Martin Laird,47.14,33,70
2016,0,27436,Graham DeLaet,47.06,40,85
2016,0,33410,Andrew Landry,47.06,24,51
2016,0,23320,Ryan Palmer,46.79,51,109
2016,0,27963,Chris Stroud,46.79,51,109
2016,0,33141,Keegan Bradley,46.75,36,77
2016,0,25834,Daniel Summerhays,46.72,57,122
2016,0,26300,Matt Jones,46.59,41,88
2016,0,34265,Will Wilcox,46.32,44,95
2016,0,10809,Jim Furyk,46.3,25,54
2016,0,29268,Bronson Burgoon,46.25,37,80
2016,0,26289,Boo Weekley,46.15,42,91
2016,0,27064,Jhonattan Vegas,46.07,41,89
2016,0,25240,D.A. Points,45.61,26,57
2016,0,22892,Jason Gore,45.57,36,79
2016,0,25396,Kevin Na,45.54,46,101
2016,0,20104,Ken Duke,45.26,43,95
2016,0,31420,Anirban Lahiri,45.21,33,73
2016,0,25493,Nick Taylor,45.16,42,93
2016,0,24490,George McNeill,45.07,32,71
2016,0,40026,Daniel Berger,45.05,41,91
2016,0,32448,James Hahn,44.95,49,109
2016,0,28475,Jeff Overton,44.94,40,89
2016,0,25686,Jason Dufner,44.9,44,98
2016,0,23621,Rory Sabbatini,44.74,34,76
2016,0,29222,Billy Hurley III,44.44,32,72
2016,0,27770,Camilo Villegas,44.23,46,104
2016,0,30110,Kyle Stanley,44.21,42,95
2016,0,21961,Charles Howell III,43.75,42,96
2016,0,20691,Greg Owen,43.59,34,78
