YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
2013,0,29740,Brad Fritsch,75.94,101,133,-0.29
2013,0,29221,Webb Simpson,75.78,97,128,-0.34
2013,0,25804,Bubba Watson,75.76,100,132,-0.18
2013,0,22295,Darron Stiles,75.64,59,78,-0.29
2013,0,28780,Nicholas Thompson,75.61,124,164,-0.25
2013,0,26951,Johnson Wagner,75.51,74,98,-0.26
2013,0,26679,Kevin Stadler,75.5,114,151,-0.3
2013,0,20396,Lee Westwood,75.49,77,102,-0.22
2013,0,22056,Cameron Percy,75.4,95,126,-0.22
2013,0,32366,Kevin Chappell,75.35,107,142,-0.32
2013,0,20572,Rod Pampling,75.32,58,77,-0.21
2013,0,21753,Brian Davis,75.31,122,162,-0.38
2013,0,29479,Scott Brown,75.0,93,124,-0.23
2013,0,31557,Jim Herman,75.0,60,80,-0.18
2013,0,27649,Brandt Snedeker,75.0,84,112,-0.37
2013,0,21528,Henrik Stenson,75.0,51,68,-0.25
2013,0,32150,Michael Thompson,75.0,69,92,-0.12
2013,0,24663,Y.E. Yang,75.0,45,60,-0.27
2013,0,19970,Robert Karlsson,74.6,47,63,-0.21
2013,0,36884,Ben Kohles,74.58,88,118,-0.28
2013,0,30163,Henrik Norlander,74.56,85,114,-0.25
2013,0,25345,Carl Pettersson,74.44,99,133,-0.22
2013,0,33141,Keegan Bradley,74.42,96,129,-0.25
2013,0,25562,Andres Romero,74.42,64,86,-0.16
2013,0,1810,Phil Mickelson,74.29,78,105,-0.33
2013,0,24138,Ian Poulter,74.29,52,70,-0.15
2013,0,32448,James Hahn,74.17,89,120,-0.25
2013,0,32334,Charlie Beljan,74.16,66,89,-0.15
2013,0,23623,Bo Van Pelt,74.12,63,85,-0.24
2013,0,27120,Troy Matteson,74.11,83,112,-0.2
2013,0,33869,Eric Meierdierks,74.07,60,81,-0.18
2013,0,28310,Lee Williams,74.04,77,104,-0.26
2013,0,23788,D.J. Trahan,74.03,57,77,-0.18
2013,0,10423,Mike Weir,73.97,54,73,-0.35
2013,0,21099,David Lynn,73.95,88,119,-0.18
2013,0,24502,Adam Scott,73.91,68,92,-0.21
2013,0,27933,John Merrick,73.73,87,118,-0.26
2013,0,26497,Casey Wittenberg,73.68,70,95,-0.24
2013,0,34021,Bud Cauley,73.58,78,106,-0.23
2013,0,29425,Andrew Svoboda,73.42,58,79,-0.24
2013,0,20691,Greg Owen,73.39,91,124,-0.19
2013,0,21878,Mark Wilson,73.27,74,101,-0.15
2013,0,12716,Charley Hoffman,73.23,93,127,-0.27
2013,0,24490,George McNeill,73.21,82,112,-0.28
2013,0,35139,Richard Lee,73.17,90,123,-0.3
2013,0,32102,Rickie Fowler,73.15,79,108,-0.28
2013,0,33461,Morgan Hoffmann,73.15,79,108,-0.34
2013,0,25572,Graeme McDowell,73.13,49,67,-0.2
2013,0,23621,Rory Sabbatini,73.13,117,160,-0.28
2013,0,24924,Bill Haas,72.73,88,121,-0.28
2013,0,24361,Pat Perez,72.73,88,121,-0.31
2013,0,30750,Tommy Gainey,72.58,135,186,-0.32
2013,0,34174,John Huh,72.57,82,113,-0.21
2013,0,6522,Ernie Els,72.5,58,80,-0.28
2013,0,30852,Ryo Ishikawa,72.41,84,116,-0.24
2013,0,25240,D.A. Points,72.31,94,130,-0.23
2013,0,2206,David Toms,72.31,47,65,-0.34
2013,0,27129,Luke List,72.28,73,101,-0.25
2013,0,27556,Ted Potter Jr.,72.28,73,101,-0.18
2013,0,24399,Scott Gardiner,72.22,78,108,-0.22
2013,0,24507,Jason Bohn,72.13,88,122,-0.35
2013,0,28237,Rory McIlroy,72.12,75,104,-0.27
2013,0,29518,Brendan Steele,72.08,111,154,-0.18
2013,0,29420,Billy Horschel,72.04,134,186,-0.29
2013,0,21961,Charles Howell III,72.03,103,143,-0.31
2013,0,34409,David Lingmerth,71.93,82,114,-0.16
2013,0,28089,Jason Day,71.84,74,103,-0.22
2013,0,26300,Matt Jones,71.83,102,142,-0.38
2013,0,35539,Luke Guthrie,71.79,84,117,-0.33
2013,0,27095,Nick Watney,71.79,112,156,-0.26
2013,0,28307,Matt Every,71.76,122,170,-0.31
2013,0,30711,Colt Knost,71.72,71,99,-0.25
2013,0,28259,Sangmoon Bae,71.54,88,123,-0.36
2013,0,33418,Shawn Stefani,71.29,72,101,-0.29
2013,0,27214,Kevin Streelman,70.94,83,117,-0.29
2013,0,27644,Brian Harman,70.93,122,172,-0.26
2013,0,30110,Kyle Stanley,70.91,78,110,-0.19
2013,0,20848,Ángel Cabrera,70.48,74,105,-0.26
2013,0,25274,Steven Bowditch,70.43,81,115,-0.31
2013,0,30944,Jason Kokrak,70.34,102,145,-0.31
2013,0,8725,Tom Gillis,70.16,87,124,-0.3
2013,0,23325,Vaughn Taylor,70.11,61,87,-0.3
2013,0,22621,Ben Curtis,69.9,72,103,-0.26
2013,0,27895,Jonas Blixt,69.6,87,125,-0.24
2013,0,26596,Ryan Moore,69.47,66,95,-0.23
2013,0,23320,Ryan Palmer,69.4,93,134,-0.3
2013,0,30692,Scott Stallings,69.23,108,156,-0.3
2013,0,24227,Justin Bolli,69.0,69,100,-0.25
2013,0,31560,Brian Stuard,68.97,80,116,-0.19
2013,0,34046,Jordan Spieth,68.8,86,125,-0.29
2013,0,19846,Brian Gay,68.0,68,100,-0.32
2013,0,12782,Tim Herron,67.86,57,84,-0.3
2013,0,37273,Derek Ernst,67.74,63,93,-0.25
2013,0,23541,Ben Crane,67.68,67,99,-0.4
2013,0,30925,Dustin Johnson,67.68,67,99,-0.21
2013,0,25900,Lucas Glover,67.37,64,95,-0.28
2013,0,27330,Josh Teater,67.26,76,113,-0.25
2013,0,22371,Aaron Baddeley,67.24,78,116,-0.32
2013,0,34360,Patrick Reed,66.42,89,134,-0.19
2013,0,26331,Charl Schwartzel,65.12,56,86,-0.32
2013,0,24140,Sean O'Hair,64.65,64,99,-0.19
2012,0,25834,Daniel Summerhays,86.59,142,164,-0.25
2012,0,22293,Heath Slocum,86.11,124,144,-0.19
2012,0,24507,Jason Bohn,85.5,112,131,-0.3
2012,0,22621,Ben Curtis,84.4,92,109,-0.29
2012,0,23325,Vaughn Taylor,84.25,123,146,-0.29
2012,0,31202,William McGirt,83.78,124,148,-0.28
2012,0,30927,Brendon Todd,83.62,97,116,-0.2
2012,0,24357,K.J. Choi,83.05,98,118,-0.23
2012,0,30711,Colt Knost,82.96,112,135,-0.27
2012,0,23541,Ben Crane,82.41,89,108,-0.31
2012,0,33419,Cameron Tringale,82.19,120,146,-0.26
2012,0,28455,Will Claxton,82.11,156,190,-0.35
2012,0,25686,Jason Dufner,81.94,118,144,-0.31
2012,0,20593,Greg Chalmers,81.82,90,110,-0.2
2012,0,20396,Lee Westwood,81.71,67,82,-0.27
2012,0,24663,Y.E. Yang,81.69,58,71,-0.36
2012,0,32102,Rickie Fowler,81.58,93,114,-0.28
2012,0,27095,Nick Watney,81.12,116,143,-0.28
2012,0,6004,Stephen Ames,81.08,60,74,-0.28
2012,0,29926,Danny Lee,81.0,81,100,-0.3
2012,0,28089,Jason Day,80.95,68,84,-0.32
2012,0,23788,D.J. Trahan,80.92,106,131,-0.26
2012,0,23353,J.J. Henry,80.79,122,151,-0.24
2012,0,20574,Mathew Goggin,80.58,83,103,-0.33
2012,0,26951,Johnson Wagner,80.58,112,139,-0.27
2012,0,1797,Rocco Mediate,80.56,87,108,-0.28
2012,0,27060,John Mallinger,80.53,91,113,-0.25
2012,0,27770,Camilo Villegas,80.52,124,154,-0.25
2012,0,25892,Steve Wheatcroft,80.49,66,82,-0.24
2012,0,26758,David Hearn,80.43,148,184,-0.3
2012,0,20572,Rod Pampling,80.41,119,148,-0.23
2012,0,22961,David Mathis,80.38,127,158,-0.36
2012,0,29476,Kyle Reifers,80.37,131,163,-0.29
2012,0,26289,Boo Weekley,80.31,102,127,-0.21
2012,0,21753,Brian Davis,80.28,114,142,-0.32
2012,0,32334,Charlie Beljan,80.2,81,101,-0.22
2012,0,29910,Blake Adams,80.12,129,161,-0.33
2012,0,28087,Kris Blanks,80.0,88,110,-0.24
2012,0,23718,Nathan Green,80.0,84,105,-0.33
2012,0,29420,Billy Horschel,80.0,76,95,-0.22
2012,0,25457,Alexandre Rocha,80.0,76,95,-0.21
2012,0,22548,Patrick Sheehan,80.0,68,85,-0.21
2012,0,6527,Steve Stricker,80.0,80,100,-0.26
2012,0,25345,Carl Pettersson,79.88,135,169,-0.34
2012,0,33122,Russell Knox,79.84,99,124,-0.28
2012,0,20160,Charlie Wi,79.84,103,129,-0.35
2012,0,10809,Jim Furyk,79.83,95,119,-0.29
2012,0,27895,Jonas Blixt,79.81,83,104,-0.4
2012,0,10860,Justin Leonard,79.67,98,123,-0.26
2012,0,33141,Keegan Bradley,79.53,101,127,-0.28
2012,0,12716,Charley Hoffman,79.47,120,151,-0.23
2012,0,24138,Ian Poulter,79.45,58,73,-0.28
2012,0,32200,Roberto Castro,79.43,112,141,-0.32
2012,0,1116,Michael Bradley,79.38,77,97,-0.29
2012,0,24846,Ricky Barnes,79.19,118,149,-0.29
2012,0,6522,Ernie Els,79.17,95,120,-0.23
2012,0,27302,Garth Mulroy,79.09,87,110,-0.26
2012,0,12652,Cameron Beckman,78.72,111,141,-0.26
2012,0,29221,Webb Simpson,78.68,107,136,-0.28
2012,0,23800,Bryce Molder,78.62,114,145,-0.32
2012,0,20691,Greg Owen,78.52,106,135,-0.29
2012,0,26476,Chez Reavie,78.43,120,153,-0.18
2012,0,20623,Gavin Coles,78.4,98,125,-0.32
2012,0,22348,Nick O'Hern,78.4,98,125,-0.27
2012,0,24781,Hunter Mahan,78.26,90,115,-0.3
2012,0,29518,Brendan Steele,78.23,97,124,-0.22
2012,0,32698,Bobby Gates,78.15,118,151,-0.21
2012,0,20098,Stuart Appleby,78.05,96,123,-0.25
2012,0,30692,Scott Stallings,78.01,110,141,-0.21
2012,0,2206,David Toms,77.91,67,86,-0.27
2012,0,27963,Chris Stroud,77.7,108,139,-0.22
2012,0,10885,Robert Allenby,77.69,101,130,-0.16
2012,0,24361,Pat Perez,77.69,101,130,-0.27
2012,0,28093,Miguel Angel Carballo,77.6,97,125,-0.23
2012,0,24924,Bill Haas,77.6,97,125,-0.26
2012,0,27214,Kevin Streelman,77.58,128,165,-0.2
2012,0,1724,Jeff Maggert,77.5,124,160,-0.24
2012,0,30110,Kyle Stanley,77.34,99,128,-0.27
2012,0,27064,Jhonattan Vegas,77.3,109,141,-0.22
2012,0,24024,Zach Johnson,77.21,105,136,-0.31
2012,0,34174,John Huh,77.18,115,149,-0.27
2012,0,29479,Scott Brown,77.06,84,109,-0.29
2012,0,8075,Jerry Kelly,77.05,94,122,-0.31
2012,0,1810,Phil Mickelson,77.01,67,87,-0.3
2012,0,8793,Tiger Woods,77.01,67,87,-0.33
2012,0,25396,Kevin Na,76.99,87,113,-0.21
2012,0,29289,S.Y. Noh,76.97,117,152,-0.24
2012,0,6567,Vijay Singh,76.97,127,165,-0.25
2012,0,23135,Tim Clark,76.92,70,91,-0.29
2012,0,23983,Luke Donald,76.92,60,78,-0.27
2012,0,6036,Scott Dunlap,76.84,73,95,-0.25
2012,0,25240,D.A. Points,76.83,126,164,-0.25
2012,0,28475,Jeff Overton,76.72,145,189,-0.28
2012,0,20848,Ángel Cabrera,76.62,59,77,-0.29
2012,0,12782,Tim Herron,76.51,127,166,-0.24
2012,0,22378,Trevor Immelman,76.42,81,106,-0.23
2012,0,35139,Richard Lee,76.32,87,114,-0.25
2012,0,23638,Brendon de Jonge,76.29,148,194,-0.25
2012,0,24940,Edward Loar,76.29,74,97,-0.26
2012,0,20229,Stewart Cink,76.19,64,84,-0.3
2012,0,6251,Chris DiMarco,76.11,86,113,-0.28
2012,0,24358,Robert Garrigus,76.07,124,163,-0.2
2012,0,27933,John Merrick,76.07,89,117,-0.22
2012,0,23903,Stephen Gangluff,76.0,57,75,-0.16
2012,0,26596,Ryan Moore,75.95,120,158,-0.35
2012,0,23542,Tommy Biershenk,75.93,82,108,-0.26
2012,0,31323,Gary Woodland,75.89,85,112,-0.04
2012,0,22913,John Rollins,75.86,110,145,-0.18
2012,0,20850,Daniel Chopra,75.7,81,107,-0.31
2012,0,20104,Ken Duke,75.66,115,152,-0.32
2012,0,1706,Davis Love III,75.65,87,115,-0.21
2012,0,19846,Brian Gay,75.64,118,156,-0.2
2012,0,32366,Kevin Chappell,75.54,105,139,-0.17
2012,0,28237,Rory McIlroy,75.53,71,94,-0.27
2012,0,34021,Bud Cauley,75.41,138,183,-0.16
2012,0,26331,Charl Schwartzel,75.38,49,65,-0.39
2012,0,23204,Gary Christian,75.31,122,162,-0.31
2012,0,1941,Tom Pernice Jr.,75.29,64,85,-0.25
2012,0,19970,Robert Karlsson,75.28,67,89,-0.33
2012,0,1766,Billy Mayfair,75.2,94,125,-0.3
2012,0,28308,Troy Kelly,75.19,100,133,-0.18
2012,0,21209,Sergio Garcia,75.0,48,64,-0.4
2012,0,22582,Kyle Thompson,75.0,57,76,-0.19
2012,0,25632,Jimmy Walker,75.0,117,156,-0.3
2012,0,23548,Bill Lunde,74.83,113,151,-0.26
2012,0,31558,J.J. Killeen,74.67,112,150,-0.22
2012,0,26679,Kevin Stadler,74.66,109,146,-0.29
2012,0,23623,Bo Van Pelt,74.6,94,126,-0.18
2012,0,30944,Jason Kokrak,74.45,102,137,-0.23
2012,0,1249,John Daly,74.44,67,90,-0.28
2012,0,21731,Freddie Jacobson,74.36,58,78,-0.31
2012,0,30750,Tommy Gainey,74.21,164,221,-0.27
2012,0,24925,Jonathan Byrd,74.04,77,104,-0.3
2012,0,34099,Harris English,73.79,152,206,-0.26
2012,0,23409,James Driscoll,73.6,92,125,-0.26
2012,0,26851,Marc Leishman,73.55,89,121,-0.2
2012,0,27556,Ted Potter Jr.,73.44,94,128,-0.27
2012,0,28259,Sangmoon Bae,73.33,77,105,-0.27
2012,0,32150,Michael Thompson,73.33,77,105,-0.32
2012,0,20070,Matt Bettencourt,73.28,85,116,-0.39
2012,0,27466,Spencer Levin,73.28,85,116,-0.32
2012,0,1320,Bob Estes,73.27,74,101,-0.18
2012,0,21350,Ryuji Imada,73.27,74,101,-0.32
2012,0,26329,Louis Oosthuizen,73.2,71,97,-0.31
2012,0,24140,Sean O'Hair,73.05,103,141,-0.27
2012,0,20766,Padraig Harrington,72.86,51,70,-0.31
2012,0,6034,Marco Dawson,72.73,80,110,-0.29
2012,0,21961,Charles Howell III,72.73,112,154,-0.21
2012,0,26300,Matt Jones,72.73,72,99,-0.07
2012,0,24494,Erik Compton,72.66,93,128,-0.25
2012,0,30926,Chris Kirk,72.5,116,160,-0.29
2012,0,25562,Andres Romero,72.41,63,87,-0.19
2012,0,26287,Roland Thatcher,72.41,84,116,-0.23
2012,0,33120,Mark Anderson,72.39,97,134,-0.3
2012,0,25818,Scott Piercy,72.19,135,187,-0.26
2012,0,22405,Justin Rose,72.09,62,86,-0.27
2012,0,27797,Derek Lamely,71.88,69,96,-0.26
2012,0,24604,Hunter Haas,71.74,66,92,-0.17
2012,0,8725,Tom Gillis,71.64,96,134,-0.36
2012,0,10213,Dicky Pride,71.6,58,81,-0.17
2012,0,21407,Arjun Atwal,71.55,83,116,-0.24
2012,0,23320,Ryan Palmer,71.53,98,137,-0.29
2012,0,27330,Josh Teater,71.51,133,186,-0.29
2012,0,11123,Chris Couch,71.43,75,105,-0.19
2012,0,27120,Troy Matteson,71.34,117,164,-0.23
2012,0,21878,Mark Wilson,71.31,87,122,-0.23
2012,0,27936,Martin Laird,71.26,62,87,-0.27
2012,0,27649,Brandt Snedeker,71.17,79,111,-0.33
2012,0,23108,Matt Kuchar,70.83,85,120,-0.33
2012,0,27644,Brian Harman,70.59,144,204,-0.25
2012,0,29222,Billy Hurley III,70.45,62,88,-0.19
2012,0,28500,Martin Flores,69.94,121,173,-0.31
2012,0,30852,Ryo Ishikawa,69.64,39,56,-0.13
2012,0,30925,Dustin Johnson,69.31,70,101,-0.33
2012,0,25804,Bubba Watson,69.16,74,107,-0.28
2012,0,28307,Matt Every,69.05,87,126,-0.24
2012,0,12510,Chad Campbell,68.7,79,115,-0.27
2012,0,25572,Graeme McDowell,68.33,41,60,-0.34
2012,0,24502,Adam Scott,68.24,58,85,-0.22
2012,0,29478,Kevin Kisner,67.83,78,115,-0.26
2012,0,20645,John Senden,67.68,67,99,-0.39
2012,0,27141,J.B. Holmes,67.46,114,169,-0.22
2012,0,6573,Brandt Jobe,67.39,62,92,-0.31
2012,0,24490,George McNeill,67.26,76,113,-0.25
2012,0,27436,Graham DeLaet,66.45,103,155,-0.31
2012,0,27974,Sung Kang,66.37,75,113,-0.25
2012,0,21805,Harrison Frazar,66.34,67,101,-0.16
2012,0,23621,Rory Sabbatini,65.58,101,154,-0.17
2012,0,22371,Aaron Baddeley,64.8,81,125,-0.25
2012,0,21528,Henrik Stenson,63.95,55,86,-0.16
2012,0,22046,Geoff Ogilvy,62.5,55,88,-0.22
2011,0,6522,Ernie Els,86.14,87,101,-0.18
2011,0,12510,Chad Campbell,85.9,134,156,-0.21
2011,0,10860,Justin Leonard,85.82,121,141,-0.25
2011,0,20472,Alex Cejka,85.0,68,80,-0.24
2011,0,22405,Justin Rose,83.33,80,96,-0.19
2011,0,24024,Zach Johnson,82.91,97,117,-0.35
2011,0,24357,K.J. Choi,82.08,87,106,-0.34
2011,0,24846,Ricky Barnes,81.9,86,105,-0.2
2011,0,22293,Heath Slocum,81.76,121,148,-0.21
2011,0,19846,Brian Gay,81.67,98,120,-0.23
2011,0,21878,Mark Wilson,81.54,106,130,-0.29
2011,0,10733,Kent Jones,81.29,113,139,-0.32
2011,0,22961,David Mathis,81.15,99,122,-0.25
2011,0,24924,Bill Haas,81.12,116,143,-0.3
2011,0,23353,J.J. Henry,81.12,116,143,-0.28
2011,0,10809,Jim Furyk,80.99,98,121,-0.33
2011,0,6527,Steve Stricker,80.95,85,105,-0.25
2011,0,22046,Geoff Ogilvy,80.81,80,99,-0.39
2011,0,28087,Kris Blanks,80.59,137,170,-0.28
2011,0,25444,Justin Hicks,80.49,66,82,-0.12
2011,0,12602,Dean Wilson,80.37,86,107,-0.35
2011,0,26289,Boo Weekley,80.36,90,112,-0.27
2011,0,26758,David Hearn,80.24,134,167,-0.37
2011,0,23673,Michael Connell,80.17,93,116,-0.27
2011,0,10885,Robert Allenby,80.16,101,126,-0.28
2011,0,26951,Johnson Wagner,80.15,109,136,-0.33
2011,0,24507,Jason Bohn,80.0,96,120,-0.28
2011,0,25900,Lucas Glover,80.0,84,105,-0.21
2011,0,1116,Michael Bradley,79.7,106,133,-0.31
2011,0,29910,Blake Adams,79.65,180,226,-0.27
2011,0,28679,Fabián Gómez,79.65,90,113,-0.31
2011,0,6251,Chris DiMarco,79.63,129,162,-0.26
2011,0,22348,Nick O'Hern,79.55,105,132,-0.34
2011,0,32366,Kevin Chappell,79.41,108,136,-0.22
2011,0,25345,Carl Pettersson,79.23,145,183,-0.32
2011,0,22371,Aaron Baddeley,79.17,95,120,-0.27
2011,0,20572,Rod Pampling,79.17,95,120,-0.23
2011,0,28620,Aron Price,79.17,76,96,-0.28
2011,0,27466,Spencer Levin,79.07,136,172,-0.28
2011,0,30926,Chris Kirk,78.98,124,157,-0.27
2011,0,12716,Charley Hoffman,78.91,116,147,-0.34
2011,0,23325,Vaughn Taylor,78.69,144,183,-0.26
2011,0,31557,Jim Herman,78.68,107,136,-0.29
2011,0,22378,Trevor Immelman,78.68,107,136,-0.27
2011,0,23983,Luke Donald,78.57,66,84,-0.38
2011,0,20498,Briny Baird,78.49,73,93,-0.25
2011,0,24781,Hunter Mahan,78.47,113,144,-0.35
2011,0,20593,Greg Chalmers,78.26,108,138,-0.42
2011,0,30946,Alex Prugh,78.21,140,179,-0.24
2011,0,12652,Cameron Beckman,78.2,104,133,-0.29
2011,0,25686,Jason Dufner,78.2,104,133,-0.33
2011,0,24361,Pat Perez,78.15,93,119,-0.32
2011,0,20127,Chris Riley,78.13,100,128,-0.18
2011,0,30110,Kyle Stanley,78.11,132,169,-0.3
2011,0,6573,Brandt Jobe,78.06,121,155,-0.23
2011,0,21961,Charles Howell III,78.02,142,182,-0.3
2011,0,6621,Joe Durant,77.88,88,113,-0.26
2011,0,33911,Nate Smith,77.78,70,90,-0.23
2011,0,23548,Bill Lunde,77.65,132,170,-0.31
2011,0,24980,Scott Gutschewski,77.55,76,98,-0.2
2011,0,24490,George McNeill,77.48,86,111,-0.34
2011,0,20645,John Senden,77.37,106,137,-0.21
2011,0,2206,David Toms,77.17,71,92,-0.27
2011,0,27770,Camilo Villegas,77.17,71,92,-0.31
2011,0,31202,William McGirt,77.0,164,213,-0.24
2011,0,25804,Bubba Watson,76.85,83,108,-0.34
2011,0,23614,Rich Beem,76.74,66,86,-0.23
2011,0,27936,Martin Laird,76.72,89,116,-0.21
2011,0,23788,D.J. Trahan,76.7,135,176,-0.18
2011,0,29478,Kevin Kisner,76.67,92,120,-0.32
2011,0,27939,Matt McQuillan,76.67,69,90,-0.3
2011,0,23621,Rory Sabbatini,76.67,92,120,-0.25
2011,0,6567,Vijay Singh,76.64,105,137,-0.15
2011,0,8075,Jerry Kelly,76.58,85,111,-0.29
2011,0,23638,Brendon de Jonge,76.57,134,175,-0.21
2011,0,21753,Brian Davis,76.54,124,162,-0.38
2011,0,20766,Padraig Harrington,76.54,62,81,-0.27
2011,0,22913,John Rollins,76.35,113,148,-0.2
2011,0,27095,Nick Watney,76.35,113,148,-0.24
2011,0,23541,Ben Crane,76.19,96,126,-0.28
2011,0,24502,Adam Scott,76.09,70,92,-0.2
2011,0,26287,Roland Thatcher,76.09,105,138,-0.25
2011,0,25632,Jimmy Walker,76.06,108,142,-0.3
2011,0,9011,David Duval,75.97,98,129,-0.28
2011,0,24604,Hunter Haas,75.88,129,170,-0.18
2011,0,27064,Jhonattan Vegas,75.84,113,149,-0.18
2011,0,33419,Cameron Tringale,75.76,175,231,-0.26
2011,0,29221,Webb Simpson,75.68,140,185,-0.41
2011,0,29518,Brendan Steele,75.51,111,147,-0.24
2011,0,26331,Charl Schwartzel,75.38,49,65,-0.16
2011,0,26668,Marc Turnesa,75.28,67,89,-0.22
2011,0,33413,Ben Martin,75.19,100,133,-0.36
2011,0,21949,Joe Ogilvie,75.18,103,137,-0.19
2011,0,24290,D.J. Brigman,75.0,72,96,-0.21
2011,0,24140,Sean O'Hair,75.0,75,100,-0.32
2011,0,28486,Michael Putnam,75.0,87,116,-0.09
2011,0,26476,Chez Reavie,75.0,132,176,-0.26
2011,0,32150,Michael Thompson,75.0,105,140,-0.27
2011,0,26679,Kevin Stadler,74.86,131,175,-0.26
2011,0,28475,Jeff Overton,74.84,116,155,-0.28
2011,0,20160,Charlie Wi,74.83,113,151,-0.33
2011,0,30750,Tommy Gainey,74.77,166,222,-0.38
2011,0,6515,Shaun Micheel,74.75,74,99,-0.2
2011,0,24358,Robert Garrigus,74.72,133,178,-0.32
2011,0,12782,Tim Herron,74.7,124,166,-0.22
2011,0,19970,Robert Karlsson,74.7,62,83,-0.32
2011,0,27214,Kevin Streelman,74.67,112,150,-0.29
2011,0,30711,Colt Knost,74.66,109,146,-0.28
2011,0,20436,Garrett Willis,74.62,97,130,-0.32
2011,0,22621,Ben Curtis,74.55,82,110,-0.26
2011,0,32876,Martin Piller,74.53,79,106,-0.27
2011,0,8725,Tom Gillis,74.51,76,102,-0.26
2011,0,27963,Chris Stroud,74.44,134,180,-0.22
2011,0,27649,Brandt Snedeker,74.42,96,129,-0.29
2011,0,26851,Marc Leishman,74.32,110,148,-0.31
2011,0,1706,Davis Love III,74.31,81,109,-0.25
2011,0,25240,D.A. Points,74.15,109,147,-0.27
2011,0,28158,Steve Marino,74.13,106,143,-0.27
2011,0,26300,Matt Jones,74.07,100,135,-0.3
2011,0,30692,Scott Stallings,74.03,114,154,-0.25
2011,0,20070,Matt Bettencourt,73.94,105,142,-0.27
2011,0,23800,Bryce Molder,73.85,96,130,-0.41
2011,0,32640,Troy Merritt,73.72,101,137,-0.15
2011,0,25457,Alexandre Rocha,73.63,67,91,-0.1
2011,0,6004,Stephen Ames,73.58,78,106,-0.19
2011,0,27797,Derek Lamely,73.58,78,106,-0.31
2011,0,10585,Scott McCarron,73.58,78,106,-0.27
2011,0,21209,Sergio Garcia,73.33,66,90,-0.23
2011,0,21350,Ryuji Imada,73.23,93,127,-0.24
2011,0,25818,Scott Piercy,73.19,101,138,-0.36
2011,0,24663,Y.E. Yang,73.17,60,82,-0.25
2011,0,21407,Arjun Atwal,73.15,109,149,-0.28
2011,0,23623,Bo Van Pelt,73.05,103,141,-0.34
2011,0,1948,Tim Petrovic,72.93,97,133,-0.23
2011,0,20157,Retief Goosen,72.86,51,70,-0.22
2011,0,7457,Steve Flesch,72.85,110,151,-0.31
2011,0,1313,Steve Elkington,72.84,59,81,-0.27
2011,0,27141,J.B. Holmes,72.82,75,103,-0.23
2011,0,32102,Rickie Fowler,72.73,104,143,-0.33
2011,0,8375,Paul Stankowski,72.58,90,124,-0.18
2011,0,23320,Ryan Palmer,72.48,79,109,-0.16
2011,0,27974,Sung Kang,72.45,71,98,-0.27
2011,0,29718,Anthony Kim,72.38,76,105,-0.32
2011,0,23718,Nathan Green,72.22,91,126,-0.21
2011,0,24925,Jonathan Byrd,72.17,83,115,-0.33
2011,0,1810,Phil Mickelson,72.16,70,97,-0.27
2011,0,26420,Richard Johnson,71.88,69,96,-0.14
2011,0,26881,Jarrod Lyle,71.77,89,124,-0.22
2011,0,29720,Andres Gonzales,71.58,68,95,-0.35
2011,0,1766,Billy Mayfair,71.52,108,151,-0.24
2011,0,25562,Andres Romero,71.43,95,133,-0.34
2011,0,29420,Billy Horschel,71.33,102,143,-0.25
2011,0,6643,Paul Goydos,71.31,87,122,-0.23
2011,0,23108,Matt Kuchar,71.21,94,132,-0.28
2011,0,27120,Troy Matteson,71.16,153,215,-0.27
2011,0,27933,John Merrick,71.07,86,121,-0.12
2011,0,31323,Gary Woodland,70.95,105,148,-0.18
2011,0,21731,Freddie Jacobson,70.8,80,113,-0.35
2011,0,34255,Joseph Bramlett,70.75,75,106,-0.13
2011,0,8537,J.P. Hayes,70.71,70,99,-0.29
2011,0,1577,Lee Janzen,70.59,72,102,-0.18
2011,0,27330,Josh Teater,70.59,156,221,-0.21
2011,0,25572,Graeme McDowell,70.51,55,78,-0.31
2011,0,24138,Ian Poulter,70.51,55,78,-0.25
2011,0,25834,Daniel Summerhays,70.49,86,122,-0.23
2011,0,10505,Shane Bertsch,70.09,75,107,-0.25
2011,0,23497,Tag Ridings,69.78,127,182,-0.32
2011,0,30925,Dustin Johnson,69.67,85,122,-0.25
2011,0,20229,Stewart Cink,69.66,62,89,-0.23
2011,0,7867,Woody Austin,69.61,71,102,-0.32
2011,0,31193,Jim Renner,69.49,82,118,-0.21
2011,0,28089,Jason Day,69.47,66,95,-0.21
2011,0,11123,Chris Couch,69.4,93,134,-0.2
2011,0,20098,Stuart Appleby,69.16,74,107,-0.26
2011,0,20848,Ángel Cabrera,68.83,53,77,-0.25
2011,0,31401,Zack Miller,68.79,97,141,-0.19
2011,0,32698,Bobby Gates,68.21,103,151,-0.2
2011,0,23409,James Driscoll,68.07,81,119,-0.27
2011,0,25396,Kevin Na,67.89,74,109,-0.36
2011,0,1797,Rocco Mediate,67.68,67,99,-0.27
2011,0,26596,Ryan Moore,67.33,68,101,-0.26
2011,0,34072,Will Strickler,67.0,67,100,-0.19
2011,0,35087,Bio Kim,66.67,80,120,-0.28
2011,0,25274,Steven Bowditch,65.95,122,185,-0.22
2011,0,21805,Harrison Frazar,65.18,73,112,-0.22
