YEAR,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
2015,0,47993,Denny McCarthy,71,U.S. Open/Chamb,3
2015,0,23821,Yusaku Miyazato,71,Sony Open/Waial,2
2015,0,36789,Patrick Newcomb,71,The McGladrey/S,2
2015,0,6373,José María Olazábal,71,Masters/Augusta,2
2015,0,28723,John Parry,71,U.S. Open/Chamb,3
2015,0,21959,Ted Purdy,71,Barbasol Champ/,1
2015,0,7749,Brett Quigley,71,Barbasol Champ/,1
2015,0,48095,Garrett Rank,71,Canadian Open/G,2
2015,0,46915,Gerardo Ruiz,71,Mayakoba/El Cam,2
2015,0,23797,Brett Rumford,71,The Open/St. An,3
2015,0,33173,Efren Serna Jr.,71,Mayakoba/El Cam,1
2015,0,8375,Paul Stankowski,71,Puerto Rico/Tru,2
2015,0,37061,Matt Thompson,71,Wells Fargo/Qua,1
2015,0,36471,Guan Tian Liang,71,CIMB Classic/Ku,2
2015,0,8385,Omar Uresti,71,Barbasol Champ/,1
2015,0,32532,Manuel Villegas,71,Mayakoba/El Cam,2
2015,0,23322,Brett Wetterich,71,Barbasol Champ/,1
2015,0,31677,Jake Younan,71,Sanderson Farms,1
2015,0,47483,Will Zalatoris,71,Northern Trust/,2
2015,0,23778,Brad Adamonis,72,Travelers Champ,1
2015,0,32354,Seuk-hyun Baek,72,CIMB Classic/Ku,2
2015,0,25290,Kurt Barnes,72,U.S. Open/Chamb,1
2015,0,47985,Jared Becher,72,U.S. Open/Chamb,2
2015,0,47986,Rich Berberian Jr.,72,U.S. Open/Chamb,2
2015,0,47504,Sam Burns,72,St. Jude/TPC So,1
2015,0,32070,Rafael Campos,72,Puerto Rico/Tru,2
2015,0,23699,Danny Chia,72,CIMB Classic/Ku,4
2015,0,35540,Albin Choi,72,Canadian Open/G,1
2015,0,45862,Jean-Philip Cornellier,72,Travelers Champ,1
2015,0,45609,Tyler Duncan,72,U.S. Open/Chamb,2
2015,0,6621,Joe Durant,72,Sanderson Farms,2
2015,0,27776,Pelle Edberg,72,The Open/St. An,1
2015,0,12809,John Faidley,72,RBC Heritage/Ha,2
2015,0,34096,Matt Fast,72,Sanderson Farms,2
2015,0,20721,Darren Fichardt,72,WGC-HSBC Champ.,2
2015,0,47528,Kevin Golding,72,Byron Nelson/TP,2
2015,0,28380,Ryan Helminen,72,PGA Championshi,2
2015,0,23063,Scott Hend,72,The Open/St. An,2
2015,0,26420,Richard Johnson,72,AT&T Pebble/Peb,2
2015,0,47990,Kyle Jones,72,U.S. Open/Chamb,2
2015,0,39470,Richard Jung,72,Canadian Open/G,1
2015,0,7547,Craig Kanada,72,Sanderson Farms,1
2015,0,27929,Shiv Kapur,72,U.S. Open/Chamb,1
2015,0,47420,Jake Knapp,72,Farmers Ins./To,2
2015,0,26434,Antonio Lascuna,72,CIMB Classic/Ku,2
2015,0,33941,Nick Mason,72,St. Jude/TPC So,2
2015,0,27302,Garth Mulroy,72,U.S. Open/Chamb,2
2015,0,47235,Garrett Okamura,72,Sony Open/Waial,2
2015,0,22400,Hennie Otto,72,WGC-HSBC Champ.,2
2015,0,35143,Anthony Paolucci,72,Puerto Rico/Tru,2
2015,0,25863,Rod Perry,72,Arnold Palmer/B,2
2015,0,32493,Gary Stal,72,WGC-Bridgestone,1
2015,0,26808,Tadahiro Takayama,72,The Open/St. An,2
2015,0,39480,T.J. Vogel,72,Frys.com Open/S,2
2015,0,30996,Mark Baldwin,73,Shriners Hosp./,2
2015,0,45854,Thomas Birdsey,73,Texas Open/JW M,1
2015,0,33803,Lucas Bjerregaard,73,U.S. Open/Chamb,1
2015,0,26949,Josh Broadaway,73,Barbasol Champ/,2
2015,0,32115,Daniel Brooks,73,The Open/St. An,2
2015,0,29954,Robert Dinwiddie,73,The Open/St. An,1
2015,0,36983,Matt Dobyns,73,PGA Championshi,2
2015,0,37338,Zecheng Dou,73,WGC-HSBC Champ.,2
2015,0,32594,Oliver Farr,73,U.S. Open/Chamb,1
2015,0,23338,David Gossett,73,Barbasol Champ/,2
2015,0,48083,Garland Green,73,The Greenbrier/,2
2015,0,23718,Nathan Green,73,AT&T Pebble/Mon,2
2015,0,20378,Mathias Grönberg,73,Puerto Rico/Tru,1
2015,0,29930,Mike Hendry,73,WGC-HSBC Champ.,3
2015,0,26908,Yuta Ikeda,73,Sony Open/Waial,2
2015,0,25289,Steven Jeffress,73,WGC-Cadillac/Tr,4
2015,0,1619,Skip Kendall,73,Barbasol Champ/,2
2015,0,47225,Ryan Kennedy,73,Humana/PGA West,1
2015,0,47461,Andrew Kozan,73,Puerto Rico/Tru,1
2015,0,33410,Andrew Landry,73,Shell Houston/G,2
2015,0,1724,Jeff Maggert,73,RBC Heritage/Ha,2
2015,0,33199,Matteo Manassero,73,The Open/St. An,2
2015,0,12461,Paul McGinley,73,AT&T Pebble/Mon,1
2015,0,1797,Rocco Mediate,73,Puerto Rico/Tru,2
2015,0,25031,Andy Miller,73,Frys.com Open/S,1
2015,0,1823,Larry Mize,73,Masters/Augusta,2
2015,0,35112,Anthony Murdaca,73,Masters/Augusta,2
2015,0,46569,Bradley Neil,73,U.S. Open/Chamb,2
2015,0,36871,Matthew NeSmith,73,U.S. Open/Chamb,2
2015,0,27349,Alex Noren,73,U.S. Open/Chamb,1
2015,0,23175,Timothy O'Neal,73,U.S. Open/Chamb,2
2015,0,34611,Jason Palmer,73,U.S. Open/Chamb,2
2015,0,20443,Jin Park,73,Farmers Ins./To,2
2015,0,1928,Corey Pavin,73,Crowne Plaza/Co,1
2015,0,36755,Zechariah Potter,73,Zurich Classic/,2
2015,0,47983,Chad Ramey,73,St. Jude/TPC So,2
2015,0,23497,Tag Ridings,73,St. Jude/TPC So,2
2015,0,47995,Davis Riley,73,U.S. Open/Chamb,1
2015,0,30860,Shunsuke Sonoda,73,U.S. Open/Chamb,2
2015,0,24080,Scott Strange,73,The Open/St. An,2
2015,0,33545,Grant Sturgeon,73,PGA Championshi,2
2015,0,48119,Ben Taylor,73,The Open/St. An,2
2015,0,20773,Taichi Teshima,73,The Open/St. An,2
2015,0,26595,Derek Tolan,73,Puerto Rico/Tru,2
2015,0,33838,Shinji Tomimura,73,The Open/St. An,1
2015,0,2230,Stan Utley,73,Barbasol Champ/,1
2015,0,20812,Tjaart van der Walt,73,U.S. Open/Chamb,2
2015,0,48026,Zack Vervaecke,73,John Deere Clas,1
2015,0,35729,Billy Walsh,73,Canadian Open/G,1
2015,0,32421,Romain Wattel,73,The Open/St. An,2
2015,0,21736,Lian-Wei Zhang,73,WGC-HSBC Champ.,1
2015,0,47041,Camden Backel,74,Sanderson Farms,1
2015,0,48118,Alister Balcombe,74,The Open/St. An,1
2015,0,26418,Adam Bland,74,The Open/St. An,2
2015,0,35084,Jimmy Brandt,74,Valspar Champ/I,2
2015,0,27767,David Carr,74,AT&T Pebble/Mon,3
2015,0,47131,T.T. Crouch,74,Memorial Tourn/,2
2015,0,33780,Nick Cullen,74,WGC-Bridgestone,2
2015,0,46292,Ty Dunlap,74,Puerto Rico/Tru,1
2015,0,34017,Jhared Hack,74,Honda Classic/P,1
2015,0,47336,Michael Hopper,74,Phoenix Open/TP,2
2015,0,47791,T.J. Howe,74,Wells Fargo/Qua,1
2015,0,36799,Stephan Jaeger,74,U.S. Open/Chamb,1
2015,0,35139,Richard Lee,74,U.S. Open/Chamb,1
2015,0,46584,Kevin Lucas,74,U.S. Open/Chamb,2
2015,0,47992,Matt Mabrey,74,U.S. Open/Chamb,2
2015,0,6631,Todd McCorkle,74,Barbasol Champ/,2
2015,0,35890,Byron Meth,74,Masters/Augusta,1
2015,0,23814,Edoardo Molinari,74,The Open/St. An,1
2015,0,29422,Jonathan Moore,74,The Open/St. An,1
2015,0,12660,Jesper Parnevik,74,Puerto Rico/Tru,1
2015,0,40250,Taylor Pendrith,74,Canadian Open/G,2
2015,0,40190,Ryan Polzin,74,Texas Open/JW M,2
2015,0,46488,Adam Rainaud,74,PGA Championshi,1
2015,0,48102,Carson Schaake,74,John Deere Clas,2
2015,0,32081,Drew Scott,74,Northern Trust/,1
2015,0,6132,Sonny Skinner,74,The McGladrey/S,2
2015,0,35181,Daniel van Tonder,74,WGC-Cadillac/Tr,2
2015,0,2300,Ian Woosnam,74,Masters/Augusta,2
2015,0,48120,Mark Young,74,The Open/St. An,2
2015,0,47516,James Beale,75,Canadian Open/G,2
2015,0,1161,Mark Calcavecchia,75,The Open/St. An,2
2015,0,45702,Rodolfo Cazaubòn,75,Mayakoba/El Cam,2
2015,0,1200,Keith Clearwater,75,Barbasol Champ/,2
2015,0,39563,Michael Davan,75,U.S. Open/Chamb,2
2015,0,37426,Jeronimo Esteve,75,Puerto Rico/Tru,1
2015,0,12823,Carlos Franco,75,Puerto Rico/Tru,2
2015,0,1388,Robert Gamez,75,Puerto Rico/Tru,2
2015,0,47989,Sam Horsfield,75,U.S. Open/Chamb,1
2015,0,32878,Jin Jeong,75,WGC-HSBC Champ.,3
2015,0,28327,Brett Jones,75,PGA Championshi,1
2015,0,45961,Michael Kinkopf,75,Valspar Champ/I,1
2015,0,35378,Jun Hak Lee,75,Travelers Champ,1
2015,0,47643,Lance Lopez,75,Texas Open/JW M,1
2015,0,33047,Gregor Main,75,Frys.com Open/S,1
2015,0,28158,Steve Marino,75,U.S. Open/Chamb,2
2015,0,6350,Bob May,75,Shriners Hosp./,2
2015,0,34644,Josh Persons,75,U.S. Open/Chamb,2
2015,0,23929,Paul Scaletta,75,Puerto Rico/Tru,2
2015,0,12309,Bob Sowards,75,PGA Championshi,1
2015,0,47745,Zach Steffen,75,John Deere Clas,1
2015,0,30798,Yoshitaka Takeya,75,WGC-HSBC Champ.,3
2015,0,36444,Michael Weaver,75,AT&T Pebble/Spy,3
2015,0,22000,Chris Wood,75,PGA Championshi,2
2015,0,23614,Rich Beem,76,PGA Championshi,1
2015,0,39990,Kyle Bilodeau,76,Travelers Champ,1
2015,0,47527,Matias Dominguez,76,Masters/Augusta,2
2015,0,36299,Edward Figueroa,76,Puerto Rico/Tru,2
2015,0,33181,Charles Frost,76,PGA Championshi,1
2015,0,33839,CJ Gatto,76,Barbasol Champ/,2
2015,0,47644,Scott Harvey,76,Masters/Augusta,1
2015,0,15704,David Holmes,76,St. Jude/TPC So,1
2015,0,31558,J.J. Killeen,76,Texas Open/JW M,2
2015,0,47567,Ben Polland,76,PGA Championshi,2
2015,0,23633,Phil Schmitt,76,Sanderson Farms,1
2015,0,48138,Brent Snyder,76,PGA Championshi,1
2015,0,47470,Chad Sorensen,76,Northern Trust/,2
2015,0,48137,Daniel Venezio,76,PGA Championshi,2
2015,0,45694,Pat Wilson,76,U.S. Open/Chamb,2
2015,0,31640,Gary Boyd,77,The Open/St. An,1
2015,0,47987,Cole Hammer,77,U.S. Open/Chamb,1
2015,0,27652,Johan Kok,77,PGA Championshi,2
2015,0,1684,Rick Lewallen,77,Wells Fargo/Qua,1
2015,0,22746,Steven Young,77,PGA Championshi,1
2015,0,6034,Marco Dawson,78,Puerto Rico/Tru,1
2015,0,47369,Chris Gilley,78,Farmers Ins./To,2
2015,0,23174,Jake Narro,78,Zurich Classic/,2
2015,0,32485,Sean Dougherty,79,PGA Championshi,1
2015,0,34357,Jeff Olson,79,PGA Championshi,1
2015,0,39882,Alex Kim,80,U.S. Open/Chamb,1
2015,0,22789,Brian Cairns,81,PGA Championshi,2
2015,0,1374,Robin Freeman,81,Barbasol Champ/,1
2015,0,32310,Scott Moran,81,St. Jude/TPC So,1
2015,0,47565,Clay Myers II,81,St. Jude/TPC So,1
2015,0,48139,Austin Peters,81,PGA Championshi,2
2015,0,23091,Alan Morin,82,PGA Championshi,2
2015,0,1235,Ben Crenshaw,85,Masters/Augusta,2
2015,0,36338,Brody Ninyette,86,WGC-HSBC Champ.,1
2014,0,23353,J.J. Henry,60,Shriners Hosp./,1
2014,0,29479,Scott Brown,61,John Deere Clas,3
2014,0,21209,Sergio Garcia,61,WGC-Bridgestone,2
2014,0,27120,Troy Matteson,61,The Greenbrier/,2
2014,0,24490,George McNeill,61,The Greenbrier/,4
2014,0,25562,Andres Romero,61,Shriners Hosp./,1
2014,0,12510,Chad Campbell,62,John Deere Clas,3
2014,0,23135,Tim Clark,62,The McGladrey/S,4
2014,0,23638,Brendon de Jonge,62,Wells Fargo/Qua,2
2014,0,34099,Harris English,62,Mayakoba/El Cam,2
2014,0,29720,Andres Gonzales,62,Frys.com Open/C,2
2014,0,33461,Morgan Hoffmann,62,BMW Champ/Cherr,3
2014,0,30852,Ryo Ishikawa,62,Wyndham Champ/S,2
2014,0,24024,Zach Johnson,62,Humana/PGA West,4
2014,0,27408,Martin Kaymer,62,WGC-HSBC Champ.,3
2014,0,33122,Russell Knox,62,BMW Champ/Cherr,4
2014,0,33413,Ben Martin,62,Zurich Classic/,1
2014,0,1810,Phil Mickelson,62,WGC-Bridgestone,4
2014,0,24502,Adam Scott,62,Arnold Palmer/B,1
2014,0,29518,Brendan Steele,62,Travelers Champ,1
2014,0,25632,Jimmy Walker,62,Frys.com Open/C,3
2014,0,28259,Sangmoon Bae,63,Sony Open/Waial,1
2014,0,20498,Briny Baird,63,The McGladrey/S,1
2014,0,24925,Jonathan Byrd,63,Shriners Hosp./,1
2014,0,28093,Miguel Angel Carballo,63,Travelers Champ,4
2014,0,25364,Paul Casey,63,HP Byron Nelson,2
2014,0,34021,Bud Cauley,63,Travelers Champ,1
2014,0,32366,Kevin Chappell,63,Crowne Plaza/Co,3
2014,0,20229,Stewart Cink,63,Humana/PGA West,2
2014,0,23541,Ben Crane,63,St. Jude/TPC So,1
2014,0,27436,Graham DeLaet,63,Canadian Open/R,2
2014,0,23409,James Driscoll,63,Puerto Rico/Tru,2
2014,0,29740,Brad Fritsch,63,Wyndham Champ/S,2
2014,0,10809,Jim Furyk,63,Canadian Open/R,2
2014,0,24358,Robert Garrigus,63,Frys.com Open/C,2
2014,0,19846,Brian Gay,63,The McGladrey/S,1
2014,0,27644,Brian Harman,63,John Deere Clas,1
2014,0,29420,Billy Horschel,63,BMW Champ/Cherr,3
2014,0,29222,Billy Hurley III,63,The Greenbrier/,2
2014,0,30925,Dustin Johnson,63,WGC-HSBC Champ.,2
2014,0,19970,Robert Karlsson,63,Mayakoba/El Cam,1
2014,0,34409,David Lingmerth,63,St. Jude/TPC So,2
2014,0,35300,Andrew Loupe,63,AT&T Pebble/Mon,1
2014,0,29461,Jamie Lovemark,63,Travelers Champ,2
2014,0,28237,Rory McIlroy,63,Memorial Tourn/,1
2014,0,23800,Bryce Molder,63,Humana/PGA West,3
2014,0,26596,Ryan Moore,63,Travelers Champ,1
2014,0,24140,Sean O'Hair,63,Shriners Hosp./,3
2014,0,28475,Jeff Overton,63,Shriners Hosp./,1
2014,0,23320,Ryan Palmer,63,Deutsche Bank/T,1
2014,0,24138,Ian Poulter,63,WGC-HSBC Champ.,3
2014,0,10213,Dicky Pride,63,Canadian Open/R,4
2014,0,28486,Michael Putnam,63,Travelers Champ,2
2014,0,34360,Patrick Reed,63,Humana/PGA West,3
2014,0,23621,Rory Sabbatini,63,John Deere Clas,1
2014,0,20645,John Senden,63,Honda Classic/P,2
2014,0,29221,Webb Simpson,63,The Greenbrier/,4
2014,0,34046,Jordan Spieth,63,Farmers Ins./To,2
2014,0,26679,Kevin Stadler,63,Mayakoba/El Cam,2
2014,0,24459,Richard Sterne,63,WGC-HSBC Champ.,4
2014,0,30927,Brendon Todd,63,Humana/PGA West,2
2014,0,23623,Bo Van Pelt,63,Zurich Classic/,2
2014,0,27064,Jhonattan Vegas,63,John Deere Clas,3
2014,0,27770,Camilo Villegas,63,Wyndham Champ/S,4
2014,0,20396,Lee Westwood,63,WGC-Bridgestone,4
2014,0,25349,Tim Wilkinson,63,Mayakoba/El Cam,2
2014,0,31323,Gary Woodland,63,TOUR Champ/East,3
2014,0,23540,Jason Allred,64,Northern Trust/,2
2014,0,20098,Stuart Appleby,64,Travelers Champ,4
2014,0,23048,Eric Axley,64,Travelers Champ,1
2014,0,24846,Ricky Barnes,64,Frys.com Open/C,3
2014,0,32334,Charlie Beljan,64,Humana/PGA West,2
2014,0,27895,Jonas Blixt,64,The Greenbrier/,1
2014,0,24507,Jason Bohn,64,Shriners Hosp./,2
2014,0,25274,Steven Bowditch,64,John Deere Clas,1
2014,0,20848,Ángel Cabrera,64,The Greenbrier/,4
2014,0,32200,Roberto Castro,64,Humana/PGA West,4
2014,0,20593,Greg Chalmers,64,The McGladrey/S,4
2014,0,1249,John Daly,64,Sony Open/Waial,3
2014,0,21753,Brian Davis,64,John Deere Clas,3
2014,0,28089,Jason Day,64,The Barclays/Ri,2
2014,0,6621,Joe Durant,64,Travelers Champ,1
2014,0,20157,Retief Goosen,64,Valspar Champ/I,3
2014,0,6643,Paul Goydos,64,Sony Open/Waial,2
2014,0,35539,Luke Guthrie,64,Shriners Hosp./,4
2014,0,24924,Bill Haas,64,Wyndham Champ/S,4
2014,0,1473,Todd Hamilton,64,John Deere Clas,1
2014,0,34098,Russell Henley,64,Honda Classic/P,1
2014,0,25444,Justin Hicks,64,Canadian Open/R,4
2014,0,12716,Charley Hoffman,64,Humana/La Quint,1
2014,0,21731,Freddie Jacobson,64,Wyndham Champ/S,2
2014,0,30926,Chris Kirk,64,Deutsche Bank/T,3
2014,0,29478,Kevin Kisner,64,Wyndham Champ/S,2
2014,0,36689,Brooks Koepka,64,Wyndham Champ/S,4
2014,0,23108,Matt Kuchar,64,RBC Heritage/Ha,4
2014,0,34261,Scott Langley,64,Travelers Champ,1
2014,0,26851,Marc Leishman,64,WGC-Bridgestone,1
2014,0,24940,Edward Loar,64,Canadian Open/R,2
2014,0,24912,Will MacKenzie,64,Frys.com Open/C,3
2014,0,1724,Jeff Maggert,64,Travelers Champ,1
2014,0,32839,Hideki Matsuyama,64,Crowne Plaza/Co,3
2014,0,25572,Graeme McDowell,64,WGC-HSBC Champ.,3
2014,0,31202,William McGirt,64,Wyndham Champ/S,4
2014,0,25396,Kevin Na,64,Memorial Tourn/,4
2014,0,26329,Louis Oosthuizen,64,HP Byron Nelson,3
2014,0,12660,Jesper Parnevik,64,Humana/PGA West,2
2014,0,24361,Pat Perez,64,RBC Heritage/Ha,4
2014,0,1948,Tim Petrovic,64,Canadian Open/R,1
2014,0,25818,Scott Piercy,64,Wyndham Champ/S,2
2014,0,26331,Charl Schwartzel,64,WGC-Bridgestone,4
2014,0,27649,Brandt Snedeker,64,Travelers Champ,4
2014,0,30692,Scott Stallings,64,Deutsche Bank/T,4
2014,0,33418,Shawn Stefani,64,John Deere Clas,3
2014,0,21528,Henrik Stenson,64,The Barclays/Ri,2
2014,0,27214,Kevin Streelman,64,Travelers Champ,4
2014,0,6527,Steve Stricker,64,John Deere Clas,3
2014,0,27963,Chris Stroud,64,Crowne Plaza/Co,2
2014,0,25834,Daniel Summerhays,64,BMW Champ/Cherr,4
2014,0,29425,Andrew Svoboda,64,Wyndham Champ/S,2
2014,0,34264,Hudson Swafford,64,Sony Open/Waial,2
2014,0,33448,Justin Thomas,64,Humana/PGA West,2
2014,0,32150,Michael Thompson,64,The Greenbrier/,3
2014,0,2206,David Toms,64,Puerto Rico/Tru,2
2014,0,33419,Cameron Tringale,64,The Greenbrier/,3
2014,0,27095,Nick Watney,64,Wyndham Champ/S,2
2014,0,25804,Bubba Watson,64,Northern Trust/,4
2014,0,34265,Will Wilcox,64,Sony Open/Waial,3
2014,0,24663,Y.E. Yang,64,Phoenix Open/TP,1
2014,0,10885,Robert Allenby,65,Sony Open/Waial,3
2014,0,6004,Stephen Ames,65,Humana/PGA West,3
2014,0,33120,Mark Anderson,65,Zurich Classic/,2
2014,0,22371,Aaron Baddeley,65,Travelers Champ,3
2014,0,33141,Keegan Bradley,65,Deutsche Bank/T,1
2014,0,26949,Josh Broadaway,65,The McGladrey/S,4
2014,0,24357,K.J. Choi,65,Travelers Champ,2
2014,0,28455,Will Claxton,65,The McGladrey/S,1
2014,0,25720,Chad Collins,65,Humana/PGA West,4
2014,0,46435,Austin Cook,65,St. Jude/TPC So,3
2014,0,22621,Ben Curtis,65,Canadian Open/R,4
2014,0,8931,Glen Day,65,John Deere Clas,2
2014,0,25369,Jamie Donaldson,65,Honda Classic/P,1
2014,0,20104,Ken Duke,65,Travelers Champ,1
2014,0,6522,Ernie Els,65,PGA Championshi,4
2014,0,1320,Bob Estes,65,Mayakoba/El Cam,3
2014,0,28307,Matt Every,65,St. Jude/TPC So,3
2014,0,28500,Martin Flores,65,Humana/La Quint,2
2014,0,30750,Tommy Gainey,65,Mayakoba/El Cam,2
2014,0,24399,Scott Gardiner,65,AT&T Pebble/Mon,1
2014,0,34563,Chesson Hadley,65,Puerto Rico/Tru,2
2014,0,32448,James Hahn,65,The Greenbrier/,1
2014,0,22792,Peter Hanson,65,HP Byron Nelson,1
2014,0,26758,David Hearn,65,Deutsche Bank/T,4
2014,0,27141,J.B. Holmes,65,Zurich Classic/,2
2014,0,21961,Charles Howell III,65,Phoenix Open/TP,4
2014,0,39974,Steven Ihm,65,John Deere Clas,2
2014,0,22378,Trevor Immelman,65,The McGladrey/S,4
2014,0,26300,Matt Jones,65,Phoenix Open/TP,2
2014,0,8075,Jerry Kelly,65,John Deere Clas,3
2014,0,30944,Jason Kokrak,65,The McGladrey/S,2
2014,0,22806,Doug LaBelle II,65,Wyndham Champ/S,2
2014,0,27936,Martin Laird,65,Wyndham Champ/S,1
2014,0,29926,Danny Lee,65,Deutsche Bank/T,2
2014,0,35139,Richard Lee,65,AT&T Pebble/Mon,1
2014,0,10860,Justin Leonard,65,Humana/PGA West,4
2014,0,27466,Spencer Levin,65,Mayakoba/El Cam,3
2014,0,1706,Davis Love III,65,The Greenbrier/,3
2014,0,33204,Shane Lowry,65,The Open/Royal,4
2014,0,24781,Hunter Mahan,65,The Barclays/Ri,4
2014,0,34466,Peter Malnati,65,St. Jude/TPC So,1
2014,0,28158,Steve Marino,65,Mayakoba/El Cam,2
2014,0,27933,John Merrick,65,Arnold Palmer/B,1
2014,0,29289,S.Y. Noh,65,Zurich Classic/,3
2014,0,22046,Geoff Ogilvy,65,Deutsche Bank/T,4
2014,0,20691,Greg Owen,65,Travelers Champ,2
2014,0,40250,Taylor Pendrith,65,Canadian Open/R,1
2014,0,45294,Kevin Penner,65,Shriners Hosp./,2
2014,0,35541,John Peterson,65,Sony Open/Waial,3
2014,0,25345,Carl Pettersson,65,Wyndham Champ/S,2
2014,0,25240,D.A. Points,65,Wyndham Champ/S,2
2014,0,27556,Ted Potter Jr.,65,Puerto Rico/Tru,3
2014,0,31193,Jim Renner,65,The Greenbrier/,1
2014,0,35732,Wes Roach,65,Wyndham Champ/S,4
2014,0,36699,Patrick Rodgers,65,The Greenbrier/,1
2014,0,22913,John Rollins,65,The McGladrey/S,1
2014,0,22405,Justin Rose,65,WGC-Bridgestone,1
2014,0,6567,Vijay Singh,65,Frys.com Open/C,3
2014,0,22293,Heath Slocum,65,Wyndham Champ/S,2
2014,0,30110,Kyle Stanley,65,Canadian Open/R,1
2014,0,34431,Robert Streb,65,John Deere Clas,1
2014,0,31560,Brian Stuard,65,Deutsche Bank/T,3
2014,0,21498,Hideto Tanihara,65,Sony Open/Waial,2
2014,0,32333,Kevin Tway,65,John Deere Clas,1
2014,0,26951,Johnson Wagner,65,John Deere Clas,2
2014,0,20160,Charlie Wi,65,Humana/PGA West,1
2014,0,29454,Bernd Wiesberger,65,PGA Championshi,3
2014,0,22000,Chris Wood,65,The Open/Royal,4
2014,0,8793,Tiger Woods,65,Honda Classic/P,3
2014,0,29910,Blake Adams,66,Humana/PGA West,3
2014,0,30978,Kiradech Aphibarnrat,66,Phoenix Open/TP,1
2014,0,7867,Woody Austin,66,Canadian Open/R,4
2014,0,40026,Daniel Berger,66,U.S. Open/Pineh,4
2014,0,10944,Thomas Bjørn,66,Honda Classic/P,2
2014,0,20850,Daniel Chopra,66,Puerto Rico/Tru,2
2014,0,24494,Erik Compton,66,Zurich Classic/,1
2014,0,34076,Joel Dahmen,66,Canadian Open/R,1
2014,0,23983,Luke Donald,66,RBC Heritage/Ha,3
2014,0,28339,Victor Dubuisson,66,PGA Championshi,4
2014,0,25686,Jason Dufner,66,Crowne Plaza/Co,4
2014,0,9011,David Duval,66,HP Byron Nelson,1
2014,0,37273,Derek Ernst,66,Honda Classic/P,1
2014,0,25191,Gonzalo Fernandez-Castaño,66,Canadian Open/R,4
2014,0,32102,Rickie Fowler,66,BMW Champ/Cherr,3
2014,0,29535,Brice Garnett,66,Wyndham Champ/S,4
2014,0,25900,Lucas Glover,66,Phoenix Open/TP,2
2014,0,28679,Fabián Gómez,66,Zurich Classic/,3
2014,0,22892,Jason Gore,66,Puerto Rico/Tru,3
2014,0,37351,Oliver Goss,66,Quicken Loans/C,2
2014,0,31646,Emiliano Grillo,66,Puerto Rico/Tru,4
2014,0,20766,Padraig Harrington,66,HP Byron Nelson,3
2014,0,23063,Scott Hend,66,WGC-HSBC Champ.,3
2014,0,31557,Jim Herman,66,Farmers Ins./To,1
2014,0,12782,Tim Herron,66,HP Byron Nelson,2
2014,0,39977,Max Homa,66,Frys.com Open/C,3
2014,0,34174,John Huh,66,HP Byron Nelson,3
2014,0,21350,Ryuji Imada,66,Wyndham Champ/S,1
2014,0,19958,Miguel Angel Jiménez,66,Masters/Augusta,3
2014,0,37092,Hyung-Sung Kim,66,Sony Open/Waial,3
2014,0,26956,Bronson La'Cassie,66,The Greenbrier/,2
2014,0,28092,D.H. Lee,66,John Deere Clas,3
2014,0,24748,WC Liang,66,WGC-HSBC Champ.,4
2014,0,21099,David Lynn,66,Phoenix Open/TP,2
2014,0,10585,Scott McCarron,66,Humana/PGA West,3
2014,0,32640,Troy Merritt,66,Canadian Open/R,1
2014,0,23814,Edoardo Molinari,66,PGA Championshi,1
2014,0,46048,Jordan Niebrugge,66,John Deere Clas,3
2014,0,7749,Brett Quigley,66,Humana/La Quint,1
2014,0,27072,Alvaro Quiros,66,Mayakoba/El Cam,3
2014,0,27139,David Skinns,66,Puerto Rico/Tru,2
2014,0,27330,Josh Teater,66,Wyndham Champ/S,3
2014,0,28780,Nicholas Thompson,66,Crowne Plaza/Co,4
2014,0,26595,Derek Tolan,66,Sony Open/Waial,2
2014,0,26668,Marc Turnesa,66,John Deere Clas,3
2014,0,28132,Tyrone Van Aswegen,66,Wyndham Champ/S,2
2014,0,25841,Marc Warren,66,PGA Championshi,3
2014,0,26289,Boo Weekley,66,The McGladrey/S,4
2014,0,10423,Mike Weir,66,Wyndham Champ/S,1
2014,0,32139,Danny Willett,66,PGA Championshi,3
2014,0,21878,Mark Wilson,66,Wyndham Champ/S,4
2014,0,12652,Cameron Beckman,67,Wyndham Champ/S,2
2014,0,20070,Matt Bettencourt,67,Wyndham Champ/S,1
2014,0,24227,Justin Bolli,67,Wyndham Champ/S,3
2014,0,26525,Grégory Bourdy,67,WGC-HSBC Champ.,3
2014,0,26499,Rafa Cabrera Bello,67,Puerto Rico/Tru,2
2014,0,32070,Rafael Campos,67,Puerto Rico/Tru,3
2014,0,20472,Alex Cejka,67,HP Byron Nelson,1
2014,0,19825,Darren Clarke,67,The Open/Royal,3
2014,0,19972,José Coceres,67,Shriners Hosp./,3
2014,0,23452,Nicolas Colsaerts,67,Puerto Rico/Tru,4
2014,0,31416,Derek Fathauer,67,Honda Classic/P,1
2014,0,35840,Kevin Foley,67,Wyndham Champ/S,3
2014,0,29974,Branden Grace,67,WGC-Bridgestone,3
2014,0,23718,Nathan Green,67,Canadian Open/R,1
2014,0,24956,Mikko Ilonen,67,PGA Championshi,1
2014,0,1577,Lee Janzen,67,Humana/PGA West,2
2014,0,27652,Johan Kok,67,PGA Championshi,2
