YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
2024,97,0,57900,Chandler Phillips,130000.0
2024,98,0,39324,J.J. Spaun,130000.0
2024,99,0,52666,Sami Valimaki,130000.0
2024,100,0,34363,Tyrrell Hatton,130000.0
2024,101,0,32791,K.H. Lee,120000.0
2024,102,0,51696,Rico Hoey,120000.0
2024,103,0,28775,Nate Lashley,120000.0
2024,104,0,54576,Patrick Fishburn,120000.0
2024,105,0,23108,Matt Kuchar,120000.0
2024,106,0,29936,Ryan Fox,120000.0
2024,107,0,27139,David Skinns,120000.0
2024,108,0,32102,Rickie Fowler,120000.0
2024,109,0,39327,Ben Silverman,120000.0
2024,110,0,51349,Nico Echavarria,120000.0
2024,111,0,47983,Chad Ramey,120000.0
2024,112,0,48887,Matt Wallace,120000.0
2024,113,0,50188,S.H. Kim,120000.0
2024,114,0,52513,Carson Young,120000.0
2024,115,0,40058,Zac Blair,120000.0
2024,116,0,55789,Taylor Montgomery,120000.0
2024,117,0,39975,Michael Kim,120000.0
2024,118,0,34076,Joel Dahmen,120000.0
2024,119,0,54783,Dylan Wu,120000.0
2024,120,0,59836,Pierceson Coody,120000.0
2024,121,0,60004,Jacob Bridgeman,120000.0
2024,122,0,36871,Matt NeSmith,120000.0
2024,123,0,51894,Vince Whaley,120000.0
2024,124,0,32333,Kevin Tway,120000.0
2024,125,0,48867,Matti Schmid,120000.0
2024,126,0,50484,Hayden Springer,85000.0
2024,127,0,37275,Sam Ryder,85000.0
2024,128,0,55454,Carl Yuan,85000.0
2024,129,0,38991,Alejandro Tosti,85000.0
2024,130,0,46340,Alex Smalley,85000.0
2024,131,0,30163,Henrik Norlander,85000.0
2024,132,0,51890,Greyson Sigg,85000.0
2024,133,0,34374,Erik Barnes,85000.0
2024,134,0,32757,Patton Kizzire,85000.0
2024,135,0,52514,Trace Crowe,85000.0
2024,136,0,32367,Jorge Campillo,85000.0
2024,137,0,57364,Michael Thorbjornsen,85000.0
2024,138,0,34563,Chesson Hadley,85000.0
2024,139,0,55708,Hayden Buckley,85000.0
2024,140,0,40026,Daniel Berger,85000.0
2024,141,0,35617,Martin Trainer,85000.0
2024,142,0,51600,Jimmy Stanger,85000.0
2024,143,0,32640,Troy Merritt,85000.0
2024,144,0,46441,Robby Shelton,85000.0
2024,145,0,24024,Zach Johnson,85000.0
2024,146,0,26596,Ryan Moore,85000.0
2024,147,0,27936,Martin Laird,85000.0
2024,148,0,32070,Rafael Campos,85000.0
2024,149,0,34255,Joseph Bramlett,85000.0
2024,150,0,54421,Garrick Higgo,85000.0
2024,151,0,29221,Webb Simpson,
2024,152,0,33413,Ben Martin,
2024,153,0,52374,Brandon Wu,
2024,154,0,22371,Aaron Baddeley,
2024,155,0,31323,Gary Woodland,
2024,156,0,48084,Wesley Bryan,
2024,157,0,33968,Thorbjørn Olesen,
2024,158,0,28420,Ryan Brehm,
2024,159,0,26476,Chez Reavie,
2024,160,0,60067,Joe Highsmith,
2024,161,0,59442,Parker Coody,
2024,162,0,50493,Justin Suh,
2024,163,0,47988,Nick Hardy,
2024,164,0,52372,Cameron Champ,
2024,165,0,36326,David Lipsky,
2024,166,0,50497,Adrien Dumont de Chassart,
2024,167,0,34310,Alexander Björk,
2024,168,0,32366,Kevin Chappell,
2024,169,0,46113,Ryan McCormick,
2024,170,0,33408,Tyson Alexander,
2024,171,0,35310,Lanto Griffin,
2024,172,0,35879,Kelly Kraft,
2024,173,0,20229,Stewart Cink,
2024,174,0,45609,Tyler Duncan,
2024,175,0,33486,Roger Sloan,
2024,176,0,29289,S.Y. Noh,
2024,177,0,30692,Scott Stallings,
2024,178,0,27214,Kevin Streelman,
2024,179,0,37212,Paul Barjon,
2024,180,0,20766,Padraig Harrington,
2024,181,0,48699,Callum Tarren,
2024,182,0,46435,Austin Cook,
2024,183,0,48319,Tom Whitney,
2024,184,0,48119,Ben Taylor,
2024,185,0,24140,Sean O'Hair,
2024,186,0,34021,Bud Cauley,
2024,187,0,47663,Kevin Dougherty,
2024,188,0,29268,Bronson Burgoon,
2024,189,0,50095,Austin Smotherman,
2024,190,0,25818,Scott Piercy,
2024,191,0,23320,Ryan Palmer,
2024,192,0,54328,Norman Xiong,
2024,193,0,39954,Cody Gribble,
2024,194,0,27770,Camilo Villegas,
2024,195,0,47079,Harrison Endycott,
2024,196,0,51070,Vincent Norrman,
2024,197,0,56149,Wilson Furr,
2024,198,0,29478,Kevin Kisner,
2024,199,0,24924,Bill Haas,
2024,200,0,32448,James Hahn,
2024,201,0,27095,Nick Watney,
2024,202,0,39067,MJ Daffue,
2024,203,0,47128,Richy Werenski,
2024,204,0,31202,William McGirt,
2024,205,0,25198,Francesco Molinari,
2024,206,0,33122,Russell Knox,
2024,207,0,37338,Zecheng Dou,
2024,208,0,27649,Brandt Snedeker,
2024,209,0,56762,Will Gordon,
2024,210,0,37278,Nicholas Lindheim,
2024,211,0,60767,Blaine Hale Jr.,
2024,212,0,6373,José María Olazábal,
2024,212,0,32139,Danny Willett,
2024,214,0,30750,Tommy Gainey,
2024,215,0,27974,Sung Kang,
2024,216,0,34431,Robert Streb,
2024,217,0,24980,Scott Gutschewski,
2024,218,0,33597,Harry Higgs,
2024,219,0,33674,Adrian Meronk,
2024,220,0,35449,Adam Long,
2024,221,0,47806,Raul Pereda,
2024,222,0,6567,Vijay Singh,
2024,223,0,8793,Tiger Woods,
2024,224,0,27330,Josh Teater,
2024,225,0,29970,Dylan Frittelli,
2024,226,0,23983,Luke Donald,
2024,227,0,24925,Jonathan Byrd,
2024,228,0,20472,Alex Cejka,
2024,228,0,19825,Darren Clarke,
2024,230,0,31557,Jim Herman,
2024,231,0,25632,Jimmy Walker,
2024,232,0,35901,Paul Haley II,
2024,233,0,26758,David Hearn,
2024,234,0,28259,Sangmoon Bae,
2024,234,0,30110,Kyle Stanley,
2024,236,0,49303,Anders Albertson,
2024,237,0,19803,Ryan Armour,
2024,238,0,31560,Brian Stuard,
2024,239,0,27963,Chris Stroud,
2023,1,0,46717,Viktor Hovland,18000000.0
2023,2,0,48081,Xander Schauffele,6500000.0
2023,3,0,51766,Wyndham Clark,5000000.0
2023,4,0,28237,Rory McIlroy,4000000.0
2023,5,0,35450,Patrick Cantlay,3000000.0
2023,6,0,30911,Tommy Fleetwood,2000000.0
2023,6,0,50525,Collin Morikawa,2000000.0
2023,6,0,46046,Scottie Scheffler,2000000.0
2023,9,0,33141,Keegan Bradley,990000.0
2023,9,0,47504,Sam Burns,990000.0
2023,9,0,40098,Matt Fitzpatrick,990000.0
2023,9,0,39977,Max Homa,990000.0
2023,9,0,47347,Adam Schenk,990000.0
2023,14,0,34098,Russell Henley,780000.0
2023,14,0,49960,Sepp Straka,780000.0
2023,16,0,32102,Rickie Fowler,710000.0
2023,16,0,34363,Tyrrell Hatton,710000.0
2023,18,0,25900,Lucas Glover,670000.0
2023,18,0,46970,Jon Rahm,670000.0
2023,20,0,29725,Tony Finau,620000.0
2023,20,0,37455,Si Woo Kim,620000.0
2023,20,0,55182,Tom Kim,620000.0
2023,23,0,27644,Brian Harman,580000.0
2023,24,0,39971,Sungjae Im,565000.0
2023,25,0,25493,Nick Taylor,550000.0
2023,26,0,39997,Corey Conners,540000.0
2023,27,0,34046,Jordan Spieth,530000.0
2023,28,0,28089,Jason Day,520000.0
2023,29,0,31646,Emiliano Grillo,505000.0
2023,29,0,49947,Taylor Moore,505000.0
2023,31,0,51634,Sahith Theegala,250000.0
2023,32,0,30926,Chris Kirk,236000.0
2023,33,0,47993,Denny McCarthy,228000.0
2023,34,0,22405,Justin Rose,221000.0
2023,35,0,34256,Andrew Putnam,214000.0
2023,36,0,48117,Kurt Kitayama,211000.0
2023,37,0,40115,Adam Svensson,209000.0
2023,38,0,34099,Harris English,208000.0
2023,39,0,49771,J.T. Poston,207000.0
2023,40,0,54628,Lee Hodges,206000.0
2023,41,0,28252,Seamus Power,205000.0
2023,42,0,57366,Cameron Young,204000.0
2023,43,0,47591,Eric Cole,203000.0
2023,44,0,33948,Byeong Hun An,202000.0
2023,45,0,33399,Adam Hadwin,201000.0
2023,46,0,35532,Tom Hoge,200000.0
2023,47,0,30927,Brendon Todd,199000.0
2023,48,0,45157,Cam Davis,198000.0
2023,49,0,36699,Patrick Rodgers,197000.0
2023,50,0,32839,Hideki Matsuyama,196000.0
2023,51,0,35506,Mackenzie Hughes,195000.0
2023,52,0,47988,Nick Hardy,194000.0
2023,53,0,55789,Taylor Montgomery,193000.0
2023,54,0,46340,Alex Smalley,192000.0
2023,55,0,33653,Thomas Detry,191000.0
2023,56,0,36799,Stephan Jaeger,190000.0
2023,57,0,52374,Brandon Wu,189000.0
2023,58,0,35461,Beau Hossler,188000.0
2023,59,0,47995,Davis Riley,187000.0
2023,60,0,55708,Hayden Buckley,186000.0
2023,61,0,37275,Sam Ryder,185000.0
2023,62,0,39324,J.J. Spaun,185000.0
2023,63,0,54591,Ben Griffin,185000.0
2023,64,0,39546,Keith Mitchell,185000.0
2023,65,0,55893,Sam Stevens,185000.0
2023,66,0,23108,Matt Kuchar,175000.0
2023,67,0,36801,Mark Hubbard,175000.0
2023,68,0,46414,Aaron Rai,175000.0
2023,69,0,51070,Vincent Norrman,175000.0
2023,70,0,36871,Matt NeSmith,175000.0
2023,71,0,33448,Justin Thomas,140000.0
2023,72,0,24502,Adam Scott,140000.0
2023,73,0,58168,Davis Thompson,140000.0
2023,74,0,57362,Austin Eckroat,140000.0
2023,75,0,48119,Ben Taylor,140000.0
2023,76,0,54421,Garrick Higgo,140000.0
2023,77,0,32791,K.H. Lee,140000.0
2023,78,0,33204,Shane Lowry,140000.0
2023,79,0,39975,Michael Kim,140000.0
2023,80,0,34409,David Lingmerth,140000.0
2023,81,0,50493,Justin Suh,140000.0
2023,82,0,48887,Matt Wallace,140000.0
2023,83,0,50188,S.H. Kim,140000.0
2023,84,0,34076,Joel Dahmen,140000.0
2023,85,0,32139,Danny Willett,140000.0
2023,86,0,54783,Dylan Wu,130000.0
2023,87,0,27214,Kevin Streelman,130000.0
2023,88,0,57975,Harry Hall,130000.0
2023,89,0,34255,Joseph Bramlett,130000.0
2023,90,0,29420,Billy Horschel,130000.0
2023,91,0,48699,Callum Tarren,130000.0
2023,92,0,46441,Robby Shelton,130000.0
2023,93,0,40058,Zac Blair,130000.0
2023,94,0,31323,Gary Woodland,130000.0
2023,95,0,26476,Chez Reavie,130000.0
2023,96,0,22371,Aaron Baddeley,130000.0
2023,97,0,28775,Nate Lashley,130000.0
2023,98,0,36326,David Lipsky,130000.0
2023,99,0,45242,Kevin Yu,130000.0
2023,100,0,56762,Will Gordon,130000.0
2023,101,0,27349,Alex Noren,120000.0
2023,102,0,56630,Akshay Bhatia,120000.0
2023,103,0,40162,Justin Lower,120000.0
2023,104,0,33408,Tyson Alexander,120000.0
2023,105,0,51997,Andrew Novak,120000.0
2023,106,0,51890,Greyson Sigg,120000.0
2023,107,0,51349,Nico Echavarria,120000.0
2023,108,0,46442,Maverick McNealy,120000.0
2023,109,0,45522,Christiaan Bezuidenhout,120000.0
2023,110,0,45609,Tyler Duncan,120000.0
2023,111,0,52513,Carson Young,120000.0
2023,112,0,27936,Martin Laird,120000.0
2023,113,0,33413,Ben Martin,120000.0
2023,114,0,40250,Taylor Pendrith,120000.0
2023,115,0,47983,Chad Ramey,120000.0
2023,116,0,34466,Peter Malnati,120000.0
2023,117,0,52375,Doug Ghim,120000.0
2023,118,0,39067,MJ Daffue,120000.0
2023,119,0,27129,Luke List,120000.0
2023,120,0,29908,C.T. Pan,120000.0
2023,121,0,34563,Chesson Hadley,120000.0
2023,122,0,32757,Patton Kizzire,120000.0
2023,123,0,37338,Zecheng Dou,120000.0
2023,124,0,25632,Jimmy Walker,120000.0
2023,125,0,50095,Austin Smotherman,120000.0
2023,126,0,46601,Trey Mullinax,85000.0
2023,127,0,49964,Aaron Wise,85000.0
2023,128,0,30692,Scott Stallings,85000.0
2023,129,0,47079,Harrison Endycott,85000.0
2023,130,0,25818,Scott Piercy,85000.0
2023,131,0,40006,Erik van Rooyen,85000.0
2023,132,0,33597,Harry Higgs,85000.0
2023,133,0,32640,Troy Merritt,85000.0
2023,134,0,35901,Paul Haley II,85000.0
2023,135,0,52955,Ludvig Aberg,85000.0
2023,136,0,29221,Webb Simpson,85000.0
2023,137,0,12716,Charley Hoffman,85000.0
2023,138,0,47483,Will Zalatoris,85000.0
2023,139,0,49298,Kramer Hickok,85000.0
2023,140,0,47529,Mito Pereira,85000.0
2023,141,0,30163,Henrik Norlander,85000.0
2023,142,0,35449,Adam Long,85000.0
2023,143,0,52372,Cameron Champ,85000.0
2023,144,0,33122,Russell Knox,85000.0
2023,145,0,47128,Richy Werenski,85000.0
2023,146,0,39954,Cody Gribble,85000.0
2023,147,0,32333,Kevin Tway,85000.0
2023,148,0,48867,Matti Schmid,85000.0
2023,149,0,34610,Matthias Schwab,85000.0
2023,150,0,26596,Ryan Moore,85000.0
2023,151,0,55454,Carl Yuan,
2023,152,0,22056,Cameron Percy,
2023,153,0,39058,Lucas Herbert,
2023,154,0,24024,Zach Johnson,
2023,155,0,23320,Ryan Palmer,
2023,156,0,19803,Ryan Armour,
2023,157,0,24140,Sean O'Hair,
2023,158,0,29289,S.Y. Noh,
2023,159,0,53165,Doc Redman,
2023,160,0,29970,Dylan Frittelli,
2023,161,0,31577,Tano Goya,
2023,162,0,49453,Trevor Cone,
2023,163,0,29535,Brice Garnett,
2023,164,0,34213,Grayson Murray,
2023,165,0,32448,James Hahn,
2023,166,0,51414,Brent Grant,
2023,167,0,20229,Stewart Cink,
2023,168,0,27963,Chris Stroud,
2023,169,0,28420,Ryan Brehm,
2023,170,0,36724,Augusto Núñez,
2023,171,0,34374,Erik Barnes,
2023,172,0,25686,Jason Dufner,
2023,173,0,34431,Robert Streb,
2023,174,0,39335,Kevin Roy,
2023,175,0,51950,Max McGreevy,
2023,176,0,46435,Austin Cook,
2023,177,0,32150,Michael Thompson,
2023,178,0,35617,Martin Trainer,
2023,179,0,32366,Kevin Chappell,
2023,180,0,20766,Padraig Harrington,
2023,181,0,29518,Brendan Steele,
2023,182,0,23983,Luke Donald,
2023,183,0,24925,Jonathan Byrd,
2023,184,0,25198,Francesco Molinari,
2023,185,0,32816,Satoshi Kodaira,
2023,186,0,29926,Danny Lee,
2023,187,0,27064,Jhonattan Vegas,
2023,188,0,58967,Trevor Werbylo,
2023,189,0,27554,Scott Harrington,
2023,190,0,48084,Wesley Bryan,
2023,191,0,35879,Kelly Kraft,
2023,192,0,51491,Brandon Matthews,
2023,193,0,27974,Sung Kang,
2023,194,0,27095,Nick Watney,
2023,195,0,31557,Jim Herman,
2023,196,0,52411,Kyle Westmoreland,
2023,197,0,27895,Jonas Blixt,
2023,198,0,31560,Brian Stuard,
2023,199,0,49766,Hank Lebioda,
2023,200,0,31202,William McGirt,
2023,201,0,35310,Lanto Griffin,
2023,202,0,29478,Kevin Kisner,
2023,203,0,24846,Ricky Barnes,
2023,204,0,19846,Brian Gay,
2023,205,0,24924,Bill Haas,
2023,206,0,22046,Geoff Ogilvy,
2023,207,0,32662,Michael Gligic,
2023,208,0,48822,Sebastián Muñoz,
2023,209,0,28679,Fabián Gómez,
2023,210,0,23621,Rory Sabbatini,
2023,211,0,33410,Andrew Landry,
2023,212,0,30750,Tommy Gainey,
2023,213,0,34174,John Huh,
2023,214,0,27556,Ted Potter Jr.,
2023,215,0,27649,Brandt Snedeker,
2023,216,0,49303,Anders Albertson,
2023,217,0,37278,Nicholas Lindheim,
2023,218,0,20593,Greg Chalmers,
2023,219,0,37273,Derek Ernst,
2023,220,0,27797,Derek Lamely,
2023,221,0,29479,Scott Brown,
2023,222,0,51894,Vince Whaley,
2023,223,0,54813,Philip Knowles,
2023,224,0,27770,Camilo Villegas,
2023,225,0,23541,Ben Crane,
2023,226,0,28259,Sangmoon Bae,
2023,227,0,30110,Kyle Stanley,
2023,228,0,8793,Tiger Woods,
2023,229,0,1226,Fred Couples,
2023,230,0,25240,D.A. Points,
2023,231,0,21407,Arjun Atwal,
2023,232,0,27141,J.B. Holmes,
2023,232,0,23788,D.J. Trahan,
2023,234,0,10423,Mike Weir,
2023,235,0,8075,Jerry Kelly,
2023,236,0,23623,Bo Van Pelt,
2023,237,0,24490,George McNeill,
2023,238,0,6522,Ernie Els,
2023,239,0,26679,Kevin Stadler,
2023,240,0,26420,Richard Johnson,
2021,1,0,35450,Patrick Cantlay,15000000.0
2021,2,0,46970,Jon Rahm,5000000.0
2021,3,0,25396,Kevin Na,4000000.0
2021,4,0,33448,Justin Thomas,3000000.0
2021,5,0,46717,Viktor Hovland,2200000.0
2021,5,0,48081,Xander Schauffele,2200000.0
2021,7,0,47959,Bryson DeChambeau,1300000.0
2021,8,0,30925,Dustin Johnson,1100000.0
2021,9,0,45526,Abraham Ancer,890000.0
2021,9,0,29420,Billy Horschel,890000.0
2021,11,0,40026,Daniel Berger,705000.0
2021,11,0,29725,Tony Finau,705000.0
2021,11,0,30944,Jason Kokrak,705000.0
2021,14,0,21209,Sergio Garcia,583750.0
2021,14,0,28237,Rory McIlroy,583750.0
2021,14,0,26329,Louis Oosthuizen,583750.0
2021,14,0,35891,Cameron Smith,583750.0
2021,18,0,47504,Sam Burns,527500.0
2021,18,0,34099,Harris English,527500.0
2021,20,0,39971,Sungjae Im,497500.0
2021,20,0,34046,Jordan Spieth,497500.0
2021,22,0,39997,Corey Conners,466667.0
2021,22,0,46046,Scottie Scheffler,466667.0
2021,22,0,40006,Erik van Rooyen,466667.0
2021,25,0,34360,Patrick Reed,445000.0
2021,26,0,20229,Stewart Cink,425000.0
2021,26,0,32839,Hideki Matsuyama,425000.0
2021,26,0,50525,Collin Morikawa,425000.0
2021,29,0,45486,Joaquin Niemann,405000.0
2021,30,0,36689,Brooks Koepka,395000.0
2021,31,0,32791,K.H. Lee,200000.0
2021,32,0,12716,Charley Hoffman,195000.0
2021,33,0,27349,Alex Noren,190000.0
2021,34,0,37455,Si Woo Kim,186000.0
2021,35,0,39977,Max Homa,183000.0
2021,36,0,34264,Hudson Swafford,181000.0
2021,37,0,45157,Cam Davis,179000.0
2021,38,0,29478,Kevin Kisner,177000.0
2021,39,0,33141,Keegan Bradley,175000.0
2021,40,0,29221,Webb Simpson,173000.0
2021,41,0,27644,Brian Harman,171000.0
2021,42,0,26851,Marc Leishman,169000.0
2021,43,0,33419,Cameron Tringale,168000.0
2021,44,0,37189,Harold Varner III,167000.0
2021,45,0,33204,Shane Lowry,166000.0
2021,46,0,25900,Lucas Glover,165000.0
2021,47,0,26300,Matt Jones,164000.0
2021,48,0,33667,Carlos Ortiz,163000.0
2021,49,0,49964,Aaron Wise,162000.0
2021,50,0,20396,Lee Westwood,161000.0
2021,51,0,26331,Charl Schwartzel,160000.0
2021,52,0,25364,Paul Casey,159000.0
2021,53,0,48822,Sebastián Muñoz,158000.0
2021,54,0,35532,Tom Hoge,157000.0
2021,55,0,29974,Branden Grace,156000.0
2021,56,0,34098,Russell Henley,155000.0
2021,57,0,52372,Cameron Champ,154000.0
2021,58,0,46442,Maverick McNealy,153000.0
2021,59,0,31646,Emiliano Grillo,152000.0
2021,60,0,34431,Robert Streb,151000.0
2021,61,0,27064,Jhonattan Vegas,150000.0
2021,62,0,30926,Chris Kirk,150000.0
2021,63,0,32757,Patton Kizzire,150000.0
2021,64,0,27214,Kevin Streelman,150000.0
2021,65,0,39546,Keith Mitchell,150000.0
2021,66,0,33597,Harry Higgs,140000.0
2021,67,0,35506,Mackenzie Hughes,140000.0
2021,68,0,46402,Talor Gooch,140000.0
2021,69,0,23320,Ryan Palmer,140000.0
2021,70,0,1810,Phil Mickelson,140000.0
2021,71,0,56278,Matthew Wolff,110000.0
2021,72,0,28252,Seamus Power,110000.0
2021,73,0,40098,Matt Fitzpatrick,110000.0
2021,74,0,34363,Tyrrell Hatton,110000.0
2021,75,0,27936,Martin Laird,110000.0
2021,76,0,34076,Joel Dahmen,110000.0
2021,77,0,24138,Ian Poulter,110000.0
2021,78,0,32640,Troy Merritt,110000.0
2021,79,0,49771,J.T. Poston,110000.0
2021,80,0,24361,Pat Perez,110000.0
2021,81,0,25804,Bubba Watson,110000.0
2021,82,0,34256,Andrew Putnam,110000.0
2021,83,0,52375,Doug Ghim,110000.0
2021,84,0,46550,Brandon Hagy,110000.0
2021,85,0,35449,Adam Long,110000.0
2021,86,0,34466,Peter Malnati,105000.0
2021,87,0,51766,Wyndham Clark,105000.0
2021,88,0,47347,Adam Schenk,105000.0
2021,89,0,35310,Lanto Griffin,105000.0
2021,90,0,24502,Adam Scott,105000.0
2021,91,0,49298,Kramer Hickok,105000.0
2021,92,0,31560,Brian Stuard,105000.0
2021,93,0,30163,Henrik Norlander,105000.0
2021,94,0,53165,Doc Redman,105000.0
2021,95,0,19846,Brian Gay,105000.0
2021,96,0,33486,Roger Sloan,105000.0
2021,97,0,27649,Brandt Snedeker,105000.0
2021,98,0,49766,Hank Lebioda,105000.0
2021,99,0,40042,Tyler McCumber,105000.0
2021,100,0,47993,Denny McCarthy,105000.0
2021,101,0,30927,Brendon Todd,101000.0
2021,102,0,27129,Luke List,101000.0
2021,103,0,33399,Adam Hadwin,101000.0
2021,104,0,26476,Chez Reavie,101000.0
2021,105,0,29518,Brendan Steele,101000.0
2021,106,0,49960,Sepp Straka,101000.0
2021,107,0,54421,Garrick Higgo,101000.0
2021,108,0,32448,James Hahn,101000.0
2021,109,0,24024,Zach Johnson,101000.0
2021,110,0,33122,Russell Knox,101000.0
2021,111,0,48887,Matt Wallace,101000.0
2021,112,0,37275,Sam Ryder,101000.0
2021,113,0,31323,Gary Woodland,101000.0
2021,114,0,28089,Jason Day,101000.0
2021,115,0,36871,Matthew NeSmith,101000.0
2021,116,0,25818,Scott Piercy,101000.0
2021,117,0,30110,Kyle Stanley,101000.0
2021,118,0,31420,Anirban Lahiri,101000.0
2021,119,0,29970,Dylan Frittelli,101000.0
2021,120,0,47128,Richy Werenski,101000.0
2021,121,0,29908,C.T. Pan,101000.0
2021,122,0,23108,Matt Kuchar,101000.0
2021,123,0,29535,Brice Garnett,101000.0
2021,124,0,30692,Scott Stallings,101000.0
2021,125,0,34563,Chesson Hadley,101000.0
2021,126,0,22405,Justin Rose,70000.0
2021,127,0,19803,Ryan Armour,70000.0
2021,128,0,36699,Patrick Rodgers,70000.0
2021,129,0,33490,Bo Hoag,70000.0
2021,130,0,27770,Camilo Villegas,70000.0
2021,131,0,28775,Nate Lashley,70000.0
2021,132,0,32150,Michael Thompson,70000.0
2021,133,0,23621,Rory Sabbatini,70000.0
2021,134,0,32102,Rickie Fowler,70000.0
2021,135,0,22056,Cameron Percy,70000.0
2021,136,0,46435,Austin Cook,70000.0
2021,137,0,30911,Tommy Fleetwood,70000.0
2021,138,0,39953,Chase Seiffert,70000.0
2021,139,0,21961,Charles Howell III,70000.0
2021,140,0,51894,Vince Whaley,70000.0
2021,141,0,25493,Nick Taylor,70000.0
2021,142,0,25198,Francesco Molinari,70000.0
2021,143,0,36801,Mark Hubbard,70000.0
2021,144,0,26596,Ryan Moore,70000.0
2021,145,0,32662,Michael Gligic,70000.0
