YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
2016,183,0,26300,Matt Jones,2.443,291.828,119.461,45,186402847
2016,185,0,21209,Sergio Garcia,2.44,299.735,122.831,20,206502853
2015,1,0,2206,David Toms,2.679,272.92,101.869,62,235003029
2015,2,0,6522,Ernie Els,2.671,295.295,110.543,38,248103058
2015,3,0,26596,Ryan Moore,2.652,288.81,108.888,68,227503264
2015,3,0,22293,Heath Slocum,2.652,274.759,103.595,44,236002997
2015,5,0,1706,Davis Love III,2.645,298.548,112.891,43,208503147
2015,6,0,23548,Bill Lunde,2.644,290.04,109.68,41,238903047
2015,7,0,26758,David Hearn,2.643,285.315,107.951,95,232403419
2015,8,0,31560,Brian Stuard,2.639,280.596,106.31,95,225603149
2015,9,0,25493,Nick Taylor,2.638,294.144,111.508,92,228403031
2015,10,0,25818,Scott Piercy,2.636,303.636,115.204,86,217203214
2015,11,0,25562,Andres Romero,2.635,300.777,114.141,50,202502919
2015,12,0,34409,David Lingmerth,2.633,290.668,110.379,86,219503263
2015,13,0,25804,Bubba Watson,2.632,325.042,123.515,53,222203190
2015,14,0,20771,Steven Alker,2.627,278.772,106.129,59,200302920
2015,15,0,10809,Jim Furyk,2.625,286.839,109.285,53,235503063
2015,15,0,20157,Retief Goosen,2.625,298.893,113.85,73,175703143
2015,17,0,29535,Brice Garnett,2.623,290.353,110.696,73,221503001
2015,18,0,30927,Brendon Todd,2.622,280.039,106.804,82,218603065
2015,19,0,30692,Scott Stallings,2.621,300.981,114.854,54,225803165
2015,20,0,21753,Brian Davis,2.62,276.416,105.493,85,209303027
2015,20,0,24140,Sean O'Hair,2.62,300.023,114.508,76,198503364
2015,22,0,26329,Louis Oosthuizen,2.619,300.008,114.569,45,232603102
2015,23,0,10885,Robert Allenby,2.618,287.95,109.973,60,175503231
2015,23,0,30736,Oscar Fraustro,2.618,290.15,110.827,43,211403014
2015,23,0,26476,Chez Reavie,2.618,286.188,109.321,60,214902961
2015,26,0,23353,J.J. Henry,2.616,297.823,113.84,73,217403429
2015,27,0,28089,Jason Day,2.615,314.211,120.158,61,214403154
2015,27,0,33461,Morgan Hoffmann,2.615,297.153,113.628,79,230202908
2015,29,0,10860,Justin Leonard,2.612,271.921,104.107,63,199103203
2015,30,0,22405,Justin Rose,2.611,305.711,117.098,54,233603149
2015,31,0,25349,Tim Wilkinson,2.609,280.928,107.692,60,220503111
2015,32,0,24924,Bill Haas,2.608,292.614,112.196,80,209903305
2015,32,0,29420,Billy Horschel,2.608,295.665,113.379,87,173903096
2015,32,0,24502,Adam Scott,2.608,313.645,120.267,37,229403036
2015,35,0,21878,Mark Wilson,2.605,279.45,107.254,83,196403227
2015,36,0,20848,Ángel Cabrera,2.604,305.092,117.143,51,211003037
2015,36,0,27141,J.B. Holmes,2.604,314.025,120.616,71,218603159
2015,36,0,27770,Camilo Villegas,2.604,294.301,113.035,85,210103000
2015,39,0,30944,Jason Kokrak,2.603,311.929,119.823,85,201803120
2015,40,0,29518,Brendan Steele,2.599,306.76,118.013,92,218303024
2015,41,0,23541,Ben Crane,2.598,271.681,104.592,54,217402929
2015,41,0,12716,Charley Hoffman,2.598,305.77,117.683,84,227703278
2015,41,0,27936,Martin Laird,2.598,302.32,116.352,70,167403201
2015,41,0,33667,Carlos Ortiz,2.598,299.615,115.318,99,146403109
2015,45,0,34563,Chesson Hadley,2.597,290.971,112.043,92,213303310
2015,45,0,33122,Russell Knox,2.597,286.213,110.224,100,219602996
2015,47,0,24357,K.J. Choi,2.596,282.64,108.866,58,218703275
2015,48,0,20472,Alex Cejka,2.595,281.657,108.518,84,135803223
2015,49,0,27963,Chris Stroud,2.594,283.377,109.225,72,226903028
2015,49,0,25834,Daniel Summerhays,2.594,286.415,110.416,84,166503015
2015,51,0,12510,Chad Campbell,2.593,285.687,110.19,101,190702900
2015,52,0,22371,Aaron Baddeley,2.592,306.004,118.039,41,204002950
2015,52,0,23320,Ryan Palmer,2.592,307.7,118.703,64,226203116
2015,52,0,33419,Cameron Tringale,2.592,281.682,108.665,89,224303016
2015,55,0,30926,Chris Kirk,2.59,286.685,110.671,66,168103150
2015,56,0,25900,Lucas Glover,2.587,300.932,116.342,83,211903011
2015,57,0,28307,Matt Every,2.586,293.818,113.619,71,227603008
2015,57,0,22892,Jason Gore,2.586,291.63,112.763,64,225003044
2015,59,0,29478,Kevin Kisner,2.583,286.996,111.112,112,146703116
2015,59,0,33448,Justin Thomas,2.583,306.496,118.663,100,213503112
2015,61,0,32839,Hideki Matsuyama,2.582,295.393,114.389,86,219203119
2015,62,0,20766,Padraig Harrington,2.58,294.34,114.071,57,210202990
2015,63,0,24024,Zach Johnson,2.578,284.423,110.306,84,231903186
2015,64,0,31416,Derek Fathauer,2.576,288.454,111.956,72,218002965
2015,65,0,25345,Carl Pettersson,2.575,293.416,113.93,103,159103010
2015,65,0,29221,Webb Simpson,2.575,287.321,111.598,72,207403304
2015,67,0,25369,Jamie Donaldson,2.573,294.997,114.629,45,198103090
2015,68,0,35545,Blayne Barber,2.572,288.07,112.001,69,213703160
2015,68,0,32448,James Hahn,2.572,301.117,117.079,77,196803388
2015,68,0,32150,Michael Thompson,2.572,292.988,113.903,84,212903071
2015,71,0,26851,Marc Leishman,2.57,297.374,115.692,63,221003225
2015,72,0,1810,Phil Mickelson,2.569,303.382,118.089,52,222303004
2015,72,0,29425,Andrew Svoboda,2.569,289.905,112.86,75,217502924
2015,74,0,29720,Andres Gonzales,2.567,297.095,115.748,91,209203168
2015,74,0,6567,Vijay Singh,2.567,291.86,113.709,74,170003087
2015,74,0,27214,Kevin Streelman,2.567,290.847,113.32,82,224603163
2015,77,0,22056,Cameron Percy,2.564,295.707,115.33,68,184403204
2015,77,0,28132,Tyrone Van Aswegen,2.564,288.739,112.633,38,221602758
2015,79,0,25198,Francesco Molinari,2.563,283.177,110.486,50,228503133
2015,79,0,34130,Sung Joon Park,2.563,285.714,111.467,67,218503148
2015,79,0,27649,Brandt Snedeker,2.563,289.784,113.076,92,221103078
2015,82,0,28679,Fabián Gómez,2.562,286.585,111.859,76,221902968
2015,82,0,29926,Danny Lee,2.562,285.775,111.555,110,212203042
2015,82,0,28475,Jeff Overton,2.562,288.801,112.732,84,227403098
2015,82,0,31193,Jim Renner,2.562,286.027,111.622,58,218403083
2015,86,0,24507,Jason Bohn,2.561,277.811,108.487,101,215703225
2015,86,0,35541,John Peterson,2.561,288.173,112.517,94,220103119
2015,88,0,24781,Hunter Mahan,2.56,294.831,115.183,73,209503430
2015,88,0,33486,Roger Sloan,2.56,293.59,114.691,42,179702944
2015,90,0,30946,Alex Prugh,2.558,299.453,117.081,82,201103303
2015,91,0,34261,Scott Langley,2.557,281.301,110.017,83,130003157
2015,92,0,28259,Sangmoon Bae,2.555,290.085,113.529,97,160303065
2015,92,0,29476,Kyle Reifers,2.555,293.46,114.847,77,222603345
2015,94,0,34099,Harris English,2.554,306.867,120.166,97,210103106
2015,94,0,22046,Geoff Ogilvy,2.554,298.432,116.856,40,226903000
2015,96,0,24138,Ian Poulter,2.553,285.423,111.803,54,207102932
2015,97,0,25364,Paul Casey,2.552,298.989,117.161,63,200802933
2015,97,0,28780,Nicholas Thompson,2.552,287.837,112.775,84,229003041
2015,99,0,27644,Brian Harman,2.551,288.058,112.931,82,208303350
2015,99,0,30925,Dustin Johnson,2.551,323.105,126.661,47,220903319
2015,99,0,26289,Boo Weekley,2.551,294.006,115.242,63,216802957
2015,102,0,23623,Bo Van Pelt,2.55,289.969,113.726,74,228803166
2015,103,0,33418,Shawn Stefani,2.548,297.975,116.947,94,209102973
2015,104,0,34262,Jon Curran,2.547,274.19,107.649,72,220803224
2015,104,0,27933,John Merrick,2.547,287.571,112.914,63,147903230
2015,104,0,25892,Steve Wheatcroft,2.547,288.361,113.204,90,211103316
2015,107,0,34431,Robert Streb,2.545,297.276,116.82,111,215503014
2015,108,0,26951,Johnson Wagner,2.543,293.438,115.395,55,185403181
2015,109,0,21961,Charles Howell III,2.542,303.193,119.26,109,217403100
2015,110,0,23983,Luke Donald,2.541,278.624,109.636,51,225002938
2015,110,0,20396,Lee Westwood,2.541,294.306,115.808,41,205802970
2015,112,0,31557,Jim Herman,2.54,295.549,116.345,84,222903184
2015,112,0,35532,Tom Hoge,2.54,293.046,115.37,68,161603026
2015,114,0,35539,Luke Guthrie,2.536,288.523,113.772,80,201603140
2015,114,0,23108,Matt Kuchar,2.536,290.101,114.381,86,175703192
2015,116,0,24358,Robert Garrigus,2.535,304.461,120.117,52,189203059
2015,116,0,34174,John Huh,2.535,281.584,111.081,108,221703081
2015,116,0,31323,Gary Woodland,2.535,307.128,121.14,61,216502905
2015,119,0,32102,Rickie Fowler,2.534,297.693,117.495,66,201503245
2015,120,0,32366,Kevin Chappell,2.533,300.412,118.611,64,214803136
2015,120,0,30852,Ryo Ishikawa,2.533,292.731,115.578,91,202602998
2015,120,0,34256,Andrew Putnam,2.533,282.009,111.352,62,221803137
2015,123,0,23048,Eric Axley,2.532,288.562,113.961,48,205702807
2015,123,0,20104,Ken Duke,2.532,282.104,111.428,90,197503279
2015,125,0,39977,Max Homa,2.53,296.882,117.35,64,222402842
2015,126,0,25274,Steven Bowditch,2.526,303.246,120.038,97,211403137
2015,127,0,24494,Erik Compton,2.525,290.347,115.003,81,211003290
2015,128,0,33141,Keegan Bradley,2.524,304.897,120.814,80,214303020
2015,129,0,8075,Jerry Kelly,2.523,277.326,109.906,70,191503073
2015,130,0,29223,Sam Saunders,2.522,295.952,117.34,70,223603148
2015,131,0,26331,Charl Schwartzel,2.521,303.178,120.274,41,225103032
2015,132,0,27466,Spencer Levin,2.52,284.98,113.077,96,193203132
2015,133,0,34046,Jordan Spieth,2.519,292.622,116.161,67,163303163
2015,134,0,29479,Scott Brown,2.517,288.339,114.566,83,183002919
2015,134,0,28023,Byron Smith,2.517,290.649,115.484,43,202003006
2015,134,0,25632,Jimmy Walker,2.517,306.85,121.9,70,223703093
2015,137,0,32640,Troy Merritt,2.516,286.999,114.088,84,181803228
2015,137,0,21528,Henrik Stenson,2.516,306.113,121.673,29,211803069
2015,139,0,25720,Chad Collins,2.512,283.106,112.688,71,231803041
2015,140,0,30711,Colt Knost,2.51,275.246,109.658,87,218202905
2015,141,0,23800,Bryce Molder,2.509,279.043,111.223,84,190303022
2015,142,0,23621,Rory Sabbatini,2.508,287.742,114.719,72,222003373
2015,143,0,28500,Martin Flores,2.507,300.77,119.996,90,194502868
2015,144,0,21209,Sergio Garcia,2.506,300.142,119.775,41,208902918
2015,145,0,29289,S.Y. Noh,2.499,297.462,119.041,57,209402901
2015,146,0,25396,Kevin Na,2.498,281.43,112.647,81,182302943
2015,147,0,29222,Billy Hurley III,2.493,274.098,109.952,73,208702851
2015,147,0,36699,Patrick Rodgers,2.493,305.871,122.69,46,217802874
2015,149,0,33399,Adam Hadwin,2.49,291.894,117.219,90,217902935
2015,149,0,26300,Matt Jones,2.49,297.601,119.499,72,221102963
2015,149,0,37454,Whee Kim,2.49,283.333,113.767,55,197702856
2015,152,0,24361,Pat Perez,2.489,286.499,115.122,89,202102859
2015,153,0,31202,William McGirt,2.488,277.48,111.543,114,202602848
2015,154,0,33413,Ben Martin,2.484,287.389,115.714,91,178703164
2015,154,0,25240,D.A. Points,2.484,280.468,112.916,58,162702835
2015,156,0,34098,Russell Henley,2.483,296.372,119.351,82,217203171
2015,157,0,20691,Greg Owen,2.48,297.712,120.044,48,223403051
2015,158,0,27436,Graham DeLaet,2.479,303.322,122.36,52,224703168
2015,158,0,25191,Gonzalo Fernandez-Castaño,2.479,293.408,118.358,65,195502965
2015,158,0,29725,Tony Finau,2.479,314.071,126.708,94,214803071
2015,161,0,35451,Scott Pinckney,2.478,296.002,119.447,80,217803079
2015,162,0,34360,Patrick Reed,2.476,291.854,117.852,84,179703153
2015,163,0,40026,Daniel Berger,2.467,307.751,124.767,69,211102904
2015,164,0,23638,Brendon de Jonge,2.465,285.522,115.846,102,186203109
2015,165,0,32334,Charlie Beljan,2.464,310.5,126.016,62,222102932
2015,166,0,24925,Jonathan Byrd,2.463,285.616,115.983,54,205302920
2015,167,0,20229,Stewart Cink,2.459,293.866,119.502,66,186703001
2015,167,0,36801,Mark Hubbard,2.459,281.727,114.578,65,204802854
2015,167,0,34358,Jonathan Randolph,2.459,286.958,116.69,64,195703012
2015,170,0,36689,Brooks Koepka,2.457,308.862,125.693,84,154303044
2015,171,0,24490,George McNeill,2.455,287.402,117.051,85,198902860
2015,172,0,27895,Jonas Blixt,2.447,282.281,115.34,56,186102906
2015,172,0,37273,Derek Ernst,2.447,301.496,123.193,68,220602873
2015,174,0,25686,Jason Dufner,2.446,284.851,116.456,54,189003049
2015,174,0,28486,Michael Putnam,2.446,289.931,118.517,72,149902906
2015,176,0,32200,Roberto Castro,2.444,275.414,112.689,38,192602894
2015,177,0,40058,Zac Blair,2.441,273.262,111.95,101,170503061
2015,178,0,34264,Hudson Swafford,2.431,302.134,124.289,85,147503049
2015,179,0,34265,Will Wilcox,2.419,296.669,122.62,41,218102802
2015,180,0,27064,Jhonattan Vegas,2.412,303.219,125.692,77,147503052
2015,181,0,27095,Nick Watney,2.402,293.429,122.163,87,210502751
2015,182,0,20645,John Senden,2.395,289.866,121.054,60,204202799
2015,183,0,20593,Greg Chalmers,2.347,276.668,117.881,42,226202809
2015,184,0,24846,Ricky Barnes,2.339,280.283,119.815,63,103002941
2014,1,0,29221,Webb Simpson,2.639,293.233,111.109,73,212402999
2014,2,0,34021,Bud Cauley,2.634,294.63,111.843,49,194703128
2014,3,0,24024,Zach Johnson,2.628,283.101,107.725,91,224303064
2014,3,0,24781,Hunter Mahan,2.628,294.887,112.223,78,229303025
2014,5,0,34046,Jordan Spieth,2.625,292.839,111.56,87,220003053
2014,6,0,6522,Ernie Els,2.621,293.569,111.994,65,223503001
2014,6,0,1706,Davis Love III,2.621,300.706,114.74,57,228902977
2014,8,0,22293,Heath Slocum,2.617,275.787,105.4,64,231502957
2014,9,0,21753,Brian Davis,2.611,278.177,106.537,92,182903078
2014,9,0,21878,Mark Wilson,2.611,278.967,106.829,62,206502991
2014,11,0,32839,Hideki Matsuyama,2.607,297.804,114.211,67,229603002
2014,12,0,27644,Brian Harman,2.606,286.861,110.094,107,217303000
2014,13,0,25632,Jimmy Walker,2.605,304.926,117.062,71,212403147
2014,14,0,26596,Ryan Moore,2.604,288.972,110.989,68,230103034
2014,15,0,24357,K.J. Choi,2.603,279.998,107.556,71,180902889
2014,15,0,22046,Geoff Ogilvy,2.603,296.78,114.006,71,214803035
2014,17,0,23135,Tim Clark,2.602,269.245,103.483,66,185502947
2014,18,0,1724,Jeff Maggert,2.601,273.294,105.056,45,210402916
2014,19,0,28780,Nicholas Thompson,2.599,288.397,110.949,71,217702894
2014,20,0,27895,Jonas Blixt,2.598,288.222,110.949,38,232402916
2014,20,0,25349,Tim Wilkinson,2.598,280.509,107.988,78,216303218
2014,22,0,19846,Brian Gay,2.597,269.53,103.792,65,231403086
2014,22,0,27330,Josh Teater,2.597,295.976,113.957,80,215503017
2014,24,0,29420,Billy Horschel,2.596,295.07,113.655,69,228702996
2014,24,0,23320,Ryan Palmer,2.596,304.322,117.238,68,225602946
2014,24,0,35732,Wes Roach,2.596,291.216,112.192,54,205303190
2014,27,0,33461,Morgan Hoffmann,2.593,295.559,114.002,91,198602977
2014,27,0,27963,Chris Stroud,2.593,284.449,109.711,73,202102887
2014,29,0,23541,Ben Crane,2.591,276.332,106.641,85,220802898
2014,29,0,29535,Brice Garnett,2.591,289.248,111.648,82,225903087
2014,29,0,24924,Bill Haas,2.591,294.327,113.6,81,227502898
2014,29,0,24912,Will MacKenzie,2.591,290.128,111.97,80,185002942
2014,33,0,22621,Ben Curtis,2.589,277.05,106.99,70,229202945
2014,33,0,25345,Carl Pettersson,2.589,292.833,113.123,91,201503050
2014,35,0,10885,Robert Allenby,2.585,287.602,111.256,64,215002966
2014,35,0,26758,David Hearn,2.585,279.024,107.956,92,193203003
2014,35,0,30926,Chris Kirk,2.585,292.045,112.989,84,219003169
2014,35,0,27936,Martin Laird,2.585,297.99,115.257,46,226602933
2014,35,0,34261,Scott Langley,2.585,282.489,109.298,83,155103139
2014,35,0,26329,Louis Oosthuizen,2.585,298.436,115.438,27,209402979
2014,41,0,24138,Ian Poulter,2.584,289.325,111.948,42,227502931
2014,42,0,25444,Justin Hicks,2.583,282.945,109.556,104,203503070
2014,42,0,30925,Dustin Johnson,2.583,313.444,121.343,41,219602967
2014,42,0,8075,Jerry Kelly,2.583,276.249,106.931,71,202402935
2014,45,0,27141,J.B. Holmes,2.582,308.426,119.449,66,217203061
2014,45,0,6567,Vijay Singh,2.582,287.672,111.425,75,184302997
2014,47,0,29479,Scott Brown,2.581,288.674,111.832,83,215403006
2014,48,0,30692,Scott Stallings,2.579,300.933,116.68,64,227503008
2014,49,0,25900,Lucas Glover,2.577,300.469,116.6,50,223602930
2014,49,0,26679,Kevin Stadler,2.577,292.942,113.665,67,213102962
2014,51,0,32200,Roberto Castro,2.575,282.814,109.823,60,224402920
2014,52,0,33419,Cameron Tringale,2.574,284.245,110.449,106,224402999
2014,53,0,30750,Tommy Gainey,2.573,292.628,113.749,61,214703061
2014,54,0,28089,Jason Day,2.572,302.186,117.487,28,207802867
2014,55,0,27649,Brandt Snedeker,2.571,283.402,110.218,67,194803069
2014,55,0,25804,Bubba Watson,2.571,318.0,123.697,52,228103412
2014,57,0,23108,Matt Kuchar,2.57,279.895,108.92,80,210503044
2014,58,0,31560,Brian Stuard,2.569,280.394,109.13,84,193703030
2014,59,0,30927,Brendon Todd,2.568,278.034,108.285,92,216502948
2014,59,0,23623,Bo Van Pelt,2.568,290.326,113.053,73,124503049
2014,61,0,28237,Rory McIlroy,2.566,311.924,121.558,48,224003080
2014,61,0,22405,Justin Rose,2.566,294.422,114.741,54,215102878
2014,63,0,35139,Richard Lee,2.565,284.522,110.929,69,225202931
2014,64,0,25274,Steven Bowditch,2.563,298.013,116.296,81,220802983
2014,64,0,31557,Jim Herman,2.563,294.141,114.758,48,218002932
2014,64,0,29461,Jamie Lovemark,2.563,306.109,119.44,44,212403091
2014,67,0,34563,Chesson Hadley,2.562,289.201,112.87,80,207302965
2014,67,0,24140,Sean O'Hair,2.562,302.283,118.001,61,219203035
2014,67,0,25562,Andres Romero,2.562,295.158,115.195,61,207702921
2014,70,0,29478,Kevin Kisner,2.561,287.278,112.168,75,221002940
2014,70,0,25834,Daniel Summerhays,2.561,280.788,109.619,100,100403056
2014,72,0,27120,Troy Matteson,2.56,292.791,114.359,50,209803032
2014,73,0,23353,J.J. Henry,2.559,291.018,113.721,75,221003022
2014,73,0,34409,David Lingmerth,2.559,287.109,112.212,72,128003189
2014,73,0,27770,Camilo Villegas,2.559,291.731,114.002,94,216303073
2014,76,0,28475,Jeff Overton,2.558,283.856,110.948,69,210802904
2014,77,0,10809,Jim Furyk,2.557,281.94,110.263,76,206802871
2014,78,0,32448,James Hahn,2.556,290.111,113.515,73,219102884
2014,78,0,21961,Charles Howell III,2.556,303.086,118.579,101,215303092
2014,78,0,10860,Justin Leonard,2.556,266.773,104.379,68,215402966
2014,78,0,29518,Brendan Steele,2.556,299.639,117.233,74,226903050
2014,78,0,28132,Tyrone Van Aswegen,2.556,293.761,114.936,46,184302987
2014,83,0,33141,Keegan Bradley,2.555,298.821,116.937,65,208502829
2014,83,0,30944,Jason Kokrak,2.555,308.122,120.573,60,224603153
2014,85,0,23621,Rory Sabbatini,2.553,287.503,112.613,68,223802981
2014,86,0,12510,Chad Campbell,2.552,285.179,111.76,46,220002957
2014,86,0,12716,Charley Hoffman,2.552,297.123,116.439,83,218902963
2014,86,0,29926,Danny Lee,2.552,283.411,111.051,68,211902898
2014,86,0,20160,Charlie Wi,2.552,278.673,109.192,68,221402902
2014,90,0,28092,D.H. Lee,2.551,273.723,107.283,49,216602875
2014,90,0,31202,William McGirt,2.551,282.434,110.696,95,215003016
2014,90,0,23800,Bryce Molder,2.551,278.006,108.984,69,215802902
2014,93,0,32640,Troy Merritt,2.55,285.745,112.06,61,220203044
2014,94,0,27933,John Merrick,2.549,283.124,111.053,75,207602991
2014,95,0,29222,Billy Hurley III,2.548,276.041,108.344,78,213302976
2014,96,0,25720,Chad Collins,2.547,275.932,108.356,56,157302976
2014,97,0,33122,Russell Knox,2.546,282.008,110.775,97,178603163
2014,97,0,26851,Marc Leishman,2.546,296.771,116.548,70,226602942
2014,99,0,27214,Kevin Streelman,2.545,288.58,113.378,67,210402894
2014,100,0,34174,John Huh,2.544,280.982,110.445,71,213103041
2014,100,0,2206,David Toms,2.544,269.204,105.822,56,231802897
2014,102,0,24507,Jason Bohn,2.542,276.836,108.923,84,217203001
2014,103,0,34098,Russell Henley,2.541,293.967,115.692,78,214103086
2014,104,0,26300,Matt Jones,2.54,300.413,118.268,70,224603155
2014,104,0,27466,Spencer Levin,2.54,275.606,108.494,52,205502933
2014,104,0,30110,Kyle Stanley,2.54,293.454,115.522,75,205302923
2014,107,0,35300,Andrew Loupe,2.539,311.866,122.809,48,210402943
2014,108,0,32102,Rickie Fowler,2.538,299.279,117.912,63,210802913
2014,109,0,27436,Graham DeLaet,2.537,303.945,119.795,56,220402969
2014,109,0,24663,Y.E. Yang,2.537,283.267,111.671,62,172302934
2014,111,0,27408,Martin Kaymer,2.535,296.769,117.051,52,210102947
2014,111,0,26951,Johnson Wagner,2.535,284.245,112.137,58,207202868
2014,113,0,21528,Henrik Stenson,2.533,304.887,120.36,27,217102862
2014,114,0,20593,Greg Chalmers,2.532,277.215,109.463,81,199502917
2014,114,0,20104,Ken Duke,2.532,277.056,109.405,63,201902949
2014,114,0,24358,Robert Garrigus,2.532,302.387,119.408,70,196102971
2014,117,0,7867,Woody Austin,2.531,277.862,109.772,59,215702859
2014,117,0,25240,D.A. Points,2.531,281.298,111.134,54,166002958
2014,119,0,29740,Brad Fritsch,2.528,288.432,114.08,37,188502790
2014,120,0,34099,Harris English,2.527,300.737,119.021,64,192702859
2014,120,0,20396,Lee Westwood,2.527,291.839,115.483,42,204803233
2014,122,0,35539,Luke Guthrie,2.526,285.696,113.084,82,204802954
2014,123,0,29425,Andrew Svoboda,2.525,285.993,113.26,75,214202892
2014,124,0,20848,Ángel Cabrera,2.524,298.881,118.423,67,216802847
2014,125,0,20157,Retief Goosen,2.523,285.487,113.133,87,218002976
2014,125,0,25572,Graeme McDowell,2.523,276.996,109.769,50,201003068
2014,125,0,34431,Robert Streb,2.523,299.021,118.534,70,206803019
2014,125,0,10423,Mike Weir,2.523,269.345,106.737,56,214303134
2014,129,0,33418,Shawn Stefani,2.522,292.665,116.065,56,193802949
2014,130,0,24502,Adam Scott,2.521,301.489,119.585,54,215602873
2014,131,0,28259,Sangmoon Bae,2.52,285.938,113.479,68,204402823
2014,131,0,31193,Jim Renner,2.52,282.782,112.237,53,213002989
2014,133,0,33413,Ben Martin,2.518,289.416,114.951,62,208602912
2014,133,0,32150,Michael Thompson,2.518,286.259,113.665,59,181902998
2014,133,0,34265,Will Wilcox,2.518,297.297,118.058,43,212302853
2014,136,0,34360,Patrick Reed,2.515,295.794,117.628,67,198902808
2014,137,0,24925,Jonathan Byrd,2.514,284.416,113.131,67,134502948
2014,138,0,26289,Boo Weekley,2.513,285.252,113.528,55,224502856
2014,139,0,32366,Kevin Chappell,2.511,292.89,116.636,90,188003039
2014,139,0,26956,Bronson La'Cassie,2.511,281.86,112.241,40,205502965
2014,139,0,27556,Ted Potter Jr.,2.511,276.035,109.933,63,197802828
2014,142,0,24494,Erik Compton,2.508,282.565,112.675,83,163302800
2014,143,0,25396,Kevin Na,2.507,281.288,112.215,87,206202896
2014,143,0,35541,John Peterson,2.507,283.636,113.121,59,181702761
2014,143,0,28486,Michael Putnam,2.507,291.421,116.247,93,215903022
2014,143,0,20645,John Senden,2.507,289.023,115.267,91,187002975
2014,147,0,24846,Ricky Barnes,2.503,290.309,115.98,79,197102941
2014,147,0,22378,Trevor Immelman,2.503,295.371,118.024,67,213902856
2014,149,0,24490,George McNeill,2.502,289.945,115.871,69,209002882
2014,149,0,27095,Nick Watney,2.502,294.121,117.535,56,221902899
2014,151,0,28500,Martin Flores,2.499,292.767,117.137,74,203702943
2014,152,0,22371,Aaron Baddeley,2.498,293.636,117.541,58,209902919
2014,153,0,1810,Phil Mickelson,2.497,294.598,117.983,49,223402893
2014,154,0,34264,Hudson Swafford,2.496,297.892,119.324,53,201803099
2014,155,0,20098,Stuart Appleby,2.494,273.803,109.781,91,179302911
2014,155,0,25686,Jason Dufner,2.494,280.873,112.601,42,189902841
2014,157,0,32333,Kevin Tway,2.49,296.175,118.927,48,221202940
2014,158,0,37273,Derek Ernst,2.487,296.507,119.208,61,198102929
2014,159,0,27064,Jhonattan Vegas,2.484,302.349,121.737,67,199602858
2014,160,0,36689,Brooks Koepka,2.482,303.567,122.326,40,216902855
2014,161,0,23983,Luke Donald,2.48,272.699,109.953,42,188102900
2014,161,0,22913,John Rollins,2.48,289.297,116.638,64,184103090
2014,163,0,20498,Briny Baird,2.479,277.666,111.993,39,212002820
2014,163,0,28307,Matt Every,2.479,284.772,114.859,67,199303029
2014,165,0,29289,S.Y. Noh,2.477,297.238,119.978,74,160302991
2014,166,0,31323,Gary Woodland,2.474,307.729,124.384,65,222402810
2014,167,0,26331,Charl Schwartzel,2.473,292.275,118.207,52,157703003
2014,168,0,25191,Gonzalo Fernandez-Castaño,2.469,284.105,115.048,75,141902908
2014,169,0,30852,Ryo Ishikawa,2.467,290.384,117.727,57,111602906
2014,169,0,24361,Pat Perez,2.467,285.563,115.73,76,206302852
2014,171,0,25364,Paul Casey,2.463,290.119,117.797,44,195902816
2014,172,0,23638,Brendon de Jonge,2.456,282.25,114.907,96,141602834
2014,173,0,20229,Stewart Cink,2.455,293.401,119.535,67,179602914
2014,174,0,21731,Freddie Jacobson,2.447,280.195,114.508,78,187702849
2014,175,0,32334,Charlie Beljan,2.445,305.311,124.897,71,207702787
2014,175,0,21209,Sergio Garcia,2.445,293.025,119.825,37,208602734
2014,177,0,23409,James Driscoll,2.42,282.658,116.787,52,171902995
2013,1,0,23135,Tim Clark,2.644,276.51,104.584,45,223302936
2013,2,0,22792,Peter Hanson,2.636,298.346,113.175,34,214603015
2013,3,0,6527,Steve Stricker,2.624,291.463,111.056,35,227803094
2013,4,0,22405,Justin Rose,2.622,301.955,115.154,40,178102890
2013,5,0,1724,Jeff Maggert,2.615,275.84,105.488,59,228603174
2013,5,0,23325,Vaughn Taylor,2.615,288.13,110.174,39,206003149
2013,7,0,29420,Billy Horschel,2.613,295.447,113.082,79,213602986
2013,8,0,21753,Brian Davis,2.611,280.357,107.355,87,223003000
2013,8,0,22295,Darron Stiles,2.611,273.88,104.891,40,197303056
2013,8,0,21878,Mark Wilson,2.611,280.382,107.369,51,221703039
2013,11,0,26476,Chez Reavie,2.609,281.455,107.861,73,220803049
2013,12,0,24138,Ian Poulter,2.603,292.184,112.259,36,224002926
2013,13,0,21099,David Lynn,2.602,281.067,108.021,56,197203084
2013,14,0,28780,Nicholas Thompson,2.599,294.214,113.218,87,217803117
2013,15,0,6522,Ernie Els,2.596,290.157,111.791,45,230402880
2013,15,0,33461,Morgan Hoffmann,2.596,296.281,114.122,53,214202979
2013,15,0,22806,Doug LaBelle II,2.596,278.096,107.139,61,231002943
2013,18,0,19846,Brian Gay,2.595,272.479,104.989,75,203803134
2013,19,0,24781,Hunter Mahan,2.594,291.632,112.419,68,233402960
2013,20,0,23452,Nicolas Colsaerts,2.591,313.421,120.947,36,216703198
